Page,Order,Town_or_City,DHCD_ID,Project_Name,Address,Type,Total_SHI_Units,Affordability_Expires,Built_with_Comp_Permit,Subsidizing_Agency
510,4,Peabody,7063,Peabody HOR Program,Lowell Street,Ownership,1,12/10/19,No,DHCD
510,5,Peabody,7064,Peabody HOR Program,Sprague Street,Ownership,1,1/13/20,No,DHCD
510,6,Peabody,7065,Peabody HOR Program,Running Terrace,Ownership,1,1/20/20,No,DHCD
510,7,Peabody,7066,Peabody HOR Program,Highland Street,Ownership,1,1/27/20,No,DHCD
510,8,Peabody,7067,Peabody HOR Program,Main Street,Ownership,3,2/2/20,No,DHCD
510,9,Peabody,7068,Peabody HOR Program,Lowell Street,Ownership,1,2/10/20,No,DHCD
510,10,Peabody,7069,Peabody HOR Program,Bowditch Street,Ownership,1,2/17/20,No,DHCD
510,11,Peabody,7070,Peabody HOR Program,Lowell Street,Ownership,1,2/25/20,No,DHCD
510,12,Peabody,7071,Peabody HOR Program,286 Newbury Street,Ownership,1,3/3/20,No,DHCD
510,13,Peabody,7072,Peabody HOR Program,278 Newbury Street,Ownership,1,3/31/20,No,"DHCD, DHCD"
511,1,Peabody,7073,Peabody HOR Program,King Street,Ownership,1,4/1/20,No,DHCD
511,2,Peabody,7074,Peabody HOR Program,Louis Road,Ownership,1,4/4/20,No,DHCD
511,3,Peabody,7075,Peabody HOR Program,278 Newbury Street,Ownership,1,4/5/20,No,DHCD
511,4,Peabody,7076,Peabody HOR Program,286 Newbury Street,Ownership,1,4/6/20,No,DHCD
511,5,Peabody,7077,Peabody HOR Program,Richardson Road,Ownership,1,4/25/20,No,DHCD
511,6,Peabody,7078,Peabody HOR Program,Aborn Street,Ownership,1,4/27/20,No,DHCD
511,7,Peabody,7079,Peabody HOR Program,Lowe Street,Ownership,1,5/3/20,No,DHCD
511,8,Peabody,7080,Peabody HOR Program,Rockdale Avenue,Ownership,1,5/9/20,No,DHCD
511,9,Peabody,7081,Peabody HOR Program,278 Newbury Street,Ownership,1,5/24/20,No,DHCD
511,10,Peabody,7082,Peabody HOR Program,North Street,Ownership,1,5/25/20,No,DHCD
511,11,Peabody,7083,Peabody HOR Program,Upham Street,Ownership,1,5/26/20,No,DHCD
511,12,Peabody,7084,Peabody HOR Program,252 Newbury Street,Ownership,1,6/2/20,No,DHCD
511,13,Peabody,7085,Peabody HOR Program,Patricia Road,Ownership,1,6/29/20,No,DHCD
511,14,Peabody,7086,Peabody HOR Program,Lynn Street,Ownership,1,7/6/20,No,DHCD
512,1,Peabody,7111,Peabody HOR Program,Rainbow Circle,Ownership,1,7/10/17,No,DHCD
512,2,Peabody,7112,Peabody HOR Program,Central Street,Ownership,1,10/8/17,No,DHCD
512,3,Peabody,7113,Peabody HOR Program,Highland Street,Ownership,1,6/17/18,No,DHCD
512,4,Peabody,7114,Peabody HOR Program,Cedar Grove Avenue,Ownership,1,7/17/18,No,DHCD
512,5,Peabody,7115,Peabody HOR Program,286 Newbury Street,Ownership,1,8/19/18,No,DHCD
512,6,Peabody,7116,Peabody HOR Program,Carol Ann Road,Ownership,1,8/26/18,No,DHCD
512,7,Peabody,7117,Peabody HOR Program,286 Newbury Street,Ownership,1,9/9/18,No,DHCD
512,8,Peabody,7118,Peabody HOR Program,286 Newbury Street,Ownership,1,9/11/18,No,DHCD
512,9,Peabody,7119,Peabody HOR Program,Aborn Street,Ownership,2,10/13/18,No,DHCD
512,10,Peabody,7120,Peabody HOR Program,Buxton Lane,Ownership,1,11/18/18,No,DHCD
512,11,Peabody,7121,Peabody HOR Program,Azalea Lane,Ownership,4,11/15/19,No,DHCD
512,12,Peabody,7122,Peabody HOR Program,161 Newbury Street,Ownership,1,2/17/20,No,DHCD
512,13,Peabody,7123,Peabody HOR Program,Northend Street,Ownership,1,8/15/20,No,DHCD
512,14,Peabody,7124,Peabody HOR Program,261 Newbury Street,Ownership,1,9/12/20,No,DHCD
513,1,Peabody,7682,Upton Manor,75 Walnut Street,Ownership,4,perp,NO,DHCD
513,2,Peabody,7875,Maple Village Condominiums,76-86 Aborn St,Ownership,5,perp,NO,DHCD
513,3,Peabody,8391,Peabody HOR Program,Newbury St,Ownership,1,2021,NO,DHCD
513,4,Peabody,8392,Peabody HOR Program,Newbury St,Ownership,1,2021,NO,DHCD
513,5,Peabody,8393,Peabody HOR Program,Charles St,Ownership,1,2021,NO,DHCD
513,6,Peabody,8394,Peabody HOR Program,Newbury St,Ownership,1,2021,NO,DHCD
513,7,Peabody,8395,Peabody HOR Program,Glennway Ave,Ownership,4,2021,NO,DHCD
513,8,Peabody,8576,Peabody HOR Program,Loris Rd,Ownership,1,2021,NO,City of Peabod
513,9,Peabody,9152,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
513,10,Peabody,9153,Peabody HOR Program,Stuart Road,Ownership,1,2024,NO,HUD
513,11,Peabody,9154,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
513,12,Peabody,9155,Peabody HOR Program,Central St,Ownership,1,2024,NO,HUD
513,13,Peabody,9156,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
513,14,Peabody,9157,Peabody HOR Program,Lowell St,Ownership,1,2024,NO,HUD
514,1,Peabody,9158,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,2,Peabody,9159,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,3,Peabody,9160,Peabody HOR Program,Franklin St,Ownership,1,2024,NO,HUD
514,4,Peabody,9161,Peabody HOR Program,St. Ann's Avenue,Ownership,1,2023,NO,"HUD, HUD"
514,5,Peabody,9162,Peabody HOR Program,Tremont St,Ownership,1,2023,NO,HUD
514,6,Peabody,9163,Peabody HOR Prgram,Newbury St,Ownership,1,2024,NO,HUD
514,7,Peabody,9164,Peabody HOR Program,St. Ann's Ave,Ownership,1,2024,NO,HUD
514,8,Peabody,9217,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,9,Peabody,9218,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,10,Peabody,9219,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,11,Peabody,9220,Peabody HOR Program,Newbury St,Ownership,1,2024,NO,HUD
514,12,Peabody,9252,Peabody HOR Program,Pinewood Rd,Ownership,1,2024,NO,HUD
514,13,Peabody,9253,Peabody HOR Program,Forest St,Ownership,1,2024,NO,HUD
514,14,Peabody,9254,Peabody HOR Program,Franklin St,Mix,3,2023,NO,HUD
515,1,Peabody,9255,Peabody HOR Program,Reynolds Rd,Ownership,1,2024,NO,HUD
515,2,Peabody,9256,Peabody HOR Program,Lowell St,Rental,1,2024,NO,HUD
515,3,Peabody,9257,Peabody HOR Program,Central St,Mix,3,2024,NO,HUD
515,4,Peabody,9258,Peabody HOR Program,Glennway Ave,Rental,4,2024,NO,HUD
515,5,Peabody,9259,Peabody HOR Program,Warren St Ext.,Ownership,1,2024,NO,HUD
515,6,Peabody,9260,Peabody HOR Program,Rose Circle,Ownership,1,2024,NO,HUD
515,7,Peabody,9261,Peabody HOR Program,Eisenhower Rd,Mix,1,2024,NO,HUD
515,8,Peabody,9262,Peabody HOR Program,Washington St,Mix,2,2024,NO,HUD
515,9,Peabody,9263,Peabody HOR Program,Herrick Rd,Ownership,1,2024,NO,HUD
515,10,Peabody,9264,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
515,11,Peabody,9265,Peabody HOR Program,Sewall St,Ownership,1,2025,NO,HUD
515,12,Peabody,9266,Peabody HOR Program,Lone Pine Lane,Ownership,1,2025,NO,HUD
515,13,Peabody,9267,Peabody HOR Program,Lowe St,Ownership,1,2025,NO,HUD
515,14,Peabody,9268,Peabody HOR Program,St. Ann's Ave,Ownership,1,2025,NO,HUD
516,1,Peabody,9269,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,2,Peabody,9270,Peabody HOR Program,Azalea Lane,Rental,4,2025,NO,HUD
516,3,Peabody,9271,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,4,Peabody,9272,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,5,Peabody,9273,Peabody HOR Program,Cenral St,Ownership,3,2025,NO,HUD
516,6,Peabody,9274,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,7,Peabody,9301,Peabody HOR Program,Shillaber Street,Ownership,1,2025,NO,HUD
516,8,Peabody,9302,Peabody HOR Program,Albert Rd,Ownership,1,2024,NO,HUD
516,9,Peabody,9303,Peabody HOR Program,Washington St,Ownership,3,2025,NO,HUD
516,10,Peabody,9304,Peabody HOR Program,Charles St,Ownership,1,2025,NO,HUD
516,11,Peabody,9305,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,12,Peabody,9306,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
516,13,Peabody,9307,Peabody HOR Program,Crestwood Lane,Rental,1,2025,NO,HUD
516,14,Peabody,9308,Peabody HOR Program,Newbury St,Ownership,1,2025,NO,HUD
517,1,Peabody,9336,Peabody HOR Program,Endicott ST,Rental,4,2026,NO,HUD
517,2,Peabody,9337,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,3,Peabody,9338,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,4,Peabody,9339,Peabody HOR Program,Lowell St,Rental,1,2026,NO,HUD
517,5,Peabody,9340,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,6,Peabody,9341,Peabody HOR Program,Holten St,Ownership,1,2026,NO,HUD
517,7,Peabody,9360,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,8,Peabody,9361,Peabody HOR Program,Johnson Avenue,Ownership,1,2026,NO,HUD
517,9,Peabody,9362,Peabody HOR Program,Ledgewood Way,Ownership,1,2026,NO,HUD
517,10,Peabody,9363,Peabody HOR Program,Blaney Avenue,Ownership,1,2026,NO,HUD
517,11,Peabody,9443,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,12,Peabody,9444,Peabody HOR Program,Newbury St,Ownership,1,2026,NO,HUD
517,13,Peabody,9445,Peabody HOR Program,Margin St,Ownership,1,2026,NO,HUD
517,14,Peabody,9446,Peabody HOR Program,Foster St,Rental,1,2026,NO,HUD
518,1,Peabody,9447,Peabody HOR Program,Shillaber St,Ownership,1,2026,NO,HUD
518,2,Peabody,9562,Peabody HOR Program,Main Street,Rental,3,2027,NO,HUD
518,3,Peabody,9563,Peabody HOR Program,Maple Street,Ownership,1,2027,NO,HUD
518,4,Peabody,9564,Peabody HOR Program,Barry Street,Ownership,1,2027,NO,HUD
518,5,Peabody,9565,Peabody HOR Program,Samoset Road,Ownership,1,2027,NO,DHCD
518,6,Peabody,9566,Peabody HOR Program,Bowditch Street,Ownership,1,2027,NO,HUD
518,7,Peabody,9567,Peabody HOR Program,Surrey Lane,Ownership,1,2027,NO,HUD
518,8,Peabody,9568,Peabody HOR Program,Shillaber Street,Ownership,1,2027,NO,HUD
518,9,Peabody,9569,Peabody HOR Program,Washington Street,Ownership,2,2027,NO,HUD
518,10,Peabody,9570,Peabody HOR Program,Warren Street,Ownership,1,2027,NO,HUD
518,11,Peabody,9571,Peabody HOR Program,Gates Road,Ownership,1,2026,NO,HUD
518,12,Peabody,9572,Peabody HOR Program,Herold Road,Ownership,1,2027,NO,HUD
518,13,Peabody,9573,Peabody HOR Program,Douglas Street,Ownership,1,2027,NO,HUD
518,14,Peabody,9574,Peabody HOR Program,Lowell Street,Rental,4,2027,NO,HUD
519,1,Peabody,9575,Peabody HOR Program,Washington Street,Ownership,4,2027,NO,HUD
519,2,Peabody,9597,Park Street,Park Street,Rental,8,Perp,NO,"DHCD, HUD"
519,3,Peabody,10080,Peabody HOR Program,17 Peabody Square,Rental,2,Perp,NO,HUD
519,4,Peabody,10081,Peabody HOR Program,Andover Street,Rental,5,2/12/29,NO,HUD
519,5,Peabody,10082,Peabody HOR Program,10 Elliott Place,Rental,6,6/3/45,NO,HUD
519,6,Peabody,10083,Peabody HOR Program,Lisburn Street,Ownership,1,1/19/31,NO,HUD
519,7,Peabody,10084,Peabody HOR Program,Lowell Street,Ownership,1,9/15/44,NO,"NA, HUD"
519,8,Peabody,10085,Peabody HOR Program,Dana Road,Ownership,1,9/16/31,NO,HUD
519,9,Peabody,10086,Peabody HOR Program,5 Sanborn Street,Ownership,1,6/6/31,NO,HUD
519,10,Peabody,10087,Peabody HOR Program,Newbury Street,Ownership,1,3/23/31,NO,HUD
520,1,Pelham,4416,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
521,1,Pembroke,2443,MacDonald Way,MacDonald Way,Rental,47,Perp,No,HUD
521,2,Pembroke,2444,Schooset St,Schooset St.,Rental,2,Perp,Yes,HUD
521,3,Pembroke,2445,n/a,School St./Mayflower,Rental,56,Perp,No,DHCD
521,4,Pembroke,2446,n/a,Kilcommons Dr.,Rental,60,Perp,No,DHCD
521,5,Pembroke,2447,n/a,62 & 64 Lydia Ford Road,Rental,8,Perp,No,DHCD
521,6,Pembroke,2448,n/a,490 Center Street,Rental,8,Perp,No,DHCD
521,7,Pembroke,2449,n/a,scattered sites,Rental,5,Perp,No,DHCD
521,8,Pembroke,2450,Cross Creek,off Birch Street,Ownership,8,Perp,Yes,DHCD
521,9,Pembroke,2451,Blueberry Hill,34 Elliot Street,Ownership,5,Perp,Yes,DHCD
521,10,Pembroke,2452,Joselyn Farms,Joselyn Farm,Ownership,13,Perp,Yes,DHCD
521,11,Pembroke,2453,Joselyn Farms,Joselyn Farm,Ownership,4,Perp,Yes,"DHCD, DHCD"
521,12,Pembroke,2454,South Shore HDC,Lot 3 Brick Kiln Lane,Rental,3,2028,No,"EOHHS, MassHousing"
522,1,Pembroke,4417,DDS Group Homes,Confidential,Rental,82,N/A,No,DDS
522,2,Pembroke,6363,Barker Square,5 Barker Street,Ownership,6,perp,Yes,FHLBB
522,3,Pembroke,6364,Pine Grove Estates,186 Lake Street,Ownership,10,perp,Yes,FHLBB
522,4,Pembroke,6505,Center Commons,235 Center Street,Ownership,11,perp,Yes,DHCD
522,5,Pembroke,6823,Alexan at Pembroke Woods,Industrial Park Drive (off of Oak St),Rental,240,perp,Yes,"FHLBB, MassHousing"
522,6,Pembroke,6825,Schoosett Village,176-180 Schoosett Street,Rental,38,perp,Yes,HUD
522,7,Pembroke,7600,DMH Group Homes,Confidential,Rental,8,n/a,No,DMH
522,8,Pembroke,9474,Oldham Park Condominiums,105 Wampatuck St,Ownership,2,Perp,YES,MassHousing
523,1,Pepperell,2455,n/a,4 Foster St.,Rental,51,Perp,No,DHCD
523,2,Pepperell,2456,n/a,8 Foster St,Rental,12,Perp,No,DHCD
523,3,Pepperell,2457,n/a,68 Groton Street,Rental,5,Perp,Yes,DHCD
523,4,Pepperell,2458,n/a,Cottage St.,Rental,2,Perp,Yes,DHCD
523,5,Pepperell,2459,Mayfield Park,22-24 Tucker Street,Ownership,7,2029,No,DHCD
523,6,Pepperell,2460,Pepperell Meadows,River Road,Rental,40,2032,No,RHS
523,7,Pepperell,4418,DDS Group Homes,Confidential,Rental,5,N/A,No,DDS
523,8,Pepperell,9481,Emerson Village,196 Nashua Rd,Ownership,7,Perp,YES,DHCD
523,9,Pepperell,9482,Lowell Place,131 Lowell Rd,Ownership,1,Perp,YES,MassHousing
524,1,Peru,4419,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
525,1,Petersham,4420,DDS Group Homes,Confidential,Rental,0,N/A,No,DDS
526,1,Phillipston,4421,DDS Group Homes,Confidential,Rental,5,N/A,No,DDS
526,2,Phillipston,8536,Phillipston HOR Program,Highland,Ownership,1,2018,NO,DHCD
526,3,Phillipston,8537,Phillipston HOR Program,Lincoln,Ownership,1,2019,NO,DHCD
526,4,Phillipston,8538,Phillipston HOR Program,Royalston,Ownership,1,2019,NO,DHCD
527,1,Pittsfield,2461,Columbia Arms,65 Columbus Ave.,Rental,91,Perp,No,HUD
527,2,Pittsfield,2462,Dower Square,253 Wahconah St,Rental,50,Perp,No,HUD
527,3,Pittsfield,2463,Jubilee Apartments,10 Francis St.,Rental,22,Perp,No,HUD
527,4,Pittsfield,2464,Wilson Park,"Mohawk,Memorial, Mohegan,Calumet",Rental,127,Perp,No,DHCD
527,5,Pittsfield,2465,Francis Plaza,240 Francis Avenue,Rental,40,Perp,No,DHCD
527,6,Pittsfield,2466,Providence Court,379 East St.,Rental,103,Perp,No,DHCD
527,7,Pittsfield,2467,Rose Manor,193 Elberon Ave.,Rental,154,Perp,No,DHCD
527,8,Pittsfield,2468,Wahconah Heights,335 Wahconah Street,Rental,68,Perp,No,DHCD
527,9,Pittsfield,2469,n/a,Elm St,Rental,12,Perp,No,DHCD
527,10,Pittsfield,2470,n/a,Doyle Drive,Rental,8,Perp,No,DHCD
527,11,Pittsfield,2471,n/a,Jubilee Terrace,Rental,10,Perp,No,DHCD
527,12,Pittsfield,2472,n/a,Meadowview Dr/ Robert St/Third St,Rental,12,Perp,No,DHCD
527,13,Pittsfield,2473,n/a,Pecks Road,Rental,8,Perp,No,DHCD
527,14,Pittsfield,2474,n/a,Scattered sites,Rental,7,Perp,No,DHCD
528,1,Pittsfield,2475,Christopher Arms,Columbus/John/Onota/ Gilbert,Rental,24,Perp,No,DHCD
528,2,Pittsfield,2476,McGill Court,255 Columbus Avenue,Rental,12,Perp,Yes,DHCD
528,3,Pittsfield,2477,Second St. 135-137,135 Second St.,Rental,4,2018*,No,HUD
528,4,Pittsfield,2479,161 Bradford St.,161 Bradford St.,Rental,12,2017*,No,HUD
528,5,Pittsfield,2480,Kent Ave. 21-23,21-23 Kent Ave.,Rental,4,2017*,No,HUD
528,6,Pittsfield,2481,First St. 28-32,28 First St.,Rental,13,2018*,No,HUD
528,7,Pittsfield,2482,Rostone Place 3,3 Rostone Place,Rental,3,2017*,No,HUD
528,8,Pittsfield,2483,Linden St. 35-37,35 Linden St.,Rental,4,2018*,No,HUD
528,9,Pittsfield,2484,Linden St. 39,39 Linden St.,Rental,3,2018*,No,HUD
528,10,Pittsfield,2485,Linden St. 85,85 Linden St.,Rental,4,2017*,No,HUD
528,11,Pittsfield,2486,AIM,193 Wendell Ave.,Rental,6,2047,No,"EOHHS, HUD"
528,12,Pittsfield,2488,Berkshiretown,176 Columbus Ave.,Rental,184,2031*,No,"MassHousing, HUD"
529,1,Pittsfield,2489,Capitol Square,31 Bradford St.,Rental,68,perp,No,"MassHousing, HUD, DHCD, HUD, DHCD"
529,2,Pittsfield,2490,Central Annex,99 Second St./10 Union St.,Rental,101,6/29/21,No,MassHousing
529,3,Pittsfield,2491,Community Housing,206 Francis St,Rental,4,2026,No,HUD
529,4,Pittsfield,2492,Dalton Apartments,41 April Lane,Rental,100,2034*,No,"DHCD, HUD, HUD"
529,5,Pittsfield,2493,Epsworth Arms,350 West St.,Rental,39,2029,No,HUD
529,6,Pittsfield,2497,Habitat Two Unit Condo II,Robbins Avenue,Ownership,2,Perp,No,FHLBB
529,7,Pittsfield,2499,Keenan House II,200 Francis Ave,Rental,6,2026,No,DHCD
529,8,Pittsfield,2500,McLaughlin Place,1 McLaughlin Place,Rental,4,2017*,No,HUD
529,9,Pittsfield,2501,Oak Hill,467 Crane Avenue,Rental,60,2018*,No,MassHousing
530,1,Pittsfield,2505,Riverview West,341 West St.,Rental,120,Perp,No,"HUD, DHCD, HUD"
530,2,Pittsfield,2506,Safe Harbor House,184-186 Bradford St,Rental,4,2026,No,DHCD
530,3,Pittsfield,2507,Section 8 Mod Rehab,Scattered sites,Rental,19,2019*,No,DHCD
530,4,Pittsfield,2508,The Pines,1450 North Street,Ownership,15,2028,No,DHCD
530,5,Pittsfield,3992,Pittsfield YMCA Studio Housing,292 North Street,Rental,44,2032,No,"DHCD, DHCD, DHCD, FHLBB"
530,6,Pittsfield,4422,DDS Group Homes,Confidential,Rental,117,N/A,No,DDS
530,7,Pittsfield,4596,DMH Group Homes,Confidential,Rental,39,N/A,No,DMH
530,8,Pittsfield,8079,Pittsfield HOR Program,Briggs Ave,Ownership,1,2025,NO,DHCD
530,9,Pittsfield,8088,"Pittsfield HOR Program24-26, Weller Ave",Weller Ave,Ownership,2,2018,NO,DHCD
531,1,Pittsfield,8089,Pittsfield HOR Program,Jones Ave.,Ownership,1,2017,NO,DHCD
531,2,Pittsfield,8090,Pittsfield HOR Program,Dewey Ave,Ownership,2,2018,NO,DHCD
531,3,Pittsfield,8091,Pittsfield HOR Program,Bushey Road,Ownership,2,2019,NO,DHCD
531,4,Pittsfield,8092,Pittsfield HOR Program,Wahconah St,Ownership,2,2017,NO,DHCD
531,5,Pittsfield,8093,Pittsfield HOR Program,High Street,Ownership,2,2018,NO,DHCD
531,6,Pittsfield,8094,Pittsfield HOR Program,Hawthorne Ave,Ownership,2,2019,NO,DHCD
531,7,Pittsfield,8095,Pittsfield HOR Program,Cecilia Terrace,Ownership,1,2019,NO,DHCD
531,8,Pittsfield,8097,Pittsfield HOR Program,Plin Street,Ownership,2,2019,NO,DHCD
531,9,Pittsfield,8098,Pittsfield HOR Program,Brown Street,Ownership,2,2019,NO,DHCD
531,10,Pittsfield,8099,Pittsfield HOR Program,Wahconah St,Ownership,2,2018,NO,DHCD
531,11,Pittsfield,8101,Pittsfield HOR Program,Bossidy Drive,Ownership,1,2019,NO,DHCD
531,12,Pittsfield,8102,Pittsfield HOR Program,Union St,Ownership,2,2019,NO,DHCD
531,13,Pittsfield,8103,Pittsfield HOR Program,Pleasant Street,Ownership,2,2019,NO,DHCD
531,14,Pittsfield,8104,Pittsfield HOR Program,Columbus Ave,Ownership,2,2018,NO,DHCD
532,1,Pittsfield,8108,Pittsfield HOR Program,King Street,Ownership,1,2020,NO,DHCD
532,2,Pittsfield,8109,Pittsfield HOR Program,Danforth Ave,Ownership,1,2020,NO,DHCD
532,3,Pittsfield,8110,Pittsfield HOR Program,Pecks Road,Ownership,1,2020,NO,DHCD
532,4,Pittsfield,8112,Pittsfield HOR Program,Wealthy Avenue,Ownership,1,2020,NO,DHCD
532,5,Pittsfield,8113,Pittsfield HOR Program,Adell Street,Ownership,1,2020,NO,DHCD
532,6,Pittsfield,8114,Pittsfield HOR Program,Robbins Avenue,Ownership,1,2020,NO,DHCD
532,7,Pittsfield,8115,Pittsfield HOR Program,Spaniol Street,Ownership,1,2021,NO,DHCD
532,8,Pittsfield,8116,Pittsfield HOR Program,Lenox Avenue,Ownership,1,2021,NO,DHCD
532,9,Pittsfield,8117,Pittsfield HOR Program,Daniels Ave.,Ownership,0,2021,NO,DHCD
532,10,Pittsfield,8118,Pittsfield HOR Program,Linden Street,Ownership,1,2020,NO,DHCD
532,11,Pittsfield,8119,Pittsfield HOR Program,Pacific Street,Ownership,0,2021,NO,DHCD
532,12,Pittsfield,8120,Pittsfield HOR Program,Cove Street,Ownership,1,2021,NO,DHCD
532,13,Pittsfield,8121,Pittsfield HOR Program,Milan Street,Ownership,2,2022,NO,DHCD
532,14,Pittsfield,8122,Pittsfield HOR Program,Deming Street,Ownership,1,2022,NO,DHCD
533,1,Pittsfield,8123,Pittsfield HOR Program,Crestview,Ownership,1,2022,NO,DHCD
533,2,Pittsfield,8124,Pittsfield HOR Program,Pontoosuc Ave,Ownership,1,2022,NO,DHCD
533,3,Pittsfield,8125,Pittsfield HOR Program,Onota Street,Ownership,1,2022,NO,DHCD
533,4,Pittsfield,8126,Pittsfield HOR Program,Newell Street,Ownership,1,2022,NO,"NA, DHCD"
533,5,Pittsfield,8127,Pittsfield HOR Program,Madison,Ownership,2,2022,NO,DHCD
533,6,Pittsfield,8128,Pittsfield HOR Program,Elaine Drive,Ownership,1,2022,NO,DHCD
533,7,Pittsfield,8129,Pittsfield HOR Program,Brighton Ave,Ownership,1,2022,NO,DHCD
533,8,Pittsfield,8130,Pittsfield HOR Program,Pomeroy Ave,Ownership,1,2022,NO,DHCD
533,9,Pittsfield,8131,Pittsfield HOR Program,John Street,Ownership,1,2023,NO,DHCD
533,10,Pittsfield,8132,Pittsfield HOR Program,Madison Place,Ownership,1,2023,NO,DHCD
533,11,Pittsfield,8133,Pittsfield HOR Program,Arlington Street,Ownership,1,2022,NO,DHCD
533,12,Pittsfield,8134,Pittsfield HOR Program,WHousatonic St.,Ownership,4,2018,NO,DHCD
533,13,Pittsfield,8135,Pittsfield HOR Program,Pontoosuc Ave,Ownership,1,2022,NO,DHCD
534,1,Pittsfield,8136,Pittsfield HOR Program,Daniels Ave,Ownership,1,2023,NO,DHCD
534,2,Pittsfield,8137,Pittsfield HOR Program,Lenox Ave,Ownership,1,2023,NO,DHCD
534,3,Pittsfield,8138,Pittsfield HOR Program,Oriole Street,Ownership,1,2022,NO,DHCD
534,4,Pittsfield,8139,Pittsfield HOR Program,Plinn St,Ownership,1,2019,NO,DHCD
534,5,Pittsfield,8140,Pittsfield HOR Program,Brierwood Ln,Ownership,1,2024,NO,DHCD
534,6,Pittsfield,8141,Pittsfield HOR Program,Euclid Ave,Ownership,1,2023,NO,DHCD
534,7,Pittsfield,8142,Pittsfield HOR Program,Barker Rd,Ownership,1,2025,NO,DHCD
534,8,Pittsfield,8144,Pittsfield HOR Program,Orlando Ave,Ownership,1,2026,NO,DHCD
534,9,Pittsfield,8145,Pittsfield HOR Program,Mead Avenue,Ownership,1,2025,NO,DHCD
534,10,Pittsfield,8146,Pittsfield HOR Program,Madison Ave,Ownership,1,2025,NO,DHCD
534,11,Pittsfield,8147,Pittsfield HOR Program,Glenwood Av,Ownership,1,2026,NO,DHCD
534,12,Pittsfield,8148,Pittsfield HOR Program,S Onota Street,Ownership,1,2021,NO,DHCD
534,13,Pittsfield,8149,Pittsfield HOR Program,W Housatonic St,Ownership,1,2026,NO,DHCD
534,14,Pittsfield,8578,Pittsfield HOR Program,Scammell Ave,Ownership,2,2018,NO,DHCD
535,1,Pittsfield,8578,Pittsfield HOR Program,Scammell Ave,Ownership,2,2018,NO,DHCD
535,2,Pittsfield,8579,Pittsfield HOR Program,Onata St,Ownership,2,2023,NO,"DHCD, DHCD"
535,3,Pittsfield,8580,Pittsfield HOR Program,Francis Avenue,Ownership,3,2018,NO,"DHCD, DHCD"
535,4,Pittsfield,8597,Pittsfield HOR Program,John St,Ownership,1,2023,NO,"DHCD, DHCD"
535,5,Pittsfield,8598,Pittsfield HOR Program,Burbank St,Ownership,1,2024,NO,"DHCD, DHCD"
535,6,Pittsfield,8599,Pittsfield HOR Program,Atwood Ave,Ownership,1,2024,NO,"DHCD, DHCD"
