"index","mapc_id","parloc_id","luc_adj_1","luc_adj_2","muni_id","muni","District","land_value","bldg_value","othr_value","total_value","lot_areaft","bldg_area","addr_num","addr_str","owner_city","owner_stat","owner_zip","median_hh_income","latitude","longitude","numTransitStops","walkscore","transitscore","transit_score_description","transit_score_summary"
4473,756996,"F_780123_2976610",970,970,93,"Everett","28th Middlesex District",1500,,,1500,1183.259833,0,"0","RUSSELL ST","EVERETT","MA","2149",47026,42.4150544,-71.04096538,,77,54,"Good Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
4474,756997,"F_779604_2977407",970,970,93,"Everett","28th Middlesex District",1900,,,1900,1449.109717,0,"0","RUSSELL ST","EVERETT","MA","2149",47026,42.417249,-71.04287149,,81,53,"Good Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
4475,756998,"F_779989_2976597",970,970,93,"Everett","28th Middlesex District",2232000,5559400,0,7791400,166189.4041,57842,"118","GLEDHILL AV","EVERETT","MA","2149",47026,42.4150207,-71.04146186,,77,54,"Good Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
4476,756999,"F_779885_2976917",970,970,93,"Everett","28th Middlesex District",720000,1688600,0,2408600,59399.61022,18929,"167-173","VETERANS AV","EVERETT","MA","2149",47026,42.41590031,-71.04184062,,77,54,"Good Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
4485,757182,"M_221185_867631",970,970,99,"Foxborough","1st Bristol District",160800,133800,0,294600,16625.29709,5434,"66-68","LEONARD STREET","FOXBOROUGH","MA","02035 0000",94167,42.05879093,-71.24405488,,45,,,
4493,757740,"M_224050_866893",970,970,99,"Foxborough","1st Bristol District",197700,136900,0,334600,62892.6794,3258,"77","MORSE STREET","FOXBOROUGH","MA","02035 0000",107598,42.05206392,-71.2094722,,8,,,
4494,757742,"M_224070_866963",970,970,99,"Foxborough","1st Bristol District",195500,136900,0,332400,62474.22985,3258,"73-75","MORSE STREET","FOXBOROUGH","MA","02035 0000",107598,42.05269353,-71.20922771,,8,,,
4496,758016,"M_221256_866378",970,970,99,"Foxborough","1st Bristol District",370000,2267400,8600,2646000,924429.5074,4698,"1","WALNUT TERRACE","FOXBOROUGH","MA","02035 0000",94167,42.04750796,-71.24324267,,16,,,
4497,758113,"M_224130_866762",970,970,99,"Foxborough","1st Bristol District",199600,117600,0,317200,66265.16687,2516,"92","MORSE STREET","FOXBOROUGH","MA","02035 0000",107598,42.05088204,-71.2085112,,9,,,
4498,758114,"M_224105_866696",970,970,99,"Foxborough","1st Bristol District",198500,121900,700,321100,67537.76797,2516,"96-98","MORSE STREET","FOXBOROUGH","MA","02035 0000",107598,42.0502886,-71.20881592,,11,,,
4499,758116,"M_224078_866559",970,970,99,"Foxborough","1st Bristol District",198000,117600,900,316500,60086.29057,2516,"104-106","MORSE STREET","FOXBOROUGH","MA","02035 0000",107598,42.04905598,-71.20914771,,13,,,
4507,759063,"M_219479_864627",970,970,99,"Foxborough","1st Bristol District",197800,120100,0,317900,66145.65223,2728,"46-48","NORTH GROVE STREET","FOXBOROUGH","MA","02035 0000",94167,42.03178941,-71.26476578,,19,,,
4508,759066,"M_219584_864547",970,970,99,"Foxborough","1st Bristol District",199200,120100,0,319300,69052.1231,2728,"58-60","NORTH GROVE STREET","FOXBOROUGH","MA","02035 0000",94167,42.03106654,-71.26350045,,18,,,
4514,760896,"M_220516_869194",970,970,99,"Foxborough","1st Bristol District",1232600,4844900,2700,6080200,203934.2756,5568,"90","BAKER STREET","FOXBOROUGH","MA","02035 0000",94167,42.07288074,-71.25208242,,38,,,
4515,760898,"M_220382_869277",970,970,99,"Foxborough","1st Bristol District",203500,987300,9500,1200300,103255.9205,4403,"66-68","BAKER STREET","FOXBORO","MA","02035 0000",94167,42.07363151,-71.25369879,,43,,,
4518,761385,"M_220500_868961",970,970,99,"Foxborough","1st Bristol District",147000,111200,0,258200,4954.087898,2233,"42","BAKER STREET","FOXBOROUGH","MA","02035 0000",94167,42.07078341,-71.25228395,,52,,,
4519,761397,"M_220412_869133",970,970,99,"Foxborough","1st Bristol District",208300,827400,0,1035700,140421.2808,6276,"56","BAKER STREET","FOXBOROUGH","MA","02035 0000",94167,42.07233426,-71.2533413,,44,,,
4520,761738,"M_225205_868772",970,970,99,"Foxborough","1st Bristol District",197900,113600,0,311500,61528.52788,3628,"96-98","EAST STREET","FOXBORO","MA","02035 0000",107598,42.06894467,-71.19543868,,1,,,
4521,761929,"M_220555_868226",970,970,99,"Foxborough","1st Bristol District",74400,24300,0,98700,7196.407141,3189,"15-17","MARKET STREET","FOXBOROUGH","MA","02035 0000",94167,42.06416461,-71.25164521,,61,,,
4522,762284,"M_225147_868588",970,970,99,"Foxborough","1st Bristol District",198600,122400,0,321000,58919.57914,3584,"102-104","EAST STREET","FOXBORO","MA","02035 0000",107598,42.06728995,-71.19614743,,0,,,
4523,762285,"M_225143_868504",970,970,99,"Foxborough","1st Bristol District",198400,121000,0,319400,68200.64495,3424,"106-108","EAST STREET","FOXBOROUGH","MA","02035 0000",107598,42.06653381,-71.19619938,,1,,,
4529,762350,"M_220447_868043",970,970,99,"Foxborough","1st Bristol District",795500,2265200,3600,3064300,146258.1495,1935,"Jan-40","CENTENNIAL COURT","FOXBOROUGH","MA","02035 0000",94167,42.06251985,-71.25295651,,55,,,
4530,762542,"M_221367_867849",970,970,99,"Foxborough","1st Bristol District",158500,155100,0,313600,15666.95017,3347,"39","LEONARD STREET","FOXBOROUGH","MA","02035 0000",93138,42.06074869,-71.2418481,,42,,,
4534,762859,"M_225698_868053",970,970,99,"Foxborough","1st Bristol District",199100,136500,700,336300,66107.04387,2572,"55-57","WILLOW STREET","FOXBOROUGH","MA","02035 0000",107598,42.06245537,-71.18951326,,1,,,
4561,765240,"M_55917_896761",970,970,150,"Lee","4th Berkshire District",139200,5319800,0,5459000,149121.9756,0,"21","CROSSWAY","LEE","MA","1238",71369,42.30804695,-73.24770153,5,69,,,
4582,769509,"M_178174_927087",970,970,162,"Lunenburg","37th Middlesex District",339700,2114300,0,2454000,259569.0946,298026,"131","WHITE ST","LUNENBURG","MA","01462 1247",100677,42.59404218,-71.76592876,2,18,,,
4590,776020,"M_247009_908476",970,970,196,"Nahant","11th Essex District",476700,744600,0,1221300,38784.29222,6943,"39","SPRING RD","NAHANT","MA","1908",90741,42.42538684,-70.92876599,,31,,,
4591,776027,"M_247255_908484",970,970,196,"Nahant","11th Essex District",407600,566000,0,973600,27624.5367,5343,"75","SPRING RD","NAHANT","MA","1908",90741,42.42544399,-70.92577614,20,31,,,
4592,776147,"M_247159_908770",970,970,196,"Nahant","11th Essex District",949500,2901100,1100,3851700,57239.72161,31162,"194","NAHANT RD","NAHANT","MA","1908",90741,42.4280245,-70.92691931,20,30,,,
4607,779945,"F_840354_2833958",970,970,231,"Pembroke","6th Plymouth District",179300,107100,0,286400,59332.72202,1568,"895","CENTER STREET","PEMBROKE","MA","2359",95893,42.02250612,-70.82212431,,3,,,
4608,780067,"F_836385_2840168",970,970,231,"Pembroke","6th Plymouth District",1406300,2955800,0,4362100,338926.0453,38790,"1","MAYFLOWER COURT","PEMBROKE","MA","2359",95893,42.03963278,-70.8365533,,22,,,
4609,780890,"F_839668_2859109",970,970,231,"Pembroke","6th Plymouth District",2e+05,93200,0,293200,40014.2932,1423,"295","WEST ELM STREET","PEMBROKE","MA","2359",105000,42.09153829,-70.82391525,,3,,,
4610,781020,"F_847925_2861068",970,970,231,"Pembroke","6th Plymouth District",582300,3159900,700,3742900,273005.602,34617,"","MACDONALD WAY","PEMBROKE","MA","2359",105000,42.09673033,-70.79343507,,25,,,
4611,781967,"F_856344_2838216",970,970,231,"Pembroke","6th Plymouth District",156600,95000,0,251600,25097.10243,1552,"101","HARVARD STREET","PEMBROKE","MA","2359",106337,42.03382668,-70.76314279,,2,,,
4614,782958,"F_849498_2864003",970,970,231,"Pembroke","6th Plymouth District",164700,180500,0,345200,20193.17171,2966,"176","SCHOOSETT STREET","PEMBROKE","MA","2359",105000,42.10474832,-70.78754904,,28,,,
4615,783242,"F_841920_2845501",970,970,231,"Pembroke","6th Plymouth District",190400,110200,0,300600,42006.80083,1560,"22","CRANBERRY ROAD","PEMBROKE","MA","2359",95893,42.0541472,-70.81602046,,9,,,
4616,783264,"F_841230_2843177",970,970,231,"Pembroke","6th Plymouth District",151200,345000,500,496700,22480.26061,5197,"490","CENTER STREET","PEMBROKE","MA","2359",106337,42.04778503,-70.81862942,,15,,,
4620,784236,"F_846490_2841542",970,970,231,"Pembroke","6th Plymouth District",194000,83700,0,277700,56363.32485,960,"42","LAKE STREET","PEMBROKE","MA","2359",106337,42.04318146,-70.79931334,,6,,,
4621,785028,"F_844084_2849773",970,970,231,"Pembroke","6th Plymouth District",983400,3185100,9700,4178200,355110.6155,42152,"1","KILCOMMONS DRIVE","PEMBROKE","MA","2359",106337,42.06582214,-70.80792491,2,40,,,
4622,785061,"F_842574_2849695",102,970,231,"Pembroke","6th Plymouth District",0,8701600,0,8701600,385459.362,56930,"34","MATTAKEESETT STREET","PEMBROKE","MA","2359",95893,42.06564158,-70.81348812,2,42,,,
4627,785591,"M_308228_867470",970,970,242,"Provincetown","4th Barnstable District",343300,141000,0,484300,3844.370933,971,"33","COURT ST","PROVINCETOWN","MA","2657",,42.05015955,-70.19257915,4,81,,,
4633,787062,"M_308850_868450",970,970,242,"Provincetown","4th Barnstable District",998800,5395300,0,6394100,70933.76533,21327,"42","HARRY KEMP WY","PROVINCETOWN","MA","2657",,42.05889563,-70.1848839,2,72,,,
4636,787133,"M_309475_868414",970,970,242,"Provincetown","4th Barnstable District",371300,1368500,0,1739800,5935.812797,5454,"214","BRADFORD ST","PROVINCETOWN","MA","2657",,42.05848454,-70.17734066,1,58,,,
4638,787305,"M_308856_868214",970,970,242,"Provincetown","4th Barnstable District",691800,633700,0,1325500,8344.87723,1734,"40","PEARL ST","PROVINCETOWN","MA","2657",,42.05677028,-70.18485538,4,78,,,
4640,787554,"M_308532_867896",102,970,242,"Provincetown","4th Barnstable District",0,5935300,0,5935300,31297.32747,9848,"26","ALDEN ST","BOSTON","MA","2118",,42.05395248,-70.18882823,6,81,30,"Some Transit","10 nearby routes: 4 bus, 0 rail, 6 other"
4643,787857,"M_308230_867507",970,970,242,"Provincetown","4th Barnstable District",278600,225800,0,504400,5076.873383,1964,"35","COURT ST","PROVINCETOWN","MA","2657",,42.05049236,-70.19254814,4,79,,,
4814,801114,"F_595785_2889148",970,970,290,"Sutton","18th Worcester District",105800,1226300,52200,1384300,113183.8932,1880,"5","CHURCH ST","SUTTON","MA","1590",100539,42.17574976,-71.72276093,,41,,,
4836,805740,"M_188780_871282",970,970,304,"Uxbridge","8th Worcester District",80600,5956100,30000,6066700,122524.7524,51968,"99","HARTFORD AVE EAST","UXBRIDGE","MA","01569-",80069,42.09186763,-71.63562409,,28,,,
4837,805742,"M_188825_871269",970,970,304,"Uxbridge","8th Worcester District",0,0,0,24700,4651.136376,0,"29","CROWN & EAGLE RD","UXBRIDGE","MA","01569-1851",80069,42.09175123,-71.63507989,,28,,,
4844,807092,"M_189841_870178",970,970,304,"Uxbridge","8th Worcester District",132700,1776800,0,1909500,300251.6792,44302,"20","BRUCE ST","UXBRIDGE","MA","01569-1529",80069,42.08194254,-71.62277984,,35,,,
4851,807746,"M_188978_868721",970,970,304,"Uxbridge","8th Worcester District",213900,1638100,0,1852000,1031576.176,22680,"0","VETERANS PKWY","UXBRIDGE","MA","01569-1529",,42.06881317,-71.63318239,,38,,,
4852,807752,"M_189151_868814",970,970,304,"Uxbridge","8th Worcester District",154800,1320900,0,1475700,207196.6939,18424,"0","VETERANS PKWY","UXBRIDGE","MA","01569-1529",,42.06965289,-71.6310937,,16,,,
4885,810840,"M_224916_903557",970,970,314,"Watertown","10th Middlesex District",9e+05,1583000,9600,2492600,18185.37531,13050,"1060","BELMONT ST","WATERTOWN","MA","2472",103219,42.3821219,-71.1974398,19,70,,,
4886,811634,"M_225277_903082",970,970,314,"Watertown","10th Middlesex District",840000,2564900,8100,3413000,53235.65747,19952,"29","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.37783401,-71.1930769,13,62,,,
4887,811665,"M_226380_903124",970,970,314,"Watertown","29th Middlesex District",415800,347900,11300,775000,5417.362597,3051,"113","POPLAR ST","WATERTOWN","MA","2472",106094,42.37817561,-71.17968205,10,62,,,
4888,811741,"M_225142_903044",970,970,314,"Watertown","10th Middlesex District",2380000,8798400,0,11178400,180937.2646,62480,"6","ROBERT FORD RD","WATERTOWN","MA","2472",103219,42.37749627,-71.19471776,16,62,,,
4889,811773,"M_225308_903066",970,970,314,"Watertown","10th Middlesex District",140000,534500,1000,675500,10974.29148,3584,"21","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.37768896,-71.19270119,11,62,,,
4890,811797,"M_225337_903055",970,970,314,"Watertown","10th Middlesex District",140000,534500,1000,675500,11226.1636,3584,"11","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.37758899,-71.19234954,12,62,,,
4891,811813,"M_225370_903045",970,970,314,"Watertown","10th Middlesex District",384600,544700,1000,930300,12045.98254,3584,"244","LEXINGTON ST","WATERTOWN","MA","2472",103219,42.37749789,-71.19194929,12,66,,,
4892,811822,"M_225298_902987",970,970,314,"Watertown","10th Middlesex District",1610000,5030600,18300,6658900,100100.9721,36676,"30","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.37697807,-71.19282606,14,67,,,
4893,811866,"M_225301_903031",970,970,314,"Watertown","10th Middlesex District",140000,534500,1000,675500,8578.017216,3584,"22","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.3773741,-71.19278771,12,62,,,
4894,811889,"M_225327_903021",970,970,314,"Watertown","10th Middlesex District",140000,534500,1000,675500,8800.493827,3584,"12","PHILIP DARCH RD","WATERTOWN","MA","2472",103219,42.37728323,-71.19247245,12,62,,,
4895,811907,"M_225355_903007",970,970,314,"Watertown","10th Middlesex District",377000,544700,1000,922700,8692.037504,3584,"234","LEXINGTON ST","WATERTOWN","MA","2472",103219,42.37715628,-71.19213309,13,70,,,
4896,812398,"M_225124_902823",970,970,314,"Watertown","10th Middlesex District",4270000,11605600,29600,15905200,109238.7156,92519,"100","WARREN ST","WATERTOWN","MA","2472",103219,42.37550726,-71.19494591,17,73,,,
4897,812671,"M_225138_902739",14,970,314,"Watertown","10th Middlesex District",6284600,310200,0,6594800,343447.4245,131180,"9","ROSARY DR","WATERTOWN","MA","2472",103219,42.37475058,-71.19477958,16,73,,,
4898,812951,"M_228277_902745",970,970,314,"Watertown","29th Middlesex District",407400,258500,0,665900,3149.448942,2536,"6","KEITH ST","WATERTOWN","MA","2472",84107,42.37469716,-71.15666658,,86,,,
4899,813750,"M_225581_902577",970,970,314,"Watertown","29th Middlesex District",1400000,2876800,6300,4283100,32943.74758,24008,"115","WAVERLEY AV","WATERTOWN","MA","2472",86319,42.37327774,-71.18940797,11,79,,,
4900,813846,"M_224619_902572",970,970,314,"Watertown","10th Middlesex District",401600,317600,0,719200,4051.603728,2616,"8","HERSOM ST","WATERTOWN","MA","2472",103219,42.37326367,-71.20108822,15,71,,,
4902,814504,"M_225505_902405",970,970,314,"Watertown","29th Middlesex District",5670000,12085400,16200,17771600,68311.09156,98252,"55","WAVERLEY AV","WATERTOWN","MA","2472",86319,42.37173177,-71.1903383,14,84,,,
4903,816189,"M_228017_902074",973,973,314,"Watertown","29th Middlesex District",35600,,,42400,5855.768363,0,"0","MELENDY AV","WATERTOWN","MA","2472",84107,42.36866573,-71.1598559,17,90,,,
4904,816229,"M_227981_902058",973,973,314,"Watertown","29th Middlesex District",292200,,,292200,4963.562939,0,"103","NICHOLS AV","WATERTOWN","MA","2472",84107,42.36852298,-71.16029373,18,90,,,
4905,816241,"M_228023_902049",970,970,314,"Watertown","29th Middlesex District",315000,889600,1400,1206000,11573.57995,7740,"55","MELENDY AV","WATERTOWN","MA","2472",84107,42.36844045,-71.15978427,18,90,,,
4906,816272,"M_225511_902023",970,970,314,"Watertown","29th Middlesex District",458800,689700,12500,1161000,13504.51576,5677,"15","GREEN ST","WATERTOWN","MA","2472",86319,42.36829254,-71.1902823,,90,,,
4907,816469,"M_227966_901930",970,970,314,"Watertown","29th Middlesex District",1575000,4907200,10400,6492600,58315.98446,47954,"8","QUIMBY ST","WATERTOWN","MA","2472",84107,42.36737117,-71.16048203,20,90,,,
4909,816544,"M_228047_901975",970,970,314,"Watertown","29th Middlesex District",382800,682500,0,1065300,8892.055388,6003,"72","MELENDY AV","WATERTOWN","MA","2472",84107,42.36777339,-71.15949649,20,90,,,
4910,816632,"M_226098_901969",970,970,314,"Watertown","29th Middlesex District",353400,527400,0,880800,5144.826399,3873,"9","DANA TR","WATERTOWN","MA","2472",86319,42.36778698,-71.18315829,,91,,,
4913,816842,"M_227967_901911",973,973,314,"Watertown","29th Middlesex District",700,,,2400,852.05165,0,"0","QUIMBY ST","WATERTOWN","MA","2472",84107,42.36720009,-71.16047081,20,90,,,
4914,816844,"M_227953_901907",973,973,314,"Watertown","29th Middlesex District",33700,,,38500,3170.078336,0,"0","QUIMBY ST","WATERTOWN","MA","2472",84107,42.36716458,-71.16064096,20,90,,,
4915,816865,"M_227961_901911",973,973,314,"Watertown","29th Middlesex District",1700,,,1700,666.4062744,0,"0","QUIMBY ST","WATERTOWN","MA","2472",84107,42.3672003,-71.16054365,20,90,,,
4916,816892,"M_227972_901901",973,973,314,"Watertown","29th Middlesex District",16300,,,20000,1970.689042,0,"0","QUIMBY ST","WATERTOWN","MA","2472",84107,42.36710988,-71.16041059,20,90,,,
4917,816898,"M_227950_901890",973,973,314,"Watertown","29th Middlesex District",36600,,,44300,7242.908598,0,"0","QUIMBY ST","WATERTOWN","MA","2472",84107,42.36701164,-71.1606782,19,90,,,
4928,818151,"M_225515_901264",970,970,314,"Watertown","29th Middlesex District",415600,344100,0,759700,4822.65389,2923,"109","UNION ST","WATERTOWN","MA","2472",86319,42.36145935,-71.19026719,,87,,,
5006,826232,"F_718521_3002426",970,970,23,"Bedford","21st Middlesex District",2037700,4398900,0,6436600,218853.6155,50905,"1","ASHBY PLACE","BEDFORD","MA","1730",125152,42.48657674,-71.2688289,,51,,,
5009,826572,"F_715143_3001978",970,970,23,"Bedford","21st Middlesex District",479700,428600,0,908300,33227.02874,4940,"20","RAILROAD AVENUE","BEDFORD","MA","1730",134602,42.48537189,-71.28135663,14,48,,,
5024,827583,"M_242878_860791",970,970,42,"Bridgewater","8th Plymouth District",113800,188000,12000,313800,14164.22642,2340,"296","MAIN ST","BRIDGEWATER","MA","2324",76642,41.99632339,-70.98247858,2,44,,,
5025,827585,"M_242805_860611",970,970,42,"Bridgewater","8th Plymouth District",1244500,4154700,24300,5423500,295340.6093,1870,"96","HEMLOCK DR","BRIDGEWATER","MA","2324",76642,41.9947068,-70.9833728,2,49,,,
5026,827777,"M_243446_859764",970,970,42,"Bridgewater","8th Plymouth District",111500,195100,0,306600,6686.620334,2364,"65","GROVE ST","BRIDGEWATER","MA","2324",116140,41.9870459,-70.9756994,6,75,,,
5034,827986,"M_243059_859335",970,970,42,"Bridgewater","8th Plymouth District",114400,123700,1800,239900,17868.52659,1558,"24","COTTAGE ST","BRIDGEWATER","MA","2324",116140,41.98320486,-70.98040108,3,51,,,
5035,828000,"M_243141_859288",970,970,42,"Bridgewater","8th Plymouth District",116000,183000,8900,307900,23223.7208,2340,"48","COTTAGE ST","BRIDGEWATER","MA","2324",116140,41.98277721,-70.97941506,3,51,,,
5046,828170,"M_243796_859530",970,970,42,"Bridgewater","8th Plymouth District",119700,258800,0,378500,14129.09668,2944,"215","SUMMER ST","BRIDGEWATER","MA","2324",116140,41.98491971,-70.97149325,11,60,,,
5112,832491,"M_240650_855596",970,970,42,"Bridgewater","8th Plymouth District",185000,342600,0,527600,43078.81597,3657,"185","SPRUCE ST","BRIDGEWATER","MA","2324",76642,41.94967027,-71.00972949,,4,,,
5193,835078,"M_242948_860924",970,970,42,"Bridgewater","8th Plymouth District",1197500,3036500,34000,4268000,303135.3441,35575,"295","MAIN ST","BRIDGEWATER","MA","2324",76642,41.99751698,-70.98162397,2,46,,,
5194,835096,"M_243066_861868",970,970,42,"Bridgewater","8th Plymouth District",112100,104200,3200,219500,8186.784705,1113,"121","WALL ST","BRIDGEWATER","MA","2324",70956,42.0060095,-70.98013032,,7,,,
5209,835734,"M_97899_928842",970,970,47,"Buckland","1st Franklin District",46000,224300,300,270600,8585.512977,3473,"37","CLEMENT ST","TURNERS FALLS","MA","1376",,42.60344345,-72.74422993,2,57,,,
5215,836935,"F_749895_2877607",970,970,50,"Canton","6th Norfolk District",1872200,4746500,19400,6638100,308958.9701,1447,"0","RUBIN CT","CANTON","MA","2021",86987,42.1437747,-71.15438969,4,33,,,
5216,836938,"F_751633_2877692",970,970,50,"Canton","6th Norfolk District",1821600,3339900,26700,5188200,158773.0331,1500,"1","NEWELL HAGAN CT","CANTON","MA","2021",86987,42.14398845,-71.14797984,9,60,,,
5222,837786,"F_752027_2881926",970,970,50,"Canton","6th Norfolk District",1416800,3732600,73700,5223100,123595.1293,21258,"660","WASHINGTON ST","CANTON","MA","2021",86987,42.15560267,-71.14646232,9,66,,,
5223,837788,"F_753732_2883577",970,970,50,"Canton","6th Norfolk District",162300,147100,0,309400,16397.56104,1721,"72","PEQUIT ST","CANTON","MA","2021",130242,42.16011367,-71.14014858,8,42,,,
5224,837821,"F_753593_2883243",970,970,50,"Canton","6th Norfolk District",160900,147900,700,309500,13313.49611,1734,"81","PEQUIT ST","CANTON","MA","2021",130242,42.15919874,-71.14066644,8,47,,,
5225,837823,"F_753813_2883273",970,970,50,"Canton","6th Norfolk District",166300,147900,0,314200,27136.2061,1734,"84","PEQUIT ST","CANTON","MA","2021",130242,42.15927851,-71.13985456,8,47,,,
5228,838023,"F_752044_2880422",970,970,50,"Canton","6th Norfolk District",156900,130500,0,287400,3457.437019,2106,"27","HOWARD ST","CANTON","MA","2021",86987,42.15147529,-71.14642261,7,61,,,
5231,838406,"F_750440_2881091",970,970,50,"Canton","6th Norfolk District",161600,238100,0,399700,13837.60038,2268,"15","CONCORD AV","CANTON","MA","2021",86987,42.15332921,-71.15232774,7,51,,,
5250,839385,"F_753768_2883381",970,970,50,"Canton","6th Norfolk District",162800,147100,0,309900,17264.28831,1721,"80","PEQUIT ST","CANTON","MA","2021",130242,42.1595754,-71.14001885,8,47,,,
5256,839881,"F_753611_2883871",970,970,50,"Canton","6th Norfolk District",162400,158900,0,321300,16849.98536,1734,"60","PEQUIT ST","CANTON","MA","2021",130242,42.16092185,-71.14059029,6,42,,,
5257,839882,"F_753690_2883786",970,970,50,"Canton","6th Norfolk District",163000,147100,0,310100,18892.86136,1721,"64","PEQUIT ST","CANTON","MA","2021",130242,42.16068768,-71.14030023,6,42,,,
5258,839893,"F_753498_2883732",970,970,50,"Canton","6th Norfolk District",160600,147100,0,307700,12488.11917,1721,"61","PEQUIT ST","CANTON","MA","2021",130242,42.16054172,-71.14100923,8,42,,,
5259,839894,"F_753509_2883635",970,970,50,"Canton","6th Norfolk District",161700,147900,0,309600,15697.1611,1734,"65","PEQUIT ST","CANTON","MA","2021",130242,42.16027541,-71.14097016,8,42,,,
5260,839895,"F_753525_2883538",970,970,50,"Canton","6th Norfolk District",162000,147100,0,309100,15489.7233,1721,"69","PEQUIT ST","CANTON","MA","2021",130242,42.16000904,-71.14091266,8,42,,,
5261,839896,"F_753713_2883678",970,970,50,"Canton","6th Norfolk District",162400,153400,0,315800,16894.93253,1734,"68","PEQUIT ST","CANTON","MA","2021",130242,42.16039105,-71.14021708,6,42,,,
5262,839897,"F_753749_2883479",970,970,50,"Canton","6th Norfolk District",162500,147900,0,310400,16937.98659,1734,"76","PEQUIT ST","CANTON","MA","2021",130242,42.15984455,-71.1400874,8,42,,,
5263,839898,"F_753544_2883440",970,970,50,"Canton","6th Norfolk District",161700,147900,0,309600,14595.92694,1734,"73","PEQUIT ST","CANTON","MA","2021",130242,42.1597399,-71.1408441,8,47,,,
5264,839899,"F_753564_2883343",970,970,50,"Canton","6th Norfolk District",161300,147100,0,308400,13844.39834,1721,"77","PEQUIT ST","CANTON","MA","2021",130242,42.15947349,-71.14077184,8,47,,,
5265,839900,"F_752692_2883412",970,970,50,"Canton","6th Norfolk District",181000,493700,0,674700,12975.33363,4648,"831","WASHINGTON ST","CANTON","MA","2021",130242,42.15967286,-71.14398692,8,57,,,
5276,841758,"F_758765_2890281",970,970,50,"Canton","6th Norfolk District",685200,1212900,16300,1914400,203380.2473,2370,"1","BRAYTON CIR","CANTON","MA","2021",89519,42.17845054,-71.12147581,,14,,,
5401,851446,"F_804538_3027054",970,970,71,"Danvers","13th Essex District",156500,230100,0,386600,11416.77153,6932,"110","COLLINS ST","DANVERS","MA","1923",103827,42.55307232,-70.9493482,7,54,,,
5402,851643,"F_811331_3027716",959,970,71,"Danvers","13th Essex District",165100,641700,0,806800,47012.64102,24036,"26","WATER ST","DANVERS","MA","1923",82070,42.55476567,-70.92412144,16,56,,,
5403,851693,"F_806292_3027983",970,970,71,"Danvers","13th Essex District",156000,207400,700,364100,10683.87113,3854,"110","ASH ST","DANVERS","MA","1923",72571,42.55559011,-70.94281623,9,37,,,
5404,851732,"F_810748_3027938",970,970,71,"Danvers","13th Essex District",650000,849700,0,1499700,58650.39406,12126,"6","PERRY ST","DANVERS","MA","1923",82070,42.55538558,-70.92627959,18,53,,,
5405,852515,"F_805406_3029505",970,970,71,"Danvers","13th Essex District",1550000,3062300,17200,4629500,133753.2213,44600,"11","RICE ST","DANVERS","MA","1923",72571,42.5597821,-70.9460678,6,62,,,
5406,852696,"F_804295_3029944",970,970,71,"Danvers","13th Essex District",1e+06,2021900,18200,3040100,48629.36706,35837,"95","HOLTEN ST","DANVERS","MA","1923",103827,42.56100637,-70.95018088,5,61,,,
5407,853053,"F_802648_3030561",970,970,71,"Danvers","13th Essex District",205200,365700,1000,571900,25509.46045,5108,"19","STONE ST","DANVERS","MA","1923",103827,42.5627283,-70.95627941,1,41,,,
5408,853081,"F_802277_3030505",970,970,71,"Danvers","13th Essex District",253600,2619300,300,2873200,158960.6798,39494,"14","STONE ST","DANVERS","MA","1923",103827,42.56258113,-70.9576578,1,34,,,
5410,854090,"F_807618_3032183",970,970,71,"Danvers","13th Essex District",578800,1958100,7000,2543900,47203.44701,45726,"80","MAPLE ST","DANVERS","MA","1923",72571,42.56709042,-70.93779223,9,85,,,
5411,854575,"F_809264_3032829",970,970,71,"Danvers","13th Essex District",149600,180300,3300,333200,6735.254652,4787,"67","POPLAR ST","DANVERS","MA","1923",72571,42.56883302,-70.93166626,6,79,,,
5415,855928,"F_806548_3034903",970,970,71,"Danvers","13th Essex District",174000,179300,600,353900,15242.76942,3232,"35","FELLOWS ST","DANVERS","MA","1923",90818,42.57457297,-70.94169801,,21,,,
5429,857788,"F_800681_3040091",970,970,71,"Danvers","13th Essex District",9e+05,3284000,500,4184500,251411.4061,58602,"1","RAND CIR","DANVERS","MA","1923",83108,42.58891134,-70.96335793,,38,,,
5439,861838,"F_696818_3076305",970,970,79,"Dracut","36th Middlesex District",148600,106900,0,255500,40716.84905,1974,"135","MYRON ST","DRACUT","MA","1826",81219,42.68942563,-71.34880441,5,16,,,
5440,862817,"F_694156_3074430",970,970,79,"Dracut","36th Middlesex District",115400,121200,0,236600,7846.378388,2766,"92","VARNUM RD","DRACUT","MA","1826",91750,42.68429352,-71.35871679,13,52,,,
5442,863750,"F_708399_3072300",970,970,79,"Dracut","36th Middlesex District",123000,101000,0,224000,11928.74825,1992,"67","TANGLEWOOD DR","DRACUT","MA","1826",95125,42.67837234,-71.30576494,1,34,,,
