"index","mapc_id","parloc_id","luc_adj_1","luc_adj_2","muni_id","muni","District","land_value","bldg_value","othr_value","total_value","lot_areaft","bldg_area","addr_num","addr_str","owner_city","owner_stat","owner_zip","median_hh_income","latitude","longitude","numTransitStops","walkscore","transitscore","transit_score_description","transit_score_summary"
4382,641973,"F_824861_3030017",975,975,30,"Beverly","6th Essex District",18700,0,0,18700,6872.433085,0,"0","COLON ST","BOSTON","MA","2116",,42.56081767,-70.8738451,,72,33,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4383,642079,"F_840963_3030305",975,975,30,"Beverly","6th Essex District",39700,0,0,39700,13024.31812,0,"0","WEST ST","BOSTON","MA","2116",101964,42.56126807,-70.81407201,3,42,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4385,642218,"F_826091_3030433",972,972,30,"Beverly","6th Essex District",209100,0,16700,225800,28288.38062,0,"0","SPRING ST","BOSTON","MA","2116",84449,42.56193424,-70.86926836,10,56,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4393,642793,"F_830852_3031712",975,975,30,"Beverly","6th Essex District",4600,0,0,4600,1857.470724,0,"0","FOSTER ST","BOSTON","MA","2116",101964,42.56534565,-70.85156088,1,9,17,"Minimal Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4400,646143,"F_822036_3038256",972,972,30,"Beverly","6th Essex District",153880,0,10820,164700,13392.91992,0,"5","ENON ST","BOSTON","MA","2116",95863,42.58348054,-70.88410967,15,73,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4401,646219,"F_822040_3038375",972,972,30,"Beverly","6th Essex District",268800,0,12100,280900,16202.43312,0,"5","ENON ST","BOSTON","MA","2116",95863,42.58380697,-70.88409163,15,73,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4402,646494,"F_822197_3038613",975,975,30,"Beverly","6th Essex District",15000,0,0,15000,3354.489091,0,"0","BAYBERRY LN","BOSTON","MA","2116",95863,42.58445689,-70.8835023,15,71,33,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4486,757407,"M_224535_867509",975,975,99,"Foxborough","1st Bristol District",8400,0,0,8400,34177.07486,0,"","SUMMER PLACE","BOSTON","MA","02108 1552",107598,42.05759488,-71.20358751,,1,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
4487,757441,"M_224407_867462",975,975,99,"Foxborough","1st Bristol District",50100,0,0,50100,180215.139,0,"","MORSE PLACE","BOSTON","MA","02108 1552",107598,42.05717572,-71.20513585,,1,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
4500,758120,"M_224002_866452",975,975,99,"Foxborough","1st Bristol District",16000,0,0,16000,18652.01856,0,"","MORSE STREET","BOSTON","MA","2116",107598,42.04809497,-71.21007015,,14,0,"No Nearby Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
4531,762789,"M_224657_868003",975,975,99,"Foxborough","1st Bristol District",16600,0,0,16600,26590.32117,0,"","COMMUNITY WAY","BOSTON","MA","02108 1552",107598,42.06203864,-71.20209277,,8,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
4532,762800,"M_224760_868109",975,975,99,"Foxborough","1st Bristol District",16200,0,0,16200,21583.69488,0,"","EAST STREET","BOSTON","MA","2116",107598,42.06298973,-71.20084384,,4,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
4533,762836,"M_224575_867802",975,975,99,"Foxborough","1st Bristol District",32400,0,0,32400,111065.4614,0,"","COCASSET STREET","BOSTON","MA","02108 1552",107598,42.06023156,-71.20309194,,3,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
5266,840208,"F_749774_2884705",975,975,50,"Canton","6th Norfolk District",78700,0,0,78700,3144.918128,0,"135","JACKSON ST","BOSTON","MA","2110",86987,42.16325395,-71.15472991,1,36,33,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
5782,897605,"F_839947_2831068",975,975,118,"Halifax","12th Plymouth District",100,0,0,100,1364.720313,0,"0","LAWRENCE ROAD","BOSTON","MA","02116-3933",92111,42.01458446,-70.82370649,1,2,24,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
5783,897615,"F_839843_2831135",975,975,118,"Halifax","12th Plymouth District",100,0,0,100,2417.598521,0,"0","LAWRENCE ROAD","BOSTON","MA","02116-3933",92111,42.01477058,-70.82408723,1,2,24,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
5792,899532,"F_839718_2831025",975,975,118,"Halifax","12th Plymouth District",623200,0,0,623200,188557.2234,0,"2","GARDEN ROAD","BOSTON","MA","02116-3933",92111,42.01447144,-70.8245504,1,2,24,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
5818,903587,"F_767177_3108039",975,975,128,"Haverhill","3rd Essex District",133400,0,0,133400,18269.58362,0,"","ESSEX ST","BOSTON","MA","2110",30844,42.77585696,-71.08654698,,88,40,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5819,903782,"F_766984_3108350",975,975,128,"Haverhill","3rd Essex District",17100,0,0,17100,2725.88884,0,"","WINTER ST","BOSTON","MA","2110",39808,42.77671282,-71.08726019,,83,39,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5824,906959,"F_767121_3107393",975,975,128,"Haverhill","3rd Essex District",85600,0,0,85600,31944.68221,0,"","WASHINGTON AVE","BOSTON","MA","2110",39808,42.77408528,-71.08676721,,78,40,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5825,906960,"F_767082_3107127",975,975,128,"Haverhill","3rd Essex District",509200,0,199400,708600,75873.57722,0,"1","WASHINGTON AVE","BOSTON","MA","2110",39808,42.77335598,-71.08691725,,78,40,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5827,908330,"F_765038_3113168",975,975,128,"Haverhill","3rd Essex District",34200,0,0,34200,252745.0732,0,"","HILLDALE AVE","BOSTON","MA","2110",,42.78995752,-71.09442264,8,12,24,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
5828,908360,"F_765700_3112318",975,975,128,"Haverhill","3rd Essex District",27600,0,0,27600,220040.1341,0,"","HILLDALE AVE","BOSTON","MA","2110",60373,42.78761672,-71.09197168,6,30,24,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
5829,908686,"F_764342_3114528",975,975,128,"Haverhill","3rd Essex District",218400,0,0,218400,1061662.951,0,"","HILLDALE AVE","BOSTON","MA","2110",,42.79369797,-71.09699147,11,11,23,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
5830,908883,"F_762560_3115924",975,975,128,"Haverhill","3rd Essex District",175000,0,0,175000,258804.4574,0,"","ADDINGTON ST","BOSTON","MA","2110",77199,42.79755106,-71.10360606,3,3,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
5834,909962,"F_760757_3117937",975,975,128,"Haverhill","3rd Essex District",132500,0,0,132500,77637.98422,0,"","NEWARK ST","BOSTON","MA","2110",77199,42.80309687,-71.11028921,,22,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
5836,910652,"F_761426_3117147",975,975,128,"Haverhill","3rd Essex District",14600,0,0,14600,49273.11251,0,"","HILLDALE AVE","BOSTON","MA","2110",77199,42.80092095,-71.10781004,,16,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
5841,912762,"F_766508_3109926",975,975,128,"Haverhill","3rd Essex District",235700,0,0,235700,89750.16979,0,"","HALE ST","BOSTON","MA","2110",67375,42.78104318,-71.08900474,,64,35,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5842,912773,"F_766250_3110330",975,975,128,"Haverhill","3rd Essex District",258600,0,0,258600,78004.8908,0,"","HALE ST","BOSTON","MA","2110",67375,42.78215504,-71.08995848,,64,35,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5843,912774,"F_766410_3110510",975,975,128,"Haverhill","3rd Essex District",139300,0,0,139300,24215.97446,0,"","HALE ST","BOSTON","MA","2110",60373,42.78264679,-71.08935929,,58,33,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5844,912786,"F_766100_3111151",975,975,128,"Haverhill","3rd Essex District",206700,0,0,206700,69766.36895,0,"","EIGHTH AVE","BOSTON","MA","2110",60373,42.78440958,-71.09050252,14,47,29,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5845,915187,"F_765590_3112569",975,975,128,"Haverhill","3rd Essex District",39400,0,0,39400,29041.32909,0,"","PRIMROSE ST","BOSTON","MA","2110",60373,42.78830683,-71.09237698,6,20,24,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
5846,915194,"F_765858_3111715",975,975,128,"Haverhill","3rd Essex District",194800,0,0,194800,45940.64476,0,"","PRIMROSE ST","BOSTON","MA","2110",60373,42.78596021,-71.09139388,8,32,27,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5851,916293,"F_769807_3106967",975,975,128,"Haverhill","15th Essex District",21500,0,0,21500,16932.92986,0,"","SOUTH MAIN ST","BOSTON","MA","2110",66157,42.77288033,-71.07677164,,84,39,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5852,916416,"F_767360_3105721",975,975,128,"Haverhill","15th Essex District",166600,0,0,166600,29754.47224,0,"189","SOUTH ELM ST","BOSTON","MA","2110",66157,42.76949464,-71.08590733,,78,39,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5853,916422,"F_767505_3105652",975,975,128,"Haverhill","15th Essex District",2500,0,0,2500,1082.016272,0,"","SOUTH ELM ST","BOSTON","MA","2110",66157,42.76930339,-71.0853686,,74,40,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5854,916423,"F_767456_3105623",325,975,128,"Haverhill","15th Essex District",600,149600,0,150200,686.8669466,3958,"185","SOUTH ELM ST","BOSTON","MA","2110",66157,42.76922448,-71.0855516,,74,40,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5855,916424,"F_767209_3105761",975,975,128,"Haverhill","15th Essex District",19700,0,0,19700,7575.95977,0,"239","SOUTH ELM ST","BOSTON","MA","2110",66157,42.7696064,-71.08646894,,78,39,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5856,916452,"F_767122_3105361",975,975,128,"Haverhill","15th Essex District",49900,0,0,49900,4775.813714,0,"","RAILROAD AVE","BOSTON","MA","2110",66157,42.76851007,-71.08680014,,72,39,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5857,916453,"F_766883_3104813",975,975,128,"Haverhill","15th Essex District",231900,0,20200,252100,4804.379747,0,"60","RAILROAD AVE","BOSTON","MA","2110",66157,42.7670097,-71.08770003,,60,38,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5860,916479,"F_766351_3104566",975,975,128,"Haverhill","15th Essex District",782300,0,74900,857200,196161.6557,0,"86","RAILROAD AVE","BOSTON","MA","2110",66157,42.76633904,-71.08968556,,55,38,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
5861,917781,"F_773616_3103682",975,975,128,"Haverhill","2nd Essex District",29600,0,0,29600,69909.82643,0,"","CURTIS AVE","BOSTON","MA","2110",104835,42.76381456,-71.06264883,2,1,20,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
5862,918309,"F_763315_3101656",975,975,128,"Haverhill","15th Essex District",24600,0,0,24600,205094.027,0,"","SOUTH MAIN ST","BOSTON","MA","2110",71584,42.75839437,-71.10104181,9,35,29,"Some Transit","4 nearby routes: 3 bus, 1 rail, 0 other"
5863,918315,"F_762251_3100596",975,975,128,"Haverhill","15th Essex District",24300,0,0,24300,4169.077098,0,"","FERRY RD","BOSTON","MA","2110",71584,42.75549962,-71.10502175,6,33,26,"Some Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
5864,918627,"F_761420_3099263",975,975,128,"Haverhill","15th Essex District",227400,0,0,227400,84955.63947,0,"","SOUTH MAIN ST","BOSTON","MA","2110",71584,42.75185276,-71.10813852,6,30,20,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6333,1014855,"F_811631_2997893",972,972,291,"Swampscott","8th Essex District",150900,0,11000,161900,12889.34261,0,"100","PINE ST","BOSTON","MA","2114",84107,42.47292918,-70.92375581,,77,44,"Some Transit","7 nearby routes: 6 bus, 1 rail, 0 other"
6336,1016211,"F_811967_2998124",972,972,291,"Swampscott","8th Essex District",217100,73300,24500,314900,27290.63993,1334,"10","RAILROAD AV","BOSTON","MA","2114",84107,42.47355679,-70.92250463,,78,43,"Some Transit","7 nearby routes: 6 bus, 1 rail, 0 other"
6337,1016350,"F_811901_2998216",972,972,291,"Swampscott","8th Essex District",226300,0,36000,262300,44226.32541,0,"0","COLUMBIA ST","BOSTON","MA","2114",84107,42.47381045,-70.92274696,,78,43,"Some Transit","7 nearby routes: 6 bus, 1 rail, 0 other"
6340,1017362,"F_813216_2999579",972,972,291,"Swampscott","8th Essex District",206800,0,0,206800,25990.9687,0,"0","ESSEX ST","BOSTON","MA","2114",84107,42.47752589,-70.91783838,,63,41,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
6662,1038889,"F_619618_2924293",975,975,328,"Westborough","11th Worcester District",2300,0,0,2300,13703.28811,0,"0","MAYNARD ST","BOSTON","MA","2116",131778,42.27232915,-71.63504134,1,19,27,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6667,1039017,"F_615928_2923023",975,975,328,"Westborough","11th Worcester District",14200,0,0,14200,21424.72077,0,"0","FISHER ST","BOSTON","MA","2116",131778,42.2688273,-71.64866708,3,3,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6668,1039019,"F_615473_2923044",975,975,328,"Westborough","11th Worcester District",10000,0,0,10000,7145.423788,0,"0","FISHER ST","BOSTON","MA","2116",131778,42.26888273,-71.65034828,3,2,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6673,1039255,"F_615691_2922796",975,975,328,"Westborough","11th Worcester District",61000,0,0,61000,180920.7113,0,"0","FISHER ST","BOSTON","MA","2116",131778,42.26820325,-71.64954124,3,3,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6681,1039517,"F_640191_2922873",975,975,328,"Westborough","8th Middlesex District",4000,0,0,4000,5130.306636,0,"0","OFF FLANDERS RD","BOSTON","MA","2116",77938,42.26849674,-71.55902388,,9,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6682,1039518,"F_641205_2922679",975,975,328,"Westborough","8th Middlesex District",2900,0,0,2900,133550.8295,0,"0","FLANDERS RD","BOSTON","MA","2116",,42.26796625,-71.55527708,,9,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6686,1039522,"F_625014_2924789",975,975,328,"Westborough","4th Middlesex District",15600,0,0,15600,4917.434676,0,"0","WATER ST","BOSTON","MA","2116",81771,42.27371193,-71.61510651,1,74,19,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6687,1039523,"F_621686_2924890",975,975,328,"Westborough","4th Middlesex District",19400,0,0,19400,31970.45351,0,"0","MILK ST","BOSTON","MA","2116",81771,42.2739761,-71.62740373,,23,13,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6689,1039647,"F_625347_2924615",975,975,328,"Westborough","4th Middlesex District",73700,0,0,73700,25457.03829,0,"0","HOLMES ST","BOSTON","MA","2116",81771,42.27323569,-71.61387524,1,74,19,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6699,1040074,"F_639274_2923034",975,975,328,"Westborough","8th Middlesex District",4200,0,0,4200,30599.33387,0,"0","FLANDERS RD","BOSTON","MA","2116",77938,42.26893675,-71.56241228,,10,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6701,1040104,"F_625191_2924841",975,975,328,"Westborough","4th Middlesex District",18400,0,0,18400,35659.73361,0,"0","WATER ST","BOSTON","MA","2116",81771,42.27385528,-71.61445276,1,70,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6715,1040614,"F_642155_2922541",975,975,328,"Westborough","8th Middlesex District",11600,0,0,11600,21738.49709,0,"0","FRUIT ST","BOSTON","MA","2116",77938,42.2675892,-71.55176692,,6,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6728,1041055,"F_611472_2919109",975,975,328,"Westborough","11th Worcester District",150000,0,0,150000,289931.3073,0,"0","ARCH ST","BOSTON","MA","2116",131778,42.25806438,-71.66510234,,2,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6754,1043067,"F_627884_2923267",975,975,328,"Westborough","4th Middlesex District",44800,0,0,44800,46981.70087,0,"0","BRIGHAM ST","BOSTON","MA","2116",81771,42.26954555,-71.60449522,1,51,19,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6812,1061475,"F_746413_3044459",972,972,9,"Andover","18th Essex District",0,0,0,0,204677.8886,0,"0","LOWELL JUNCTION RD","BOSTON","MA","2116",181130,42.60165748,-71.16481124,,20,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6813,1061644,"F_746653_3049859",972,972,9,"Andover","",700,0,0,700,500143.9046,0,"0","LOWELL JUNCTION RD","BOSTON","MA","2116",,,,,,,,
6814,1061941,"F_751645_3071198",972,972,9,"Andover","17th Essex District",143200,0,0,143200,83410.10278,0,"0","HAVERHILL ST","BOSTON","MA","2116",121182,42.67496661,-71.14496563,17,36,30,"Some Transit","7 nearby routes: 7 bus, 0 rail, 0 other"
6815,1061942,"F_751545_3071516",972,972,9,"Andover","17th Essex District",122600,0,0,122600,13811.71125,0,"0","HAVERHILL ST","BOSTON","MA","2116",121182,42.67584028,-71.14533255,17,24,32,"Some Transit","8 nearby routes: 8 bus, 0 rail, 0 other"
6816,1062375,"F_747733_3053990",972,972,9,"Andover","18th Essex District",140300,0,12500,152800,46713.28597,0,"190","ANDOVER ST","BOSTON","MA","2116",171955,42.62779477,-71.1597674,2,32,27,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6826,1063198,"F_746853_3047827",972,972,9,"Andover","18th Essex District",0,0,0,0,160338.9591,0,"0","LOWELL JUNCTION RD","BOSTON","MA","2116",181130,42.61089403,-71.16312762,,3,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6827,1063352,"F_751647_3065350",972,972,9,"Andover","17th Essex District",20200,0,35200,55400,57095.13483,0,"0","RAILROAD ST","BOSTON","MA","2116",81644,42.65892084,-71.14504868,,81,31,"Some Transit","4 nearby routes: 3 bus, 1 rail, 0 other"
6829,1063574,"F_752181_3069893",972,972,9,"Andover","17th Essex District",0,0,0,0,165965.064,0,"0","HAVERHILL ST","BOSTON","MA","2116",121182,42.67137982,-71.14299285,,43,30,"Some Transit","7 nearby routes: 7 bus, 0 rail, 0 other"
6834,1063995,"F_750476_3062073",972,972,9,"Andover","18th Essex District",0,0,0,0,173209.1881,0,"0","LUPINE RD","BOSTON","MA","2116",,42.64994265,-71.14945193,3,33,27,"Some Transit","4 nearby routes: 3 bus, 1 rail, 0 other"
6837,1064452,"F_751955_3065768",972,972,9,"Andover","17th Essex District",35300,0,0,35300,124394.7851,0,"0","RAILROAD ST","BOSTON","MA","2116",81644,42.66006423,-71.14389721,,84,31,"Some Transit","4 nearby routes: 3 bus, 1 rail, 0 other"
6839,1064793,"F_750964_3072337",972,972,9,"Andover","17th Essex District",0,0,0,0,161465.7813,0,"0","HAVERHILL ST","BOSTON","MA","2116",121182,42.67809954,-71.14748038,13,9,31,"Some Transit","10 nearby routes: 10 bus, 0 rail, 0 other"
6840,1064918,"F_749577_3060360",972,972,9,"Andover","18th Essex District",0,0,0,0,146336.6517,0,"0","ANDOVER ST","BOSTON","MA","2116",,42.64525257,-71.1528194,,24,17,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
6842,1065104,"F_748694_3058706",972,972,9,"Andover","18th Essex District",0,0,0,0,105719.9015,0,"0","ANDOVER ST","BOSTON","MA","2116",171955,42.6407241,-71.15612601,,19,14,"Minimal Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6843,1065445,"F_747923_3057154",972,972,9,"Andover","18th Essex District",0,0,0,0,194055.4376,0,"0","ANDOVER ST","BOSTON","MA","2116",171955,42.63647417,-71.15901443,1,12,24,"Minimal Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6845,1065967,"F_751349_3063765",972,972,9,"Andover","18th Essex District",0,0,0,0,146450.6964,0,"0","ESSEX ST","BOSTON","MA","2116",81644,42.65457529,-71.14618094,,63,31,"Some Transit","4 nearby routes: 3 bus, 1 rail, 0 other"
6847,1066257,"F_757322_3049391",972,972,9,"Andover","18th Essex District",400,0,0,400,1093.9817,0,"451","SOUTH MAIN ST","BOSTON","MA","2116",181130,42.61506541,-71.12421332,1,13,0,"No Nearby Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
6848,1066464,"F_744166_3050646",972,972,9,"Andover","18th Essex District",0,0,0,0,169960.5183,0,"0","TEWKSBURY ST","BOSTON","MA","2116",171955,42.61865763,-71.17306878,,10,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6854,1068182,"F_747800_3051020",972,972,9,"Andover","18th Essex District",36800,0,0,36800,570337.1803,0,"0","TEWKSBURY ST","BOSTON","MA","2116",,42.61964483,-71.1595625,,11,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6855,1068246,"F_747595_3054616",972,972,9,"Andover","18th Essex District",0,0,0,0,141282.651,0,"0","ANDOVER ST","BOSTON","MA","2116",171955,42.62951392,-71.1602709,2,12,28,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6860,1069246,"F_746887_3050262",972,972,9,"Andover","18th Essex District",44100,0,0,44100,137732.4178,0,"0","LOWELL JUNCTION RD","BOSTON","MA","2116",181130,42.61757494,-71.16296558,,5,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6863,1070115,"F_746644_3046363",972,972,9,"Andover","18th Essex District",0,0,0,0,178175.8336,0,"0","LOWELL JUNCTION RD","BOSTON","MA","2116",181130,42.6068793,-71.16392541,,1,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
6867,1071484,"F_750295_3073434",972,972,9,"Andover","17th Essex District",36400,0,0,36400,20187.77767,0,"0","SHEPLEY ST","BOSTON","MA","2116",121182,42.68111704,-71.1499514,12,41,33,"Some Transit","10 nearby routes: 10 bus, 0 rail, 0 other"
6871,1072227,"F_752376_3067911",972,972,9,"Andover","17th Essex District",0,0,0,0,210543.898,0,"0","HARDING ST","BOSTON","MA","2116",121182,42.66593937,-71.14229871,19,58,27,"Some Transit","5 nearby routes: 5 bus, 0 rail, 0 other"
6872,1072251,"F_747872_3052573",972,972,9,"Andover","18th Essex District",41600,0,0,41600,211884.0822,0,"197","ANDOVER ST","BOSTON","MA","2116",171955,42.62390522,-71.15927196,1,30,27,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
6875,1075449,"F_739167_2966119",972,972,26,"Belmont","24th Middlesex District",96000,0,0,96000,24094.99354,0,"17","LEXINGTON ST","BOSTON","MA","2110",73005,42.38677189,-71.19277178,,76,42,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
6876,1075505,"F_739239_2966210",972,972,26,"Belmont","24th Middlesex District",96000,0,0,96000,10009.17645,0,"15","LEXINGTON ST","BOSTON","MA","2110",73005,42.38702088,-71.19250406,,76,42,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
6877,1075571,"F_739726_2966365",972,972,26,"Belmont","24th Middlesex District",64000,0,0,64000,9308.548749,0,"520","TRAPELO RD","BOSTON","MA","2110",73005,42.38744137,-71.19069934,,82,43,"Some Transit","5 nearby routes: 4 bus, 1 rail, 0 other"
6878,1076183,"F_740295_2966856",972,972,26,"Belmont","24th Middlesex District",116000,0,0,116000,21328.20863,0,"1020R","PLEASANT ST","BOSTON","MA","2110",73005,42.388783,-71.18858653,16,80,43,"Some Transit","5 nearby routes: 4 bus, 1 rail, 0 other"
6887,1076688,"F_741007_2967382",972,972,26,"Belmont","24th Middlesex District",121000,0,0,121000,37154.1323,0,"936R","PLEASANT ST","BOSTON","MA","2110",73005,42.39021919,-71.18594381,15,67,44,"Some Transit","5 nearby routes: 4 bus, 1 rail, 0 other"
6935,1077202,"F_742473_2968699",972,972,26,"Belmont","24th Middlesex District",108000,0,0,108000,35254.02579,0,"774B","PLEASANT ST","BOSTON","MA","2110",73005,42.39381812,-71.18049886,10,60,42,"Some Transit","5 nearby routes: 4 bus, 1 rail, 0 other"
6936,1077204,"F_742419_2968679",972,972,26,"Belmont","24th Middlesex District",123000,0,0,123000,19513.5697,0,"746","PLEASANT ST","BOSTON","MA","2110",73005,42.39376379,-71.18069904,9,60,42,"Some Transit","5 nearby routes: 4 bus, 1 rail, 0 other"
6937,1077257,"F_742671_2969080",972,972,26,"Belmont","24th Middlesex District",103000,0,0,103000,6096.335504,0,"726","PLEASANT ST","BOSTON","MA","2110",151484,42.39486155,-71.17976059,11,70,43,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
6941,1077303,"F_742902_2969241",972,972,26,"Belmont","24th Middlesex District",141000,0,0,141000,45084.56712,0,"726R","PLEASANT ST","BOSTON","MA","2110",151484,42.39530095,-71.17890319,13,64,42,"Some Transit","7 nearby routes: 6 bus, 1 rail, 0 other"
6942,1077311,"F_745535_2969453",972,972,26,"Belmont","24th Middlesex District",148000,0,0,148000,43476.09743,0,"167","ALEXANDER AVE","BOSTON","MA","2110",174514,42.39585507,-71.1691528,,66,41,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
6943,1077312,"F_746749_2969456",972,972,26,"Belmont","24th Middlesex District",157000,0,0,157000,24037.95456,0,"101C","CHANNING RD","BOSTON","MA","2110",174514,42.3958503,-71.1646585,,58,41,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
6944,1077326,"F_745895_2969528",972,972,26,"Belmont","24th Middlesex District",933000,0,0,933000,95944.87441,0,"101B","CHANNING RD","BOSTON","MA","2110",121429,42.39605703,-71.16781899,,63,41,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
6945,1077330,"F_748572_2969552",972,972,26,"Belmont","24th Middlesex District",106000,0,0,106000,32655.75799,0,"37","BRIGHTON ST","BOSTON","MA","2110",,42.39609386,-71.15790828,,70,40,"Some Transit","6 nearby routes: 5 bus, 1 rail, 0 other"
7204,1108297,"M_243484_911002",975,975,163,"Lynn","11th Essex District",14400,0,0,14400,8733.422274,0,"0","LYNNWAY","BOSTON","MA","2116",36339,42.44833158,-70.97140898,14,14,49,"Some Transit","12 nearby routes: 11 bus, 1 rail, 0 other"
7208,1108379,"M_244153_911630",975,975,163,"Lynn","11th Essex District",263300,0,0,263300,34636.69554,0,"0","LYNNWAY","BOSTON","MA","2116",36339,42.45394748,-70.9632288,,66,49,"Some Transit","12 nearby routes: 11 bus, 1 rail, 0 other"
7209,1108381,"M_243111_911640",972,972,163,"Lynn","11th Essex District",525200,0,26300,551500,40246.09184,0,"0","WESTERN AVE","BOSTON","MA","2116",67750,42.45409584,-70.9758954,,65,50,"Good Transit","12 nearby routes: 11 bus, 1 rail, 0 other"
7211,1108506,"M_243217_911764",972,972,163,"Lynn","11th Essex District",1292900,886900,48400,2228200,105467.4477,58829,"985","WESTERN AVE","BOSTON","MA","2116",67750,42.45520627,-70.97459749,,67,51,"Good Transit","12 nearby routes: 11 bus, 1 rail, 0 other"
