"index","mapc_id","parloc_id","luc_adj_1","luc_adj_2","muni_id","muni","District","land_value","bldg_value","othr_value","total_value","lot_areaft","bldg_area","addr_num","addr_str","owner_city","owner_stat","owner_zip","median_hh_income","latitude","longitude","numTransitStops","walkscore","transitscore","transit_score_description","transit_score_summary"
1252,132973,"F_724918_2822754",975,975,167,"Mansfield","1st Bristol District",38900,0,0,38900,326212.7352,0,"","ELM TER","BOSTON","MA","2130",123533,41.9934887,-71.24708803,,17,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1254,133196,"F_732598_2838013",975,975,167,"Mansfield","14th Bristol District",34600,0,0,34600,28583.1679,0,"","NORTH MAIN ST","BOSTON","MA","2130",89660,42.03529647,-71.21865105,4,63,33,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1264,135414,"F_732237_2836885",972,972,167,"Mansfield","14th Bristol District",189600,175500,9000,374100,24607.01093,4560,"1","CROCKER ST","BOSTON","MA","2130",89660,42.03220428,-71.21999354,3,71,33,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1277,137389,"F_732751_2838277",975,975,167,"Mansfield","14th Bristol District",50500,0,0,50500,38390.54164,0,"489","NORTH MAIN ST","BOSTON","MA","2130",89660,42.03601955,-71.21808464,4,63,33,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1280,137757,"F_726881_2826614",975,975,167,"Mansfield","",82300,0,0,82300,68767.74685,0,"","SCHOOL ST","BOSTON","MA","2130",123533,42.00406514,-71.23982357,,6,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1291,138683,"F_732054_2837110",975,975,167,"Mansfield","14th Bristol District",18300,0,0,18300,59711.10804,0,"","ALLEN ST","BOSTON","MA","2130",89660,42.03282337,-71.22066442,3,58,33,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1672,188404,"F_760621_3016184",972,972,246,"Reading","30th Middlesex District",1400,0,0,1400,5687.851735,0,"OFF","HIGH ST","BOSTON","MA","2130",102634,42.52390892,-71.11251829,5,65,32,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1675,189901,"F_764226_3014190",972,972,246,"Reading","30th Middlesex District",20900,0,0,20900,15570.36737,0,"0","GENERAL ST","BOSTON","MA","2130",90811,42.51839184,-71.0991802,9,63,29,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1821,201851,"F_714335_2874541",975,975,307,"Walpole","12th Norfolk District",4500,0,0,4500,6575.341756,0,"","WEST ST","BOSTON","MA","2110",103731,42.13568149,-71.28553999,,5,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1823,202140,"F_723106_2879096",975,975,307,"Walpole","",216400,0,20300,236700,160572.4766,0,"","EAST ST","BOSTON","MA","2110",,42.14811605,-71.25315389,13,59,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1832,203491,"F_710643_2872624",975,975,307,"Walpole","12th Norfolk District",1100,0,0,1100,3168.718423,0,"","LINCOLN RD","BOSTON","MA","2110",103731,42.1304456,-71.29916857,,2,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1833,203833,"F_711716_2873172",975,975,307,"Walpole","12th Norfolk District",800,0,0,800,2322.836074,0,"","LINCOLN RD","BOSTON","MA","2110",103731,42.1319424,-71.29520803,,4,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1835,204355,"F_715353_2875018",975,975,307,"Walpole","12th Norfolk District",1100,0,0,1100,2786.063213,0,"","WEST ST","BOSTON","MA","2110",103731,42.13698337,-71.28178226,,5,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1837,204600,"F_717028_2875504",975,975,307,"Walpole","12th Norfolk District",6800,0,0,6800,289001.2605,0,"","WEST ST","BOSTON","MA","2110",103731,42.13830511,-71.27560192,,12,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
1838,204823,"F_718156_2876142",975,975,307,"Walpole","12th Norfolk District",5600,0,0,5600,23390.37067,0,"","WEST ST","BOSTON","MA","2110",103731,42.14004766,-71.27143665,,21,19,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
1840,204864,"F_718080_2876236",975,975,307,"Walpole","12th Norfolk District",1500,0,0,1500,20766.61661,0,"","WEST ST","BOSTON","MA","2110",103731,42.14030617,-71.27171595,,8,20,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
1841,204877,"F_718613_2876317",975,975,307,"Walpole","12th Norfolk District",400,0,0,400,7897.501068,0,"","WEST ST","BOSTON","MA","2110",103731,42.14052452,-71.2697499,,17,22,"Minimal Transit","1 nearby routes: 0 bus, 1 rail, 0 other"
1844,205086,"F_719268_2876699",975,975,307,"Walpole","12th Norfolk District",2600,0,0,2600,33677.95205,0,"","WEST ST","BOSTON","MA","2110",103731,42.14156791,-71.26733097,,20,26,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1845,205158,"F_720365_2877185",975,975,307,"Walpole","12th Norfolk District",1500,0,0,1500,4970.938169,0,"","WEST ST","BOSTON","MA","2110",103731,42.14289329,-71.26328113,1,31,31,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1846,205339,"F_721767_2877459",975,975,307,"Walpole","12th Norfolk District",240100,0,0,240100,16756.90401,0,"","SPRING ST","BOSTON","MA","2116",103731,42.14363439,-71.25810869,5,54,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1848,205417,"F_721872_2877892",972,972,307,"Walpole","12th Norfolk District",406500,238900,33700,679100,65927.08624,3958,"","WEST ST","BOSTON","MA","2110",103731,42.14482179,-71.25771698,9,50,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1849,205449,"F_721972_2878168",975,975,307,"Walpole","12th Norfolk District",18200,0,0,18200,7699.432534,0,"","WEST ST","BOSTON","MA","2110",103731,42.1455784,-71.25734535,10,50,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1852,205704,"F_722538_2878751",975,975,307,"Walpole","12th Norfolk District",45500,0,0,45500,25450.46711,0,"","ELM ST","BOSTON","MA","2110",131107,42.1471738,-71.25525209,12,55,35,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1853,205715,"F_721855_2878746",975,975,307,"Walpole","12th Norfolk District",33100,0,0,33100,174333.9397,0,"","ELM ST","BOSTON","MA","2116",103731,42.14716543,-71.25777073,10,52,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1854,205885,"F_722260_2879026",975,975,307,"Walpole","12th Norfolk District",607400,0,0,607400,527621.8895,0,"145","ELM ST","BOSTON","MA","02116-3974",131107,42.14793063,-71.25627432,11,50,34,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1857,206248,"F_724835_2880321",975,975,307,"Walpole","8th Norfolk District",40500,0,0,40500,20091.2637,0,"","KENDALL ST","BOSTON","MA","2110",119323,42.15146372,-71.24676464,18,62,31,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1858,206252,"F_724803_2880361",975,975,307,"Walpole","8th Norfolk District",1100,0,0,1100,2356.656906,0,"","KENDALL ST","BOSTON","MA","2110",119323,42.15157375,-71.24688221,18,62,31,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1859,206356,"F_725227_2880810",975,975,307,"Walpole","12th Norfolk District",1100,0,0,1100,1329.612943,0,"","MAIN ST","BOSTON","MA","2110",119323,42.15280241,-71.24531364,15,38,32,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
1864,207020,"F_726520_2881709",975,975,307,"Walpole","",10100,0,0,10100,51151.81847,0,"","MAIN ST","BOSTON","MA","2110",119323,42.15525871,-71.24053515,7,5,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1867,207164,"F_727186_2882589",975,975,307,"Walpole","12th Norfolk District",2300,0,0,2300,6236.59602,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.15766797,-71.23806898,8,6,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1869,207300,"F_727523_2882915",975,975,307,"Walpole","12th Norfolk District",17300,0,0,17300,8037.263823,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.15855972,-71.23682236,7,32,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1870,207456,"F_727747_2883001",975,975,307,"Walpole","12th Norfolk District",38100,0,0,38100,13809.78677,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.15879381,-71.23599523,7,32,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1871,207513,"F_727838_2883263",975,975,307,"Walpole","12th Norfolk District",19200,0,0,19200,25803.59516,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.15951201,-71.23565661,8,26,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1873,207993,"F_728104_2883351",975,975,307,"Walpole","12th Norfolk District",46400,0,0,46400,34122.84909,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.15975123,-71.23467452,9,29,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1875,208356,"F_729002_2884360",975,975,307,"Walpole","12th Norfolk District",1500,0,0,1500,2489.482402,0,"","PLIMPTON ST","BOSTON","MA","2110",119323,42.16251236,-71.23135074,7,29,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1876,208445,"F_730095_2885690",975,975,307,"Walpole","12th Norfolk District",9100,0,0,9100,7892.75729,0,"","MYLOD ST","BOSTON","MA","2110",119323,42.16615255,-71.22730361,4,31,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1877,208492,"F_730200_2885615",975,975,307,"Walpole","12th Norfolk District",11300,0,0,11300,34728.37126,0,"","MYLOD ST","BOSTON","MA","2110",119323,42.16594582,-71.22691719,4,31,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
1980,231763,"F_717794_2943764",972,972,317,"Wellesley","14th Norfolk District",4307000,0,0,4307000,2217901.677,0,"","Linden St.","Boston","MA","2110",,42.32561279,-71.27210522,2,18,30,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
2091,250409,"F_328005_2878662",975,975,329,"Westfield","4th Hampden District",81800,0,0,81800,502356.9319,0,"0","POND BK","BOSTON","MA","2133",63516,42.14080319,-72.71003154,,0,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
2093,250561,"F_321392_2879498",975,975,329,"Westfield","4th Hampden District",39100,0,0,39100,1281.505115,0,"0","SOUTHAMPTON RD","BOSTON","MA","2116",65649,42.14283705,-72.73445691,2,26,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2096,250677,"F_321475_2879925",975,975,329,"Westfield","4th Hampden District",93300,0,0,93300,39494.26296,0,"20","SOUTHAMPTON RD","BOSTON","MA","2133",65649,42.14401199,-72.73417368,3,27,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2106,251554,"F_305465_2884202",975,975,329,"Westfield","4th Hampden District",100,0,0,100,41032.54569,0,"0","WEST RD (OFF)","BOSTON","MA","2133",65649,42.15509655,-72.79344077,,1,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
2249,280267,"M_205087_871135",972,972,101,"Franklin","10th Norfolk District",232100,0,120000,352100,188842.0887,0,"1112","WEST CENTRAL ST","BOSTON","MA","2110",132150,42.09060795,-71.43851107,3,23,28,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
2250,280268,"M_204998_871003",972,972,101,"Franklin","10th Norfolk District",222900,132100,92000,447000,152303.3817,1421,"0","WEST CENTRAL ST","BOSTON","MA","2110",132150,42.0894201,-71.43958798,3,23,28,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
2257,280766,"M_208610_870368",972,972,101,"Franklin","10th Norfolk District",475800,131300,48200,655300,64748.58726,1579,"25","DEPOT ST","BOSTON","MA","02284-5142",86642,42.0836717,-71.39593827,5,80,28,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
2262,281617,"M_207939_869784",972,972,101,"Franklin","10th Norfolk District",1200,0,0,1200,4074.726197,0,"0","UNION ST","BOSTON","MA","02284-5142",,42.07842089,-71.40405601,1,70,24,"Minimal Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
2729,370402,"F_576974_2920623",390,975,348,"Worcester","15th Worcester District",527400,100800,387200,1015400,65626.32516,1896,"45","SHREWSBURY ST","BOSTON","MA","2116",20030,42.26196498,-71.79255653,,92,58,"Good Transit","31 nearby routes: 30 bus, 1 rail, 0 other"
2731,370533,"F_577251_2920741",972,972,348,"Worcester","15th Worcester District",216700,0,23600,240300,36464.67141,0,"47","SHREWSBURY ST","BOSTON","MA","2116",20030,42.26229139,-71.79153473,,91,58,"Good Transit","31 nearby routes: 30 bus, 1 rail, 0 other"
2846,405542,"M_210326_849334",972,972,16,"Attleboro","",44900,0,0,44900,6978.070777,0,"","MANN ST","BOSTON","MA","2116",,41.894275,-71.37556933,13,38,34,"Some Transit","6 nearby routes: 6 bus, 0 rail, 0 other"
2850,409567,"M_211611_849648",972,972,16,"Attleboro","2nd Bristol District",10700,0,0,10700,54027.91704,0,"0","NEWPORT AVE","BOSTON","MA","2116",58990,41.89708414,-71.36007861,20,58,40,"Some Transit","7 nearby routes: 6 bus, 1 rail, 0 other"
2851,409705,"M_221643_855155",972,972,16,"Attleboro","",68100,0,0,68100,319442.761,0,"0","PIKE AVE REAR","BOSTON","MA","2116",,41.94645346,-71.23898286,1,10,16,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2852,409832,"M_215071_850491",972,972,16,"Attleboro","2nd Bristol District",109300,0,0,109300,36797.73554,0,"0","SO MAIN ST","BOSTON","MA","2116",81029,41.90461529,-71.31836145,2,32,18,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2855,410619,"M_218179_855220",972,972,16,"Attleboro","14th Bristol District",0,0,0,0,4469.547805,0,"0","BRANCH ST","BOSTON","MA","2116",42557,41.94712648,-71.2807569,14,81,36,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2858,410782,"M_218210_855217",972,972,16,"Attleboro","14th Bristol District",80800,13200,300,94300,21505.01534,1216,"0","PLEASANT ST","BOSTON","MA","2116",42557,41.94709875,-71.28038312,14,83,36,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2859,410784,"M_218288_855366",972,972,16,"Attleboro","14th Bristol District",148800,0,0,148800,2075.839903,0,"0","PLEASANT ST","BOSTON","MA","2116",100882,41.94843844,-71.27943778,13,78,34,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2864,411287,"M_217717_854268",972,972,16,"Attleboro","2nd Bristol District",14000,0,0,14000,43934.97093,0,"0","SO MAIN ST","BOSTON","MA","2116",55947,41.93856584,-71.28635746,14,74,39,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2865,411288,"M_217738_854440",972,972,16,"Attleboro","2nd Bristol District",1955600,0,300000,2255600,310864.8554,0,"0","SO MAIN ST","BOSTON","MA","2116",72949,41.94011395,-71.28609903,15,74,39,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2866,411290,"M_217601_854150",972,972,16,"Attleboro","2nd Bristol District",174300,0,0,174300,139403.9391,0,"0","OLIVE ST","BOSTON","MA","2116",72949,41.93750605,-71.28775979,8,71,38,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2870,411444,"M_215744_850657",972,972,16,"Attleboro","2nd Bristol District",220600,0,109200,329800,197814.7539,0,"0","THURBER AVE","BOSTON","MA","2116",81029,41.90609666,-71.3102459,,1,15,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2871,411480,"M_217515_853870",972,972,16,"Attleboro","2nd Bristol District",0,0,0,0,43053.9304,0,"0","OLIVE ST","BOSTON","MA","2116",,41.93498703,-71.28880517,6,67,36,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2872,411549,"M_217095_853028",972,972,16,"Attleboro","2nd Bristol District",196800,0,0,196800,556734.4012,0,"0","THACHER ST","BOSTON","MA","2116",81029,41.92741545,-71.29389402,1,22,22,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
2873,411611,"M_216891_852755",972,972,16,"Attleboro","2nd Bristol District",99600,0,0,99600,34491.28544,0,"0","SO MAIN ST","BOSTON","MA","2116",72949,41.92496194,-71.2963614,2,6,22,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
2874,411612,"M_216651_852299",972,972,16,"Attleboro","2nd Bristol District",100,0,0,100,44137.45684,0,"0","SO MAIN ST","BOSTON","MA","2116",,41.92086152,-71.29926777,2,9,19,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
2875,411613,"M_216782_852569",972,972,16,"Attleboro","2nd Bristol District",100,0,0,100,54017.71108,0,"0","SO MAIN ST","BOSTON","MA","2116",72949,41.92328965,-71.29768082,2,6,21,"Minimal Transit","3 nearby routes: 3 bus, 0 rail, 0 other"
2878,413344,"M_218576_855971",972,972,16,"Attleboro","14th Bristol District",10700,0,0,10700,21875.77626,0,"","HOLDEN ST","BOSTON","MA","2116",96708,41.95387871,-71.27594521,7,52,18,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
2879,413345,"M_218512_855781",972,972,16,"Attleboro","14th Bristol District",44400,0,0,44400,9134.347564,0,"","STARKEY AVE","BOSTON","MA","2116",100882,41.95216958,-71.27672314,7,52,18,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
2880,413346,"M_218691_856112",972,972,16,"Attleboro","14th Bristol District",8900,0,0,8900,6098.878934,0,"","PLEASANT ST","BOSTON","MA","2116",100882,41.95514545,-71.27455365,6,27,18,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
2891,416250,"M_216252_851473",972,972,16,"Attleboro","2nd Bristol District",10700,0,0,10700,28377.00471,0,"0","THURBER AVE","BOSTON","MA","2116",81029,41.91343308,-71.30410068,,10,16,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2892,416251,"M_216419_851795",972,972,16,"Attleboro","2nd Bristol District",9400,0,0,9400,13612.05012,0,"0","SO MAIN ST","BOSTON","MA","2116",81029,41.9163287,-71.30207868,2,4,17,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2893,416254,"M_215701_850426",972,972,16,"Attleboro","2nd Bristol District",106500,0,0,106500,15119.90155,0,"0","SO MAIN ST","BOSTON","MA","2116",81029,41.90401773,-71.31077033,,10,16,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
2898,418578,"M_217367_853663",972,972,16,"Attleboro","2nd Bristol District",143200,0,0,143200,80113.41695,0,"0","THACHER ST","BOSTON","MA","2116",72949,41.93312662,-71.29059587,5,56,34,"Some Transit","9 nearby routes: 8 bus, 1 rail, 0 other"
2900,418874,"M_217950_854668",972,972,16,"Attleboro","2nd Bristol District",1012500,226400,38400,1277300,58037.66214,6968,"0","MILL ST","BOSTON","MA","2116",42557,41.9421619,-71.28353557,15,84,39,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2901,418998,"M_218217_855281",972,972,16,"Attleboro","14th Bristol District",9700,0,0,9700,8968.82058,0,"0","PECK ST REAR","BOSTON","MA","2116",,41.9476748,-71.28029671,15,83,36,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2902,419076,"M_218346_855171",972,972,16,"Attleboro","2nd Bristol District",101400,0,0,101400,28790.07403,0,"0","PLEASANT ST REAR","BOSTON","MA","2116",42557,41.94668143,-71.27874438,15,82,36,"Some Transit","8 nearby routes: 7 bus, 1 rail, 0 other"
2903,419215,"M_218601_855949",972,972,16,"Attleboro","14th Bristol District",3800,0,0,3800,13289.44863,0,"","STARKEY AVE","BOSTON","MA","2116",100882,41.95368004,-71.27564437,7,52,18,"Minimal Transit","2 nearby routes: 2 bus, 0 rail, 0 other"
2906,419552,"M_219717_858316",972,972,16,"Attleboro","14th Bristol District",136000,0,0,136000,674081.9555,0,"","LINDSEY ST","BOSTON","MA","2116",96708,41.9749637,-71.2621042,,0,0,"No Nearby Transit","0 nearby routes: 0 bus, 0 rail, 0 other"
3663,532911,"F_806542_2909503",972,972,336,"Weymouth","",1158400,0,0,1158400,1452410.442,0,"0","COMMERCIAL ST","BOSTON","MA","2116",,,,,,,,
3664,532926,"F_802219_2888296",972,972,336,"Weymouth","",0,0,0,0,1065155.441,0,"0","POND ST","BOSTON","MA","2116",,42.17236226,-70.9612074,3,49,22,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
3671,533173,"F_814186_2906493",972,972,336,"Weymouth","4th Norfolk District",477200,0,0,477200,189775.2155,0,"0","COMMERCIAL ST","BOSTON","MA","2116",93496,42.22208032,-70.91660287,3,27,30,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
3676,533384,"F_800480_2906537",972,972,336,"Weymouth","",317000,0,130500,447500,98629.24449,0,"0","COMMERCIAL ST","BOSTON","MA","2116",,42.22244715,-70.96720214,,66,36,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
3679,533577,"F_812296_2905472",972,972,336,"Weymouth","4th Norfolk District",14600,0,0,14600,67106.00476,0,"0","STATION ST","BOSTON","MA","2116",93496,42.21931389,-70.92360589,,42,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
3683,533921,"F_811210_2906299",972,972,336,"Weymouth","4th Norfolk District",8100,0,0,8100,43642.81683,0,"0","EAST ST","BOSTON","MA","2116",93496,42.2216033,-70.92759454,15,33,30,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
3689,536807,"F_800671_2906471",972,972,336,"Weymouth","3rd Norfolk District",153000,0,0,153000,17256.41016,0,"0","COMMERCIAL ST","BOSTON","MA","2116",72882,42.22226277,-70.96649852,,66,36,"Some Transit","3 nearby routes: 2 bus, 1 rail, 0 other"
3692,547357,"F_806793_2909459",972,972,336,"Weymouth","4th Norfolk District",1500,0,0,1500,5623.001652,0,"0","GREEN ST","BOSTON","MA","2116",93496,42.23035474,-70.94382516,20,33,28,"Some Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
3694,549401,"F_810735_2906551",972,972,336,"Weymouth","4th Norfolk District",600,0,0,600,2150.212531,0,"0","COMMERCIAL ST","BOSTON","MA","0",93496,42.22230354,-70.92934192,20,12,30,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4213,621908,"M_245089_931981",972,972,298,"Topsfield","4th Essex District",8100,0,0,8100,42392.70098,0,"8","SUMMER ST","BOSTON","MA","2110",136812,42.63709709,-70.95025553,1,42,11,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
4214,622029,"M_245390_931650",972,972,298,"Topsfield","4th Essex District",18200,0,6400,24600,105701.2744,0,"228","BOSTON ST","BOSTON","MA","2110",136812,42.63409993,-70.94661189,1,28,11,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
4216,622236,"M_245656_931359",972,972,298,"Topsfield","4th Essex District",6800,0,0,6800,38258.67959,0,"36","MAPLE ST","BOSTON","MA","2110",136812,42.63146478,-70.9433921,1,28,10,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
4217,622272,"M_245975_931012",972,972,298,"Topsfield","4th Essex District",28400,0,0,28400,163540.5739,0,"189","HIGH ST","BOSTON","MA","2110",136812,42.6283223,-70.93953097,,17,8,"Minimal Transit","1 nearby routes: 1 bus, 0 rail, 0 other"
4219,622371,"M_246616_930316",972,972,298,"Topsfield","",64300,0,0,64300,274883.2509,0,"196","HIGH ST","BOSTON","MA","2110",,,,,,,,
4370,635709,"F_821249_3022879",975,975,30,"Beverly","6th Essex District",14800,0,1000,15800,1955.672895,0,"0","WELLMAN ST","BOSTON","MA","2116",61646,42.54130404,-70.88744182,16,73,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4371,636011,"F_821400_3023467",975,975,30,"Beverly","6th Essex District",16000,0,0,16000,3927.928632,0,"0","SCHOOL ST","BOSTON","MA","2116",61646,42.54291445,-70.88686585,14,77,33,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4372,636419,"F_821787_3024384",972,972,30,"Beverly","6th Essex District",438200,3516600,7000,3961800,46009.40369,180224,"100","RANTOUL ST","BOSTON","MA","2116",61646,42.54542293,-70.88540534,,89,34,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
4375,639412,"F_821900_3027482",975,975,30,"Beverly","6th Essex District",4000,0,0,4000,564.205449,0,"0","MCPHERSON DR","BOSTON","MA","2116",56157,42.55392114,-70.88490312,,90,32,"Some Transit","2 nearby routes: 1 bus, 1 rail, 0 other"
