fips,county,state,state_code,male,female,median_age,population,female_percentage,lat,long
48441,Taylor County,Texas,TX,66718,69630,32.3,136348,51.0678557807962,32.301446259066566,-99.89015137437762
48443,Terrell County,Texas,TX,429,433,51.9,862,50.232018561484914,30.224999915617374,-102.07648491088435
48445,Terry County,Texas,TX,6515,6100,34.7,12615,48.35513277843837,33.17380585776823,-102.33516157016737
48447,Throckmorton County,Texas,TX,694,873,46.6,1567,55.711550733886405,33.17748703398847,-99.21234793885512
48449,Titus County,Texas,TX,16046,16684,33.8,32730,50.97464100213871,33.21658117114168,-94.96568536116874
48451,Tom Green County,Texas,TX,58343,59123,33.9,117466,50.33201096487494,31.40444974831201,-100.46214598848303
48453,Travis County,Texas,TX,607356,595810,33.9,1203166,49.52018258494672,30.334685919898465,-97.78195325856768
48455,Trinity County,Texas,TX,7011,7558,48.7,14569,51.877273663257604,31.088834839507633,-95.13550103118439
48457,Tyler County,Texas,TX,11738,9758,42.7,21496,45.39449199851135,30.77123519956734,-94.37659988632079
48459,Upshur County,Texas,TX,20224,20545,40.9,40769,50.393681473668714,32.73627011940828,-94.94147641687763
48461,Upton County,Texas,TX,1843,1791,37.2,3634,49.28453494771601,31.36880186618325,-102.04313991403151
48463,Uvalde County,Texas,TX,13083,13926,33.9,27009,51.56059091413974,29.357307363415558,-99.76230117650907
48465,Val Verde County,Texas,TX,24925,24102,31.7,49027,49.16066657148102,29.892949893028756,-101.15173778854935
48467,Van Zandt County,Texas,TX,26619,27749,42.9,54368,51.039214243672745,32.56371228174381,-95.83650054153014
48469,Victoria County,Texas,TX,44999,46971,35.7,91970,51.072088724584106,28.79635427507464,-96.97151982532576
48471,Walker County,Texas,TX,41642,29897,35.4,71539,41.79119081899383,30.73903096746653,-95.5722967420498
48473,Waller County,Texas,TX,24869,25118,29,49987,50.24906475683678,30.010808402299535,-95.9876502292691
48475,Ward County,Texas,TX,5864,5722,33.2,11586,49.38719143794235,31.509492395902416,-103.102501355179
48477,Washington County,Texas,TX,17259,17537,41.6,34796,50.39947120358662,30.21452418780656,-96.4034408206108
48479,Webb County,Texas,TX,132906,139147,28.6,272053,51.14701914700445,27.761114488889707,-99.33152013397782
48481,Wharton County,Texas,TX,20395,21156,37.2,41551,50.91574210006979,29.277881753907153,-96.22209611996358
48483,Wheeler County,Texas,TX,2844,2638,39,5482,48.12112367748997,35.40121290215182,-100.26976888356995
48485,Wichita County,Texas,TX,68325,63493,34.3,131818,48.16716988575156,33.987936296904294,-98.70357145447281
48487,Wilbarger County,Texas,TX,6347,6559,37.8,12906,50.82132341546568,34.08077322928668,-99.2409926919791
48489,Willacy County,Texas,TX,11681,10073,33.6,21754,46.3041279764641,26.46964022977574,-97.66121189880671
48491,Williamson County,Texas,TX,259443,267614,36.1,527057,50.77515335153503,30.648033159755386,-97.60075125165237
48493,Wilson County,Texas,TX,24197,24001,40.2,48198,49.796672061081374,29.174000189614897,-98.08655364284913
48495,Winkler County,Texas,TX,3977,3825,32.5,7802,49.02589079723148,31.850060607094964,-103.0483406584058
48497,Wise County,Texas,TX,32424,32215,38.4,64639,49.83833289500147,33.215912987543746,-97.65447430186407
48499,Wood County,Texas,TX,21807,22008,48.2,43815,50.22937350222526,32.78640577090213,-95.3820750920061
48501,Yoakum County,Texas,TX,4438,4133,31.2,8571,48.22074437055186,33.17299442262301,-102.82778297821753
48503,Young County,Texas,TX,8930,9184,41.4,18114,50.701115159545104,33.17662269426683,-98.6877349161326
48505,Zapata County,Texas,TX,7177,7192,29.6,14369,50.052195699074396,27.00077886072772,-99.16864636711614
48507,Zavala County,Texas,TX,6208,5923,32.9,12131,48.82532355123238,28.866194824083347,-99.76054873837018
49001,Beaver County,Utah,UT,3280,3163,33.4,6443,49.09203787055719,38.35700068090118,-113.23552030393573
49003,Box Elder County,Utah,UT,26887,26114,32.5,53001,49.27076847606649,41.5210109255589,-113.08212039575157
49005,Cache County,Utah,UT,61354,60982,25.1,122336,49.84795971749934,41.72243823156325,-111.74362613191708
49007,Carbon County,Utah,UT,10055,10301,37.2,20356,50.604244448811166,39.648115242750755,-110.58873886723582
49009,Daggett County,Utah,UT,359,253,46.1,612,41.33986928104575,40.88727380439289,-109.50763406123883
49011,Davis County,Utah,UT,171584,169037,30.8,340621,49.6261240498971,40.990024870185415,-112.1114539932765
49013,Duchesne County,Utah,UT,10312,9907,31,20219,48.99846678866413,40.29822784023471,-110.42516778404432
49015,Emery County,Utah,UT,5234,5014,35.4,10248,48.92661982825917,38.996739359944854,-110.70059843760184
49017,Garfield County,Utah,UT,2594,2423,41.2,5017,48.2957942993821,37.85488872359054,-111.44310089156464
49019,Grand County,Utah,UT,4779,4837,40.7,9616,50.30158069883528,38.981973016537,-109.56985645435209
49021,Iron County,Utah,UT,24834,24857,29.1,49691,50.02314302388763,37.859177219462445,-113.28950850894024
49023,Juab County,Utah,UT,5590,5358,30.4,10948,48.9404457435148,39.702732762465764,-112.7848178324704
49025,Kane County,Utah,UT,3693,3657,41.7,7350,49.75510204081633,37.285070933964455,-111.88783564424007
49027,Millard County,Utah,UT,6545,6188,35.8,12733,48.598130841121495,39.07327013747524,-113.10059249696397
49029,Morgan County,Utah,UT,5824,5567,32.4,11391,48.871916425248,41.08931621651372,-111.57315247377419
49031,Piute County,Utah,UT,1020,884,44.7,1904,46.42857142857143,38.336655672641,-112.12732238611295
49033,Rich County,Utah,UT,1152,1198,30.6,2350,50.97872340425532,41.63225554779118,-111.24447282752041
49035,Salt Lake County,Utah,UT,562543,558262,32.6,1120805,49.809021194587814,40.66732280126721,-111.92360050559093
49037,San Juan County,Utah,UT,7670,7611,31.5,15281,49.80694980694981,37.62602305279816,-109.80454203031636
49039,Sanpete County,Utah,UT,15412,13954,31.9,29366,47.517537288020165,39.373949674765186,-111.57627385081089
49041,Sevier County,Utah,UT,10815,10303,35.2,21118,48.78776399280235,38.74777491131301,-111.80446617291005
49043,Summit County,Utah,UT,20766,19745,39,40511,48.7398484362272,40.86822678448417,-110.95569550777145
49045,Tooele County,Utah,UT,32871,32314,31.3,65185,49.572754468052466,40.44875491931693,-113.13109674903006
49047,Uintah County,Utah,UT,18496,17827,30.3,36323,49.07909588965669,40.124754089133546,-109.51863757340399
49049,Utah County,Utah,UT,298256,292184,24.6,590440,49.48580719463451,40.11991421362316,-111.67027234853506
49051,Wasatch County,Utah,UT,15544,14979,33.4,30523,49.074468433640206,40.330780462422695,-111.16815336367183
49053,Washington County,Utah,UT,79500,81037,36.4,160537,50.47870584351271,37.280376593305405,-113.50476930763368
49055,Wayne County,Utah,UT,1397,1297,41,2694,48.14402375649592,38.32435306220181,-110.90389139611787
49057,Weber County,Utah,UT,124402,123329,32.5,247731,49.78343445107799,41.26982202953594,-111.91339509429424
50001,Addison County,Vermont,VT,18272,18667,43.7,36939,50.534665258940414,44.03090367559911,-73.14081598764317
50003,Bennington County,Vermont,VT,17611,18309,47,35920,50.97160356347439,43.035427938398506,-73.09296955605637
50005,Caledonia County,Vermont,VT,15218,15207,44.2,30425,49.98192276088743,44.464687037965305,-72.10221130175543
50007,Chittenden County,Vermont,VT,79547,82505,36.5,162052,50.9126700071582,44.46100167072978,-73.08091305868041
50009,Essex County,Vermont,VT,3135,3073,50.4,6208,49.50064432989691,44.72798413446476,-71.73623485599737
50011,Franklin County,Vermont,VT,24357,24668,40,49025,50.31718510963794,44.85749429076907,-72.9120054477601
50013,Grand Isle County,Vermont,VT,3476,3489,47.8,6965,50.09332376166547,44.79675860516276,-73.2948541811107
50015,Lamoille County,Vermont,VT,12591,12677,40.9,25268,50.17017571632104,44.60574115034146,-72.64140294845757
50017,Orange County,Vermont,VT,14357,14580,46.1,28937,50.385319832740095,44.005657844890294,-72.37680635541271
50019,Orleans County,Vermont,VT,13525,13386,45.8,26911,49.74174129538107,44.82879692755184,-72.24375515578143
50021,Rutland County,Vermont,VT,29079,30194,46.6,59273,50.940563156917996,43.580075628732054,-73.03661801178542
50023,Washington County,Vermont,VT,28816,29661,43.7,58477,50.72250628452212,44.27344615648012,-72.6149455293951
50025,Windham County,Vermont,VT,20937,22213,47,43150,51.47856315179607,42.9906105107739,-72.7137954783417
50027,Windsor County,Vermont,VT,27052,28375,47.7,55427,51.193461670305084,43.58000424177949,-72.58621402043897
51001,Accomack County,Virginia,VA,15861,16881,45.9,32742,51.557632398753896,37.76426023209735,-75.63327003791117
51003,Albemarle County,Virginia,VA,50856,55499,38.8,106355,52.182784072211,38.022876244935574,-78.55671570923134
51005,Alleghany County,Virginia,VA,7520,7766,47.4,15286,50.80465785686249,37.787796179706795,-80.006230729675
51007,Amelia County,Virginia,VA,6652,6202,46,12854,48.24957211762875,37.33599546922233,-77.976133063835
51009,Amherst County,Virginia,VA,15358,16524,44.3,31882,51.828618028981865,37.60479924691893,-79.14514648924205
51011,Appomattox County,Virginia,VA,7563,8014,42.9,15577,51.44764717211273,37.37227966645444,-78.8125792594921
51013,Arlington County,Virginia,VA,115819,115984,34.5,231803,50.035590566127276,38.878568462191154,-77.1010687635397
51015,Augusta County,Virginia,VA,37897,36804,44.8,74701,49.26841675479579,38.16444155260733,-79.13383485052326
51017,Bath County,Virginia,VA,2310,2083,47.6,4393,47.41634418392898,38.058712532316164,-79.74106886431477
51019,Bedford County,Virginia,VA,38306,39602,46.2,77908,50.83175026954871,37.31516948513392,-79.52418435893514
51021,Bland County,Virginia,VA,3542,2905,46.1,6447,45.05971769815418,37.1339868410361,-81.13020783318629
51023,Botetourt County,Virginia,VA,16388,16834,47,33222,50.67124194810667,37.55712164035271,-79.81233135912814
51025,Brunswick County,Virginia,VA,8892,7773,43.2,16665,46.64266426642664,36.764776038268806,-77.85902363676232
51027,Buchanan County,Virginia,VA,11155,10983,46.5,22138,49.61152768994489,37.26660954262053,-82.03601380986254
51029,Buckingham County,Virginia,VA,9422,7582,42.7,17004,44.589508350976246,37.57217517041236,-78.52879421472014
51031,Campbell County,Virginia,VA,26736,28434,42.8,55170,51.53887982599239,37.2053425920157,-79.09655549825935
51033,Caroline County,Virginia,VA,15138,15046,40,30184,49.847601378213625,38.026733768239836,-77.34706623801038
51035,Carroll County,Virginia,VA,14963,14775,47.4,29738,49.68390611339027,36.73157852773856,-80.73388375976691
51036,Charles City County,Virginia,VA,3441,3554,50.3,6995,50.80771979985704,37.356712091352556,-77.06222020665672
51037,Charlotte County,Virginia,VA,5981,6114,45.8,12095,50.549813972715995,37.01162024420847,-78.66164969102097
51041,Chesterfield County,Virginia,VA,163534,175913,38.8,339447,51.82340689415431,37.37853715450201,-77.58694774879238
51043,Clarke County,Virginia,VA,7333,7032,46.6,14365,48.95231465367212,39.11230574691274,-77.99668741749223
51045,Craig County,Virginia,VA,2501,2612,48.3,5113,51.08546841384706,37.48168173977958,-80.21142470538453
51047,Culpeper County,Virginia,VA,25249,25201,38.8,50450,49.952428146679885,38.486029021173486,-77.95583367127404
51049,Cumberland County,Virginia,VA,4830,4956,45.5,9786,50.64377682403433,37.51212630108904,-78.24495055222542
51051,Dickenson County,Virginia,VA,7585,7375,44.3,14960,49.29812834224599,37.12580814284353,-82.35037207692537
51053,Dinwiddie County,Virginia,VA,14010,14298,43.2,28308,50.508690122933444,37.07593861422707,-77.63226901458785
51057,Essex County,Virginia,VA,4962,6074,46,11036,55.03805726712577,37.943406448542284,-76.95144012936174
51059,Fairfax County,Virginia,VA,566646,576883,37.9,1143529,50.44760561384975,38.836839694535456,-77.27698787344684
51061,Fauquier County,Virginia,VA,34283,34832,41.4,69115,50.397164146712,38.7386482690818,-77.80923849580698
51063,Floyd County,Virginia,VA,7824,7842,47,15666,50.05744925315972,36.931627065163475,-80.36252486262204
51065,Fluvanna County,Virginia,VA,12005,14277,43.3,26282,54.3223498972681,37.841887696271485,-78.27731313064952
51067,Franklin County,Virginia,VA,27532,28701,46.6,56233,51.03942524851956,36.991955755991405,-79.88105915274124
51069,Frederick County,Virginia,VA,42405,42748,40.6,85153,50.20140218195483,39.20457787690036,-78.26254727311455
51071,Giles County,Virginia,VA,8252,8562,44.5,16814,50.92185083858689,37.314246463413284,-80.70293917317055
51073,Gloucester County,Virginia,VA,18328,18833,44.7,37161,50.67947579451576,37.41596001522059,-76.5434356776547
51075,Goochland County,Virginia,VA,11129,11353,48.3,22482,50.49817631883285,37.72174520103876,-77.91596084711195
51077,Grayson County,Virginia,VA,7995,7816,47.7,15811,49.43393839731832,36.65655451019596,-81.22477509975226
51079,Greene County,Virginia,VA,9450,9960,40.1,19410,51.31375579598145,38.29760056170057,-78.46688905802075
51081,Greensville County,Virginia,VA,7336,4323,39.8,11659,37.07865168539326,36.67588778220826,-77.55958005557575
51083,Halifax County,Virginia,VA,16638,18141,46.1,34779,52.16078668161822,36.76691788357702,-78.93663558430885
51085,Hanover County,Virginia,VA,51222,53227,42.9,104449,50.95979856197762,37.760144716691286,-77.49117516959497
51087,Henrico County,Virginia,VA,154247,171395,38.5,325642,52.63295275179492,37.53798525792531,-77.40582665747422
51089,Henry County,Virginia,VA,24866,26722,47.2,51588,51.7988679537877,36.68277305748036,-79.87395941347785
51091,Highland County,Virginia,VA,1043,1171,59.3,2214,52.8906955736224,38.362321046343716,-79.5685515185617
51093,Isle of Wight County,Virginia,VA,17744,18628,44.4,36372,51.21522049928517,36.891289154271405,-76.72584445099865
51095,James City County,Virginia,VA,35884,38269,46.4,74153,51.60816150391757,37.32879329945779,-76.77877220242738
51097,King and Queen County,Virginia,VA,3538,3514,45.7,7052,49.8298355076574,37.71863566722168,-76.89528219892067
51099,King George County,Virginia,VA,12996,12894,37.3,25890,49.80301274623407,38.273347414891234,-77.15719219437983
51101,King William County,Virginia,VA,8113,8384,41.4,16497,50.82136145965933,37.7066094018178,-77.0885564111526
51103,Lancaster County,Virginia,VA,5108,5696,56.7,10804,52.72121436504998,37.7345336424718,-76.46322992464934
51105,Lee County,Virginia,VA,12608,11526,44.4,24134,47.75834921687247,36.70540302541955,-83.1285704541108
51107,Loudoun County,Virginia,VA,190737,194406,36,385143,50.476316588903344,39.09065296443628,-77.63572109188631
51109,Louisa County,Virginia,VA,17376,18004,44.7,35380,50.88750706613906,37.97819672088258,-77.96289165896472
51111,Lunenburg County,Virginia,VA,6261,6017,45.5,12278,49.006352826193186,36.94621474930061,-78.24055151182215
51113,Madison County,Virginia,VA,6350,6789,44.8,13139,51.67059898013547,38.41372171132822,-78.27923850372972
51115,Mathews County,Virginia,VA,4292,4504,52.9,8796,51.20509322419281,37.43539057226032,-76.3436480680691
51117,Mecklenburg County,Virginia,VA,14909,15938,48.4,30847,51.667909359094885,36.68035567515906,-78.3627450706829
51119,Middlesex County,Virginia,VA,5182,5518,53.4,10700,51.57009345794392,37.6302756714062,-76.56974806269305
51121,Montgomery County,Virginia,VA,50738,47259,28.5,97997,48.224945661601886,37.174287540557586,-80.38720608069406
51125,Nelson County,Virginia,VA,7198,7614,50.1,14812,51.40426681069403,37.78736112416862,-78.88683961948747
51127,New Kent County,Virginia,VA,10603,10500,43.7,21103,49.75595886840733,37.5052135669788,-76.99734975938763
51131,Northampton County,Virginia,VA,5699,6258,48.5,11957,52.33754286192188,37.34298527470178,-75.87697256101862
51133,Northumberland County,Virginia,VA,5967,6256,57.3,12223,51.18219749652295,37.887618044081556,-76.41965244800797
51135,Nottoway County,Virginia,VA,8403,7097,41.7,15500,45.78709677419355,37.143030670285974,-78.0512483576905
51137,Orange County,Virginia,VA,17418,18194,42.1,35612,51.08952038638661,38.246200548813086,-78.01368498886711
51139,Page County,Virginia,VA,11675,12074,45.1,23749,50.84003536991031,38.619436933989185,-78.48438942029328
51141,Patrick County,Virginia,VA,8896,8963,49.6,17859,50.18758049162887,36.678312067420165,-80.2843951780795
51143,Pittsylvania County,Virginia,VA,30241,31435,46.7,61676,50.967961605811006,36.82123907750472,-79.39713017173386
51145,Powhatan County,Virginia,VA,15249,13325,45.1,28574,46.633303002729754,37.55018051240227,-77.91521122110998
51147,Prince Edward County,Virginia,VA,11493,11463,30.8,22956,49.934657605854675,37.22428690866582,-78.4410707233733
51149,Prince George County,Virginia,VA,20612,17282,37,37894,45.60616456431097,37.18651751878679,-77.2241701067937
51153,Prince William County,Virginia,VA,227951,228798,34.9,456749,50.092720509513974,38.70300344154958,-77.48085391528002
51155,Pulaski County,Virginia,VA,17138,17096,46.3,34234,49.938657475024826,37.06355071132747,-80.71439511261
51157,Rappahannock County,Virginia,VA,3630,3702,50.1,7332,50.49099836333879,38.68479034044221,-78.15923214982062
51159,Richmond County,Virginia,VA,4928,3950,45.8,8878,44.492002703311556,37.94339257051556,-76.72687604379395
51161,Roanoke County,Virginia,VA,44850,48733,43.6,93583,52.0746289390167,37.26928424530938,-80.06799367986925
51163,Rockbridge County,Virginia,VA,11185,11324,48.7,22509,50.3087653827358,37.81452202072419,-79.44727340837018
51165,Rockingham County,Virginia,VA,38910,40534,41.6,79444,51.02210362016011,38.5120313998749,-78.87575803292816
51167,Russell County,Virginia,VA,13371,14037,45.4,27408,51.21497373029772,36.93385793785242,-82.09537328793365
51169,Scott County,Virginia,VA,11089,10920,46.9,22009,49.616066154754876,36.71428216019556,-82.60294510678021
51171,Shenandoah County,Virginia,VA,21044,22001,44.4,43045,51.11162736670926,38.858327979737226,-78.5708391705724
51173,Smyth County,Virginia,VA,15301,15758,44.9,31059,50.73569657748157,36.84375252133027,-81.53697384371243
51175,Southampton County,Virginia,VA,9345,8594,46.1,17939,47.906795250571385,36.720427265795756,-77.10609936650917
51177,Spotsylvania County,Virginia,VA,64570,66842,38.1,131412,50.86445682281679,38.18495991562207,-77.65607304522119
51179,Stafford County,Virginia,VA,72540,71472,35.3,144012,49.62919756686943,38.420706383183564,-77.45800899950946
51181,Surry County,Virginia,VA,3203,3397,49.6,6600,51.46969696969697,37.1098381927128,-76.9001995609689
51183,Sussex County,Virginia,VA,6831,4655,39.8,11486,40.52759881594985,36.92177680103805,-77.26181123877747
51185,Tazewell County,Virginia,VA,20841,21239,44.9,42080,50.472908745247146,37.12495439981998,-81.5605923425771
51187,Warren County,Virginia,VA,19666,19783,40.7,39449,50.148292732388654,38.908654808905844,-78.20846331251329
51191,Washington County,Virginia,VA,26851,27555,45.9,54406,50.64698746461788,36.72444526922581,-81.95982646492172
51193,Westmoreland County,Virginia,VA,8629,9009,47.9,17638,51.07721963941489,38.11193560773864,-76.80417125728823
51195,Wise County,Virginia,VA,20490,18535,40.7,39025,47.49519538757207,36.97524043203773,-82.62119834057415
51197,Wythe County,Virginia,VA,14112,14828,44.9,28940,51.23704215618521,36.91710398171465,-81.07871223792769
51199,York County,Virginia,VA,33231,34356,39.5,67587,50.83226064183941,37.24316538957631,-76.5635673645005
51510,Alexandria city,Virginia,VA,75346,81159,36.5,156505,51.85712916520239,38.81849825779436,-77.0861154650782
51520,Bristol city,Virginia,VA,8004,8839,42.2,16843,52.478774565101226,36.61793605210506,-82.16070796118504
51530,Buena Vista city,Virginia,VA,2845,3554,37.5,6399,55.53992811376778,37.73189522317431,-79.35685968206595
51540,Charlottesville city,Virginia,VA,22830,24212,31.3,47042,51.46890013179711,38.0374916180973,-78.48551533203141
51550,Chesapeake city,Virginia,VA,116188,121632,36.7,237820,51.144563114960896,36.67779366259457,-76.30238059061226
51570,Colonial Heights city,Virginia,VA,8053,9540,40.3,17593,54.226112658443704,37.2650031394472,-77.39689492427651
51580,Covington city,Virginia,VA,2742,2840,42.8,5582,50.87782156932998,37.77854360052812,-79.98678202622636
51590,Danville city,Virginia,VA,19041,22471,41.1,41512,54.13133551744074,36.583079058083015,-79.40875275885129
51595,Emporia city,Virginia,VA,2408,2973,38.4,5381,55.24995354023415,36.6953440180471,-77.53558946564446
51600,Fairfax city,Virginia,VA,11801,12064,38.1,23865,50.55101613241148,38.853085509480835,-77.29973008460514
51610,Falls Church city,Virginia,VA,7017,7050,38.8,14067,50.11729579867775,38.8846827282105,-77.1751093360086
51620,Franklin city,Virginia,VA,3611,4600,38.9,8211,56.022408963585434,36.68308444991232,-76.93861442912271
51630,Fredericksburg city,Virginia,VA,13064,15405,30.3,28469,54.111489690540594,38.29920619482981,-77.48719130448431
51640,Galax city,Virginia,VA,3174,3464,45.1,6638,52.18439288942452,36.666009959383416,-80.91760190206384
51650,Hampton city,Virginia,VA,65275,70308,36.1,135583,51.85605865042078,37.055089140647034,-76.36291888222618
51660,Harrisonburg city,Virginia,VA,25580,27811,25.1,53391,52.08930344065479,38.436205248273566,-78.87345309974245
51670,Hopewell city,Virginia,VA,10375,12033,36.5,22408,53.69957158157801,37.291479963517325,-77.29852871625803
51678,Lexington city,Virginia,VA,3910,3200,21.7,7110,45.0070323488045,37.7825062536846,-79.44398355045766
51680,Lynchburg city,Virginia,VA,37515,42616,28.2,80131,53.18291297999526,37.40027526818044,-79.19086205576502
51683,Manassas city,Virginia,VA,20775,20682,33.7,41457,49.88783558868225,38.74792463595113,-77.48384977077527
51685,Manassas Park city,Virginia,VA,8568,7855,35.3,16423,47.82926383730135,38.77183472009013,-77.44499004855771
51690,Martinsville city,Virginia,VA,5867,7234,40.8,13101,55.21715899549653,36.682652205246804,-79.86362136573443
51700,Newport News city,Virginia,VA,87221,92924,33.3,180145,51.58289155957701,37.10514981599662,-76.51848559760111
51710,Norfolk city,Virginia,VA,128293,117299,30.5,245592,47.76173490993192,36.89452163684652,-76.25901676567955
51720,Norton city,Virginia,VA,1792,2198,37.3,3990,55.08771929824562,36.93141576353189,-82.62624386361499
51730,Petersburg city,Virginia,VA,14651,17176,38.7,31827,53.966757784271216,37.20429553517465,-77.39129856178641
51735,Poquoson city,Virginia,VA,5856,6183,43.2,12039,51.35808621978569,37.13178476941527,-76.35687106425218
51740,Portsmouth city,Virginia,VA,45919,49392,35.2,95311,51.8219303123459,36.846838919999634,-76.35404272814746
51750,Radford city,Virginia,VA,8425,9205,22.9,17630,52.21213840045377,37.12289586437825,-80.5587469753417
51760,Richmond city,Virginia,VA,106222,117565,33.8,223787,52.534329518694115,37.529466196175875,-77.47556118299529
51770,Roanoke city,Virginia,VA,47775,51846,38.7,99621,52.04324389435963,37.278486130857964,-79.95803917031868
51775,Salem city,Virginia,VA,11902,13617,41.3,25519,53.36024138876915,37.286422655697145,-80.05546176142217
51790,Staunton city,Virginia,VA,11198,13254,42.5,24452,54.20415507933911,38.15929241527403,-79.06113614773854
51800,Suffolk city,Virginia,VA,43085,46075,38.2,89160,51.67676087931808,36.695318122407954,-76.63983900498263
51810,Virginia Beach city,Virginia,VA,221285,228850,35.9,450135,50.840303464516204,36.73353798092837,-76.04348547860994
51820,Waynesboro city,Virginia,VA,10660,11266,39.4,21926,51.38192100702362,38.067410662847664,-78.9013556744502
51830,Williamsburg city,Virginia,VA,6727,8061,24.6,14788,54.51041384906681,37.26924469791776,-76.70761651287368
51840,Winchester city,Virginia,VA,13573,14216,37.3,27789,51.15693259922991,39.1735134207124,-78.17461170764297
53001,Adams County,Washington,WA,9844,9608,28.3,19452,49.39337857289739,46.983382336220274,-118.56058043313998
53003,Asotin County,Washington,WA,10721,11616,45,22337,52.0034024264673,46.191820745554644,-117.20303346496166
53005,Benton County,Washington,WA,97139,97029,35.7,194168,49.9716740142557,46.23980804608087,-119.51121769291629
53007,Chelan County,Washington,WA,37764,37993,40.2,75757,50.15114114867273,47.86922060701924,-120.6189726527004
53009,Clallam County,Washington,WA,36857,37630,50.5,74487,50.51888248956193,48.0493223698826,-123.92799738845517
53011,Clark County,Washington,WA,230092,235292,38.2,465384,50.55867842469874,45.77920927703085,-122.4825200476553
53013,Columbia County,Washington,WA,1930,2071,49.4,4001,51.76205948512872,46.29752640636587,-117.90777481962736
53015,Cowlitz County,Washington,WA,51937,53175,41.5,105112,50.58889565415937,46.1932415490334,-122.68100236398334
53017,Douglas County,Washington,WA,20821,20550,37.1,41371,49.67247588890769,47.73610351683246,-119.69178815551307
53019,Ferry County,Washington,WA,3884,3692,49.6,7576,48.73284054910243,48.4702889152787,-118.51658914071957
53021,Franklin County,Washington,WA,47145,43515,30,90660,47.99801455989411,46.53472740968529,-118.89896929575896
53023,Garfield County,Washington,WA,1099,1125,45.5,2224,50.58453237410072,46.43163891622226,-117.54516733519931
53025,Grant County,Washington,WA,48099,46761,32.7,94860,49.29475015812776,47.205681005545856,-119.45175205482309
53027,Grays Harbor County,Washington,WA,36981,34986,43.7,71967,48.61394805952728,47.15024549042494,-123.77350634799413
53029,Island County,Washington,WA,40781,40855,44.2,81636,50.04532314175118,48.16300542635361,-122.54807098463483
53031,Jefferson County,Washington,WA,15354,15502,57.9,30856,50.23982369717397,47.74888658050615,-123.59526487036007
53033,King County,Washington,WA,1082940,1080317,37.1,2163257,49.93937382382214,47.490249075141705,-121.80523369126
53035,Kitsap County,Washington,WA,134094,128381,39,262475,48.91170587675017,47.61316507430308,-122.67172296943045
53037,Kittitas County,Washington,WA,22555,22270,33.1,44825,49.682097044060235,47.1243998546665,-120.67987779733836
53039,Klickitat County,Washington,WA,10751,10645,46.6,21396,49.752290147691156,45.87379703803709,-120.78912078101575
53041,Lewis County,Washington,WA,38509,38438,43.1,76947,49.953864348187714,46.57777294068943,-122.39268292835771
53043,Lincoln County,Washington,WA,5311,5124,48.4,10435,49.103977000479155,47.57626322315691,-118.41872723480871
53045,Mason County,Washington,WA,32413,30214,45.6,62627,48.244367445351045,47.34839443687405,-123.19272413907076
53047,Okanogan County,Washington,WA,21061,20577,42.9,41638,49.41880013449253,48.54879405559648,-119.7408379576317
53049,Pacific County,Washington,WA,10640,10641,53.1,21281,50.00234951365068,46.555690777426754,-123.70412853981297
53051,Pend Oreille County,Washington,WA,6694,6525,50.6,13219,49.36076859066495,48.53229304731611,-117.27399511451591
53053,Pierce County,Washington,WA,427571,432269,36.1,859840,50.2731903609974,47.02409030111075,-122.10455702303625
53055,San Juan County,Washington,WA,7956,8517,56.1,16473,51.702786377708975,48.57819131372923,-122.96496943944493
53057,Skagit County,Washington,WA,61376,62531,41.5,123907,50.46607536297384,48.479371228428434,-121.73018029479626
53059,Skamania County,Washington,WA,5861,5759,46.3,11620,49.561101549053355,46.023036082025456,-121.91474377164603
53061,Snohomish County,Washington,WA,394526,392094,37.8,786620,49.84541455849076,48.04747503840465,-121.69749410373261
53063,Spokane County,Washington,WA,246906,250969,37.5,497875,50.408034145116744,47.62066276224317,-117.40403497433945
53065,Stevens County,Washington,WA,21944,22270,46.6,44214,50.368661509928984,48.399099823819896,-117.85516055896076
53067,Thurston County,Washington,WA,134402,140282,39,274684,51.070320804997735,46.92577200112664,-122.83318614508308
53069,Wahkiakum County,Washington,WA,2000,2189,54.3,4189,52.25590833134399,46.291769177581735,-123.42442016299121
53071,Walla Walla County,Washington,WA,30830,29406,37.1,60236,48.81798260176639,46.229773161892645,-118.47844046947476
53073,Whatcom County,Washington,WA,107228,109584,37,216812,50.54332786008155,48.82590864879129,-121.71989204810522
53075,Whitman County,Washington,WA,24749,23844,24.6,48593,49.06879591710741,46.90117314410582,-117.52302705068217
53077,Yakima County,Washington,WA,124900,124425,32.8,249325,49.904742805575054,46.45706868078073,-120.73845626087387
54001,Barbour County,West Virginia,WV,8143,8587,41.7,16730,51.326957561267186,39.13295009170189,-80.00301852047677
54003,Berkeley County,West Virginia,WV,56013,57482,38.8,113495,50.64716507335125,39.464065755093166,-78.02751272648277
54005,Boone County,West Virginia,WV,11350,11467,42.7,22817,50.25638778104046,38.022989723255286,-81.71120723636894
54007,Braxton County,West Virginia,WV,7125,7157,45.2,14282,50.112029127573166,38.69985460218355,-80.71925218802424
54009,Brooke County,West Virginia,WV,11171,11601,46.2,22772,50.94414192868435,40.273868865754366,-80.5764521299657
54011,Cabell County,West Virginia,WV,46739,48579,38.5,95318,50.965190205417656,38.42030494746309,-82.24171158128885
