state,county,candidate,party,votes,won
Vermont,Andover,Erynn Whitney,IND,3,False
Vermont,Andover,Wayne Billado,IND,1,False
Vermont,Andover,Michael DeVost,IND,1,False
Vermont,Andover, Write-ins,WRI,1,False
Vermont,Andover,Charly Dickerson,UNA,0,False
Vermont,Corinth,Phil Scott,REP,578,True
Vermont,Corinth,David Zuckerman,DEM,204,False
Vermont,Corinth,Kevin Hoyt,IND,17,False
Vermont,Corinth,Emily Peyton,TM,7,False
Vermont,Corinth,Charly Dickerson,UNA,5,False
Vermont,Corinth,Wayne Billado,IND,3,False
Vermont,Corinth,Michael DeVost,IND,3,False
Vermont,Corinth,Erynn Whitney,IND,2,False
Vermont,Corinth, Write-ins,WRI,2,False
Vermont,Cornwall,Phil Scott,REP,566,True
Vermont,Cornwall,David Zuckerman,DEM,268,False
Vermont,Cornwall,Emily Peyton,TM,6,False
Vermont,Cornwall,Kevin Hoyt,IND,2,False
Vermont,Cornwall,Erynn Whitney,IND,2,False
Vermont,Cornwall, Write-ins,WRI,2,False
Vermont,Cornwall,Wayne Billado,IND,1,False
Vermont,Cornwall,Michael DeVost,IND,0,False
Vermont,Cornwall,Charly Dickerson,UNA,0,False
Vermont,Coventry,Phil Scott,REP,428,True
Vermont,Coventry,David Zuckerman,DEM,97,False
Vermont,Coventry,Michael DeVost,IND,11,False
Vermont,Coventry,Kevin Hoyt,IND,11,False
Vermont,Coventry,Emily Peyton,TM,6,False
Vermont,Coventry,Wayne Billado,IND,4,False
Vermont,Coventry, Write-ins,WRI,3,False
Vermont,Coventry,Erynn Whitney,IND,2,False
Vermont,Coventry,Charly Dickerson,UNA,0,False
Vermont,Craftsbury,Phil Scott,REP,514,True
Vermont,Craftsbury,David Zuckerman,DEM,216,False
Vermont,Craftsbury,Kevin Hoyt,IND,20,False
Vermont,Craftsbury,Emily Peyton,TM,6,False
Vermont,Craftsbury,Erynn Whitney,IND,3,False
Vermont,Craftsbury,Wayne Billado,IND,1,False
Vermont,Craftsbury,Michael DeVost,IND,1,False
Vermont,Craftsbury,Charly Dickerson,UNA,1,False
Vermont,Craftsbury, Write-ins,WRI,1,False
Vermont,Danby,Phil Scott,REP,543,True
Vermont,Danby,David Zuckerman,DEM,154,False
Vermont,Danby,Kevin Hoyt,IND,25,False
Vermont,Danby,Erynn Whitney,IND,8,False
Vermont,Danby,Emily Peyton,TM,7,False
Vermont,Danby, Write-ins,WRI,6,False
Vermont,Danby,Wayne Billado,IND,3,False
Vermont,Danby,Michael DeVost,IND,2,False
Vermont,Danby,Charly Dickerson,UNA,0,False
Vermont,Danville,Phil Scott,REP,1135,True
Vermont,Danville,David Zuckerman,DEM,279,False
Vermont,Danville,Kevin Hoyt,IND,15,False
Vermont,Danville,Michael DeVost,IND,9,False
Vermont,Danville,Emily Peyton,TM,9,False
Vermont,Danville,Charly Dickerson,UNA,6,False
Vermont,Danville, Write-ins,WRI,6,False
Vermont,Danville,Erynn Whitney,IND,5,False
Vermont,Danville,Wayne Billado,IND,2,False
Vermont,Derby,Phil Scott,REP,1924,True
Vermont,Derby,David Zuckerman,DEM,414,False
Vermont,Derby,Michael DeVost,IND,37,False
Vermont,Derby,Kevin Hoyt,IND,37,False
Vermont,Derby,Emily Peyton,TM,26,False
Vermont,Derby, Write-ins,WRI,13,False
Vermont,Derby,Charly Dickerson,UNA,9,False
Vermont,Derby,Wayne Billado,IND,6,False
Vermont,Derby,Erynn Whitney,IND,5,False
Vermont,Dorset,Phil Scott,REP,928,True
Vermont,Dorset,David Zuckerman,DEM,402,False
Vermont,Dorset,Kevin Hoyt,IND,25,False
Vermont,Dorset,Erynn Whitney,IND,15,False
Vermont,Dorset,Emily Peyton,TM,13,False
Vermont,Dorset,Charly Dickerson,UNA,3,False
Vermont,Dorset, Write-ins,WRI,3,False
Vermont,Dorset,Wayne Billado,IND,2,False
Vermont,Dorset,Michael DeVost,IND,0,False
Vermont,Dover,Phil Scott,REP,630,True
Vermont,Dover,David Zuckerman,DEM,261,False
Vermont,Dover,Kevin Hoyt,IND,18,False
Vermont,Dover,Emily Peyton,TM,15,False
Vermont,Dover,Wayne Billado,IND,13,False
Vermont,Dover,Erynn Whitney,IND,7,False
Vermont,Dover,Michael DeVost,IND,3,False
Vermont,Dover,Charly Dickerson,UNA,3,False
Vermont,Dover, Write-ins,WRI,0,False
Vermont,Dummerston,Phil Scott,REP,663,True
Vermont,Dummerston,David Zuckerman,DEM,610,False
Vermont,Dummerston,Emily Peyton,TM,26,False
Vermont,Dummerston,Kevin Hoyt,IND,11,False
Vermont,Dummerston,Charly Dickerson,UNA,4,False
Vermont,Dummerston,Erynn Whitney,IND,3,False
Vermont,Dummerston, Write-ins,WRI,2,False
Vermont,Dummerston,Michael DeVost,IND,1,False
Vermont,Dummerston,Wayne Billado,IND,0,False
Vermont,Arlington,Phil Scott,REP,922,True
Vermont,Arlington,David Zuckerman,DEM,385,False
Vermont,Arlington,Kevin Hoyt,IND,78,False
Vermont,Arlington,Erynn Whitney,IND,54,False
Vermont,Arlington,Emily Peyton,TM,7,False
Vermont,Arlington,Charly Dickerson,UNA,4,False
Vermont,Arlington,Wayne Billado,IND,3,False
Vermont,Arlington, Write-ins,WRI,3,False
Vermont,Arlington,Michael DeVost,IND,2,False
Vermont,Duxbury,Phil Scott,REP,662,True
Vermont,Duxbury,David Zuckerman,DEM,225,False
Vermont,Duxbury,Kevin Hoyt,IND,7,False
Vermont,Duxbury,Emily Peyton,TM,7,False
Vermont,Duxbury,Charly Dickerson,UNA,3,False
Vermont,Duxbury,Erynn Whitney,IND,3,False
Vermont,Duxbury,Wayne Billado,IND,2,False
Vermont,Duxbury,Michael DeVost,IND,0,False
Vermont,Duxbury, Write-ins,WRI,0,False
Vermont,East Haven,Phil Scott,REP,96,True
Vermont,East Haven,David Zuckerman,DEM,33,False
Vermont,East Haven,Michael DeVost,IND,4,False
Vermont,East Haven,Kevin Hoyt,IND,4,False
Vermont,East Haven, Write-ins,WRI,2,False
Vermont,East Haven,Erynn Whitney,IND,1,False
Vermont,East Haven,Wayne Billado,IND,0,False
Vermont,East Haven,Charly Dickerson,UNA,0,False
Vermont,East Haven,Emily Peyton,TM,0,False
Vermont,East Montpelier,Phil Scott,REP,1139,True
Vermont,East Montpelier,David Zuckerman,DEM,553,False
Vermont,East Montpelier,Kevin Hoyt,IND,14,False
Vermont,East Montpelier,Emily Peyton,TM,9,False
Vermont,East Montpelier, Write-ins,WRI,8,False
Vermont,East Montpelier,Charly Dickerson,UNA,7,False
Vermont,East Montpelier,Erynn Whitney,IND,7,False
Vermont,East Montpelier,Wayne Billado,IND,4,False
Vermont,East Montpelier,Michael DeVost,IND,0,False
Vermont,Eden,Phil Scott,REP,452,True
Vermont,Eden,David Zuckerman,DEM,132,False
Vermont,Eden,Kevin Hoyt,IND,12,False
Vermont,Eden,Emily Peyton,TM,8,False
Vermont,Eden,Erynn Whitney,IND,6,False
Vermont,Eden, Write-ins,WRI,5,False
Vermont,Eden,Michael DeVost,IND,4,False
Vermont,Eden,Charly Dickerson,UNA,3,False
Vermont,Eden,Wayne Billado,IND,0,False
Vermont,Elmore,Phil Scott,REP,446,True
Vermont,Elmore,David Zuckerman,DEM,144,False
Vermont,Elmore, Write-ins,WRI,11,False
Vermont,Elmore,Emily Peyton,TM,2,False
Vermont,Elmore,Wayne Billado,IND,1,False
Vermont,Elmore,Michael DeVost,IND,1,False
Vermont,Elmore,Charly Dickerson,UNA,1,False
Vermont,Elmore,Kevin Hoyt,IND,1,False
Vermont,Elmore,Erynn Whitney,IND,0,False
Vermont,Enosburgh,Phil Scott,REP,1004,True
Vermont,Enosburgh,David Zuckerman,DEM,198,False
Vermont,Enosburgh,Kevin Hoyt,IND,17,False
Vermont,Enosburgh,Wayne Billado,IND,16,False
Vermont,Enosburgh,Emily Peyton,TM,14,False
Vermont,Enosburgh,Erynn Whitney,IND,6,False
Vermont,Enosburgh,Michael DeVost,IND,5,False
Vermont,Enosburgh,Charly Dickerson,UNA,5,False
Vermont,Enosburgh, Write-ins,WRI,5,False
Vermont,Essex,Phil Scott,REP,9874,True
Vermont,Essex,David Zuckerman,DEM,3085,False
Vermont,Essex,Emily Peyton,TM,64,False
Vermont,Essex,Kevin Hoyt,IND,55,False
Vermont,Essex, Write-ins,WRI,49,False
Vermont,Essex,Erynn Whitney,IND,47,False
Vermont,Essex,Wayne Billado,IND,45,False
Vermont,Essex,Michael DeVost,IND,41,False
Vermont,Essex,Charly Dickerson,UNA,18,False
Vermont,Fairfax,Phil Scott,REP,2367,True
Vermont,Fairfax,David Zuckerman,DEM,507,False
Vermont,Fairfax,Kevin Hoyt,IND,24,False
Vermont,Fairfax,Wayne Billado,IND,23,False
Vermont,Fairfax,Emily Peyton,TM,21,False
Vermont,Fairfax,Erynn Whitney,IND,10,False
Vermont,Fairfax, Write-ins,WRI,10,False
Vermont,Fairfax,Charly Dickerson,UNA,8,False
Vermont,Fairfax,Michael DeVost,IND,7,False
Vermont,Fairfield,Phil Scott,REP,890,True
Vermont,Fairfield,David Zuckerman,DEM,189,False
Vermont,Fairfield,Wayne Billado,IND,16,False
Vermont,Fairfield,Kevin Hoyt,IND,14,False
Vermont,Fairfield,Emily Peyton,TM,13,False
Vermont,Fairfield, Write-ins,WRI,5,False
Vermont,Fairfield,Erynn Whitney,IND,4,False
Vermont,Fairfield,Michael DeVost,IND,3,False
Vermont,Fairfield,Charly Dickerson,UNA,2,False
Vermont,Fair Haven,Phil Scott,REP,948,True
Vermont,Fair Haven,David Zuckerman,DEM,243,False
Vermont,Fair Haven, Write-ins,WRI,38,False
Vermont,Fair Haven,Kevin Hoyt,IND,26,False
Vermont,Fair Haven,Emily Peyton,TM,19,False
Vermont,Fair Haven,Erynn Whitney,IND,9,False
Vermont,Fair Haven,Michael DeVost,IND,7,False
Vermont,Fair Haven,Wayne Billado,IND,4,False
Vermont,Fair Haven,Charly Dickerson,UNA,4,False
Vermont,Athens,Phil Scott,REP,128,True
Vermont,Athens,David Zuckerman,DEM,67,False
Vermont,Athens,Emily Peyton,TM,8,False
Vermont,Athens,Kevin Hoyt,IND,6,False
Vermont,Athens,Erynn Whitney,IND,1,False
Vermont,Athens,Wayne Billado,IND,0,False
Vermont,Athens,Michael DeVost,IND,0,False
Vermont,Athens,Charly Dickerson,UNA,0,False
Vermont,Athens, Write-ins,WRI,0,False
Vermont,Fairlee,Phil Scott,REP,443,True
Vermont,Fairlee,David Zuckerman,DEM,165,False
Vermont,Fairlee,Emily Peyton,TM,7,False
Vermont,Fairlee,Kevin Hoyt,IND,5,False
Vermont,Fairlee,Erynn Whitney,IND,3,False
Vermont,Fairlee, Write-ins,WRI,3,False
Vermont,Fairlee,Wayne Billado,IND,1,False
Vermont,Fairlee,Michael DeVost,IND,1,False
Vermont,Fairlee,Charly Dickerson,UNA,1,False
Vermont,Fayston,Phil Scott,REP,649,True
Vermont,Fayston,David Zuckerman,DEM,293,False
Vermont,Fayston,Emily Peyton,TM,4,False
Vermont,Fayston,Michael DeVost,IND,2,False
Vermont,Fayston,Charly Dickerson,UNA,2,False
Vermont,Fayston,Erynn Whitney,IND,2,False
Vermont,Fayston,Wayne Billado,IND,1,False
Vermont,Fayston,Kevin Hoyt,IND,1,False
Vermont,Fayston, Write-ins,WRI,0,False
Vermont,Ferrisburg,Phil Scott,REP,1326,True
Vermont,Ferrisburg,David Zuckerman,DEM,449,False
Vermont,Ferrisburg,Kevin Hoyt,IND,11,False
Vermont,Ferrisburg,Charly Dickerson,UNA,8,False
Vermont,Ferrisburg,Emily Peyton,TM,8,False
Vermont,Ferrisburg,Wayne Billado,IND,4,False
Vermont,Ferrisburg,Erynn Whitney,IND,4,False
Vermont,Ferrisburg, Write-ins,WRI,4,False
Vermont,Ferrisburg,Michael DeVost,IND,1,False
Vermont,Fletcher,Phil Scott,REP,613,True
Vermont,Fletcher,David Zuckerman,DEM,186,False
Vermont,Fletcher,Kevin Hoyt,IND,7,False
Vermont,Fletcher,Wayne Billado,IND,5,False
Vermont,Fletcher,Emily Peyton,TM,3,False
Vermont,Fletcher, Write-ins,WRI,3,False
Vermont,Fletcher,Michael DeVost,IND,2,False
Vermont,Fletcher,Charly Dickerson,UNA,1,False
Vermont,Fletcher,Erynn Whitney,IND,0,False
Vermont,Franklin,Phil Scott,REP,621,True
Vermont,Franklin,David Zuckerman,DEM,84,False
Vermont,Franklin,Wayne Billado,IND,14,False
Vermont,Franklin,Kevin Hoyt,IND,14,False
Vermont,Franklin, Write-ins,WRI,11,False
Vermont,Franklin,Emily Peyton,TM,8,False
Vermont,Franklin,Charly Dickerson,UNA,5,False
Vermont,Franklin,Erynn Whitney,IND,4,False
Vermont,Franklin,Michael DeVost,IND,2,False
Vermont,Georgia,Phil Scott,REP,2386,True
Vermont,Georgia,David Zuckerman,DEM,391,False
Vermont,Georgia,Wayne Billado,IND,46,False
Vermont,Georgia,Kevin Hoyt,IND,25,False
Vermont,Georgia,Emily Peyton,TM,22,False
Vermont,Georgia, Write-ins,WRI,12,False
Vermont,Georgia,Erynn Whitney,IND,7,False
Vermont,Georgia,Michael DeVost,IND,6,False
Vermont,Georgia,Charly Dickerson,UNA,4,False
Vermont,Glover,Phil Scott,REP,465,True
Vermont,Glover,David Zuckerman,DEM,162,False
Vermont,Glover,Michael DeVost,IND,9,False
Vermont,Glover,Kevin Hoyt,IND,9,False
Vermont,Glover, Write-ins,WRI,7,False
Vermont,Glover,Emily Peyton,TM,5,False
Vermont,Glover,Erynn Whitney,IND,2,False
Vermont,Glover,Wayne Billado,IND,0,False
Vermont,Glover,Charly Dickerson,UNA,0,False
Vermont,Goshen,Phil Scott,REP,76,True
Vermont,Goshen,David Zuckerman,DEM,48,False
Vermont,Goshen,Kevin Hoyt,IND,2,False
Vermont,Goshen,Charly Dickerson,UNA,1,False
Vermont,Goshen,Emily Peyton,TM,1,False
Vermont,Goshen,Erynn Whitney,IND,1,False
Vermont,Goshen,Wayne Billado,IND,0,False
Vermont,Goshen,Michael DeVost,IND,0,False
Vermont,Goshen, Write-ins,WRI,0,False
Vermont,Grafton,Phil Scott,REP,291,True
Vermont,Grafton,David Zuckerman,DEM,104,False
Vermont,Grafton,Kevin Hoyt,IND,7,False
Vermont,Grafton,Erynn Whitney,IND,4,False
Vermont,Grafton,Michael DeVost,IND,2,False
Vermont,Grafton,Emily Peyton,TM,2,False
Vermont,Grafton,Wayne Billado,IND,1,False
Vermont,Grafton,Charly Dickerson,UNA,0,False
Vermont,Grafton, Write-ins,WRI,0,False
Vermont,Granby,Phil Scott,REP,27,True
Vermont,Granby,David Zuckerman,DEM,13,False
Vermont,Granby,Wayne Billado,IND,1,False
Vermont,Granby,Michael DeVost,IND,1,False
Vermont,Granby,Emily Peyton,TM,1,False
Vermont,Granby,Charly Dickerson,UNA,0,False
Vermont,Granby,Kevin Hoyt,IND,0,False
Vermont,Granby,Erynn Whitney,IND,0,False
Vermont,Granby, Write-ins,WRI,0,False
Vermont,Bakersfield,Phil Scott,REP,539,True
Vermont,Bakersfield,David Zuckerman,DEM,128,False
Vermont,Bakersfield,Kevin Hoyt,IND,8,False
Vermont,Bakersfield,Emily Peyton,TM,8,False
Vermont,Bakersfield,Wayne Billado,IND,5,False
Vermont,Bakersfield, Write-ins,WRI,3,False
Vermont,Bakersfield,Charly Dickerson,UNA,2,False
Vermont,Bakersfield,Erynn Whitney,IND,2,False
Vermont,Bakersfield,Michael DeVost,IND,1,False
Vermont,Grand Isle,Phil Scott,REP,1109,True
Vermont,Grand Isle,David Zuckerman,DEM,254,False
Vermont,Grand Isle,Emily Peyton,TM,15,False
Vermont,Grand Isle,Wayne Billado,IND,9,False
Vermont,Grand Isle,Kevin Hoyt,IND,5,False
Vermont,Grand Isle,Erynn Whitney,IND,4,False
Vermont,Grand Isle,Michael DeVost,IND,2,False
Vermont,Grand Isle,Charly Dickerson,UNA,1,False
Vermont,Grand Isle, Write-ins,WRI,1,False
Vermont,Granville,Phil Scott,REP,106,True
Vermont,Granville,David Zuckerman,DEM,57,False
Vermont,Granville, Write-ins,WRI,1,False
Vermont,Granville,Wayne Billado,IND,0,False
Vermont,Granville,Michael DeVost,IND,0,False
Vermont,Granville,Charly Dickerson,UNA,0,False
Vermont,Granville,Kevin Hoyt,IND,0,False
Vermont,Granville,Emily Peyton,TM,0,False
Vermont,Granville,Erynn Whitney,IND,0,False
Vermont,Greensboro,Phil Scott,REP,312,True
Vermont,Greensboro,David Zuckerman,DEM,161,False
Vermont,Greensboro,Kevin Hoyt,IND,6,False
Vermont,Greensboro,Michael DeVost,IND,2,False
Vermont,Greensboro,Charly Dickerson,UNA,1,False
Vermont,Greensboro, Write-ins,WRI,1,False
Vermont,Greensboro,Wayne Billado,IND,0,False
Vermont,Greensboro,Emily Peyton,TM,0,False
Vermont,Greensboro,Erynn Whitney,IND,0,False
Vermont,Groton,Phil Scott,REP,411,True
Vermont,Groton,David Zuckerman,DEM,97,False
Vermont,Groton,Kevin Hoyt,IND,13,False
Vermont,Groton,Charly Dickerson,UNA,4,False
Vermont,Groton,Emily Peyton,TM,4,False
Vermont,Groton,Michael DeVost,IND,3,False
Vermont,Groton,Wayne Billado,IND,2,False
Vermont,Groton, Write-ins,WRI,2,False
Vermont,Groton,Erynn Whitney,IND,1,False
Vermont,Guildhall,Phil Scott,REP,130,True
Vermont,Guildhall,David Zuckerman,DEM,34,False
Vermont,Guildhall,Kevin Hoyt,IND,4,False
Vermont,Guildhall,Charly Dickerson,UNA,2,False
Vermont,Guildhall,Michael DeVost,IND,1,False
Vermont,Guildhall,Wayne Billado,IND,0,False
Vermont,Guildhall,Emily Peyton,TM,0,False
Vermont,Guildhall,Erynn Whitney,IND,0,False
Vermont,Guildhall, Write-ins,WRI,0,False
Vermont,Guilford,Phil Scott,REP,699,True
Vermont,Guilford,David Zuckerman,DEM,566,False
Vermont,Guilford,Emily Peyton,TM,26,False
Vermont,Guilford,Kevin Hoyt,IND,15,False
Vermont,Guilford,Wayne Billado,IND,8,False
Vermont,Guilford,Erynn Whitney,IND,7,False
Vermont,Guilford,Charly Dickerson,UNA,5,False
Vermont,Guilford, Write-ins,WRI,2,False
Vermont,Guilford,Michael DeVost,IND,0,False
Vermont,Halifax,Phil Scott,REP,280,True
Vermont,Halifax,David Zuckerman,DEM,157,False
Vermont,Halifax,Kevin Hoyt,IND,15,False
Vermont,Halifax,Emily Peyton,TM,15,False
Vermont,Halifax,Wayne Billado,IND,3,False
Vermont,Halifax, Write-ins,WRI,3,False
Vermont,Halifax,Michael DeVost,IND,2,False
Vermont,Halifax,Charly Dickerson,UNA,0,False
Vermont,Halifax,Erynn Whitney,IND,0,False
Vermont,Hancock,Phil Scott,REP,119,True
Vermont,Hancock,David Zuckerman,DEM,49,False
Vermont,Hancock,Kevin Hoyt,IND,1,False
Vermont,Hancock,Erynn Whitney,IND,1,False
Vermont,Hancock, Write-ins,WRI,1,False
Vermont,Hancock,Wayne Billado,IND,0,False
Vermont,Hancock,Michael DeVost,IND,0,False
Vermont,Hancock,Charly Dickerson,UNA,0,False
Vermont,Hancock,Emily Peyton,TM,0,False
Vermont,Hardwick,Phil Scott,REP,1108,True
Vermont,Hardwick,David Zuckerman,DEM,397,False
Vermont,Hardwick,Emily Peyton,TM,22,False
Vermont,Hardwick,Kevin Hoyt,IND,16,False
Vermont,Hardwick,Michael DeVost,IND,6,False
Vermont,Hardwick,Erynn Whitney,IND,5,False
Vermont,Hardwick,Wayne Billado,IND,4,False
Vermont,Hardwick,Charly Dickerson,UNA,3,False
Vermont,Hardwick, Write-ins,WRI,3,False
Vermont,Hartford,Phil Scott,REP,3961,True
Vermont,Hartford,David Zuckerman,DEM,1943,False
Vermont,Hartford,Kevin Hoyt,IND,65,False
Vermont,Hartford,Emily Peyton,TM,60,False
Vermont,Hartford,Erynn Whitney,IND,40,False
Vermont,Hartford,Michael DeVost,IND,30,False
Vermont,Hartford,Charly Dickerson,UNA,26,False
Vermont,Hartford, Write-ins,WRI,19,False
Vermont,Hartford,Wayne Billado,IND,18,False
Vermont,Baltimore,Phil Scott,REP,101,True
Vermont,Baltimore,David Zuckerman,DEM,28,False
Vermont,Baltimore, Write-ins,WRI,4,False
Vermont,Baltimore,Erynn Whitney,IND,2,False
Vermont,Baltimore,Michael DeVost,IND,1,False
Vermont,Baltimore,Charly Dickerson,UNA,1,False
Vermont,Baltimore,Kevin Hoyt,IND,1,False
Vermont,Baltimore,Emily Peyton,TM,1,False
Vermont,Baltimore,Wayne Billado,IND,0,False
Vermont,Hartland,Phil Scott,REP,1449,True
Vermont,Hartland,David Zuckerman,DEM,622,False
Vermont,Hartland,Kevin Hoyt,IND,24,False
Vermont,Hartland,Emily Peyton,TM,22,False
Vermont,Hartland,Charly Dickerson,UNA,19,False
Vermont,Hartland, Write-ins,WRI,7,False
Vermont,Hartland,Michael DeVost,IND,6,False
Vermont,Hartland,Erynn Whitney,IND,6,False
Vermont,Hartland,Wayne Billado,IND,2,False
Vermont,Highgate,Phil Scott,REP,1395,True
Vermont,Highgate,David Zuckerman,DEM,214,False
Vermont,Highgate,Wayne Billado,IND,40,False
Vermont,Highgate,Kevin Hoyt,IND,19,False
Vermont,Highgate,Emily Peyton,TM,19,False
Vermont,Highgate,Michael DeVost,IND,10,False
Vermont,Highgate,Erynn Whitney,IND,9,False
Vermont,Highgate,Charly Dickerson,UNA,5,False
Vermont,Highgate, Write-ins,WRI,5,False
Vermont,Hinesburg,Phil Scott,REP,2016,True
Vermont,Hinesburg,David Zuckerman,DEM,989,False
Vermont,Hinesburg,Kevin Hoyt,IND,12,False
Vermont,Hinesburg,Emily Peyton,TM,11,False
Vermont,Hinesburg, Write-ins,WRI,9,False
Vermont,Hinesburg,Erynn Whitney,IND,8,False
Vermont,Hinesburg,Wayne Billado,IND,6,False
Vermont,Hinesburg,Charly Dickerson,UNA,2,False
Vermont,Hinesburg,Michael DeVost,IND,1,False
Vermont,Holland,Phil Scott,REP,266,True
Vermont,Holland,David Zuckerman,DEM,52,False
Vermont,Holland,Michael DeVost,IND,14,False
Vermont,Holland,Kevin Hoyt,IND,7,False
Vermont,Holland,Erynn Whitney,IND,5,False
Vermont,Holland, Write-ins,WRI,3,False
Vermont,Holland,Charly Dickerson,UNA,2,False
Vermont,Holland,Wayne Billado,IND,1,False
Vermont,Holland,Emily Peyton,TM,1,False
Vermont,Hubbardton,Phil Scott,REP,314,True
Vermont,Hubbardton,David Zuckerman,DEM,91,False
Vermont,Hubbardton,Emily Peyton,TM,4,False
Vermont,Hubbardton,Michael DeVost,IND,3,False
Vermont,Hubbardton,Erynn Whitney,IND,3,False
Vermont,Hubbardton,Wayne Billado,IND,2,False
Vermont,Hubbardton,Kevin Hoyt,IND,2,False
Vermont,Hubbardton,Charly Dickerson,UNA,1,False
Vermont,Hubbardton, Write-ins,WRI,1,False
Vermont,Huntington,Phil Scott,REP,921,True
Vermont,Huntington,David Zuckerman,DEM,449,False
Vermont,Huntington,Emily Peyton,TM,12,False
Vermont,Huntington,Kevin Hoyt,IND,7,False
Vermont,Huntington,Charly Dickerson,UNA,3,False
Vermont,Huntington,Erynn Whitney,IND,3,False
Vermont,Huntington, Write-ins,WRI,3,False
Vermont,Huntington,Michael DeVost,IND,2,False
Vermont,Huntington,Wayne Billado,IND,1,False
Vermont,Hyde Park,Phil Scott,REP,1282,True
Vermont,Hyde Park,David Zuckerman,DEM,380,False
Vermont,Hyde Park,Emily Peyton,TM,16,False
Vermont,Hyde Park,Kevin Hoyt,IND,14,False
Vermont,Hyde Park,Michael DeVost,IND,8,False
Vermont,Hyde Park,Erynn Whitney,IND,6,False
Vermont,Hyde Park, Write-ins,WRI,6,False
Vermont,Hyde Park,Charly Dickerson,UNA,4,False
Vermont,Hyde Park,Wayne Billado,IND,2,False
Vermont,Ira,Phil Scott,REP,205,True
Vermont,Ira,David Zuckerman,DEM,45,False
Vermont,Ira,Emily Peyton,TM,4,False
Vermont,Ira,Kevin Hoyt,IND,3,False
Vermont,Ira,Charly Dickerson,UNA,1,False
Vermont,Ira,Wayne Billado,IND,0,False
Vermont,Ira,Michael DeVost,IND,0,False
Vermont,Ira,Erynn Whitney,IND,0,False
Vermont,Ira, Write-ins,WRI,0,False
Vermont,Irasburg,Phil Scott,REP,536,True
Vermont,Irasburg,David Zuckerman,DEM,78,False
Vermont,Irasburg,Kevin Hoyt,IND,15,False
Vermont,Irasburg, Write-ins,WRI,15,False
