county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
Ohio,IN,0.726,0.235,2917,2118,686,0.756,0.237,3164,2392,750,38.955305,-84.96515993,151,7,5911,2967,2944,1,96.7,1.3,0.1,0.3,0,4744,58359,3753,27715,1422,5,2.9,24.9,23.3,18.1,11.1,22.6,84,9.6,0.2,3.9,0.7,1.7,31.3,3041,82.7,14.2,1.8,1.2,3.3
Ohio,KY,0.764,0.2,10398,7942,2080,0.771,0.216,11127,8582,2404,37.47751843,-86.85368087,631,10,24062,11957,12105,3.4,94.4,0.9,0,0.3,0,18187,41470,3052,21368,1798,21.3,34.9,26.7,16.2,20.3,16.1,20.5,82.4,13.8,0.3,1.8,0.4,1.2,24.3,9324,79,13.7,7.3,0,10
Ohio,WV,0.622,0.306,17819,11077,5452,0.621,0.363,19674,12226,7139,40.0955451,-80.62203992,638,9,42906,20667,22239,1,92.3,4,0.2,0.7,0,34436,45777,2213,29769,1262,13.7,18.5,34.9,22.5,22.8,8.6,11.3,79.9,8.3,1.4,6.7,0.5,3.2,19.7,20005,80.9,14.5,4.4,0.2,5.1
Okaloosa,FL,0.713,0.236,100657,71788,23711,0.684,0.293,116677,79771,34227,30.69143028,-86.59267105,6545,130,197591,100239,97352,8.7,74.5,9.5,0.6,2.8,0.1,148106,59955,1565,30775,649,11.5,16.6,35.5,22.4,24.3,10,7.8,82.9,8.6,0.3,1.8,2.8,3.5,23.6,85823,73.2,20.1,6.5,0.2,6.1
Okanogan,WA,0.573,0.372,7061,4048,2630,0.561,0.419,20561,11544,8621,48.54855019,-119.7387224,1124,11,41377,20868,20509,19.4,65.8,0.4,9.3,0.9,0.2,28678,42598,2416,22755,921,21.8,29.9,29.1,19.3,20.6,18.5,12.5,77.1,8.3,0.7,6.1,1.6,6.3,17.2,16762,64.5,25,10.2,0.3,6.7
Okeechobee,FL,0.685,0.29,13632,9342,3953,0.718,0.275,15983,11470,4389,27.3863362,-80.88944347,1763,38,40228,21767,18461,25,64,8,0.6,0.9,0.2,28113,39059,1686,18611,1053,22.3,34,21.3,22.2,21.9,20.8,13.8,80.6,13.3,0.2,1.9,1.7,2.3,24,14085,78.2,13.4,8.2,0.1,9
Okfuskee,OK,0.71,0.24,3933,2791,943,0.757,0.222,4038,3058,896,35.46485198,-96.32639984,582,8,12160,6518,5642,3.9,61.6,7.6,13.7,0.1,0,9208,38346,2708,17656,993,25.2,28.3,26.5,19.9,20.6,19.6,13.4,79.3,12.2,0.4,3.6,2,2.5,27.5,3875,64.7,26.8,7.8,0.7,8.2
Oklahoma,OK,0.517,0.412,273609,141429,112661,0.492,0.481,294740,145050,141724,35.55140095,-97.40716948,24869,232,774203,378842,395361,16.8,56.8,14.8,2.5,3.3,0.1,524813,50762,484,29127,333,17,25.8,36.5,17.2,25,10.7,10.6,82.3,10.8,0.5,1.6,1,3.7,21.2,363998,78.9,14.9,6,0.1,5.2
Okmulgee,OK,0.641,0.314,13924,8926,4379,0.675,0.304,14313,9668,4357,35.64661916,-95.96432828,1313,14,39121,19298,19823,3.8,62.8,8.5,13.5,0.4,0,29448,39567,2363,21436,777,19.5,27.1,29.1,19.5,23.6,11.3,16.5,81.8,10.4,0.2,3.5,1.3,2.9,26.1,15019,75.5,18.6,5.6,0.4,10
Oktibbeha,MS,0.475,0.486,16151,7671,7851,0.455,0.52,19737,8972,10257,33.42491685,-88.87905132,2087,57,49392,24860,24532,1.6,56.9,37.1,0.1,2.9,0,39151,37348,2573,21322,992,29.8,23.7,44.8,19.2,19.6,6.6,9.8,80.2,12.4,0.4,2.4,0.8,3.8,19.9,20717,58.6,37.2,4,0.2,9.5
Oldham,KY,0.623,0.313,32853,20469,10268,0.597,0.382,37936,22651,14504,38.39791089,-85.448222,1511,26,64633,33876,30757,3.8,88.5,3.6,0.2,1.4,0.1,47125,92237,2747,38063,1181,5.6,7.2,45.1,13.1,25.3,7.1,9.4,85.1,6.5,0.5,0.6,1,6.2,27.7,30706,82.5,12.4,5.1,0.1,3.5
Oldham,TX,0.899,0.083,945,850,78,0.909,0.08,1009,917,81,35.40425596,-102.6027606,27,2,2083,1208,875,15.5,75.8,5.6,0,0.1,0,1289,62426,7152,25461,7333,11.1,14.6,35.3,15.6,23.6,11.9,13.7,73.2,11.4,0,10.1,0.8,4.4,19,776,82.5,11.9,5.2,0.5,3.8
Oliver,ND,0.825,0.119,1002,827,119,0.861,0.121,1066,918,129,47.11530482,-101.3406158,87,2,1822,950,872,3.7,91.5,0.4,2.7,0.4,0,1426,71500,6293,38604,4878,3.1,0.3,40.2,12.4,15.8,21.4,10.1,67.3,11.5,0,1.9,1.8,17.5,29.1,910,57.4,21.9,19.6,1.2,2.3
Olmsted,MN,0.45,0.457,79277,35668,36266,0.436,0.543,91086,39692,49492,44.00374114,-92.40209944,3623,30,151685,74208,77477,4.8,81.1,5.5,0.2,5.8,0,107204,72337,1659,37956,711,9.1,11.3,49.6,15.8,19.3,6.4,8.8,73.9,11.4,5.4,3.5,1.7,4.1,17.5,80838,86.5,8.8,4.6,0.1,4.3
Oneida,ID,0.74,0.089,2068,1531,184,0.876,0.102,2451,2148,249,42.1949428,-112.5407838,64,0,4284,2136,2148,4.2,93.7,0.1,0.4,0,0,2965,43491,8254,21360,1821,12.6,20,30.3,16.5,15.1,16.3,21.8,77,14.2,0,4.1,0.8,4,24.6,1693,70.2,22.9,6.6,0.3,5.4
Oneida,NY,0.578,0.367,83876,48490,30749,0.618,0.363,84099,51950,30542,43.24375382,-75.43710392,2851,129,232324,115854,116470,5.4,82.6,5.8,0.2,4,0,176028,51316,933,27283,549,16.6,26.2,35.3,20.4,23.4,8.3,12.6,82.1,8,1,3.7,0.7,4.4,19.6,102889,74.9,19.6,5.2,0.3,6
Oneida,WI,0.56,0.389,20837,11677,8103,0.566,0.418,24159,13671,10105,45.70677897,-89.51944105,1373,13,35352,17790,17562,1.4,95.1,0.7,1.1,0.5,0,29158,52945,1618,30550,1039,9,11.6,31.7,19,24.3,10.9,14,83.3,8,0.4,2.2,1.3,4.8,19.8,16826,80.6,12.2,7,0.2,3.9
Onondaga,NY,0.408,0.536,191962,78277,102915,0.447,0.531,176798,78994,93850,43.00491923,-76.19971155,5762,212,467669,225685,241984,4.7,77.1,10.7,0.5,3.9,0,351788,57271,864,31436,352,14.9,21.6,41.2,17.4,25.3,6.7,9.4,79.6,7.9,3.1,4.3,1.1,4,20.1,223207,78.9,16.3,4.7,0.1,6.4
Onslow,NC,0.656,0.31,55364,36342,17156,0.642,0.335,70117,45016,23474,34.72607366,-77.42908179,3535,32,192685,107245,85440,12.2,66.8,13.7,0.4,2.1,0.2,142797,48162,1509,23141,551,14.1,19.4,29.5,22.6,26.7,12.1,9.1,70.9,13.4,0.3,8,1.9,5.5,21.4,61901,67.5,26,6.2,0.3,10.6
Ontario,NY,0.511,0.424,47664,24343,20233,0.539,0.434,47830,25757,20779,42.85145728,-77.30874425,710,35,109491,53712,55779,4.4,90.3,2.3,0.2,1.3,0.1,84938,61710,1781,33685,1232,9.7,12.9,40.4,16.4,23.2,8.3,11.6,82.9,7.9,0.7,3.5,0.9,4.2,23.2,54398,80.3,14.2,5.3,0.2,4.7
Ontonagon,MI,0.605,0.344,3420,2069,1175,0.619,0.365,3810,2358,1391,46.6652262,-89.31390481,127,1,6072,3104,2968,1.4,95.2,0.3,1,0.1,0.1,5284,36073,2473,22958,1130,15.5,24.7,26.3,25.1,20,14.8,13.8,80.8,6.8,0.5,5.5,0.5,5.9,24.6,2021,69,21.6,8.9,0.4,10
Orange,CA,0.447,0.499,830206,371268,413982,0.444,0.536,1503039,667038,805222,33.70147516,-117.7645998,60115,1484,3155816,1558245,1597571,34.2,41.4,1.6,0.2,19.5,0.3,2021028,81851,570,37603,270,12.1,16.4,40.9,17.5,24.8,6.6,10.2,78.6,9.8,2.2,1.9,2,5.6,27.4,1560997,82,10.1,7.7,0.2,5.8
Orange,FL,0.357,0.604,545800,195091,329579,0.379,0.61,647059,245325,394857,28.51367621,-81.31799498,46725,560,1290216,633835,656381,30.2,41.6,19.9,0.1,5.1,0,878929,51586,483,27394,312,16.7,23.4,36.3,20.9,26.3,7.3,9.2,79,9.7,2.7,1.2,2.1,5.3,27.6,642687,86.5,9,4.3,0.1,6.8
Orange,IN,0.708,0.25,8189,5800,2048,0.728,0.252,8830,6432,2224,38.5411892,-86.49523093,455,25,19623,9687,9936,1.4,95.6,1.3,0.1,0.5,0,14873,42803,5080,22715,1394,15,23.5,25.9,18.7,18.1,12.8,24.6,80.4,11.2,0,2.3,1.3,4.7,25.6,8438,82.5,10.5,6.8,0.1,4.6
Orange,NC,0.23,0.74,79830,18373,59105,0.238,0.751,84010,19993,63097,36.06092947,-79.12167935,3160,59,141812,67598,74214,8.3,69.4,11.4,0.4,7.6,0,103638,65522,2492,38348,1274,14,9.3,54.3,16.2,18.9,5.6,4.9,67.7,7.1,7.2,6.4,3.2,8.5,22.2,72255,69.3,24.2,6.3,0.1,5.2
Orange,NY,0.512,0.448,140753,72129,63037,0.545,0.442,139956,76218,61868,41.40337468,-74.30240757,13889,507,378174,189437,188737,19.7,65.4,9.7,0.2,2.6,0,264798,75146,1717,32616,556,12.2,19.9,35.6,19,25.7,8.2,11.4,74.6,9.5,5.4,3.6,1.8,5.1,33.4,174770,75.6,19.7,4.4,0.2,5.6
Orange,TX,0.799,0.18,31761,25385,5716,0.811,0.177,35974,29170,6354,30.11879481,-93.89412775,2267,46,83909,41505,42404,7.1,81.4,8.3,0.3,1.1,0,61569,53667,2201,27938,1206,14.2,18.7,29.4,15.7,23.3,14,17.5,86.6,8.4,0.2,1.7,1.4,1.7,23.9,36743,81.9,13.2,4.7,0.1,6
Orange,VA,0.613,0.347,17157,10511,5955,0.601,0.386,20688,12426,7995,38.24530219,-78.015604,427,5,35265,17341,17924,4.6,78.9,12.3,0.2,0.9,0,26796,67196,3748,30660,1359,8.9,14.8,33.7,18.8,22.7,13.6,11.2,79.4,12.6,1.4,1.3,0.6,4.8,39.3,15957,76.2,18.7,5,0,6.5
Orange,VT,0.371,0.559,13464,4997,7522,0.531,0.428,610,324,261,44.00470222,-72.37640104,38,0,28901,14358,14543,1.3,95.7,0.7,0.4,0.3,0.1,23247,56584,2696,29651,861,11.5,15.8,38.4,15.7,20.9,14.1,10.9,76.3,9.8,0.5,3.8,1.3,8.3,27,15343,71.9,14.6,13.3,0.2,4.3
Orangeburg,SC,0.307,0.676,38824,11909,26258,0.33,0.662,41205,13603,27295,33.4391073,-80.79886287,3397,131,89116,41789,47327,2.1,33.3,61.7,0.3,0.9,0,67998,34943,1752,19489,896,23.2,36.2,28,17.1,24.5,9.2,21.2,84.7,9.6,0.2,1.5,1.1,2.9,28,34712,73.9,19.6,6.4,0.1,9.7
Oregon,MO,0.786,0.185,4664,3668,865,0.811,0.174,4742,3847,823,36.68710164,-91.4033755,247,0,10779,5261,5518,1.6,94.3,0.2,1,0.8,0,8354,32070,3264,18309,1294,25.3,39.7,26.1,19.2,19.1,11.5,24,84,6.6,2,1.9,1.9,3.7,20.9,4158,75.3,12.9,11.6,0.2,5
Orleans,NY,0.693,0.259,16722,11582,4327,0.715,0.261,15625,11173,4082,43.2516977,-78.2320066,413,54,41584,20662,20922,4.7,86.5,5.9,0.4,0.7,0.1,32452,49223,2670,23929,934,15.9,24.9,28.7,18.2,21.4,13.1,18.6,79.9,11.2,0.5,2.2,2.7,3.4,24.1,17976,78,16.7,5.2,0.1,6.5
Orleans,VT,0.469,0.472,10988,5158,5181,,,,,,44.82964024,-72.24562697,42,0,26951,13534,13417,1.4,95.5,0.4,0.5,0.3,0,21168,45664,1944,25392,859,14.2,15.7,33.5,17.3,21.8,14.1,13.3,78,9.7,0.1,3,1.3,7.9,24.2,12227,70.9,16.1,12,1,4.4
Orleans,LA,0.147,0.808,165619,24267,133833,0.15,0.831,177819,26664,147854,30.06971951,-89.92660315,13569,595,388182,185063,203119,5.5,30.6,59.1,0.1,2.9,0,297411,38721,991,29275,529,25.4,38.3,42.3,22.4,20.4,6.4,8.5,68.5,9.2,7.6,5,4.9,4.9,23.8,178016,79.3,13.8,6.8,0.1,8.7
Osage,KS,0.684,0.251,6894,4713,1730,0.708,0.266,7893,5591,2099,38.65235984,-95.72707998,166,3,15894,7915,7979,3,93.7,0.7,0.2,0.2,0,12154,54186,2532,27209,1259,12.8,14.8,31.8,17.6,22.3,14.4,13.9,80.7,12.5,0,1.9,0.7,4.1,29.5,7314,74.2,19.2,6.5,0.2,7
Osage,MO,0.826,0.141,7078,5845,998,0.851,0.138,7449,6341,1031,38.46036182,-91.8613635,559,3,13610,7105,6505,0.8,97.5,0.7,0.5,0,0,10439,54503,2743,24995,1032,6.8,7.6,27.6,15.5,25.7,13.7,17.4,80,14.4,0.2,1.3,1.3,2.8,25.6,6890,71.8,21.9,5.7,0.5,3.3
Osage,OK,0.663,0.295,18942,12559,5593,0.688,0.292,20538,14121,6002,36.62888819,-96.39635704,1427,15,47350,23748,23602,3.4,63.7,11.3,13.2,0.4,0.1,36217,47683,2589,24195,729,15.7,24.3,31.9,17.2,22.2,12.3,16.5,83.7,10.6,0.5,1.2,1.3,2.7,24.4,19310,76.5,17.9,5.5,0,6.1
Osborne,KS,0.82,0.132,1753,1437,231,0.837,0.145,1899,1590,275,39.3503437,-98.76753828,24,0,3684,1836,1848,2,94.7,0.5,0.4,0.3,0,2875,42173,4304,26559,2950,15.5,26,38.2,16.3,16.6,10.9,18,79.1,8.7,0.1,5.5,2.3,4.4,13.7,1752,66.6,18.8,12.6,2,2.8
Osceola,FL,0.359,0.609,139981,50252,85287,0.426,0.564,172374,73467,97278,28.06312234,-81.14882926,14380,207,325168,160216,164952,51.6,34.2,9.2,0.2,2.4,0.1,215543,47343,1259,20165,468,17.8,26.7,24.8,25.9,28.2,10,11.2,81.4,11.6,1.3,0.5,1.6,3.5,32.2,146390,86,10.3,3.6,0.1,6.6
Osceola,IA,0.791,0.173,3197,2528,552,0.808,0.18,3325,2688,600,43.37824276,-95.62422844,319,0,6149,3099,3050,7.4,90.4,1.3,0,0.1,0.1,4509,53604,4056,26776,1524,11.4,18.6,32,16.5,16.5,18.9,16.1,78.1,11.3,0.2,3.6,1.6,5.2,19.1,3197,75.7,11.4,12.7,0.2,1.7
Osceola,MI,0.692,0.255,10597,7336,2705,0.724,0.26,12340,8928,3214,43.98992088,-85.32566756,201,1,23221,11725,11496,1.7,94.9,1,0.8,0.3,0,17762,41099,1042,21090,611,20.7,34.2,23.7,17.7,19.3,12.8,26.5,78.4,11.2,0.7,3,2,4.7,25.2,8960,81,10.2,8.4,0.4,7.2
Oscoda,MI,0.7,0.257,4062,2843,1044,0.711,0.275,4874,3466,1342,44.68192279,-84.12939244,60,2,8304,4266,4038,1.4,95.7,0.6,0.5,0.1,0.1,6683,36833,2638,22343,1760,18.1,24.1,21.5,18.4,23.3,13.7,23.2,78.3,6.9,0,2.4,5.5,6.8,20.4,2815,74.5,13.9,11.3,0.4,11.9
Oswego,NY,0.586,0.354,44122,25870,15614,0.649,0.329,44546,28914,14677,43.42778894,-76.14635194,648,4,119833,60028,59805,2.5,94.3,0.8,0.1,0.6,0,93177,51755,1388,25791,685,18.3,28.8,29.2,20.4,23,12.1,15.3,81.4,8.9,0.9,4.1,1.2,3.4,24.8,53211,76.1,18.5,5.2,0.2,8.6
Otero,CO,0.593,0.341,5038,2988,1719,0.602,0.376,9459,5696,3552,37.9014485,-103.7173385,182,7,18325,8957,9368,41.5,54.5,0.7,0.5,1,0.9,13236,35051,2700,20358,1322,22.9,29.8,35.1,20.6,20.1,11.4,12.9,79.4,10.4,0.1,3.8,1.3,5.2,16.2,7177,66.7,24,8.9,0.5,9.3
Otero,NM,0.594,0.305,19791,11756,6033,0.616,0.36,23569,14521,8483,32.61348406,-105.7417604,569,14,65130,33478,31652,37.5,49.8,3.1,6.2,1.2,0,44487,43533,1693,21876,1741,21.4,32.5,27.5,26,24.9,15.5,6.2,78.5,13.4,0.6,2.9,1.5,3.1,18.5,23707,64.3,29,6.2,0.6,9.3
Otoe,NE,0.664,0.277,7279,4833,2017,0.675,0.299,8306,5609,2481,40.64843556,-96.13374142,345,1,15875,7783,8092,7.6,89.5,0.2,0.4,0.5,0,11638,54605,3804,28567,1426,10,16.2,29.7,17.7,23,13.5,16.1,82.2,8.6,0.2,3.2,0.4,5.4,21.7,8201,75.4,16.2,8.3,0.2,3
Otsego,MI,0.66,0.284,12529,8266,3556,0.663,0.321,14756,9779,4743,45.02085831,-84.59898295,287,12,24247,11951,12296,1.6,94.7,0.4,0.5,0.5,0,18968,50823,2412,26012,1443,14.9,23,29.4,19.2,26.3,10.9,14.2,82.4,12,0.2,1.5,1.3,2.6,19.5,10894,82.9,10.6,6.5,0,6.4
Otsego,NY,0.534,0.403,23024,12284,9285,0.568,0.409,22340,12682,9138,42.63492579,-75.03151402,421,5,60750,29341,31409,3.5,91.5,1.7,0.1,1.3,0,49953,51254,1528,26688,742,16.1,19.5,36.6,20.2,22.6,9.5,11,74.2,8,2.2,8.7,1.7,5.1,22.4,28545,72.3,18,9.1,0.6,6.7
Ottawa,KS,0.789,0.148,2866,2261,424,0.817,0.16,3159,2581,504,39.13237408,-97.65020313,119,0,5957,3118,2839,2.7,94.3,0.8,0.2,0.2,0,4517,51797,4151,28839,2788,9.7,16.8,34.8,15.9,22.7,12.7,13.9,77.9,10,0.3,2.7,1.9,7.1,23.7,3002,69.6,14.7,15.4,0.4,3.3
Ottawa,MI,0.622,0.318,145405,90456,46276,0.598,0.384,168074,100511,64566,42.95996803,-85.9969107,5762,78,280243,138250,141993,9.4,84.3,1.4,0.3,2.7,0,204444,63962,920,29121,542,9.5,10.4,34.3,15.8,22,8,19.9,83.2,8.6,0.8,2.4,1.3,3.6,20.5,143295,86.8,8.5,4.6,0.1,4.4
Ottawa,OH,0.57,0.374,21742,12389,8136,0.607,0.376,23525,14285,8847,41.53781826,-83.0940185,665,30,40769,20272,20497,4.9,92.3,1.1,0.1,0.2,0,32803,56193,2122,31574,1185,10.5,16.9,31.3,18.6,19.8,10,20.3,87.8,5.6,1,1.3,0.7,3.6,23.9,19348,84,10.7,5.2,0.1,4.9
Ottawa,OK,0.714,0.242,10686,7627,2584,0.747,0.235,11438,8545,2686,36.83532655,-94.81011909,1300,19,31725,15570,16155,5.4,65.6,1,15.2,0.7,0.7,23392,38472,987,19415,493,21.8,32.2,28.1,21.5,21.7,12.1,16.7,86.1,8.8,0.4,1.7,1.1,1.9,20,12898,72.6,20.6,6.4,0.4,7.2
Otter Tail,MN,0.649,0.289,32284,20939,9339,0.654,0.328,36372,23794,11940,46.40846929,-95.70835255,1031,8,57790,29049,28741,3.2,93,1.4,0.4,0.6,0,44478,55181,1509,29932,611,9.4,12.3,32.9,16.6,20.6,12.5,17.4,78,10.2,0.8,4.5,0.9,5.5,21,28208,77.9,12.5,9.3,0.3,3.6
Ouachita,AR,0.539,0.435,9929,5347,4320,0.584,0.378,8993,5253,3395,33.58839816,-92.87795984,401,9,24378,11547,12831,2.1,55.5,40.7,0.2,0.1,0,18675,32136,3003,19780,1125,26,41,30.5,17,20.1,9.8,22.7,86.3,8.6,0.9,1.8,0.8,1.5,22.2,9290,71.4,23.2,5.5,0,8.3
Ouachita,LA,0.614,0.359,67987,41712,24420,0.611,0.375,69166,42255,25913,32.47645559,-92.15704172,7146,167,156433,75019,81414,2.2,58.3,37.4,0.2,1,0,115331,40081,1071,22538,637,24.5,36,33.8,18.8,26.7,9,11.7,85.6,9.1,1.1,0.9,1.1,2.2,19.9,64288,80.9,14.7,4.3,0.1,7
Ouray,CO,0.407,0.514,3287,1337,1690,0.391,0.591,3960,1547,2341,38.14717457,-107.7675136,40,2,4653,2198,2455,5.7,92.5,0,0.3,0.5,0.1,3906,61333,5822,35544,2842,10.4,11.6,49.2,20.1,15,10.7,4.9,63.7,14.7,0,6.6,2.1,13,26.8,2315,66.6,17.5,15.9,0,5.9
Outagamie,WI,0.542,0.401,95162,51579,38117,0.54,0.441,108022,58385,47667,44.41578887,-88.46565023,9864,81,183288,91418,91870,4.2,88.1,1.2,1.6,3.4,0,135990,61523,1090,30858,623,8.6,11.9,34,14.6,24,9,18.4,85.3,6.5,0.8,2.3,1.4,3.8,19.8,98822,86.4,9.4,4.1,0.2,3.1
Overton,TN,0.739,0.237,8195,6055,1943,0.789,0.202,10025,7911,2028,36.34117832,-85.28989535,1282,25,21995,10914,11081,1.3,96.4,0.7,0.1,0.3,0.2,16878,36052,2056,19961,1059,19.6,27.3,27.8,15.1,22.7,13.1,21.3,87.6,8,0.2,0.7,0.5,3,27.5,8736,72.9,14.9,12,0.1,5.3
Owen,IN,0.722,0.228,8520,6151,1946,0.735,0.244,9915,7285,2419,39.31145587,-86.83900724,239,1,20957,10629,10328,1.2,96.4,0.4,0.3,0.5,0,16349,48315,3186,24220,1115,15.6,26.4,24.8,17.7,18.9,17.6,21,82,10.4,1.1,2.5,1.3,2.7,30.8,9455,81.1,10.5,8.2,0.2,6.3
Owen,KY,0.749,0.212,4999,3745,1062,0.787,0.201,5456,4292,1098,38.51679143,-84.82404619,129,3,10686,5239,5447,2.6,94.9,1.8,0.3,0,0.1,8138,44031,4293,22802,2279,16.7,18.1,27.7,15.7,21,8.7,26.9,77.4,13.6,0.4,0.5,1.2,6.8,31.9,3975,74.6,18.6,6.4,0.4,5.3
Owsley,KY,0.838,0.146,1759,1474,256,0.881,0.114,1895,1670,216,37.42823949,-83.68811419,102,1,4497,1955,2542,0.5,94.2,4.1,0.3,0,0,3555,22736,5802,16582,2403,33,34.9,36.3,16.4,24.4,13.4,9.5,82.3,12,0,0.6,3.8,1.2,22.6,1243,61.5,30.1,8.4,0,12.5
Owyhee,ID,0.779,0.151,3920,3052,591,0.805,0.172,4742,3819,816,42.58016894,-116.1693871,406,5,11384,5817,5567,26.6,68.2,0.1,3.1,0.2,0,7422,36092,2078,19909,1781,23.3,33.7,24.1,15.3,18,25.9,16.8,72.8,10.7,0.5,5.5,2.5,7.9,24,4687,71.7,13.2,10.3,4.8,6.2
Oxford,ME,0.521,0.391,31094,16214,12172,0.626,0.347,2325,1456,807,44.49952995,-70.75682123,179,2,57230,28290,28940,1.2,95.6,0.3,0.3,0.6,0,45561,44582,1758,22862,616,15.2,22.1,27.7,20.8,20.8,14.6,16,81.4,10,0.2,2.3,1,5,28.4,25524,77.8,12.1,9.8,0.2,6.3
Ozark,MO,0.808,0.161,4501,3639,724,0.834,0.154,4870,4064,752,36.64916339,-92.44459066,226,1,9328,4665,4663,1.7,95.7,0,0.1,0.3,0,7495,32021,2319,17857,1440,27.6,40.6,28.5,11,23.2,17,20.3,79.7,11.6,0.2,2.8,0.7,5,29.4,3107,71.2,12.6,16.3,0,8.4
Ozaukee,WI,0.571,0.378,53368,30458,20167,0.552,0.431,61486,33912,26517,43.38352225,-87.94625009,2529,25,87817,43131,44686,2.8,92.1,1.4,0.3,2,0,67154,80526,1989,45820,1733,5.9,6.6,47.5,14.1,21.7,6.3,10.4,84.6,6,0.8,2.2,1.2,5.2,23.8,46395,86.2,8.5,5.2,0.1,3
Pacific,WA,0.501,0.44,8872,4444,3900,0.496,0.485,13973,6930,6776,46.55418369,-123.7285716,119,3,20940,10462,10478,9.2,82.4,0.3,1.4,1.7,0.3,16585,39895,3493,23050,1384,18.6,24.8,27.7,21.2,20.9,13.9,16.3,74.8,12.5,0.7,3.3,2.8,5.8,19.3,6916,72.5,21.3,6.1,0.1,6.4
Page,IA,0.7,0.258,6968,4875,1801,0.708,0.277,7509,5314,2081,40.7393172,-95.1497813,442,0,15393,7996,7397,3.2,91.6,2,0.9,1.1,0,12120,46708,3368,25739,1666,13.6,18.5,35.2,16.3,22,8.8,17.7,81.1,9,0.1,4,1.8,4,13.9,7220,75.8,15.2,8.8,0.2,3.9
Page,VA,0.734,0.236,10663,7824,2514,0.748,0.241,12486,9345,3007,38.61807452,-78.48797204,488,31,23694,11638,12056,1.9,94.5,1.5,0.1,0.6,0,18726,46140,2999,24057,1656,17,24.6,24.7,20.5,26,12.5,16.3,77.5,15.3,0.2,2.4,0.3,4.3,33.8,10627,77.2,15.3,7.4,0.1,7.8
Palm Beach,FL,0.412,0.565,657235,270762,371411,0.433,0.561,772839,334642,433392,26.64676272,-80.46536002,52779,1588,1426772,691154,735618,21.3,56,18.1,0.1,2.6,0,994387,57256,535,36303,410,13.4,20.3,36,21.9,25.8,9.1,7.2,78.5,9.7,1.9,1.5,2,6.4,25.3,655496,83.1,10,6.7,0.1,7.4
Palo Alto,IA,0.659,0.298,4674,3079,1395,0.681,0.307,4950,3370,1519,43.08193849,-94.67824621,353,2,9110,4540,4570,2.4,94.3,1.9,0.2,0.5,0,6843,50470,2584,27902,1585,7.1,10.6,33.3,19.6,20.1,10.3,16.7,78.6,12.7,0.3,4.3,1.5,2.7,15.3,4819,73.8,17.4,8.5,0.4,1.3
Palo Pinto,TX,0.808,0.167,10175,8222,1700,0.815,0.174,12478,10170,2177,32.75310985,-98.31319001,745,21,28109,13904,14205,19.7,75.4,2.4,0.6,0.6,0.1,20418,45067,2933,24840,1490,18.3,28.3,24.3,20,22,14.1,19.5,81.7,8,0.5,2.1,3.2,4.5,23.5,11724,78.6,11.4,9.9,0.1,7.9
Pamlico,NC,0.624,0.358,6772,4225,2427,0.636,0.356,7572,4815,2699,35.15253315,-76.66559823,330,3,12803,6561,6242,3.6,74.3,18.2,0.5,0.2,0.7,10566,45211,2806,25461,1617,15.1,29.1,29.3,17.6,24.8,16,12.3,76.9,11.6,0.3,1.6,1.8,7.7,28.4,5015,71.7,19,8.3,1,8.1
Panola,MS,0.496,0.491,14854,7371,7300,0.517,0.472,15421,7976,7276,34.36398677,-89.95064249,1742,41,34229,16553,17676,1.7,47.3,50.1,0.1,0,0,25180,35891,2371,20191,2060,20.5,28.3,29.7,13.8,21.7,8.1,26.7,86.6,7.8,0.1,0.8,0.9,3.8,25.6,12653,79.5,16.6,3.9,0,7.6
Panola,TX,0.811,0.176,10413,8445,1835,0.814,0.18,11452,9322,2057,32.1639596,-94.30552481,486,30,23574,11635,11939,8.6,73.4,16.3,0.1,0.6,0,17245,49704,2693,26205,2154,15.3,22.3,24,16.7,24.9,18.2,16.2,89.2,6,0.5,1.8,0.8,1.7,25.9,9855,80.8,11.2,8,0,3.8
Park,CO,0.591,0.327,10245,6053,3351,0.57,0.398,12032,6864,4786,39.120926,-105.7182065,109,1,16900,8935,7965,5.9,89.7,0.1,1.1,1,0.7,13786,61644,5623,34377,2607,6.6,7.8,33.8,16.9,25.6,15.6,8.1,71.8,10.3,1.5,1.1,1.7,13.6,40.9,9044,72,16.9,10.2,0.9,4.6
Park,MT,0.536,0.388,9086,4872,3521,0.519,0.454,11612,6022,5277,45.48965095,-110.5264394,285,0,16001,7994,8007,2.7,93.9,0.3,0.6,0.1,0.1,12795,44920,2700,29181,1669,13.4,12.1,34.8,20.7,19.6,15.3,9.5,66.8,14.3,1.5,6.6,2.1,8.8,25.9,8162,68.1,17,14.6,0.2,2.8
