,STOP_ID,STOP_NAME,TRACT_ID,income,income_level,route_ids,revenue_annual,impacted_pop,total_employed
41,3199,Adams St opp Alleyne St,417701,63189,2,"217,211,245",1152.9,1419,2930
42,111720,Blue Hill Ave - Valentine Rd to Tucker St (FLAG),416200,107333,2,,0.0,691,3948
43,4376,Edgehill Rd @ Huntington Rd,416400,124961,2,245,403.1,444,2887
44,2784,11 Summer St,140107,69599,2,"40,50",5514.7,355,1604
45,3042,Hancock St @ Merrymount Rd,417701,63189,2,"211,210,212",854.6,1419,2930
46,3659,River St opp Cliff St,422800,77781,2,221,0.0,274,2334
47,3642,River St @ Cliff St,422800,77781,2,221,201.6,274,2334
48,111823,Rockland St from Kilby St to Nantasket Ave (FLAG),501101,141375,3,,0.0,281,1584
49,4332,Edgehill Rd @ Reservation Rd,416400,124961,2,245,80.6,444,2887
50,3355,Adams St @ Beale St,418200,91486,2,"217,215,245",5643.7,976,3840
51,3035,Hancock St opp Merrymount Rd,417701,63189,2,"217,211,212,210,245",1830.3,1419,2930
52,3394,Adams St @ Stedman St,418200,91486,2,"215,245",282.1,976,3840
53,111747,Blue Hill Ave - Tucker St to Valentine Rd (FLAG),416200,107333,2,,0.0,691,3948
54,6509,Hyde Park Ave @ Grant Place,140300,45781,2,"33,32",7780.200000000002,995,3369
55,111239,Rockland St from Nantasket Ave to Kilby St (FLAG),501101,141375,3,,0.0,281,1584
56,3240,55 Sea St,417702,78542,2,"216,214",1943.0,490,1484
57,3288,Sea St @ Cemetery,417702,78542,2,"216,214",1185.1999999999996,490,1484
58,3315,Palmer St @ Roach St,417802,26571,0,"216,214",4240.8,202,1444
59,3300,Palmer St opp Roach St,417802,26571,0,"216,214",1338.3,202,1444
60,61872,Washington St @ Oak St,402102,78281,2,"35,70A,34E,34",5563.0,577,2540
61,3356,Adams St @ Washington St,416400,124961,2,"217,215,245",7320.7,444,2887
62,1617,Opp 67 Crown Point Dr,130406,47102,2,40,7917.3,722,2909
63,2817,Austin St @ Gordon Ave,140107,69599,2,50,161.2,355,1604
64,3393,Adams St @ Pilgrim Rd,416400,124961,2,"217,215,245",959.3,444,2887
65,1616,Margaretta Dr @ Crown Point Dr,130406,47102,2,40,14085.0,722,2909
66,14331,Edgehill Rd @ Hollis St,416400,124961,2,245,0.0,444,2887
67,1620,Georgetowne Dr @ Margaretta Dr,130406,47102,2,40,39465.5,722,2909
68,76378,River St @ Webster St,140300,45781,2,"33,24",1822.1,995,3369
69,1615,Margaretta Dr @ Georgetowne Dr,130406,47102,2,40,2636.4,722,2909
70,3560,Downer Ave @ Otis St,501102,141902,3,220,0.0,943,4321
71,3595,Otis St @ Downer Ave,501102,141902,3,220,1209.4,943,4321
72,16358,River St @ Walter St,140300,45781,2,"33,24",11287.4,995,3369
73,4378,Edgehill Rd @ Grafton Ave,416400,124961,2,245,0.0,444,2887
74,3094,Newport Ave @ Furnace Brook Pkwy,418101,73326,2,"217,211",185.4,935,2562
75,4331,Edgehill Rd opp Grafton Ave,416400,124961,2,245,201.6,444,2887
76,3641,River St @ Weymouth Port,422800,77781,2,221,1935.0,274,2334
77,10833,Dedham Mall @ Stop & Shop,402101,91477,2,"35,70A,34E,52",112325.5,192,2064
78,3043,Hancock St @ Butler Rd,417701,63189,2,"211,210,212",3386.2000000000007,1419,2930
79,3358,Adams St @ Granite Pl,416400,124961,2,"217,215,245",1120.7,444,2887
80,3316,Palmer St @ Brockton Ave,417802,26571,0,"216,214",4232.8,202,1444
81,3198,Newport Ave @ Furnace Brook Pwky,417602,74730,2,"217,211",709.5,921,2694
82,618,Washington St @ Tobin Rd,130404,73409,2,"35,70A,34E,34",12287.1,424,1889
83,3392,Adams St @ Foster Ln,416400,124961,2,"217,215,245",774.0,444,2887
84,3034,Hancock St opp Butler Rd,417701,63189,2,"217,211,212,210,245",5643.7,1419,2930
85,3299,Palmer St opp Brockton Ave,417802,26571,0,"216,214",1733.4,202,1444
86,6466,Hyde Park Ave @ Clay Street,140300,45781,2,"33,32",137085.1,995,3369
87,43781,Boulevard St @ Bryant Ave,416400,124961,2,245,0.0,444,2887
88,4144,Reedsdale Rd @ Central Ave,416200,107333,2,"245,240",1620.5,691,3948
89,619,Washington St @ Meshaka St,130406,47102,2,"35,70A,34E,34",68667.6,722,2909
90,3359,Adams St @ Church St,416400,124961,2,"217,215,245",7143.2,444,2887
91,4203,Reedsdale Rd @ Brook Rd,416101,147422,3,"245,240",4087.6,424,2705
92,3391,Adams St @ Mechanic St,416400,124961,2,"217,215,245",7731.8,444,2887
93,6521,Turtle Pond Pkwy @ Dedham Pkwy,140102,83710,2,"33,40",0.0,578,2860
94,8950,Dedham Pkwy @ Turtle Pond Pkwy,980700,-666666666,-1,33,0.0,0,0
95,4409,Brook Rd @ Pleasant St,416400,124961,2,245,40.3,444,2887
96,4405,Brook Rd @ Reedsdale Rd,416300,142731,3,245,282.2,598,2552
97,4400,Brook Rd @ Pleasant St,416400,124961,2,245,0.0,444,2887
98,4410,Brook Rd @ Otis St,416400,124961,2,245,0.0,444,2887
99,4399,Brook Rd @ Otis St,416400,124961,2,245,0.0,444,2887
100,3317,Palmer St @ Empire St,417802,26571,0,"216,214",2684.8,202,1444
101,4404,Brook Rd @ Central Ave,416300,142731,3,245,40.3,598,2552
102,3298,Palmer St @ Forbush Ave,417802,26571,0,"216,214",411.2000000000001,202,1444
103,4143,Central Ave @ Brook Rd,416300,142731,3,240,483.7,598,2552
104,3033,Hancock St @ Furnace Brook Pkwy,417701,63189,2,"217,211,212,210,245",2362.3,1419,2930
105,4401,Brook Rd @ Centre St,416400,124961,2,245,1410.9,444,2887
106,4408,Brook Rd @ Centre St,416400,124961,2,245,362.8,444,2887
107,6377,River St @ West St,140300,45781,2,"33,24",5700.1,995,3369
108,6359,River St @ West St,140300,45781,2,"33,24",25944.800000000007,995,3369
109,3318,Palmer St @ Roanoke St,417802,26571,0,"216,214",2080.1,202,1444
110,6508,Hyde Park Ave opp Webster St,140300,45781,2,"33,32",2039.8,995,3369
111,3297,Palmer St @ Chesley Rd,417802,26571,0,"216,214",757.9,202,1444
112,3462,Beale St @ Rockwell Ave,417100,99191,2,217,40.3,1002,3029
113,2785,61 Summer St opp Parrott St,140107,69599,2,"40,50",15238.0,355,1604
114,3389,Adams St @ Hollis St,416400,124961,2,"217,215,245",1144.8,444,2887
115,3197,Newport Ave @ Lillian Rd,417602,74730,2,"217,211",298.3,921,2694
116,4411,Brook Rd @ Governors Rd,416400,124961,2,245,0.0,444,2887
117,620,Washington St @ Birchwood St,130406,47102,2,"35,70A,34E,34",9167.0,722,2909
118,3320,Palmer St opp Oakwood Rd,417802,26571,0,"216,214",1580.3000000000004,202,1444
119,4398,Brook Rd @ Governors Rd,416400,124961,2,245,161.2,444,2887
120,3295,Palmer St @ Oakwood Rd,417802,26571,0,"216,214",2660.6,202,1444
121,1614,W Boundary Rd @ Georgetowne Dr,980700,-666666666,-1,40,9118.6,0,0
122,2816,Austin St @ Chestnut St,140107,69599,2,50,1056.2,355,1604
123,1621,W Boundary Rd @ Georgetowne Dr,980700,-666666666,-1,40,40207.2,0,0
124,3489,Beale St @ Forbes Hill Rd,417100,99191,2,"217,245",1451.2,1002,3029
125,3321,Palmer St opp Wilgus Rd,417802,26571,0,"216,214",7046.5,202,1444
126,3360,Granite Ave @ Bassett St,416400,124961,2,"217,215,245",13786.8,444,2887
127,4362,Brook Rd @ Lincoln St,416300,142731,3,245,1531.9,598,2552
128,3488,Adams St @ Babcock St,416400,124961,2,"217,245",0.0,444,2887
129,3045,Hancock St opp Carruth St,417602,74730,2,"202,211,210,212",3426.5,921,2694
130,3463,Adams St opp Brook Rd,416400,124961,2,"217,245",0.0,444,2887
131,4204,Central Ave opp Rustlewood Rd,416300,142731,3,240,1169.0,598,2552
132,3032,Hancock St @ Carruth St,417602,74730,2,"217,211,212,202,210,000,000",3579.7,921,2694
133,4142,Central Ave @ Rustlewood Rd,416300,142731,3,240,48.4,598,2552
134,3490,Beale St @ Summit Ave,417100,99191,2,"217,245",0.0,1002,3029
135,3196,Newport Ave @ George Rd,417602,74730,2,"217,211",2176.8,921,2694
136,3461,385 Beale St opp Summit Ave,417100,99191,2,217,1249.7,1002,3029
137,3373,Gallivan Blvd @ Huron Circle,100800,88425,2,215,80.6,1251,3889
138,633,Washington St @ Metropolitan Ave,110502,97734,2,"40,34E,70A,34",24751.6,1045,3130
139,8814,Hilltop St @ Hallet St,100700,87063,2,202,1330.3,500,2277
140,843,Lagrange St @ Dent St,130300,118036,2,"37,38",991.7,457,2415
141,845,Lagrange St opp Dent St,130300,118036,2,"37,38",604.7,457,2415
142,514,Washington St @ Coolidge Rd,100400,54828,2,26,5667.9,1498,2881
143,604,Washington St @ Metropolitan Ave,110502,97734,2,"40,70A,34E,34,50",15810.4,1045,3130
144,30751,Newport Ave @ Hancock St,417200,73692,2,"201,202,210",1805.9,1966,4845
145,48812,Hallet St @ Hilltop St,100700,87063,2,201,0.0,500,2277
146,493,Washington St @ Ogden St,100400,54828,2,26,2612.2,1498,2881
147,85566,Baker St @ Amesbury St,130100,104829,2,52,0.0,755,3777
148,528,Morton St @ Norfolk St,100200,44750,2,21,62951.3,620,1547
149,6461,Cummins Hwy @ Brown Ave,110403,85227,2,"27,14,30",6095.2,749,2658
150,443,Norfolk St @ Morton St,100200,44750,2,26,20688.1,620,1547
151,541,Morton St @ Norfolk St,100200,44750,2,21,54284.2,620,1547
152,3131,E Squantum St @ Appleton St,417502,82300,2,211,249.9,1199,3184
153,6432,Cummins Hwy @ Brown Ave,110403,85227,2,"27,14,30",7232.0,749,2658
154,33761,Gallivan Blvd opp Carruth St,100800,88425,2,215,395.1,1251,3889
155,810,Opp 2000 Centre St,130300,118036,2,"35,37,36,38,27",8199.5,457,2415
156,5260,Park St @ Gilmore Terr,130300,118036,2,38,298.3,457,2415
157,3372,Gallivan Blvd @ Carruth St,100800,88425,2,215,112.9,1251,3889
158,8393,Baker St @ Rumford Rd,130100,104829,2,52,1935.0,755,3777
159,5212,230 Park St opp Gilmore Terr,130300,118036,2,38,4772.9,457,2415
160,3162,E Squantum St @ Holyoke St,417501,86071,2,211,11658.2,970,2931
161,515,Washington St @ Fuller St,100400,54828,2,26,8683.2,1498,2881
162,10633,Washington St @ Rosecliff St,110502,97734,2,"40,70A,34E,34,50",39796.0,1045,3130
163,30631,Hancock St @ Neponset River Bridge,417200,73692,2,"201,202,210",6788.5,1966,4845
164,534,Dorchester Ave @ Van Winkle St,100800,88425,2,"24,217,215,21,27,240",1056.1999999999996,1251,3889
165,3377,Gallivan Blvd @ Adams St,100800,88425,2,215,564.4,1251,3889
166,10603,Washington St @ Durnell Ave,110502,97734,2,"40,70A,34E,34,50",10037.7,1045,3130
167,492,Washington St @ Fuller St,100400,54828,2,26,1886.6,1498,2881
168,536,Dorchester Ave @ Hurlcroft Ave,100800,88425,2,"24,217,215,21,27,240",7014.4000000000015,1251,3889
169,842,Lagrange St @ Westmount Ave,130200,109034,2,"37,38",2628.4,567,2989
170,445,Norfolk St @ Morton St,100200,44750,2,26,23582.6,620,1547
171,3371,Gallivan Blvd @ Frederika St,100700,87063,2,215,80.6,500,2277
172,1730,Blue Hill Ave @ Woolson St,101102,46821,2,"28,31,29",178300.2,915,2539
173,846,Lagrange St @ Westmount Ave,130200,109034,2,"37,38",48.4,567,2989
174,6479,510 Hyde Park Ave,110201,42260,2,"33,32",22397.4,357,1200
175,46500,American Legion Hwy @ Mt Hope St,110301,74087,2,14,0.0,496,1672
176,1713,Blue Hill Ave @ Goodale Rd,101101,53523,2,"28,31,29",64168.7,685,1690
177,61852,Highland Ave @ May St,457200,158818,3,59,56.4,442,3012
178,82437,Highland Ave @ May St,457200,158818,3,59,1419.0,442,3012
179,33691,Granite Ave @ Gallivan Blvd,100700,87063,2,215,2015.6,500,2277
180,3378,Granite Ave @ Gallivan Blvd,100700,87063,2,"202,215",5627.6,500,2277
181,38812,Hallet St @ Florian Hall,100700,87063,2,201,233.8,500,2277
182,38814,55 Hallet St opp Florian Hall,100700,87063,2,"201,202",4950.3,500,2277
183,3370,Gallivan Blvd @ Kenmere Rd,100800,88425,2,215,3281.4,1251,3889
184,441,Norfolk St @ Willowwood St,100200,44750,2,26,6071.0,620,1547
185,6462,Cummins Hwy @ Sherwood St,110401,57875,2,"27,14,30",3724.8,703,1965
186,527,Morton St @ Wildwood St,100200,44750,2,21,32636.6,620,1547
187,782,Centre St Opp Mt Vernon St,130300,118036,2,"35,37,36,38,27",37812.7,457,2415
188,6431,93 Cummins Hwy opp Sherwood St,110401,57875,2,"27,14,30",2813.8,703,1965
189,542,Morton St @ Wildwood St,100200,44750,2,21,28282.9,620,1547
190,13378,Adams St @ Gallivan Blvd,100700,87063,2,19,0.0,500,2277
191,3078,Gallivan Blvd @ Ross Rd,100700,87063,2,"201,19",37764.4,500,2277
192,76495,515 Hyde Park Ave,110201,42260,2,"33,32",5619.5,357,1200
193,8394,Baker St @ Varick Rd,130100,104829,2,52,886.9,755,3777
194,85565,Baker St opp Varick Rd,130100,104829,2,52,201.6,755,3777
195,634,Washington St @ Albano St,110502,97734,2,"40,70A,34E,34,50",22623.1,1045,3130
196,491,Washington St @ Stockton St,100400,54828,2,26,2547.7,1498,2881
197,603,Washington St @ Albano St,110502,97734,2,"40,70A,34E,34,50",13520.7,1045,3130
198,5259,101 Anawan Ave opp Allenwood St,130300,118036,2,38,362.8,457,2415
199,33077,Gallivan Blvd @ Woodfield St,100700,87063,2,201,266.1,500,2277
200,5213,Anawan Ave @ Allenwood St,130300,118036,2,38,1709.2,457,2415
201,516,Washington St @ Burt St,100400,54828,2,26,7973.7,1498,2881
202,440,Norfolk St opp Nelson St,100300,51736,2,26,4845.5,753,1938
203,4058,North St @ N Main St,420301,63333,2,238,911.1,410,3396
204,4277,N Main St opp Memorial Pkwy,420301,63333,2,"238,240",102900.5,410,3396
205,26625,Main St @ Gay Ave,411301,131107,3,"34E,70A",0.0,266,2536
206,26634,283 Main St,411301,131107,3,"34E,70A",0.0,266,2536
207,4191,N Main St opp Short St,420301,63333,2,240,2580.0,410,3396
208,4057,North St @ Short St,420301,63333,2,238,104.8,410,3396
209,40618,67 Washington St,411200,119323,2,"34E,70A",8.1,590,3873
210,3905,N Franklin St @ Damon Ave,421200,70431,2,230,1128.7,391,2955
211,3893,N Franklin St opp Damon Ave,421200,70431,2,230,201.6,391,2955
212,45618,Opp 67 Washington St,411200,119323,2,"34E,70A",395.1,590,3873
213,4190,N Main St @ DiAuto Dr,420302,74141,2,240,40.3,463,4397
214,14056,88 North St,420301,63333,2,238,80.6,410,3396
215,4063,81 North St,420301,63333,2,238,1733.4,410,3396
216,111667,Washington St from Pequit St to Chapman St (FLAG),415101,130242,3,,0.0,492,2539
217,111796,Washington St from Chapman St to Lewis St (FLAG),415101,130242,3,,0.0,492,2539
218,26635,Main St @ Mylod St,411301,131107,3,"34E,70A",443.4,266,2536
219,4278,N Main St opp Warren St,420301,63333,2,240,62548.2,410,3396
220,26624,Opp 177 Main St @ New Pond Village,411301,131107,3,"34E,70A",362.8,266,2536
221,4189,N Main St @ Warren St,420301,63333,2,240,2120.4,410,3396
222,4061,North St @ Mill St,420301,63333,2,238,4103.8,410,3396
223,3906,N Franklin St opp Rose Way,421200,70431,2,230,1967.2,391,2955
224,4056,North St @ Cottage St,420301,63333,2,238,137.1,410,3396
225,3892,N Franklin St @ Rose Way,421200,70431,2,230,362.8,391,2955
226,61847,Opp 9 Washington St - Norwood Line,411200,119323,2,"34E,70A",48.4,590,3873
227,39618,9 Washington St - Walpole Line,411200,119323,2,"34E,70A",16.1,590,3873
228,4188,N Main St @ Depot St,420301,63333,2,240,193.5,410,3396
229,4279,N Main St @ Credit Union Way,420301,63333,2,240,467.6,410,3396
230,38618,1407 Washington St @ DPW Yard,413500,90455,2,"34E,70A",8.1,261,2869
231,46618,Washington St opp Rockhill St,413500,90455,2,"34E,70A",733.7,261,2869
232,3907,N Franklin St @ Johns Ave,421200,70431,2,230,10013.5,391,2955
233,37618,1375 Washington St opp Jacobs Rd,413500,90455,2,"34E,70A",48.4,261,2869
234,47618,Washington St @ Jacobs Rd,413500,90455,2,"34E,70A",1185.2,261,2869
235,4187,307 N Main St,420301,63333,2,240,1378.7,410,3396
236,4064,203 North St,420301,63333,2,238,9932.9,410,3396
237,3891,N Franklin St @ W Division St,421200,70431,2,230,894.9,391,2955
238,4280,N Main St @ Pleasant St,420301,63333,2,240,27436.4,410,3396
239,4055,168 North St,420301,63333,2,238,1290.0,410,3396
240,4186,N Main St @ West St,420301,63333,2,240,1773.7,410,3396
241,4281,N Main St @ Park St,420301,63333,2,240,15302.5,410,3396
242,48618,Washington St opp Mylod St,413500,90455,2,"34E,70A",1483.5,261,2869
243,111678,Washington St - Pleasant St to Pecunit St (FLAG),415300,136607,3,,0.0,322,2068
244,26622,Walpole St @ Olde Derby Rd,413402,90547,2,"34E,70A",241.9,343,2635
245,26637,508 Walpole St opp Old Derby Rd,413402,90547,2,"34E,70A",1007.8,343,2635
246,111787,Washington St - Pecunit St to Pleasant St (FLAG),415300,136607,3,,0.0,322,2068
247,33618,Washington St @ Austin St,413500,90455,2,"34E,70A",120.9,261,2869
248,4286,571 N Main St,420201,79265,2,240,3265.3,340,2015
249,13828,Opp 85 Columbian St,422200,77769,2,225,733.7,344,4217
250,4069,455 North St opp Dyer Ave,420100,82632,2,238,11327.7,459,4469
251,4181,564 N Main St,420201,79265,2,240,862.7,340,2015
252,4049,North St @ Dyer Ave,420100,82632,2,238,588.6,459,4469
253,3912,Washington St opp Foster Rd,419600,100827,2,230,685.3,486,3604
254,3886,Washington St @ Foster Rd,419600,100827,2,230,362.8,486,3604
255,4070,North St opp McAuliffe Rd,420100,82632,2,238,3128.2,459,4469
256,61851,Washington St @ Saint George Ave,413500,90455,2,"34E,70A",4353.7,261,2869
257,4048,North St @ McAuliffe Rd,420100,82632,2,238,911.1,459,4469
258,32638,Washington St @ Weld Ave,413500,90455,2,"34E,70A",709.5,261,2869
259,14180,618 N Main St opp Vesey Rd,420201,79265,2,240,48.4,340,2015
260,4180,Opp 641 N Main St,420201,79265,2,240,4039.3,340,2015
261,4288,641 N Main St,420201,79265,2,240,12940.2,340,2015
262,4071,North St @ Teed Dr,420100,82632,2,238,2571.9,459,4469
263,3913,Washington St @ Hill View Rd,419600,100827,2,230,2322.0,486,3604
264,4047,North St @ McDevitt Rd,420100,82632,2,238,1241.6,459,4469
265,3885,Washington St @ Hill View Rd,419600,100827,2,230,120.9,486,3604
266,52618,Washington St @ Heaton Ave,413500,90455,2,"34E,70A",8860.6,261,2869
267,26621,445 Walpole St @ Wilson St,413402,90547,2,"34E,70A",282.2,343,2635
268,32628,Washington St @ Oolah Ave,413500,90455,2,"34E,70A",1854.4,261,2869
269,13832,780 Main St,422200,77769,2,225,1112.6,344,4217
270,26638,Opp 445 Walpole St @ Victory Plaza,413402,90547,2,"34E,70A",1007.8,343,2635
271,13827,Main St @ Adams Place,422100,100245,2,225,290.2,253,3146
272,4046,North St @ Pictun Rd,420100,82632,2,238,1265.8,459,4469
273,3884,Washington St @ Plymouth Rd,419600,100827,2,230,40.3,486,3604
274,53618,Washington St @ Dean St,413500,90455,2,"34E,70A",22889.2,261,2869
275,4072,North St @ Canessa St,420100,82632,2,238,4015.1,459,4469
276,31628,Washington St opp Dean St,413100,92260,2,"34E,70A",709.5,309,2875
277,23832,Main St @ Park Ave,422301,110529,2,225,5039.0,177,1763
278,4289,721 N Main St,420201,79265,2,240,1080.4,340,2015
279,23826,Main St @ Bayley Terrace,422301,110529,2,225,322.5,177,1763
280,4179,Opp 683 N Main St,420100,82632,2,240,774.0,459,4469
281,3883,Washington St opp Mass Ave,419600,100827,2,230,435.4,486,3604
282,54618,Washington St @ Lenox St,413100,92260,2,"34E,70A",9094.4,309,2875
283,3915,Washington St @ Park Ave,419600,100827,2,230,5942.0,486,3604
284,4073,North St opp Brewster Rd,420100,82632,2,238,790.1,459,4469
285,4045,North St @ Brewster Rd,420100,82632,2,238,1878.5,459,4469
286,26620,Walpole St opp Hillshire Ln,413402,90547,2,"34E,70A",161.2,343,2635
287,26639,Walpole St @ Hillshire Ln,413402,90547,2,"34E,70A",120.9,343,2635
288,3916,Washington St @ Bellevue Ave,419600,100827,2,230,1870.5,486,3604
289,4178,opp 721 N Main St,420201,79265,2,240,40.3,340,2015
290,3882,Washington St opp Bellevue Ave,419600,100827,2,230,120.9,486,3604
291,4074,North St opp Scannel Rd,420100,82632,2,238,2588.0,459,4469
292,31618,929 Washington St,413401,88030,2,"34E,70A",274.1,366,1819
293,4044,North St @ Scannel Rd,420100,82632,2,238,572.4,459,4469
294,4290,N Main St @ Francis Dr,420201,79265,2,240,16753.7,340,2015
295,4177,800 N Main St,420201,79265,2,240,7465.8,340,2015
296,30618,Washington St @ Walnut St,413401,88030,2,"34E,70A",2136.5,366,1819
297,55618,930 Washington St opp Walnut Ave,413401,88030,2,"34E,70A",8570.3,366,1819
298,13826,Opp 650 Main St,422302,82981,2,225,48.4,418,4192
299,13833,650 Main St,422302,82981,2,225,1846.3,418,4192
300,4291,N Main St @ Oak St,420201,79265,2,240,61145.3,340,2015
301,4175,N Main St @ Chestnut St,420201,79265,2,240,12867.6,340,2015
302,111685,Washington St - Pecunit St to Turnpike St (FLAG),415300,136607,3,,0.0,322,2068
303,111781,Washington St - Turnpike St to Pecunit St (FLAG),415300,136607,3,,0.0,322,2068
304,3917,Washington St @ Peach St,419600,100827,2,230,1402.9,486,3604
305,3881,Washington St opp Peach St,419700,97841,2,230,104.8,455,2262
306,29618,863 Washington St @ Douglas Ave,413401,88030,2,"34E,70A",2660.6,366,1819
307,4075,North St @ Randolph Rd,420100,82632,2,238,983.6,459,4469
308,26619,Walpole St @ Elliot St,413401,88030,2,"34E,70A",241.9,366,1819
309,26640,Walpole St @ Brookfield Rd,413401,88030,2,"34E,70A",241.9,366,1819
310,4043,North St @ Oak St,420100,82632,2,238,677.2,459,4469
311,56618,Washington St @ East Hoyle St,413401,88030,2,"34E,70A",7707.7,366,1819
312,13834,Opp 561 Main St,422301,110529,2,225,1491.5,177,1763
313,13825,561 Main St,422301,110529,2,225,564.4,177,1763
314,4292,901 N Main St,420202,70855,2,240,2362.3,406,3637
315,4076,North St opp Broad St,420100,82632,2,238,1314.2,459,4469
316,4042,North St @ Broad St,420100,82632,2,238,0.0,459,4469
317,4174,N Main St @ Gordon St,420202,70855,2,240,1354.5,406,3637
318,28618,785 Washington St @ Norwood Hospital,413401,88030,2,"34E,70A",1225.5,366,1819
319,57618,Washington St @ Norwood Hospital,413401,88030,2,"34E,70A",6353.2,366,1819
320,4293,969 N Main St,420100,82632,2,240,5385.7,459,4469
321,4077,North St opp Isabell Circle,420100,82632,2,238,1886.6,459,4469
322,4041,North St @ Isabell Circle,420100,82632,2,238,1120.7,459,4469
323,4173,N Main St @ Intervale Terr,420202,70855,2,240,1354.5,406,3637
324,3879,Washington St opp Hancock St,419700,97841,2,230,201.6,455,2262
325,3918,Washington St opp Braxton St,419700,97841,2,230,1193.2,455,2262
326,13824,Middle St opp Mediterranean Dr,422302,82981,2,225,137.1,418,4192
327,13835,Middle St @ Mediterranean Dr,422302,82981,2,225,8651.0,418,4192
328,4294,N Main St opp Intervale Terr,420202,70855,2,240,7796.4,406,3637
329,27618,Washington St @ Guild St,413401,88030,2,"34E,70A",4248.9,366,1819
330,61857,Washington St @ Guild St,413401,88030,2,"34E,70A",4531.1,366,1819
331,4078,North St opp Maitland Ave,420100,82632,2,238,4007.0,459,4469
332,38771,355 Hancock St,419700,97841,2,230,80.6,455,2262
333,4040,North St @ Maitland Ave,420100,82632,2,238,2459.0,459,4469
334,23823,Middle St opp Rockaway Ave,422302,82981,2,225,1386.7,418,4192
335,23835,Middle St @ Rockaway Ave,422302,82981,2,225,11940.4,418,4192
336,4172,1034 N Main St,420202,70855,2,240,137.1,406,3637
337,42951,Opp 1048 N Main St,420202,70855,2,240,24292.0,406,3637
338,10618,Washington St @ Sumner St,402101,91477,2,"35,70A,34E,34",2136.6,192,2064
339,4379,Adams St @ Robertson St,418200,91486,2,245,1088.4,976,3840
340,6357,River St @ McGrath Way,140300,45781,2,"33,24",100691.5,995,3369
341,12783,Gordon Ave @ Summer St,140107,69599,2,"40,50",11472.8,355,1604
342,3559,Downer Ave @ Governor Long Rd,501102,141902,3,220,40.3,943,4321
