,index,32,31
139,19177,42.3661486238,-71.0544146201
140,19628,42.3652214595,-71.0536458968
141,19641,42.3648135521,-71.0544593065
142,20214,42.3638796175,-71.0576417316
143,20215,42.3639621864,-71.0577216853
144,20268,42.361535229,-71.0623962634
145,20455,42.3596882186,-71.0618412552
146,21541,42.3598354426,-71.0514172632
147,21543,42.3598197409,-71.0516779172
148,22277,42.3688032206,-71.0540872588
149,22553,42.3666392339,-71.0603859613
150,22958,42.3646992693,-71.0521104309
151,23229,42.3619921421,-71.0556643449
152,23230,42.3616508798,-71.0560035729
153,23260,42.3611200418,-71.0544531546
154,23262,42.3575641131,-71.0555265608
155,24042,42.360208693,-71.0526468652
156,24043,42.360208693,-71.0526468652
157,24047,42.3599758801,-71.0532120362
158,24059,42.3592768202,-71.0530771382
159,24070,42.3592925597,-71.0529763665
160,24072,42.3593076671,-71.0528792281
161,24073,42.3593233316,-71.05277813
162,24075,42.3593388752,-71.052679443
163,24089,42.3593546667,-71.0525792308
164,24090,42.3592381942,-71.0521335889
165,24235,42.3587601175,-71.0523834572
166,24244,42.3583711462,-71.0516977566
167,24245,42.3574198861,-71.0513928497
168,24252,42.3577897416,-71.0520856601
169,24572,42.356200404,-71.0512391669
170,24573,42.3553953982,-71.0515269705
171,24575,42.3561660611,-71.0516585392
172,24577,42.3558356479,-71.0517316879
173,24623,42.354566853,-71.0570504953
174,25009,42.3532285956,-71.0552800673
175,25262,42.3527870983,-71.0619789331
176,25263,42.3527870983,-71.0619789331
177,26055,42.3561348333,-71.0594223718
178,27474,42.3544510816,-71.0633687638
179,27487,42.3544510816,-71.0633687638
180,27507,42.3544510816,-71.0633687638
181,27525,42.3544510816,-71.0633687638
182,27556,42.3544510816,-71.0633687638
183,27599,42.3544510816,-71.0633687638
184,27603,42.3544510816,-71.0633687638
185,27643,42.3544510816,-71.0633687638
186,27651,42.3544510816,-71.0633687638
187,27664,42.3544510816,-71.0633687638
188,27689,42.3544510816,-71.0633687638
189,27696,42.3544510816,-71.0633687638
190,27725,42.3544510816,-71.0633687638
191,27730,42.3544510816,-71.0633687638
192,27785,42.3544510816,-71.0633687638
193,27974,42.3526087282,-71.0636127055
194,27979,42.3527155613,-71.0641184711
195,27989,42.3520869143,-71.0631372457
196,27990,42.3520869143,-71.0631372457
197,28103,42.3482943411,-71.0615251304
198,28456,42.3484132858,-71.0600297088
199,28457,42.3494170453,-71.0595816138
200,28459,42.349715729,-71.0591367247
201,28460,42.349297621,-71.0594320902
202,28496,42.3504337365,-71.0624351821
203,28673,42.3492996409,-71.0648445117
204,28674,42.3494159024,-71.0648192088
205,28686,42.344650474,-71.0685004293
206,30134,42.3444478367,-71.064827784
207,34083,42.3451623216,-71.0785651019
208,34621,42.3465262052,-71.0797628944
209,34633,42.3476494502,-71.0833777457
210,35040,42.3481584091,-71.0734859809
211,35041,42.3481352352,-71.0732230958
212,35042,42.3481215567,-71.0731613266
213,35718,42.3426826593,-71.0861766327
214,36444,42.3422321775,-71.0910450074
215,36545,42.3399486013,-71.0915443007
216,36581,42.3459484666,-71.0896044175
217,36785,42.3388696956,-71.1038583369
218,36866,42.3380946965,-71.1097546806
219,37072,42.3360805864,-71.0906907081
220,37075,42.3372270852,-71.0910828914
221,37077,42.3384235617,-71.0905461006
222,37082,42.3361580168,-71.0902265461
223,37083,42.3370721179,-71.0899875143
224,37086,42.340067401,-71.0852538923
225,37314,42.3429047416,-71.0816125938
226,37315,42.3418258422,-71.0831412086
227,37397,42.3424072016,-71.0823480842
228,37399,42.3428610119,-71.0818033871
229,37485,42.3434090927,-71.0805901581
230,38646,42.3517747986,-71.067419227
231,39328,42.3462305707,-71.0678766385
232,39333,42.3459322049,-71.0665178995
233,39339,42.3458247239,-71.0697510287
234,39340,42.3457511391,-71.0697912853
235,39701,42.344257821,-71.0715705552
236,40125,42.3474882446,-71.0722323598
237,40394,42.3479373257,-71.0702495739
238,40395,42.3482011832,-71.0695040186
239,41825,42.3574035185,-71.0671485051
240,41826,42.3574035185,-71.0671485051
241,44122,42.3609527635,-71.0695750465
242,44885,42.3607651783,-71.0713595473
243,52117,42.3503753298,-71.1033127164
244,52118,42.3503670156,-71.1032071581
245,52141,42.3501795159,-71.101298644
246,52557,42.3421779576,-71.0952733486
247,53345,42.3395290249,-71.061023396
248,53348,42.3383106855,-71.0579118788
249,53841,42.3412776071,-71.0550790035
250,53842,42.3412247601,-71.0549971376
251,53846,42.3409435713,-71.0549368693
252,53847,42.3409794679,-71.0550392214
253,53849,42.341094276,-71.0551498749
254,53850,42.3411459743,-71.0552338218
255,53862,42.3409416825,-71.0552542621
256,53863,42.3409036471,-71.0552974368
257,53864,42.3408583858,-71.0553500434
258,53897,42.3389783101,-71.0568623935
259,53898,42.3389673066,-71.0567546671
260,53899,42.338835845,-71.0569170101
261,53969,42.3394609123,-71.0563051513
262,53979,42.3398676931,-71.0557117907
263,53980,42.3401517669,-71.0553684305
264,54015,42.3405351673,-71.0549333735
265,54037,42.3408495822,-71.054585775
266,54046,42.3413010111,-71.0540643007
267,54047,42.341529702,-71.0539478841
268,55905,42.3416270774,-71.0536351123
269,55908,42.3420119565,-71.053255583
270,55909,42.3422617306,-71.0529642419
271,55931,42.3421117344,-71.05124672
272,55939,42.3418863554,-71.0515160078
273,57021,42.3352496326,-71.0467387551
274,57395,42.3340131951,-71.0405848488
275,58310,42.3528123745,-71.0492314225
276,58311,42.3530170783,-71.0487768078
277,58312,42.3535265728,-71.0488597146
278,58315,42.3522136468,-71.0464382137
279,58319,42.3520739641,-71.0467974755
280,58320,42.3521944599,-71.0469559517
281,58325,42.3524814098,-71.0476451454
282,58333,42.3517056927,-71.0434506732
283,58334,42.3517786649,-71.0438021434
284,58347,42.3492633161,-71.0436820154
285,58349,42.3490445572,-71.0447297272
286,58351,42.3483501716,-71.0459549426
287,58877,42.3537612362,-71.0439819148
288,58896,42.3509972692,-71.0391637726
289,58926,42.3506662746,-71.0382461572
290,58927,42.3503565132,-71.0370747712
291,58930,42.3488888409,-71.0381930708
292,58935,42.3483174606,-71.0337042112
293,58945,42.344494356,-71.0387068558
294,58961,42.3464855096,-71.0314681842
295,58998,42.3475690403,-71.043686612
296,58999,42.3476778575,-71.0436208008
297,59000,42.3477993047,-71.0435434093
298,59002,42.3483951002,-71.0440120691
299,59003,42.3483497382,-71.0435540535
300,59004,42.3481118555,-71.0437595817
301,59005,42.3479148977,-71.043461921
302,59006,42.3480385,-71.0433700963
303,59007,42.3482913264,-71.0431544457
304,59008,42.3479764134,-71.0438450227
305,59009,42.3476754187,-71.0440027578
306,59010,42.3476081896,-71.0441632628
307,59011,42.347746642,-71.0445206068
308,59012,42.3477720586,-71.0446241478
309,59018,42.3486524145,-71.0442623675
310,59019,42.348857464,-71.0443091293
311,59020,42.3470133527,-71.038781367
312,59024,42.3492618615,-71.0417624665
313,59029,42.3484840269,-71.0387940058
314,59032,42.348026021,-71.0381838195
315,59150,42.3456826154,-71.0383507517
316,59219,42.3485025216,-71.049583483
317,59220,42.347886262,-71.0496906019
318,59221,42.3437413036,-71.0528919756
319,59223,42.3445159447,-71.050833347
320,59479,42.3473386782,-71.0494759494
321,59480,42.3450472231,-71.0522038912
322,59483,42.3464327304,-71.0511423138
323,59485,42.3466735136,-71.0509552401
324,59486,42.346724431,-71.0509165767
325,59488,42.3476832455,-71.0468470593
326,59545,42.349296342,-71.0473860657
327,59550,42.3481640306,-71.0456348138
328,59556,42.3476032192,-71.0464161247
329,59559,42.345469222,-71.0490896368
330,59560,42.3452187633,-71.0492089743
331,59573,42.3427519482,-71.0502633796
332,59580,42.3417728617,-71.0487445892
333,59584,42.3428595353,-71.0409809048
334,59665,42.3440399168,-71.0427284018
335,59671,42.3405276997,-71.0467740513
336,59672,42.3416038287,-71.0466041875
337,59673,42.3420841115,-71.0462594651
338,59866,42.3373932775,-71.0444329992
339,60720,42.3369621854,-71.0390398111
340,60948,42.3411605465,-71.0340886935
341,60949,42.3410209603,-71.0330605297
342,60952,42.3384096415,-71.0313962749
343,60953,42.3392748688,-71.0321100947
344,60954,42.340934546,-71.0310353657
345,60955,42.3394308598,-71.029890374
346,60958,42.3402259225,-71.0273397856
347,60960,42.3395245034,-71.0262541054
348,63637,42.3380682433,-71.0579185075
349,63688,42.3345131399,-71.0611860555
350,63690,42.3368708728,-71.0590551376
351,63691,42.3345177219,-71.0597137589
352,65068,42.334627801,-71.0493586179
353,65069,42.334713905,-71.0493360754
354,65071,42.3347474385,-71.0492226587
355,65072,42.3345840143,-71.0489798778
356,66135,42.3277853243,-71.0440488418
357,68471,42.3220906252,-71.0529072384
358,68472,42.3220507622,-71.0530865528
359,68475,42.3220427243,-71.053191666
360,68607,42.324221487,-71.0543496103
361,69199,42.3252834336,-71.0572076721
362,69324,42.325995208,-71.0572930913
363,69335,42.3264436454,-71.0574873924
364,69336,42.3269893276,-71.057490107
365,69413,42.3287320829,-71.0588729939
366,69545,42.3234160586,-71.0626399851
367,69884,42.3181588944,-71.0661275106
368,69951,42.3181293735,-71.0652319878
369,70061,42.3171709843,-71.0635972054
370,70248,42.3209966671,-71.0713068173
371,70249,42.320915114,-71.0712243875
372,70250,42.3208343811,-71.0711413781
373,70251,42.3207528641,-71.0710607107
374,70252,42.3206702812,-71.0709769539
375,70274,42.3219892799,-71.0706572964
376,70287,42.322350752,-71.0721670436
377,70316,42.3221587103,-71.0722038595
378,70317,42.3222429156,-71.0723252894
379,70332,42.322966084,-71.072371999
380,70333,42.3230101314,-71.0722177692
381,70393,42.3238502328,-71.0685199802
382,70394,42.3238226218,-71.0686040639
383,70617,42.3251652322,-71.0714889831
384,70619,42.3251915252,-71.0716583095
385,70850,42.3262932407,-71.0737292589
386,70927,42.3332345909,-71.0736440346
387,70930,42.3319891041,-71.0735668259
388,70932,42.3316705245,-71.0750301773
389,70933,42.3323722123,-71.0746681204
390,71069,42.3286382181,-71.0650932882
391,71100,42.3336555814,-71.0622674628
392,71101,42.3337048041,-71.0630773539
393,71102,42.333568437,-71.0628868071
394,71103,42.3343611597,-71.0616973442
395,71104,42.3352280536,-71.0610356518
396,71105,42.3342875455,-71.0626463324
397,71106,42.3341167632,-71.0632152004
398,71110,42.3343697675,-71.0639849182
399,71127,42.3326743871,-71.0644794716
400,71138,42.3331619644,-71.0686710772
401,71149,42.335463099,-71.0658705578
402,71174,42.3338379988,-71.0672427386
403,71178,42.3392216957,-71.0643994766
404,71180,42.3386365854,-71.0649037339
405,71184,42.337273782,-71.065704728
406,71185,42.3367089908,-71.0680395289
407,71189,42.3345085325,-71.0712296739
408,71190,42.3346150404,-71.0710675911
409,71199,42.3356686227,-71.0690989214
410,71203,42.3451416554,-71.0605151042
411,71334,42.3397547773,-71.0685530977
412,71346,42.3393032544,-71.0691121961
413,71774,42.338810123,-71.0725365405
414,71910,42.3359430677,-71.0719198821
415,72715,42.3345756702,-71.0763363587
416,72723,42.3336654562,-71.0775815999
417,72734,42.3343499825,-71.0780628198
418,72742,42.3340927257,-71.0781997258
419,72745,42.3337638862,-71.0787860047
420,72767,42.3332918422,-71.0781507893
421,72773,42.3326925041,-71.0790491686
422,72787,42.3320597855,-71.0785084992
423,72789,42.3321849373,-71.0787421313
424,72797,42.3322809223,-71.076568124
425,72798,42.3324262744,-71.0763991504
426,72806,42.3325746617,-71.075952412
427,72809,42.3304915742,-71.0771830876
428,72811,42.3312813009,-71.0758863542
429,72824,42.329619095,-71.0751042616
430,72856,42.3294876805,-71.0766124253
431,72861,42.3298096439,-71.0784264064
432,72877,42.3266074244,-71.0756205421
433,72957,42.3311450343,-71.0780787427
434,72958,42.3311676518,-71.0773739678
435,73013,42.3287437751,-71.0815986925
436,73128,42.3273141728,-71.078156863
437,73146,42.3269027476,-71.0772466676
438,73148,42.3268147122,-71.0774697912
439,73198,42.3266474323,-71.0765800131
440,73207,42.3263603516,-71.0762051316
441,73213,42.3258639365,-71.0755072633
442,73214,42.3257170418,-71.075420742
443,73288,42.3245183382,-71.0758433524
444,73289,42.3243531047,-71.0758910332
445,73291,42.3244459046,-71.0761500466
446,73340,42.3246967253,-71.0751623717
447,73341,42.3249916818,-71.0750213859
448,73997,42.3387696631,-71.0743232819
449,74798,42.3418748232,-71.0826063568
450,74800,42.3417687893,-71.0824438868
451,74844,42.3411939396,-71.0814424777
452,74883,42.3417014711,-71.0828694577
453,75678,42.3413067033,-71.0833030551
454,75700,42.3409034623,-71.0832338112
455,75701,42.3407532196,-71.0840193921
456,75703,42.3401006707,-71.0835228526
457,75768,42.3367346426,-71.0793130431
458,76003,42.3374787932,-71.0826750824
459,76016,42.3374755613,-71.0831731719
460,76173,42.3332076685,-71.0829024862
461,76338,42.3345267042,-71.0911625369
462,76372,42.3330814317,-71.0937998935
463,76374,42.3332890964,-71.0935488117
464,76379,42.332532474,-71.0953731072
465,76380,42.3327033282,-71.0954215588
466,76405,42.3325342188,-71.0919112629
467,76407,42.3318634933,-71.0928837831
468,76408,42.3323813523,-71.0929501519
469,76409,42.3333946249,-71.0910705962
470,76413,42.3331419902,-71.0900158931
471,76485,42.3285426372,-71.0872595618
472,76487,42.3289254146,-71.0864092031
473,76505,42.3295498291,-71.0857881314
474,76541,42.3300629128,-71.0882256018
475,76565,42.3307403701,-71.0897085552
476,76581,42.3303187512,-71.0927829227
477,76650,42.3293779572,-71.0933111076
478,76653,42.328932174,-71.0931681552
479,76654,42.3288407833,-71.0931215362
480,76688,42.3294501914,-71.0925708596
481,76782,42.3279905073,-71.0899416715
482,76971,42.3263463619,-71.0888601596
483,77024,42.3252470568,-71.0883133414
484,77062,42.3242288735,-71.0896423487
485,77063,42.3242222001,-71.0894007889
486,77064,42.3240525882,-71.0895384864
487,77095,42.3326267697,-71.0972732708
488,77268,42.3340890109,-71.1091971035
489,78670,42.3272787592,-71.105909641
490,79062,42.3259329794,-71.1148889009
491,80590,42.3207937104,-71.1023992015
492,80807,42.3285741635,-71.0953851554
493,80884,42.3271913242,-71.0934111229
494,80885,42.3272135041,-71.0935018564
495,80886,42.3272324975,-71.0935714783
496,80887,42.3272533864,-71.0936437376
497,80889,42.3272973998,-71.0937990224
498,80891,42.3273372247,-71.0939411019
499,80892,42.3274155552,-71.0939894421
500,81164,42.3211269313,-71.0929723244
501,81317,42.3235767406,-71.0928115306
502,81527,42.3264239559,-71.0955939569
503,81701,42.3240367157,-71.0965042597
504,81702,42.3240962258,-71.096580136
505,81703,42.3241321712,-71.0966293132
506,81706,42.3242387067,-71.0967768743
507,81707,42.3242992881,-71.0968568977
508,81735,42.3263074804,-71.0982835026
509,81741,42.3237620408,-71.0993368567
510,82031,42.3209455639,-71.101370466
511,82032,42.3220676101,-71.0995814069
512,82034,42.3212512599,-71.1008946399
513,82075,42.3174199097,-71.102607164
514,82541,42.3146077504,-71.0978728705
515,82636,42.3162762161,-71.0962149588
516,82831,42.3202958027,-71.0934227112
517,82986,42.3128704456,-71.1019374844
518,83273,42.3159635917,-71.1044286878
519,83274,42.3127361397,-71.1059583101
520,83355,42.3121532939,-71.1053825238
521,83390,42.3111483306,-71.1036915027
522,83397,42.3116643483,-71.1043329644
523,83888,42.3087894854,-71.1083907208
524,83898,42.3075648566,-71.1076934021
525,84016,42.3035452139,-71.1117365719
526,84171,42.3014550992,-71.1112639577
527,84750,42.3055041148,-71.1052816195
528,84927,42.3074314758,-71.1104052386
529,84952,42.3074636377,-71.1095839805
530,84953,42.3075835469,-71.1097443027
531,84954,42.3075028482,-71.1097998566
532,84955,42.3068351059,-71.1101967474
533,84956,42.3067437733,-71.1108543443
534,84960,42.3063805737,-71.1109656149
535,85186,42.3038001441,-71.113189518
536,85187,42.3030435517,-71.1131883801
537,85336,42.3019963521,-71.1138639244
538,86115,42.3000404235,-71.1131563269
539,86706,42.3207688262,-71.0785170945
540,86802,42.3212293298,-71.0815495791
541,86803,42.3235286207,-71.0833186676
542,86949,42.3211195233,-71.0837000843
543,87107,42.3180825651,-71.0781423122
544,87108,42.3178885067,-71.0781605632
545,87151,42.3185542094,-71.081385286
546,87152,42.3186609906,-71.0813873417
547,87153,42.3187830054,-71.0813060015
548,87265,42.3178258277,-71.0836841578
549,88181,42.307473136,-71.0844430159
550,88219,42.3086935526,-71.0856571961
551,88416,42.311532125,-71.0813003753
552,88477,42.3123051325,-71.0807596107
553,88478,42.3121099816,-71.0807962822
554,88560,42.314913942,-71.0823905796
555,88655,42.3145685386,-71.0791043604
556,88661,42.3140089677,-71.0795159346
557,88714,42.3148959052,-71.0789373335
558,88757,42.3158280673,-71.0922147934
559,88809,42.3134170122,-71.0925443435
560,88999,42.3146102645,-71.0890271656
561,89032,42.3150944535,-71.0887573499
562,89273,42.3027077826,-71.0947821511
563,89276,42.3004948644,-71.1058946834
564,89362,42.3205809075,-71.0741827815
565,89363,42.3203215456,-71.0743940985
566,89364,42.3201648062,-71.0742747837
567,89365,42.3201026036,-71.0742171131
568,89366,42.3200737629,-71.0745173174
569,89367,42.3199141525,-71.0746959982
570,89368,42.3198977308,-71.0745711526
571,89369,42.3198847828,-71.0744787007
572,89370,42.3198863312,-71.0743139017
573,89371,42.3200698481,-71.0740004918
574,89372,42.3199765033,-71.074047022
575,89373,42.3198851904,-71.0740897481
576,89374,42.3197897113,-71.0741413492
577,89388,42.3204833477,-71.0747371955
578,89389,42.3205127125,-71.0746385293
579,89390,42.3202402968,-71.0746609695
580,89391,42.3205548035,-71.0745633229
581,89392,42.3205595926,-71.0744761221
582,89393,42.3205666853,-71.0743789623
583,89394,42.3205749935,-71.0742776977
584,89457,42.3183298535,-71.073364775
585,89501,42.3188768315,-71.0704536275
586,89560,42.3187095255,-71.0755064283
587,89561,42.3188053367,-71.0754013048
588,89642,42.3198452651,-71.0753420933
589,89686,42.3181297839,-71.0775940303
590,90030,42.3125639509,-71.0753732265
591,90350,42.3159289267,-71.0697248169
592,90460,42.3182423879,-71.0684130948
593,90461,42.3181856068,-71.0682262759
594,90462,42.318017796,-71.0685800747
595,90463,42.3181078447,-71.0685778152
596,90464,42.3180783585,-71.0683176332
597,90465,42.3179968778,-71.0683847344
598,90476,42.3171870205,-71.0688798313
599,90594,42.3172005182,-71.0666217793
600,90740,42.3141846964,-71.0628943329
601,90741,42.3140713406,-71.0629571819
602,90742,42.3139485142,-71.0630273824
603,92190,42.3208859315,-71.0518914771
604,92197,42.3186571479,-71.0501079748
605,92270,42.315843602,-71.0514796884
606,92382,42.312360436,-71.0523761314
607,93019,42.3155330717,-71.0550740164
608,93809,42.3229799924,-71.0439180127
609,93846,42.3052694973,-71.0746348486
610,93855,42.305218641,-71.076456225
611,94237,42.3103767065,-71.0775332456
612,94238,42.3103483369,-71.0774551711
613,94357,42.3114340358,-71.0807506974
614,94358,42.3114873143,-71.0807086655
615,94359,42.3115384884,-71.0806672926
616,94360,42.3115895218,-71.080630835
617,94361,42.3116412824,-71.0805840053
618,94639,42.3080805083,-71.0823700206
619,95015,42.3049295098,-71.0772591405
620,95030,42.3048920204,-71.0766148335
621,95056,42.3033607933,-71.0780515617
622,95135,42.3022935379,-71.073914225
623,95323,42.2997377503,-71.0730130882
624,95428,42.2984287354,-71.0762572372
625,95508,42.3026946549,-71.0783078042
626,95589,42.2967933996,-71.0793178621
627,95959,42.2943690262,-71.0855290531
628,96371,42.3025797039,-71.0843261766
629,96578,42.297204192,-71.0810691392
630,96769,42.2889101225,-71.0791484087
631,96770,42.2891162041,-71.0790175799
632,97082,42.2879888182,-71.0898958745
633,97323,42.2828692299,-71.0858164498
634,97588,42.2867446812,-71.0848382047
635,97645,42.2869095851,-71.0819585167
636,98269,42.2950605548,-71.0881457696
637,98464,42.2875428196,-71.0907763847
638,99230,42.2888486209,-71.0939413974
639,99299,42.2903992748,-71.0962365607
640,99300,42.2905883179,-71.0958082855
641,99308,42.2855438537,-71.0994065601
642,99339,42.2927880937,-71.0976194307
643,99349,42.3027693558,-71.0557837852
644,99875,42.3056747037,-71.0591537795
645,99946,42.3033741377,-71.0603980969
646,99947,42.3035052805,-71.0604503024
647,99965,42.3003677755,-71.0595882163
648,99982,42.299637711,-71.0634112506
649,99983,42.2995608817,-71.0640427343
650,100015,42.3000461329,-71.065226428
651,100026,42.3005392624,-71.0641457836
652,100055,42.3005452887,-71.0654747225
653,100119,42.3008118299,-71.0674291261
654,100351,42.3037366569,-71.0702960959
655,101258,42.3067087998,-71.0672829307
656,101259,42.3067768207,-71.0673818064
657,101384,42.3088799613,-71.0685122421
658,101608,42.3063986269,-71.0674598871
659,101612,42.3062989102,-71.0675814314
660,101618,42.3060736318,-71.0677827317
661,102767,42.3072998107,-71.0546312696
662,102852,42.3118541464,-71.0571162029
663,102909,42.3032799787,-71.0492429005
664,102910,42.3036641809,-71.0498668602
665,102916,42.3046557559,-71.0513956948
666,102942,42.3033163284,-71.0539337264
667,102943,42.3030165608,-71.0536855382
668,103233,42.2994870085,-71.0494906628
669,103253,42.2956740687,-71.0498750036
670,103255,42.2939651866,-71.0478372574
671,104607,42.2937523813,-71.0642594629
672,104608,42.2935734746,-71.0642369272
673,104609,42.2934672662,-71.0641966143
674,106154,42.2935688045,-71.0526926061
675,106242,42.2895630764,-71.0454192803
676,106283,42.2873475902,-71.0439862885
677,106284,42.2873571173,-71.0437082117
678,106285,42.2872650616,-71.0435754915
679,106421,42.2930438145,-71.0469233713
680,106439,42.2946975396,-71.045492121
681,106497,42.289764452,-71.0386426492
682,106498,42.2900286208,-71.036960355
683,106624,42.2885114095,-71.0408085639
684,106740,42.2852819801,-71.0400920548
685,106757,42.285714134,-71.0392302805
686,106758,42.2860577792,-71.0393550552
687,108782,42.2836730831,-71.04315886
688,108787,42.2825081146,-71.0456837355
689,108788,42.2811863363,-71.0469929393
690,108855,42.2862262632,-71.0442221167
691,108899,42.2787002754,-71.0529558989
692,108928,42.2793357019,-71.0502367302
693,108929,42.2794154958,-71.0501979804
694,108936,42.2820403881,-71.0429979525
695,109635,42.2798675028,-71.0626488992
696,110222,42.277976654,-71.0540369149
697,110223,42.276263014,-71.0566922572
698,110404,42.2965058288,-71.0786113613
699,110406,42.2962929162,-71.0785784629
700,110550,42.296335712,-71.0726350997
701,110551,42.296164125,-71.0728310077
702,110552,42.2961759125,-71.0724864447
703,110641,42.293409539,-71.076202527
704,110678,42.2937679364,-71.0758254222
