percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,cases_rate,deaths_rate,men_percent,women_percent
73.43578930294797,23.95685495316492,24661.0,18110.0,5908.0,71.5076522305438,26.95466550888237,27639.0,19764.0,7450.0,2.7,75.4,18.9,0.3,0.9,0.0,13.7,20.1,35.3,18.0,23.2,8.1,15.4,86.0,9.6,0.1,0.6,1.3,2.5,25.8,74.1,20.2,5.6,0.1,5.2,4.015553455919762,0.056326767933716125,48.87528163383968,51.124718366160316
77.3514719948985,19.565309809756613,94090.0,72780.0,18409.0,76.23571526917252,22.345220065170498,108945.0,83055.0,24344.0,4.4,83.1,9.5,0.8,0.7,0.0,11.8,16.1,35.7,18.2,25.6,9.7,10.8,84.7,7.6,0.1,0.8,1.1,5.6,27.0,80.7,12.9,6.3,0.1,5.5,3.4687254130605827,0.03638867033831629,48.94128638867034,51.05871361132967
52.27141482194418,46.660250240615966,10390.0,5431.0,4848.0,53.60045902266425,45.63450320359568,10457.0,5605.0,4772.0,4.2,45.7,47.8,0.2,0.6,0.0,27.2,44.9,25.0,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,74.1,19.1,6.5,0.3,12.4,4.1105301324376935,0.034349833975802456,53.341475516201676,46.65852448379833
76.96616369455876,21.42203932327389,8748.0,6733.0,1874.0,78.4289146558028,20.704063511960726,9573.0,7508.0,1982.0,2.4,74.6,22.0,0.4,0.0,0.0,15.2,26.6,24.4,17.6,19.7,15.9,22.4,86.4,9.5,0.7,0.3,1.7,1.5,30.0,76.0,17.4,6.3,0.3,8.2,3.9858281665190427,0.06643046944198405,54.25597874224979,45.74402125775021
89.85187519697449,8.469902300661834,25384.0,22808.0,2150.0,89.56990422083834,9.566990786263156,27459.0,24595.0,2627.0,9.0,87.4,1.5,0.3,0.1,0.0,15.6,25.4,28.5,12.9,23.3,15.8,19.5,86.8,10.2,0.1,0.4,0.4,2.1,35.0,83.9,11.9,4.0,0.1,4.9,3.8219432257617014,0.043352350564447605,49.4043387032445,50.5956612967555
24.228887470750905,75.09040629653266,4701.0,1139.0,3530.0,24.8316315446448,74.71214425374755,4603.0,1143.0,3439.0,0.3,21.6,75.6,1.0,0.7,0.0,28.5,50.4,19.7,17.1,18.6,14.0,30.6,73.1,15.7,0.3,6.2,1.7,3.0,29.8,81.4,13.6,5.0,0.0,12.1,6.279824393968314,0.16224470318763126,53.59801488833747,46.40198511166253
56.31548647092689,42.786413356361535,8685.0,4891.0,3716.0,57.55334882738221,41.759983097401225,9466.0,5448.0,3953.0,0.3,52.2,44.7,0.1,1.1,0.0,24.4,34.8,26.9,17.3,18.5,11.6,25.7,83.6,12.6,0.0,0.9,0.9,2.0,23.2,79.1,15.3,5.3,0.3,7.6,5.127695518235119,0.2037165855112789,46.78525290668786,53.21474709331213
69.23969942586965,27.855876393110428,47376.0,32803.0,13197.0,68.90408529255267,29.79327197840096,50743.0,34964.0,15118.0,3.6,72.7,20.4,0.2,1.0,0.0,18.6,26.6,29.0,17.5,23.7,10.4,19.4,85.0,9.2,0.2,1.3,1.1,3.2,24.8,74.9,19.9,5.1,0.1,10.1,4.324530196404304,0.056263903676196915,48.121218416474065,51.87878158352593
56.63376397154885,41.82755116852954,13778.0,7803.0,5763.0,57.29255353985199,41.626825594341476,15269.0,8748.0,6356.0,2.2,56.2,39.3,0.3,1.0,0.0,18.8,29.1,24.3,13.5,23.0,11.6,27.6,87.1,9.7,0.2,0.6,0.5,2.0,23.6,84.5,11.8,3.7,0.0,6.4,4.274966809263904,0.1386635196931701,48.14869449771353,51.85130550228647
83.87127487384556,14.510139960011426,10503.0,8809.0,1524.0,86.04480651731161,13.189409368635438,12275.0,10562.0,1619.0,1.6,91.8,5.0,0.5,0.1,0.0,16.1,20.0,28.8,14.8,18.1,11.9,26.5,85.0,12.1,0.4,0.3,0.3,2.0,26.5,74.8,17.1,8.1,0.0,5.3,3.1676658286598345,0.05801585766776252,49.7466640881841,50.2533359118159
82.54176937825254,15.93536017529444,18255.0,15068.0,2909.0,83.34371754932502,15.867082035306337,19260.0,16052.0,3056.0,7.7,80.4,9.5,0.4,0.4,0.0,19.4,27.8,25.3,14.5,23.7,15.5,21.0,83.2,12.6,0.1,0.6,1.8,1.7,32.5,81.1,14.0,4.5,0.4,6.7,4.510900582125328,0.0753338659970323,49.20442871818286,50.79557128181714
56.439185470555856,42.776554760594394,7268.0,4102.0,3109.0,57.55260688915696,41.897868918375536,7461.0,4294.0,3126.0,0.5,56.3,42.1,0.0,0.1,0.0,22.3,32.8,23.6,15.4,22.0,17.1,21.9,81.8,13.7,0.0,1.7,1.2,1.6,32.7,79.9,14.8,4.9,0.4,9.8,3.010312405216864,0.09099181073703368,47.596299666363365,52.403700333636635
54.95516388373533,44.15584415584416,12936.0,7109.0,5712.0,55.793008700961686,43.73378110212182,13102.0,7310.0,5730.0,0.2,53.0,45.7,0.1,0.5,0.1,25.3,30.7,21.6,14.3,24.8,13.7,25.6,83.7,11.9,0.2,0.7,2.7,0.9,23.9,83.1,11.8,5.1,0.0,15.2,5.742131979695432,0.06903553299492385,47.30558375634518,52.69441624365482
79.58003651856359,18.776628119293974,6572.0,5230.0,1234.0,80.84767828728484,18.25546072616809,6913.0,5589.0,1262.0,3.1,80.2,14.7,0.9,0.0,0.0,19.1,23.5,22.2,14.6,18.4,12.9,31.9,87.5,6.0,0.0,2.8,0.6,3.0,30.3,77.8,14.5,7.7,0.0,6.4,5.914820616096069,0.09696427239501752,48.26583128216603,51.73416871783397
87.8444580526638,10.471524800979793,6532.0,5738.0,684.0,89.76421636615811,9.320388349514564,7210.0,6472.0,672.0,2.4,92.7,2.8,0.3,0.5,0.0,19.1,31.0,25.7,11.4,23.2,18.0,21.7,81.8,14.5,0.0,0.9,0.1,2.7,33.2,76.1,15.7,8.2,0.0,7.8,4.0498025302898455,0.06024499631836134,49.313876430818674,50.68612356918135
77.14619997075025,20.445571101252863,20513.0,15825.0,4194.0,75.88818755635708,22.768259693417487,22180.0,16832.0,5050.0,6.7,71.0,17.1,1.0,1.3,0.0,16.1,26.3,31.6,17.3,21.4,13.1,16.7,86.6,8.1,0.0,1.0,1.4,2.8,21.7,73.6,20.7,5.6,0.1,6.0,3.737787089068588,0.021537798836958864,49.39008869657157,50.60991130342842
