state,date,rep_poll_2020,dem_poll_2020,dem_lead,dem_lead_rolling_7,usa_state_code,usa_state_latitude,usa_state_longitude,dem_lead_rolling_30,called,dem_percent,rep_percent,dem_2020_margin,dem_result_poll_diff,rep_result_poll_diff,dem_lead_result_poll_diff,dem_lead_rolling_7_diff,dem_lead_rolling_30_diff
Alabama,2020-03-08,58.71593000000001,38.67921,-20.036720000000013,-20.69439428571428,AL,32.318231,-86.902298,-20.75188090909091,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.109219787877663,3.3157131668647892,-5.424932954742456,-4.7672586690281875,-4.709772045651558
Alabama,2020-03-09,58.60071,38.56548,-20.03523,-20.57819571428572,AL,32.318231,-86.902298,-20.69216,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9954897878776663,3.430933166864797,-5.4264229547424705,-4.88345724045675,-4.769492954742468
Alabama,2020-03-10,58.56458000000001,38.52931,-20.03527000000001,-20.463398571428574,AL,32.318231,-86.902298,-20.641630000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9593197878776678,3.46706316686479,-5.426382954742458,-4.9982543833138955,-4.820022954742466
Alabama,2020-03-11,58.75451999999999,38.40749,-20.34702999999999,-20.394042857142857,AL,32.318231,-86.902298,-20.620587142857143,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8374997878776682,3.277123166864804,-5.1146229547424795,-5.067610097599612,-4.841065811885326
Alabama,2020-03-12,58.81475,38.45166,-20.36309,-20.319025714285715,AL,32.318231,-86.902298,-20.60342066666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8816697878776623,3.2168931668648,-5.098562954742469,-5.142627240456754,-4.858232288075801
Alabama,2020-03-13,58.7922,38.60841,-20.18379,-20.218477142857143,AL,32.318231,-86.902298,-20.57719375,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.0384197878776646,3.2394431668647954,-5.277862954742471,-5.243175811885326,-4.88445920474247
Alabama,2020-03-14,58.78876999999999,38.60766,-20.18111,-20.168891428571428,AL,32.318231,-86.902298,-20.553894705882353,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.037669787877668,3.242873166864804,-5.280542954742469,-5.2927615261710415,-4.907758248860116
Alabama,2020-03-15,58.763630000000006,38.55511,-20.208520000000007,-20.19343428571429,AL,32.318231,-86.902298,-20.534707222222224,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9851197878776645,3.2680131668647903,-5.253132954742462,-5.26821866902818,-4.926945732520245
Alabama,2020-03-16,58.55539,38.49543,-20.059960000000004,-20.19696714285714,AL,32.318231,-86.902298,-20.50972052631579,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9254397878776643,3.476253166864794,-5.401692954742465,-5.264685811885329,-4.95193242842668
Alabama,2020-03-17,58.52313,38.49648,-20.026650000000004,-20.19573571428571,AL,32.318231,-86.902298,-20.485567,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9264897878776637,3.5085131668647946,-5.435002954742465,-5.2659172404567585,-4.976085954742469
Alabama,2020-03-18,58.52313,38.49648,-20.026650000000004,-20.149967142857143,AL,32.318231,-86.902298,-20.46371380952381,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9264897878776637,3.5085131668647946,-5.435002954742465,-5.311685811885326,-4.997939145218659
Alabama,2020-03-19,58.81052,38.75629,-20.05423,-20.105844285714284,AL,32.318231,-86.902298,-20.44510090909091,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.1862997878776653,3.2211231668647997,-5.407422954742469,-5.355808669028185,-5.016552045651558
Alabama,2020-03-20,58.79216,38.74162000000001,-20.050539999999987,-20.086808571428566,AL,32.318231,-86.902298,-20.427946086956524,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.171629787877677,3.239483166864794,-5.411112954742482,-5.374844383313903,-5.033706867785945
Alabama,2020-03-21,58.7887,38.73964,-20.04906,-20.06794428571428,AL,32.318231,-86.902298,-20.41215916666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.169649787877667,3.242943166864798,-5.412592954742468,-5.3937086690281895,-5.0494937880758
Alabama,2020-03-22,58.89536999999999,38.6665,-20.228869999999993,-20.070851428571427,AL,32.318231,-86.902298,-20.4048276,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.0965097878776646,3.136273166864804,-5.232782954742476,-5.3908015261710425,-5.056825354742468
Alabama,2020-03-23,58.76164,38.61094,-20.1507,-20.08381428571428,AL,32.318231,-86.902298,-20.39505346153846,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.040949787877665,3.2700031668647966,-5.3109529547424685,-5.37783866902819,-5.066599493204009
Alabama,2020-03-24,58.22153,38.39019,-19.83134,-20.05591285714285,AL,32.318231,-86.902298,-20.374175185185184,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8201997878776623,3.810113166864795,-5.630312954742468,-5.405740097599619,-5.087477769557285
Alabama,2020-03-25,58.43145,38.41365,-20.0178,-20.054648571428565,AL,32.318231,-86.902298,-20.361447499999997,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8436597878776624,3.6001931668647984,-5.443852954742468,-5.407004383313904,-5.100205454742472
Alabama,2020-03-26,58.46116,38.53601,-19.92515,-20.036208571428567,AL,32.318231,-86.902298,-20.346402758620687,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9660197878776628,3.570483166864797,-5.5365029547424705,-5.425444383313902,-5.115250196121782
Alabama,2020-03-27,58.46116,38.53601,-19.92515,-20.01829571428571,AL,32.318231,-86.902298,-20.332361,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9660197878776628,3.570483166864797,-5.5365029547424705,-5.443357240456759,-5.12929195474247
Alabama,2020-03-28,58.35417,38.49376,-19.86041,-19.99134571428571,AL,32.318231,-86.902298,-20.297017333333333,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9237697878776672,3.677473166864793,-5.601242954742467,-5.4703072404567585,-5.164635621409136
Alabama,2020-03-29,58.32366,38.46451,-19.85915,-19.93852857142857,AL,32.318231,-86.902298,-20.266154000000004,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8945197878776625,3.7079831668648,-5.602502954742469,-5.523124383313899,-5.195498954742465
Alabama,2020-03-30,58.30669,38.35308,-19.953610000000005,-19.91037285714285,AL,32.318231,-86.902298,-20.236205,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.783089787877664,3.7249531668647933,-5.508042954742464,-5.551280097599619,-5.225447954742467
Alabama,2020-03-31,58.28249,38.28572,-19.996770000000005,-19.93400571428571,AL,32.318231,-86.902298,-20.20769466666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7157297878776632,3.7491531668647937,-5.464882954742464,-5.5276472404567585,-5.2539582880758005
Alabama,2020-04-01,58.24221,38.24648,-19.99573,-19.930852857142856,AL,32.318231,-86.902298,-20.179265,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6764897878776637,3.7894331668647965,-5.465922954742471,-5.530800097599613,-5.282387954742468
Alabama,2020-04-02,58.24221,38.24648,-19.99573,-19.94093571428571,AL,32.318231,-86.902298,-20.151161000000002,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6764897878776637,3.7894331668647965,-5.465922954742471,-5.520717240456758,-5.310491954742467
Alabama,2020-04-03,58.19347,38.04546,-20.14801,-19.97277285714285,AL,32.318231,-86.902298,-20.128344000000002,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.475469787877664,3.8381731668647987,-5.31364295474247,-5.488880097599619,-5.333308954742467
Alabama,2020-04-04,58.15678000000001,38.04031,-20.116470000000007,-20.009352857142858,AL,32.318231,-86.902298,-20.102619333333337,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.4703197878776635,3.8748631668647846,-5.345182954742462,-5.452300097599611,-5.359033621409132
Alabama,2020-04-05,58.20308000000001,38.07277,-20.130310000000012,-20.04809,AL,32.318231,-86.902298,-20.07737533333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5027797878776639,3.8285631668647895,-5.331342954742457,-5.413562954742471,-5.3842776214091295
Alabama,2020-04-06,58.11136,38.2012,-19.91016,-20.04188285714286,AL,32.318231,-86.902298,-20.056773666666672,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6312097878776655,3.920283166864799,-5.551492954742468,-5.41977009759961,-5.404879288075797
Alabama,2020-04-07,58.1825,37.88539,-20.29711,-20.08478857142857,AL,32.318231,-86.902298,-20.065453333333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.3153997878776664,3.849143166864799,-5.164542954742469,-5.376864383313897,-5.396199621409135
Alabama,2020-04-08,58.1551,37.90506,-20.25004,-20.121118571428575,AL,32.318231,-86.902298,-20.07261366666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.3350697878776643,3.876543166864799,-5.2116129547424705,-5.340534383313894,-5.3890392880758
Alabama,2020-04-09,58.14983,37.90387,-20.245960000000004,-20.156865714285715,AL,32.318231,-86.902298,-20.07963666666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.3338797878776631,3.881813166864795,-5.215692954742465,-5.304787240456754,-5.3820162880758
Alabama,2020-04-10,58.12106,37.83937,-20.28169,-20.175962857142856,AL,32.318231,-86.902298,-20.07745866666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.2693797878776678,3.9105831668647966,-5.179962954742468,-5.285690097599613,-5.3841942880758005
Alabama,2020-04-11,58.11115,37.7736,-20.33755,-20.20754571428571,AL,32.318231,-86.902298,-20.07660733333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.2036097878776673,3.9204931668647944,-5.124102954742469,-5.254107240456758,-5.38504562140913
Alabama,2020-04-12,58.53412,37.58134,-20.952779999999986,-20.32504142857142,AL,32.318231,-86.902298,-20.102240333333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.0113497878776627,3.497523166864795,-4.508872954742483,-5.136611526171048,-5.359412621409135
Alabama,2020-04-13,58.53406999999999,37.58122,-20.952849999999987,-20.473997142857137,AL,32.318231,-86.902298,-20.127965000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.0112297878776673,3.497573166864804,-4.508802954742482,-4.9876558118853325,-5.333687954742466
Alabama,2020-04-14,58.58034,37.76068,-20.81966,-20.54864714285713,AL,32.318231,-86.902298,-20.148336333333337,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.190689787877666,3.451303166864797,-4.64199295474247,-4.913005811885338,-5.3133166214091325
Alabama,2020-04-15,58.43251,37.99491,-20.437600000000003,-20.575441428571427,AL,32.318231,-86.902298,-20.160924333333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.4249197878776627,3.599133166864796,-5.024052954742466,-4.886211526171042,-5.300728621409135
Alabama,2020-04-16,58.58776,38.15752,-20.43024,-20.601767142857142,AL,32.318231,-86.902298,-20.174377333333332,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5875297878776635,3.4438831668647936,-5.031412954742468,-4.859885811885327,-5.287275621409137
Alabama,2020-04-17,58.60684000000001,38.165,-20.441840000000006,-20.62464571428571,AL,32.318231,-86.902298,-20.188216999999998,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5950097878776646,3.424803166864784,-5.019812954742463,-4.83700724045676,-5.273435954742471
Alabama,2020-04-18,58.62004,38.24128,-20.378760000000007,-20.630532857142857,AL,32.318231,-86.902298,-20.199034666666666,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6712897878776687,3.4116031668647935,-5.082892954742462,-4.831120097599612,-5.262618288075803
Alabama,2020-04-19,58.53298,38.23854,-20.294439999999998,-20.53648428571429,AL,32.318231,-86.902298,-20.207164666666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6685497878776658,3.4986631668647945,-5.167212954742471,-4.925168669028178,-5.254488288075802
Alabama,2020-04-20,58.402,38.29927,-20.102729999999998,-20.415038571428575,AL,32.318231,-86.902298,-20.208953666666666,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7292797878776653,3.6296431668647955,-5.3589229547424715,-5.046614383313894,-5.252699288075803
Alabama,2020-04-21,58.2428,38.37817,-19.86463,-20.27860571428572,AL,32.318231,-86.902298,-20.196812333333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8081797878776626,3.788843166864794,-5.597022954742471,-5.183047240456748,-5.264840621409135
Alabama,2020-04-22,58.2428,38.37817,-19.86463,-20.196752857142858,AL,32.318231,-86.902298,-20.187276666666666,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8081797878776626,3.788843166864794,-5.597022954742471,-5.264900097599611,-5.274376288075803
Alabama,2020-04-23,58.2428,38.37817,-19.86463,-20.115951428571435,AL,32.318231,-86.902298,-20.188386333333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8081797878776626,3.788843166864794,-5.597022954742471,-5.345701526171034,-5.273266621409135
Alabama,2020-04-24,58.2428,38.37817,-19.86463,-20.033492857142864,AL,32.318231,-86.902298,-20.183280666666672,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8081797878776626,3.788843166864794,-5.597022954742471,-5.428160097599605,-5.278372288075797
Alabama,2020-04-25,58.09285,38.39729000000001,-19.695559999999997,-19.935892857142864,AL,32.318231,-86.902298,-20.17562766666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8272997878776778,3.938793166864798,-5.766092954742472,-5.525760097599605,-5.286025288075798
Alabama,2020-04-26,58.07116,38.36283,-19.708330000000004,-19.852162857142858,AL,32.318231,-86.902298,-20.168400333333338,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7928397878776678,3.9604831668647975,-5.753322954742465,-5.609490097599611,-5.293252621409131
Alabama,2020-04-27,58.03267,38.33168,-19.70099,-19.79477142857143,AL,32.318231,-86.902298,-20.16308633333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.761689787877664,3.9989731668647934,-5.760662954742468,-5.666881526171039,-5.29856662140913
Alabama,2020-04-28,58.21791,38.60152,-19.61639,-19.75930857142857,AL,32.318231,-86.902298,-20.154994333333338,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.031529787877666,3.813733166864793,-5.84526295474247,-5.7023443833139,-5.306658621409131
Alabama,2020-04-29,58.19186,38.33298,-19.85888,-19.758487142857145,AL,32.318231,-86.902298,-20.15183666666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7629897878776646,3.839783166864798,-5.60277295474247,-5.703165811885324,-5.3098162880757975
Alabama,2020-04-30,58.19189,38.33291,-19.858980000000006,-19.75768,AL,32.318231,-86.902298,-20.14724366666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7629197878776637,3.8397531668647957,-5.602672954742463,-5.7039729547424685,-5.314409288075797
Alabama,2020-05-01,58.18564,38.42208,-19.763560000000002,-19.743241428571427,AL,32.318231,-86.902298,-20.13950466666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8520897878776665,3.846003166864797,-5.698092954742467,-5.718411526171042,-5.322148288075798
Alabama,2020-05-02,58.15476999999999,38.44685,-19.707919999999994,-19.74500714285714,AL,32.318231,-86.902298,-20.129911000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8768597878776632,3.8768731668648044,-5.753732954742475,-5.7166458118853285,-5.331741954742466
Alabama,2020-05-03,58.16469,38.39417,-19.77052,-19.75389142857143,AL,32.318231,-86.902298,-20.117328000000004,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.824179787877668,3.8669531668647963,-5.691132954742468,-5.707761526171041,-5.344324954742465
Alabama,2020-05-04,58.13171,38.50509,-19.62662,-19.743267142857142,AL,32.318231,-86.902298,-20.10099966666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9350997878776681,3.8999331668647983,-5.83503295474247,-5.718385811885327,-5.360653288075799
Alabama,2020-05-05,58.2305,38.35905,-19.87145,-19.779704285714285,AL,32.318231,-86.902298,-20.092371000000004,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7890597878776688,3.8011431668647973,-5.59020295474247,-5.681948669028184,-5.3692819547424655
Alabama,2020-05-06,58.20443,38.22971,-19.974720000000005,-19.796252857142857,AL,32.318231,-86.902298,-20.094523000000002,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6597197878776626,3.8272131668647944,-5.486932954742464,-5.665400097599612,-5.367129954742467
Alabama,2020-05-07,58.19831,38.21912,-19.97919,-19.81342571428572,AL,32.318231,-86.902298,-20.083925666666673,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.649129787877662,3.833333166864797,-5.48246295474247,-5.648227240456748,-5.377727288075796
Alabama,2020-05-08,58.17259,38.24854000000001,-19.924049999999994,-19.836352857142856,AL,32.318231,-86.902298,-20.073059333333337,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.678549787877678,3.859053166864797,-5.537602954742475,-5.625300097599613,-5.388593621409132
Alabama,2020-05-09,58.06253,38.13063,-19.931900000000006,-19.86835,AL,32.318231,-86.902298,-20.062590666666672,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5606397878776619,3.969113166864794,-5.529752954742463,-5.5933029547424695,-5.399062288075797
Alabama,2020-05-10,58.21631,38.23652,-19.979789999999998,-19.898245714285714,AL,32.318231,-86.902298,-20.052527333333337,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6665297878776641,3.8153331668647965,-5.481862954742471,-5.563407240456755,-5.409125621409132
Alabama,2020-05-11,58.21305,38.23402,-19.979029999999998,-19.94859,AL,32.318231,-86.902298,-20.04057666666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6640297878776664,3.818593166864794,-5.482622954742471,-5.51306295474247,-5.421076288075799
Alabama,2020-05-12,58.16938,38.26811,-19.901270000000004,-19.952850000000005,AL,32.318231,-86.902298,-20.00552633333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6981197878776655,3.8622631668647998,-5.560382954742465,-5.508802954742464,-5.45612662140913
Alabama,2020-05-13,58.25011,38.22349000000001,-20.026619999999994,-19.960264285714292,AL,32.318231,-86.902298,-19.974652000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.6534997878776778,3.781533166864797,-5.435032954742475,-5.501388669028177,-5.4870009547424665
Alabama,2020-05-14,58.23779,38.35669,-19.881100000000004,-19.946251428571433,AL,32.318231,-86.902298,-19.94336666666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7866997878776658,3.7938531668647997,-5.5805529547424655,-5.515401526171036,-5.5182862880757995
Alabama,2020-05-15,58.25119,38.37395,-19.87724,-19.93956428571429,AL,32.318231,-86.902298,-19.924688000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.803959787877666,3.7804531668647954,-5.584412954742469,-5.522088669028179,-5.536964954742466
Alabama,2020-05-16,58.19925,38.38199,-19.81726,-19.92318714285715,AL,32.318231,-86.902298,-19.904255333333335,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8119997878776672,3.8323931668647973,-5.644392954742468,-5.53846581188532,-5.557397621409134
Alabama,2020-05-17,58.24955,38.33116,-19.91839,-19.91441571428572,AL,32.318231,-86.902298,-19.886807000000008,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7611697878776624,3.7820931668647972,-5.54326295474247,-5.547237240456749,-5.574845954742461
Alabama,2020-05-18,58.04348,38.21172,-19.831760000000006,-19.893377142857148,AL,32.318231,-86.902298,-19.868573666666673,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.641729787877665,3.988163166864794,-5.629892954742463,-5.5682758118853215,-5.593079288075796
Alabama,2020-05-19,58.02181,38.30388,-19.71793,-19.867185714285718,AL,32.318231,-86.902298,-19.849356666666672,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.733889787877665,4.009833166864794,-5.74372295474247,-5.594467240456751,-5.612296288075797
Alabama,2020-05-20,57.93423000000001,38.2851,-19.649130000000007,-19.813258571428577,AL,32.318231,-86.902298,-19.834236666666676,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7151097878776653,4.09741316686479,-5.812522954742462,-5.648394383313892,-5.627416288075793
Alabama,2020-05-21,57.87798000000001,38.14024000000001,-19.73774,-19.792778571428578,AL,32.318231,-86.902298,-19.83000700000001,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5702497878776782,4.1536631668647885,-5.72391295474247,-5.6688743833138915,-5.63164595474246
Alabama,2020-05-22,57.87766,38.15701,-19.72065,-19.770408571428586,AL,32.318231,-86.902298,-19.825207666666675,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.587019787877665,4.153983166864798,-5.74100295474247,-5.691244383313883,-5.6364452880757945
Alabama,2020-05-23,57.84563000000001,38.16854,-19.677090000000007,-19.750384285714293,AL,32.318231,-86.902298,-19.81895633333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5985497878776656,4.1860131668647895,-5.784562954742462,-5.7112686690281755,-5.642696621409129
Alabama,2020-05-24,57.83276,38.11713,-19.715630000000004,-19.721418571428586,AL,32.318231,-86.902298,-19.81398966666667,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5471397878776685,4.198883166864796,-5.746022954742465,-5.740234383313883,-5.6476632880757975
Alabama,2020-05-25,57.83276,38.11713,-19.715630000000004,-19.704828571428585,AL,32.318231,-86.902298,-19.814658666666674,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5471397878776685,4.198883166864796,-5.746022954742465,-5.756824383313884,-5.6469942880757955
Alabama,2020-05-26,57.8667,38.25752,-19.60918,-19.68929285714287,AL,32.318231,-86.902298,-19.811353666666673,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.687529787877665,4.164943166864795,-5.8524729547424705,-5.772360097599599,-5.6502992880757965
Alabama,2020-05-27,57.75603,38.03529,-19.72074,-19.69952285714287,AL,32.318231,-86.902298,-19.812012000000003,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.4652997878776688,4.275613166864794,-5.74091295474247,-5.762130097599599,-5.649640954742466
Alabama,2020-05-28,57.95419,38.07817,-19.876020000000004,-19.719277142857155,AL,32.318231,-86.902298,-19.82066633333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5081797878776655,4.0774531668647995,-5.585632954742465,-5.742375811885314,-5.64098662140913
Alabama,2020-05-29,57.95419,38.07817,-19.876020000000004,-19.74147285714287,AL,32.318231,-86.902298,-19.821237666666672,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5081797878776655,4.0774531668647995,-5.585632954742465,-5.720180097599599,-5.640415288075797
Alabama,2020-05-30,57.88862,38.02934000000001,-19.859279999999988,-19.767500000000013,AL,32.318231,-86.902298,-19.821247666666675,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.4593497878776773,4.143023166864793,-5.602372954742481,-5.6941529547424565,-5.640405288075794
Alabama,2020-05-31,57.86673,37.95833,-19.908400000000007,-19.795038571428577,AL,32.318231,-86.902298,-19.826075666666675,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.388339787877662,4.1649131668648,-5.553252954742462,-5.666614383313892,-5.635577288075794
Alabama,2020-06-01,57.81593,38.03936,-19.776570000000007,-19.80374428571429,AL,32.318231,-86.902298,-19.82836400000001,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.4693697878776675,4.215713166864795,-5.685082954742462,-5.657908669028178,-5.633288954742458
Alabama,2020-06-02,57.82137,38.10083,-19.720539999999996,-19.819652857142863,AL,32.318231,-86.902298,-19.82669800000001,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.5308397878776674,4.210273166864795,-5.741112954742473,-5.642000097599606,-5.634954954742458
Alabama,2020-06-03,58.13794,38.33644,-19.8015,-19.831190000000007,AL,32.318231,-86.902298,-19.832527333333346,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.7664497878776686,3.893703166864796,-5.660152954742468,-5.6304629547424625,-5.629125621409123
Alabama,2020-06-04,58.04017,38.38034,-19.659829999999992,-19.80030571428572,AL,32.318231,-86.902298,-19.825473333333342,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.8103497878776622,3.991473166864793,-5.801822954742477,-5.661347240456749,-5.636179621409127
Alabama,2020-06-05,58.02461,38.54298,-19.48163,-19.74396428571429,AL,32.318231,-86.902298,-19.809037000000007,R,36.569990212122335,62.0316431668648,-25.46165295474247,-1.9729897878776654,4.007033166864794,-5.98002295474247,-5.717688669028178,-5.652615954742462
Alabama,2020-06-06,57.92537,38.6437,-19.281669999999988,-19.661448571428565,AL,32.318231,-86.902298,-19.78578633333334,R,36.569990212122335,62.0316431668648,-25.46165295474247,-2.073709787877668,4.106273166864796,-6.179982954742481,-5.800204383313904,-5.675866621409128
