county,state_code,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,state,cases,deaths,dem_16_margin,dem_20_margin,dem_margin_shift,cases_rate,deaths_rate,men_percent,women_percent
Bureau,IL,56.82389744,36.86438079,16303,9264,6010,59.92317542,38.0921895,17182,10296,6545,41.40385234,-89.5283051,33619,16506,17113,8.8,88.4,0.8,0.1,0.8,0,25556,54271,1910,28332,746,12.6,22.2,28,19.1,22.7,10,20.2,82,9.2,0.8,1.9,1.9,4.2,20.6,16262,82.1,10.5,7.2,0.2,5.7,Illinois,1055,19,-19.95951665,-21.83098592,-1.871469262,3.138106428,0.056515661,49.09723668,50.90276332
Burke,GA,48.03208556,50.58823529,9350,4491,4730,50.54286784,48.75514788,10684,5400,5209,33.05917989,-81.99928721,22645,10752,11893,3.1,47,49.1,0,0.3,0,16455,38707,5008,19720,1231,29.2,47.4,28,18.1,19.8,14.8,19.4,87.7,7.8,0.2,0.7,1,2.7,26.4,8671,77.2,17,5.6,0.2,5.8,Georgia,1097,14,2.556149733,-1.787719955,-4.343869688,4.844336498,0.061823802,47.48068006,52.51931994
Burke,NC,68.39098783,29.0398002,37638,25741,10930,69.74333439,29.38979675,44182,30814,12985,35.74989637,-81.70755735,88898,43908,44990,5.9,82.3,5.9,0.5,3.6,0.1,69273,40854,1572,21885,706,19.3,29.3,28.3,21.5,19.1,9,22.1,85.6,9.4,0.2,1.1,0.9,2.9,21.5,37149,75.4,17.9,6.6,0.2,9.3,North Carolina,2840,52,-39.35118763,-40.35353764,-1.00235001,3.194672546,0.058494004,49.39143738,50.60856262
Burke,ND,85.25703201,11.44519884,1031,879,118,86.01398601,11.88811189,1144,984,136,48.79094471,-102.5182117,2253,1198,1055,1.6,93.4,0.4,2.8,0,0,1631,71667,4852,35674,3351,7.3,7.1,35.2,14.6,15.7,21.8,12.8,73.2,10.4,0,8,0.6,7.8,23.9,1129,71.1,17.4,11,0.4,2.6,North Dakota,93,1,-73.81183317,-74.12587413,-0.314040954,4.127829561,0.044385264,53.17354638,46.82645362
Burleigh,ND,69.3326791,23.17916116,46874,32499,10865,68.45703702,28.27025003,50753,34744,14348,46.97847375,-100.4645214,92372,46218,46154,2.2,89.9,1.7,3.7,0.7,0,70032,67308,1651,36483,859,8.5,8.9,39.6,16,23.3,11.7,9.4,85,8.7,0.3,1.5,0.9,3.7,17.2,51229,77.1,17.8,5,0,1.8,North Dakota,7740,83,-46.15351794,-40.18678699,5.966730954,8.379162517,0.089854068,50.03464253,49.96535747
Burleson,TX,76.54427646,21.46868251,6945,5316,1491,78.33565783,20.75778708,8604,6740,1786,30.49273808,-96.62158484,17596,8781,8815,20.1,65.7,12.3,0.2,0.3,0,12859,52510,4429,27112,1779,15.1,26.9,25.6,19.3,19.1,17.2,18.9,81.6,13.5,0.3,1.1,0.8,2.6,27.4,7697,71.9,18.5,9.3,0.4,6.7,Texas,487,6,-55.07559395,-57.57787076,-2.502276805,2.767674471,0.034098659,49.90338713,50.09661287
Burlington,NJ,40.79174103,55.57316348,194988,79539,108361,39.00811408,59.34436893,242911,94755,144154,39.87681124,-74.66927768,449192,220995,228197,7.6,68.3,15.7,0,4.8,0,338998,82839,930,39528,579,6.4,8.9,43.8,14.6,25.3,6.6,9.7,83.1,7.1,3.6,1.4,1,3.8,29.3,223990,78.2,17.5,4.1,0.2,6.9,New Jersey,8851,519,14.78142245,20.33625484,5.554832396,1.9704269,0.115540793,49.19833835,50.80166165
Burnet,TX,76.63026357,19.8729392,19046,14595,3785,75.95958776,22.78260164,24646,18721,5615,30.78801353,-98.181887,45017,22234,22783,21.9,74.1,1.5,0.6,0.7,0,33766,57173,3823,29247,1770,12.3,18.4,30.2,18.8,22.4,14.9,13.6,76.4,12.5,0.2,2.7,1.6,6.6,26.2,19567,75.3,12.4,12,0.3,4.3,Texas,1097,15,-56.75732437,-53.17698612,3.580338249,2.436857187,0.033320745,49.39023036,50.60976964
Burnett,WI,62.07133846,33.81121688,8719,5412,2948,63.72152648,35.19376787,10141,6462,3569,45.86303537,-92.36711412,15239,7798,7441,1.7,90.6,0.5,4.1,0.3,0,12409,45891,1629,26308,928,14.6,21.3,29.1,20.4,19.9,13.6,16.9,78.4,10.7,0.2,2.9,0.9,7,27,6535,75.1,15.5,9,0.4,5.1,,0,0,-28.26012157,-28.5277586,-0.26763703,0,0,51.1713367,48.8286633
Burt,NE,66.98836219,26.34118649,3523,2360,928,69.15036183,28.49102117,3731,2580,1063,41.85056773,-96.32605633,6546,3231,3315,2.7,93.6,0.6,1.8,0.4,0,5017,50174,2762,26421,1621,12.3,15.9,33.2,16,23.4,16.4,11,82.1,7.6,0,3.1,1.1,6.1,22.4,3011,74.8,13.4,10.9,0.9,3.5,Nebraska,172,1,-40.6471757,-40.65934066,-0.012164957,2.627558815,0.015276505,49.3583868,50.6416132
Butler,AL,56.31548647,42.78641336,8685,4891,3716,57.55334883,41.7599831,9466,5448,3953,31.75300095,-86.68057478,20126,9416,10710,0.3,52.2,44.7,0.1,1.1,0,15459,36326,2701,19004,943,24.4,34.8,26.9,17.3,18.5,11.6,25.7,83.6,12.6,0,0.9,0.9,2,23.2,7727,79.1,15.3,5.3,0.3,7.6,Alabama,1032,41,-13.52907311,-15.79336573,-2.264292615,5.127695518,0.203716586,46.78525291,53.21474709
Butler,IA,65.95145501,29.0063028,7457,4918,2163,68.55517071,29.98515586,8084,5542,2424,42.73172833,-92.79015971,14822,7402,7420,1.3,96.8,0.2,0.3,0.4,0.1,11356,53937,1971,28584,1364,9.4,14.1,29.9,14.1,23.9,11.3,20.8,81.3,9.4,0.2,3,0.9,5.2,24,7431,77.2,11.2,11.3,0.3,3.2,Iowa,466,3,-36.94515221,-38.57001484,-1.624862638,3.143975172,0.020240184,49.93927945,50.06072055
Butler,KS,69.42811726,23.98802262,27051,18781,6489,69.64878232,28.18193201,31946,22250,9003,37.78134351,-96.83878537,66260,33449,32811,4.6,89.5,2.1,0.8,1.1,0,48321,62324,2317,28478,929,10.8,15.8,40,15.2,21.4,11.6,11.8,84.8,7.9,0.1,1.6,1.3,4.2,22.7,31363,77.9,16,6,0.1,4.5,Kansas,1720,3,-45.44009464,-41.46685031,3.973244326,2.595834591,0.004527618,50.48143676,49.51856324
Butler,KY,79.41176471,16.98350072,5576,4428,947,80.97959184,17.6,6125,4960,1078,37.20946153,-86.68748787,12735,6405,6330,3.1,95.1,0.4,0.2,0.1,0,9714,39362,2505,21787,1679,22,36.2,26.8,11.3,21,12.7,28.2,82.5,10.2,0.3,0.6,2,4.4,26,5177,75.6,15.4,8.1,0.9,5.4,Kentucky,441,16,-62.42826399,-63.37959184,-0.951327848,3.462897527,0.125638005,50.29446408,49.70553592
Butler,MO,79.19568245,17.6183844,17232,13647,3036,80.36884118,18.17230939,18165,14599,3301,36.71462476,-90.40421163,42826,20735,22091,2,89,5.4,0.5,0.7,0,32460,37878,2668,20855,1222,21.6,30,29.2,18,24.8,8.4,19.6,80.8,10.5,0.7,2.6,2.1,3.3,18,16983,77.6,15.9,6.3,0.2,9.2,Missouri,1423,8,-61.57729805,-62.19653179,-0.619233742,3.322747863,0.018680241,48.41684958,51.58315042
Butler,NE,78.3852836,17.62902402,3914,3068,690,78.74050916,19.40598481,4478,3526,869,41.22703692,-97.13106306,8105,4085,4020,3,95,0.5,0.2,0.4,0,6085,52448,3123,27216,1174,7.8,8.5,27.8,17,18.2,14,23,81,7.3,0.2,2.6,1.2,7.6,22,4121,76,12.6,11.2,0.1,4.4,Nebraska,317,2,-60.75625958,-59.33452434,1.42173524,3.911165947,0.024676126,50.40098705,49.59901295
Butler,OH,62.01149494,33.66543563,168422,104441,56700,61.37424877,37.20678555,182034,111722,67729,39.44012838,-84.57388716,375702,184149,191553,4.5,82.2,7.8,0.1,2.9,0.1,275267,62188,1209,29745,441,12.9,17,38.5,16.5,24.4,6.9,13.8,84.7,7.6,0.6,2,0.9,4.2,24.4,180865,85.1,10.6,4.2,0.1,5.4,Ohio,9836,134,-28.3460593,-24.16746322,4.178596082,2.618032377,0.035666566,49.01464459,50.98535541
Butler,PA,66.70651005,29.15883382,92027,61388,26834,65.81020187,32.92537851,110960,73023,36534,40.91152759,-79.91351055,185984,91847,94137,1.4,95,0.9,0.1,1.1,0,145821,66037,1398,35101,562,8.4,9.6,38.8,16.1,23.7,9.1,12.3,84.6,7.2,0.7,2.4,0.7,4.4,26.8,93194,85.2,9.6,5,0.2,4.5,Pennsylvania,1996,28,-37.54767623,-32.88482336,4.662852866,1.073210599,0.015055058,49.38435564,50.61564436
Butte,CA,48.89970816,43.75994135,72299,35354,31638,47.67288034,49.51092403,99780,47568,49402,39.66727762,-121.6005252,225207,111587,113620,15.7,72.9,1.5,0.7,4.4,0.2,172105,46516,1130,26304,656,20.5,21.5,35.9,22.2,22.7,9.2,10.1,75,11.1,1.2,3.2,3.9,5.7,20.1,93439,72.8,17.2,9.7,0.4,9.1,California,3198,54,-5.139766802,1.838043696,6.977810498,1.420026909,0.02397794,49.54863748,50.45136252
Butte,ID,74.30894309,13.00813008,1230,914,160,84.94699647,13.28621908,1415,1202,188,43.72592209,-113.1735463,2613,1350,1263,2.5,94.6,2.5,0,0,0,2070,43207,7907,26227,3968,16.2,18.6,32.5,16.1,18.3,16.3,16.8,80.9,7.6,1.7,3.2,2.2,4.4,22.6,975,66.4,26.5,7.2,0,6.7,Idaho,105,0,-61.30081301,-71.66077739,-10.35996438,4.01836969,0,51.66475316,48.33524684
Butte,SD,77.19742292,15.94569719,4346,3355,693,77.696793,19.55435235,4802,3731,939,44.90608745,-103.5079318,10194,5078,5116,3.5,91.8,0.6,1.8,0,0,7682,44786,4912,26178,3262,11.1,6.7,28.5,20.2,19.4,16.9,14.9,74.3,14.8,0,2.5,0.1,8.3,20.5,5096,69.3,15.6,14.5,0.6,2.8,South Dakota,440,3,-61.25172572,-58.14244065,3.109285075,4.316264469,0.029429076,49.81361585,50.18638415
Butts,GA,70.87685977,27.07607893,9477,6717,2566,71.29527526,27.75468657,11789,8405,3272,33.2830945,-83.9543504,23556,12464,11092,3.1,66.6,28.2,0.1,0.6,0,18209,39655,2735,21236,2495,23.5,31.6,27.3,16.3,25.3,14.4,16.7,85.7,9,0,0.2,0.6,4.6,30.8,8655,79.3,15,4.5,1.2,7.6,Georgia,882,45,-43.80078084,-43.54058868,0.260192153,3.744268976,0.191034131,52.9122092,47.0877908
Cabarrus,NC,58.48662667,38.51343927,91002,53224,35048,54.10323379,44.62610399,116396,62974,51943,35.3877799,-80.55267168,196716,95708,101008,10,68,16.7,0.3,3,0.1,136198,60716,1429,29143,508,11.5,15.9,37.4,16.9,24.6,9.7,11.3,83.3,9.9,0.7,0.7,0.8,4.7,27.8,95894,81.6,13.8,4.5,0.2,6.8,North Carolina,5153,95,-19.9731874,-9.477129798,10.4960576,2.619512394,0.048292971,48.65288029,51.34711971
Cabell,WV,60.08378949,34.57386624,32701,19648,11306,58.13972163,40.13383298,37360,21721,14994,38.42424062,-82.23855912,96100,47121,48979,1.4,90.1,4.9,0.1,1.3,0,76234,37816,1731,24646,976,23.2,29.8,36.5,20.7,26.9,6.1,9.8,82.6,7.4,1.3,3.8,2,2.9,20.5,39455,80.5,15.8,3.7,0.1,5.5,West Virginia,1572,30,-25.50992324,-18.00588865,7.504034593,1.635796046,0.031217482,49.03329865,50.96670135
Cache,UT,46.74996225,20.51562736,26492,12385,5435,66.01947078,29.02133733,54646,36077,15859,41.72330587,-111.7443667,120288,60247,60041,10.5,83.8,0.7,0.4,2.1,0.4,78436,53812,1423,21752,581,15.2,14.2,37.9,15.6,22.8,7.8,16,74.5,11.5,2.1,4,2.7,5.2,17.3,56905,77.5,18,4.4,0.2,3.6,Utah,0,0,-26.23433489,-36.99813344,-10.76379855,0,0,50.08562783,49.91437217
Caddo,OK,69.33376178,25.89974293,9336,6473,2418,71.13297495,27.08185414,9859,7013,2670,35.17364557,-98.37534464,29437,15383,14054,12.1,57.4,2.2,22.4,0.4,0.1,20968,41626,1473,21071,1158,20.8,27.7,29.1,17.7,21.6,17,14.6,82.4,11.6,0.4,2.3,1.1,2.2,22.9,11207,66.6,25.1,8.1,0.2,7.6,Oklahoma,1203,26,-43.43401885,-44.0511208,-0.617101952,4.086693617,0.088324218,52.25736318,47.74263682
Caddo,LA,46.31964213,50.54805792,105737,48977,53448,45.77264755,52.52973921,104912,48021,55110,32.57991587,-93.88375652,251069,119235,131834,2.8,45.6,48.3,0.4,1.2,0,187462,40391,1046,25565,801,23.4,35.7,33.1,21.5,24.4,8.9,12,86.4,7.2,1.8,1.2,1,2.4,20.9,105583,81.2,14.1,4.6,0.1,7,Louisiana,10469,402,4.228415786,6.757091658,2.528675871,4.169770063,0.160115347,47.49092879,52.50907121
Calaveras,CA,58.14283462,35.41962268,19029,11064,6740,60.96118576,36.84919714,26717,16287,9845,38.20537103,-120.552913,45057,22292,22765,11.5,82,0.6,0.9,1.2,0.5,35783,54800,3529,31652,1278,12.8,18.9,35.6,18.4,22.9,11.6,11.5,79.1,9.9,1,1.2,0.6,8.3,35.5,16721,67.6,18.2,13.7,0.4,7.1,California,354,21,-22.72321194,-24.11198862,-1.388776682,0.785671483,0.04660763,49.47510931,50.52489069
Calcasieu,LA,64.67716329,31.38600742,83773,54182,26293,66.61505147,31.43123284,82663,55066,25982,30.22931235,-93.35400434,198753,96906,101847,3.2,68.2,24.6,0.3,1.4,0,146328,48219,1329,26569,535,16.8,24.3,30.6,21.1,22.5,12.6,13.2,86.1,8.2,0.3,1.5,1.8,2.1,20.5,90318,80.9,14,5,0.1,6.6,Louisiana,8544,230,-33.29115586,-35.18381864,-1.892662775,4.298803037,0.115721524,48.75699989,51.24300011
Caldwell,KY,75.43096234,21.08786611,5975,4507,1260,76.21193288,22.24984462,6436,4905,1432,37.14749129,-87.86948214,12747,5973,6774,1.3,91.1,6.8,0,0,0,9895,46182,8251,25272,2831,17.5,22.4,29.2,13.2,21.2,11.7,24.7,81.1,9.3,0.5,2.4,5.6,1.2,22.4,5330,75.6,15.2,8.3,0.8,6.9,Kentucky,323,0,-54.34309623,-53.96208825,0.381007981,2.533929552,0,46.85808426,53.14191574
Caldwell,MO,74.98259457,19.42446043,4309,3231,837,79.32282794,19.10136286,4696,3725,897,39.65620858,-93.98308093,9046,4572,4474,2.1,94.8,0.5,0.4,0.4,0,6801,44975,2493,24200,1468,13.3,17.4,28.2,17.6,22.3,16.1,15.8,82.9,9.3,0.1,3.4,0.7,3.7,32.6,3840,72.4,19,8.5,0.1,3.8,Missouri,197,1,-55.55813414,-60.22146508,-4.663330939,2.177758125,0.01105461,50.54167588,49.45832412
Caldwell,NC,74.12929756,23.50686771,35747,26499,8403,75.11428437,23.81120694,42438,31877,10105,35.95204977,-81.54799522,81805,40361,41444,5.1,87.9,4.9,0.4,0.6,0,63220,40735,1356,21991,977,16.4,20.8,24.5,17,22.7,11.6,24.2,83.4,10.3,0.1,0.7,1.9,3.7,23.4,35011,80.8,13.2,6,0,7.9,North Carolina,2744,19,-50.62242985,-51.30307743,-0.680647576,3.354318196,0.023225964,49.33806002,50.66193998
Caldwell,TX,55.64950038,39.82406696,11709,6516,4663,53.97631134,44.23688663,14775,7975,6536,29.83668859,-97.61814775,40544,20563,19981,50.7,41.1,6.1,0.2,1,0.1,28283,51346,2389,23366,1304,17.7,22.9,25.3,20.2,23.5,17.4,13.7,79,11.6,0.2,3.6,1.7,4,30.6,18238,74.3,18.9,6.7,0.1,3.4,Texas,1729,37,-15.82543343,-9.739424704,6.086008723,4.264502762,0.091258879,50.71773875,49.28226125
Caldwell,LA,81.45780051,16.7945439,4692,3822,788,83.49433011,15.64468711,4762,3976,745,32.0902519,-92.11752148,10000,5313,4687,3.1,79.1,16.8,0.6,0.2,0,7594,31933,3546,20961,2724,26.2,34.3,23.8,25.4,24.3,14.8,11.7,84.4,7.2,0,4.4,2.3,1.7,23.7,3451,69.9,25.4,4.6,0,9.4,Louisiana,384,3,-64.66325661,-67.84964301,-3.1863864,3.84,0.03,53.13,46.87
Calhoun,AL,69.23969943,27.85587639,47376,32803,13197,68.90408529,29.79327198,50743,34964,15118,33.77483727,-85.82630386,115527,55593,59934,3.6,72.7,20.4,0.2,1,0,88383,43686,1491,23638,793,18.6,26.6,29,17.5,23.7,10.4,19.4,85,9.2,0.2,1.3,1.1,3.2,24.8,47392,74.9,19.9,5.1,0.1,10.1,Alabama,4996,65,-41.38382303,-39.11081331,2.273009719,4.324530196,0.056263904,48.12121842,51.87878158
Calhoun,AR,68.63957597,28.09187279,2264,1554,636,75.08166122,21.79188054,2143,1609,467,33.55598792,-92.49974403,5194,2693,2501,3.9,72.6,21.9,0.1,0.2,0.2,4179,37225,5419,22866,1842,19.6,34.3,24.5,13.8,15.8,16.3,29.6,87.4,5.4,0.5,1.8,1.7,3.2,24.4,2215,73.5,23.7,2.8,0,5.7,Arkansas,60,0,-40.54770318,-53.28978068,-12.7420775,1.155179053,0,51.84828648,48.15171352
Calhoun,FL,76.5946926,20.37250701,6067,4647,1236,80.67921065,18.49472235,6537,5274,1209,30.40666734,-85.19394153,14458,7872,6586,5.8,76.9,12.8,0.9,0.8,0,11034,36237,2312,15927,1194,12.9,10,23.9,29.4,19.1,18.2,9.4,78.7,15.5,0,0.9,3.2,1.7,26.8,4698,71.4,23.1,5.5,0,8.6,Florida,734,14,-56.22218559,-62.1844883,-5.962302703,5.076774104,0.096832204,54.44736478,45.55263522
Calhoun,GA,40.97874444,58.23035096,2023,829,1178,42.06927985,57.42935278,2194,923,1260,31.53169785,-84.62725131,6503,3915,2588,4.8,32.5,60.5,0,0.5,0,5141,29617,2794,13865,2459,32.2,41.7,30.3,21.4,17.5,15,15.8,79.2,9.8,0.6,2.5,0.2,7.6,22.6,1612,71.5,23.9,3.9,0.7,14.9,Georgia,295,10,17.25160652,15.36007293,-1.891533599,4.53636783,0.153775181,60.20298324,39.79701676
Calhoun,IA,67.89422135,27.34573947,5105,3466,1396,70.28005334,28.00533435,5249,3689,1470,42.38521079,-94.64046046,9814,5080,4734,1.8,94.8,1.8,0.3,0.3,0,7731,46302,3680,27370,1244,15.3,21.3,33.3,18.5,19.7,14,14.3,82.4,7.6,0.5,2,1.5,6,20.4,4370,69.9,16.7,13.2,0.1,2.3,Iowa,376,5,-40.54848188,-42.27471899,-1.726237114,3.831261463,0.050947626,51.76278785,48.23721215
Calhoun,IL,67.25352113,28.91236307,2556,1719,739,73.83447777,24.35851102,2767,2043,674,39.16840183,-90.66330078,4897,2453,2444,1.1,96.7,0.3,0.1,0.9,0,3855,53641,3602,25660,1532,12.8,15.1,31.2,21.5,16.9,17,13.4,82.1,8.2,1.2,2.2,0.7,5.6,39.6,2166,76.2,14,9.1,0.6,3.7,Illinois,86,0,-38.34115806,-49.47596675,-11.13480869,1.756177251,0,50.091893,49.908107
Calhoun,MI,53.56547477,41.08801415,58786,31489,24154,54.7523182,43.3397389,65568,35900,28417,42.24633834,-85.00493569,134327,65652,68675,5,78.3,10.6,0.6,2.1,0,100589,46213,1008,24859,511,17.4,26.3,29,19.6,21.4,7.5,22.5,82.2,9.7,0.7,3.1,1,3.2,20.2,58179,82.5,12.4,4.9,0.1,7.4,Michigan,3521,72,-12.47746062,-11.41257931,1.064881313,2.621215392,0.053600542,48.87476084,51.12523916
Calhoun,MS,68.78056476,29.72077615,6339,4360,1884,70.25703794,28.73317013,6536,4592,1878,33.93683395,-89.33686647,14617,6994,7623,5.7,65,27.2,0,0.2,0.3,10814,33370,2074,17837,886,26.9,42,21.4,13.8,17.7,13.8,33.3,86.5,9,0.5,0.9,1.3,1.8,25.1,5260,82.3,10.6,7,0.1,8.4,Mississippi,643,13,-39.05978861,-41.52386781,-2.464079199,4.39898748,0.088937538,47.8483957,52.1516043
Calhoun,SC,50.11253806,47.25274725,7553,3785,3569,51.92377277,47.09926426,8291,4305,3905,33.66926881,-80.77722168,14808,7071,7737,3.6,53.6,41.6,0.5,0,0,11656,44010,4891,24766,1935,18.3,22.9,28.5,15,23.2,12.7,20.6,86,8.3,0.3,1.1,1.2,3.1,28.1,6362,74.6,18.7,6.7,0,6.5,South Carolina,515,18,-2.859790812,-4.824508503,-1.964717692,3.477849811,0.121555916,47.75121556,52.24878444
Calhoun,TX,66.66666667,30.44415696,6957,4638,2118,71.81968674,27.32713613,7853,5640,2146,28.47048236,-96.61633945,21821,10976,10845,48.1,43.2,2.6,0.1,4.9,0.1,14965,58788,3841,26909,1580,15.8,24.6,24.8,16.4,19.5,17.3,21.9,82.7,11.7,0.5,0.9,1.1,3.2,20.9,9676,83.8,10.5,5.7,0,6.3,Texas,935,9,-36.2225097,-44.49255062,-8.270040915,4.284863205,0.041244673,50.30016956,49.69983044
Calhoun,WV,77.68817204,17.51152074,2604,2023,456,79.56916863,19.11814204,2971,2364,568,38.84315422,-81.11934872,7450,3689,3761,1.3,97.3,0,0.1,0,0,5962,36279,5907,19696,1919,17.1,22.5,31.6,12.8,20.9,21.2,13.6,83.2,12.1,0.4,2.2,1.2,1,33.1,2284,78.5,18.3,2.1,1.1,14.5,West Virginia,37,0,-60.17665131,-60.45102659,-0.274375285,0.496644295,0,49.51677852,50.48322148
Callahan,TX,87.43700504,10.22318215,5556,4858,568,87.98710812,10.75300322,6826,6006,734,32.29760619,-99.37326312,13660,6650,7010,9.1,86.8,1.5,0.1,0.2,0,10269,40945,2635,22205,1487,15.6,15.4,24.9,15.2,24.8,18.3,16.7,84.7,8.8,0,0.8,0.3,5.4,22.9,5128,72.1,16.3,10.2,1.4,3.5,Texas,146,6,-77.21382289,-77.23410489,-0.020281999,1.068814056,0.043923865,48.68228404,51.31771596
Callaway,MO,68.23861557,26.07831861,19127,13052,4988,69.9405043,27.70799887,21178,14812,5868,38.83674754,-91.92186505,44793,22801,21992,2,90.2,4.3,0.5,0.8,0,34855,53180,2865,24208,869,12.3,19.4,31.9,18.5,23.9,11.6,14.2,82.5,10.2,0.1,1,2.7,3.5,23.5,20199,70.8,23.9,5.2,0.1,4.3,Missouri,1563,7,-42.16029696,-42.23250543,-0.072208468,3.489384502,0.015627442,50.90304289,49.09695711
Calloway,KY,64.61202867,29.59800561,16045,10367,4749,65.07481511,33.21676317,17443,11351,5794,36.62093411,-88.2731593,38616,18594,20022,2.6,89.7,3.7,0.3,1.8,0.1,30271,39269,2306,21757,1085,22.4,24.2,31.1,20,24.7,9.5,14.7,77.1,9.8,0.2,7.7,1.6,3.5,16.6,17382,72.7,20.6,6.4,0.3,5.7,Kentucky,1097,10,-35.01402306,-31.85805194,3.15597112,2.840791382,0.025896002,48.15102548,51.84897452
Calumet,WI,58.06122063,36.45238185,26429,15345,9634,58.99785533,39.37089751,30774,18156,12116,44.0816316,-88.21780273,49737,24812,24925,4.1,91.4,0.8,0.6,2.2,0,36855,70662,2590,32713,991,5.9,8.4,34.9,12.4,23.9,8.5,20.2,86.7,6.8,0.2,1.1,1,4.2,20.2,27483,86.2,9.4,4.2,0.2,2,,0,0,-21.60883878,-19.62695782,1.981880954,0,0,49.88640248,50.11359752
Calvert,MD,56.80745771,38.36805156,43445,24680,16669,51.96884826,46.19661412,48023,24957,22185,38.53961642,-76.56820632,90824,45184,45640,3.6,78.8,11.7,0.2,1.6,0,68233,100350,4007,41469,1123,5.7,5.5,41,15,23,13,8.1,81.7,8.4,3,0.7,0.9,5.3,41.9,45756,67.1,28.1,4.7,0.1,7.3,Maryland,1224,29,-18.43940615,-5.772234138,12.66717201,1.347661411,0.031929886,49.74896503,50.25103497
Camas,ID,68.44741235,18.3639399,599,410,110,67.24137931,19.76127321,754,507,149,43.46665742,-114.8065892,886,443,443,9.3,90.4,0,0,0,0,621,36667,9449,29193,7969,22.3,36.5,31.2,16.5,18.5,26.9,6.9,79.7,6.6,0,2,3,8.6,29.2,394,57.4,24.1,17.8,0.8,4.4,Idaho,45,0,-50.08347245,-47.4801061,2.603366353,5.079006772,0,50,50
Cambria,PA,67.32926687,29.58099955,60167,40510,17798,68.11898017,30.80594901,70600,48092,21749,40.49527404,-78.71377428,135871,66777,69094,1.5,93,3.2,0,0.5,0,108887,44943,969,24838,472,15.6,25.4,33.1,19.8,22.9,9.8,14.3,83.3,8.8,1.1,2.9,1,2.8,24.1,57361,82.4,13.2,4.3,0.1,7.5,Pennsylvania,1296,9,-37.74826732,-37.31303116,0.435236161,0.953845927,0.00662393,49.147353,50.852647
Camden,GA,65.26958831,31.41567065,18825,12287,5914,64.38280986,33.63306315,23688,15251,7967,30.92951916,-81.66601818,52252,26821,25431,6.4,70.1,18.5,0.6,1.4,0.1,38225,53687,1418,26854,2141,12.7,20.2,33,19.6,23.8,12.1,11.5,84,7.2,0.2,4.8,2,1.8,22.8,21015,68.1,26.6,5.1,0.2,8.2,Georgia,1505,20,-33.85391766,-30.74974671,3.104170955,2.880272525,0.038276047,51.33009263,48.66990737
Camden,MO,75.3809395,21.21539987,22182,16721,4706,75.98692177,22.76580286,24774,18825,5640,38.02199522,-92.76083747,44855,22316,22539,2.7,94.5,0.7,0.6,0.6,0,36232,50496,2115,25492,1130,17.5,28.5,29.1,21.9,27,11.1,10.9,82.2,10.5,0,0.5,1.4,5.2,22.4,17136,79.3,11.6,9,0.1,8,Missouri,1717,36,-54.16553963,-53.22111891,0.944420712,3.827889867,0.080258611,49.75142125,50.24857875
Camden,NC,71.41121685,25.63271917,4939,3527,1266,72.43406686,25.81891483,5953,4312,1537,36.33804939,-76.15568396,10336,5103,5233,2.7,80.4,14.3,0.1,1.9,0,7743,68327,5352,27468,1870,9,15.4,37.4,21.5,19.4,11.8,9.8,91.9,4.2,0,1.2,1.7,0.9,33.7,4528,65.9,29.3,4.6,0.2,8.9,North Carolina,144,3,-45.77849767,-46.61515202,-0.836654353,1.393188854,0.029024768,49.37113003,50.62886997
Camden,NJ,32.21782187,64.5876146,220437,71020,142375,32.32559192,66.05195948,243151,78600,160606,39.80343818,-74.96388753,510996,246942,264054,16.1,57.5,18.1,0.1,5.7,0,371154,65037,975,32931,460,13.1,19.3,39.3,17.9,25.2,6.8,10.8,76.8,9.2,7.4,2,1.3,3.4,28.3,248241,82.4,13.4,4,0.2,7.9,New Jersey,12172,637,32.36979273,33.72636757,1.356574836,2.382014732,0.12465851,48.3256229,51.6743771
Cameron,PA,73.86363636,23.17193676,2024,1495,469,72.76088743,26.04765818,2434,1771,634,41.43625568,-78.20376845,4754,2419,2335,0.8,96.6,1.1,0.2,0.4,0,3883,40402,3317,24933,1503,14.4,26,23.1,18.8,16.9,11.9,29.2,79,10.9,0.4,6,1.2,2.6,17.6,2127,77.6,15.2,6.8,0.5,4.1,Pennsylvania,14,0,-50.6916996,-46.71322925,3.978470352,0.294488851,0,50.88346655,49.11653345
Cameron,TX,32.05960525,64.6148316,91804,29432,59319,42.91627486,56.00892881,113789,48834,63732,26.14524221,-97.48140372,420201,203657,216544,89.3,9.3,0.4,0.1,0.6,0,224981,36095,962,16085,329,31.2,43.9,28.2,26.3,24.3,10.5,10.6,84.8,9.1,0.5,1.3,1.8,2.4,20.2,153938,73.8,17.1,8.9,0.3,8,Texas,24380,1085,32.55522635,13.09265395,-19.4625724,5.80198524,0.258209762,48.46656719,51.53343281
