,Neighborhood,Topic,Frequency
1005,Beacon Hill,Crime,0
1006,Back Bay,Crime,0
1007,Downtown,Crime,0
1008,Roxbury,Crime,17
1009,Dorchester,Crime,17
1010,East Boston,Crime,5
1011,South Boston,Crime,0
1012,Roslindale,Crime,0
1013,Charlestown,Crime,0
1014,East Boston,Crime,2
1015,Dorchester,Crime,1
1016,Roxbury,Crime,9
1017,Dorchester,Crime,9
1018,Mattapan,Crime,9
1019,Brighton,Crime,13
1020,Allston,Crime,13
1021,Fenway,Crime,13
1022,Back Bay,Crime,13
1023,East Boston,Crime,13
1024,South End,Crime,13
1025,Roxbury,Crime,13
1026,Dorchester,Crime,13
1027,Mattapan,Crime,13
1028,Hyde Park,Crime,13
1029,Roxbury,Crime,4
1030,Roxbury,Crime,0
1031,West Roxbury,Crime,0
1032,Beacon Hill,Crime,0
1033,Fenway,Crime,8
1034,Dorchester,Crime,3
1035,South Boston,Crime,2
1036,South End,Crime,1
1037,Brighton,Crime,18
1038,Allston,Crime,18
1039,Back Bay,Crime,18
1040,North End,Crime,18
1041,Charlestown,Crime,18
1042,East Boston,Crime,18
1043,South Boston,Crime,18
1044,South End,Crime,18
1045,Roxbury,Crime,18
1046,Mission Hill,Crime,18
1047,Jamaica Plain,Crime,18
1048,Dorchester,Crime,18
1049,Mattapan,Crime,18
1050,Roslindale,Crime,18
1051,West Roxbury,Crime,18
1052,Hyde Park,Crime,18
1053,Dorchester,Crime,10
1054,South Boston,Crime,0
1055,Roslindale,Crime,2
1056,East Boston,Crime,8
1057,Downtown,Crime,0
1058,South Boston,Crime,0
1059,Roxbury,Crime,0
1060,Jamaica Plain,Crime,0
1061,Downtown,Crime,3
1062,South End,Crime,1
1063,Roslindale,Crime,1
1064,Jamaica Plain,Crime,9
1065,Dorchester,Crime,9
1066,Mattapan,Crime,9
1067,Roslindale,Crime,1
1068,South Boston,Crime,0
1069,Back Bay,Crime,3
1070,Dorchester,Crime,10
1071,Back Bay,Crime,12
1072,Downtown,Crime,12
1073,Jamaica Plain,Crime,12
1074,Roxbury,Crime,8
1075,Back Bay,Crime,0
1076,Beacon Hill,Crime,0
1077,Charlestown,Crime,0
1078,East Boston,Crime,0
1079,South Boston,Crime,2
1080,East Boston,Crime,3
1081,Dorchester,Crime,0
1082,Dorchester,Crime,3
1083,Downtown,Crime,0
1084,South Boston,Crime,0
1085,Hyde Park,Crime,1
1086,Back Bay,Crime,0
1087,Downtown,Crime,0
1088,Dorchester,Crime,4
1089,Back Bay,Crime,0
1090,West End,Crime,0
1091,Roxbury,Crime,1
1092,West Roxbury,Crime,1
1093,Fenway,Crime,1
1094,South Boston,Crime,6
1095,Roxbury,Crime,6
1096,Downtown,Crime,0
1097,Beacon Hill,Crime,0
1098,South Boston,Crime,0
1099,East Boston,Crime,3
1100,Downtown,Crime,0
1101,Allston,Crime,8
1102,Downtown,Crime,0
1103,Dorchester,Crime,4
1104,Brighton,Crime,2
1105,Beacon Hill,Crime,2
1106,Dorchester,Crime,2
1107,Downtown,Crime,0
1108,South Boston,Crime,0
1109,Jamaica Plain,Crime,0
1110,South Boston,Crime,0
1111,Dorchester,Crime,19
1112,Fenway,Crime,0
1113,Beacon Hill,Crime,2
1114,Downtown,Crime,0
1115,Dorchester,Crime,0
1116,Beacon Hill,Crime,0
1117,Roxbury,Crime,7
1118,Dorchester,Crime,1
1119,Downtown,Crime,0
1120,Fenway,Crime,0
1121,East Boston,Crime,0
1122,Roxbury,Crime,0
1123,Fenway,Crime,0
1124,East Boston,Crime,0
1125,Beacon Hill,Crime,0
1126,Fenway,Crime,10
1127,Brighton,Crime,0
1128,Fenway,Crime,0
1129,Back Bay,Crime,0
1130,Downtown,Crime,0
1131,Charlestown,Crime,0
1132,East Boston,Crime,0
1133,South Boston,Crime,0
1134,South End,Crime,0
1135,Roxbury,Crime,0
1136,Jamaica Plain,Crime,0
1137,Dorchester,Crime,0
1138,Mattapan,Crime,0
1139,Roslindale,Crime,0
1140,West Roxbury,Crime,0
1141,Hyde Park,Crime,0
1142,Beacon Hill,Crime,0
1143,Downtown,Crime,0
1144,South End,Crime,0
1145,Mattapan,Crime,0
1146,Dorchester,Crime,0
1147,Mattapan,Crime,0
1148,Brighton,Crime,0
1149,Allston,Crime,0
1150,Roxbury,Crime,8
1151,Fenway,Crime,2
1152,Fenway,Crime,0
1153,South Boston,Crime,0
1154,Fenway,Crime,0
1155,Dorchester,Crime,1
1156,Mattapan,Crime,6
1157,Brighton,Crime,0
1158,Dorchester,Crime,0
1159,Harbor Islands,Crime,0
1160,Roxbury,Crime,15
1161,Dorchester,Crime,15
1162,Mattapan,Crime,15
1163,Roslindale,Crime,15
1164,Dorchester,Crime,0
1165,Dorchester,Crime,0
1166,Dorchester,Crime,4
1167,Fenway,Crime,0
1168,Downtown,Crime,0
1169,East Boston,Crime,0
1170,Roxbury,Crime,0
1171,Dorchester,Crime,0
1172,Back Bay,Crime,0
1173,Roslindale,Crime,2
1174,Dorchester,Crime,5
1175,Mattapan,Crime,5
1176,Mattapan,Crime,0
1177,Fenway,Crime,0
1178,Downtown,Crime,0
1179,Downtown,Crime,1
1180,South Boston,Crime,1
1181,South End,Crime,0
1182,Mattapan,Crime,0
1183,Downtown,Crime,3
1184,Roxbury,Crime,6
1185,Roxbury,Crime,4
1186,Mattapan,Crime,0
1187,Roxbury,Crime,0
1188,Back Bay,Crime,0
1189,Fenway,Crime,0
1190,Downtown,Crime,0
1191,Dorchester,Crime,2
1192,Mattapan,Crime,12
1193,Roslindale,Crime,1
1194,Dorchester,Crime,2
1195,Charlestown,Crime,0
1196,Dorchester,Crime,1
1197,South End,Crime,3
1198,Dorchester,Crime,3
1199,Downtown,Crime,0
1200,Charlestown,Crime,0
1201,Beacon Hill,Crime,0
1202,Fenway,Crime,0
1203,Roxbury,Crime,24
1204,Roslindale,Crime,24
1205,West Roxbury,Crime,24
1206,Fenway,Crime,1
1207,Roxbury,Crime,4
1208,Fenway,Crime,0
1209,Fenway,Crime,0
1210,Roxbury,Crime,0
1211,Dorchester,Crime,0
1212,Roxbury,Crime,12
1213,South Boston,Crime,0
1214,Downtown,Crime,0
1215,Dorchester,Crime,5
1216,North End,Crime,0
1217,South Boston,Crime,0
1218,Dorchester,Crime,0
1219,Fenway,Crime,0
1220,South Boston,Crime,0
1221,South Boston,Crime,0
1222,Roxbury,Crime,0
1223,Jamaica Plain,Crime,0
1224,Dorchester,Crime,0
1225,Mattapan,Crime,0
1226,Downtown,Crime,0
1227,Roslindale,Crime,1
1228,Roxbury,Crime,38
1229,Dorchester,Crime,38
1230,Dorchester,Crime,1
1231,Fenway,Crime,1
1232,Roslindale,Crime,1
1233,Fenway,Crime,0
1234,East Boston,Crime,2
1235,Dorchester,Crime,0
1236,Fenway,Crime,0
1237,Fenway,Crime,0
1238,Roxbury,Crime,2
1239,West Roxbury,Crime,2
1240,Charlestown,Crime,0
1241,Beacon Hill,Crime,0
1242,Jamaica Plain,Crime,0
1243,Beacon Hill,Crime,0
1244,South Boston,Crime,1
1245,Charlestown,Crime,0
1246,East Boston,Crime,0
1247,Fenway,Crime,0
1248,Fenway,Crime,1
1249,Beacon Hill,Crime,0
1250,Fenway,Crime,0
1251,South End,Crime,0
1252,Roxbury,Crime,0
1253,Jamaica Plain,Crime,0
1254,Hyde Park,Crime,0
1255,Dorchester,Crime,0
1256,Dorchester,Crime,2
1257,Back Bay,Crime,0
1258,Downtown,Crime,0
1259,South Boston,Crime,0
1260,South End,Crime,0
1261,Dorchester,Crime,0
1262,Mattapan,Crime,0
1263,Beacon Hill,Crime,0
1264,Fenway,Crime,0
1265,Dorchester,Crime,20
1266,Allston,Crime,0
1267,East Boston,Crime,0
1268,Roxbury,Crime,0
1269,Dorchester,Crime,0
1270,South Boston,Crime,0
1271,Downtown,Crime,0
1272,Mattapan,Crime,0
1273,Roslindale,Crime,0
1274,Beacon Hill,Crime,1
1275,Dorchester,Crime,17
1276,Beacon Hill,Crime,0
1277,Downtown,Crime,0
1278,Dorchester,Crime,17
1279,Dorchester,Crime,0
1280,Fenway,Crime,0
1281,North End,Crime,0
1282,Roxbury,Crime,0
1283,Dorchester,Crime,0
1284,Roxbury,Crime,11
1285,Brighton,Crime,6
1286,Roxbury,Crime,6
1287,Jamaica Plain,Crime,6
1288,Dorchester,Crime,6
1289,Hyde Park,Crime,6
1290,Fenway,Crime,0
1291,Back Bay,Crime,0
1292,Downtown,Crime,0
1293,Roxbury,Crime,8
1294,Mattapan,Crime,8
1295,Jamaica Plain,Crime,5
1296,Hyde Park,Crime,5
1297,Dorchester,Crime,14
1298,Dorchester,Crime,0
1299,Fenway,Crime,0
1300,Fenway,Crime,0
1301,Downtown,Crime,0
1302,South Boston,Crime,3
1303,Back Bay,Crime,4
1304,Dorchester,Crime,4
1305,Downtown,Crime,0
1306,Beacon Hill,Crime,0
1307,Fenway,Crime,0
1308,Roxbury,Crime,0
1309,West Roxbury,Crime,0
1310,Fenway,Crime,0
1311,Roxbury,Crime,2
1312,Beacon Hill,Crime,15
1313,Jamaica Plain,Crime,15
1314,Dorchester,Crime,0
1315,Fenway,Crime,1
1316,Allston,Crime,0
1317,Fenway,Crime,1
1318,Downtown,Crime,0
1319,East Boston,Crime,0
1320,Dorchester,Crime,0
1321,Mattapan,Crime,0
1322,Roxbury,Crime,1
1323,South End,Crime,0
1324,Roxbury,Crime,0
1325,South Boston,Crime,0
1326,Roxbury,Crime,5
1327,Fenway,Crime,0
1328,Beacon Hill,Crime,0
1329,Charlestown,Crime,0
1330,Dorchester,Crime,0
1331,Fenway,Crime,0
1332,Back Bay,Crime,0
1333,Mattapan,Crime,0
1334,South Boston,Crime,0
1335,West End,Crime,0
1336,Dorchester,Crime,0
1337,Roxbury,Crime,7
1338,Fenway,Crime,0
1339,Beacon Hill,Crime,0
1340,Fenway,Crime,1
1341,Downtown,Crime,0
1342,Roxbury,Crime,9
1343,Hyde Park,Crime,0
1344,Roxbury,Crime,7
1345,Downtown,Crime,0
1346,Fenway,Crime,0
1347,Roslindale,Crime,3
1348,Roxbury,Crime,0
1349,Mattapan,Crime,1
1350,Dorchester,Crime,0
1351,Fenway,Crime,1
1352,South Boston,Crime,0
1353,Jamaica Plain,Crime,0
1354,Dorchester,Crime,6
1355,Mattapan,Crime,6
1356,South Boston,Crime,0
1357,Hyde Park,Crime,3
1358,Downtown,Crime,2
1359,East Boston,Crime,2
1360,Dorchester,Crime,2
1361,Downtown,Crime,1
1362,Fenway,Crime,0
1363,Beacon Hill,Crime,0
1364,Jamaica Plain,Crime,0
1365,Back Bay,Crime,0
1366,Fenway,Crime,0
1367,Dorchester,Crime,0
1368,Beacon Hill,Crime,0
1369,South Boston,Crime,0
1370,Dorchester,Crime,0
1371,Downtown,Crime,0
1372,Downtown,Crime,0
1373,Roxbury,Crime,0
1374,Dorchester,Crime,0
1375,Beacon Hill,Crime,1
1376,East Boston,Crime,0
1377,Roxbury,Crime,0
1378,Beacon Hill,Crime,0
1379,Roxbury,Crime,0
1380,West Roxbury,Crime,0
1381,Fenway,Crime,1
1382,Dorchester,Crime,0
1383,Beacon Hill,Crime,0
1384,South Boston,Crime,0
1385,South Boston,Crime,2
1386,Beacon Hill,Crime,0
1387,East Boston,Crime,0
1388,Roslindale,Crime,0
1389,Dorchester,Crime,0
1390,Fenway,Crime,0
1391,Allston,Crime,0
1392,Dorchester,Crime,16
1393,Roslindale,Crime,16
1394,Dorchester,Crime,0
1395,Dorchester,Crime,0
1396,East Boston,Crime,0
1397,Jamaica Plain,Crime,0
1398,Brighton,Crime,0
1399,Beacon Hill,Crime,0
1400,Dorchester,Crime,1
1401,Downtown,Crime,0
1402,Downtown,Crime,0
1403,Roxbury,Crime,0
1404,Roxbury,Crime,0
1405,Dorchester,Crime,0
1406,Dorchester,Crime,3
1407,Roslindale,Crime,3
1408,Beacon Hill,Crime,0
1409,Fenway,Crime,0
1410,Downtown,Crime,0
1411,Dorchester,Crime,2
1412,Roxbury,Crime,3
1413,Dorchester,Crime,3
1414,West Roxbury,Crime,3
1415,South Boston,Crime,0
1416,Dorchester,Crime,0
1417,Roslindale,Crime,14
1418,Roxbury,Crime,2
1419,Downtown,Crime,0
1420,South Boston,Crime,0
1421,Downtown,Crime,0
1422,Roslindale,Crime,3
1423,Fenway,Crime,0
1424,Dorchester,Crime,5
1425,Brighton,Crime,0
1426,Downtown,Crime,0
1427,Downtown,Crime,0
1428,Downtown,Crime,0
1429,Fenway,Crime,0
1430,Roxbury,Crime,3
1431,Mattapan,Crime,3
1432,Roslindale,Crime,4
1433,South Boston,Crime,17
1434,Downtown,Crime,0
1435,South Boston,Crime,0
1436,Beacon Hill,Crime,0
1437,East Boston,Crime,1
1438,Dorchester,Crime,1
1439,Mattapan,Crime,1
1440,Fenway,Crime,0
1441,Downtown,Crime,0
1442,Fenway,Crime,0
1443,Brighton,Crime,0
1444,Allston,Crime,0
1445,Downtown,Crime,0
1446,South Boston,Crime,0
1447,South Boston Waterfront,Crime,0
1448,Beacon Hill,Crime,0
1449,Beacon Hill,Crime,0
1450,Mission Hill,Crime,15
1451,Fenway,Crime,0
1452,South Boston,Crime,0
1453,Fenway,Crime,0
1454,East Boston,Crime,0
1455,Fenway,Crime,0
1456,Dorchester,Crime,0
1457,Roxbury,Crime,15
1458,Charlestown,Crime,0
1459,Back Bay,Crime,0
1460,Jamaica Plain,Crime,0
1461,Dorchester,Crime,0
1462,Mattapan,Crime,0
1463,Roslindale,Crime,0
1464,Dorchester,Crime,8
1465,Fenway,Crime,0
1466,Beacon Hill,Crime,0
1467,Dorchester,Crime,2
1468,Fenway,Crime,0
1469,Roxbury,Crime,6
1470,Roslindale,Crime,6
1471,West Roxbury,Crime,6
1472,Fenway,Crime,0
1473,Fenway,Crime,1
1474,Fenway,Crime,1
1475,Downtown,Crime,0
1476,Dorchester,Crime,0
1477,Fenway,Crime,2
1478,South Boston,Crime,1
1479,Dorchester,Crime,1
1480,South Boston,Crime,0
1481,Downtown,Crime,0
1482,Roxbury,Crime,0
1483,South End,Crime,0
1484,Downtown,Crime,0
1485,Downtown,Crime,2
1486,Dorchester,Crime,2
1487,Mattapan,Crime,2
1488,Fenway,Crime,10
1489,South Boston,Crime,0
1490,Roxbury,Crime,7
1491,Downtown,Crime,0
1492,Roslindale,Crime,1
1493,Fenway,Crime,1
1494,Charlestown,Crime,0
1495,South End,Crime,0
1496,Roxbury,Crime,0
1497,Dorchester,Crime,0
1498,Downtown,Crime,0
1499,South End,Crime,0
1500,Roxbury,Crime,1
1501,Jamaica Plain,Crime,1
1502,Dorchester,Crime,1
1503,Mattapan,Crime,1
1504,Roslindale,Crime,1
1505,Roxbury,Crime,0
1506,Dorchester,Crime,9
1507,Hyde Park,Crime,9
1508,Dorchester,Crime,6
1509,Roxbury,Crime,17
1510,Fenway,Crime,0
1511,Dorchester,Crime,0
1512,Charlestown,Crime,0
1513,Beacon Hill,Crime,0
1514,Mattapan,Crime,0
1515,East Boston,Crime,0
1516,Roxbury,Crime,16
1517,Dorchester,Crime,16
1518,Mattapan,Crime,16
1519,Brighton,Crime,5
1520,Allston,Crime,5
1521,West End,Crime,5
1522,Jamaica Plain,Crime,5
1523,Dorchester,Crime,5
1524,Charlestown,Crime,0
1525,Hyde Park,Crime,0
1526,Roxbury,Crime,8
1527,Dorchester,Crime,8
1528,Mattapan,Crime,0
1529,Hyde Park,Crime,0
1530,Allston,Crime,1
1531,South Boston,Crime,0
1532,Downtown,Crime,0
1533,Downtown,Crime,0
1534,Dorchester,Crime,0
1535,Roxbury,Crime,25
1536,Mattapan,Crime,25
1537,Dorchester,Crime,8
1538,Fenway,Crime,0
1539,Dorchester,Crime,0
1540,Fenway,Crime,0
1541,Downtown,Crime,0
1542,Beacon Hill,Crime,0
1543,Mattapan,Crime,0
1544,Roslindale,Crime,7
1545,Fenway,Crime,7
1546,Roxbury,Crime,0
1547,Beacon Hill,Crime,0
1548,East Boston,Crime,0
1549,Roxbury,Crime,1
1550,South Boston,Crime,0
1551,Roslindale,Crime,17
1552,Downtown,Crime,0
1553,South Boston,Crime,2
1554,Dorchester,Crime,0
1555,North End,Crime,4
1556,East Boston,Crime,0
1557,Dorchester,Crime,0
1558,Beacon Hill,Crime,0
1559,Beacon Hill,Crime,0
1560,East Boston,Crime,3
1561,Roxbury,Crime,2
1562,Brighton,Crime,0
1563,Roxbury,Crime,0
1564,Dorchester,Crime,3
1565,Back Bay,Crime,2
1566,Downtown,Crime,1
1567,Roxbury,Crime,1
1568,North End,Crime,0
1569,East Boston,Crime,0
1570,Roxbury,Crime,0
1571,Jamaica Plain,Crime,0
1572,West Roxbury,Crime,0
1573,East Boston,Crime,0
1574,Roxbury,Crime,0
1575,Dorchester,Crime,11
1576,Mattapan,Crime,11
1577,Back Bay,Crime,1
1578,Fenway,Crime,6
1579,Brighton,Crime,0
1580,Dorchester,Crime,10
1581,Dorchester,Crime,6
1582,Downtown,Crime,0
1583,Beacon Hill,Crime,0
1584,Dorchester,Crime,4
1585,Roxbury,Crime,0
1586,Dorchester,Crime,0
1587,Mattapan,Crime,0
1588,Hyde Park,Crime,0
1589,Brighton,Crime,4
1590,Allston,Crime,4
1591,Charlestown,Crime,0
1592,Roxbury,Crime,0
1593,Dorchester,Crime,0
1594,Downtown,Crime,0
1595,South Boston,Crime,0
1596,Dorchester,Crime,0
1597,South Boston,Crime,0
1598,Jamaica Plain,Crime,0
1599,Dorchester,Crime,3
1600,Beacon Hill,Crime,0
1601,South Boston,Crime,0
1602,Dorchester,Crime,3
1603,Dorchester,Crime,0
1604,Allston,Crime,0
1605,Mattapan,Crime,0
1606,East Boston,Crime,0
1607,Beacon Hill,Crime,1
1608,Back Bay,Crime,0
1609,Brighton,Crime,8
1610,Allston,Crime,8
1611,Hyde Park,Crime,8
1612,Beacon Hill,Crime,0
1613,Fenway,Crime,0
1614,Beacon Hill,Crime,0
1615,Dorchester,Crime,3
1616,South End,Crime,0
1617,Fenway,Crime,0
1618,South End,Crime,2
1619,Back Bay,Crime,3
1620,Fenway,Crime,0
1621,Dorchester,Crime,46
1622,Back Bay,Crime,1
1623,Dorchester,Crime,4
1624,Beacon Hill,Crime,0
1625,Jamaica Plain,Crime,0
1626,Back Bay,Crime,0
1627,Roslindale,Crime,1
1628,Dorchester,Crime,1
1629,Allston,Crime,6
1630,Dorchester,Crime,6
1631,South Boston,Crime,0
1632,Dorchester,Crime,0
1633,Back Bay,Crime,0
1634,Dorchester,Crime,1
1635,Dorchester,Crime,0
1636,Hyde Park,Crime,2
1637,Back Bay,Crime,0
1638,Downtown,Crime,3
1639,Dorchester,Crime,0
1640,Fenway,Crime,0
1641,South Boston,Crime,0
1642,Dorchester,Crime,5
1643,Jamaica Plain,Crime,9
1644,Jamaica Plain,Crime,5
1645,Beacon Hill,Crime,0
1646,Mattapan,Crime,7
1647,Roslindale,Crime,1
1648,Downtown,Crime,0
1649,Beacon Hill,Crime,0
1650,South Boston,Crime,0
1651,South Boston Waterfront,Crime,0
1652,Dorchester,Crime,0
1653,Brighton,Crime,0
1654,Allston,Crime,0
1655,Mission Hill,Crime,0
1656,South Boston,Crime,4
1657,Brighton,Crime,12
1658,Fenway,Crime,9
1659,Dorchester,Crime,1
1660,North End,Crime,0
1661,Roxbury,Crime,0
1662,West Roxbury,Crime,0
1663,Fenway,Crime,0
1664,Dorchester,Crime,7
1665,Dorchester,Crime,6
1666,Mattapan,Crime,6
1667,Roxbury,Crime,10
1668,West Roxbury,Crime,10
1669,Hyde Park,Crime,10
1670,Fenway,Crime,0
1671,Roxbury,Crime,0
1672,East Boston,Crime,7
1673,Dorchester,Crime,7
1674,Dorchester,Crime,12
1675,Dorchester,Crime,0
1676,Jamaica Plain,Crime,0
1677,Dorchester,Crime,0
1678,South End,Crime,0
1679,Dorchester,Crime,0
1680,South Boston,Crime,6
1681,Dorchester,Crime,6
1682,Downtown,Crime,3
1683,Fenway,Crime,0
1684,Brighton,Crime,7
1685,Brighton,Crime,3
1686,Allston,Crime,3
1687,Fenway,Crime,10
1688,Back Bay,Crime,2
1689,South Boston,Crime,2
1690,South End,Crime,2
1691,East Boston,Crime,0
1692,Fenway,Crime,0
1693,Charlestown,Crime,0
1694,Jamaica Plain,Crime,0
1695,Dorchester,Crime,0
1696,Downtown,Crime,0
1697,Hyde Park,Crime,0
1698,Downtown,Crime,0
1699,Brighton,Crime,9
1700,East Boston,Crime,1
1701,Beacon Hill,Crime,0
1702,Downtown,Crime,0
1703,Roxbury,Crime,0
1704,South End,Crime,0
1705,Fenway,Crime,0
1706,North End,Crime,0
1707,Mattapan,Crime,0
1708,Fenway,Crime,0
1709,Fenway,Crime,0
1710,Fenway,Crime,0
1711,Allston,Crime,0
1712,Fenway,Crime,0
1713,Fenway,Crime,2
1714,Fenway,Crime,1
1715,Roxbury,Crime,2
1716,South End,Crime,0
1717,South Boston,Crime,17
1718,Dorchester,Crime,1
1719,Dorchester,Crime,0
1720,East Boston,Crime,0
1721,East Boston,Crime,0
1722,Fenway,Crime,1
1723,Downtown,Crime,0
1724,Dorchester,Crime,0
1725,Mattapan,Crime,0
1726,Fenway,Crime,2
1727,Back Bay,Crime,0
1728,South Boston,Crime,0
1729,Roxbury,Crime,0
1730,South Boston,Crime,0
1731,Brighton,Crime,1
1732,Beacon Hill,Crime,1
1733,Beacon Hill,Crime,0
1734,Roslindale,Crime,3
1735,Back Bay,Crime,0
1736,Roxbury,Crime,0
1737,Dorchester,Crime,0
1738,Fenway,Crime,3
1739,Fenway,Crime,0
1740,Back Bay,Crime,0
1741,Fenway,Crime,11
1742,Roxbury,Crime,11
1743,Dorchester,Crime,11
1744,Hyde Park,Crime,11
1745,Dorchester,Crime,0
1746,East Boston,Crime,0
1747,South Boston,Crime,0
1748,Dorchester,Crime,0
1749,South Boston,Crime,0
1750,Dorchester,Crime,5
1751,Beacon Hill,Crime,0
1752,South Boston,Crime,1
1753,Beacon Hill,Crime,0
1754,Fenway,Crime,0
1755,Downtown,Crime,0
1756,Downtown,Crime,0
1757,Fenway,Crime,0
1758,South Boston,Crime,0
1759,Roxbury,Crime,0
1760,Beacon Hill,Crime,0
1761,North End,Crime,0
1762,Roxbury,Crime,0
1763,Dorchester,Crime,0
1764,Mattapan,Crime,0
1765,Downtown,Crime,0
1766,South End,Crime,0
1767,Charlestown,Crime,0
1768,Roxbury,Crime,0
1769,Mattapan,Crime,0
1770,Charlestown,Crime,4
1771,Roxbury,Crime,10
1772,Allston,Crime,1
1773,Downtown,Crime,0
1774,Roxbury,Crime,0
1775,Fenway,Crime,0
1776,Back Bay,Crime,0
1777,Beacon Hill,Crime,0
1778,West End,Crime,0
1779,North End,Crime,0
1780,Downtown,Crime,0
1781,South End,Crime,0
1782,Charlestown,Crime,0
1783,Charlestown,Crime,9
1784,Brighton,Crime,1
1785,Fenway,Crime,1
1786,South Boston,Crime,1
1787,South End,Crime,1
1788,Roxbury,Crime,1
1789,Jamaica Plain,Crime,1
1790,Brighton,Crime,0
1791,Roxbury,Crime,0
1792,West Roxbury,Crime,0
1793,Hyde Park,Crime,0
1794,Downtown,Crime,0
1795,Beacon Hill,Crime,0
1796,Fenway,Crime,0
1797,Brighton,Crime,0
1798,Back Bay,Crime,3
1799,Back Bay,Crime,2
1800,Jamaica Plain,Crime,2
1801,Dorchester,Crime,2
1802,Allston,Crime,1
1803,Back Bay,Crime,1
1804,Beacon Hill,Crime,1
1805,Charlestown,Crime,1
1806,South Boston,Crime,1
1807,Roxbury,Crime,1
1808,Mission Hill,Crime,1
1809,Fenway,Crime,0
1810,Roxbury,Crime,6
1811,Brighton,Crime,0
1812,Fenway,Crime,0
1813,Charlestown,Crime,0
1814,East Boston,Crime,0
1815,South Boston,Crime,0
1816,South End,Crime,0
1817,Roxbury,Crime,0
1818,Jamaica Plain,Crime,0
1819,Dorchester,Crime,0
1820,South Boston,Crime,0
1821,Roslindale,Crime,2
1822,Harbor Islands,Crime,0
1823,Hyde Park,Crime,0
1824,Dorchester,Crime,2
1825,Fenway,Crime,0
1826,Mattapan,Crime,0
1827,Beacon Hill,Crime,2
1828,Roxbury,Crime,0
1829,Fenway,Crime,0
1830,Fenway,Crime,0
1831,South Boston,Crime,0
1832,Downtown,Crime,2
1833,Roxbury,Crime,1
1834,Hyde Park,Crime,1
1835,Downtown,Crime,0
1836,South Boston,Crime,2
1837,Dorchester,Crime,0
1838,South Boston,Crime,0
1839,Roxbury,Crime,0
1840,East Boston,Crime,0
1841,Dorchester,Crime,9
1842,Dorchester,Crime,1
1843,Charlestown,Crime,0
1844,South Boston,Crime,0
1845,South End,Crime,0
1846,Jamaica Plain,Crime,4
1847,Hyde Park,Crime,4
1848,Roxbury,Crime,7
1849,Beacon Hill,Crime,0
1850,Roxbury,Crime,0
1851,South Boston,Crime,1
1852,Jamaica Plain,Crime,0
1853,South Boston,Crime,0
1854,South End,Crime,0
1855,East Boston,Crime,1
1856,Dorchester,Crime,3
1857,Mattapan,Crime,3
1858,Roxbury,Crime,0
1859,Dorchester,Crime,3
1860,East Boston,Crime,0
1861,Downtown,Crime,0
1862,Roxbury,Crime,0
1863,Brighton,Crime,1
1864,East Boston,Crime,13
1865,Downtown,Crime,0
1866,Roslindale,Crime,0
1867,Fenway,Crime,1
1868,Fenway,Crime,1
1869,Downtown,Crime,1
1870,Dorchester,Crime,0
1871,North End,Crime,0
1872,Downtown,Crime,0
1873,South End,Crime,0
1874,Dorchester,Crime,2
1875,Dorchester,Crime,0
1876,East Boston,Crime,2
1877,Charlestown,Crime,0
1878,East Boston,Crime,0
1879,Downtown,Crime,0
1880,East Boston,Crime,0
1881,Brighton,Crime,0
1882,Roxbury,Crime,0
1883,Dorchester,Crime,0
1884,Brighton,Crime,3
1885,Allston,Crime,3
1886,West End,Crime,3
1887,Dorchester,Crime,3
1888,Mattapan,Crime,3
1889,Dorchester,Crime,5
1890,Roxbury,Crime,2
1891,Downtown,Crime,0
1892,Charlestown,Crime,0
1893,Back Bay,Crime,0
1894,Downtown,Crime,0
1895,Downtown,Crime,0
1896,South End,Crime,0
1897,Downtown,Crime,2
1898,Roslindale,Crime,2
1899,Hyde Park,Crime,2
1900,Beacon Hill,Crime,0
1901,Beacon Hill,Crime,2
1902,Dorchester,Crime,0
1903,Fenway,Crime,0
1904,Back Bay,Crime,4
1905,Roxbury,Crime,24
1906,Dorchester,Crime,24
1907,Dorchester,Crime,0
1908,South Boston,Crime,0
1909,South Boston Waterfront,Crime,0
1910,Hyde Park,Crime,0
1911,Back Bay,Crime,0
1912,South End,Crime,0
1913,Mattapan,Crime,2
1914,South Boston,Crime,0
1915,Dorchester,Crime,2
1916,Fenway,Crime,0
1917,Downtown,Crime,0
1918,Downtown,Crime,16
1919,Downtown,Crime,0
1920,Longwood Medical Area,Crime,0
1921,Dorchester,Crime,0
1922,Fenway,Crime,0
1923,Charlestown,Crime,0
1924,Beacon Hill,Crime,0
1925,South Boston,Crime,0
1926,Beacon Hill,Crime,23
1927,Dorchester,Crime,23
1928,South Boston,Crime,1
1929,Roslindale,Crime,1
1930,Beacon Hill,Crime,0
1931,Roxbury,Crime,0
1932,Mattapan,Crime,12
1933,Charlestown,Crime,0
1934,Dorchester,Crime,0
1935,Dorchester,Crime,1
1936,Hyde Park,Crime,1
1937,Brighton,Crime,2
1938,South Boston,Crime,0
1939,Charlestown,Crime,0
1940,East Boston,Crime,0
1941,South Boston,Crime,0
1942,Beacon Hill,Crime,1
1943,Dorchester,Crime,1
1944,Allston,Crime,0
1945,Back Bay,Crime,0
1946,Downtown,Crime,0
1947,Jamaica Plain,Crime,6
1948,Beacon Hill,Crime,0
1949,Back Bay,Crime,0
1950,Jamaica Plain,Crime,0
1951,Back Bay,Crime,3
