OfficerID,"(0, 100]","(100, 200]","(200, 300]","(300, 400]","(400, 500]","(500, 600]","(600, 700]","(700, 800]","(800, 900]","(900, 1000]","(1000, 1100]","(1100, 1200]","(1200, 1300]","(1300, 1400]","(1400, 1500]","(1500, 1600]","(1600, 1700]","(1700, 1800]","(1800, 1900]","(1900, 2000]","(2000, 2100]","(2100, 2200]","(2200, 2300]","(2300, 2400]"
3928,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3932,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0
3934,0,0,0,0,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3935,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,2,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3939,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0
3940,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
3946,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
3948,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3950,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,2,10,12,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,0,0,0,0,0,0,0,0,8,0,2,0,4,1,1,0,15,0,5,2,2,9,18,1
3964,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,3,0,2,0
3966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
3967,0,0,0,0,0,2,1,0,1,2,6,2,4,14,7,16,0,11,1,6,6,0,1,5
3968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3969,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3972,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3974,9,0,1,0,0,0,0,0,0,0,1,0,5,10,32,26,21,96,83,52,57,34,16,16
3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3976,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,0,0,0,0,0,0,7,0,1,0,2,1,0,0,4,0,0,0,0,0,0,0,1,1
3980,1,0,0,0,0,0,0,0,0,3,0,2,3,1,1,0,1,0,0,0,2,0,0,0
3983,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3984,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0
3986,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,12,13,3,19,5,1,1
3987,0,1,1,1,0,0,0,0,5,2,4,4,28,11,14,13,35,24,52,27,12,20,24,21
3988,8,15,18,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,23,4,11,10,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,5,0,0,1
3999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
4000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,4,2,0,4
4001,0,0,0,0,0,0,0,0,0,0,0,1,0,22,10,31,39,32,24,33,9,25,14,1
4002,9,4,1,3,1,1,0,1,1,4,3,4,5,1,6,1,15,29,12,26,14,13,25,15
4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,2,4,3,3,0
4004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
4005,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4007,10,12,18,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,0,0,0,0,0,0,0,0,0,0,0,1,1,2,16,2,12,2,4,14,2,7,13,3
4011,41,15,19,24,9,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
4012,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,2,2,4,0
4014,15,16,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4015,0,0,7,0,0,0,0,0,0,2,0,0,0,0,6,9,8,2,10,5,10,10,4,2
4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,2,0,2,0
4017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0
4018,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0
4019,11,29,15,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4020,20,173,57,19,8,0,0,0,2,0,0,6,5,0,0,0,0,10,1,2,0,0,0,2
4022,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,5,5,4,4,0,1,10,0,0
4024,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,3,0,0
4025,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,13,8,8,7,0,4,2,0
4026,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,2,0,3
4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0
4028,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,1,0,12,4,1
4029,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,4,8,4,11,4,2,6,1
4030,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,3,4,0
4031,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4032,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4034,14,19,33,9,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
4035,1,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,6,0,7,9,2
4037,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,3,0
4038,2,8,6,2,0,0,0,5,0,9,6,8,7,10,6,0,7,0,5,1,4,0,0,0
4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,1
4042,35,46,35,12,10,8,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
4043,1,4,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,1,0,0
4044,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,4,2,2,4,0,0,0,1,0,0,0,1,0,4,0,1,10,27,17,8,19,20,27,1
4046,6,1,4,2,0,0,2,1,2,0,0,3,1,3,5,4,3,4,0,0,4,4,2,0
4049,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
4052,6,5,4,4,5,0,0,0,1,5,3,0,6,1,1,0,0,0,0,0,0,0,0,0
4053,2,5,1,4,0,0,3,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0
4055,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,0,1,0,0,2,3,0,0,1,0,2,0,3,3,0,0,7,2,11,0,2,1,3,1
4057,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4058,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
4059,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,0,0,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,5,8,7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0
4062,3,2,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0
4063,7,4,9,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,3,2,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
4065,2,12,6,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,1,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4068,9,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
4072,1,4,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,30,23,3,10,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,2
4076,3,6,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4079,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,3
4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
4083,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4085,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
4089,2,7,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4091,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4092,4,9,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4099,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,0
4100,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4102,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
