,index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,improve_value
1079,7895,1184611,M_117873_925590,973,973,192,Montague,1st Franklin District,0.0,0.0,0,60500,34212.853039999995,0,0,MILLERS FALLS RD,TURNERS FALLS,MA,1376,0.0,42.57653649,-72.50038173,0.0,15.0,0.0
1080,7896,1184612,M_117922_925590,973,973,192,Montague,1st Franklin District,0.0,0.0,0,57600,24264.74915,0,0,MILLERS FALLS RD,TURNERS FALLS,MA,1376,0.0,42.57654166,-72.49978492,0.0,19.0,0.0
1084,7959,1186755,F_433490_3008970,973,973,204,New Salem,2nd Franklin District,0.0,0.0,0,2900,5214.027146,0,0,MILLINGTON RD,TURNERS FALLS,MA,1376,0.0,42.50180743,-72.32575773,1.0,0.0,0.0
1124,8088,1208629,F_734787_2936321,973,973,207,Newton,12th Middlesex District,0.0,0.0,0,617300,17936.64341,0,0,CHRISTINA ST,NEWTON,MA,2461,116094.0,42.30504695,-71.20936019,12.0,39.0,0.0
1134,8299,1221637,F_955706_2703422,973,973,20,Barnstable,2nd Barnstable District,0.0,0.0,0,106300,11237.576079999999,0,0,TANBARK ROAD,HYANNIS,MA,2601,0.0,41.66100839,-70.40379926,0.0,10.0,0.0
1141,8311,1224955,F_962887_2693759,973,973,20,Barnstable,2nd Barnstable District,0.0,0.0,0,242200,113223.6732,0,0,OLD MILL ROAD,HYANNIS,MA,2601,0.0,41.63423642,-70.37798766,0.0,28.0,0.0
1143,8313,1225916,F_961213_2710111,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,112500,22617.721230000003,0,184,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67916729,-70.38332755,1.0,3.0,0.0
1144,8314,1225917,F_961298_2710231,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,113500,23258.80362,0,170,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67949352,-70.38301067,1.0,3.0,0.0
1145,8315,1225918,F_961398_2710355,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,106500,27163.55628,0,158,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67983019,-70.3826387,1.0,2.0,0.0
1146,8316,1225919,F_961537_2710409,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,113700,26253.26838,0,146,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67997337,-70.38212733,1.0,7.0,0.0
1147,8317,1225920,F_961712_2710416,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,113000,25544.60317,0,134,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67998628,-70.38148644,1.0,7.0,0.0
1148,8318,1225921,F_961859_2710395,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,115300,25519.58979,0,122,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67992336,-70.38094939,1.0,7.0,0.0
1149,8319,1225937,F_961239_2709756,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,112000,22132.428,0,211,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67819222,-70.38324939,1.0,5.0,0.0
1150,8320,1225938,F_961309_2709872,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,112000,23410.28051,0,197,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67850801,-70.38298762,1.0,3.0,0.0
1151,8321,1225939,F_961377_2709984,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,112000,20450.73338,0,185,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.6788129,-70.38273336,1.0,3.0,0.0
1152,8322,1225940,F_961444_2710092,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,111700,22097.68645,0,173,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67910685,-70.38248294,1.0,3.0,0.0
1153,8323,1225941,F_961541_2710212,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,113000,24408.06596,0,151,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67943265,-70.38212214,1.0,4.0,0.0
1154,8324,1225942,F_961710_2710210,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,114700,25686.97455,0,125,TREE TOP CIRCLE,HYANNIS,MA,2601,0.0,41.67942108,-70.38150365,1.0,4.0,0.0
1156,8326,1227025,F_966629_2709898,973,973,20,Barnstable,5th Barnstable District,0.0,0.0,0,5800,211610.1508,0,151,OAK STREET (CENT./W.BARN),HYANNIS,MA,2601,0.0,41.67838651,-70.36351409999999,0.0,2.0,0.0
1181,8371,1237130,F_983050_2699980,973,973,20,Barnstable,2nd Barnstable District,0.0,0.0,0,172600,60792.86375,0,57,FOREST GLEN ROAD,HYANNIS,MA,2601,0.0,41.65055514,-70.30391975,4.0,42.0,0.0
1182,8373,1237232,F_982758_2699957,973,973,20,Barnstable,2nd Barnstable District,0.0,0.0,0,29500,19606.172469999998,0,62,FOREST GLEN ROAD,HYANNIS,MA,2601,0.0,41.65050326,-70.30498923,2.0,47.0,0.0
1196,8389,1239274,F_988288_2699589,973,973,20,Barnstable,2nd Barnstable District,0.0,0.0,0,4600,1551.769881,0,0,HIGH SCHOOL ROAD,HYANNIS,MA,2601,0.0,41.64927906,-70.28477664,11.0,85.0,0.0
1203,8398,1240710,F_991552_2714517,973,973,20,Barnstable,1st Barnstable District,0.0,0.0,0,109900,128455.0078,0,153,OAKMONT ROAD,HYANNIS,MA,2601,0.0,41.69011316,-70.27204909999999,0.0,1.0,0.0
1211,8421,1241452,F_989109_2711168,973,973,20,Barnstable,1st Barnstable District,0.0,0.0,0,14100,59431.17047999999,0,844,MARY DUNN ROAD,HYANNIS,MA,2601,0.0,41.68101968,-70.28116766,2.0,8.0,0.0
1221,8442,1247471,F_787148_2849039,973,973,44,Brockton,9th Plymouth District,66500.0,0.0,0,66500,4858.621438,0,0,TREMONT ST,BROCKTON,MA,2301,44451.0,42.0648836,-71.01762264,0.0,72.0,0.0
1222,8443,1247665,F_787080_2849213,973,973,44,Brockton,9th Plymouth District,67600.0,0.0,0,67600,5708.548583,0,0,ESSEX ST,BROCKTON,MA,2301,44451.0,42.06536214,-71.01786944,0.0,75.0,0.0
1226,8448,1248763,F_785393_2849984,973,973,44,Brockton,9th Plymouth District,0.0,0.0,0,1200,3794.05039,0,0,TRIBOU ST,BROCKTON,MA,2301,51947.0,42.06750388,-71.02406639,0.0,62.0,0.0
1229,8451,1249753,F_786751_2850712,970,970,44,Brockton,9th Plymouth District,70700.0,0.0,0,70700,9557.730004000001,0,30,SHEPPARD ST,BROCKTON,MA,2301,51947.0,42.06948072,-71.01904993,0.0,75.0,0.0
1232,8455,1251757,F_793283_2852653,973,973,44,Brockton,10th Plymouth District,0.0,0.0,0,68300,4969.067892,0,0,THATCHER ST,BROCKTON,MA,2302,48816.0,42.07470351,-70.99495040000001,11.0,37.0,0.0
1233,8457,1251892,F_785247_2852619,973,973,44,Brockton,9th Plymouth District,71300.0,0.0,0,71300,10264.98056,0,111,DOVER ST,BROCKTON,MA,2301,50088.0,42.07473696,-71.02454999,0.0,77.0,0.0
1234,8458,1252026,F_792839_2852922,973,973,44,Brockton,10th Plymouth District,69100.0,0.0,0,69100,5699.194832,0,0,LAFOYE ST,BROCKTON,MA,2301,48816.0,42.07544889,-70.99657993,13.0,38.0,0.0
1237,8461,1253047,F_786238_2853681,970,970,44,Brockton,9th Plymouth District,69700.0,0.0,0,69700,7734.442989,0,23,PARK ST,BROCKTON,MA,2301,15587.0,42.07763603,-71.02087788,0.0,85.0,0.0
1238,8464,1254667,F_787818_2854923,973,973,44,Brockton,9th Plymouth District,6310.0,0.0,0,6310,1135.865668,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08101976,-71.01503201,0.0,76.0,0.0
1239,8466,1254718,F_787769_2854951,973,973,44,Brockton,9th Plymouth District,17840.0,0.0,0,17840,3095.6117449999997,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08109736,-71.01521192,0.0,76.0,0.0
1240,8467,1254748,F_787751_2854989,973,973,44,Brockton,9th Plymouth District,3940.0,0.0,0,3940,692.9766639999999,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08120192,-71.01527744,0.0,80.0,0.0
1243,8492,1255294,F_784774_2855436,973,973,44,Brockton,9th Plymouth District,68000.0,0.0,0,68000,5789.96425,0,0,NEWBURY ST,BROCKTON,MA,2301,54034.0,42.08247446,-71.02623456,0.0,77.0,0.0
1247,8503,1255548,F_784320_2855627,973,973,44,Brockton,11th Plymouth District,3500.0,0.0,0,3500,6679.948844,0,0,ELLSWORTH ST,BROCKTON,MA,2301,54034.0,42.0830055,-71.02790308,0.0,72.0,0.0
1251,8513,1255831,F_788650_2855919,973,973,44,Brockton,9th Plymouth District,0.0,0.0,0,65600,4497.52382,0,0,CENTRE ST,BROCKTON,MA,2302,62879.0,42.08373991,-71.01194622,0.0,78.0,0.0
1253,8515,1255935,F_784578_2855975,973,973,44,Brockton,11th Plymouth District,68400.0,0.0,0,68400,6503.996306,0,0,HIGHLAND ST,BROCKTON,MA,2301,54034.0,42.08395654,-71.02694556,0.0,80.0,0.0
1254,8516,1256121,F_785727_2856138,970,970,44,Brockton,9th Plymouth District,66200.0,0.0,0,66200,4590.516378,0,102,GREEN ST,BROCKTON,MA,2301,15587.0,42.08438627,-71.02270949,0.0,86.0,0.0
1256,8521,1256812,F_788493_2856636,973,973,44,Brockton,9th Plymouth District,76500.0,0.0,0,76500,21199.552000000003,0,15,HUNT ST,BROCKTON,MA,2301,62879.0,42.08570993,-71.01250948,0.0,74.0,0.0
1257,8522,1257112,F_785690_2856852,970,970,44,Brockton,9th Plymouth District,0.0,0.0,0,70200,8540.627271,0,70,SPRING ST,BROCKTON,MA,2301,15587.0,42.08634616,-71.02283107,0.0,82.0,0.0
1262,8527,1257238,F_785372_2856973,973,973,44,Brockton,9th Plymouth District,0.0,0.0,0,2100,3961.625139,0,0,N WARREN AV,BROCKTON,MA,2301,54034.0,42.08668308,-71.02400009,0.0,82.0,0.0
1272,8537,1258036,F_785385_2857476,973,973,44,Brockton,9th Plymouth District,70400.0,0.0,0,70400,8496.287928,0,103,N WARREN AV,BROCKTON,MA,2301,15587.0,42.08806318,-71.02394185,0.0,77.0,0.0
1276,8541,1258288,F_789416_2857644,973,973,44,Brockton,9th Plymouth District,69300.0,0.0,0,69300,6864.173175,0,0,WILLIAMS AV,BROCKTON,MA,2301,62879.0,42.0884615,-71.00908785,0.0,53.0,0.0
1280,8545,1258507,F_786226_2857761,973,973,44,Brockton,9th Plymouth District,90800.0,0.0,0,90800,49185.64162,0,0,WYMAN ST,BROCKTON,MA,2301,15587.0,42.08883234,-71.02083766,0.0,80.0,0.0
1284,8553,1259344,F_782115_2858317,973,973,44,Brockton,9th Plymouth District,0.0,0.0,0,42740,8963.107740000001,0,0,PROSPECT ST,BROCKTON,MA,2301,30553.0,42.09042046,-71.03597189,0.0,55.0,0.0
1287,8557,1260642,F_781643_2859488,973,973,44,Brockton,9th Plymouth District,71700.0,0.0,0,71700,6220.031575999999,0,0,BELAIR ST,BROCKTON,MA,2301,30553.0,42.09364089,-71.03768744,0.0,45.0,0.0
1296,8568,1264165,F_788888_2863184,973,973,44,Brockton,10th Plymouth District,75500.0,0.0,0,75500,5695.335627,0,0,ARTHUR ST,BROCKTON,MA,2301,73450.0,42.10367236,-71.01091602,0.0,40.0,0.0
1311,8640,1277169,M_159809_925360,973,973,103,Gardner,2nd Worcester District,0.0,0.0,0,49700,42533.271010000004,0,0,LYNDE ST,GARDNER,MA,1440,34349.0,42.57776325,-71.98956401,10.0,68.0,0.0
1318,8729,1289004,F_560262_2953024,973,973,134,Holden,1st Worcester District,0.0,0.0,0,9400,29890.3235,0,0,PHILLIPS RD,HOLDEN,MA,1520,91118.0,42.35070143,-71.85479186,0.0,43.0,0.0
1333,8930,1313055,M_151562_891516,973,973,212,North Brookfield,5th Worcester District,1700.0,0.0,0,1700,30375.24253,0,26,MT PLEASANT ST,NORTH BROOKFIELD,MA,1535,73599.0,42.27261548,-72.08717937,0.0,47.0,0.0
1338,8950,1316276,F_802212_3009198,973,973,229,Peabody,12th Essex District,0.0,0.0,0,184900,394715.2804,0,0,DANIEL TER (R),PEABODY,MA,1960,83461.0,42.50411843,-70.95840125,5.0,17.0,0.0
1362,9061,1354651,F_1046724_2554258,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,1492500,26803.6428,0,67,POCHICK AV,NANTUCKET,MA,2584,124189.0,41.24802288,-70.07985045,0.0,3.0,0.0
1363,9062,1354659,F_1046464_2554354,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,782600,4664.269923,0,0,POCHICK AV,NANTUCKET,MA,2584,124189.0,41.24829816,-70.08078988,0.0,3.0,0.0
1365,9068,1356504,F_1040412_2558742,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,320200,7773.576706999999,0,0,MIACOMET VILLAGE,NANTUCKET,MA,2554,86630.0,41.26061238,-70.10253098,13.0,32.0,0.0
1366,9069,1356656,F_1040508_2558923,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,281000,6304.297605,0,0,MIACOMET VILLAGE,NANTUCKET,MA,2554,86630.0,41.261104700000004,-70.10217111,15.0,32.0,0.0
1371,9074,1356914,F_1041325_2558677,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,863600,391459.9932,0,95,SURFSIDE RD,HYANNIS,MA,2601,86630.0,41.26039293,-70.09921495,15.0,33.0,0.0
1372,9075,1356926,F_1040689_2559236,973,973,197,Nantucket,"Barnstable, Dukes & Nantucket District",0.0,0.0,0,22500,4083.3532240000004,0,0,MIACOMET VILLAGE,NANTUCKET,MA,2554,86630.0,41.26195539,-70.10149427,16.0,39.0,0.0
1374,9099,1367795,M_223412_913335,973,973,48,Burlington,21st Middlesex District,339500.0,0.0,0,339500,583537.9199,0,0,ADAMS ST,BURLINGTON,MA,1803,93136.0,42.47019582,-71.21530674,15.0,25.0,0.0
1390,9131,1389181,M_246552_956014,973,973,7,Amesbury,1st Essex District,6700.0,0.0,0,6700,1013.013691,0,30,FIELD ST,AMESBURY,MA,1913,70063.0,42.85334624,-70.930462,0.0,72.0,0.0
1391,9132,1389184,M_246547_956024,973,973,7,Amesbury,1st Essex District,108900.0,0.0,0,108900,9372.918498,0,30,FIELD ST,AMESBURY,MA,1913,70063.0,42.85343655,-70.93052235,0.0,72.0,0.0
1395,9220,1398057,F_777539_2876473,973,973,18,Avon,6th Norfolk District,0.0,0.0,0,36000,40770.47909,0,0,AVON PARK (KING ST),AVON,MA,2322,69868.0,42.14031015,-71.05247985,0.0,6.0,0.0
1396,9221,1398058,F_777658_2876311,973,973,18,Avon,6th Norfolk District,0.0,0.0,0,36000,40338.62463,0,0,AVON PARK (KING ST),AVON,MA,2322,69868.0,42.13986389,-71.05204422,0.0,6.0,0.0
1397,9222,1398059,F_777777_2876151,973,973,18,Avon,6th Norfolk District,0.0,0.0,0,36000,39508.40211,0,0,AVON PARK (KING ST),AVON,MA,2322,69868.0,42.13942311,-71.05160856,0.0,6.0,0.0
1402,9229,1406021,M_223577_921025,970,970,31,Billerica,22nd Middlesex District,57300.0,0.0,0,57300,40518.89693,0,0,ALBERT ST,BILLERICA,MA,1821,106532.0,42.53941939,-71.21298568,0.0,9.0,0.0
1403,9230,1406105,M_223641_921053,970,970,31,Billerica,22nd Middlesex District,58300.0,0.0,0,58300,46605.30958,0,0,ALBERT ST,BILLERICA,MA,1821,106532.0,42.53966951,-71.21220543,0.0,9.0,0.0
1405,9232,1407151,M_223751_921450,970,970,31,Billerica,22nd Middlesex District,238600.0,0.0,0,238600,93164.48944,0,0,NEWHALL ST,BILLERICA,MA,1821,106532.0,42.54324009,-71.21084997,0.0,12.0,0.0
1413,9268,1420938,M_279878_837462,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,1700,8014.232279000001,0,0,HOMESTEAD RD EXT,POCASSET,MA,2559,0.0,41.78340279,-70.53910345,3.0,27.0,0.0
1414,9269,1420962,M_279907_837440,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,2800,11263.06921,0,0,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.78320178,-70.53875759999998,3.0,30.0,0.0
1415,9270,1420971,M_279955_837422,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,126400,24489.91016,0,12,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.78303486,-70.53818268,3.0,28.0,0.0
1416,9271,1420988,M_279914_837402,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,127000,25841.25725,0,11,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.78285896,-70.53867856,3.0,30.0,0.0
1417,9272,1421005,M_280004_837377,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,124700,21557.09967,0,10,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.78262475,-70.53759939,3.0,28.0,0.0
1418,9274,1421028,M_280045_837348,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,124000,19974.046580000002,0,8,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.7823595,-70.53711016,3.0,28.0,0.0
1419,9276,1421057,M_280078_837301,970,970,36,Bourne,5th Barnstable District,0.0,0.0,0,124100,21257.42088,0,6,CAPE VIEW WAY,POCASSET,MA,2559,0.0,41.78193301,-70.53671961,3.0,21.0,0.0
1428,9309,1427067,M_273658_827259,970,970,36,Bourne,3rd Barnstable District,0.0,0.0,0,197900,73883.31434,0,0,WINDSONG CIR,POCASSET,MA,02559-2080,0.0,41.6921513,-70.61519481,1.0,35.0,0.0
1432,9466,1446928,F_540463_2894517,970,970,54,Charlton,6th Worcester District,80600.0,0.0,0,80600,97374.78107000001,0,0,SMITH RD,CHARLTON,MA,1507,107364.0,42.18990482,-71.92695221,0.0,0.0,0.0
1450,9520,1464515,F_751406_2914698,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,140600,28719.07598,0,111,OAKLAND ST,DEDHAM,MA,2026,78281.0,42.24553991,-71.14825415,9.0,41.0,0.0
1465,9539,1465486,F_750155_2915815,973,973,73,Dedham,0,0.0,0.0,0,64800,147476.8822,0,15,SAWMILL LN,DEDHAM,MA,2026,0.0,0.0,0.0,0.0,0.0,0.0
1471,9564,1467451,F_743270_2924020,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,72000,1226.597692,0,0,PARKER STAPLES RD,DEDHAM,MA,2026,91477.0,42.27120848,-71.1781725,8.0,59.0,0.0
1481,9605,1468067,F_751987_2915153,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,178900,130025.9384,0,2,RHINECLIFF ST,DEDHAM,MA,2026,78281.0,42.24678188,-71.1461014,14.0,36.0,0.0
1482,9606,1468109,F_748124_2917806,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,61800,7672.239740000001,0,26,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25410506,-71.16032966,15.0,55.0,0.0
1483,9607,1468112,F_748204_2917557,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,61600,7497.3977939999995,0,43,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25342091,-71.16003783,13.0,55.0,0.0
1484,9608,1468113,F_748287_2917617,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,61600,7496.34163,0,41,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25358464,-71.15973037,13.0,55.0,0.0
1485,9609,1468115,F_748285_2917432,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,64800,10096.931779999999,0,44,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25307701,-71.15974048,12.0,55.0,0.0
1486,9610,1468124,F_748344_2917890,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,26700,18564.59386,0,34,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25433316,-71.1595158,17.0,63.0,0.0
1488,9612,1468127,F_748365_2917776,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,26000,11640.80316,0,38,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.2540201,-71.15943991,14.0,55.0,0.0
1489,9613,1468128,F_748246_2917892,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,27100,22351.129109999998,0,30,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25433972,-71.15987776,18.0,63.0,0.0
1490,9614,1468130,F_748340_2917518,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,26000,10330.93636,0,40,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.2533124,-71.15953606,13.0,55.0,0.0
1491,9615,1468148,F_751741_2914338,973,973,73,Dedham,11th Norfolk District,0.0,0.0,0,241400,381792.98,0,164,VETERANS RD,DEDHAM,MA,2026,78281.0,42.24454824,-71.14702241,13.0,32.0,0.0
1519,9732,1495179,M_268185_930850,973,973,107,Gloucester,5th Essex District,9600.0,0.0,0,9600,8202.401161,0,74,POPLAR ST,GLOUCESTER,MA,01930 0000,0.0,42.62523296,-70.66880835,17.0,41.0,0.0
1520,9733,1496257,M_268163_930834,973,973,107,Gloucester,5th Essex District,8500.0,0.0,0,8500,4979.437989,0,72,POPLAR ST,GLOUCESTER,MA,01930 0000,0.0,42.62509086,-70.66907842,18.0,41.0,0.0
1521,9735,1496698,M_267987_930829,973,973,107,Gloucester,5th Essex District,10100.0,0.0,0,10100,9177.172440999999,0,52,POPLAR ST,GLOUCESTER,MA,01930 0000,0.0,42.62506127,-70.67122435,0.0,32.0,0.0
1534,9750,1501277,M_268971_929761,973,973,107,Gloucester,5th Essex District,0.0,0.0,0,3100,1054.054977,0,0,PROSPECT SQ,GLOUCESTER,MA,01930 0000,43382.0,42.61536073,-70.65935827,0.0,85.0,0.0
1541,9780,1508688,F_638900_3059381,973,973,115,Groton,1st Middlesex District,0.0,0.0,0,271900,611085.6746,0,0,0,GROTON,MA,1450,117438.0,42.64307014,-71.56417307,0.0,2.0,0.0
1542,9783,1509004,F_637336_3048465,973,973,115,Groton,1st Middlesex District,0.0,0.0,0,220300,80363.29847000001,0,0,0,WINCHENDON,MA,1475,117438.0,42.61311481,-71.56995254,0.0,31.0,0.0
1549,9890,1517659,M_110631_900003,973,973,117,Hadley,2nd Hampshire District,0.0,0.0,0,6800,41955.51724,0,0,MIDDLE ST OFF,HADLEY,MA,1035,64276.0,42.34540836,-72.58462372,6.0,44.0,0.0
1551,9902,1520368,M_249704_867782,970,970,123,Hanson,6th Plymouth District,0.0,0.0,0,67500,44725.44435,0,0,WEST WASHINGTON ST,HANSON,MA,2341,97340.0,42.05886134,-70.89949981,0.0,17.0,0.0
1552,9905,1520631,M_251207_866474,970,970,123,Hanson,6th Plymouth District,168800.0,0.0,0,168800,118923.0049,0,0,PHILLIPS ST,HANSON,MA,2341,97340.0,42.04698867,-70.8814565,2.0,21.0,0.0
1557,9955,1532693,M_318644_830609,970,970,126,Harwich,4th Barnstable District,119600.0,0.0,0,119600,32347.793289999998,0,108,LONG POND DR,HARWICH,MA,2645,0.0,41.71682462,-70.07421647,0.0,15.0,0.0
1561,10100,1559407,M_227903_940350,973,973,149,Lawrence,16th Essex District,0.0,0.0,0,120500,31229.24016,0,0,SHORT ST (& JACKSON ST),LAWRENCE,MA,1841,0.0,42.71324141,-71.15938425,0.0,83.0,0.0
1565,10111,1566991,M_227922_938813,973,973,149,Lawrence,16th Essex District,0.0,0.0,0,100600,7808.931203,0,34 - 44,PARKER ST,NEWBURYPORT,MA,1950,46394.0,42.69940489,-71.15922727,0.0,84.0,0.0
1570,10130,1574765,F_590718_3017032,973,973,153,Leominster,4th Worcester District,64500.0,0.0,0,64500,11376.09323,0,75,TENTH ST,LEOMINSTER,MA,1453,44330.0,42.526631200000004,-71.74279704,7.0,58.0,0.0
1572,10132,1575182,F_589981_3015174,973,973,153,Leominster,4th Worcester District,0.0,0.0,0,23800,7829.795475,0,0,OFF JOHNSON ST,LEOMINSTER,MA,1453,44330.0,42.52152719,-71.74551126,3.0,64.0,0.0
1573,10133,1575607,F_589062_3016443,973,973,153,Leominster,4th Worcester District,54100.0,0.0,0,54100,9955.47599,0,151,FIFTH ST,LEOMINSTER,MA,1453,44330.0,42.52500193,-71.74893395,4.0,74.0,0.0
1574,10134,1575625,F_588943_3016481,973,973,153,Leominster,4th Worcester District,54100.0,0.0,0,54100,9955.557101,0,144,FOURTH ST,LEOMINSTER,MA,1453,44330.0,42.52510524,-71.7493758,4.0,74.0,0.0
1582,10150,1582919,F_583826_3019569,973,973,153,Leominster,4th Worcester District,0.0,0.0,0,60500,9729.18697,0,0,GEORGE ST,LEOMINSTER,MA,1453,53347.0,42.53353587,-71.76839397,1.0,44.0,0.0
1587,10217,1595195,F_709446_3049523,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80800,5394.524372999999,0,74-76,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61586939,-71.30206805,0.0,39.0,0.0
1588,10218,1595205,F_709505_3049540,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76200,4561.884989,0,70,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61591566,-71.30184872,0.0,39.0,0.0
1589,10219,1595215,F_709566_3049565,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80800,5668.322107,0,62-64,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61598387,-71.30162189,0.0,34.0,0.0
1590,10220,1595225,F_709629_3049591,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,74900,4204.827222999999,0,56,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61605481,-71.30138762,0.0,34.0,0.0
1591,10221,1595232,F_709053_3049514,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,46400,8481.327484,0,1,RIVERS EDGE RD,LOWELL,MA,1853,64955.0,42.61584719,-71.30352811,0.0,42.0,0.0
1592,10222,1595239,F_709693_3049617,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,83000,6054.217097,0,48-50,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61612574,-71.30114964,0.0,34.0,0.0
1593,10223,1595244,F_709760_3049631,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76700,4734.373559000001,0,42,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61616373,-71.30090061,0.0,34.0,0.0
1594,10224,1595249,F_709822_3049640,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80900,5574.337938000001,0,34-36,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61618802,-71.30067021,0.0,34.0,0.0
1595,10225,1595252,F_709440_3049640,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76200,4468.896399,0,71,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61619046,-71.30208933,0.0,39.0,0.0
1596,10226,1595262,F_709503_3049665,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80500,5485.114972,0,63-65,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61625866,-71.30185507,0.0,39.0,0.0
1597,10227,1595272,F_709559_3049688,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,76000,4430.459618,0,57,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61632141,-71.30164683,0.0,34.0,0.0
1598,10228,1595283,F_709621_3049710,973,973,160,Lowell,17th Middlesex District,0.0,0.0,0,80400,5522.198725,0,51-53,ECKLUND DR,LOWELL,MA,1853,64955.0,42.61638138,-71.30141631,0.0,34.0,0.0
