,index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,improve_value
0,123,12589,M_137001_924762,970,970,15,Athol,2nd Franklin District,32200.0,443500.0,0,475700,85636.84005,2451,881,PARTRIDGEVILLE RD,"ATHOL,",MA,1331,54625.0,42.57086727,-72.26730901,4.0,5.0,443500.0
1,125,12835,M_139156_926965,973,973,15,Athol,2nd Franklin District,0.0,0.0,900,1700,444.4986058,0,0,BICKFORD DR,ATHOL,MA,1331,60469.0,42.59087005,-72.24129628,1.0,37.0,900.0
2,126,12837,M_139135_926988,973,973,15,Athol,2nd Franklin District,0.0,0.0,900,1700,429.35234510000004,0,0,BICKFORD DR,ATHOL,MA,1331,60469.0,42.59107545,-72.24155456,1.0,37.0,900.0
3,127,12857,M_139222_926961,970,970,15,Athol,2nd Franklin District,0.0,789100.0,32600,1037100,121400.2325,3500,0,BICKFORD DR,ATHOL,MA,1331,60469.0,42.590839200000005,-72.24049178,3.0,33.0,821700.0
5,134,14329,M_141037_927097,970,970,15,Athol,2nd Franklin District,23300.0,113200.0,300,136800,7398.643126000001,5030,59,PARK ST,ATHOL,MA,1331,50732.0,42.59220319,-72.21839366,5.0,40.0,113500.0
6,135,14367,M_141372_927067,970,970,15,Athol,2nd Franklin District,24800.0,126400.0,0,151200,15608.952630000002,4282,103,KENNEBUNK ST,ATHOL,MA,1331,50732.0,42.59195846,-72.21430921,6.0,37.0,126400.0
7,136,14989,M_141800_926121,970,970,15,Athol,2nd Franklin District,0.0,350200.0,400,458900,117694.0943,4596,0,GIBSON DR,"ATHOL,",MA,1331,50732.0,42.58347477,-72.20899901,6.0,28.0,350600.0
8,137,14991,M_141905_926103,970,970,15,Athol,2nd Franklin District,0.0,446600.0,15000,594500,42370.71447,4596,0,GIBSON DR,ATHOL,MA,1331,50732.0,42.58332059,-72.20771812,6.0,30.0,461600.0
9,139,15023,M_141894_926049,970,970,15,Athol,2nd Franklin District,0.0,365900.0,9700,475400,36754.24045,1952,0,GIBSON DR,ATHOL,MA,1331,50732.0,42.58283366,-72.20784666,6.0,28.0,375600.0
10,140,15024,M_141984_926034,973,973,15,Athol,2nd Franklin District,0.0,0.0,400,1200,788.4873712,0,0,GIBSON DR,ATHOL,MA,1331,50732.0,42.58270535,-72.20674882,6.0,28.0,400.0
11,155,18745,M_171222_884851,970,970,17,Auburn,7th Worcester District,638200.0,3455200.0,21100,4114500,459417.2379,4493,200,OXFORD ST N,AUBURN,MA,1501,89830.0,42.21358219,-71.84852862,7.0,27.0,3476300.0
12,156,18791,M_171171_885007,970,970,17,Auburn,7th Worcester District,0.0,742600.0,23000,988000,184041.7957,2746,0,OXFORD ST N,AUBURN,MA,1501,89830.0,42.21498477,-71.84915401,7.0,30.0,765600.0
13,157,18973,M_173346_884669,970,970,17,Auburn,7th Worcester District,180000.0,2173600.0,20000,2373600,89291.11875,8039,277,PAKACHOAG ST,AUBURN,MA,1501,84201.0,42.212018900000004,-71.8227969,3.0,7.0,2193600.0
14,158,18974,M_173301_884772,970,970,17,Auburn,7th Worcester District,162000.0,1327300.0,0,1489300,75535.86199,6016,275,PAKACHOAG ST,AUBURN,MA,1501,84201.0,42.21294467,-71.8233466,3.0,12.0,1327300.0
15,161,19595,M_173253_884706,970,970,17,Auburn,7th Worcester District,144000.0,1346300.0,0,1490300,73830.21197,5402,279,PAKACHOAG ST,AUBURN,MA,1501,84201.0,42.21234883,-71.82392488,3.0,23.0,1346300.0
17,230,24262,M_150201_909025,970,970,21,Barre,5th Worcester District,0.0,1627500.0,1000,1832000,215691.0217,8432,146,RUGGLES LANE,BARRE,MA,1005,68139.0,42.43015596,-72.10518317,0.0,16.0,1628500.0
19,254,25541,M_150743_903886,970,970,21,Barre,5th Worcester District,0.0,533800.0,4200,664800,100308.2645,18122,39,MAIN STREET,BARRE,MA,1005,68139.0,42.38392674,-72.09815877,0.0,18.0,538000.0
21,284,33070,M_124335_893265,970,970,24,Belchertown,2nd Franklin District,187400.0,692000.0,1700,881100,156445.9068,9812,95,GEORGE HANNUM ST,BELCHERTOWN,MA,1007,86169.0,42.28619908,-72.41744007,0.0,32.0,693700.0
22,288,33604,M_125817_892521,970,970,24,Belchertown,2nd Franklin District,65300.0,251800.0,1700,318800,97746.91618,3946,68,EAST WALNUT ST,BELCHERTOWN,MA,1007,86169.0,42.27964337,-72.39937701,4.0,40.0,253500.0
23,290,33680,M_126083_892029,970,970,24,Belchertown,7th Hampden District,199900.0,1418600.0,29900,1648400,313175.6604,28758,41,EVERETT AV,BELCHERTOWN,MA,1007,86169.0,42.27523938,-72.39608967,2.0,33.0,1448500.0
24,298,34153,M_124811_891516,970,970,24,Belchertown,7th Hampden District,115900.0,709600.0,2100,827600,189167.0614,9954,45,STATE ST,BELCHERTOWN,MA,1007,86169.0,42.27049979,-72.41144240000001,0.0,42.0,711700.0
25,399,40638,F_645792_2832399,970,970,32,Blackstone,8th Worcester District,0.0,2522900.0,15000,2681600,192489.5007,7200,0,AUSTIN ST,BLACKSTONE,MA,1504,78063.0,42.02023002,-71.53818074,0.0,51.0,2537900.0
26,481,55637,F_356028_2878926,970,970,61,Chicopee,6th Hampden District,0.0,362900.0,0,392900,11045.815340000001,4276,106,STONINA DR,CHICOPEE,MA,1013,48125.0,42.14257191,-72.60672701,0.0,73.0,362900.0
29,485,57283,F_356425_2881013,970,970,61,Chicopee,8th Hampden District,0.0,186700.0,5700,232700,5984.401158,8617,296,FRONT ST,CHICOPEE,MA,1013,27285.0,42.14831263,-72.60536301,20.0,82.0,192400.0
30,491,58733,F_362502_2883120,970,970,61,Chicopee,8th Hampden District,0.0,237200.0,0,272700,5403.520353,7526,25,PINE ST,CHICOPEE,MA,1013,41481.0,42.15430803,-72.58305383,0.0,55.0,237200.0
32,506,62446,F_352832_2888443,970,970,61,Chicopee,6th Hampden District,0.0,16130300.0,12561500,31234100,1296767.861,14422,0,MEETINGHOUSE RD,CHICOPEE,MA,0,35133.0,42.16857145,-72.61897090000001,0.0,35.0,28691800.0
33,514,66748,F_354735_2894113,970,970,61,Chicopee,8th Hampden District,0.0,2599900.0,3657600,6388800,36000.13005,56378,620,CHICOPEE ST,CHICOPEE,MA,0,32500.0,42.18419776,-72.61222444,0.0,45.0,6257500.0
35,523,69926,F_365153_2903311,973,973,61,Chicopee,8th Hampden District,0.0,0.0,3000,5500,4649.864378,0,50,BEAUDRY AVE,CHICOPEE,MA,0,55185.0,42.20980271,-72.57421558,3.0,58.0,3000.0
36,530,75842,F_810097_2679686,970,970,72,Dartmouth,9th Bristol District,0.0,0.0,2814900,3785200,261175.8845,0,0,SOL-E-MAR ST,N DARTMOUTH,MA,2747,84550.0,41.59975886,-70.93722348,6.0,37.0,2814900.0
38,537,81670,F_797728_2695077,970,970,72,Dartmouth,9th Bristol District,0.0,0.0,3639900,5279600,526296.3992,0,1,ANDERSON WY,N DARTMOUTH,MA,2747,72672.0,41.64221024,-70.98210231,7.0,51.0,3639900.0
39,706,90311,M_258805_931669,970,970,92,Essex,5th Essex District,601200.0,1008500.0,45700,1655400,103931.2675,22080,1,CHEBACCO TERRACE,ESSEX,MA,1929,113469.0,42.6333717,-70.78306309,5.0,53.0,1054200.0
40,760,96560,F_616184_2886887,102,970,110,Grafton,9th Worcester District,0.0,63749500.0,0,63749500,3018921.43,831776,99,VIOLET LANE,S GRAFTON,MA,1560,0.0,42.16966674,-71.64749040000001,0.0,8.0,63749500.0
41,766,96841,F_599610_2889104,970,970,110,Grafton,9th Worcester District,0.0,1184000.0,0,1469100,72890.92386,20976,4,MESSIER STREET,N GRAFTON,MA,01536-0456,84444.0,42.17565556,-71.70864934,0.0,28.0,1184000.0
42,775,98726,F_604229_2899454,970,970,110,Grafton,9th Worcester District,0.0,809200.0,3000,1670500,352004.8907,14032,71,PROVIDENCE ROAD,N GRAFTON,MA,01536-0456,123178.0,42.20408714,-71.69169476,1.0,44.0,812200.0
43,783,99560,F_604359_2904244,970,970,110,Grafton,9th Worcester District,0.0,2994400.0,16900,5194200,437113.0772,55272,0,FOREST LANE,N GRAFTON,MA,01536-0456,123178.0,42.21723232,-71.69125459,2.0,43.0,3011300.0
44,785,99747,F_602339_2905702,970,970,110,Grafton,9th Worcester District,0.0,1254600.0,2000,2605800,103831.561,21990,1,SNOW ROAD,N GRAFTON,MA,01536-0456,123178.0,42.22122058,-71.69872419,1.0,47.0,1256600.0
45,948,105369,M_109921_925651,970,970,114,Greenfield,2nd Berkshire District,0.0,126500.0,400,161000,12445.887859999999,7024,317,DEERFIELD,GREENFIELD,MA,1301,0.0,42.57620538,-72.59724369,0.0,34.0,126900.0
46,950,105712,M_110132_925379,102,970,114,Greenfield,2nd Berkshire District,0.0,5019700.0,0,5019700,521585.0638,77538,97,BRIAR,GREENFIELD,MA,1301,0.0,42.57378136,-72.59463128,0.0,14.0,5019700.0
47,951,105729,M_109926_925673,970,970,114,Greenfield,2nd Berkshire District,0.0,32700.0,0,66300,9602.504025,2222,315,DEERFIELD,GREENFIELD,MA,1301,0.0,42.57640399,-72.59718624,0.0,34.0,32700.0
48,953,106426,M_109468_926686,970,970,114,Greenfield,2nd Berkshire District,0.0,114000.0,8300,156200,10866.08517,4284,23,MILL,GREENFIELD,MA,1301,0.0,42.58546936,-72.60292403,11.0,81.0,122300.0
49,959,106707,M_110012_926818,970,970,114,Greenfield,2nd Berkshire District,0.0,706100.0,6300,827500,30514.183060000003,16519,491,MAIN,GREENFIELD,MA,1301,0.0,42.58672069,-72.59631805,12.0,81.0,712400.0
50,961,107268,M_108674_927204,970,970,114,Greenfield,2nd Berkshire District,0.0,111900.0,0,148200,15604.79188,2507,76,PHILLIPS,GREENFIELD,MA,1301,0.0,42.5900393,-72.61267832,14.0,63.0,111900.0
51,962,107272,M_110281_927214,970,970,114,Greenfield,2nd Berkshire District,0.0,190800.0,200,239700,12510.21191,5156,16,GEORGE,GREENFIELD,MA,1301,0.0,42.59031637,-72.59310302,13.0,62.0,191000.0
52,963,107393,M_109195_927342,970,970,114,Greenfield,2nd Berkshire District,0.0,538000.0,0,636000,41376.48993,10272,111,WELLS,GREENFIELD,MA,1301,0.0,42.59134251,-72.60635319,15.0,85.0,538000.0
53,964,107426,M_108858_927411,970,970,114,Greenfield,2nd Berkshire District,0.0,127700.0,100,163100,20989.707159999998,2960,87,ELM,GREENFIELD,MA,1301,0.0,42.59192419,-72.61046963,10.0,57.0,127800.0
54,965,107639,M_108780_927441,970,970,114,Greenfield,2nd Berkshire District,0.0,94900.0,400,128900,8861.431541,3548,94,ELM,GREENFIELD,MA,1301,0.0,42.59218509,-72.61142463,11.0,57.0,95300.0
55,966,107651,M_108857_927437,970,970,114,Greenfield,2nd Berkshire District,0.0,127700.0,100,163400,23126.88901,2960,89,ELM,GREENFIELD,MA,1301,0.0,42.59215811,-72.61048593,8.0,57.0,127800.0
56,967,107817,M_109161_927629,970,970,114,Greenfield,2nd Berkshire District,0.0,110400.0,200,145900,9077.742284,3222,9,GROVE,GREENFIELD,MA,1301,0.0,42.59392197,-72.60681277,10.0,71.0,110600.0
57,968,107825,M_109096_927620,970,970,114,Greenfield,2nd Berkshire District,0.0,108100.0,0,141900,10980.63805,3298,159,CONWAY,GREENFIELD,MA,1301,0.0,42.59383336,-72.60760324,9.0,71.0,108100.0
58,969,107858,M_108865_927792,970,970,114,Greenfield,2nd Berkshire District,0.0,3346800.0,24800,4407100,247570.8488,77182,1,ELM,GREENFIELD,MA,1301,0.0,42.59535457,-72.61044478,6.0,52.0,3371600.0
59,971,108371,M_109733_927985,970,970,114,Greenfield,2nd Berkshire District,0.0,107000.0,4600,148000,6931.660109,3133,37,WOODLEIGH,GREENFIELD,MA,1301,0.0,42.597193100000005,-72.59990003,7.0,74.0,111600.0
60,972,108520,M_109838_928000,970,970,114,Greenfield,2nd Berkshire District,0.0,103800.0,100,140500,7796.115088,2636,24,PIERCE,GREENFIELD,MA,1301,0.0,42.5973403,-72.59862311,7.0,75.0,103900.0
61,974,108854,M_108842_928521,970,970,114,Greenfield,2nd Berkshire District,0.0,134500.0,0,234000,42548.995160000006,2568,300,CONWAY,GREENFIELD,MA,1301,0.0,42.60191394,-72.61084067,6.0,45.0,134500.0
62,977,109194,M_108992_928484,970,970,114,Greenfield,2nd Berkshire District,0.0,148100.0,300,222700,13345.408590000001,3584,27,SPRUCE,GREENFIELD,MA,1301,0.0,42.60159846,-72.60900713,8.0,44.0,148400.0
63,978,109251,M_108833_928581,970,970,114,Greenfield,2nd Berkshire District,0.0,96100.0,200,129300,4918.849653,2520,279,ELM,GREENFIELD,MA,1301,0.0,42.60245298,-72.61095985,6.0,39.0,96300.0
64,979,109368,M_108580_928498,970,970,114,Greenfield,2nd Berkshire District,0.0,3424000.0,1700,4410700,821711.8395,86665,0,OAK,GREENFIELD,MA,1301,0.0,42.60167615,-72.61402935,6.0,8.0,3425700.0
65,996,112849,M_250601_930371,970,970,119,Hamilton,4th Essex District,0.0,586100.0,0,767500,16628.412959999998,3720,0,CENTRAL/HARRIS AV,SOUTH HAMILTON,MA,1982,91382.0,42.62226467,-70.88319502,0.0,18.0,586100.0
66,997,113435,M_251129_929247,970,970,119,Hamilton,4th Essex District,0.0,326400.0,16700,554000,22856.901469999997,4069,121-129,RAILOAD AV,SOUTH HAMILTON,MA,1982,91382.0,42.61211195,-70.87685924,2.0,69.0,343100.0
67,998,113444,M_251090_929308,970,970,119,Hamilton,4th Essex District,0.0,1690700.0,1900,1920200,59006.72127,1282,121,RAILROAD AV,SOUTH HAMILTON,MA,1982,91382.0,42.61266363,-70.87732911,2.0,68.0,1692600.0
68,1211,122162,F_661848_3023774,970,970,158,Littleton,2nd Middlesex District,523200.0,692000.0,18800,1234000,142277.15099999998,9662,26,SHATTUCK ST,LITTLETON,MA,1460,113581.0,42.54538447,-71.47891754,5.0,47.0,710800.0
69,1217,123991,F_656494_3021786,970,970,158,Littleton,2nd Middlesex District,135700.0,142300.0,0,278000,14134.854119999998,1496,143,KING ST,LITTLETON,MA,1460,124742.0,42.53993146,-71.49878543,0.0,15.0,142300.0
70,1218,124086,F_652850_3019495,970,970,158,Littleton,2nd Middlesex District,0.0,139600.0,273100,631600,381265.8973,1079,76,WHITCOMB AV,LITTLETON,MA,1460,124742.0,42.53364446,-71.5123053,0.0,18.0,412700.0
71,1224,124225,F_651981_3023288,970,970,158,Littleton,2nd Middlesex District,251200.0,0.0,8800,260000,734006.1128,0,200,NEW ESTATE RD,LITTLETON,MA,1460,124742.0,42.5440518,-71.51553197,0.0,9.0,8800.0
72,1232,129209,F_857760_3040644,970,970,166,Manchester,4th Essex District,504000.0,615400.0,0,1119400,137333.7779,5361,2,LOADING PLACE RD,MANCHESTER,MA,1944,124025.0,42.58924871,-70.75139108,0.0,15.0,615400.0
73,1241,131262,F_853172_3035314,970,970,166,Manchester,4th Essex District,0.0,1210100.0,0,1700400,16810.227319999998,15660,12,SUMMER ST,MANCHESTER,MA,1944,124025.0,42.57473351,-70.76859731,1.0,68.0,1210100.0
74,1246,131798,F_734754_2834279,970,970,167,Mansfield,1st Bristol District,133200.0,140600.0,0,273800,6867.142252,2160,48,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02502986,-71.21076134,0.0,56.0,140600.0
75,1247,131851,F_739817_2839311,970,970,167,Mansfield,1st Bristol District,149900.0,231700.0,0,381600,38492.591389999994,3406,74-76,PINE NEEDLE LN,MANSFIELD,MA,2048,119063.0,42.038790000000006,-71.19206039,0.0,17.0,231700.0
76,1261,133934,F_734568_2835775,970,970,167,Mansfield,1st Bristol District,135200.0,148900.0,2100,286200,7695.511451,1900,45,BROOK ST,MANSFIELD,MA,2048,89660.0,42.02913691,-71.21142727,3.0,58.0,151000.0
77,1263,134365,F_733393_2834565,970,970,167,Mansfield,14th Bristol District,840000.0,2984200.0,53400,3877600,30772.804330000003,47325,15,PARK ST,MANSFIELD,MA,2048,89660.0,42.02582726,-71.21576692,0.0,64.0,3037600.0
78,1265,135435,F_730266_2834470,970,970,167,Mansfield,14th Bristol District,138100.0,142600.0,300,281000,15820.33495,2568,253,WEST ST,MANSFIELD,MA,2048,89660.0,42.02559457,-71.22727694,0.0,48.0,142900.0
79,1266,135550,F_731638_2834196,970,970,167,Mansfield,14th Bristol District,129000.0,175300.0,0,304300,12648.30061,2568,41,DEAN ST,MANSFIELD,MA,2048,89660.0,42.02483051,-71.22223061,0.0,56.0,175300.0
80,1267,135784,F_734814_2834105,970,970,167,Mansfield,1st Bristol District,135000.0,144900.0,0,279900,7562.048461,2160,45,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02455181,-71.21054268,0.0,51.0,144900.0
81,1268,135785,F_734876_2834117,970,970,167,Mansfield,1st Bristol District,134800.0,144200.0,0,279000,8443.761872,2160,47,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02458416,-71.21031435,0.0,51.0,144200.0
82,1269,135786,F_734957_2834264,970,970,167,Mansfield,1st Bristol District,134600.0,142800.0,0,277400,6527.457715,2160,53,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02498681,-71.2100144,0.0,47.0,142800.0
83,1270,135787,F_734930_2834312,970,970,167,Mansfield,1st Bristol District,134600.0,144900.0,0,279500,6973.747717,2160,55,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02511878,-71.21011317,0.0,47.0,144900.0
84,1271,135788,F_734902_2834363,970,970,167,Mansfield,1st Bristol District,134600.0,140600.0,0,275200,6973.232847,2160,57,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02525899,-71.21021558,0.0,47.0,140600.0
85,1274,136334,F_736982_2823850,970,970,167,Mansfield,1st Bristol District,113100.0,71100.0,0,184200,5469.701585,1728,10,COLUMBINE RD,MANSFIELD,MA,2048,133910.0,41.99638957,-71.20269509,0.0,7.0,71100.0
86,1276,137333,F_734518_2826239,970,970,167,Mansfield,1st Bristol District,157300.0,575400.0,5600,738300,55113.02857,4961,651,SOUTH MAIN ST,MANSFIELD,MA,2048,133910.0,42.00296868,-71.21172993,0.0,12.0,581000.0
87,1281,137882,F_734116_2833479,970,970,167,Mansfield,1st Bristol District,600000.0,1081900.0,24500,1706400,122482.4381,6136,32,WILSON PL,MANSFIELD,MA,2048,133910.0,42.02284041,-71.21311937,0.0,49.0,1106400.0
88,1282,138140,F_734774_2834231,970,970,167,Mansfield,1st Bristol District,132600.0,146400.0,0,279000,5720.366593,2160,46,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02489795,-71.21068833,0.0,56.0,146400.0
89,1283,138141,F_734727_2834330,970,970,167,Mansfield,1st Bristol District,133500.0,140600.0,0,274100,6879.3216569999995,2160,50,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02517006,-71.21086007,0.0,56.0,140600.0
90,1284,138142,F_734702_2834383,970,970,167,Mansfield,1st Bristol District,133100.0,140600.0,0,273700,7945.628866,2160,52,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02531574,-71.21095142,0.0,56.0,140600.0
91,1287,138254,F_734879_2834415,970,970,167,Mansfield,1st Bristol District,134200.0,140600.0,0,274800,6954.715833,2160,59,EDDY ST,MANSFIELD,MA,2048,133910.0,42.02540191,-71.21029958,0.0,56.0,140600.0
92,1288,138257,F_736227_2838514,970,970,167,Mansfield,1st Bristol District,0.0,4695900.0,36200,6254100,861345.8639,9505,0,BICENTENNIAL CT,MANSFIELD,MA,2048,119063.0,42.03663768,-71.20528619,0.0,23.0,4732100.0
93,1302,142418,F_653661_2874303,970,970,185,Milford,10th Worcester District,0.0,80900.0,8900,190300,19253.81825,1499,87,EAST ST EX,MILFORD,MA,1757,82569.0,42.13522868,-71.50923803,0.0,44.0,89800.0
94,1303,142475,F_653524_2874342,970,970,185,Milford,10th Worcester District,134700.0,328200.0,11000,473900,71425.19224,4782,97,BEACH STREET EX,MILFORD,MA,1757,82569.0,42.13533566,-71.50974315,1.0,44.0,339200.0
95,1304,143495,F_654087_2879035,970,970,185,Milford,10th Worcester District,0.0,81000.0,0,173700,3266.247457,1526,20,CHURCHILL ST,MILFORD,MA,1757,82569.0,42.148214200000005,-71.50766899999999,3.0,72.0,81000.0
96,1305,143519,F_654178_2879090,970,970,185,Milford,10th Worcester District,0.0,0.0,6000,92400,3740.827992,0,0,CHURCHILL ST,MILFORD,MA,1757,82569.0,42.14836515,-71.50733345,3.0,72.0,6000.0
97,1306,143549,F_653257_2878911,970,970,185,Milford,10th Worcester District,564500.0,3061800.0,44800,3671100,142291.0897,50840,10,MAHER CT,MILFORD,MA,1757,82569.0,42.14787368,-71.51072966,5.0,68.0,3106600.0
98,1307,143560,F_653441_2879169,970,970,185,Milford,10th Worcester District,0.0,252500.0,0,350500,13451.351630000001,4996,6,CEDAR ST,MILFORD,MA,1757,82569.0,42.14858173,-71.51005125,4.0,71.0,252500.0
99,1308,143907,F_645994_2879841,970,970,185,Milford,10th Worcester District,136400.0,111700.0,0,248100,14832.709980000001,1710,36,WEST FOUNTAIN ST,MILFORD,MA,1757,98182.0,42.15042011,-71.53751413,2.0,22.0,111700.0
100,1309,144020,F_650566_2879930,970,970,185,Milford,10th Worcester District,0.0,1382200.0,4000,1509200,70344.12694,20551,0,PURCHASE ST,MILFORD,MA,1757,82569.0,42.15066862,-71.52065387,2.0,51.0,1386200.0
101,1310,144082,F_650902_2880005,970,970,185,Milford,10th Worcester District,137500.0,1744800.0,9800,1892100,81101.43671000001,24496,0,SUMNER ST,MILFORD,MA,1757,82569.0,42.15087465,-71.51941485,2.0,45.0,1754600.0
102,1311,144109,F_645378_2881530,970,970,185,Milford,10th Worcester District,132600.0,118300.0,200,251100,9668.229937,1600,37,REDWOOD DR,MILFORD,MA,1757,98182.0,42.15505424,-71.53978868,2.0,7.0,118500.0
103,1312,144237,F_650539_2880210,970,970,185,Milford,10th Worcester District,126800.0,280100.0,1300,409100,9273.458929999999,4904,15,VICKI LN,MILFORD,MA,1757,82569.0,42.15143697,-71.52075369,1.0,55.0,281400.0
104,1313,144275,F_650599_2880246,970,970,185,Milford,10th Worcester District,126900.0,0.0,4200,131100,8527.631244,0,11,VICKI LN,MILFORD,MA,1757,82569.0,42.1515358,-71.52053246,1.0,45.0,4200.0
105,1314,144312,F_650796_2880208,970,970,185,Milford,10th Worcester District,339800.0,3460100.0,11000,3810900,111911.6124,54530,0,SUMNER ST,MILFORD,MA,1757,82569.0,42.15143165,-71.51980593,2.0,45.0,3471100.0
106,1315,144558,F_646164_2880787,970,970,185,Milford,10th Worcester District,134100.0,100600.0,0,234700,17378.46195,1056,18,PRINCETON DR,MILFORD,MA,1757,98182.0,42.15301629,-71.53688873,2.0,18.0,100600.0
107,1316,144963,F_645258_2881741,970,970,185,Milford,10th Worcester District,136600.0,123600.0,0,260200,14525.420230000002,1892,32,REDWOOD DR,MILFORD,MA,1757,98182.0,42.1556331,-71.54023161,1.0,14.0,123600.0
108,1317,145045,F_643473_2882048,970,970,185,Milford,10th Worcester District,134300.0,119400.0,0,253700,11291.97312,1878,132,HIGHLAND ST,MILFORD,MA,1757,98182.0,42.15647306,-71.54681539,0.0,10.0,119400.0
109,1318,147676,F_653605_2874463,970,970,185,Milford,10th Worcester District,0.0,148400.0,0,248300,14610.004490000001,4072,85,EAST ST EX,MILFORD,MA,1757,82569.0,42.13566773,-71.50944456,1.0,44.0,148400.0
110,1319,147838,F_644671_2881567,970,970,185,Milford,10th Worcester District,128900.0,112400.0,0,241300,10843.96314,1710,24,CORNELL DR,MILFORD,MA,1757,98182.0,42.15515484,-71.54239617,1.0,8.0,112400.0
111,1320,147918,F_648963_2874488,970,970,185,Milford,10th Worcester District,110800.0,305000.0,12000,427800,13768.57456,4532,1,VINCENCZO RD,MILFORD,MA,1757,71758.0,42.13573365,-71.52655909,4.0,72.0,317000.0
113,1322,148134,F_651628_2874989,970,970,185,Milford,10th Worcester District,608000.0,1095800.0,6100,1709900,48485.84352,17881,0,FAIRFIELD CT,MILFORD,MA,1757,56574.0,42.13711033,-71.51673391,6.0,72.0,1101900.0
114,1323,148464,F_648910_2875837,970,970,185,Milford,10th Worcester District,103700.0,139500.0,4800,248000,4964.013618999999,1498,16,SOUTH HIGH ST,MILFORD,MA,1757,56574.0,42.13943549,-71.52675606,5.0,74.0,144300.0
116,1325,149330,F_648094_2876827,970,970,185,Milford,10th Worcester District,1311000.0,3981700.0,62300,5355000,313663.9387,62868,2,LUBY AV,MILFORD,MA,1757,71758.0,42.14215147,-71.52976600000001,3.0,58.0,4044000.0
117,1385,155025,F_875809_2813495,970,970,239,Plymouth,12th Plymouth District,0.0,1972200.0,30700,2616000,242299.13,27538,84,NICKS ROCK RD,PLYMOUTH,MA,2361,60353.0,41.96550597,-70.6923574,0.0,22.0,2002900.0
118,1386,155148,F_868567_2802341,970,970,239,Plymouth,12th Plymouth District,0.0,114100.0,0,276500,33995.3068,1567,12,WORRALL RD,PLYMOUTH,MA,2361,95726.0,41.93508313,-70.71936066,0.0,19.0,114100.0
119,1387,155216,F_885645_2804115,970,970,239,Plymouth,1st Plymouth District,0.0,292700.0,0,428200,22020.37755,5268,32,SO POND RD,PLYMOUTH,MA,2361,60290.0,41.93950502,-70.656533,4.0,34.0,292700.0
120,1389,155973,F_881018_2811739,970,970,239,Plymouth,1st Plymouth District,0.0,4879100.0,21800,5656000,94747.59401,64116,128,COURT ST,PLYMOUTH,MA,2361,68192.0,41.96055037,-70.67326726,2.0,65.0,4900900.0
121,1396,156652,F_884398_2805860,970,970,239,Plymouth,1st Plymouth District,0.0,2451800.0,28500,3541100,158250.1703,38432,103,SOUTH ST,PLYMOUTH,MA,2361,60290.0,41.94432722,-70.66105308,2.0,36.0,2480300.0
122,1418,160493,F_910815_2794417,970,970,239,Plymouth,1st Plymouth District,0.0,118100.0,0,248100,18141.855059999998,1792,43,HEATHER DR,PLYMOUTH,MA,2361,99394.0,41.91217248,-70.56441657,1.0,21.0,118100.0
123,1419,160795,F_869973_2802957,970,970,239,Plymouth,12th Plymouth District,0.0,104100.0,0,274600,20400.02721,1042,12,HUGHES ST,PLYMOUTH,MA,2361,95726.0,41.93673808,-70.7141726,1.0,22.0,104100.0
124,1434,163476,F_870480_2802768,970,970,239,Plymouth,12th Plymouth District,0.0,103900.0,0,274400,20357.682230000002,1044,20,HUGHES ST,PLYMOUTH,MA,2361,95726.0,41.93620661,-70.71231568,1.0,12.0,103900.0
125,1442,165182,F_869212_2801962,970,970,239,Plymouth,12th Plymouth District,0.0,104500.0,0,264100,20400.89081,1046,25,MONTGOMERY DR,PLYMOUTH,MA,2361,95726.0,41.93402689,-70.717003,0.0,13.0,104500.0
126,1650,182418,F_763019_3011285,970,970,246,Reading,30th Middlesex District,287100.0,239100.0,400,526600,11786.26038,2695,505,SUMMER AVE,READING,MA,1867,90811.0,42.51043623,-71.10370727,0.0,56.0,239500.0
127,1651,182851,F_764501_3010286,102,970,246,Reading,0,0.0,42966900.0,0,42966900,445156.37899999996,151116,914,GAZEBO CIR,READING,MA,1867,0.0,42.50767603,-71.09822838,0.0,44.0,42966900.0
128,1652,182950,F_763445_3016284,970,970,246,Reading,30th Middlesex District,250300.0,439700.0,0,690000,6243.464765,4570,17,PLEASANT ST,READING,MA,1867,90811.0,42.52414763,-71.10204085,14.0,81.0,439700.0
129,1656,184509,F_764752_3016637,970,970,246,Reading,30th Middlesex District,208900.0,331100.0,0,540000,11130.824279999999,2188,41,WILSON ST,READING,MA,1867,90811.0,42.5250994,-71.0971863,17.0,69.0,331100.0
