state,date,rep_poll_2020,dem_poll_2020
Alabama,2020-02-27,59.14228000000001,38.22156
Alabama,2020-02-28,59.17695,38.3919
Alabama,2020-02-29,59.23509,38.38301
Alabama,2020-03-01,59.23509,38.38301
Alabama,2020-03-02,59.23489,38.38627
Alabama,2020-03-03,59.23409,38.39524
Alabama,2020-03-04,59.22991999999999,38.3974
Alabama,2020-03-05,59.25889,38.37068
Alabama,2020-03-06,59.25857,38.370940000000004
Alabama,2020-03-07,59.140190000000004,38.611979999999996
Alabama,2020-03-08,58.71593000000001,38.67921
Alabama,2020-03-09,58.60071,38.56548
Alabama,2020-03-10,58.56458000000001,38.529309999999995
Alabama,2020-03-11,58.75451999999999,38.40749
Alabama,2020-03-12,58.81475,38.45166
Alabama,2020-03-13,58.7922,38.60841
Alabama,2020-03-14,58.78876999999999,38.607659999999996
Alabama,2020-03-15,58.763630000000006,38.55511
Alabama,2020-03-16,58.55539,38.49543
Alabama,2020-03-17,58.52313,38.49648
Alabama,2020-03-18,58.52313,38.49648
Alabama,2020-03-19,58.81052,38.75629
Alabama,2020-03-20,58.792159999999996,38.741620000000005
Alabama,2020-03-21,58.7887,38.73964
Alabama,2020-03-22,58.89536999999999,38.6665
Alabama,2020-03-23,58.76164,38.61094
Alabama,2020-03-24,58.22153,38.390190000000004
Alabama,2020-03-25,58.43145,38.41365
Alabama,2020-03-26,58.46116,38.53601
Alabama,2020-03-27,58.46116,38.53601
Alabama,2020-03-28,58.354169999999996,38.493759999999995
Alabama,2020-03-29,58.32366,38.46451
Alabama,2020-03-30,58.30669,38.35308
Alabama,2020-03-31,58.28249,38.28572
Alabama,2020-04-01,58.24221,38.24648
Alabama,2020-04-02,58.24221,38.24648
Alabama,2020-04-03,58.19347,38.04546
Alabama,2020-04-04,58.156780000000005,38.04031
Alabama,2020-04-05,58.20308000000001,38.07277
Alabama,2020-04-06,58.11136,38.2012
Alabama,2020-04-07,58.1825,37.88539
Alabama,2020-04-08,58.1551,37.90506
Alabama,2020-04-09,58.14983,37.90387
Alabama,2020-04-10,58.12106,37.83937
Alabama,2020-04-11,58.11115,37.7736
Alabama,2020-04-12,58.534119999999994,37.581340000000004
Alabama,2020-04-13,58.53406999999999,37.58122
Alabama,2020-04-14,58.58034,37.76068
Alabama,2020-04-15,58.43251,37.99491
Alabama,2020-04-16,58.587759999999996,38.15752
Alabama,2020-04-17,58.606840000000005,38.165
Alabama,2020-04-18,58.62004,38.241279999999996
Alabama,2020-04-19,58.53298,38.23854
Alabama,2020-04-20,58.402,38.29927
Alabama,2020-04-21,58.2428,38.378170000000004
Alabama,2020-04-22,58.2428,38.378170000000004
Alabama,2020-04-23,58.2428,38.378170000000004
Alabama,2020-04-24,58.2428,38.378170000000004
Alabama,2020-04-25,58.09285,38.397290000000005
Alabama,2020-04-26,58.07116,38.362829999999995
Alabama,2020-04-27,58.032669999999996,38.33168
Alabama,2020-04-28,58.217909999999996,38.60152
Alabama,2020-04-29,58.19186,38.33298
Alabama,2020-04-30,58.19189,38.33291
Alabama,2020-05-01,58.18564,38.42208
Alabama,2020-05-02,58.15476999999999,38.44685
Alabama,2020-05-03,58.16469,38.39417
Alabama,2020-05-04,58.13171,38.50509
Alabama,2020-05-05,58.2305,38.35905
Alabama,2020-05-06,58.20443,38.22971
Alabama,2020-05-07,58.19831,38.219120000000004
Alabama,2020-05-08,58.17259,38.248540000000006
Alabama,2020-05-09,58.06253,38.13063
Alabama,2020-05-10,58.21631,38.23652
Alabama,2020-05-11,58.21305,38.23402
Alabama,2020-05-12,58.169380000000004,38.26811
Alabama,2020-05-13,58.25011,38.223490000000005
Alabama,2020-05-14,58.237790000000004,38.35669
Alabama,2020-05-15,58.25119,38.37395
Alabama,2020-05-16,58.19925,38.38199
Alabama,2020-05-17,58.24955,38.33116
Alabama,2020-05-18,58.04348,38.21172
Alabama,2020-05-19,58.021809999999995,38.30388
Alabama,2020-05-20,57.93423000000001,38.2851
Alabama,2020-05-21,57.87798000000001,38.140240000000006
Alabama,2020-05-22,57.87766,38.15701
Alabama,2020-05-23,57.84563000000001,38.16854
Alabama,2020-05-24,57.83276,38.117129999999996
Alabama,2020-05-25,57.83276,38.117129999999996
Alabama,2020-05-26,57.8667,38.25752
Alabama,2020-05-27,57.75603,38.03529
Alabama,2020-05-28,57.954190000000004,38.07817
Alabama,2020-05-29,57.954190000000004,38.07817
Alabama,2020-05-30,57.888619999999996,38.029340000000005
Alabama,2020-05-31,57.866730000000004,37.95833
Alabama,2020-06-01,57.81593,38.039359999999995
Alabama,2020-06-02,57.821369999999995,38.10083
Alabama,2020-06-03,58.13794,38.33644
Alabama,2020-06-04,58.040169999999996,38.380340000000004
Alabama,2020-06-05,58.024609999999996,38.54298
Alabama,2020-06-06,57.925369999999994,38.6437
Alabama,2020-06-07,57.813759999999995,38.59055
Alabama,2020-06-08,57.805980000000005,38.59361
Alabama,2020-06-09,57.74106,38.66572
Alabama,2020-06-10,57.71926,38.68334
Alabama,2020-06-11,57.722080000000005,38.68654
Alabama,2020-06-12,57.72306999999999,38.68166
Alabama,2020-06-13,57.366859999999996,38.66259
Alabama,2020-06-14,57.3319,38.707370000000004
Alabama,2020-06-15,57.33911,38.71458
Alabama,2020-06-16,57.23239,38.88362
Alabama,2020-06-17,57.16165,38.93076
Alabama,2020-06-18,57.13243000000001,38.80234
Alabama,2020-06-19,57.14979,38.73467
Alabama,2020-06-20,57.186859999999996,38.78284
Alabama,2020-06-21,57.19857,38.76559
Alabama,2020-06-22,55.033159999999995,39.313340000000004
Alabama,2020-06-23,55.09182,39.469120000000004
Alabama,2020-06-24,54.90934,39.44043
Alabama,2020-06-25,54.54489,39.43473
Alabama,2020-06-26,54.71508000000001,39.52815
Alabama,2020-06-27,54.73372,39.493970000000004
Alabama,2020-06-28,54.73372,39.493970000000004
Alabama,2020-06-29,54.67665,39.38216
Alabama,2020-06-30,54.75846,39.531279999999995
Alabama,2020-07-01,54.78703,39.53895
Alabama,2020-07-02,54.81054,39.56585
Alabama,2020-07-03,54.819280000000006,39.5612
Alabama,2020-07-04,54.8194,39.5612
Alabama,2020-07-05,54.819219999999994,39.56384
Alabama,2020-07-06,54.82105,39.55921
Alabama,2020-07-07,54.841640000000005,39.5967
Alabama,2020-07-08,54.679590000000005,39.402879999999996
Alabama,2020-07-09,54.70234,39.496190000000006
Alabama,2020-07-10,55.40886,40.05813
Alabama,2020-07-11,55.38868000000001,40.07582
Alabama,2020-07-12,55.39809,40.05635
Alabama,2020-07-13,55.3835,39.89526
Alabama,2020-07-14,55.37132,39.93465
Alabama,2020-07-15,55.38335,39.85823
Alabama,2020-07-16,55.37033,39.86694
Alabama,2020-07-17,55.388380000000005,39.86646
Alabama,2020-07-18,55.384130000000006,39.90594
Alabama,2020-07-19,55.491519999999994,39.95937
Alabama,2020-07-20,55.53634,39.92821
Alabama,2020-07-21,55.535090000000004,39.92621
Alabama,2020-07-22,56.10134,39.47981
Alabama,2020-07-23,56.15191,39.62965
Alabama,2020-07-24,56.12854,39.679520000000004
Alabama,2020-07-25,56.129709999999996,39.6885
Alabama,2020-07-26,56.145869999999995,39.71048
Alabama,2020-07-27,56.076130000000006,39.70448
Alabama,2020-07-28,56.110040000000005,39.76757
Alabama,2020-07-29,56.11136,39.66921
