,STOP_ID,STOP_NAME,TOWN,TOWN_ID,TRACT_ID,income
2332,3277,700 Sea St,QUINCY,243,417801,107139
2333,3251,Opp 700 Sea St,QUINCY,243,417801,107139
2334,3099,Newport Ave opp Lincoln Ave,QUINCY,243,417100,99191
2335,16364,River St @ Holmfield Ave,BOSTON,35,140400,62403
2336,569,Dorchester Ave @ Valley Rd,BOSTON,35,100800,88425
2337,501,Gallivan Blvd @ Nevada St,BOSTON,35,100400,54828
2338,120,Rivermoor St @ Industrial Park,BOSTON,35,130402,72079
2339,509,Gallivan Blvd @ Oakridge St,BOSTON,35,100900,78220
2340,497,Gallivan Blvd @ Milton Ave,BOSTON,35,100900,78220
2341,30752,Newport Ave @ Heritage Dr,QUINCY,243,417200,73692
2342,606,Washington St @ Beech St,BOSTON,35,110502,97734
2343,811,Centre St @ Spring St,BOSTON,35,130404,73409
2344,3128,E Squantum St @ Newbury Ave,QUINCY,243,417502,82300
2345,10424,American Legion Hwy @ Cummins Hwy,BOSTON,35,110201,42260
2346,508,Gallivan Blvd opp Arbella Rd,BOSTON,35,100400,54828
2347,498,Gallivan Blvd @ Arbella Rd,BOSTON,35,100400,54828
2348,780,Centre St @ Saint Theresa Ave,BOSTON,35,130404,73409
2349,16434,Cummins Hwy @ American Legion Hwy,BOSTON,35,110201,42260
2350,96459,Cummins Hwy @ American Legion Hwy,BOSTON,35,110201,42260
2351,494,Gallivan Blvd @ Washington St,BOSTON,35,100400,54828
2352,3165,E Squantum St @ Newbury Ave,QUINCY,243,417502,82300
2353,137,Charles Park Rd @ Rivermoor St,BOSTON,35,130402,72079
2354,5263,Woodard Rd @ Wren St,BOSTON,35,130300,118036
2355,821,Centre St @ Lorette St,BOSTON,35,130300,118036
2356,129,Rivermoor St @ Charles Park Rd,BOSTON,35,130402,72079
2357,2803,Metropolitan Ave @ Malverna Rd,BOSTON,35,110403,85227
2358,507,Gallivan Blvd @ Morton St,BOSTON,35,100300,51736
2359,499,Galivan Blvd @ Wilmington St,BOSTON,35,100300,51736
2360,3062,Hancock St @ Kendall St,QUINCY,243,417502,82300
2361,2798,154 Metropolitan Ave opp Malverna Rd,BOSTON,35,110403,85227
2362,26500,American Legion Hwy @ Cummins Hwy,BOSTON,35,140400,62403
2363,3368,Granite Ave @ Hilltop St,BOSTON,35,100800,88425
2364,511,Washington St @ Gallivan Blvd,BOSTON,35,100400,54828
2365,8811,Hilltop St @ Granite Ave,BOSTON,35,100700,87063
2366,3380,Granite Ave opp Hilltop St,BOSTON,35,100800,88425
2367,496,Gallivan Blvd @ Owencroft Rd,BOSTON,35,100400,54828
2368,532,Gallivan Blvd @ Stone Terr,BOSTON,35,100400,54828
2369,1728,Blue Hill Ave @ Fessenden St,BOSTON,35,101102,46821
2370,632,Washington St @ Cornell St,BOSTON,35,110502,97734
2371,5210,Park St @ Woodard Rd,BOSTON,35,130300,118036
2372,5262,Park St @ Woodard Rd,BOSTON,35,130300,118036
2373,531,Morton St @ Owen St,BOSTON,35,100300,51736
2374,539,980 Morton St opp Owen St,BOSTON,35,100300,51736
2375,2802,Metropolitan Ave @ Augustus Ave,BOSTON,35,110403,85227
2376,605,Washington St @ Cornell St,BOSTON,35,110502,97734
2377,2799,Metropolitan Ave @ Augustus Ave,BOSTON,35,110403,85227
2378,8812,Hilltop St opp Crockett Ave.,BOSTON,35,100700,87063
2379,1714,Blue Hill Ave @ Wellington Hill St,BOSTON,35,101102,46821
2380,38813,Keystone Apartments,BOSTON,35,100700,87063
2381,71852,Chestnut St @ Great Plain Ave,NEEDHAM,199,403300,169214
2382,6459,Cummins Hwy @ Hyde Park Ave,BOSTON,35,110201,42260
2383,6496,Hyde Park Ave @ Cummins Hwy,BOSTON,35,110201,42260
2384,6478,Hyde Park Ave @ Cummins Hwy,BOSTON,35,110201,42260
2385,81437,Chapel St @ Great Plain Ave,NEEDHAM,199,457200,158818
2386,2800,Metropolitan Ave @ Kittredge St,BOSTON,35,110403,85227
2387,8813,Hilltop St opp Whitridge St,BOSTON,35,100700,87063
2388,2801,Metropolitan Ave @ Kittredge St,BOSTON,35,110502,97734
2389,495,Washington St @ Codman Hill Ave,BOSTON,35,100400,54828
2390,537,Dorchester Ave @ Gallivan Blvd,BOSTON,35,100400,54828
2391,512,Washington St opp Codman Hill Ave,BOSTON,35,100400,54828
2392,8392,Baker St @ Cutter Rd,BOSTON,35,130100,104829
2393,3063,Hancock St opp Myrtle St,QUINCY,243,417200,73692
2394,85567,Baker St @ Cutter Rd,BOSTON,35,130100,104829
2395,3129,E Squantum St @ Faxon Rd.,QUINCY,243,417502,82300
2396,3375,Gallivan Blvd @ Hutchinson St,BOSTON,35,100800,88425
2397,540,Morton St @ Selden St,BOSTON,35,100300,51736
2398,3369,Granite Ave @ Milton St,BOSTON,35,100800,88425
2399,533,Dorchester Ave @ Gallivan Blvd,BOSTON,35,100400,54828
2400,111855,Nantasket Ave from Water St to Kenberma St (FLAG),HULL,142,500104,85081
2401,3164,E Squantum St @ Faxon Rd,QUINCY,243,417502,82300
2402,530,Morton St @ W Selden St,BOSTON,35,100300,51736
2403,6433,Cummins Hwy @ Rowe St,BOSTON,35,110401,57875
2404,844,LaGrange St @ Centre St,BOSTON,35,130300,118036
2405,111206,Nantasket Ave from Kenberma St to Bay St (FLAG),HULL,142,500104,85081
2406,3379,Granite Ave @ Milton St,BOSTON,35,100700,87063
2407,6460,Cummins Hwy @ Rowe St,BOSTON,35,110401,57875
2408,5211,Park St opp Gertrude Rd,BOSTON,35,130300,118036
2409,781,Centre St @ Lagrange St,BOSTON,35,130300,118036
2410,10423,American Legion Hwy @ Stella Rd,BOSTON,35,110201,42260
2411,36500,American Legion Hwy @ Stella Rd,BOSTON,35,110201,42260
2412,5261,Park St @ Gertrude Rd,BOSTON,35,130300,118036
2413,67120,Millennium Park,BOSTON,35,130100,104829
2414,529,Morton St opp Evans St,BOSTON,35,100300,51736
2415,10540,Morton St @ Evans St,BOSTON,35,100300,51736
2416,3376,Gallivan Blvd opp Huron Circle,BOSTON,35,100800,88425
2417,801,Belgrade Ave opp Aldrich St,BOSTON,35,110607,107465
2418,790,Belgrade Ave @ Aldrich St,BOSTON,35,110607,107465
2419,784,Centre St @ Corey St,BOSTON,35,130200,109034
2420,800,Belgrade Ave @ Walworth St,BOSTON,35,110607,107465
2421,791,Belgrade Ave @ Walworth St,BOSTON,35,110607,107465
2422,851,Vermont St @ Carroll St,BOSTON,35,130200,109034
2423,367,Talbot Ave @ Dorchester Ave,BOSTON,35,100500,46741
2424,430,Talbot Ave @ Dorchester Ave,BOSTON,35,100500,46741
2425,799,Belgrade Ave opp Penfield St,BOSTON,35,110607,107465
2426,792,Belgrade Ave @ Penfield St,BOSTON,35,110607,107465
2427,16479,Hyde Park Ave @ Neponset Ave,BOSTON,35,110301,74087
2428,793,Belgrade Ave @ Pinehurst St,BOSTON,35,110502,97734
2429,834,Lasell St @ Temple St,BOSTON,35,130100,104829
2430,798,Belgrade Ave opp Pinehurst St,BOSTON,35,110502,97734
2431,6428,Cummins Hwy @ Washington St,BOSTON,35,110401,57875
2432,3135,E Squantum St opp Ditmar St,QUINCY,243,417501,86071
2433,449,Norfolk St @ Thetford Ave,BOSTON,35,100300,51736
2434,636,Washington St @ Cummins Hwy,BOSTON,35,110502,97734
2435,436,Norfolk St @ Charles Rd,BOSTON,35,100300,51736
2436,8805,Neponset Ave @ Tolman St,BOSTON,35,100603,89375
2437,453,Norfolk St @ Chipman St,BOSTON,35,100500,46741
2438,11868,5 Walter St opp Hewlett St,BOSTON,35,110607,107465
2439,428,Talbot Ave @ Welles Ave,BOSTON,35,100500,46741
2440,5218,Centre St @ Guerney St,BOSTON,35,110607,107465
2441,369,Talbot Ave @ Welles Ave,BOSTON,35,100500,46741
2442,85561,Baker St @ Gethsemane Cemetery,BOSTON,35,130100,104829
2443,5254,Centre St @ Montclair Ave,BOSTON,35,110607,107465
2444,454,Norfolk St @ Withington St,BOSTON,35,100500,46741
2445,431,355 Norfolk St opp Withington St,BOSTON,35,100500,46741
2446,338,Dorchester Ave @ Shepton St,BOSTON,35,100500,46741
2447,331,Dorchester Ave opp Shepton St,BOSTON,35,100500,46741
2448,37111,Washington St opp Lithgow St,BOSTON,35,100500,46741
2449,84731,Baker St opp Gethsemane Cemetery,BOSTON,35,130100,104829
2450,5253,1539 Centre St opp Bradfield Ave,BOSTON,35,110607,107465
2451,4374,Washington St @ Lithgow St,BOSTON,35,100500,46741
2452,1859,Walter St @ Sheffield St,BOSTON,35,110607,107465
2453,1734,Blue Hill Ave @ Callender St,BOSTON,35,100100,29483
2454,81440,Highland Ave @ Dana Pl,NEEDHAM,199,457200,158818
2455,1709,Blue Hill Ave @ Greenock St,BOSTON,35,100100,29483
2456,2792,Poplar St @ Deforest St,BOSTON,35,140105,97545
2457,2809,575 Poplar St opp Deforest St,BOSTON,35,140105,97545
2458,56434,Cummins Hwy @ Rugby Rd,BOSTON,35,101001,44071
2459,3267,Sea St @ Winthrop St,QUINCY,243,417801,107139
2460,3170,W Squantum St @ Division St,QUINCY,243,417200,73692
2461,46459,Cummins Hwy @ Savannah Ave,BOSTON,35,101001,44071
2462,3122,W Squantun St opp Division St,QUINCY,243,417200,73692
2463,578,River St @ Newcroft Circle,BOSTON,35,101002,45275
2464,3205,Elm Ave @ Staunton St,QUINCY,243,417601,65461
2465,584,308 River St opp Newcroft Circle,BOSTON,35,101002,45275
2466,114888,Wash Blvd - Rockland House Rd to Nantasket Ave,HULL,142,500103,71193
2467,585,River St @ Leahaven Rd,BOSTON,35,100900,78220
2468,577,River St opp Leahaven Rd,BOSTON,35,100900,78220
2469,586,River St @ Meadowbank Ave,BOSTON,35,100900,78220
2470,114893,Wash Blvd - Nantasket Ave to Rockland House Rd,HULL,142,500103,71193
2471,576,River St opp Duxbury Rd,BOSTON,35,100900,78220
2472,588,River St opp Cedar St,BOSTON,35,100900,78220
2473,3232,W Elm Ave @ Staunton St,QUINCY,243,417601,65461
2474,574,River St @ Cedar St,BOSTON,35,100900,78220
2475,3366,Granite Ave @ Thistle Ave,MILTON,189,416400,124961
2476,820,Charles River Loop,BOSTON,35,130402,72079
2477,627,Washington St opp Cowing St,BOSTON,35,980700,-666666666
2478,3263,1263 Sea St,QUINCY,243,417801,107139
2479,610,Washington St @ Cowing St,BOSTON,35,130300,118036
2480,3382,Granite Ave opp Thistle Ave,MILTON,189,416400,124961
2481,46435,Cummins Hwy @ Greenfield Rd,BOSTON,35,140400,62403
2482,56459,Cummins Hwy @ Alabama St,BOSTON,35,101001,44071
2483,111844,Nantasket Ave from Park Ave to Wash Blvd (FLAG),HULL,142,500103,71193
2484,770,Centre St @ Wedgemere Rd,BOSTON,35,130404,73409
2485,818,Spring Street opp Charles River Loop,BOSTON,35,130402,72079
2486,575,River St @ Standard St,BOSTON,35,100900,78220
2487,587,168 River St opp Standard St,BOSTON,35,100900,78220
2488,3055,Hancock St @ Albion Rd.,QUINCY,243,417601,65461
2489,111217,Nantasket Ave from Wash Blvd to Park Ave (FLAG),HULL,142,500103,71193
2490,3123,W Squantum @ Small St,QUINCY,243,417200,73692
2491,825,Centre St opp Wedgemere Rd,BOSTON,35,130404,73409
2492,774,Spring St @ Charles River Loop,BOSTON,35,130402,72079
2493,3022,Hancock St opp Albion Rd,QUINCY,243,417601,65461
2494,573,River St @ Temple St,BOSTON,35,100900,78220
2495,589,River St opp Temple St,BOSTON,35,100900,78220
2496,2793,544 Poplar St,BOSTON,35,140105,97545
2497,2808,529 Poplar St,BOSTON,35,140105,97545
2498,3206,W Elm Ave @ Gould St,QUINCY,243,417601,65461
2499,3266,Sea St @ Bay View Ave,QUINCY,243,417801,107139
2500,3231,W Elm Ave @ Gould St,QUINCY,243,417601,65461
2501,571,Dorchester Ave @ Washington St,BOSTON,35,100900,78220
2502,572,River St @ Washington St,BOSTON,35,100900,78220
2503,590,River St @ Washington St,BOSTON,35,100900,78220
2504,775,Spring St @ Gould St,BOSTON,35,130402,72079
2505,6500,807 Hyde Park Ave opp American Legion Hwy,BOSTON,35,140400,62403
2506,3265,Sea St @ Fensmere Ave,QUINCY,243,417801,107139
2507,3367,Granite Ave @ Courtland Circle,MILTON,189,416400,124961
2508,3264,Sea St @ Quincy Yacht Club,QUINCY,243,417801,107139
2509,66459,Cummins Hwy @ Hebron St,BOSTON,35,101001,44071
2510,609,Washington St @ Lagrange St,BOSTON,35,130300,118036
2511,817,Spring St @ VA Hospital,BOSTON,35,130402,72079
2512,824,Centre St @ Bronx Rd,BOSTON,35,130402,72079
2513,6474,Hyde Park Ave @ American Legion Hwy,BOSTON,35,140400,62403
2514,46434,Cummins Hwy @ Hebron St,BOSTON,35,140400,62403
2515,3381,Granite Ave opp Courtland Circle,MILTON,189,416400,124961
2516,771,Centre St opp Bronx Rd,BOSTON,35,130402,72079
2517,628,Washington St @ Lagrange St,BOSTON,35,980700,-666666666
2518,91852,Needham Junction @ Commuter Rail Station,NEEDHAM,199,403300,169214
2519,1724,Blue Hill Ave opp Woodhaven St,BOSTON,35,101002,45275
2520,1718,Blue Hill Ave @ Woodhaven St,BOSTON,35,101102,46821
2521,3168,W Squantun St @ Farrington St,QUINCY,243,417200,73692
2522,3124,W Squantum St @ Farrington St,QUINCY,243,417200,73692
2523,3219,Holmes St @ Billings Rd,QUINCY,243,417502,82300
2524,2794,Poplar St @ Beech St,BOSTON,35,110403,85227
2525,591,Dorchester Ave opp Adirondack Pl,BOSTON,35,100900,78220
2526,2807,Poplar St @ Beech St,BOSTON,35,110403,85227
2527,66460,Cummins Hwy @ Livermore St,BOSTON,35,101001,44071
2528,3057,Hancock St @ Billings Rd,QUINCY,243,417502,82300
2529,3020,Hancock St @ Billings Rd,QUINCY,243,417502,82300
2530,883,Dorchester Ave @ Richmond St,BOSTON,35,100900,78220
2531,882,Dorchester Ave @ Richmond St,BOSTON,35,100900,78220
2532,10923,Cummins Hwy @ Wood Ave,BOSTON,35,140400,62403
2533,1717,Blue Hill Ave @ Almont St,BOSTON,35,101102,46821
2534,76459,Cummins Hwy @ Harvard St,BOSTON,35,101001,44071
2535,111214,Nantasket Ave from Bay St to Wash Blvd (FLAG),HULL,142,500104,85081
2536,16500,960 American Legion Hwy,BOSTON,35,140400,62403
2537,3207,W Elm Ave opp Mason St,QUINCY,243,417601,65461
2538,823,Centre St @ Cass St,BOSTON,35,130404,73409
2539,10425,American Legion Hwy opp Shopping Mall,BOSTON,35,140400,62403
2540,772,Centre St opp Cass St,BOSTON,35,130404,73409
2541,816,Spring St @ Moville St,BOSTON,35,130402,72079
2542,2795,Poplar St opp Cornell St,BOSTON,35,110403,85227
2543,3230,W Elm Ave @ Mason St,QUINCY,243,417601,65461
2544,3058,Hancock St @ Glover Ave,QUINCY,243,417502,82300
2545,2806,Poplar St @ Cornell St,BOSTON,35,110403,85227
2546,3218,Holmes St opp Moscow St,QUINCY,243,417502,82300
2547,10820,Veterans Hospital West Roxbury,BOSTON,35,130402,72079
2548,3216,Billings Rd @ Felton St,QUINCY,243,417502,82300
2549,3208,W Elm Ave @ Franklin Ave,QUINCY,243,417601,65461
2550,776,Spring St @ Cypress St,BOSTON,35,130402,72079
2551,3019,Hancock St opp Glover Ave,QUINCY,243,417502,82300
2552,3221,Billings Rd @ Lunt St,QUINCY,243,417502,82300
2553,3229,W Elm Ave opp Franklin Ave,QUINCY,243,417601,65461
2554,1725,1458 Blue Hill Ave opp Almont St,BOSTON,35,101102,46821
2555,86459,Cummins Hwy opp Pleasantview St,BOSTON,35,140400,62403
2556,36434,Cummins Hwy @ Pleasantview St,BOSTON,35,140400,62403
2557,608,Washington St @ W Roxbury Pkwy,BOSTON,35,110501,86786
2558,111848,Nantasket Ave from Wash Blvd to Water St (FLAG),HULL,142,500104,85081
2559,593,Dorchester Ave opp St Gregory St,BOSTON,35,100800,88425
2560,777,Spring St @ Baker St,BOSTON,35,130402,72079
2561,3222,Billings Rd @ Tyler St,QUINCY,243,417501,86071
2562,570,Dorchester Ave @ St Gregory St,BOSTON,35,100900,78220
2563,3215,Billings Rd opp Tyler St,QUINCY,243,417501,86071
2564,815,Spring St @ Baker St,BOSTON,35,130402,72079
2565,3125,N Quincy Station @ Red Line,QUINCY,243,417502,82300
2566,2805,Poplar St @ Metropolitan Ave,BOSTON,35,110403,85227
2567,2796,Poplar St @ Metropolitan Ave,BOSTON,35,110403,85227
2568,629,Washington St opp Schubert St,BOSTON,35,110501,86786
2569,3209,W Elm Ave @ Billings Rd,QUINCY,243,417601,65461
2570,85569,Baker St @ Wycliff Ave,BOSTON,35,130402,72079
2571,3223,Billings Rd @ Freeman St,QUINCY,243,417502,82300
2572,3228,Billings Rd @ W Elm Ave,QUINCY,243,417601,65461
2573,8390,Baker St opp Wycliff Ave,BOSTON,35,130402,72079
2574,3126,E Squantum St @ Hancock St,QUINCY,243,417502,82300
2575,773,Centre St @ Bogandale Rd,BOSTON,35,130402,72079
2576,822,Centre St @ Autumn St,BOSTON,35,130402,72079
2577,3167,E Squantum St @ Hancock St,QUINCY,243,417502,82300
2578,10569,2165 Dorchester Ave,BOSTON,35,100800,88425
2579,3210,Billings Rd @ Beach St,QUINCY,243,417601,65461
2580,594,Opp 2165 Dorchester Ave,BOSTON,35,100800,88425
2581,3227,Billings Rd @ Beach St,QUINCY,243,417601,65461
2582,3214,Billings Rd @ Faxon Rd,QUINCY,243,417501,86071
2583,81852,Chestnut St @ Oak St,NEEDHAM,199,403300,169214
2584,1716,Blue Hill Ave @ Mattapan St,BOSTON,35,101102,46821
2585,814,Spring St @ Gardner St,BOSTON,35,130402,72079
2586,630,Washington St @ Blue Ledge Dr,BOSTON,35,140106,35938
2587,11853,Chestnut St opp Oak St,NEEDHAM,199,403300,169214
2588,10821,Charles Park Rd @ VFW Pkwy,BOSTON,35,130402,72079
2589,10830,5 Charles Park Rd,BOSTON,35,130402,72079
2590,3060,Hancock St @ N Quincy HS,QUINCY,243,417502,82300
2591,6498,703 Hyde Park Ave,BOSTON,35,140400,62403
2592,93130,Hollis @ Newbury,QUINCY,243,417502,82300
2593,3224,Billings Rd @ Royal St,QUINCY,243,417501,86071
2594,607,Washington St @ Liszt St,BOSTON,35,140106,35938
2595,3211,Billings Rd @ Vassal St,QUINCY,243,417601,65461
2596,6476,Hyde Park Ave @ Ramsdell Ave,BOSTON,35,110201,42260
2597,3226,Billings Rd @ Vassal St,QUINCY,243,417501,86071
2598,10777,Spring St @ Cass St,BOSTON,35,130402,72079
2599,1726,Blue Hill Ave @ Mattapan Library,BOSTON,35,101102,46821
2600,3213,Billings Rd @ French St,QUINCY,243,417501,86071
2601,2797,Metropolitan Ave @ Hilburn St,BOSTON,35,110403,85227
2602,813,Spring St opp Summer St,BOSTON,35,130402,72079
2603,3212,Billings Rd @ Apthorp St,QUINCY,243,417501,86071
2604,85568,Baker St @ Dunwell St,BOSTON,35,130402,72079
2605,3225,Billings Rd @ Calumet St,QUINCY,243,417501,86071
2606,8391,Baker St opp Dunwell St,BOSTON,35,130402,72079
2607,778,Spring St @ Summer St,BOSTON,35,130402,72079
2608,2804,Metropolitan Ave @ Highfield Rd,BOSTON,35,110403,85227
2609,3061,Hancock St @ Hunt St,QUINCY,243,417502,82300
2610,26434,Cummins Hwy opp Calvary Cemetery,BOSTON,35,140400,62403
2611,86458,Cummins Hwy @ Calvary Cemetery,BOSTON,35,140400,62403
2612,812,Spring St @ Temple St,BOSTON,35,130402,72079
2613,779,Spring St @ Centre St,BOSTON,35,130402,72079
2614,595,Dorchester Ave opp Valley Rd,BOSTON,35,100800,88425
2615,631,Washington St @ Beech St,BOSTON,35,140106,35938
2616,510,Gallivan Blvd @ Pleasant Hill Ave,BOSTON,35,100400,54828
2617,284,E 8th St @ Old Harbor St,BOSTON,35,060400,123967
2618,259,E 8th St @ Old Harbor St,BOSTON,35,060400,123967
2619,283,E 8th St @ Covington St,BOSTON,35,060400,123967
2620,78073,Opp 700 Pleasant St,WALTHAM,308,368800,75929
2621,78512,700 Pleasant St,WALTHAM,308,368800,75929
2622,2050,Mt Auburn St @ Parker St,WATERTOWN,314,370400,100956
2623,76031,South St opp Shakespeare Rd,WALTHAM,308,368400,84811
2624,24483,Broadway @ Columbia St,CAMBRIDGE,49,352500,114180
2625,24488,Broadway @ Columbia St,CAMBRIDGE,49,352500,114180
2626,8296,Main St @ Chestnut St,WATERTOWN,314,370102,86319
2627,8817,Main St opp Chestnut St,WATERTOWN,314,370102,86319
2628,88342,South St @ Shakespeare Rd,WALTHAM,308,368400,84811
2629,231,Commercial St. opp. Hull St.,BOSTON,35,030500,110278
2630,7852,River St @ Seyon St,WALTHAM,308,368800,75929
2631,7808,River St @ Seyon St,WALTHAM,308,368800,75929
2632,7845,Crescent St @ Maple St,WALTHAM,308,368500,61967
2633,2042,Mt Auburn St @ Russell Ave,WATERTOWN,314,370201,118340
2634,119863,Winthrop Ferry Dock,WINTHROP,346,180500,72910
2635,2447,Prospect St @ Harvard St,CAMBRIDGE,49,353000,74038
2636,2051,Mt Auburn St @ Franklin St,WATERTOWN,314,370201,118340
2637,106,Massachusetts Ave @ Hancock St,CAMBRIDGE,49,353800,83433
2638,2442,Prospect St @ Harvard St,CAMBRIDGE,49,353000,74038
2639,88171,Main St opp Green St,WATERTOWN,314,370102,86319
2640,15857,Sumner St @ Orleans St,BOSTON,35,050400,62727
2641,69,Massachusetts Ave @ Hancock St,CAMBRIDGE,49,353800,83433
2642,5864,Maverick St @ Cottage St,BOSTON,35,050500,61029
2643,24482,Broadway @ Norfolk St,CAMBRIDGE,49,353000,74038
2644,24489,Broadway @ Norfolk St,CAMBRIDGE,49,353000,74038
2645,2523,Hampshire St @ Windsor St,CAMBRIDGE,49,352600,72841
2646,2047,Mt Auburn St @ Bates Rd E,WATERTOWN,314,370201,118340
2647,2052,Mt Auburn St @ Walnut St,WATERTOWN,314,370201,118340
2648,1389,Boylston St opp Gloucester St,BOSTON,35,010701,107344
2649,74613,World Trade Center - Outbound,BOSTON,35,060600,137778
2650,8513,Centre St @ George St,NEWTON,207,373500,180694
2651,74615,World Trade Center - Inbound,BOSTON,35,060600,137778
2652,1301,7 Winship St,BOSTON,35,000601,76574
2653,7651,Washington St @ Cherry St,NEWTON,207,374500,125192
2654,171,Berkeley St @ Columbus Ave,BOSTON,35,070300,113505
2655,916,Washington St @ Lake St,BOSTON,35,000202,83000
2656,975,Washington St @ Brock St,BOSTON,35,000201,88424
2657,24486,Broadway @ Hampshire St,CAMBRIDGE,49,352400,65862
2658,86964,Moody St @ Ash St,WALTHAM,308,368600,80445
2659,8815,Main St @ Merchants Row,WATERTOWN,314,370102,86319
2660,7753,High St @ Pamenter Rd,WALTHAM,308,368600,80445
2661,5859,Sumner St @ Webster St,BOSTON,35,051200,71645
2662,109841,Shirley St opp Moore St,WINTHROP,346,180500,72910
2663,2550,JFK St @ Eliot St,CAMBRIDGE,49,353900,46413
2664,1413,Cambridge St @ Sciarappa St,CAMBRIDGE,49,352102,103333
2665,1417,Cambridge St @ Sciarappa St,CAMBRIDGE,49,352102,103333
2666,2034,Mt Auburn St @ Kimball Rd,WATERTOWN,314,370300,84107
2667,25641,JFK St @ Eliot St,CAMBRIDGE,49,353900,46413
2668,76597,Moody St @ Pine St,WALTHAM,308,368500,61967
2669,1412,Cambridge St @ Fifth St,CAMBRIDGE,49,352200,47132
2670,1418,Cambridge St @ Fifth St,CAMBRIDGE,49,352200,47132
2671,2220,Broadway @ Crawford St,CAMBRIDGE,49,353800,83433
2672,2565,16 Eliot St,CAMBRIDGE,49,354100,109505
2673,2225,Broadway @ Highland Ave,CAMBRIDGE,49,353800,83433
2674,1419,Cambridge St @ Sixth St,CAMBRIDGE,49,352200,47132
2675,1411,Cambridge St @ Sixth St,CAMBRIDGE,49,352200,47132
2676,8293,Main St opp Olcott St,WATERTOWN,314,370101,103219
2677,8339,Main St @ Olcott St,WATERTOWN,314,370101,103219
2678,1420,Cambridge St @ Lambert St,CAMBRIDGE,49,352200,47132
2679,109,Massachusetts Ave @ Bow St,CAMBRIDGE,49,353700,73750
2680,260,E 8th St @ Covington St,BOSTON,35,060400,123967
2681,282,E 8th St @ G St,BOSTON,35,060400,123967
2682,261,E 8th St @ G St,BOSTON,35,060400,123967
2683,1323,Tremont St @ Columbus Ave,BOSTON,35,081400,47589
2684,1357,Tremont St opp Roxbury Crossing Sta,BOSTON,35,081400,47589
2685,262,E 8th St @ H St,BOSTON,35,060400,123967
2686,281,E 8th St @ H St,BOSTON,35,060400,123967
2687,1555,Washington St @ Walnut,BROOKLINE,46,400900,80045
2688,263,E 8th St @ I St,BOSTON,35,060400,123967
2689,280,E 8th St @ I St,BOSTON,35,060400,123967
2690,285,E 8th St @ Mercer St,BOSTON,35,061000,38950
2691,279,E 8th St @ K St,BOSTON,35,060400,123967
2692,264,E 8th St @ K St,BOSTON,35,060400,123967
2693,265,E 8th St @ L St,BOSTON,35,060301,107396
2694,10003,Albany St opp Randall St,BOSTON,35,080100,31222
2695,10100,Albany St @ Randall St,BOSTON,35,080100,31222
2696,278,E 8th St @ L St,BOSTON,35,060200,128409
2697,1526,Washington St @ Pearl St,BROOKLINE,46,400900,80045
2698,266,E 8th St @ M St,BOSTON,35,060200,128409
2699,277,E 8th St @ M St,BOSTON,35,060200,128409
2700,25800,E 8th St @ Mercer St,BOSTON,35,061000,38950
2701,21365,S Huntington Ave @ Huntington Ave,BOSTON,35,081100,50696
2702,267,E 8th St @ N St,BOSTON,35,060200,128409
2703,6575,S Huntington Ave @ Huntington Ave,BOSTON,35,081100,50696
2704,16,Dorchester St @ Old Colony Ave,BOSTON,35,061000,38950
2705,275,E 8th @ Columbia Rd,BOSTON,35,060101,119107
2706,1314,Huntington Ave @ S Huntington Ave,BOSTON,35,081100,50696
2707,50,Dorchester St @ Old Colony Ave,BOSTON,35,060800,116090
2708,1322,Tremont St @ Sewall St,BOSTON,35,080900,61964
2709,1366,Huntington Ave @ Riverway,BOSTON,35,081100,50696
2710,56,Southampton St @ Atkinson St,BOSTON,35,080100,31222
2711,1285,Washington St @ Station St,BROOKLINE,46,400900,80045
2712,62,Washington St @ Williams St,BOSTON,35,080401,19194
2713,13590,Tremont St @ Tobin Community Center,BOSTON,35,080900,61964
2714,268,Columbia Rd @ O St,BOSTON,35,060101,119107
2715,10101,Melnea Cass Blvd @ Harrison Ave,BOSTON,35,080401,19194
2716,8158,Walnut St @ Brentwood Ave,NEWTON,207,373700,221750
2717,6,Melnea Cass Blvd @ Harrison Ave,BOSTON,35,080401,19194
2718,1593,Ruggles St @ Shawmut Ave,BOSTON,35,080401,19194
2719,11835,Chestnut Hill Ave opp Buckminster Rd,BROOKLINE,46,401100,167361
2720,11792,Harrison Ave @ Melnea Cass Blvd,BOSTON,35,080401,19194
2721,11917,Chestnut Hill Ave @ Buckminster Rd,BROOKLINE,46,401100,167361
2722,1556,678 Brookline Ave opp Pearl St,BROOKLINE,46,400900,80045
2723,34589,Tappan St @ Greenough St,BROOKLINE,46,400700,148333
2724,8199,Walnut St @ Brentwood Ave,NEWTON,207,373700,221750
2725,2,Washington St @ Melnea Cass Blvd,BOSTON,35,080401,19194
2726,1525,Brookline Ave @ Pearl St,BROOKLINE,46,400900,80045
2727,270,Columbia Rd @ P St,BOSTON,35,060101,119107
2728,61,Washington St @ Melnea Cass Blvd,BOSTON,35,080401,19194
2729,1224,Tremont St opp Prentiss St,BOSTON,35,080601,15703
2730,1283,Washington St @ Harvard St,BROOKLINE,46,400700,148333
2731,258,E 8th St @ Dorchester St,BOSTON,35,061000,38950
2732,1313,Harvard St @ Washington St,BROOKLINE,46,400700,148333
2733,17,Dorchester St @ E 8th St,BOSTON,35,061000,38950
