,STOP_ID,STOP_NAME,TOWN,TOWN_ID,TRACT_ID,income
86,6466,Hyde Park Ave @ Clay Street,BOSTON,35,140300,45781
87,43781,Boulevard St @ Bryant Ave,MILTON,189,416400,124961
88,4144,Reedsdale Rd @ Central Ave,MILTON,189,416200,107333
89,619,Washington St @ Meshaka St,BOSTON,35,130406,47102
90,3359,Adams St @ Church St,MILTON,189,416400,124961
91,4203,Reedsdale Rd @ Brook Rd,MILTON,189,416101,147422
92,3391,Adams St @ Mechanic St,MILTON,189,416400,124961
93,6521,Turtle Pond Pkwy @ Dedham Pkwy,BOSTON,35,140102,83710
94,8950,Dedham Pkwy @ Turtle Pond Pkwy,BOSTON,35,980700,-666666666
95,4409,Brook Rd @ Pleasant St,MILTON,189,416400,124961
96,4405,Brook Rd @ Reedsdale Rd,MILTON,189,416300,142731
97,4400,Brook Rd @ Pleasant St,MILTON,189,416400,124961
98,4410,Brook Rd @ Otis St,MILTON,189,416400,124961
99,4399,Brook Rd @ Otis St,MILTON,189,416400,124961
100,3317,Palmer St @ Empire St,QUINCY,243,417802,26571
101,4404,Brook Rd @ Central Ave,MILTON,189,416300,142731
102,3298,Palmer St @ Forbush Ave,QUINCY,243,417802,26571
103,4143,Central Ave @ Brook Rd,MILTON,189,416300,142731
104,3033,Hancock St @ Furnace Brook Pkwy,QUINCY,243,417701,63189
105,4401,Brook Rd @ Centre St,MILTON,189,416400,124961
106,4408,Brook Rd @ Centre St,MILTON,189,416400,124961
107,6377,River St @ West St,BOSTON,35,140300,45781
108,6359,River St @ West St,BOSTON,35,140300,45781
109,3318,Palmer St @ Roanoke St,QUINCY,243,417802,26571
110,6508,Hyde Park Ave opp Webster St,BOSTON,35,140300,45781
111,3297,Palmer St @ Chesley Rd,QUINCY,243,417802,26571
112,3462,Beale St @ Rockwell Ave,QUINCY,243,417100,99191
113,2785,61 Summer St opp Parrott St,BOSTON,35,140107,69599
114,3389,Adams St @ Hollis St,MILTON,189,416400,124961
115,3197,Newport Ave @ Lillian Rd,QUINCY,243,417602,74730
116,4411,Brook Rd @ Governors Rd,MILTON,189,416400,124961
117,620,Washington St @ Birchwood St,BOSTON,35,130406,47102
118,3320,Palmer St opp Oakwood Rd,QUINCY,243,417802,26571
119,4398,Brook Rd @ Governors Rd,MILTON,189,416400,124961
120,3295,Palmer St @ Oakwood Rd,QUINCY,243,417802,26571
121,1614,W Boundary Rd @ Georgetowne Dr,BOSTON,35,980700,-666666666
122,2816,Austin St @ Chestnut St,BOSTON,35,140107,69599
123,1621,W Boundary Rd @ Georgetowne Dr,BOSTON,35,980700,-666666666
124,3489,Beale St @ Forbes Hill Rd,QUINCY,243,417100,99191
125,3321,Palmer St opp Wilgus Rd,QUINCY,243,417802,26571
126,3360,Granite Ave @ Bassett St,MILTON,189,416400,124961
127,4362,Brook Rd @ Lincoln St,MILTON,189,416300,142731
128,3488,Adams St @ Babcock St,MILTON,189,416400,124961
129,3045,Hancock St opp Carruth St,QUINCY,243,417602,74730
130,3463,Adams St opp Brook Rd,MILTON,189,416400,124961
131,4204,Central Ave opp Rustlewood Rd,MILTON,189,416300,142731
132,3032,Hancock St @ Carruth St,QUINCY,243,417602,74730
133,4142,Central Ave @ Rustlewood Rd,MILTON,189,416300,142731
134,3490,Beale St @ Summit Ave,QUINCY,243,417100,99191
135,3196,Newport Ave @ George Rd,QUINCY,243,417602,74730
136,3461,385 Beale St opp Summit Ave,QUINCY,243,417100,99191
137,3373,Gallivan Blvd @ Huron Circle,BOSTON,35,100800,88425
138,633,Washington St @ Metropolitan Ave,BOSTON,35,110502,97734
139,8814,Hilltop St @ Hallet St,BOSTON,35,100700,87063
140,843,Lagrange St @ Dent St,BOSTON,35,130300,118036
141,845,Lagrange St opp Dent St,BOSTON,35,130300,118036
142,514,Washington St @ Coolidge Rd,BOSTON,35,100400,54828
143,604,Washington St @ Metropolitan Ave,BOSTON,35,110502,97734
144,30751,Newport Ave @ Hancock St,QUINCY,243,417200,73692
145,48812,Hallet St @ Hilltop St,BOSTON,35,100700,87063
146,493,Washington St @ Ogden St,BOSTON,35,100400,54828
147,85566,Baker St @ Amesbury St,BOSTON,35,130100,104829
148,528,Morton St @ Norfolk St,BOSTON,35,100200,44750
149,6461,Cummins Hwy @ Brown Ave,BOSTON,35,110403,85227
150,443,Norfolk St @ Morton St,BOSTON,35,100200,44750
151,541,Morton St @ Norfolk St,BOSTON,35,100200,44750
152,3131,E Squantum St @ Appleton St,QUINCY,243,417502,82300
153,6432,Cummins Hwy @ Brown Ave,BOSTON,35,110403,85227
154,33761,Gallivan Blvd opp Carruth St,BOSTON,35,100800,88425
155,810,Opp 2000 Centre St,BOSTON,35,130300,118036
156,5260,Park St @ Gilmore Terr,BOSTON,35,130300,118036
157,3372,Gallivan Blvd @ Carruth St,BOSTON,35,100800,88425
158,8393,Baker St @ Rumford Rd,BOSTON,35,130100,104829
159,5212,230 Park St opp Gilmore Terr,BOSTON,35,130300,118036
160,3162,E Squantum St @ Holyoke St,QUINCY,243,417501,86071
161,515,Washington St @ Fuller St,BOSTON,35,100400,54828
162,10633,Washington St @ Rosecliff St,BOSTON,35,110502,97734
163,30631,Hancock St @ Neponset River Bridge,QUINCY,243,417200,73692
164,534,Dorchester Ave @ Van Winkle St,BOSTON,35,100800,88425
165,3377,Gallivan Blvd @ Adams St,BOSTON,35,100800,88425
166,10603,Washington St @ Durnell Ave,BOSTON,35,110502,97734
167,492,Washington St @ Fuller St,BOSTON,35,100400,54828
168,536,Dorchester Ave @ Hurlcroft Ave,BOSTON,35,100800,88425
169,842,Lagrange St @ Westmount Ave,BOSTON,35,130200,109034
170,445,Norfolk St @ Morton St,BOSTON,35,100200,44750
171,3371,Gallivan Blvd @ Frederika St,BOSTON,35,100700,87063
172,1730,Blue Hill Ave @ Woolson St,BOSTON,35,101102,46821
173,846,Lagrange St @ Westmount Ave,BOSTON,35,130200,109034
174,6479,510 Hyde Park Ave,BOSTON,35,110201,42260
175,46500,American Legion Hwy @ Mt Hope St,BOSTON,35,110301,74087
176,1713,Blue Hill Ave @ Goodale Rd,BOSTON,35,101101,53523
177,61852,Highland Ave @ May St,NEEDHAM,199,457200,158818
178,82437,Highland Ave @ May St,NEEDHAM,199,457200,158818
179,33691,Granite Ave @ Gallivan Blvd,BOSTON,35,100700,87063
180,3378,Granite Ave @ Gallivan Blvd,BOSTON,35,100700,87063
181,38812,Hallet St @ Florian Hall,BOSTON,35,100700,87063
182,38814,55 Hallet St opp Florian Hall,BOSTON,35,100700,87063
183,3370,Gallivan Blvd @ Kenmere Rd,BOSTON,35,100800,88425
184,441,Norfolk St @ Willowwood St,BOSTON,35,100200,44750
185,6462,Cummins Hwy @ Sherwood St,BOSTON,35,110401,57875
186,527,Morton St @ Wildwood St,BOSTON,35,100200,44750
187,782,Centre St Opp Mt Vernon St,BOSTON,35,130300,118036
188,6431,93 Cummins Hwy opp Sherwood St,BOSTON,35,110401,57875
189,542,Morton St @ Wildwood St,BOSTON,35,100200,44750
190,13378,Adams St @ Gallivan Blvd,BOSTON,35,100700,87063
191,3078,Gallivan Blvd @ Ross Rd,BOSTON,35,100700,87063
192,76495,515 Hyde Park Ave,BOSTON,35,110201,42260
193,8394,Baker St @ Varick Rd,BOSTON,35,130100,104829
194,85565,Baker St opp Varick Rd,BOSTON,35,130100,104829
195,634,Washington St @ Albano St,BOSTON,35,110502,97734
196,491,Washington St @ Stockton St,BOSTON,35,100400,54828
197,603,Washington St @ Albano St,BOSTON,35,110502,97734
198,5259,101 Anawan Ave opp Allenwood St,BOSTON,35,130300,118036
199,33077,Gallivan Blvd @ Woodfield St,BOSTON,35,100700,87063
200,5213,Anawan Ave @ Allenwood St,BOSTON,35,130300,118036
201,516,Washington St @ Burt St,BOSTON,35,100400,54828
202,440,Norfolk St opp Nelson St,BOSTON,35,100300,51736
203,4058,North St @ N Main St,RANDOLPH,244,420301,63333
204,4277,N Main St opp Memorial Pkwy,RANDOLPH,244,420301,63333
205,26625,Main St @ Gay Ave,WALPOLE,307,411301,131107
206,26634,283 Main St,WALPOLE,307,411301,131107
207,4191,N Main St opp Short St,RANDOLPH,244,420301,63333
208,4057,North St @ Short St,RANDOLPH,244,420301,63333
209,40618,67 Washington St,WALPOLE,307,411200,119323
210,3905,N Franklin St @ Damon Ave,HOLBROOK,133,421200,70431
211,3893,N Franklin St opp Damon Ave,HOLBROOK,133,421200,70431
212,45618,Opp 67 Washington St,WALPOLE,307,411200,119323
213,4190,N Main St @ DiAuto Dr,RANDOLPH,244,420302,74141
214,14056,88 North St,RANDOLPH,244,420301,63333
215,4063,81 North St,RANDOLPH,244,420301,63333
216,111667,Washington St from Pequit St to Chapman St (FLAG),CANTON,50,415101,130242
217,111796,Washington St from Chapman St to Lewis St (FLAG),CANTON,50,415101,130242
218,26635,Main St @ Mylod St,WALPOLE,307,411301,131107
219,4278,N Main St opp Warren St,RANDOLPH,244,420301,63333
220,26624,Opp 177 Main St @ New Pond Village,WALPOLE,307,411301,131107
221,4189,N Main St @ Warren St,RANDOLPH,244,420301,63333
222,4061,North St @ Mill St,RANDOLPH,244,420301,63333
223,3906,N Franklin St opp Rose Way,HOLBROOK,133,421200,70431
224,4056,North St @ Cottage St,RANDOLPH,244,420301,63333
225,3892,N Franklin St @ Rose Way,HOLBROOK,133,421200,70431
226,61847,Opp 9 Washington St - Norwood Line,WALPOLE,307,411200,119323
227,39618,9 Washington St - Walpole Line,WALPOLE,307,411200,119323
228,4188,N Main St @ Depot St,RANDOLPH,244,420301,63333
229,4279,N Main St @ Credit Union Way,RANDOLPH,244,420301,63333
230,38618,1407 Washington St @ DPW Yard,NORWOOD,220,413500,90455
231,46618,Washington St opp Rockhill St,NORWOOD,220,413500,90455
232,3907,N Franklin St @ Johns Ave,HOLBROOK,133,421200,70431
233,37618,1375 Washington St opp Jacobs Rd,NORWOOD,220,413500,90455
234,47618,Washington St @ Jacobs Rd,NORWOOD,220,413500,90455
235,4187,307 N Main St,RANDOLPH,244,420301,63333
236,4064,203 North St,RANDOLPH,244,420301,63333
237,3891,N Franklin St @ W Division St,HOLBROOK,133,421200,70431
238,4280,N Main St @ Pleasant St,RANDOLPH,244,420301,63333
239,4055,168 North St,RANDOLPH,244,420301,63333
240,4186,N Main St @ West St,RANDOLPH,244,420301,63333
241,4281,N Main St @ Park St,RANDOLPH,244,420301,63333
242,48618,Washington St opp Mylod St,NORWOOD,220,413500,90455
243,111678,Washington St - Pleasant St to Pecunit St (FLAG),CANTON,50,415300,136607
244,26622,Walpole St @ Olde Derby Rd,NORWOOD,220,413402,90547
245,26637,508 Walpole St opp Old Derby Rd,NORWOOD,220,413402,90547
246,111787,Washington St - Pecunit St to Pleasant St (FLAG),CANTON,50,415300,136607
247,33618,Washington St @ Austin St,NORWOOD,220,413500,90455
248,4286,571 N Main St,RANDOLPH,244,420201,79265
249,13828,Opp 85 Columbian St,WEYMOUTH,336,422200,77769
250,4069,455 North St opp Dyer Ave,RANDOLPH,244,420100,82632
251,4181,564 N Main St,RANDOLPH,244,420201,79265
252,4049,North St @ Dyer Ave,RANDOLPH,244,420100,82632
253,3912,Washington St opp Foster Rd,BRAINTREE,40,419600,100827
254,3886,Washington St @ Foster Rd,BRAINTREE,40,419600,100827
255,4070,North St opp McAuliffe Rd,RANDOLPH,244,420100,82632
256,61851,Washington St @ Saint George Ave,NORWOOD,220,413500,90455
257,4048,North St @ McAuliffe Rd,RANDOLPH,244,420100,82632
258,32638,Washington St @ Weld Ave,NORWOOD,220,413500,90455
259,14180,618 N Main St opp Vesey Rd,RANDOLPH,244,420201,79265
260,4180,Opp 641 N Main St,RANDOLPH,244,420201,79265
261,4288,641 N Main St,RANDOLPH,244,420201,79265
262,4071,North St @ Teed Dr,RANDOLPH,244,420100,82632
263,3913,Washington St @ Hill View Rd,BRAINTREE,40,419600,100827
264,4047,North St @ McDevitt Rd,RANDOLPH,244,420100,82632
265,3885,Washington St @ Hill View Rd,BRAINTREE,40,419600,100827
266,52618,Washington St @ Heaton Ave,NORWOOD,220,413500,90455
267,26621,445 Walpole St @ Wilson St,NORWOOD,220,413402,90547
268,32628,Washington St @ Oolah Ave,NORWOOD,220,413500,90455
269,13832,780 Main St,WEYMOUTH,336,422200,77769
270,26638,Opp 445 Walpole St @ Victory Plaza,NORWOOD,220,413402,90547
271,13827,Main St @ Adams Place,WEYMOUTH,336,422100,100245
272,4046,North St @ Pictun Rd,RANDOLPH,244,420100,82632
273,3884,Washington St @ Plymouth Rd,BRAINTREE,40,419600,100827
274,53618,Washington St @ Dean St,NORWOOD,220,413500,90455
275,4072,North St @ Canessa St,RANDOLPH,244,420100,82632
276,31628,Washington St opp Dean St,NORWOOD,220,413100,92260
277,23832,Main St @ Park Ave,WEYMOUTH,336,422301,110529
278,4289,721 N Main St,RANDOLPH,244,420201,79265
279,23826,Main St @ Bayley Terrace,WEYMOUTH,336,422301,110529
280,4179,Opp 683 N Main St,RANDOLPH,244,420100,82632
281,3883,Washington St opp Mass Ave,BRAINTREE,40,419600,100827
282,54618,Washington St @ Lenox St,NORWOOD,220,413100,92260
283,3915,Washington St @ Park Ave,BRAINTREE,40,419600,100827
284,4073,North St opp Brewster Rd,RANDOLPH,244,420100,82632
285,4045,North St @ Brewster Rd,RANDOLPH,244,420100,82632
286,26620,Walpole St opp Hillshire Ln,NORWOOD,220,413402,90547
287,26639,Walpole St @ Hillshire Ln,NORWOOD,220,413402,90547
288,3916,Washington St @ Bellevue Ave,BRAINTREE,40,419600,100827
289,4178,opp 721 N Main St,RANDOLPH,244,420201,79265
290,3882,Washington St opp Bellevue Ave,BRAINTREE,40,419600,100827
291,4074,North St opp Scannel Rd,RANDOLPH,244,420100,82632
292,31618,929 Washington St,NORWOOD,220,413401,88030
293,4044,North St @ Scannel Rd,RANDOLPH,244,420100,82632
294,4290,N Main St @ Francis Dr,RANDOLPH,244,420201,79265
295,4177,800 N Main St,RANDOLPH,244,420201,79265
296,30618,Washington St @ Walnut St,NORWOOD,220,413401,88030
297,55618,930 Washington St opp Walnut Ave,NORWOOD,220,413401,88030
298,13826,Opp 650 Main St,WEYMOUTH,336,422302,82981
299,13833,650 Main St,WEYMOUTH,336,422302,82981
300,4291,N Main St @ Oak St,RANDOLPH,244,420201,79265
301,4175,N Main St @ Chestnut St,RANDOLPH,244,420201,79265
302,111685,Washington St - Pecunit St to Turnpike St (FLAG),CANTON,50,415300,136607
303,111781,Washington St - Turnpike St to Pecunit St (FLAG),CANTON,50,415300,136607
304,3917,Washington St @ Peach St,BRAINTREE,40,419600,100827
305,3881,Washington St opp Peach St,BRAINTREE,40,419700,97841
306,29618,863 Washington St @ Douglas Ave,NORWOOD,220,413401,88030
307,4075,North St @ Randolph Rd,RANDOLPH,244,420100,82632
308,26619,Walpole St @ Elliot St,NORWOOD,220,413401,88030
309,26640,Walpole St @ Brookfield Rd,NORWOOD,220,413401,88030
310,4043,North St @ Oak St,RANDOLPH,244,420100,82632
311,56618,Washington St @ East Hoyle St,NORWOOD,220,413401,88030
312,13834,Opp 561 Main St,WEYMOUTH,336,422301,110529
313,13825,561 Main St,WEYMOUTH,336,422301,110529
314,4292,901 N Main St,RANDOLPH,244,420202,70855
315,4076,North St opp Broad St,RANDOLPH,244,420100,82632
316,4042,North St @ Broad St,RANDOLPH,244,420100,82632
317,4174,N Main St @ Gordon St,RANDOLPH,244,420202,70855
318,28618,785 Washington St @ Norwood Hospital,NORWOOD,220,413401,88030
319,57618,Washington St @ Norwood Hospital,NORWOOD,220,413401,88030
320,4293,969 N Main St,RANDOLPH,244,420100,82632
321,4077,North St opp Isabell Circle,RANDOLPH,244,420100,82632
322,4041,North St @ Isabell Circle,RANDOLPH,244,420100,82632
323,4173,N Main St @ Intervale Terr,RANDOLPH,244,420202,70855
324,3879,Washington St opp Hancock St,BRAINTREE,40,419700,97841
325,3918,Washington St opp Braxton St,BRAINTREE,40,419700,97841
326,13824,Middle St opp Mediterranean Dr,WEYMOUTH,336,422302,82981
327,13835,Middle St @ Mediterranean Dr,WEYMOUTH,336,422302,82981
328,4294,N Main St opp Intervale Terr,RANDOLPH,244,420202,70855
329,27618,Washington St @ Guild St,NORWOOD,220,413401,88030
330,61857,Washington St @ Guild St,NORWOOD,220,413401,88030
331,4078,North St opp Maitland Ave,RANDOLPH,244,420100,82632
332,38771,355 Hancock St,BRAINTREE,40,419700,97841
333,4040,North St @ Maitland Ave,RANDOLPH,244,420100,82632
334,23823,Middle St opp Rockaway Ave,WEYMOUTH,336,422302,82981
335,23835,Middle St @ Rockaway Ave,WEYMOUTH,336,422302,82981
336,4172,1034 N Main St,RANDOLPH,244,420202,70855
337,42951,Opp 1048 N Main St,RANDOLPH,244,420202,70855
338,10618,Washington St @ Sumner St,DEDHAM,73,402101,91477
339,4379,Adams St @ Robertson St,QUINCY,243,418200,91486
340,6357,River St @ McGrath Way,BOSTON,35,140300,45781
341,12783,Gordon Ave @ Summer St,BOSTON,35,140107,69599
342,3559,Downer Ave @ Governor Long Rd,HINGHAM,131,501102,141902
343,38815,Gallivan Blvd @ Hallet St,BOSTON,35,100700,87063
344,1731,Blue Hill Ave @ Morton St,BOSTON,35,101102,46821
345,3133,E Squantum St @ Atlantic St,QUINCY,243,417501,86071
346,11712,Blue Hill Ave @ Morton St,BOSTON,35,101101,53523
347,10426,American Legion Hwy @ Army Reserve,BOSTON,35,110301,74087
348,526,Morton St @ Blue Hill Ave,BOSTON,35,101102,46821
349,439,247 Norfolk St opp Capen St,BOSTON,35,100300,51736
350,447,Norfolk St @ Capen St,BOSTON,35,100300,51736
351,6430,Cummins Hwy. @ Sycamore St.,BOSTON,35,110401,57875
352,853,Vermont St @ Baker St,BOSTON,35,130100,104829
353,334,Ashmont Station,BOSTON,35,100800,88425
354,6463,Cummins Hwy @ Sycamore St,BOSTON,35,110401,57875
355,3160,E Squantun St @ Atlantic St,QUINCY,243,417502,82300
356,840,Lagrange St @ Pender St,BOSTON,35,130200,109034
357,848,Lagrange St opp Pender St,BOSTON,35,130200,109034
358,543,Morton St @ Blue Hill Ave,BOSTON,35,100100,29483
359,490,Washington St @ Armandine St,BOSTON,35,100500,46741
360,10422,American Legion Hwy opp Shopping Center,BOSTON,35,110301,74087
361,81438,Highland Ave @ Oakland Ave,NEEDHAM,199,457200,158818
362,517,Washington St opp Armandine St,BOSTON,35,100500,46741
363,4062,North St @ Seton Way,RANDOLPH,244,420301,63333
364,4054,North St opp Seton Way,RANDOLPH,244,420301,63333
365,39081,Washington St @ Water St,BRAINTREE,40,419600,100827
366,3890,Washington St @ Roosevelt St,BRAINTREE,40,419600,100827
367,4282,N Main St @ Roel St,RANDOLPH,244,420301,63333
368,4185,N Main St opp Roel St,RANDOLPH,244,420301,63333
369,61848,Washington St @ Morse St,NORWOOD,220,413500,90455
370,36618,1297 Washington St opp. Morse St.,NORWOOD,220,413500,90455
371,3889,Washington St @ Main St,BRAINTREE,40,419600,100827
372,3909,2052 Washington St,BRAINTREE,40,419600,100827
373,4283,N Main St @ Mt Pleasant Sq,RANDOLPH,244,420301,63333
374,4053,North St opp Cochato Pk,RANDOLPH,244,420301,63333
375,4065,North St @ Cochato Pk,RANDOLPH,244,420301,63333
376,4184,N Main St @ Wales Ave,RANDOLPH,244,420301,63333
377,111672,Washington St - Chapman St to Pleasant St (FLAG),CANTON,50,415101,130242
378,111791,Washington St - Pleasant St to Chapman St (FLAG),CANTON,50,415101,130242
379,13830,Pleasant St @ Main St,WEYMOUTH,336,422200,77769
380,3888,Washington St @ Olympus Specialty Hospital,BRAINTREE,40,419600,100827
381,49618,Washington St @ Short St,NORWOOD,220,413500,90455
382,26623,Walpole St @ Garden Pkwy,NORWOOD,220,413402,90547
383,26636,Walpole St opp Garden Pkwy,NORWOOD,220,413402,90547
384,3910,Washington St @ Virginia Rd,BRAINTREE,40,419600,100827
385,4183,N Main St @ Jasper Ln,RANDOLPH,244,420301,63333
386,4052,362 North St,RANDOLPH,244,420301,63333
387,4284,N Main St @ School Ln,RANDOLPH,244,420301,63333
388,35618,Washington St @ Alandale Pkwy,NORWOOD,220,413500,90455
389,4182,N Main St @ Grove St,RANDOLPH,244,420201,79265
390,4285,N Main St @ Liberty St,RANDOLPH,244,420201,79265
391,4066,North St @ Central Cemetery,RANDOLPH,244,420301,63333
392,34618,Washington St @ Concord Ave,NORWOOD,220,413500,90455
393,50618,Washington St @ Saint John Ave,NORWOOD,220,413500,90455
394,4067,North St opp Liberty St,RANDOLPH,244,420301,63333
395,13831,Opp 861 Main St,WEYMOUTH,336,422100,100245
396,13829,Opp 41 Columbian St,WEYMOUTH,336,422200,77769
397,3887,Washington St @ South St,BRAINTREE,40,419600,100827
398,4051,North St @ Liberty St,RANDOLPH,244,420100,82632
399,3911,Washington St @ Brewster Ave,BRAINTREE,40,419600,100827
400,51618,1182 Washington St @ Balch School,NORWOOD,220,413500,90455
401,4050,North St @ Truman Dr,RANDOLPH,244,420100,82632
402,4228,701 S Main St,RANDOLPH,244,420302,74141
403,111640,"Cobbs Corner, Canton",CANTON,50,415102,86987
404,4001,S Franklin St opp Hillsdale Rd,HOLBROOK,133,421100,70288
405,3976,S Franklin St @ Hillsdale Rd,HOLBROOK,133,421100,70288
406,4237,S Main St @ Karen Dr,RANDOLPH,244,420302,74141
407,4002,S Franklin St @ Dresser Ave,HOLBROOK,133,421100,70288
408,3975,S Franklin St @ Dresser Ave,HOLBROOK,133,421100,70288
409,4238,S Main St @ Frederickson Dr,RANDOLPH,244,420302,74141
410,4227,625 S Main St opp Frederickson Dr,RANDOLPH,244,420302,74141
411,4239,S Main St @ Woodlawn Rd,RANDOLPH,244,420302,74141
412,14225,S Main St opp Woodlawn Rd,RANDOLPH,244,420302,74141
413,4003,S Franklin St opp Walsh Rd,HOLBROOK,133,421100,70288
414,111815,Washington St from High St to Cobbs Corner (FLAG),CANTON,50,415102,86987
