Dist Code,Rep First,Rep Last,Stop Id,Impacted T,Proportion,REP,Rep Dist,Rep Party,Route Ids,Stop Name,Town,Town Id,Tract Id,URL,Geometry,Geometry (HOUSE2012 POLY.shp),Impacted P,Income,Income Lev,Repdistnum,Shape Area,Shape Len
MID09,Thomas M.,Stanley,18926,"368200,368102","0.16,0.19",Thomas M. Stanley (D),9th Middlesex,(D),170,Wyman St @ Winter St,WALTHAM,308,368102,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,65,117432,2,68,64794497.8688,60414.3621098
NOR01,Bruce J.,Ayers,3137,"417502,417501,417400,417300","0.08,0.30,0.26,0.44",Bruce J. Ayers (D),1st Norfolk,(D),211,E Squantum St opp Beechwood on the Bay,QUINCY,243,417400,http://malegislature.gov/Legislators/Profile/BJA1,Point,Polygon,644,90530,2,97,32010475.7398,65034.9363785
SUFF06,Russell E.,Holmes,426,"100800,100601,100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,092101","0.04,0.19,0.99,0.28,0.05,0.00,0.04,0.01,0.81,0.68,0.10,0.01,0.02",Russell E. Holmes (D),6th Suffolk,(D),"23,22,45,26",Talbot Ave @ Lithgow St,BOSTON,35,100500,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3575,54165,2,129,7922005.65874,22391.2473893
SUFF11,Elizabeth A.,Malia,383,"980300,092400,091900,091800,090200,090100,082100,082000","0.36,0.46,0.36,0.00,0.70,0.99,0.53,0.00",Elizabeth A. Malia (D),11th Suffolk,(D),"28,22,32,36,45,29,34,14",Blue Hill Ave @ Ellington St - Franklin Park Zoo,BOSTON,35,90100,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2792,28667,0,134,9548119.27484,22506.5331267
MID28,Joseph W.,"McGonagle, Jr.",5507,"040600,342500,342400","0.00,0.00,0.47","Joseph W. McGonagle, Jr. (D)",28th Middlesex,(D),"104,109,105",Broadway @ Thorndike St,EVERETT,93,342400,http://malegislature.gov/Legislators/Profile/JWM1,Point,Polygon,691,58243,2,87,8921152.58446,15219.6737665
MID28,Joseph W.,"McGonagle, Jr.",5499,"040600,342500,342400","0.00,0.00,0.47","Joseph W. McGonagle, Jr. (D)",28th Middlesex,(D),"104,109,105",Broadway opp Thorndike St,EVERETT,93,342400,http://malegislature.gov/Legislators/Profile/JWM1,Point,Polygon,691,58243,2,87,8921152.58446,15219.6737665
SUFF06,Russell E.,Holmes,36495,"110607,110502,110401,110103,110301,981100,110201,981000","0.07,0.00,0.78,0.54,0.73,0.07,0.12,0.18",Russell E. Holmes (D),6th Suffolk,(D),"33,32",Hyde Park Ave @ Dellmore Rd,BOSTON,35,110103,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,1815,64143,2,129,7922005.65874,22391.2473893
ESS06,Jerald A.,Parisella,7187,"217201,217300,217100","0.18,0.43,0.04",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St @ Lexington Dr,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,268,64573,2,30,40001899.6761,36984.9632533
SUFF15,Nika,Elugardo,5244,"120104,110607,110601,110103,120103,120105,981000","0.61,0.02,0.11,0.07,0.01,0.45,0.70",Nika Elugardo (D),15th Suffolk,(D),"35,38",Centre St @ Westchester Rd,BOSTON,35,120105,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,765,74901,2,138,8393152.22191,22444.1687602
SUFF05,Liz,Miranda,561,"092300,092200,092000,091900,091800,091700,091600,091500,090300,090200,090100","0.05,0.11,0.94,0.95,0.93,0.99,0.30,0.03,0.14,0.47,0.13",Liz Miranda (D),5th Suffolk,(D),"15,19,17",Geneva Ave @ Levant St,BOSTON,35,92000,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3963,44553,2,128,4864696.74032,16854.0610689
SUFF13,Daniel J.,Hunt,3071,"100800,100601,100700,100603,092101","0.04,0.63,0.40,0.87,0.17",Daniel J. Hunt (D),13th Suffolk,(D),"201,210",Neponset Ave @ Ashmont St,BOSTON,35,100603,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,1983,80840,2,136,8642595.73697,34955.033552
SUFF02,Daniel J.,Ryan,5752,"160400,160200,160502,160501,160101,160601","0.10,0.11,0.68,0.85,0.39,0.69",Daniel Joseph Ryan (D),2nd Suffolk,(D),"117,116",Broadway @ Parker St,CHELSEA,57,160502,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3015,53027,2,125,8031400.28338,29074.4701515
MID27,Denise,Provost,2404,"351100,351000,350400,350300,350200,350104,339802,339700,339600","0.13,0.15,0.33,1.00,0.39,0.24,0.00,0.31,0.43",Denise Provost (D),27th Middlesex,(D),80,Medford St @ Broadway - Magoun Sq,SOMERVILLE,274,350300,http://malegislature.gov/Legislators/Profile/D_P1,Point,Polygon,4731,89078,2,86,4664395.5193,14348.3709675
SUFF11,Elizabeth A.,Malia,600,"110607,110502,110401,110103,110301,110403,110201,981000","0.37,0.20,0.86,0.42,0.23,0.02,0.04,0.36",Elizabeth A. Malia (D),11th Suffolk,(D),"40,35,37,70A,36,51,34E,34,50,30",Washington St opp Granfield Ave,BOSTON,35,110401,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,1986,65763,2,134,9548119.27484,22506.5331267
MID09,Thomas M.,Stanley,18931,"368200,368102","0.14,0.22",Thomas M. Stanley (D),9th Middlesex,(D),"34E,70A",400 Totten Pond Rd,WALTHAM,308,368200,http://malegislature.gov/Legislators/Profile/TMS1,Point,Polygon,63,118020,2,68,64794497.8688,60414.3621098
SUFF13,Daniel J.,Hunt,8683,"100800,100601,100500,092200,100700,100603,092101","0.22,1.00,0.15,0.11,0.23,0.22,0.32",Daniel J. Hunt (D),13th Suffolk,(D),"19,202",Adams St @ Msgr Lydon Way,BOSTON,35,100601,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3168,72238,2,136,8642595.73697,34955.033552
ESS06,Jerald A.,Parisella,7188,"217201,217300,217100","0.20,0.37,0.05",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St @ Hill St,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,245,66316,2,30,40001899.6761,36984.9632533
SUFF11,Elizabeth A.,Malia,1587,"980300,092400,091900,091800,090200,090100,082100,082000","0.39,0.41,0.26,0.00,0.67,0.97,0.61,0.00",Elizabeth A. Malia (D),11th Suffolk,(D),"32,36,38,16,45,34",Franklin Park Zoo @ Entrance,BOSTON,35,980300,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2726,27450,0,134,9548119.27484,22506.5331267
SUFF10,Edward F.,Coppinger,5219,"110607,130300,130200,130100,110601,110502,110501","0.65,0.01,0.12,0.00,0.54,0.11,0.36",Edward F. Coppinger (D),10th Suffolk,(D),"35,38",Centre St @ Bradfield Ave,BOSTON,35,110607,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,1291,103463,2,133,23225083.8591,30760.3994202
SUFF06,Russell E.,Holmes,371,"100800,100601,100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,092101","0.03,0.15,0.99,0.26,0.08,0.01,0.07,0.03,0.86,0.66,0.11,0.02,0.01",Russell E. Holmes (D),6th Suffolk,(D),"23,22,45,26",Talbot Ave @ Centre St,BOSTON,35,100500,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3563,53295,2,129,7922005.65874,22391.2473893
MID12,Ruth B.,Balser,8541,"374000,373900","0.20,0.23",Ruth B. Balser (D),12th Middlesex,(D),52,Dedham St opp Greenwood St,NEWTON,207,373900,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,180,145721,3,71,25259666.394,29460.8991967
SUFF02,Daniel J.,Ryan,5619,"160400,160200,160502,160501,160602,160101,160601","0.41,0.37,0.31,1.00,0.04,0.36,0.60",Daniel Joseph Ryan (D),2nd Suffolk,(D),111,125 Washington Ave opp Orange St,CHELSEA,57,160501,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,3326,52760,2,125,8031400.28338,29074.4701515
MID24,David M.,Rogers,2344,"354900,354600,356100,357200,357100,354300,356702","0.17,0.17,0.08,0.32,0.49,0.00,0.03",David M. Rogers (D),24th Middlesex,(D),78,Brighton St @ Pond St,BELMONT,26,357100,http://malegislature.gov/Legislators/Profile/DMR1,Point,Polygon,1146,124942,2,83,17192698.9092,26398.6144212
ESS06,Jerald A.,Parisella,7110,"217201,217300,217100","0.20,0.36,0.05",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St opp Hill St,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,240,66483,2,30,40001899.6761,36984.9632533
SUFF13,Daniel J.,Hunt,425,"100800,100601,100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,092101","0.00,0.05,1.00,0.22,0.15,0.04,0.13,0.09,0.94,0.58,0.10,0.04,0.00",Daniel J. Hunt (D),13th Suffolk,(D),"22,45",Talbot Ave @ Norfolk St,BOSTON,35,100500,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3485,51124,2,136,8642595.73697,34955.033552
MID34,Christine P.,Barber,2899,"350200,350104,350103,339802,339801,339700,339600","0.34,0.78,0.40,0.10,0.00,0.12,0.02",Christine P. Barber (D),34th Middlesex,(D),95,Mystic Ave opp Shore Dr,SOMERVILLE,274,350104,http://malegislature.gov/Legislators/Profile/CPB2,Point,MultiPolygon,2036,79241,2,93,7783101.8662,22833.6184821
MID12,Ruth B.,Balser,8491,"374000,373900","0.20,0.23",Ruth B. Balser (D),12th Middlesex,(D),52,Dedham St @ Greenwood St,NEWTON,207,373900,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,180,145721,3,71,25259666.394,29460.8991967
SUFF13,Daniel J.,Hunt,372,"100500,100400,100300,100200,100100,092400,092300,092200,092000,091900","0.95,0.15,0.18,0.07,0.18,0.15,1.00,0.54,0.11,0.07",Daniel J. Hunt (D),13th Suffolk,(D),"22,45",Talbot Ave @ Southern Ave,BOSTON,35,100500,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3426,49942,2,136,8642595.73697,34955.033552
SUFF11,Elizabeth A.,Malia,415,"980300,092400,091900,091800,090300,090200,090100,082100,082000","0.36,0.38,0.33,0.01,0.00,0.79,0.97,0.63,0.01",Elizabeth A. Malia (D),11th Suffolk,(D),"28,22,45,29,14",Blue Hill Ave opp Columbia Rd - Franklin Park Zoo,BOSTON,35,90100,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2829,28251,0,134,9548119.27484,22506.5331267
SUFF02,Daniel J.,Ryan,5723,"160400,160200,160502,160501,160101,160601","0.09,0.09,0.70,0.84,0.37,0.71",Daniel Joseph Ryan (D),2nd Suffolk,(D),"117,116",Broadway @ Parker St,CHELSEA,57,160502,http://malegislature.gov/Legislators/Profile/DJR1,Point,MultiPolygon,2966,53071,2,125,8031400.28338,29074.4701515
ESS06,Jerald A.,Parisella,7189,"217201,217300,217100","0.21,0.30,0.06",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St @ Country Dr,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,216,68282,2,30,40001899.6761,36984.9632533
MID34,Christine P.,Barber,2880,"350200,350104,350103,339802,339801,339700,339600","0.34,0.78,0.40,0.10,0.00,0.12,0.02",Christine P. Barber (D),34th Middlesex,(D),95,Mystic Ave @ Shore Dr,SOMERVILLE,274,350104,http://malegislature.gov/Legislators/Profile/CPB2,Point,MultiPolygon,2036,79241,2,93,7783101.8662,22833.6184821
MID35,Paul J.,Donato,5267,"341102,339802,339801,341400,340100,341300,341200,340000,339900","0.00,0.16,0.10,0.01,0.01,0.01,0.71,0.05,0.71",Paul J. Donato (D),35th Middlesex,(D),100,Fellsway @ Central Ave,MEDFORD,176,339900,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,1758,77951,2,94,15477396.7775,30246.6573994
SUFF06,Russell E.,Holmes,11736,"980300,100500,100300,101102,101101,100200,100100,092400,092300,981100","0.02,0.06,0.16,0.00,0.05,0.78,1.00,0.77,0.06,0.02",Russell E. Holmes (D),6th Suffolk,(D),29,Ames St @ Westview St,BOSTON,35,100100,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2924,36503,1,129,7922005.65874,22391.2473893
SUFF06,Russell E.,Holmes,475,"980300,092400,092300,092000,091900,091800,091700,090300,090200,090100,082100,082000","0.06,0.22,0.09,0.24,0.98,0.46,0.13,0.31,1.00,1.00,0.20,0.00",Russell E. Holmes (D),6th Suffolk,(D),23,Washington St @ Erie St,BOSTON,35,90200,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3565,37092,1,129,7922005.65874,22391.2473893
MID35,Paul J.,Donato,63242,"339802,339100,340000,339900,339700,339500","0.12,0.10,0.50,0.25,0.13,0.28",Paul J. Donato (D),35th Middlesex,(D),326,Clippership Rd opp City Hall,MEDFORD,176,339100,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,903,82876,2,94,15477396.7775,30246.6573994
MID23,Sean,Garballey,1656,"356300,356400,356702,356701,339300,339200","0.38,0.24,0.17,0.20,0.03,0.01",Sean Garballey (D),23rd Middlesex,(D),350,Mystic St @ Garden St,ARLINGTON,10,356702,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,884,101672,2,82,15138529.9952,25274.4158673
SUFF13,Daniel J.,Hunt,8806,"100800,100601,100700,100603,092101","0.04,0.67,0.35,0.84,0.22",Daniel J. Hunt (D),13th Suffolk,(D),"202,210",248 Neponset Ave,BOSTON,35,100601,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,2107,79823,2,136,8642595.73697,34955.033552
ESS06,Jerald A.,Parisella,7109,"217201,217300,217100","0.22,0.28,0.06",Jerald A. Parisella (D),6th Essex,(D),451,Cabot St @ New Balch St,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,208,68884,2,30,40001899.6761,36984.9632533
MID23,Sean,Garballey,8275,"356300,356400,356702,356701,339300,339200","0.38,0.24,0.17,0.20,0.03,0.01",Sean Garballey (D),23rd Middlesex,(D),350,Mystic St @ Russell St,ARLINGTON,10,356702,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,884,101672,2,82,15138529.9952,25274.4158673
SUFF06,Russell E.,Holmes,467,"980300,092400,092300,092000,091900,091800,091700,090300,090200,090100,082100,082000","0.07,0.21,0.07,0.22,0.97,0.47,0.12,0.34,1.00,1.00,0.22,0.00",Russell E. Holmes (D),6th Suffolk,(D),23,Washington St opp Erie St,BOSTON,35,90200,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3554,36746,1,129,7922005.65874,22391.2473893
SUFF10,Edward F.,Coppinger,41839,"130200,130100","0.19,0.40",Edward F. Coppinger (D),10th Suffolk,(D),37,LaGrange @ Brookfarm Rd,BOSTON,35,130100,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,409,106183,2,133,23225083.8591,30760.3994202
MID35,Paul J.,Donato,45003,"339802,339100,340000,339900,339700,339500","0.10,0.11,0.42,0.20,0.12,0.35",Paul J. Donato (D),35th Middlesex,(D),"101,354,95",City Hall Mall @ Salem St - Medford City Hall,MEDFORD,176,339100,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,899,83188,2,94,15477396.7775,30246.6573994
MID12,Ruth B.,Balser,8553,"403100,130100,374000,373900","0.01,0.15,0.25,0.01",Ruth B. Balser (D),12th Middlesex,(D),52,Sawmill Brook Pkwy @ Keller Path,NEWTON,207,374000,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,254,122634,2,71,25259666.394,29460.8991967
SUFF19,Robert A.,DeLeo,6281,"170400,170300,170200,170100,170601","0.26,0.14,0.50,0.05,0.23",Robert A. DeLeo (D),19th Suffolk,(D),411,Malden St opp Stark Ave,REVERE,248,170300,http://malegislature.gov/Legislators/Profile/RAD1,Point,MultiPolygon,866,55131,2,142,10473601.2746,37757.8369616
SUFF06,Russell E.,Holmes,2904,"980300,092400,091900,091800,090300,090200,090100,082100,082000","0.27,0.34,0.57,0.06,0.08,0.95,0.99,0.58,0.02",Russell E. Holmes (D),6th Suffolk,(D),16,Columbia Rd @ Wolcott St,BOSTON,35,90100,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3068,30696,0,129,7922005.65874,22391.2473893
MID33,Steven,Ultrino,5276,"341102,339802,339801,341400,340100,341300,341200,340000,339900","0.00,0.15,0.09,0.01,0.01,0.01,0.73,0.06,0.70",Steven Ultrino (D),33rd Middlesex,(D),100,Fellsway @ Medford St,MALDEN,165,341200,http://malegislature.gov/Legislators/Profile/S_G2,Point,Polygon,1761,77639,2,92,8682254.22363,20573.9829989
ESS06,Jerald A.,Parisella,83571,"217300,217100","0.37,0.09",Jerald A. Parisella (D),6th Essex,(D),451,39 Tozer Road,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,218,63925,2,30,40001899.6761,36984.9632533
MID12,Ruth B.,Balser,8550,"403100,130100,374000","0.03,0.02,0.33",Ruth B. Balser (D),12th Middlesex,(D),52,Wiswall Rd @ Walsh Rd,NEWTON,207,374000,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,206,131898,3,71,25259666.394,29460.8991967
MID12,Ruth B.,Balser,8477,"403100,130100,374000,373900","0.00,0.15,0.25,0.02",Ruth B. Balser (D),12th Middlesex,(D),52,Sawmill Brook Pkwy @ Keller Path,NEWTON,207,374000,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,251,122325,2,71,25259666.394,29460.8991967
SUFF15,Nika,Elugardo,18581,"110607,110601,110502,110501,110401,110103,981000","0.87,0.21,0.33,0.01,0.26,0.05,0.27",Nika Elugardo (D),15th Suffolk,(D),51,Walter St opp Ashfield St,BOSTON,35,110607,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,1663,84397,2,138,8393152.22191,22444.1687602
ESS06,Jerald A.,Parisella,7107,"217201,217300,217100","0.21,0.22,0.07",Jerald A. Parisella (D),6th Essex,(D),451,Dodge St @ Cabot St,BEVERLY,30,217300,http://malegislature.gov/Legislators/Profile/JAP1,Point,MultiPolygon,180,70774,2,30,40001899.6761,36984.9632533
SUFF15,Nika,Elugardo,18691,"110607,110601,110502,110501,110401,110103,981000","0.87,0.21,0.33,0.01,0.26,0.05,0.27",Nika Elugardo (D),15th Suffolk,(D),51,Walter St @ Ashfield St,BOSTON,35,110607,http://malegislature.gov/Legislators/Profile/N_E1,Point,Polygon,1663,84397,2,138,8393152.22191,22444.1687602
NOR13,Denise C.,Garlick,18144,403500,0.35,Denise C. Garlick (D),13th Norfolk,(D),59,Webster St opp Elder Rd,NEEDHAM,199,403500,http://malegislature.gov/Legislators/Profile/DCG1,Point,Polygon,151,122871,2,109,91333688.4108,55592.1594631
SUFF10,Edward F.,Coppinger,5220,"110607,130200,110601,110502,110501","0.73,0.08,0.61,0.09,0.22",Edward F. Coppinger (D),10th Suffolk,(D),"35,38",Centre St @ Fletcher St,BOSTON,35,110607,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,1278,105092,2,133,23225083.8591,30760.3994202
MID12,Ruth B.,Balser,8480,"403100,130100,374000","0.03,0.02,0.34",Ruth B. Balser (D),12th Middlesex,(D),52,Wiswall Rd @ Walsh Rd,NEWTON,207,374000,http://malegislature.gov/Legislators/Profile/RBB1,Point,Polygon,211,131845,3,71,25259666.394,29460.8991967
SUFF11,Elizabeth A.,Malia,2921,"980300,092400,091900,091800,090300,090200,090100,082100,082000","0.34,0.35,0.37,0.02,0.02,0.87,0.97,0.65,0.02",Elizabeth A. Malia (D),11th Suffolk,(D),16,Columbia Rd @ Blue Hill Ave,BOSTON,35,90100,http://malegislature.gov/Legislators/Profile/EAM1,Point,Polygon,2906,28707,0,134,9548119.27484,22506.5331267
SUFF13,Daniel J.,Hunt,424,"100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,090100","0.82,0.06,0.20,0.11,0.25,0.24,1.00,0.47,0.11,0.15,0.02",Daniel J. Hunt (D),13th Suffolk,(D),"22,45",Talbot Ave @ Colonial Ave,BOSTON,35,92300,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3356,48615,2,136,8642595.73697,34955.033552
SUFF10,Edward F.,Coppinger,5252,"110607,130200,110601,110502,110501,981000","0.75,0.07,0.62,0.08,0.19,0.00",Edward F. Coppinger (D),10th Suffolk,(D),"35,38",Centre St @ Fletcher St,BOSTON,35,110601,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,1271,105486,2,133,23225083.8591,30760.3994202
SUFF05,Liz,Miranda,552,"092300,092200,092000,091900,091800,091700,091600,091500,090300,090200,090100","0.02,0.02,0.85,0.95,0.97,0.94,0.27,0.03,0.24,0.60,0.21",Liz Miranda (D),5th Suffolk,(D),19,Geneva Ave @ Bowdoin St,BOSTON,35,91800,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3931,43147,2,128,4864696.74032,16854.0610689
SUFF13,Daniel J.,Hunt,373,"100500,100400,100300,100200,100100,092400,092300,092200,092000,091900,090100","0.76,0.03,0.21,0.13,0.29,0.29,1.00,0.43,0.11,0.18,0.04",Daniel J. Hunt (D),13th Suffolk,(D),"22,45",Talbot Ave @ Spencer St,BOSTON,35,100500,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3361,47862,2,136,8642595.73697,34955.033552
SUFF16,RoseLee,Vincent,6250,"170400,170300,170200,170100,170601","0.26,0.14,0.50,0.05,0.23",RoseLee Vincent (D),16th Suffolk,(D),411,Malden St @ Stark Ave,REVERE,248,170300,http://malegislature.gov/Legislators/Profile/R_V1,Point,MultiPolygon,866,55131,2,139,17713597.0924,62437.259426
SUFF05,Liz,Miranda,1515,"092300,092200,092000,091900,091800,091700,091600,091500,090300,090200,090100","0.01,0.03,0.86,0.95,0.97,0.95,0.28,0.04,0.24,0.59,0.19",Liz Miranda (D),5th Suffolk,(D),"15,17",Bowdoin St @ Geneva Ave,BOSTON,35,91800,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3949,43288,2,128,4864696.74032,16854.0610689
SUFF10,Edward F.,Coppinger,1885,"401200,130300,130200,130100,110601","0.02,0.01,0.70,0.20,0.05",Edward F. Coppinger (D),10th Suffolk,(D),51,Weld St @ Maple St,BOSTON,35,130100,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,579,109188,2,133,23225083.8591,30760.3994202
MID35,Paul J.,Donato,45330,"339801,341400,341300,341200,339900,342400,342300","0.03,0.85,0.40,0.25,0.01,0.02,0.26",Paul J. Donato (D),35th Middlesex,(D),97,Medford St @ Green St,MALDEN,165,341300,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,2399,63762,2,94,15477396.7775,30246.6573994
MID35,Paul J.,Donato,45414,"339801,341400,341300,341200,339900,342400,342300","0.03,0.85,0.40,0.25,0.01,0.02,0.26",Paul J. Donato (D),35th Middlesex,(D),97,Medford St @ Green St,MALDEN,165,341300,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,2399,63762,2,94,15477396.7775,30246.6573994
SUFF13,Daniel J.,Hunt,30336,"100800,100601,100500,100400,100900,092300,092200,100700,092101","0.37,0.50,0.65,0.45,0.00,0.02,0.29,0.04,0.04",Daniel J. Hunt (D),13th Suffolk,(D),"15,18,215",Dorchester Ave @ Dracut St,BOSTON,35,100800,http://malegislature.gov/Legislators/Profile/DJH1,Point,MultiPolygon,3374,63047,2,136,8642595.73697,34955.033552
SUFF05,Liz,Miranda,562,"092300,092200,092000,091900,091800,091700,091600,091500,090300,090200,090100","0.02,0.02,0.85,0.95,0.97,0.93,0.26,0.03,0.25,0.61,0.22",Liz Miranda (D),5th Suffolk,(D),19,Geneva Ave @ Bowdoin St,BOSTON,35,91800,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3935,43069,2,128,4864696.74032,16854.0610689
MID35,Paul J.,Donato,45331,"342201,341500,341400,341300,342400,342300","0.17,0.30,0.90,0.28,0.02,0.53",Paul J. Donato (D),35th Middlesex,(D),97,Medford St @ Main St,MALDEN,165,341400,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,2650,64016,2,94,15477396.7775,30246.6573994
SUFF06,Russell E.,Holmes,1710,"980300,100300,101102,101101,101002,100200,100100,092400,981100","0.01,0.10,0.30,0.73,0.00,0.96,0.80,0.04,0.12",Russell E. Holmes (D),6th Suffolk,(D),"28,29",Blue Hill Ave @ Johnston Rd,BOSTON,35,100100,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,2437,42912,2,129,7922005.65874,22391.2473893
MID35,Paul J.,Donato,45413,"342201,341500,341400,341300,342400,342300","0.16,0.30,0.90,0.29,0.02,0.52",Paul J. Donato (D),35th Middlesex,(D),97,Medford St @ Main St,MALDEN,165,341400,http://malegislature.gov/Legislators/Profile/PJD1,Point,Polygon,2647,63942,2,94,15477396.7775,30246.6573994
SUFF10,Edward F.,Coppinger,850,"130300,130200,130100","0.00,0.57,0.29",Edward F. Coppinger (D),10th Suffolk,(D),"37,38",Lagrange St @ Vermont St,BOSTON,35,130200,http://malegislature.gov/Legislators/Profile/E_C1,Point,Polygon,542,107616,2,133,23225083.8591,30760.3994202
MID15,Michelle,Ciccolo,2493,"357800,357700,358100,356500,358300","0.02,0.02,0.29,0.12,0.00",Michelle Ciccolo (D),15th Middlesex,(D),"76,78",Service Road West @ Watertown St,LEXINGTON,155,358100,http://malegislature.gov/Legislators/Profile/M_C2,Point,Polygon,225,152373,3,74,53335379.4943,36193.8979811
MID28,Joseph W.,"McGonagle, Jr.",5357,"342102,342202,342101,342201,341800,341500,341400,342500,342400,342300","0.26,0.96,0.01,1.00,0.17,0.28,0.08,0.16,0.00,0.10","Joseph W. McGonagle, Jr. (D)",28th Middlesex,(D),104,Ferry St @ Rock Valley Ave,EVERETT,93,342201,http://malegislature.gov/Legislators/Profile/JWM1,Point,Polygon,2232,59292,2,87,8921152.58446,15219.6737665
NOR13,Denise C.,Garlick,8144,403500,0.35,Denise C. Garlick (D),13th Norfolk,(D),59,Webster St @ Elder St,NEEDHAM,199,403500,http://malegislature.gov/Legislators/Profile/DCG1,Point,Polygon,151,122871,2,109,91333688.4108,55592.1594631
SUFF06,Russell E.,Holmes,435,"100500,100400,100300,100200,100100,092400,092300,092200","0.58,0.27,0.86,0.69,0.45,0.11,0.46,0.02",Russell E. Holmes (D),6th Suffolk,(D),26,Norfolk St @ Milton Ave,BOSTON,35,100300,http://malegislature.gov/Legislators/Profile/REH1,Point,Polygon,3310,46087,2,129,7922005.65874,22391.2473893
MID23,Sean,Garballey,2422,"356300,356400,356702,356701,339300,339200","0.56,0.17,0.05,0.14,0.34,0.09",Sean Garballey (D),23rd Middlesex,(D),"95,80",Medford St @ Webcowet Rd,ARLINGTON,10,356400,http://malegislature.gov/Legislators/Profile/S_G1,Point,Polygon,959,92702,2,82,15138529.9952,25274.4158673
SUFF05,Liz,Miranda,1468,"092300,092200,092000,091900,091800,091700,091600,091500,090300,090200,090100","0.01,0.03,0.86,0.94,0.98,0.95,0.28,0.04,0.24,0.59,0.19",Liz Miranda (D),5th Suffolk,(D),"15,17",Bowdoin St @ Geneva Ave,BOSTON,35,91800,http://malegislature.gov/Legislators/Profile/L_M2,Point,Polygon,3947,43264,2,128,4864696.74032,16854.0610689
