Impacted T,Proportion,Route Ids,Stop Id,Stop Name,Town,Town Id,Tract Id,Geometry,Impacted P,Income,Income Lev
"210500,210400,210600","0.12,0.08,0.29","435,434",4924,Washington St @ Granite St,PEABODY,229,210500,Point,113,69462,2
"209200,335302,335100","0.00,0.03,0.35",136,9265,315 Lowell St opp Magnolia Terr,WAKEFIELD,305,335100,Point,62,91463,2
"209200,335302,335100","0.00,0.03,0.35",136,9287,Lowell St @ Magnolia Terr,WAKEFIELD,305,335100,Point,62,91463,2
"332300,332100,316202","0.16,0.18,0.00","352,354,350",6902,Chestnut Ave @ Cambridge St,BURLINGTON,48,332100,Point,40,115524,2
"209200,335302,335100","0.00,0.01,0.37",136,9288,Lowell St opp Drury Ln,WAKEFIELD,305,335100,Point,60,91321,2
"209200,335302,335100","0.00,0.01,0.38",136,9264,Lowell St @ Drury Ln,WAKEFIELD,305,335100,Point,62,91319,2
"335100,335200,334400,334200,334100","0.07,0.03,0.17,0.00,0.01",137,9314,Walkers Brook Dr opp New Crossing Rd,READING,246,334400,Point,102,93238,2
"204600,204200,204702,204701,204500","0.12,0.31,0.37,0.04,0.13",465,4466,Boston St @ Federal St,SALEM,258,204702,Point,622,66899,2
"204600,204200,204702,204701,204500","0.13,0.29,0.39,0.04,0.12",465,44541,Boston St @ Pope St,SALEM,258,204702,Point,619,67283,2
"335100,335200,334400,334200,334100","0.06,0.03,0.17,0.01,0.01",137,9301,Walkers Brook Dr @ New Crossing Rd,READING,246,334400,Point,104,93645,2
"209200,335100","0.00,0.39",136,9263,Lowell St @ Pleasant St,WAKEFIELD,305,335100,Point,61,91250,2
"209200,335100","0.00,0.39",136,9289,Lowell St opp Pleasant St,WAKEFIELD,305,335100,Point,61,91250,2
"204600,204200,204702,204701,204500,204300","0.13,0.59,0.19,0.05,0.24,0.03","456,450,465",4457,Essex St @ Flint St,SALEM,258,204702,Point,835,63897,2
"204600,204200,204702,204701,204500,204300","0.13,0.59,0.19,0.05,0.25,0.04","456,450,465",4557,Essex St @ Flint St,SALEM,258,204702,Point,847,63813,2
"210500,210400,210300","0.08,0.21,0.01",436,4591,First Ave opp Centennial Dr,PEABODY,229,210400,Point,64,78391,2
"210500,210400,210300","0.07,0.21,0.01",436,4573,Fourth St @ First Ave,PEABODY,229,210400,Point,62,78216,2
"209200,335100","0.00,0.39",136,9262,Lowell St @ Walton Ln,WAKEFIELD,305,335100,Point,61,91250,2
"204600,204200,204701,204500,204300,204400","0.02,0.81,0.00,0.42,0.94,0.07","451,459,455",6103,New Derby St opp Klop Alley,SALEM,258,204300,Point,1623,50750,2
"204600,204200,204702,204701,204500,204300,204400","0.02,0.81,0.00,0.00,0.42,0.94,0.07","451,459,455",6181,New Derby St @ Klopp Alley,SALEM,258,204300,Point,1623,50750,2
"204600,204200,204701,204500,204300,204400","0.01,0.77,0.00,0.39,0.98,0.09","451,459,455",17150,Derby St @ Lafayette St,SALEM,258,204300,Point,1609,50045,2
"204600,204200,204701,204500,204300,204400","0.01,0.76,0.00,0.39,0.99,0.10","451,459,455",7153,Derby St @ Lafayette St,SALEM,258,204300,Point,1613,50071,2
"210500,210400,210700,210600","0.06,0.10,0.12,0.29","435,434",4939,Washington St @ Allens Ln,PEABODY,229,210600,Point,134,64814,2
"204600,204200,204702,204701,204500,204300,204400","0.04,0.78,0.01,0.00,0.45,0.82,0.07","450,465,451,455,456,000",4562,Washington St @ New Derby St,SALEM,258,204300,Point,1541,52552,2
"210500,210400,210700,210600","0.06,0.10,0.13,0.29","435,434",4925,Washington St @ Hingston St,PEABODY,229,210600,Point,137,64611,2
"334400,334300,334200,334100","0.15,0.01,0.11,0.07",137,9300,Washington St @ Eliot St,READING,246,334400,Point,144,104850,2
"335100,334400,334300,334200,334100","0.00,0.16,0.01,0.11,0.06",137,9315,Washington St @ Elliott St,READING,246,334400,Point,143,103606,2
"204600,204200,204702,204701,204500,204300","0.16,0.61,0.12,0.04,0.32,0.09","456,450,465",4456,Essex St @ Monroe St,SALEM,258,204500,Point,912,63759,2
"210500,210400,210800,210700,210600,204702,204701","0.00,0.04,0.08,0.94,0.23,0.03,0.00","435,434",4926,Washington St @ Bresnahan St,PEABODY,229,210700,Point,341,54898,2
"210500,210400,210800,210700,210600,204702,204701","0.00,0.04,0.09,0.95,0.22,0.04,0.00","435,434",4937,Washington St @ Lowe St,PEABODY,229,210700,Point,349,54836,2
"204600,204200,204702,204701,204500,204300","0.16,0.61,0.12,0.04,0.32,0.09","456,450,465",4558,Essex St opp Monroe St,SALEM,258,204500,Point,912,63759,2
"209200,335100,334400","0.00,0.38,0.00",136,9261,237 Lowell St,WAKEFIELD,305,335100,Point,59,91250,2
"209200,335100,334400","0.00,0.38,0.00",136,92901,Opp 237 Lowell St,WAKEFIELD,305,335100,Point,59,91250,2
"331300,333600","0.09,0.09",134,8852,Main St @ Old Main St,WILMINGTON,342,331300,Point,83,106344,2
"204600,204200,210800,210700,204702,204701,204500","0.19,0.07,0.08,0.07,0.42,0.02,0.06",465,4454,Boston St @ Nichols St,SALEM,258,204702,Point,497,68090,2
"204600,204200,210800,210700,204702,204701,204500","0.19,0.07,0.09,0.08,0.42,0.02,0.06",465,44661,Boston St opp Nichols St,SALEM,258,204702,Point,502,67644,2
"336402,336401,336300,336200,336100","0.05,0.10,0.33,0.14,0.00",131,9096,Grove St @ Gooch St,MELROSE,178,336300,Point,508,111464,2
"208102,207200,207100,205800,205700,208101","0.05,0.30,0.17,0.51,0.11,0.03","450,455,424,434,459",4494,Western Ave @ Cooper St,LYNN,163,205800,Point,469,58990,2
"360100,360200,358600,358400","0.02,0.00,0.22,0.01","76,62",86231,Wood St @ Chestnut Lane,LEXINGTON,155,358600,Point,122,177579,3
"208102,207200,207100,205800,205700,208101","0.05,0.30,0.17,0.52,0.11,0.03","450,455,424,434,459",4518,1067 Western Ave,LYNN,163,205800,Point,474,59064,2
"336401,336300,336200","0.05,0.37,0.16",131,9095,Grove St opp Argyle St,MELROSE,178,336300,Point,454,119139,2
"336401,336300,336200","0.05,0.37,0.16",131,5913,Grove St @ Argyle St,MELROSE,178,336300,Point,454,119139,2
"337102,336402,336401,336100","0.08,0.86,0.12,0.09",132,15977,Wyoming Ave @ Whittier St,MELROSE,178,336402,Point,1074,82367,2
"360100,360200,358600,358400","0.02,0.00,0.22,0.01","76,62",86121,Wood St @ Conestoga Rd,LEXINGTON,155,358600,Point,122,177579,3
"337102,336402,336401,336100","0.09,0.85,0.12,0.09",132,16001,Wyoming Ave @ Melbourne Ave,MELROSE,178,336402,Point,1068,82542,2
"338300,338200,338100,338500","0.35,0.22,0.05,0.18",134,9111,Main St @ Vine St,WINCHESTER,344,338300,Point,211,143066,3
"336401,336300,336200","0.01,0.40,0.15",131,9093,Grove St opp Florence Ave,MELROSE,178,336300,Point,431,122549,2
"336401,336300,336200","0.01,0.40,0.15",131,5914,Grove St @ Florence Ave,MELROSE,178,336300,Point,431,122549,2
"358700,358600,358400","0.08,0.15,0.02",62,7909,Bedford St @ Tewksbury St,LEXINGTON,155,358600,Point,104,182375,3
"338300,338200,338100,338500","0.35,0.23,0.05,0.18",134,6952,Main St @ Vine St,WINCHESTER,344,338300,Point,214,142716,3
"358700,358600,358400","0.08,0.15,0.02",62,8440,Bedford St @ Tewksbury St,LEXINGTON,155,358600,Point,104,182375,3
"336401,336300,336200","0.00,0.40,0.15",131,9092,Grove St opp Goss Ave,MELROSE,178,336300,Point,421,123519,2
"336300,336200","0.40,0.15",131,5915,Grove St @ Swains Pond Ave,MELROSE,178,336300,Point,421,123519,2
"336402,336401,336300,336200,336100","0.61,0.18,0.11,0.08,0.10","136,131,137,106",9227,Main St @ E Foster St - Melrose Sq,MELROSE,178,336402,Point,1018,88644,2
"337102,336402,336401,336100","0.12,0.74,0.08,0.09",132,16000,Wyoming Ave @ Ravine Rd,MELROSE,178,336402,Point,929,83844,2
"337102,336402,336401,336100","0.12,0.73,0.08,0.09",132,15978,Wyoming Ave @ Ravine Terr,MELROSE,178,336402,Point,919,83882,2
"336402,336401,336300,336200,336100","0.60,0.18,0.12,0.08,0.11","136,131,137,106",9202,Main St @ W Foster St - Melrose Sq,MELROSE,178,336402,Point,1026,89184,2
"208300,208102,205800,205700,205600,208200,208101","0.01,0.08,0.03,0.06,0.02,0.03,0.48","426,428",7390,Lincoln Ave @ Chestnut St,SAUGUS,262,208102,Point,227,75826,2
"170300,208400,208200,208101","0.01,0.04,0.44,0.06","429,430",7560,Essex St @ Pleasant Ave,SAUGUS,262,208200,Point,210,73192,2
"170300,208400,208200,208101","0.01,0.04,0.44,0.05","429,430",7521,209 Essex St opp Pleasant Ave,SAUGUS,262,208200,Point,207,73119,2
"338300,333100,333200,338400","0.31,0.06,0.00,0.14",350,8257,Cambridge St opp Pond St,WINCHESTER,344,338400,Point,107,149775,3
"338300,333100,333200,338400","0.31,0.06,0.00,0.13",350,1674,Cambridge St @ Pond St,WINCHESTER,344,338400,Point,104,148671,3
"336300,336200","0.37,0.21",131,9091,Laurel St @ Sixth St,MELROSE,178,336300,Point,439,124529,2
"208102,207200,207100,205800,205700","0.01,0.33,0.37,0.66,0.15","450,455,424,456,434,000,000,000,000",4520,Western Ave opp Lynn Garage,LYNN,163,205800,Point,667,57942,2
"336300,336200","0.37,0.21",131,5916,Laurel St @ Sixth St,MELROSE,178,336300,Point,439,124529,2
"207000,206900,206700,201100","0.04,0.66,0.19,0.05",439,6609,Opp 1 Nahant Rd,NAHANT,196,201100,Point,533,30173,0
"208300,208102,205800,205700,205600,208200,208101","0.01,0.07,0.03,0.08,0.03,0.04,0.45",426,7439,Lincoln Ave @ Ballard St,SAUGUS,262,208102,Point,225,75348,2
"208102,207200,207100,205800,205700","0.01,0.33,0.40,0.68,0.15","450,455,424,434,442,000,000,000,000",4492,Western Ave @ MBTA Lynn Garage,LYNN,163,205800,Point,695,57911,2
"208102,208200,208101","0.01,0.40,0.34",430,7511,Central St @ Knowles Ave,SAUGUS,262,208200,Point,266,73193,2
"208102,208200,208101","0.01,0.40,0.34",430,7569,Central St @ Crimson Ct,SAUGUS,262,208200,Point,266,73193,2
"336300,336200","0.37,0.21",131,5917,167 Laurel St,MELROSE,178,336300,Point,439,124529,2
"336300,336200","0.37,0.21",131,9090,166 Laurel St,MELROSE,178,336300,Point,439,124529,2
"207000,206900,206700,201100","0.03,0.68,0.22,0.05",439,6648,1 Nahant Rd,NAHANT,196,201100,Point,561,30381,0
"358700,358600,358400","0.06,0.18,0.00",62,8441,Bedford St @ Revere St,LEXINGTON,155,358600,Point,107,185690,3
"207200,207100,207000","0.58,0.46,0.45","439,442,449,448,441",4745,Lynnway @ Commercial St,LYNN,163,207200,Point,487,38205,1
"336402,336401,336300,336200,336100","0.53,0.13,0.12,0.12,0.15","136,131,137,106",9228,Main St @ Upham St,MELROSE,178,336300,Point,975,93053,2
"358700,358600,358400","0.06,0.18,0.00",62,7908,Bedford St @ Hill St,LEXINGTON,155,358600,Point,107,185690,3
"333502,333300,333200,333501,333400","0.36,0.28,0.22,0.00,0.01",354,49918,Pleasant St @ Abbott St,WOBURN,347,333200,Point,147,79036,2
"206300,206200,205500,205300,205200,205100","0.15,0.10,0.34,0.00,0.88,0.04","435,436,434",7298,Chestnut St opp Pond St,LYNN,163,205200,Point,779,56397,2
"205900,205700,205500,205400,205300,205200","0.02,0.22,0.42,0.07,0.16,0.01",435,6799,Parkland Ave @ Hurd St,LYNN,163,205300,Point,330,72099,2
"359100,359300,358700,358600","0.06,0.00,0.13,0.02",62,8453,Great Rd @ Perham St - Bedford Line,BEDFORD,23,359100,Point,46,167408,3
"205900,205700,205500,205400,205300,205200","0.02,0.21,0.43,0.07,0.16,0.02",435,17291,Parkland Ave @ B Street,LYNN,163,205300,Point,337,71592,2
"206500,206400,206300,205200,205100,202102","0.31,1.00,0.34,0.00,0.23,0.14","424,456",7220,Eastern Ave @ Lambert Ave,LYNN,163,206400,Point,1099,64135,2
"359100,359300,358700,358600","0.06,0.00,0.12,0.02",62,7896,Great Rd @ Perham St - Lexington Line,BEDFORD,23,359100,Point,44,166578,3
"206500,206400,206300,205200,205100,202102","0.30,1.00,0.34,0.00,0.23,0.14","424,456",6846,Eastern Ave @ Clark St,LYNN,163,206400,Point,1095,64243,2
"338200,338100,337300,337202,333400","0.00,0.04,0.01,0.03,0.37",354,49841,Montvale Ave @ Washington St,WOBURN,347,333400,Point,111,98772,2
"338200,338100,337300,337202,333400","0.00,0.04,0.01,0.03,0.37",354,50902,Montvale Ave @ Washington St,WOBURN,347,333400,Point,111,98772,2
"333100,332400,332200,333200","0.11,0.04,0.05,0.10","354,350",1687,Cambridge Rd @ Bedford Rd,WOBURN,347,333100,Point,55,89400,2
"333100,332400,332200,333200","0.11,0.04,0.05,0.10","354,350",8244,Cambridge Rd @ S Bedford Rd,WOBURN,347,333100,Point,55,89400,2
"338100,337300,337202,333400","0.05,0.04,0.12,0.29",354,49842,Montvale Ave @ I93 ramp,WOBURN,347,333400,Point,129,101644,2
"206300,206200,205500,205300,205200,205100","0.04,0.03,0.38,0.01,0.92,0.03","435,436,434",7255,Chestnut St opp Allerton St,LYNN,163,205200,Point,712,56061,2
"206400,206300,206200,205500,205300,205200,205100","0.03,0.56,0.14,0.05,0.00,0.70,0.26","424,450",4481,Western Ave @ Cross St,LYNN,163,205200,Point,906,62928,2
"206400,206300,206200,205500,205300,205200,205100","0.03,0.56,0.14,0.05,0.00,0.70,0.26","424,450",4533,Western Ave @ West Colony Rd,LYNN,163,205200,Point,906,62928,2
"338100,337300,337202,333400","0.04,0.04,0.12,0.29",354,49901,Montvale Ave @ I93,WOBURN,347,333400,Point,126,100420,2
"338200,338100,333502,333400","0.00,0.01,0.00,0.41",354,49839,Central St @ Montvale Ave,WOBURN,347,333400,Point,101,93419,2
"206300,206200,205500,205300,205200,205100","0.02,0.02,0.38,0.01,0.93,0.03","435,436,434",7297,Chestnut St @ Allerton St,LYNN,163,205200,Point,700,56001,2
"335301,335400,336200","0.05,0.51,0.02","136,137",9241,Main St opp Marion Ct,WAKEFIELD,305,335400,Point,279,110839,2
"333502,333300,333200,333501,333400","0.52,0.26,0.09,0.00,0.08",354,49916,60 Montvale Ave,WOBURN,347,333300,Point,157,81556,2
"335301,335400,336200","0.06,0.50,0.01","136,137",9189,Main St @ Marion Ct,WAKEFIELD,305,335400,Point,272,109986,2
332400,0.19,350,18241,Burlington Mall @ Macys,BURLINGTON,48,332400,Point,38,93136,2
"202101,204701,204102,202102","0.18,0.00,0.00,0.59","459,455",6151,253 Essex St,SWAMPSCOTT,291,202102,Point,406,91114,2
"203100,202200,202101,204102,202102","0.00,0.07,0.59,0.05,0.27","448,441",4769,331 Paradise Rd,SWAMPSCOTT,291,202101,Point,362,106161,2
"202101,204701,204102,202102","0.18,0.00,0.00,0.59","459,455",6131,262 Essex St,SWAMPSCOTT,291,202102,Point,406,91114,2
"203100,202200,202101,204102,202102","0.00,0.07,0.58,0.06,0.27","448,441",14875,Paradise Rd @ Lou Rudolph Way,SWAMPSCOTT,291,202101,Point,365,105741,2
"203100,202200,202101,204102,202102","0.08,0.25,0.47,0.03,0.04","448,441,442",4868,Salem St @ Stanley Rd,SWAMPSCOTT,291,202101,Point,291,125285,2
"208300,205400","0.26,0.00",429,6715,Opp 323 Walnut St,SAUGUS,262,208300,Point,51,78457,2
"206500,206400,206300,205200,205100,202102","0.06,0.99,0.31,0.01,0.32,0.12","424,456",7219,460 Eastern Ave,LYNN,163,206400,Point,1010,68117,2
"333502,333300,333200,333501,333400","0.59,0.23,0.07,0.00,0.09",354,49827,Montvale Ave @ Fairmount St,WOBURN,347,333300,Point,154,82394,2
"206400,206300,206200,205500,205300,205200,205100","0.05,0.52,0.07,0.01,0.01,0.66,0.34","424,450",4534,Western Ave @ Tracy Ave,LYNN,163,205200,Point,849,65329,2
"206500,206400,206300,205200,205100,202102","0.05,0.99,0.31,0.01,0.32,0.12","424,456",6847,Eastern Ave @ Harvest St,LYNN,163,206400,Point,1006,68259,2
"333100,332400","0.00,0.19",354,16901,Van De Graff Dr,BURLINGTON,48,332400,Point,38,93136,2
"208300,205400","0.26,0.00",429,16730,323 Walnut St,SAUGUS,262,208300,Point,51,78457,2
"203100,202200,202101,204102,202102","0.08,0.24,0.47,0.04,0.04","448,441,442",4774,Salem St opp Stanley Rd,SWAMPSCOTT,291,202101,Point,292,124421,2
"206400,206300,206200,205500,205300,205200,205100","0.06,0.51,0.05,0.00,0.01,0.65,0.36","424,450",4480,Western Ave opp Tracey Ave,LYNN,163,205200,Point,836,65925,2
"333100,332400,332200,333200","0.08,0.06,0.07,0.07","354,350",1688,Cambridge St @ Ray Ave,BURLINGTON,48,332200,Point,56,91423,2
"333502,333300,333200,333501,333400","0.55,0.21,0.15,0.01,0.03",134,9127,Main St @ Everett St,WOBURN,347,333300,Point,141,81678,2
"205500,205300,205200,205100","0.36,0.05,0.90,0.03","435,436,434",7296,Chestnut St @ Boston St,LYNN,163,205200,Point,661,57363,2
"203100,202200,202101,204102","0.19,0.29,0.20,0.01","449,448,441,442",4862,Humphrey St @ Stanley Rd,SWAMPSCOTT,291,202200,Point,258,140410,3
"160400,160502,160501,160602,160601,342101,342600,342400","0.31,0.00,0.97,0.67,0.57,0.12,0.55,0.01",111,5598,296 Washington Ave opp Jefferson Ave,CHELSEA,57,160501,Point,2733,56683,2
"160400,160502,160501,160602,160601,342101,342600,342400","0.31,0.00,0.97,0.67,0.57,0.12,0.55,0.01",111,5624,Washington Ave @ Jefferson Ave,CHELSEA,57,160501,Point,2733,56683,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.41,0.42,0.31,0.13,0.20,1.00,0.17,0.08",112,15645,Everett Ave @ Revere Beach Pkwy,EVERETT,93,342600,Point,2273,58603,2
"170100,170601,160502,160501,160602,160601","0.29,0.18,0.56,0.03,0.03,0.71","117,116",5718,Broadway @ Cabot St,CHELSEA,57,160502,Point,1431,57421,2
"354900,354800,350900,350800,350500,350400,356300,356100,356701,350700,350600,339500,339400,355000","0.03,0.09,0.18,1.00,0.99,0.09,0.00,0.00,0.06,0.58,0.98,0.04,0.00,0.66","89,87,88",2578,Holland St @ Moore St,SOMERVILLE,274,350500,Point,5724,118535,2
"350300,350200,350104,350103,339802,339700,339600","0.08,0.03,0.27,0.01,0.21,0.68,0.28",95,2896,Mystic Ave opp Fulbright St,MEDFORD,176,339700,Point,1641,75777,2
"354900,350800,356300,356100,356701,350700,355000","0.19,0.13,0.08,0.73,0.49,0.31,0.71","79,77,350",2275,Massachusetts Ave @ Teel St,ARLINGTON,10,356701,Point,3064,103599,2
"354900,354600,356100,357200,357100,356702,356701","0.17,0.00,0.37,0.00,0.36,0.27,0.09","84,76,62,67",2482,West Service Rd @ Lake St,ARLINGTON,10,356702,Point,1262,113736,2
"354900,350800,356300,356100,356701,350700,355000","0.18,0.10,0.08,0.74,0.51,0.30,0.70","79,77,350",22661,Massachusetts Ave @ Thorndike St,ARLINGTON,10,356701,Point,3017,103527,2
"350103,339802,339801,342400","0.03,0.08,0.65,0.15","97,112,134,100,90,108,99,106,110",5271,Wellington Station Busway,MEDFORD,176,339801,Point,1009,86640,2
"170100,160400,160502,160501,160602,160601,342101,342600,342400","0.01,0.22,0.02,0.98,0.78,0.76,0.10,0.38,0.00",112,15649,Summit Ave @ Lafayette Ave,CHELSEA,57,160601,Point,2781,56656,2
"170601,160502,170702,981502,170701","0.49,0.07,0.55,0.52,0.32","459,450",4718,280 Burbank Hwy,REVERE,248,981502,Point,1583,41153,1
"368102,368101,368901","0.17,0.23,0.13","34E,170,70A",7790,Lake St @ Indian Rd,WALTHAM,308,368102,Point,174,106849,2
"368102,368101,368901","0.17,0.23,0.12","34E,170,70A",8915,Lake St @ Indian Rd,WALTHAM,308,368102,Point,168,107360,2
"354900,354800,350900,350800,350500,350400,356300,356701,350700,350600,339500,339400,355000","0.01,0.05,0.15,1.00,1.00,0.11,0.00,0.05,0.60,1.00,0.08,0.01,0.59",,2744,Broadway @ Westminster Ave,SOMERVILLE,274,350500,Point,5689,118557,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.36,0.36,0.32,0.12,0.28,1.00,0.22,0.08",112,15625,Everett Ave @ Revere Beach Pkwy,EVERETT,93,342600,Point,2298,58592,2
"170800,170400,170601,170702,170501,981502,170701","0.00,0.00,0.24,0.82,0.00,0.53,0.88",119,5822,Revere Beach Pkwy @ Woods Ave,REVERE,248,170702,Point,2105,41732,1
"339801,342500,342400,342300","0.20,0.02,0.41,0.06","97,112,99,106,110",5563,Santilli Circle,EVERETT,93,342400,Point,905,68749,2
"339801,342500,342400,342300","0.21,0.02,0.41,0.06","97,112,99,106,110",5561,Santilli Circle,EVERETT,93,342400,Point,917,69078,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.34,0.24,0.25,0.05,0.28,1.00,0.34,0.10",112,5644,Chelsea St opp Frances St,EVERETT,93,342600,Point,2218,59048,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.34,0.20,0.21,0.03,0.26,1.00,0.39,0.10",112,5688,Chelsea St @ Luke Rd,EVERETT,93,342600,Point,2169,59282,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.34,0.28,0.28,0.08,0.29,1.00,0.29,0.09",112,5687,Chelsea St @ Malden St,EVERETT,93,342600,Point,2241,58862,2
"160400,160501,160602,160601,342101,342600,342500,342400","0.33,0.18,0.20,0.02,0.25,1.00,0.41,0.11",112,5643,271 Chelsea St opp Luke Rd,EVERETT,93,342600,Point,2153,59432,2
"170400,170601,160502,170702,170501,981502,170701","0.00,0.31,0.00,0.81,0.00,0.51,0.74",119,5807,Revere Beach Pkwy @ Pratt Pl,REVERE,248,170701,Point,2061,42127,2
"354900,356100,357100,356702,356701","0.04,0.14,0.54,0.31,0.00",78,2349,Cross St @ Gilmore Rd,BELMONT,26,357100,Point,790,117674,2
"354900,354800,350900,350800,350500,350400,356300,356100,356701,350700,350600,339500,339400,355000","0.01,0.04,0.09,1.00,0.94,0.01,0.03,0.00,0.10,0.64,0.94,0.07,0.03,0.62","89,87,88",2634,Broadway @ Curtis St,SOMERVILLE,274,350700,Point,5327,116911,2
"160400,160501,160602,160601,342101,342600,342400","0.26,0.77,0.73,0.47,0.24,0.73,0.02","111,112",5597,Washington Ave @ Reynolds Ave,CHELSEA,57,160602,Point,2685,57434,2
"354900,354800,350900,350800,350500,350400,356300,356100,356701,350700,350600,339500,339400,355000","0.01,0.04,0.09,1.00,0.93,0.01,0.03,0.00,0.11,0.64,0.93,0.07,0.03,0.62","89,87,88",2577,Broadway @ Holland St - Teele Sq,SOMERVILLE,274,350800,Point,5317,116792,2
"160400,160501,160602,342101,342600,342500,342400","0.28,0.01,0.09,0.18,1.00,0.62,0.13",112,5689,Chelsea St @ Irving St,EVERETT,93,342600,Point,2038,60676,2
"160400,160501,160602,160601,342101,342600,342400","0.26,0.76,0.74,0.47,0.25,0.74,0.02","111,112",5625,325 Washington Ave,CHELSEA,57,160602,Point,2698,57473,2
"160400,160501,160602,342101,342600,342500,342400","0.27,0.00,0.08,0.17,1.00,0.65,0.14",112,5642,221 Chelsea St,EVERETT,93,342600,Point,2051,60791,2
"350400,350300,339700,339600,339500","0.36,0.26,0.69,0.91,0.04","101,80",5310,Main St @ Mayberry Ave,MEDFORD,176,339700,Point,3292,85941,2
"368102,368101,368901","0.19,0.30,0.04","34E,170,70A",7789,Lake St @ Bowdoin Ave,WALTHAM,308,368101,Point,141,112467,2
"350400,350300,339700,339600,339500","0.35,0.25,0.69,0.92,0.04","101,80",5297,Main St @ Marion St,MEDFORD,176,339700,Point,3267,85763,2
"357800,357100,356702","0.00,0.73,0.24",78,2332,Brighton St @ Pleasant St,BELMONT,26,357100,Point,606,118547,2
"368102,368101,368901","0.20,0.31,0.02","34E,170,70A",8916,Lake St @ Princeton Ave,WALTHAM,308,368101,Point,132,113823,2
"354900,356100,357100,356702","0.01,0.10,0.54,0.33","84,76,62,67",2477,Lake St @ Albert Ave,BELMONT,26,357100,Point,707,118270,2
"354900,356100,357100,356702","0.01,0.10,0.54,0.33",78,2350,Lake St @ Village Ln,BELMONT,26,357100,Point,707,118270,2
"368102,368101,369000,368901","0.09,0.19,0.02,0.24","34E,70A",7774,Lexington St @ Brookway Rd,WALTHAM,308,368101,Point,225,98366,2
"354900,354800,350900,350800,350500,356300,356100,356701,350700,350600,339500,339400,355000","0.01,0.02,0.03,0.98,0.71,0.06,0.01,0.17,0.67,0.82,0.06,0.05,0.62","89,87,88",2635,Broadway @ Dickson St,SOMERVILLE,274,350800,Point,4981,114985,2
"341901,342102,342202,342201,341800,341500","0.24,0.61,0.96,0.05,0.35,0.00",109,5483,Broadway @ Shute St,EVERETT,93,342202,Point,1098,55845,2
"342202,342201,341800,341500,341400,341300,342300","0.31,0.49,0.23,0.91,0.56,0.09,0.06",105,5418,Cross St @ Ferry St,MALDEN,165,341500,Point,2704,61000,2
"356300,356400,356601,356702,356701,339200","0.05,0.42,0.00,0.14,0.00,0.02",350,18272,Mystic St @ Ridge St,ARLINGTON,10,356400,Point,479,125923,2
"341901,342102,342202,342201,341800,341500","0.25,0.61,0.96,0.05,0.36,0.00",109,5522,Broadway @ Shute St,EVERETT,93,342202,Point,1108,55835,2
"170400,170300,170200","0.07,0.34,0.52","411,119",6256,Malden St @ Gore Rd,REVERE,248,170300,Point,631,57174,2
"170400,170300,170200","0.07,0.34,0.52","411,119",6275,Malden St @ Roland Rd,REVERE,248,170300,Point,631,57174,2
"356300,356400,356601,356702,356701,339200","0.04,0.42,0.00,0.14,0.00,0.02",350,1659,201 Mystic St,ARLINGTON,10,356400,Point,472,126618,3
"170400,170300,170200,170601","0.51,0.18,0.05,0.05","450,455,424,434,459",4497,Broadway @ Ward St,REVERE,248,170400,Point,751,55159,2
"341102,339802,339100,340100,341200,340000,339900","0.08,0.03,0.00,0.21,0.16,0.94,0.75","101,325,95",5283,390 Salem St,MEDFORD,176,339900,Point,1347,81658,2
"341102,340100,341200,340000,339900","0.31,0.09,0.80,0.22,0.53",100,5279,Fellsway @ Watts St,MALDEN,165,341200,Point,2002,72351,2
"356602,356400,356601,356702","0.01,0.28,0.41,0.17",67,7979,Summer St @ Symmes Rd,ARLINGTON,10,356400,Point,584,110404,2
"341102,339802,340100,341200,340000,339900","0.13,0.01,0.21,0.25,0.78,0.74","101,325,95",5325,Salem St @ Grant Ave,MEDFORD,176,340000,Point,1460,80398,2
"356602,356400,356601,356702","0.01,0.28,0.43,0.16",67,7966,Summer St opp Symmes Rd,ARLINGTON,10,356400,Point,585,110012,2
"341102,340100,341200,340000,339900","0.32,0.10,0.76,0.24,0.53",100,5265,1250 Fellsway,MALDEN,165,341200,Point,1975,72596,2
"341102,339802,340100,341200,340000,339900","0.14,0.01,0.21,0.27,0.75,0.73","101,325,95",5282,Salem St @ Grant Ave,MEDFORD,176,339900,Point,1483,80128,2
"339802,339100,340100,340000,339900,339700,339500","0.03,0.14,0.09,0.85,0.25,0.00,0.00",,112029,Webster St from Fulton St to Forest St (FLAG),MEDFORD,176,339100,Point,628,83275,2
"339802,339100,340100,340000,339900,339700,339500","0.03,0.14,0.09,0.85,0.25,0.00,0.00",,112112,Webster St from Forest St to Fulton St (FLAG),MEDFORD,176,339100,Point,628,83275,2
201100,0.31,439,16619,Castle Rd @ Range Rd,NAHANT,196,201100,Point,77,90741,2
"170400,170502,170501","0.13,0.27,0.48",411,44762,350 Revere Beach Blvd,REVERE,248,170501,Point,583,48114,2
"342202,342201,341800,341600,341500,341400,341300,342300","0.10,0.27,0.18,0.04,0.96,0.64,0.20,0.02",104,5362,Ferry St @ Magnolia St,MALDEN,165,341500,Point,2737,61104,2
