STOP_ID,TOWN,STOP_NAME,impacted_g,proportion,proporti_1,income,income_lev,impacted_p,geometry,route_ids
265,BOSTON,E 8th St @ L St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.12,0.68,0.02,1.00,0.58,0.69,1.00","0.05,0.14,0.01,0.13,0.08,0.14,0.08",110639,2,5113,POINT (238291.639700003 897991.1737000011),11
10003,BOSTON,Albany St opp Randall St,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070500,25025071201,25025090600,25025080100,25025081700","0.09,0.68,0.96,0.96,0.86,0.54,0.03,0.00,0.06,0.66,0.04","0.02,0.08,0.21,0.13,0.15,0.04,0.00,0.00,0.01,0.33,0.01",32705,1,3891,POINT (234921.2261999995 897991.1759000011),"47,1"
10100,BOSTON,Albany St @ Randall St,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070500,25025071201,25025090600,25025080100,25025081700","0.09,0.68,0.96,0.96,0.86,0.54,0.03,0.00,0.06,0.66,0.04","0.02,0.08,0.21,0.13,0.15,0.04,0.00,0.00,0.01,0.33,0.01",32705,1,3891,POINT (234921.2261999995 897991.1759000011),1
278,BOSTON,E 8th St @ L St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.12,0.67,0.02,1.00,0.62,0.66,1.00","0.05,0.14,0.01,0.13,0.09,0.13,0.08",110562,2,5082,POINT (238311.6093999967 897991.7683000006),11
1526,BROOKLINE,Washington St @ Pearl St,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025081001","0.68,1.00,0.43,0.57,0.14,0.18,0.41,0.32","0.22,0.19,0.12,0.17,0.02,0.10,0.10,0.09",86358,2,4663,POINT (231599.3959999979 897993.2795000002),"66,60,65"
266,BOSTON,E 8th St @ M St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.13,0.59,0.02,1.00,0.83,0.44,1.00","0.05,0.12,0.01,0.13,0.12,0.09,0.08",109356,2,4773,POINT (238459.8861000016 897995.572900001),11
277,BOSTON,E 8th St @ M St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.14,0.57,0.02,1.00,0.85,0.41,1.00","0.05,0.12,0.01,0.13,0.12,0.08,0.08",109109,2,4709,POINT (238479.0995000005 897995.8946000002),11
25800,BOSTON,E 8th St @ Mercer St,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.39,0.26,0.68,0.17,1.00,0.97,0.27,0.00,0.12,0.04,0.84","0.15,0.05,0.06,0.15,0.09,0.16,0.02,0.00,0.02,0.02,0.16",84316,2,4990,POINT (237161.5882999972 897996.4987999983),11
21365,BOSTON,S Huntington Ave @ Huntington Ave,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081200,25025081100,25025080900,25025081001","0.31,0.99,0.27,0.17,0.41,0.18,0.01,0.70,0.37,0.77","0.10,0.19,0.08,0.05,0.06,0.10,0.00,0.17,0.05,0.21",63867,2,5301,POINT (231978.764700003 897997.0995999984),"37,34,39,21,38,35,36,32"
267,BOSTON,E 8th St @ N St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.20,0.47,0.02,0.89,0.96,0.26,1.00","0.08,0.10,0.01,0.12,0.14,0.05,0.08",102256,2,4234,POINT (238628.934299998 898000.5764999986),11
6575,BOSTON,S Huntington Ave @ Huntington Ave,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081200,25025081100,25025080900,25025081001","0.31,0.99,0.28,0.17,0.40,0.18,0.01,0.70,0.37,0.77","0.10,0.19,0.08,0.05,0.06,0.10,0.00,0.17,0.05,0.21",63867,2,5313,POINT (231977.2999000028 898002.3830000013),"37,34,39,21,38,35,36,32"
16,BOSTON,Dorchester St @ Old Colony Ave,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060600,25025060400","0.35,0.05,0.87,0.31,1.00,1.00,0.59,0.16,0.01,0.45","0.14,0.01,0.07,0.28,0.09,0.17,0.04,0.08,0.01,0.09",82637,2,4533,POINT (236843.4161999971 898003.4613999985),"16,10,5"
275,BOSTON,E 8th @ Columbia Rd,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.22,0.40,0.02,0.79,0.99,0.18,1.00","0.09,0.08,0.01,0.11,0.14,0.04,0.08",98799,2,3869,POINT (238731.4770999998 898003.7635999992),11
1314,BOSTON,Huntington Ave @ S Huntington Ave,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081200,25025081100,25025080900,25025081001","0.32,1.00,0.29,0.19,0.39,0.18,0.01,0.68,0.33,0.75","0.10,0.19,0.08,0.06,0.06,0.10,0.00,0.17,0.04,0.21",64722,2,5258,POINT (231956.3271000013 898006.4622999988),66
50,BOSTON,Dorchester St @ Old Colony Ave,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025080100,25025060600,25025060400","0.35,0.05,0.87,0.31,1.00,1.00,0.61,0.16,0.00,0.01,0.44","0.13,0.01,0.07,0.28,0.09,0.17,0.04,0.08,0.00,0.01,0.09",83489,2,4525,POINT (236834.4649000019 898007.8533999994),"10,5"
1322,BOSTON,Tremont St @ Sewall St,"25025010405,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025080601,25025081001,25025081500,25025081400,25025081300","0.16,0.31,0.00,0.15,0.39,1.00,1.00,0.39,0.41,0.03,0.76,0.04","0.03,0.08,0.00,0.02,0.10,0.13,0.18,0.11,0.11,0.00,0.23,0.01",36455,1,6257,POINT (233148.181400001 898011.0615000017),66
1366,BOSTON,Huntington Ave @ Riverway,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081200,25025081100,25025080900,25025081001","0.34,1.00,0.32,0.22,0.36,0.18,0.00,0.65,0.28,0.74","0.11,0.19,0.09,0.07,0.05,0.10,0.00,0.16,0.04,0.20",66665,2,5211,POINT (231928.071800001 898014.1442000009),66
56,BOSTON,Southampton St @ Atkinson St,"25025080401,25025080300,25025071101,25025061200,25025071201,25025090700,25025090600,25025080100","0.26,0.30,0.96,0.15,0.32,0.17,0.12,0.85","0.06,0.04,0.17,0.13,0.06,0.09,0.02,0.43",52397,2,2847,POINT (235498.4509000033 898027.8425999992),"8,10"
1285,BROOKLINE,Washington St @ Station St,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025081001","0.75,1.00,0.52,0.74,0.03,0.15,0.30,0.16","0.24,0.19,0.15,0.22,0.00,0.08,0.07,0.04",96392,2,4667,POINT (231474.309799999 898028.3524000011),65
62,BOSTON,Washington St @ Williams St,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081800,25025081700,25025081400","0.80,1.00,1.00,0.97,0.38,0.59,0.05,0.19,0.05,0.19,0.10","0.22,0.12,0.22,0.13,0.07,0.05,0.00,0.10,0.01,0.06,0.03",28304,0,4340,POINT (234477.2198000029 898031.4998999983),"47,1,10,170,8"
13590,BOSTON,Tremont St @ Tobin Community Center,"25025010405,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025080601,25025081001,25025081500,25025081400,25025081300","0.13,0.35,0.01,0.16,0.44,1.00,1.00,0.31,0.52,0.01,0.69,0.03","0.02,0.09,0.00,0.02,0.11,0.13,0.18,0.08,0.14,0.00,0.21,0.01",36812,1,6308,POINT (233081.7827999964 898032.2423),"66,19"
268,BOSTON,Columbia Rd @ O St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060400,25025060200","0.24,0.37,0.03,0.72,1.00,0.11,1.00","0.09,0.08,0.02,0.10,0.15,0.02,0.08",96255,2,3610,POINT (238808.8593999967 898033.9378000014),11
10101,BOSTON,Melnea Cass Blvd @ Harrison Ave,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.41,0.99,1.00,0.98,0.65,0.73,0.03,0.02,0.38,0.03,0.12,0.00","0.11,0.12,0.22,0.13,0.12,0.06,0.00,0.00,0.19,0.01,0.04,0.00",30696,0,4358,POINT (234683.5477000028 898034.5423000008),"1,10"
8158,NEWTON,Walnut St @ Brentwood Ave,"25017374200,25017373800,25017373700,25017374400","0.24,0.09,0.53,0.01","0.24,0.12,0.62,0.02",194984,4,332,POINT (224104.9697000012 898035.4101000018),59
6,BOSTON,Melnea Cass Blvd @ Harrison Ave,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.47,1.00,1.00,0.98,0.62,0.73,0.04,0.01,0.35,0.03,0.13,0.01","0.13,0.12,0.22,0.13,0.11,0.06,0.00,0.00,0.18,0.01,0.04,0.00",30172,0,4388,POINT (234653.5913000032 898038.376600001),"47,1,171,9"
1593,BOSTON,Ruggles St @ Shawmut Ave,"25025010405,25025080801,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081800,25025081700,25025081400","0.16,0.11,0.96,1.00,1.00,0.78,0.13,0.36,0.04,0.05,0.03,0.22,0.29","0.03,0.02,0.26,0.12,0.22,0.10,0.02,0.03,0.00,0.03,0.01,0.07,0.09",26339,0,4445,POINT (234273.297799997 898041.8964000009),"47,8,19"
11835,BROOKLINE,Chestnut Hill Ave opp Buckminster Rd,"25021401100,25021400600,25025000504,25025000503,25025000502","0.22,0.59,0.21,0.30,0.23","0.45,0.35,0.03,0.02,0.14",135914,3,2151,POINT (229115.0473999977 898043.0604999997),51
11792,BOSTON,Harrison Ave @ Melnea Cass Blvd,"25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.43,1.00,1.00,0.97,0.65,0.76,0.04,0.02,0.37,0.02,0.12,0.00","0.12,0.12,0.22,0.13,0.12,0.06,0.00,0.00,0.19,0.00,0.04,0.00",30546,0,4420,POINT (234675.5033000037 898044.810899999),"47,8"
11917,BROOKLINE,Chestnut Hill Ave @ Buckminster Rd,"25021401100,25021400600,25025000504,25025000503,25025000502","0.22,0.58,0.21,0.31,0.24","0.45,0.35,0.04,0.02,0.14",135137,3,2165,POINT (229112.2971000001 898048.1413999982),51
1556,BROOKLINE,678 Brookline Ave opp Pearl St,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025080900,25025081001","0.44,1.00,0.45,0.37,0.22,0.18,0.52,0.06,0.63","0.14,0.19,0.13,0.11,0.03,0.09,0.13,0.01,0.17",74811,2,4971,POINT (231793.2885999978 898050.8297000006),"60,65"
34589,BROOKLINE,Tappan St @ Greenough St,"25021401100,25021401000,25021400800,25021400700,25021400600,25021400500","0.07,0.39,0.08,0.94,0.36,0.78","0.14,0.12,0.02,0.28,0.22,0.21",139570,3,3787,POINT (230562.0174999982 898051.0359999985),51
8199,NEWTON,Walnut St @ Brentwood Ave,"25017374200,25017373800,25017373700,25017374400","0.23,0.09,0.54,0.01","0.23,0.11,0.63,0.03",196004,4,327,POINT (224100.3346000016 898055.9516000003),59
2,BOSTON,Washington St @ Melnea Cass Blvd,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081800,25025081700,25025081400","0.00,0.80,1.00,1.00,0.93,0.45,0.71,0.10,0.19,0.03,0.16,0.06","0.00,0.22,0.12,0.22,0.12,0.08,0.06,0.01,0.10,0.00,0.05,0.02",29068,0,4553,POINT (234501.2563000023 898072.1173),"47,1,10,170,8,171"
1525,BROOKLINE,Brookline Ave @ Pearl St,"25021401000,25021400900,25021400800,25021400700,25025120700,25025981800,25025081100,25025080900,25025081001","0.36,1.00,0.51,0.34,0.18,0.17,0.51,0.12,0.71","0.11,0.19,0.14,0.10,0.03,0.09,0.13,0.01,0.20",71472,2,5149,POINT (231830.0235000029 898102.4769000001),"60,65"
270,BOSTON,Columbia Rd @ P St,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060200","0.26,0.32,0.07,0.52,1.00,1.00","0.10,0.06,0.05,0.07,0.15,0.08",85532,2,3054,POINT (238964.0134000033 898113.7864999995),11
61,BOSTON,Washington St @ Melnea Cass Blvd,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.01,0.80,1.00,1.00,0.89,0.51,0.81,0.17,0.01,0.18,0.01,0.13,0.03","0.00,0.22,0.12,0.22,0.12,0.09,0.07,0.02,0.00,0.09,0.00,0.04,0.01",29902,0,4819,POINT (234521.0345999971 898114.7927000001),"751,749"
1224,BOSTON,Tremont St opp Prentiss St,"25025010405,25025010404,25025010300,25025981800,25025081100,25025080900,25025080801,25025080601,25025080500,25025080401,25025081001,25025081700,25025081500,25025081400","0.50,0.02,0.24,0.00,0.00,0.55,1.00,0.87,0.30,0.27,0.05,0.04,0.04,0.77","0.09,0.00,0.06,0.00,0.00,0.07,0.18,0.24,0.04,0.06,0.01,0.01,0.01,0.23",29748,0,6002,POINT (233587.3449999988 898114.8913000003),"44,15,23,45,22,28,29"
1283,BROOKLINE,Washington St @ Harvard St,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.66,1.00,0.69,0.83,0.04,0.00,0.13,0.21,0.11","0.21,0.19,0.19,0.25,0.01,0.00,0.07,0.05,0.03",100424,2,4914,POINT (231416.0939000025 898120.4666000009),65
258,BOSTON,E 8th St @ Dorchester St,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.32,0.24,0.00,0.59,0.25,1.00,1.00,0.84,0.03,0.01,0.07,0.71","0.12,0.05,0.00,0.05,0.23,0.09,0.17,0.05,0.01,0.00,0.05,0.14",90072,2,5096,POINT (237009.9187999964 898121.6941),11
1313,BROOKLINE,Harvard St @ Washington St,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.65,1.00,0.70,0.82,0.04,0.00,0.13,0.21,0.12","0.20,0.19,0.20,0.25,0.01,0.00,0.07,0.05,0.03",100252,2,4928,POINT (231420.7093999982 898122.8768000007),66
17,BOSTON,Dorchester St @ E 8th St,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.32,0.23,0.61,0.26,1.00,1.00,0.86,0.03,0.00,0.07,0.69","0.12,0.05,0.05,0.24,0.09,0.17,0.05,0.02,0.00,0.05,0.13",89940,2,5070,POINT (236990.7657999992 898123.8491000012),"16,10,5"
1320,BOSTON,Tremont St @ Saint Alphonsus St,"25025010405,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025080601,25025081001,25025081400,25025081300","0.04,0.50,0.03,0.09,0.64,1.00,0.96,0.11,0.83,0.41,0.00","0.01,0.13,0.01,0.01,0.16,0.13,0.17,0.03,0.23,0.13,0.00",36818,1,6413,POINT (232866.1225999966 898124.3004000001),"38,35,66"
296,BOSTON,P St @ Columbia Rd,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060200","0.26,0.31,0.08,0.49,1.00,1.00","0.10,0.06,0.06,0.07,0.15,0.08",83887,2,2995,POINT (238973.7582999989 898125.4629999995),11
1286,BROOKLINE,Washington St @ Harvard St,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.65,1.00,0.70,0.83,0.04,0.00,0.12,0.20,0.11","0.21,0.19,0.20,0.25,0.01,0.00,0.07,0.05,0.03",100420,2,4914,POINT (231412.2616000026 898125.5837000012),65
49,BOSTON,Dorchester St @ W 8th St,"25025981201,25025060501,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060600,25025060400","0.31,0.22,0.61,0.27,1.00,1.00,0.88,0.03,0.07,0.67","0.12,0.04,0.05,0.24,0.09,0.17,0.06,0.02,0.05,0.13",88769,2,5051,POINT (236980.501699999 898125.9100000001),"10,5"
286,BOSTON,E 8th St @ Dorchester St,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025090700,25025060301,25025060600,25025060400","0.32,0.24,0.00,0.59,0.26,1.00,1.00,0.86,0.03,0.01,0.08,0.70","0.12,0.05,0.00,0.05,0.23,0.09,0.17,0.05,0.01,0.00,0.05,0.14",90072,2,5126,POINT (237004.6407999992 898126.2800000012),11
1360,BOSTON,Tremont St @ Saint Alphonsus St,"25025010405,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025080601,25025081001,25025081400,25025081300","0.03,0.52,0.03,0.08,0.66,1.00,0.95,0.10,0.85,0.39,0.00","0.01,0.13,0.02,0.01,0.16,0.13,0.17,0.03,0.23,0.12,0.00",36347,1,6428,POINT (232849.7761999965 898132.3566999994),66
77777,BOSTON,Melnea Cass Blvd @ Washington St,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081800,25025081700,25025081400","0.03,0.81,1.00,1.00,0.85,0.52,0.85,0.22,0.02,0.17,0.00,0.12,0.03","0.01,0.22,0.12,0.22,0.11,0.09,0.07,0.02,0.00,0.09,0.00,0.04,0.01",29705,0,5003,POINT (234515.3259000033 898135.9992999993),"708,9"
1257,BOSTON,Tremont St @ Prentiss St,"25025010405,25025010404,25025010300,25025981800,25025080900,25025080801,25025080601,25025080500,25025080401,25025081001,25025081700,25025081500,25025081400","0.52,0.04,0.25,0.00,0.52,1.00,0.88,0.33,0.28,0.04,0.03,0.03,0.73","0.09,0.00,0.06,0.00,0.07,0.18,0.24,0.04,0.06,0.01,0.01,0.01,0.22",29568,0,6020,POINT (233599.0539999977 898137.2954000011),"22,29"
7,BOSTON,Melnea Cass Blvd @ Washington St,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081700,25025081400","0.03,0.81,1.00,1.00,0.84,0.53,0.86,0.23,0.02,0.17,0.12,0.02","0.01,0.22,0.12,0.22,0.11,0.09,0.07,0.02,0.00,0.09,0.04,0.01",29705,0,5029,POINT (234521.3901999965 898142.8632000014),"47,708,19"
3,BOSTON,Washington St @ Melnea Cass Blvd - Silver Line,"25025010405,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025070500,25025080100,25025081700,25025081400","0.01,0.77,1.00,1.00,0.84,0.56,0.88,0.24,0.03,0.19,0.11,0.02","0.00,0.21,0.12,0.22,0.11,0.10,0.07,0.02,0.00,0.09,0.04,0.01",30215,0,5048,POINT (234542.4117000028 898145.9332000017),"751,749"
8198,NEWTON,791 Walnut St,"25017374200,25017373800,25017373700,25017374400","0.18,0.07,0.58,0.02","0.19,0.09,0.68,0.04",199945,4,286,POINT (224080.5469999984 898146.4921000004),59
8527,NEWTON,Centre St @ Bowen St,"25017373800,25017373700,25017373600,25017373500","0.19,0.32,0.16,0.07","0.25,0.38,0.25,0.12",195137,4,436,POINT (225262.4970000014 898150.0357999988),52
1315,BOSTON,Huntington Ave @ Parker Hill Ave,"25021401000,25021400900,25021400800,25021400700,25025120700,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025081001","0.06,0.94,0.34,0.04,0.23,0.20,0.14,0.00,0.71,0.74,0.04,0.96","0.02,0.18,0.10,0.01,0.03,0.05,0.08,0.00,0.17,0.09,0.01,0.26",53308,2,6149,POINT (232165.799999997 898150.3968999982),"37,34,66,39,21,38,35,36,32"
8506,NEWTON,Centre St @ Gibbs St,"25017373800,25017373700,25017373600,25017373500","0.19,0.32,0.16,0.07","0.25,0.38,0.25,0.12",195137,4,436,POINT (225262.5808999985 898150.6369000003),52
8159,NEWTON,796 Walnut St,"25017374200,25017373800,25017373700,25017374400","0.18,0.07,0.58,0.02","0.18,0.09,0.68,0.05",200313,4,286,POINT (224079.9372000024 898154.6878999993),59
1365,BOSTON,835 Huntington Ave opp Parker Hill Ave,"25021401000,25021400900,25021400800,25021400700,25025120700,25025010300,25025981800,25025081200,25025081100,25025080900,25025080801,25025081001","0.03,0.91,0.32,0.02,0.23,0.24,0.14,0.00,0.72,0.79,0.07,0.96","0.01,0.17,0.09,0.01,0.03,0.06,0.07,0.00,0.18,0.10,0.01,0.26",52390,2,6222,POINT (232201.2282999977 898155.7118999995),"37,34,66,39,21,38,35,36,32"
1367,BROOKLINE,Harvard St @ Kent St,"25021401000,25021400900,25021400800,25021400700,25021400500,25025120700,25025981800,25025081100,25025081001","0.60,1.00,0.76,0.82,0.05,0.00,0.12,0.20,0.12","0.19,0.19,0.21,0.25,0.01,0.00,0.07,0.05,0.03",100079,2,5011,POINT (231420.245099999 898155.9431000017),66
11593,BOSTON,Ruggles St opp Kerr Way,"25025010405,25025080801,25025080601,25025080500,25025080401,25025080300,25025071101,25025070900,25025070800,25025080100,25025081700,25025081400","0.53,0.36,1.00,1.00,0.96,0.30,0.02,0.33,0.16,0.00,0.15,0.33","0.09,0.06,0.28,0.12,0.21,0.04,0.00,0.03,0.01,0.00,0.05,0.10",24727,0,5312,POINT (234122.2466999963 898164.1169000007),"47,8,19"
30270,BOSTON,Columbia Rd @ Farragut Rd,"25025981201,25025060501,25025981202,25025060301,25025060101,25025060200","0.26,0.22,0.10,0.16,1.00,0.86","0.10,0.05,0.08,0.02,0.15,0.07",75830,2,2242,POINT (239138.1098000035 898170.5309000015),11
855,BOSTON,Massachusetts Ave @ Albany St,"25025080500,25025080401,25025080300,25025071101,25025070900,25025070500,25025061200,25025071201,25025090600,25025080100","0.51,0.66,0.45,1.00,0.78,0.21,0.02,0.40,0.01,0.72","0.06,0.14,0.06,0.18,0.06,0.03,0.02,0.08,0.00,0.36",40639,1,4425,POINT (235160.8047000021 898188.5716000013),"10,9,8,171,708"
1735,BOSTON,Blue Hill Ave @ Westview St,"25025980300,25025101101,25025100200,25025100100,25025092400,25025981100","0.10,0.11,0.50,0.96,0.67,0.07","0.11,0.02,0.09,0.49,0.20,0.10",29955,0,2374,POINT (233894.9235000014 893511.5799999982),"28,29"
1843,BOSTON,Weld St @ Maple St,"25021401200,25025130300,25025130200,25025130100,25025110601","0.02,0.00,0.69,0.20,0.04","0.06,0.00,0.46,0.44,0.03",109852,2,565,POINT (228255.5583999977 893512.3819000013),51
1887,BOSTON,Weld St @ Corey St,"25021401200,25025130200,25025130100","0.01,0.58,0.28","0.02,0.38,0.60",107393,2,546,POINT (227995.7138999999 893514.5995999984),51
1841,BOSTON,Corey St @ Weld St,"25021401200,25025130200,25025130100","0.00,0.57,0.28","0.02,0.38,0.60",107393,2,534,POINT (227983.126000002 893518.8768999986),51
3084,BOSTON,Adams St opp Lonsdale St,"25025100800,25025100601,25025100500,25025092200,25025100700,25025100603,25025092101","0.17,1.00,0.18,0.30,0.14,0.14,0.42","0.15,0.27,0.08,0.08,0.08,0.06,0.27",69741,2,3395,POINT (236522.3373000026 893523.5733999982),"201,19"
599,BOSTON,Washington St @ Mosgrove Ave,"25025110607,25025110502,25025110401,25025110103,25025110301,25025981100,25025110201,25025981000","0.28,0.04,0.76,0.52,0.29,0.01,0.01,0.47","0.16,0.01,0.19,0.24,0.12,0.01,0.00,0.26",59021,2,1794,POINT (231120.5300000012 893525.9583999999),"50,37,34,70A,30,40,35,34E,51,36"
485,BOSTON,Washington St @ Southern Ave,"25025100800,25025100601,25025100500,25025100400,25025100300,25025100200,25025100100,25025092400,25025092300,25025092200,25025092000,25025091900,25025092101","0.00,0.06,0.96,0.06,0.07,0.01,0.11,0.11,1.00,0.69,0.24,0.12,0.00","0.00,0.02,0.40,0.02,0.02,0.00,0.05,0.03,0.17,0.20,0.06,0.03,0.00",50858,2,3465,POINT (235322.1083000004 893528.5394000001),23
639,BOSTON,Washington St @ Whipple Ave,"25025110607,25025110502,25025110401,25025110103,25025110301,25025981100,25025110201,25025981000","0.28,0.04,0.75,0.52,0.29,0.01,0.01,0.47","0.16,0.01,0.19,0.24,0.12,0.01,0.00,0.26",59021,2,1787,POINT (231124.4296000004 893530.7415000014),"50,37,34,70A,30,40,35,34E,51,36"
1842,BOSTON,Weld St @ Ruskin St,"25021401200,25025130200,25025130100,25025110601","0.02,0.64,0.24,0.01","0.06,0.42,0.51,0.01",109542,2,558,POINT (228161.0780000016 893539.7501999997),51
1886,BOSTON,Weld St @ Avalon Rd,"25021401200,25025130200,25025130100,25025110601","0.02,0.64,0.24,0.01","0.06,0.42,0.51,0.01",109542,2,558,POINT (228161.0780000016 893539.7501999997),51
8682,BOSTON,Adams St @ Lonsdale St,"25025100800,25025100601,25025100500,25025092200,25025100700,25025100603,25025092101","0.17,1.00,0.18,0.32,0.13,0.13,0.44","0.15,0.27,0.08,0.09,0.08,0.06,0.28",69562,2,3436,POINT (236514.7893000022 893541.2160999998),"19,202"
8472,BOSTON,Baker St @ Beth El Cemetery,"25025130100,25017374000,25017373900","0.37,0.04,0.04","0.81,0.10,0.09",112253,2,313,POINT (226823.193599999 893541.6009000018),52
1858,BOSTON,112 Walter St opp Cotton St,"25025110607,25025110601,25025110502,25025110401,25025110103,25025981000","0.81,0.19,0.21,0.34,0.09,0.36","0.47,0.13,0.07,0.09,0.04,0.20",80106,2,1572,POINT (230452.4843000025 893546.375),51
8557,BOSTON,Baker St @ Beth El Cemetery,"25025130100,25017374000,25017373900","0.37,0.04,0.05","0.80,0.10,0.10",112800,2,316,POINT (226809.2071999982 893553.8110000007),52
1870,BOSTON,Walter St @ Cotton St,"25025110607,25025110601,25025110502,25025110401,25025110103,25025981000","0.81,0.19,0.20,0.34,0.09,0.37","0.46,0.13,0.07,0.09,0.04,0.20",79830,2,1561,POINT (230458.6459999979 893554.807),51
457,BOSTON,Washington St @ Kenwood St,"25025100601,25025100500,25025100400,25025100300,25025100200,25025100100,25025092400,25025092300,25025092200,25025092000,25025091900,25025092101","0.05,0.93,0.03,0.06,0.01,0.10,0.13,1.00,0.70,0.28,0.15,0.00","0.01,0.39,0.01,0.01,0.00,0.05,0.04,0.17,0.20,0.07,0.04,0.00",50475,2,3438,POINT (235319.8452999964 893563.7928999998),23
1884,BOSTON,Weld St @ Willow St,"25021401200,25025130300,25025130200,25025130100,25025110601","0.03,0.01,0.65,0.17,0.12","0.11,0.01,0.43,0.37,0.08",112455,2,554,POINT (228402.8620000035 893577.3949999996),51
1844,BOSTON,Weld St @ Willow St,"25021401200,25025130300,25025130200,25025130100,25025110601","0.03,0.01,0.64,0.17,0.12","0.11,0.01,0.43,0.37,0.08",112455,2,549,POINT (228407.7509000003 893582.3806999996),51
1708,BOSTON,Blue Hill Ave @ Paxton St,"25025980300,25025101101,25025100200,25025100100,25025092400,25025981100","0.13,0.06,0.32,0.95,0.75,0.07","0.14,0.01,0.06,0.48,0.22,0.09",28286,0,2320,POINT (233897.2735000029 893585.4945),"28,29"
374,BOSTON,Talbot Ave @ Norwell St,"25025100500,25025100300,25025100200,25025100100,25025092400,25025092300,25025092200,25025092000,25025091900,25025090100","0.48,0.19,0.19,0.45,0.50,1.00,0.26,0.06,0.25,0.10","0.20,0.05,0.03,0.23,0.15,0.17,0.07,0.01,0.06,0.02",42584,2,3291,POINT (234801.7261999995 893585.7340000011),"22,45"
423,BOSTON,Talbot Ave @ New England Ave,"25025100500,25025100300,25025100200,25025100100,25025092400,25025092300,25025092200,25025092000,25025091900,25025090100","0.48,0.19,0.19,0.45,0.50,1.00,0.26,0.06,0.25,0.10","0.20,0.05,0.03,0.23,0.15,0.17,0.07,0.01,0.06,0.02",42584,2,3291,POINT (234801.7261999995 893585.7340000011),"22,45"
