STOP_ID,TOWN,STOP_NAME,impacted_g,proportion,proporti_1,income,income_lev,impacted_p,geometry,route_ids
153,BOSTON,W Broadway @ B St,"25025060501,25025981202,25025070101,25025061200,25025060800,25025060700,25025070402,25025071201,25025060600","0.09,0.04,0.04,0.58,0.82,1.00,0.13,0.02,0.23","0.02,0.03,0.02,0.52,0.14,0.06,0.02,0.00,0.14",115296,2,3634,POINT (236774.0935000032 899004.7501999997),9
65544,NEWTON,Washington St @ Commonwealth Ave,"25017374700,25017374600,25017374500,25017374400,25017374800","0.05,0.01,0.14,0.19,0.26","0.06,0.00,0.12,0.39,0.41",149357,3,349,POINT (221556.6031000018 899006.1240999997),505
78215,NEWTON,Washington St @ Commonwealth Ave,"25017374700,25017374600,25017374500,25017374400,25017374800","0.05,0.01,0.14,0.19,0.26","0.07,0.01,0.13,0.39,0.41",148655,3,349,POINT (221564.5934000015 899015.1253999993),505
1031,BOSTON,Chestnut Hill Ave @ Chiswick Rd,"25021401100,25021400600,25025000504,25025000503,25025000601,25025000502,25025000402,25025000401","0.00,0.02,0.36,1.00,0.11,0.55,0.84,0.82","0.00,0.01,0.06,0.07,0.03,0.32,0.33,0.17",69899,2,4862,POINT (228444.3356999978 899015.5921999998),"86,51"
8162,NEWTON,Walnut St @ Prospect Ave,"25017373700,25017374400,25017373500,25017373400","0.50,0.09,0.02,0.35","0.59,0.18,0.03,0.21",194628,4,226,POINT (224169.0569000021 899017.2160999998),59
1275,BROOKLINE,Wahington St @ Evans Rd,"25021400400,25021400300,25021400600,25021400500,25025000504,25025000704,25025000503,25025000701,25025000602,25025000401","0.75,0.13,0.35,0.53,0.82,0.08,0.07,0.80,0.14,0.20","0.28,0.03,0.21,0.15,0.13,0.01,0.00,0.09,0.04,0.04",102282,2,6885,POINT (229838.1464999989 899018.4715999998),65
1381,BOSTON,W Dedham St @ Washington St,"25025010600,25025080500,25025080401,25025071101,25025070900,25025070800,25025070700,25025070600,25025070500,25025070300,25025061200,25025070402,25025071201,25025080100","0.01,0.02,0.01,0.88,0.86,0.43,0.80,1.00,1.00,0.44,0.08,0.65,1.00,0.04","0.00,0.00,0.00,0.16,0.07,0.04,0.06,0.07,0.15,0.07,0.07,0.09,0.20,0.02",80278,2,9481,POINT (235342.8589999974 899020.7501999997),10
1249,BOSTON,Tremont St @ Rutland Sq,"25025010405,25025010404,25025010600,25025010500,25025080601,25025080500,25025080401,25025071101,25025070900,25025070800,25025070700,25025070600,25025070500,25025070300,25025070402,25025010403,25025071201","0.19,0.14,0.44,0.70,0.14,0.63,0.11,0.70,1.00,1.00,0.85,1.00,0.90,0.26,0.00,0.02,0.31","0.03,0.01,0.07,0.07,0.04,0.08,0.02,0.13,0.08,0.10,0.07,0.07,0.13,0.04,0.00,0.00,0.06",74125,2,11275,POINT (234836.1418000013 899026.6451000012),43
256,BOSTON,W 7th St @ Dorchester St,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025060301,25025060600,25025060400","0.27,0.34,0.03,0.26,0.22,1.00,1.00,0.96,0.11,0.11,0.76","0.10,0.07,0.02,0.02,0.20,0.09,0.17,0.06,0.02,0.07,0.15",93249,2,5366,POINT (237098.0332000032 898228.4083999991),11
57,BOSTON,Massachusetts Ave @ Albany St,"25025080500,25025080401,25025080300,25025071101,25025070900,25025070500,25025061200,25025071201,25025080100","0.57,0.67,0.41,1.00,0.91,0.26,0.02,0.44,0.66","0.07,0.14,0.05,0.18,0.08,0.04,0.02,0.09,0.34",41734,1,4714,POINT (235141.8501999974 898231.6132999994),1
11592,BOSTON,Ruggles St @ Cabot St,"25025010405,25025010404,25025010300,25025080801,25025080601,25025080500,25025080401,25025080300,25025070900,25025070800,25025081700,25025081400","0.69,0.17,0.03,0.55,1.00,1.00,0.83,0.06,0.25,0.20,0.10,0.34","0.12,0.01,0.01,0.10,0.28,0.12,0.18,0.01,0.02,0.02,0.03,0.10",24473,0,5963,POINT (234026.8918000013 898238.4305999987),"47,8,19"
48,BOSTON,Dorchester St @ W 6th St,"25025981201,25025060501,25025981202,25025061101,25025061200,25025061000,25025060800,25025060700,25025060301,25025060600,25025060400","0.25,0.42,0.06,0.09,0.16,1.00,1.00,0.93,0.21,0.13,0.82","0.10,0.08,0.05,0.01,0.14,0.09,0.17,0.06,0.03,0.08,0.16",90212,2,5564,POINT (237190.4591000006 898275.6827999987),"10,5"
7838,NEWTON,Lexington St @ River St,"25017374700,25017374600,25017368400,25017368600","0.30,0.35,0.00,0.53","0.38,0.29,0.01,0.32",110382,2,554,POINT (221446.2524000034 900835.2674999982),"505,558"
7658,NEWTON,River St @ Lexington St,"25017374700,25017374600,25017368400,25017368600","0.30,0.36,0.00,0.53","0.37,0.30,0.01,0.32",110519,2,559,POINT (221459.1916000023 900839.6121999994),"553,170,554"
7744,NEWTON,Walnut St @ Linwood Ave,"25017374500,25017374400,25017370102,25017373400,25017373300,25017373200","0.25,0.00,0.01,0.01,0.90,0.30","0.23,0.00,0.01,0.00,0.56,0.20",111836,2,695,POINT (223826.3553000018 900839.8134000003),556
81682,NEWTON,Walnut St @ Linwood Ave,"25017374500,25017374400,25017370102,25017373400,25017373300,25017373200","0.26,0.00,0.01,0.00,0.89,0.30","0.23,0.00,0.01,0.00,0.56,0.19",112099,2,690,POINT (223822.2955000028 900844.9792000018),556
109854,WINTHROP,Tafts Ave @ Mugford St,"25025180500,25025980101","0.39,0.07","0.15,0.12",40505,1,209,POINT (243699.2651999965 900845.7501000017),
1103,BOSTON,N Beacon St @ Goodenough St,"25025000301,25017370400,25017370300,25025981501,25025000601,25025000202,25025000201,25025000100","0.06,0.00,0.16,0.10,0.28,0.76,0.54,0.23","0.02,0.00,0.23,0.04,0.07,0.23,0.16,0.20",79999,2,1786,POINT (228503.0458000004 900846.7434),64
1812,CAMBRIDGE,Brookline St @ Putnam Ave,"25025010103,25025000803,25017353101,25017353400,25017353300,25017353200,25017353102,25017353000,25025981501","0.22,0.03,0.23,0.72,1.00,1.00,0.28,0.05,0.06","0.03,0.02,0.05,0.10,0.23,0.25,0.12,0.01,0.02",96637,2,6076,POINT (232300.623300001 900849.4767999984),47
109852,WINTHROP,Tafts Ave opp Mugford St,"25025180500,25025980101","0.40,0.07","0.15,0.11",42063,2,215,POINT (243692.9057999998 900862.9569999985),
96,CAMBRIDGE,Massachusetts Ave @ Memorial Dr,"25025010802,25025010104,25017353101,25017353200,25017353102,25017352400,25025981501","0.12,0.11,0.63,0.09,0.75,0.33,0.07","0.01,0.01,0.13,0.02,0.33,0.08,0.03",94177,2,3104,POINT (233546.4382999986 900869.8310999982),1
11891,BOSTON,Pearl St @ Congress St,"25025030400,25025030300,25025030200,25025020200,25025981700,25025070200,25025070101,25025020303,25025020302,25025020301,25025020101,25025060600","0.51,0.96,0.56,0.04,0.26,0.02,0.73,0.14,0.98,0.02,0.09,0.01","0.03,0.33,0.02,0.00,0.04,0.00,0.37,0.03,0.04,0.00,0.01,0.01",97789,2,6835,POINT (236550.3479999974 900871.4616999999),"4,93,92"
1114,BOSTON,Cambridge St @ N Harvard St,"25021400300,25021400200,25025000703,25025000704,25025000803,25025000802,25025981501,25025000100","0.02,0.02,0.71,0.06,0.62,0.87,0.02,0.14","0.00,0.00,0.06,0.01,0.35,0.42,0.01,0.12",55141,2,4117,POINT (230767.1406000033 900880.7498999983),"64,503,501"
988,NEWTON,Centre St @ Jefferson St,"25017370400,25017370102,25017373500,25017373200,25017373100","0.33,0.07,0.04,0.00,0.70","0.26,0.08,0.07,0.00,0.60",100299,2,720,POINT (225974.1884000003 900882.4411000013),"66,57,52,504,502"
1203,BOSTON,N Beacon St @ Birmingham Pkwy,"25025000301,25017370400,25017370300,25025981501,25025000601,25025000202,25025000201,25025000100","0.08,0.01,0.19,0.10,0.22,0.70,0.54,0.22","0.02,0.00,0.27,0.04,0.05,0.21,0.16,0.19",80188,2,1726,POINT (228471.5133000016 900890.2454000004),64
9982,BOSTON,Beacon St @ Park St,"25025010801,25025010702,25025030400,25025030300,25025030200,25025020200,25025981501,25025981700,25025070300,25025070200,25025070101,25025020303,25025020302,25025020301,25025020101","0.00,0.00,0.01,0.59,0.06,0.98,0.02,0.97,0.05,0.30,0.47,0.31,1.00,0.61,0.96","0.00,0.00,0.00,0.20,0.00,0.06,0.01,0.16,0.01,0.04,0.24,0.07,0.04,0.08,0.11",81708,2,9482,POINT (235974.9689999968 900891.7648000009),"55,43"
78571,NEWTON,Adams St @ Quirk St,"25017370102,25017373400,25017373300,25017373200,25017373100","0.03,0.09,0.31,0.86,0.19","0.04,0.05,0.20,0.55,0.16",95207,2,747,POINT (224701.7452000007 900912.6092000008),558
1102,BOSTON,N Beacon St @ Parsons St,"25025000301,25017370400,25017370300,25025981501,25025000601,25025000202,25025000201,25025000100","0.26,0.01,0.22,0.13,0.02,0.58,0.66,0.12","0.07,0.01,0.31,0.06,0.01,0.17,0.20,0.11",80725,2,1606,POINT (228184.2392999977 900931.1917000003),64
1900,NEWTON,Centre St @ Pearl St,"25017370400,25017370102,25017373500,25017373200,25017373100","0.34,0.09,0.03,0.00,0.69","0.27,0.10,0.05,0.00,0.58",98574,2,742,POINT (225954.4241999984 900932.9318999983),"502,57,52,504"
49704,BOSTON,Tremont St @ Beacon St,"25025030400,25025030300,25025030200,25025020200,25025981700,25025070200,25025070101,25025020303,25025020302,25025020301,25025020101","0.28,0.78,0.61,0.64,0.66,0.10,0.64,0.37,1.00,0.33,0.56","0.01,0.26,0.02,0.04,0.11,0.01,0.32,0.08,0.04,0.04,0.06",89281,2,9091,POINT (236217.7347000018 900935.9719000012),
1769,CAMBRIDGE,Magazine St @ Chestnut St,"25025010103,25025000803,25017353101,25017353900,25017353500,25017353400,25017353300,25017353200,25017353102,25017353000,25025981501","0.02,0.29,0.00,0.06,0.20,0.97,1.00,0.86,0.11,0.00,0.07","0.00,0.17,0.00,0.01,0.02,0.14,0.23,0.22,0.05,0.00,0.03",87967,2,5981,POINT (231978.6790999994 900954.8563000001),47
2558,BOSTON,N Harvard St @ Empire St,"25021400300,25025000703,25025000704,25025000803,25025000802,25025981501,25025000100","0.00,0.46,0.02,0.64,0.86,0.02,0.18","0.00,0.04,0.00,0.36,0.42,0.01,0.16",56492,2,3818,POINT (230744.9297999963 900956.071800001),66
109851,WINTHROP,Tafts Ave @ Maryland Ave,"25025180500,25025980101","0.42,0.05","0.16,0.08",48606,2,224,POINT (243658.1731999964 900957.4059000015),
109855,WINTHROP,Tafts Ave opp Maryland Ave,"25025180500,25025980101","0.42,0.05","0.16,0.08",48606,2,224,POINT (243658.1731999964 900957.4059000015),
1204,BOSTON,Birmingham Pkwy @ Soldiers Field Rd,"25025000301,25017370400,25017370300,25025981501,25025000601,25025000202,25025000201,25025000100","0.26,0.02,0.23,0.13,0.01,0.54,0.65,0.12","0.07,0.01,0.33,0.06,0.00,0.16,0.19,0.11",80735,2,1576,POINT (228172.4783999994 900957.8167000003),64
1115,BOSTON,Cambridge St @ Seattle St,"25021400300,25021400200,25025000703,25025000803,25017353400,25017353300,25025000802,25025981501,25025000100","0.00,0.00,0.22,0.75,0.16,0.10,0.71,0.04,0.09","0.00,0.00,0.02,0.43,0.02,0.02,0.34,0.02,0.08",56308,2,3691,POINT (230976.6573999971 900977.2686999999),64
2556,BOSTON,N Harvard St @ Hooker St,"25025000703,25025000704,25025000803,25025000802,25025981501,25025000100","0.34,0.01,0.64,0.86,0.01,0.20","0.03,0.00,0.37,0.41,0.01,0.18",57205,2,3724,POINT (230732.5986000001 900984.5282000005),66
86968,NEWTON,Lexington St @ Whitlowe Rd,"25017374700,25017374600,25017368500,25017368400,25017368600","0.24,0.33,0.01,0.01,0.68","0.30,0.27,0.00,0.02,0.41",106282,2,620,POINT (221465.6652000025 900988.4838999994),"554,505,170,553"
6547,BOSTON,Devonshire St @ State St,"25025030400,25025030300,25025030200,25025030100,25025020200,25025981700,25025070101,25025020303,25025020302,25025020301,25025020101,25025030500","0.76,0.98,0.92,0.06,0.23,0.28,0.64,0.33,1.00,0.09,0.18,0.04","0.04,0.33,0.03,0.00,0.01,0.05,0.32,0.07,0.04,0.01,0.02,0.00",97228,2,8525,POINT (236473.5854000002 900993.0443999991),"4,93,92"
7659,NEWTON,Lexington St @ Whitlowe Rd,"25017374700,25017374600,25017368500,25017368400,25017368600","0.24,0.32,0.01,0.01,0.68","0.30,0.27,0.00,0.02,0.41",106282,2,615,POINT (221466.2111999989 900995.5282999985),"554,505,170,553"
1190,BOSTON,Cambridge St @ Seattle St,"25021400200,25025000703,25025000803,25017353400,25017353300,25025000802,25025981501,25025000100","0.00,0.16,0.76,0.19,0.11,0.69,0.04,0.09","0.00,0.01,0.43,0.03,0.03,0.33,0.02,0.08",57448,2,3670,POINT (230988.2717000023 900996.3592999987),"64,503,501"
30233,BOSTON,Atlantic Ave @ Milk St,"25025030400,25025030300,25025030200,25025070101,25025020303,25025060600,25025030500","0.78,0.88,0.56,0.42,0.01,0.09,0.27","0.04,0.30,0.02,0.21,0.00,0.06,0.03",107440,2,5639,POINT (236943.6020999998 901002.6860000007),4
7820,WALTHAM,Rumford Ave @ Buttrick St,"25017374700,25017374600,25017368400,25017368600","0.26,0.15,0.07,0.68","0.33,0.13,0.14,0.41",100436,2,633,POINT (221127.3660999984 901012.683699999),558
190,BOSTON,Congress St @ State St,"25025030400,25025030300,25025030200,25025030100,25025020200,25025981700,25025070101,25025020303,25025020302,25025020301,25025020101,25025030500","0.83,0.99,0.93,0.10,0.17,0.23,0.61,0.32,1.00,0.07,0.13,0.08","0.04,0.34,0.03,0.00,0.01,0.04,0.31,0.07,0.04,0.01,0.01,0.01",98679,2,8409,POINT (236512.3542999998 901013.8311999999),"4,93,92"
109856,WINTHROP,Tafts Ave opp Townsend St,"25025180500,25025980101","0.43,0.04","0.16,0.07",50720,2,229,POINT (243638.5153999999 901014.5001999997),"713,712"
7839,WALTHAM,Rumford Ave @ Buttrick St,"25017374700,25017374600,25017368400,25017368600","0.26,0.15,0.07,0.68","0.32,0.12,0.14,0.41",99920,2,633,POINT (221123.6248999983 901017.7828000002),558
65,BOSTON,State St @ Washington Mall - State St Sta,"25025030400,25025030300,25025030200,25025030100,25025020200,25025981700,25025070101,25025020303,25025020302,25025020301,25025020101,25025030500","0.80,0.97,0.95,0.10,0.28,0.29,0.62,0.38,1.00,0.12,0.21,0.04","0.04,0.33,0.03,0.00,0.02,0.05,0.31,0.08,0.04,0.02,0.02,0.00",97267,2,8887,POINT (236451.1059999987 901018.2045000009),"354,352"
109850,WINTHROP,Tafts Ave @ Townsend St,"25025180500,25025980101","0.43,0.04","0.16,0.07",50720,2,229,POINT (243636.811499998 901019.3139000013),"713,712"
1264,BOSTON,Columbus Ave @ Amory St,"25025120700,25025120600,25025120500,25025120400,25025081200,25025081100,25025080900,25025081001,25025120301,25025081900,25025081700,25025081500,25025081400,25025081300","0.00,0.20,0.97,0.00,0.95,0.26,0.01,0.03,0.18,0.02,0.13,0.99,0.52,0.83","0.00,0.03,0.10,0.00,0.13,0.06,0.00,0.01,0.06,0.00,0.04,0.16,0.16,0.24",42753,2,4947,POINT (233093.6823000014 896951.9393999986),"22,44,29"
41835,BROOKLINE,Lee St @ Warren St,"25021401200,25021401100,25021400600","0.04,0.39,0.10","0.12,0.82,0.06",163771,3,433,POINT (229834.943400003 896952.3187999986),51
1341,BOSTON,Walnut Ave @ Rockland St,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400,25025081300","0.09,0.04,0.59,0.18,0.09,0.07,0.19,0.45,0.92,1.00,0.68,0.26,0.02","0.03,0.01,0.08,0.03,0.02,0.03,0.04,0.09,0.17,0.31,0.11,0.08,0.01",34193,1,3287,POINT (234210.5217999965 896954.0626999997),44
1338,BOSTON,Walnut Ave @ Rockland St,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400,25025081300","0.10,0.04,0.60,0.18,0.09,0.07,0.18,0.44,0.92,1.00,0.67,0.26,0.02","0.03,0.01,0.08,0.03,0.02,0.04,0.03,0.09,0.17,0.31,0.11,0.08,0.00",34262,1,3281,POINT (234213.7977000028 896960.2294999994),44
8501,NEWTON,Parker St @ Glenwood Ave,"25017374200,25017374000,25017373900,25017373800","0.04,0.03,0.04,0.60","0.04,0.08,0.09,0.78",154204,3,508,POINT (225217.8967999965 896962.2833999991),52
1136,BOSTON,Centre St @ Wyman St,"25025120700,25025120600,25025120500,25025120400,25025981800,25025081200,25025081100,25025120301,25025081400,25025081300","1.00,1.00,1.00,0.24,0.09,1.00,0.66,0.13,0.03,0.36","0.15,0.13,0.11,0.12,0.05,0.14,0.16,0.04,0.01,0.10",64902,2,5963,POINT (232396.1520000026 896966.6251999997),41
85282,NEWTON,Centre St @ Cushing St,"25017374200,25017374100,25017374000,25017373900,25017373800","0.31,0.05,0.05,0.00,0.38","0.31,0.06,0.12,0.00,0.50",147564,3,558,POINT (224618.4147000015 896973.6394999996),52
1156,BOSTON,Centre St @ Sunnyside St,"25025120700,25025120600,25025120500,25025120400,25025981800,25025081200,25025081100,25025081001,25025120301,25025081400,25025081300","0.92,1.00,1.00,0.16,0.04,1.00,0.70,0.01,0.15,0.07,0.54","0.13,0.13,0.11,0.08,0.02,0.14,0.17,0.00,0.05,0.02,0.15",62790,2,6072,POINT (232500.2883000001 896981.4868000001),41
1137,BOSTON,Centre St @ Mozart St,"25025120700,25025120600,25025120500,25025120400,25025981800,25025081200,25025081100,25025081001,25025120301,25025081500,25025081400,25025081300","0.84,0.97,1.00,0.11,0.01,1.00,0.68,0.03,0.16,0.01,0.14,0.64","0.12,0.12,0.11,0.05,0.00,0.14,0.16,0.01,0.05,0.00,0.04,0.18",60457,2,6079,POINT (232586.1074000001 896992.7815999985),41
1574,BOSTON,Blue Hill Ave @ Moreland St,"25025080401,25025080300,25025091400,25025091300,25025090700,25025090600,25025090400,25025080100,25025081900,25025081800,25025081700","0.06,0.96,0.09,0.36,0.00,1.00,0.70,0.35,0.04,0.93,0.46","0.01,0.13,0.01,0.05,0.00,0.15,0.15,0.18,0.01,0.17,0.14",35659,1,3468,POINT (234888.7555000037 897009.0969999991),45
1138,BOSTON,Centre St @ Estrella St,"25025120700,25025120600,25025120500,25025120400,25025081200,25025081100,25025080900,25025081001,25025120301,25025081500,25025081400,25025081300","0.71,0.80,1.00,0.05,1.00,0.53,0.01,0.06,0.16,0.11,0.30,0.75","0.10,0.10,0.11,0.02,0.14,0.13,0.00,0.02,0.05,0.02,0.09,0.21",55357,2,5864,POINT (232725.2365000024 897012.4118999988),41
1155,BOSTON,Centre St @ Bickford St,"25025120700,25025120600,25025120500,25025120400,25025081200,25025081100,25025080900,25025081001,25025120301,25025081500,25025081400,25025081300","0.60,0.72,1.00,0.03,1.00,0.49,0.03,0.06,0.17,0.25,0.35,0.76","0.09,0.09,0.11,0.02,0.14,0.12,0.00,0.02,0.05,0.04,0.11,0.22",53576,2,5775,POINT (232782.7106000036 897012.8416000009),41
1965,BROOKLINE,Boylston St @ Star Market - Service Rd,"25021401200,25021401100,25017373900,25017373600","0.12,0.06,0.01,0.29","0.40,0.13,0.03,0.44",175925,3,486,POINT (227516.2757000029 897013.2980000004),60
11531,BOSTON,Jackson Sq Station @ Orange Line,"25025120700,25025120600,25025120500,25025120400,25025081200,25025081100,25025080900,25025081001,25025120301,25025081700,25025081500,25025081400,25025081300","0.13,0.29,0.97,0.00,1.00,0.38,0.07,0.06,0.14,0.06,0.81,0.54,0.78","0.02,0.04,0.10,0.00,0.14,0.09,0.01,0.02,0.04,0.02,0.13,0.16,0.22",44319,2,5198,POINT (233012.9993000031 897035.1020999998),"44,14,41,22,29"
1984,BROOKLINE,Boylston St @ Hammond St,"25021401200,25021401100,25017373900,25017373600","0.13,0.10,0.00,0.25","0.42,0.20,0.00,0.38",173903,3,463,POINT (227697.123999998 897042.5152999982),60
1540,BROOKLINE,Boylston St @ Hammond St,"25021401200,25021401100,25017373900,25017373600","0.12,0.10,0.00,0.25","0.41,0.20,0.00,0.39",174374,3,457,POINT (227704.0860000029 897060.0188999996),60
300,BOSTON,Dorchester Ave @ Dorset St,"25025981201,25025061101,25025061200,25025061000,25025091001,25025091300,25025091200,25025091100,25025090700,25025090901","0.34,1.00,0.05,0.02,0.06,0.25,0.34,0.40,0.91,0.08","0.13,0.08,0.05,0.00,0.03,0.03,0.05,0.08,0.48,0.05",58745,2,2655,POINT (236530.0667999983 897066.0725999996),18
1172,BOSTON,Washington St @ Dale St,"25025081200,25025080601,25025080401,25025080300,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400,25025081300","0.01,0.18,0.00,0.20,0.01,0.38,0.28,0.99,0.88,0.70,0.42","0.00,0.05,0.00,0.03,0.00,0.08,0.05,0.31,0.15,0.21,0.12",33873,1,3323,POINT (233823.4861000031 897066.5436000004),42
357,BOSTON,Dorchester Ave @ Locust St,"25025981201,25025061101,25025061200,25025061000,25025091001,25025091300,25025091200,25025091100,25025090700,25025090901","0.35,1.00,0.06,0.03,0.06,0.24,0.33,0.39,0.91,0.08","0.13,0.08,0.05,0.00,0.03,0.03,0.05,0.08,0.48,0.04",59098,2,2658,POINT (236529.9601000026 897073.5769000016),18
1181,BOSTON,Washington St @ Oakland St,"25025081200,25025080601,25025080401,25025080300,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400,25025081300","0.00,0.18,0.00,0.22,0.01,0.37,0.29,0.99,0.87,0.70,0.41","0.00,0.05,0.00,0.03,0.00,0.08,0.05,0.31,0.14,0.21,0.12",33869,1,3306,POINT (233831.1525999978 897074.7303000018),42
84887,NEWTON,Centre St @ Clark St,"25017374200,25017374100,25017374000,25017373900,25017373800,25017373700","0.28,0.03,0.03,0.00,0.45,0.01","0.28,0.03,0.09,0.00,0.59,0.01",150630,3,570,POINT (224690.9166999981 897078.8258999996),52
1578,BOSTON,Blue Hill Ave @ Winthrop St,"25025080401,25025080300,25025091400,25025091300,25025090700,25025090600,25025090400,25025080100,25025081900,25025081800,25025081700","0.10,1.00,0.05,0.38,0.02,1.00,0.63,0.43,0.01,0.84,0.40","0.02,0.13,0.01,0.05,0.01,0.15,0.13,0.22,0.00,0.15,0.13",35858,1,3359,POINT (234927.6696000025 897084.9888999984),45
125,BOSTON,Massachusetts Ave @ Clapp St,"25025061101,25025061200,25025091400,25025091300,25025091200,25025091100,25025090700,25025090600,25025090400,25025080100","0.22,0.00,0.17,1.00,0.47,0.04,0.90,0.68,0.09,0.29","0.02,0.00,0.03,0.13,0.07,0.01,0.47,0.10,0.02,0.15",56767,2,2952,POINT (235936.0056999996 897085.5412000008),"8,16"
1575,BOSTON,Blue Hill Ave @ Winthrop St,"25025080401,25025080300,25025091400,25025091300,25025090700,25025090600,25025090400,25025080100,25025081900,25025081800,25025081700","0.11,1.00,0.05,0.38,0.02,1.00,0.62,0.44,0.00,0.84,0.40","0.02,0.13,0.01,0.05,0.01,0.15,0.13,0.22,0.00,0.15,0.12",35847,1,3351,POINT (234930.4597000033 897090.6440999992),45
1339,BOSTON,Walnut Ave @ St Richard St,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400","0.20,0.18,0.79,0.24,0.08,0.11,0.03,0.31,0.84,1.00,0.48,0.26","0.05,0.04,0.10,0.04,0.02,0.05,0.01,0.07,0.15,0.31,0.08,0.08",33731,1,3236,POINT (234284.4287 897092.3946999982),44
2908,BOSTON,Boston St opp Harvest St,"25025981201,25025061101,25025061200,25025091001,25025091300,25025091200,25025091100,25025090700,25025090600,25025080100","0.10,0.99,0.04,0.01,0.74,0.44,0.22,1.00,0.22,0.12","0.04,0.08,0.04,0.01,0.10,0.07,0.05,0.53,0.03,0.06",61350,2,2947,POINT (236242.4620999992 897094.4946999997),"16,17"
133,BOSTON,Massachusetts Ave opp Clapp St,"25025061101,25025061200,25025091400,25025091300,25025091200,25025091100,25025090700,25025090600,25025090400,25025080100","0.21,0.01,0.15,1.00,0.44,0.02,0.89,0.68,0.09,0.31","0.02,0.01,0.02,0.13,0.07,0.01,0.47,0.10,0.02,0.16",57356,2,2908,POINT (235924.0590000004 897102.945700001),"8,16"
6571,BOSTON,S Huntington Ave @ Bynner St,"25021401100,25021401000,25021400900,25025120700,25025120600,25025120500,25025120400,25025981800,25025081200,25025081100,25025120105","0.00,0.43,0.13,1.00,0.91,0.50,0.22,0.30,0.63,0.59,0.02","0.00,0.14,0.02,0.15,0.12,0.05,0.11,0.16,0.09,0.14,0.02",71573,2,4793,POINT (231960.6721000001 897107.3979999982),"37,34,39,21,38,35,36,32"
1498,BOSTON,Dudley St @ Dennis St,"25025080401,25025080300,25025091400,25025091300,25025090700,25025090600,25025090400,25025080100,25025081800,25025081700","0.03,0.90,0.15,0.62,0.12,1.00,0.60,0.54,0.73,0.08","0.01,0.12,0.02,0.08,0.06,0.15,0.12,0.27,0.13,0.03",37716,1,3305,POINT (235126.4742000028 897108.5139000006),"15,41"
1340,BOSTON,Walnut Ave @ Circuit St,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400","0.21,0.21,0.84,0.25,0.08,0.12,0.01,0.28,0.82,1.00,0.43,0.25","0.06,0.05,0.11,0.04,0.02,0.06,0.00,0.06,0.15,0.31,0.07,0.08",33449,1,3212,POINT (234302.5153999999 897114.7503000014),44
1485,BOSTON,Dudley St @ Langdon St,"25025080401,25025080300,25025091400,25025091300,25025090700,25025090600,25025090400,25025080100,25025081800,25025081700","0.04,0.93,0.12,0.59,0.11,1.00,0.58,0.55,0.72,0.09","0.01,0.12,0.02,0.08,0.06,0.15,0.12,0.28,0.13,0.03",37651,1,3262,POINT (235115.5256000012 897125.2872000001),"15,41"
51365,BOSTON,S Huntington Ave @ Bynner St,"25021401100,25021401000,25021400900,25025120700,25025120600,25025120500,25025120400,25025981800,25025081200,25025081100,25025120105,25025081001","0.00,0.44,0.15,1.00,0.88,0.48,0.21,0.29,0.63,0.62,0.02,0.00","0.00,0.14,0.03,0.15,0.11,0.05,0.10,0.16,0.09,0.15,0.02,0.00",70930,2,4781,POINT (231959.7185999975 897127.8125),"37,34,39,21,38,35,36,32"
395,BOSTON,Warren St @ Whiting St,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025082000,25025081900,25025081800,25025081700,25025081500,25025081400","0.19,0.24,0.94,0.36,0.14,0.16,0.00,0.21,0.84,0.99,0.21,0.21","0.05,0.05,0.12,0.05,0.03,0.08,0.00,0.04,0.15,0.31,0.04,0.06",33679,1,3190,POINT (234399.2140000015 897129.0276999995),"10,66,14,19,23,28"
401,BOSTON,Warren St @ Walnut Ave,"25025080601,25025080401,25025080300,25025090600,25025090400,25025080100,25025081900,25025081800,25025081700,25025081500,25025081400","0.19,0.25,0.94,0.35,0.13,0.15,0.21,0.83,1.00,0.23,0.21","0.05,0.05,0.12,0.05,0.03,0.08,0.05,0.15,0.31,0.04,0.06",33560,1,3186,POINT (234386.8642000034 897132.8887000009),"10,66,14,19,23,28"
1173,BOSTON,Washington St opp Cedar St,"25025080601,25025080401,25025080300,25025080100,25025081900,25025081800,25025081700,25025081500,25025081400,25025081300","0.27,0.04,0.37,0.00,0.26,0.34,0.99,0.78,0.74,0.31","0.07,0.01,0.05,0.00,0.06,0.06,0.31,0.13,0.22,0.09",34215,1,3297,POINT (233887.7072999999 897152.5306000002),42
31835,BROOKLINE,Lee St opp Dudley Way,"25021401200,25021401100,25021400600","0.03,0.37,0.25","0.08,0.77,0.15",161506,3,647,POINT (229850.1503000036 897160.1204000004),51
