,Unnamed: 0,STOP_ID,STOP_NAME,TOWN,TOWN_ID,TRACT_ID,income,income_level
59,59,3300,Palmer St opp Roach St,QUINCY,243,417802,26571,0
60,60,61872,Washington St @ Oak St,DEDHAM,73,402102,78281,2
61,61,3356,Adams St @ Washington St,MILTON,189,416400,124961,2
62,62,1617,Opp 67 Crown Point Dr,BOSTON,35,130406,47102,2
63,63,2817,Austin St @ Gordon Ave,BOSTON,35,140107,69599,2
64,64,3393,Adams St @ Pilgrim Rd,MILTON,189,416400,124961,2
65,65,1616,Margaretta Dr @ Crown Point Dr,BOSTON,35,130406,47102,2
66,66,14331,Edgehill Rd @ Hollis St,MILTON,189,416400,124961,2
67,67,1620,Georgetowne Dr @ Margaretta Dr,BOSTON,35,130406,47102,2
68,68,76378,River St @ Webster St,BOSTON,35,140300,45781,2
69,69,1615,Margaretta Dr @ Georgetowne Dr,BOSTON,35,130406,47102,2
70,70,3560,Downer Ave @ Otis St,HINGHAM,131,501102,141902,3
71,71,3595,Otis St @ Downer Ave,HINGHAM,131,501102,141902,3
72,72,16358,River St @ Walter St,BOSTON,35,140300,45781,2
73,73,4378,Edgehill Rd @ Grafton Ave,MILTON,189,416400,124961,2
74,74,3094,Newport Ave @ Furnace Brook Pkwy,QUINCY,243,418101,73326,2
75,75,4331,Edgehill Rd opp Grafton Ave,MILTON,189,416400,124961,2
76,76,3641,River St @ Weymouth Port,WEYMOUTH,336,422800,77781,2
77,77,10833,Dedham Mall @ Stop & Shop,DEDHAM,73,402101,91477,2
78,78,3043,Hancock St @ Butler Rd,QUINCY,243,417701,63189,2
79,79,3358,Adams St @ Granite Pl,MILTON,189,416400,124961,2
80,80,3316,Palmer St @ Brockton Ave,QUINCY,243,417802,26571,0
81,81,3198,Newport Ave @ Furnace Brook Pwky,QUINCY,243,417602,74730,2
82,82,618,Washington St @ Tobin Rd,BOSTON,35,130404,73409,2
83,83,3392,Adams St @ Foster Ln,MILTON,189,416400,124961,2
84,84,3034,Hancock St opp Butler Rd,QUINCY,243,417701,63189,2
85,85,3299,Palmer St opp Brockton Ave,QUINCY,243,417802,26571,0
86,86,6466,Hyde Park Ave @ Clay Street,BOSTON,35,140300,45781,2
87,87,43781,Boulevard St @ Bryant Ave,MILTON,189,416400,124961,2
88,88,4144,Reedsdale Rd @ Central Ave,MILTON,189,416200,107333,2
89,89,619,Washington St @ Meshaka St,BOSTON,35,130406,47102,2
90,90,3359,Adams St @ Church St,MILTON,189,416400,124961,2
91,91,4203,Reedsdale Rd @ Brook Rd,MILTON,189,416101,147422,3
92,92,3391,Adams St @ Mechanic St,MILTON,189,416400,124961,2
93,93,6521,Turtle Pond Pkwy @ Dedham Pkwy,BOSTON,35,140102,83710,2
94,94,8950,Dedham Pkwy @ Turtle Pond Pkwy,BOSTON,35,980700,-666666666,-1
95,95,4409,Brook Rd @ Pleasant St,MILTON,189,416400,124961,2
96,96,4405,Brook Rd @ Reedsdale Rd,MILTON,189,416300,142731,3
97,97,4400,Brook Rd @ Pleasant St,MILTON,189,416400,124961,2
98,98,4410,Brook Rd @ Otis St,MILTON,189,416400,124961,2
99,99,4399,Brook Rd @ Otis St,MILTON,189,416400,124961,2
100,100,3317,Palmer St @ Empire St,QUINCY,243,417802,26571,0
101,101,4404,Brook Rd @ Central Ave,MILTON,189,416300,142731,3
102,102,3298,Palmer St @ Forbush Ave,QUINCY,243,417802,26571,0
103,103,4143,Central Ave @ Brook Rd,MILTON,189,416300,142731,3
104,104,3033,Hancock St @ Furnace Brook Pkwy,QUINCY,243,417701,63189,2
105,105,4401,Brook Rd @ Centre St,MILTON,189,416400,124961,2
106,106,4408,Brook Rd @ Centre St,MILTON,189,416400,124961,2
107,107,6377,River St @ West St,BOSTON,35,140300,45781,2
108,108,6359,River St @ West St,BOSTON,35,140300,45781,2
109,109,3318,Palmer St @ Roanoke St,QUINCY,243,417802,26571,0
110,110,6508,Hyde Park Ave opp Webster St,BOSTON,35,140300,45781,2
111,111,3297,Palmer St @ Chesley Rd,QUINCY,243,417802,26571,0
112,112,3462,Beale St @ Rockwell Ave,QUINCY,243,417100,99191,2
113,113,2785,61 Summer St opp Parrott St,BOSTON,35,140107,69599,2
114,114,3389,Adams St @ Hollis St,MILTON,189,416400,124961,2
115,115,3197,Newport Ave @ Lillian Rd,QUINCY,243,417602,74730,2
116,116,4411,Brook Rd @ Governors Rd,MILTON,189,416400,124961,2
117,117,620,Washington St @ Birchwood St,BOSTON,35,130406,47102,2
118,118,3320,Palmer St opp Oakwood Rd,QUINCY,243,417802,26571,0
119,119,4398,Brook Rd @ Governors Rd,MILTON,189,416400,124961,2
120,120,3295,Palmer St @ Oakwood Rd,QUINCY,243,417802,26571,0
121,121,1614,W Boundary Rd @ Georgetowne Dr,BOSTON,35,980700,-666666666,-1
122,122,2816,Austin St @ Chestnut St,BOSTON,35,140107,69599,2
123,123,1621,W Boundary Rd @ Georgetowne Dr,BOSTON,35,980700,-666666666,-1
124,124,3489,Beale St @ Forbes Hill Rd,QUINCY,243,417100,99191,2
125,125,3321,Palmer St opp Wilgus Rd,QUINCY,243,417802,26571,0
126,126,3360,Granite Ave @ Bassett St,MILTON,189,416400,124961,2
127,127,4362,Brook Rd @ Lincoln St,MILTON,189,416300,142731,3
128,128,3488,Adams St @ Babcock St,MILTON,189,416400,124961,2
129,129,3045,Hancock St opp Carruth St,QUINCY,243,417602,74730,2
130,130,3463,Adams St opp Brook Rd,MILTON,189,416400,124961,2
131,131,4204,Central Ave opp Rustlewood Rd,MILTON,189,416300,142731,3
132,132,3032,Hancock St @ Carruth St,QUINCY,243,417602,74730,2
133,133,4142,Central Ave @ Rustlewood Rd,MILTON,189,416300,142731,3
134,134,3490,Beale St @ Summit Ave,QUINCY,243,417100,99191,2
135,135,3196,Newport Ave @ George Rd,QUINCY,243,417602,74730,2
136,136,3461,385 Beale St opp Summit Ave,QUINCY,243,417100,99191,2
137,137,3373,Gallivan Blvd @ Huron Circle,BOSTON,35,100800,88425,2
138,138,633,Washington St @ Metropolitan Ave,BOSTON,35,110502,97734,2
139,139,8814,Hilltop St @ Hallet St,BOSTON,35,100700,87063,2
140,140,843,Lagrange St @ Dent St,BOSTON,35,130300,118036,2
141,141,845,Lagrange St opp Dent St,BOSTON,35,130300,118036,2
142,142,514,Washington St @ Coolidge Rd,BOSTON,35,100400,54828,2
143,143,604,Washington St @ Metropolitan Ave,BOSTON,35,110502,97734,2
144,144,30751,Newport Ave @ Hancock St,QUINCY,243,417200,73692,2
145,145,48812,Hallet St @ Hilltop St,BOSTON,35,100700,87063,2
146,146,493,Washington St @ Ogden St,BOSTON,35,100400,54828,2
147,147,85566,Baker St @ Amesbury St,BOSTON,35,130100,104829,2
148,148,528,Morton St @ Norfolk St,BOSTON,35,100200,44750,2
149,149,6461,Cummins Hwy @ Brown Ave,BOSTON,35,110403,85227,2
150,150,443,Norfolk St @ Morton St,BOSTON,35,100200,44750,2
151,151,541,Morton St @ Norfolk St,BOSTON,35,100200,44750,2
152,152,3131,E Squantum St @ Appleton St,QUINCY,243,417502,82300,2
153,153,6432,Cummins Hwy @ Brown Ave,BOSTON,35,110403,85227,2
154,154,33761,Gallivan Blvd opp Carruth St,BOSTON,35,100800,88425,2
155,155,810,Opp 2000 Centre St,BOSTON,35,130300,118036,2
156,156,5260,Park St @ Gilmore Terr,BOSTON,35,130300,118036,2
157,157,3372,Gallivan Blvd @ Carruth St,BOSTON,35,100800,88425,2
158,158,8393,Baker St @ Rumford Rd,BOSTON,35,130100,104829,2
159,159,5212,230 Park St opp Gilmore Terr,BOSTON,35,130300,118036,2
160,160,3162,E Squantum St @ Holyoke St,QUINCY,243,417501,86071,2
161,161,515,Washington St @ Fuller St,BOSTON,35,100400,54828,2
162,162,10633,Washington St @ Rosecliff St,BOSTON,35,110502,97734,2
163,163,30631,Hancock St @ Neponset River Bridge,QUINCY,243,417200,73692,2
164,164,534,Dorchester Ave @ Van Winkle St,BOSTON,35,100800,88425,2
165,165,3377,Gallivan Blvd @ Adams St,BOSTON,35,100800,88425,2
166,166,10603,Washington St @ Durnell Ave,BOSTON,35,110502,97734,2
167,167,492,Washington St @ Fuller St,BOSTON,35,100400,54828,2
168,168,536,Dorchester Ave @ Hurlcroft Ave,BOSTON,35,100800,88425,2
169,169,842,Lagrange St @ Westmount Ave,BOSTON,35,130200,109034,2
170,170,445,Norfolk St @ Morton St,BOSTON,35,100200,44750,2
171,171,3371,Gallivan Blvd @ Frederika St,BOSTON,35,100700,87063,2
172,172,1730,Blue Hill Ave @ Woolson St,BOSTON,35,101102,46821,2
173,173,846,Lagrange St @ Westmount Ave,BOSTON,35,130200,109034,2
174,174,6479,510 Hyde Park Ave,BOSTON,35,110201,42260,2
175,175,46500,American Legion Hwy @ Mt Hope St,BOSTON,35,110301,74087,2
176,176,1713,Blue Hill Ave @ Goodale Rd,BOSTON,35,101101,53523,2
177,177,61852,Highland Ave @ May St,NEEDHAM,199,457200,158818,3
178,178,82437,Highland Ave @ May St,NEEDHAM,199,457200,158818,3
179,179,33691,Granite Ave @ Gallivan Blvd,BOSTON,35,100700,87063,2
180,180,3378,Granite Ave @ Gallivan Blvd,BOSTON,35,100700,87063,2
181,181,38812,Hallet St @ Florian Hall,BOSTON,35,100700,87063,2
182,182,38814,55 Hallet St opp Florian Hall,BOSTON,35,100700,87063,2
183,183,3370,Gallivan Blvd @ Kenmere Rd,BOSTON,35,100800,88425,2
184,184,441,Norfolk St @ Willowwood St,BOSTON,35,100200,44750,2
185,185,6462,Cummins Hwy @ Sherwood St,BOSTON,35,110401,57875,2
186,186,527,Morton St @ Wildwood St,BOSTON,35,100200,44750,2
187,187,782,Centre St Opp Mt Vernon St,BOSTON,35,130300,118036,2
188,188,6431,93 Cummins Hwy opp Sherwood St,BOSTON,35,110401,57875,2
189,189,542,Morton St @ Wildwood St,BOSTON,35,100200,44750,2
190,190,13378,Adams St @ Gallivan Blvd,BOSTON,35,100700,87063,2
191,191,3078,Gallivan Blvd @ Ross Rd,BOSTON,35,100700,87063,2
192,192,76495,515 Hyde Park Ave,BOSTON,35,110201,42260,2
193,193,8394,Baker St @ Varick Rd,BOSTON,35,130100,104829,2
194,194,85565,Baker St opp Varick Rd,BOSTON,35,130100,104829,2
195,195,634,Washington St @ Albano St,BOSTON,35,110502,97734,2
196,196,491,Washington St @ Stockton St,BOSTON,35,100400,54828,2
197,197,603,Washington St @ Albano St,BOSTON,35,110502,97734,2
198,198,5259,101 Anawan Ave opp Allenwood St,BOSTON,35,130300,118036,2
199,199,33077,Gallivan Blvd @ Woodfield St,BOSTON,35,100700,87063,2
200,200,5213,Anawan Ave @ Allenwood St,BOSTON,35,130300,118036,2
201,201,516,Washington St @ Burt St,BOSTON,35,100400,54828,2
202,202,440,Norfolk St opp Nelson St,BOSTON,35,100300,51736,2
203,203,4058,North St @ N Main St,RANDOLPH,244,420301,63333,2
204,204,4277,N Main St opp Memorial Pkwy,RANDOLPH,244,420301,63333,2
205,205,26625,Main St @ Gay Ave,WALPOLE,307,411301,131107,3
206,206,26634,283 Main St,WALPOLE,307,411301,131107,3
207,207,4191,N Main St opp Short St,RANDOLPH,244,420301,63333,2
208,208,4057,North St @ Short St,RANDOLPH,244,420301,63333,2
209,209,40618,67 Washington St,WALPOLE,307,411200,119323,2
210,210,3905,N Franklin St @ Damon Ave,HOLBROOK,133,421200,70431,2
211,211,3893,N Franklin St opp Damon Ave,HOLBROOK,133,421200,70431,2
212,212,45618,Opp 67 Washington St,WALPOLE,307,411200,119323,2
213,213,4190,N Main St @ DiAuto Dr,RANDOLPH,244,420302,74141,2
214,214,14056,88 North St,RANDOLPH,244,420301,63333,2
215,215,4063,81 North St,RANDOLPH,244,420301,63333,2
216,216,111667,Washington St from Pequit St to Chapman St (FLAG),CANTON,50,415101,130242,3
217,217,111796,Washington St from Chapman St to Lewis St (FLAG),CANTON,50,415101,130242,3
218,218,26635,Main St @ Mylod St,WALPOLE,307,411301,131107,3
219,219,4278,N Main St opp Warren St,RANDOLPH,244,420301,63333,2
220,220,26624,Opp 177 Main St @ New Pond Village,WALPOLE,307,411301,131107,3
221,221,4189,N Main St @ Warren St,RANDOLPH,244,420301,63333,2
222,222,4061,North St @ Mill St,RANDOLPH,244,420301,63333,2
223,223,3906,N Franklin St opp Rose Way,HOLBROOK,133,421200,70431,2
224,224,4056,North St @ Cottage St,RANDOLPH,244,420301,63333,2
225,225,3892,N Franklin St @ Rose Way,HOLBROOK,133,421200,70431,2
226,226,61847,Opp 9 Washington St - Norwood Line,WALPOLE,307,411200,119323,2
227,227,39618,9 Washington St - Walpole Line,WALPOLE,307,411200,119323,2
228,228,4188,N Main St @ Depot St,RANDOLPH,244,420301,63333,2
229,229,4279,N Main St @ Credit Union Way,RANDOLPH,244,420301,63333,2
230,230,38618,1407 Washington St @ DPW Yard,NORWOOD,220,413500,90455,2
231,231,46618,Washington St opp Rockhill St,NORWOOD,220,413500,90455,2
232,232,3907,N Franklin St @ Johns Ave,HOLBROOK,133,421200,70431,2
233,233,37618,1375 Washington St opp Jacobs Rd,NORWOOD,220,413500,90455,2
234,234,47618,Washington St @ Jacobs Rd,NORWOOD,220,413500,90455,2
235,235,4187,307 N Main St,RANDOLPH,244,420301,63333,2
236,236,4064,203 North St,RANDOLPH,244,420301,63333,2
237,237,3891,N Franklin St @ W Division St,HOLBROOK,133,421200,70431,2
238,238,4280,N Main St @ Pleasant St,RANDOLPH,244,420301,63333,2
239,239,4055,168 North St,RANDOLPH,244,420301,63333,2
240,240,4186,N Main St @ West St,RANDOLPH,244,420301,63333,2
241,241,4281,N Main St @ Park St,RANDOLPH,244,420301,63333,2
242,242,48618,Washington St opp Mylod St,NORWOOD,220,413500,90455,2
243,243,111678,Washington St - Pleasant St to Pecunit St (FLAG),CANTON,50,415300,136607,3
244,244,26622,Walpole St @ Olde Derby Rd,NORWOOD,220,413402,90547,2
245,245,26637,508 Walpole St opp Old Derby Rd,NORWOOD,220,413402,90547,2
246,246,111787,Washington St - Pecunit St to Pleasant St (FLAG),CANTON,50,415300,136607,3
247,247,33618,Washington St @ Austin St,NORWOOD,220,413500,90455,2
248,248,4286,571 N Main St,RANDOLPH,244,420201,79265,2
249,249,13828,Opp 85 Columbian St,WEYMOUTH,336,422200,77769,2
250,250,4069,455 North St opp Dyer Ave,RANDOLPH,244,420100,82632,2
251,251,4181,564 N Main St,RANDOLPH,244,420201,79265,2
252,252,4049,North St @ Dyer Ave,RANDOLPH,244,420100,82632,2
253,253,3912,Washington St opp Foster Rd,BRAINTREE,40,419600,100827,2
254,254,3886,Washington St @ Foster Rd,BRAINTREE,40,419600,100827,2
255,255,4070,North St opp McAuliffe Rd,RANDOLPH,244,420100,82632,2
256,256,61851,Washington St @ Saint George Ave,NORWOOD,220,413500,90455,2
257,257,4048,North St @ McAuliffe Rd,RANDOLPH,244,420100,82632,2
258,258,32638,Washington St @ Weld Ave,NORWOOD,220,413500,90455,2
259,259,14180,618 N Main St opp Vesey Rd,RANDOLPH,244,420201,79265,2
260,260,4180,Opp 641 N Main St,RANDOLPH,244,420201,79265,2
261,261,4288,641 N Main St,RANDOLPH,244,420201,79265,2
262,262,4071,North St @ Teed Dr,RANDOLPH,244,420100,82632,2
263,263,3913,Washington St @ Hill View Rd,BRAINTREE,40,419600,100827,2
264,264,4047,North St @ McDevitt Rd,RANDOLPH,244,420100,82632,2
265,265,3885,Washington St @ Hill View Rd,BRAINTREE,40,419600,100827,2
266,266,52618,Washington St @ Heaton Ave,NORWOOD,220,413500,90455,2
267,267,26621,445 Walpole St @ Wilson St,NORWOOD,220,413402,90547,2
268,268,32628,Washington St @ Oolah Ave,NORWOOD,220,413500,90455,2
269,269,13832,780 Main St,WEYMOUTH,336,422200,77769,2
270,270,26638,Opp 445 Walpole St @ Victory Plaza,NORWOOD,220,413402,90547,2
271,271,13827,Main St @ Adams Place,WEYMOUTH,336,422100,100245,2
272,272,4046,North St @ Pictun Rd,RANDOLPH,244,420100,82632,2
273,273,3884,Washington St @ Plymouth Rd,BRAINTREE,40,419600,100827,2
274,274,53618,Washington St @ Dean St,NORWOOD,220,413500,90455,2
275,275,4072,North St @ Canessa St,RANDOLPH,244,420100,82632,2
276,276,31628,Washington St opp Dean St,NORWOOD,220,413100,92260,2
277,277,23832,Main St @ Park Ave,WEYMOUTH,336,422301,110529,2
278,278,4289,721 N Main St,RANDOLPH,244,420201,79265,2
279,279,23826,Main St @ Bayley Terrace,WEYMOUTH,336,422301,110529,2
280,280,4179,Opp 683 N Main St,RANDOLPH,244,420100,82632,2
281,281,3883,Washington St opp Mass Ave,BRAINTREE,40,419600,100827,2
282,282,54618,Washington St @ Lenox St,NORWOOD,220,413100,92260,2
283,283,3915,Washington St @ Park Ave,BRAINTREE,40,419600,100827,2
284,284,4073,North St opp Brewster Rd,RANDOLPH,244,420100,82632,2
285,285,4045,North St @ Brewster Rd,RANDOLPH,244,420100,82632,2
286,286,26620,Walpole St opp Hillshire Ln,NORWOOD,220,413402,90547,2
287,287,26639,Walpole St @ Hillshire Ln,NORWOOD,220,413402,90547,2
288,288,3916,Washington St @ Bellevue Ave,BRAINTREE,40,419600,100827,2
289,289,4178,opp 721 N Main St,RANDOLPH,244,420201,79265,2
290,290,3882,Washington St opp Bellevue Ave,BRAINTREE,40,419600,100827,2
291,291,4074,North St opp Scannel Rd,RANDOLPH,244,420100,82632,2
292,292,31618,929 Washington St,NORWOOD,220,413401,88030,2
293,293,4044,North St @ Scannel Rd,RANDOLPH,244,420100,82632,2
294,294,4290,N Main St @ Francis Dr,RANDOLPH,244,420201,79265,2
295,295,4177,800 N Main St,RANDOLPH,244,420201,79265,2
296,296,30618,Washington St @ Walnut St,NORWOOD,220,413401,88030,2
297,297,55618,930 Washington St opp Walnut Ave,NORWOOD,220,413401,88030,2
298,298,13826,Opp 650 Main St,WEYMOUTH,336,422302,82981,2
299,299,13833,650 Main St,WEYMOUTH,336,422302,82981,2
300,300,4291,N Main St @ Oak St,RANDOLPH,244,420201,79265,2
301,301,4175,N Main St @ Chestnut St,RANDOLPH,244,420201,79265,2
302,302,111685,Washington St - Pecunit St to Turnpike St (FLAG),CANTON,50,415300,136607,3
303,303,111781,Washington St - Turnpike St to Pecunit St (FLAG),CANTON,50,415300,136607,3
304,304,3917,Washington St @ Peach St,BRAINTREE,40,419600,100827,2
305,305,3881,Washington St opp Peach St,BRAINTREE,40,419700,97841,2
306,306,29618,863 Washington St @ Douglas Ave,NORWOOD,220,413401,88030,2
307,307,4075,North St @ Randolph Rd,RANDOLPH,244,420100,82632,2
308,308,26619,Walpole St @ Elliot St,NORWOOD,220,413401,88030,2
309,309,26640,Walpole St @ Brookfield Rd,NORWOOD,220,413401,88030,2
310,310,4043,North St @ Oak St,RANDOLPH,244,420100,82632,2
311,311,56618,Washington St @ East Hoyle St,NORWOOD,220,413401,88030,2
312,312,13834,Opp 561 Main St,WEYMOUTH,336,422301,110529,2
313,313,13825,561 Main St,WEYMOUTH,336,422301,110529,2
314,314,4292,901 N Main St,RANDOLPH,244,420202,70855,2
315,315,4076,North St opp Broad St,RANDOLPH,244,420100,82632,2
316,316,4042,North St @ Broad St,RANDOLPH,244,420100,82632,2
317,317,4174,N Main St @ Gordon St,RANDOLPH,244,420202,70855,2
318,318,28618,785 Washington St @ Norwood Hospital,NORWOOD,220,413401,88030,2
319,319,57618,Washington St @ Norwood Hospital,NORWOOD,220,413401,88030,2
320,320,4293,969 N Main St,RANDOLPH,244,420100,82632,2
321,321,4077,North St opp Isabell Circle,RANDOLPH,244,420100,82632,2
322,322,4041,North St @ Isabell Circle,RANDOLPH,244,420100,82632,2
323,323,4173,N Main St @ Intervale Terr,RANDOLPH,244,420202,70855,2
324,324,3879,Washington St opp Hancock St,BRAINTREE,40,419700,97841,2
325,325,3918,Washington St opp Braxton St,BRAINTREE,40,419700,97841,2
326,326,13824,Middle St opp Mediterranean Dr,WEYMOUTH,336,422302,82981,2
327,327,13835,Middle St @ Mediterranean Dr,WEYMOUTH,336,422302,82981,2
328,328,4294,N Main St opp Intervale Terr,RANDOLPH,244,420202,70855,2
329,329,27618,Washington St @ Guild St,NORWOOD,220,413401,88030,2
330,330,61857,Washington St @ Guild St,NORWOOD,220,413401,88030,2
331,331,4078,North St opp Maitland Ave,RANDOLPH,244,420100,82632,2
332,332,38771,355 Hancock St,BRAINTREE,40,419700,97841,2
333,333,4040,North St @ Maitland Ave,RANDOLPH,244,420100,82632,2
334,334,23823,Middle St opp Rockaway Ave,WEYMOUTH,336,422302,82981,2
335,335,23835,Middle St @ Rockaway Ave,WEYMOUTH,336,422302,82981,2
336,336,4172,1034 N Main St,RANDOLPH,244,420202,70855,2
337,337,42951,Opp 1048 N Main St,RANDOLPH,244,420202,70855,2
338,338,10618,Washington St @ Sumner St,DEDHAM,73,402101,91477,2
339,339,4379,Adams St @ Robertson St,QUINCY,243,418200,91486,2
340,340,6357,River St @ McGrath Way,BOSTON,35,140300,45781,2
341,341,12783,Gordon Ave @ Summer St,BOSTON,35,140107,69599,2
342,342,3559,Downer Ave @ Governor Long Rd,HINGHAM,131,501102,141902,3
343,343,38815,Gallivan Blvd @ Hallet St,BOSTON,35,100700,87063,2
344,344,1731,Blue Hill Ave @ Morton St,BOSTON,35,101102,46821,2
345,345,3133,E Squantum St @ Atlantic St,QUINCY,243,417501,86071,2
346,346,11712,Blue Hill Ave @ Morton St,BOSTON,35,101101,53523,2
347,347,10426,American Legion Hwy @ Army Reserve,BOSTON,35,110301,74087,2
348,348,526,Morton St @ Blue Hill Ave,BOSTON,35,101102,46821,2
349,349,439,247 Norfolk St opp Capen St,BOSTON,35,100300,51736,2
350,350,447,Norfolk St @ Capen St,BOSTON,35,100300,51736,2
351,351,6430,Cummins Hwy. @ Sycamore St.,BOSTON,35,110401,57875,2
352,352,853,Vermont St @ Baker St,BOSTON,35,130100,104829,2
353,353,334,Ashmont Station,BOSTON,35,100800,88425,2
354,354,6463,Cummins Hwy @ Sycamore St,BOSTON,35,110401,57875,2
355,355,3160,E Squantun St @ Atlantic St,QUINCY,243,417502,82300,2
356,356,840,Lagrange St @ Pender St,BOSTON,35,130200,109034,2
357,357,848,Lagrange St opp Pender St,BOSTON,35,130200,109034,2
358,358,543,Morton St @ Blue Hill Ave,BOSTON,35,100100,29483,0
359,359,490,Washington St @ Armandine St,BOSTON,35,100500,46741,2
360,360,10422,American Legion Hwy opp Shopping Center,BOSTON,35,110301,74087,2
361,361,81438,Highland Ave @ Oakland Ave,NEEDHAM,199,457200,158818,3
362,362,517,Washington St opp Armandine St,BOSTON,35,100500,46741,2
363,363,4062,North St @ Seton Way,RANDOLPH,244,420301,63333,2
364,364,4054,North St opp Seton Way,RANDOLPH,244,420301,63333,2
365,365,39081,Washington St @ Water St,BRAINTREE,40,419600,100827,2
366,366,3890,Washington St @ Roosevelt St,BRAINTREE,40,419600,100827,2
367,367,4282,N Main St @ Roel St,RANDOLPH,244,420301,63333,2
368,368,4185,N Main St opp Roel St,RANDOLPH,244,420301,63333,2
369,369,61848,Washington St @ Morse St,NORWOOD,220,413500,90455,2
370,370,36618,1297 Washington St opp. Morse St.,NORWOOD,220,413500,90455,2
