,GEO_ID,public_transport,walking,other,total_employed,impacted_pop
770,25017358400,284,95,83,2550,462
771,25017358500,122,33,93,2556,248
772,25017358600,339,140,51,3140,530
773,25017358700,114,30,53,2471,197
774,25017359100,109,28,38,3350,175
775,25017359300,49,88,60,3691,197
776,25017360100,20,31,8,352,59
777,25017360200,284,53,33,2341,370
778,25017361100,219,59,31,2386,309
779,25017361200,299,16,125,2779,440
780,25017361300,104,120,70,3011,294
781,25017362100,71,21,19,2438,111
782,25017363102,243,59,0,3542,302
783,25017363103,55,49,10,1679,114
784,25017363104,272,27,29,3455,328
785,25017363201,181,1,14,1611,196
786,25017363202,121,11,0,2022,132
787,25017364101,63,32,21,3311,116
788,25017364102,95,0,0,2888,95
789,25017365100,167,0,11,3801,178
790,25017365201,148,0,38,3104,186
791,25017365202,61,44,0,2172,105
792,25017366100,69,4,19,2581,92
793,25017366201,139,53,18,1954,210
794,25017366202,131,37,33,2539,201
795,25017367100,118,17,38,1935,173
796,25017367200,172,171,6,3057,349
797,25017368101,257,0,59,3519,316
798,25017368102,58,0,52,2259,110
799,25017368200,153,99,26,2610,278
800,25017368300,262,194,25,3424,481
801,25017368400,282,1093,87,4535,1462
802,25017368500,195,206,18,1819,419
803,25017368600,304,203,23,3509,530
804,25017368700,209,99,1,1758,309
805,25017368800,269,138,83,2943,490
806,25017368901,83,531,26,3550,640
807,25017368902,221,248,93,2536,562
808,25017369000,49,34,13,760,96
809,25017369100,155,24,42,3171,221
810,25017370101,615,127,131,4203,873
811,25017370102,825,104,187,5564,1116
812,25017370201,344,33,188,2332,565
813,25017370202,282,35,80,2717,397
814,25017370300,749,110,145,3381,1004
815,25017370400,599,109,181,3584,889
816,25017373100,379,59,33,2762,471
817,25017373200,326,155,40,2960,521
818,25017373300,391,45,47,1711,483
819,25017373400,213,83,0,1826,296
820,25017373500,250,197,37,2613,484
821,25017373600,266,963,56,2703,1285
822,25017373700,121,0,49,2016,170
823,25017373800,547,174,30,3114,751
824,25017373900,296,31,0,3065,327
825,25017374000,253,208,67,2701,528
826,25017374100,410,83,7,2739,500
827,25017374200,572,69,74,2383,715
828,25017374300,255,84,15,1932,354
829,25017374400,244,11,63,2630,318
830,25017374500,178,119,63,2336,360
831,25017374600,336,42,58,3160,436
832,25017374700,321,46,37,2716,404
833,25017374800,307,464,54,2605,825
834,25017382100,173,26,25,2659,224
835,25017382200,294,97,57,3218,448
836,25017382300,237,63,18,3154,318
837,25017382400,184,9,63,2853,256
838,25017382500,187,43,63,2805,293
839,25017382601,409,8,9,2939,426
840,25017382602,278,72,7,2249,357
841,25017383101,54,184,286,2132,524
842,25017383102,61,64,129,2811,254
843,25017383200,135,84,67,3713,286
844,25017383300,102,20,91,1774,213
845,25017383400,261,268,168,3631,697
846,25017383501,135,39,42,2621,216
847,25017383502,174,324,35,2136,533
848,25017383600,122,260,123,3755,505
849,25017383700,68,19,11,3401,98
850,25017383800,181,0,52,3350,233
851,25017383901,95,0,56,4366,151
852,25017383902,136,9,22,3120,167
853,25017384001,23,5,0,844,28
854,25017384002,117,0,25,3227,142
855,25017385100,277,55,15,4080,347
856,25017385201,50,0,27,1442,77
857,25017385202,438,0,15,4648,453
858,25017386100,225,31,30,2259,286
859,25017387100,79,9,35,2390,123
860,25017387201,198,34,0,3300,232
861,25017387202,79,12,22,2284,113
862,25017388100,212,76,49,3222,337
863,25017388200,161,52,24,3120,237
864,25017388300,107,488,62,2134,657
865,25017980000,0,0,0,0,0
866,25019950100,0,52,9,750,61
867,25019950200,0,483,174,3354,657
868,25019950307,13,0,15,291,28
869,25019950400,0,78,0,1539,78
870,25019950500,20,33,10,537,63
871,25019990000,0,0,0,0,0
872,25021400100,1076,945,82,3119,2103
873,25021400200,853,788,330,3169,1971
874,25021400300,669,529,253,2797,1451
875,25021400400,1053,479,148,3087,1680
876,25021400500,1445,332,251,3556,2028
877,25021400600,1280,96,181,3268,1557
878,25021400700,630,272,250,2003,1152
879,25021400800,884,773,332,2952,1989
880,25021400900,709,683,122,2230,1514
881,25021401000,532,185,201,1811,918
882,25021401100,291,253,106,1920,650
883,25021401200,372,163,60,3047,595
884,25021402101,136,47,9,2064,192
885,25021402102,282,198,97,2540,577
886,25021402200,104,30,28,1389,162
887,25021402300,288,10,0,2344,298
888,25021402400,504,60,36,3590,600
889,25021402500,188,65,40,1595,293
890,25021403100,462,70,31,3351,563
891,25021403300,260,38,0,2036,298
892,25021403400,317,199,74,3222,590
893,25021403500,325,59,49,3256,433
894,25021404100,196,52,24,1821,272
895,25021404201,200,6,26,1333,232
896,25021404202,181,425,1,2184,607
897,25021404301,235,33,35,2450,303
898,25021404302,278,0,7,1851,285
899,25021404400,234,910,71,3088,1215
900,25021405100,245,102,11,2688,358
901,25021406101,257,47,27,2872,331
902,25021406102,297,37,18,3203,352
903,25021407100,173,54,75,4295,302
904,25021408101,204,24,23,4551,251
905,25021408102,110,54,23,3059,187
906,25021409101,246,12,0,2201,258
907,25021409102,278,46,20,2854,344
908,25021410100,223,21,16,3428,260
909,25021410300,284,20,0,2388,304
910,25021410400,82,14,15,3358,111
911,25021411100,489,29,55,4427,573
912,25021411200,454,81,55,3873,590
913,25021411301,238,0,28,2536,266
914,25021411302,146,73,48,1921,267
915,25021412100,525,13,0,3352,538
916,25021412200,289,29,22,1718,340
917,25021412300,492,59,8,2652,559
918,25021413100,282,11,16,2875,309
919,25021413200,337,258,16,3373,611
920,25021413300,355,20,35,2967,410
921,25021413401,256,54,56,1819,366
922,25021413402,282,19,42,2635,343
923,25021413500,165,73,23,2869,261
924,25021414100,568,17,0,3137,585
925,25021414200,708,0,0,3888,708
926,25021414300,478,53,7,2642,538
927,25021415101,453,6,33,2539,492
928,25021415102,563,116,0,4538,679
929,25021415200,249,0,0,3128,249
930,25021415300,322,0,0,2068,322
931,25021416101,262,154,8,2705,424
932,25021416102,129,309,19,1922,457
933,25021416200,466,171,54,3948,691
934,25021416300,492,41,65,2552,598
935,25021416400,400,13,31,2887,444
936,25021417100,899,80,23,3029,1002
937,25021417200,1582,337,47,4845,1966
938,25021417300,463,18,9,1598,490
939,25021417400,142,9,12,1331,163
940,25021417501,845,104,21,2931,970
941,25021417502,1120,45,34,3184,1199
942,25021417601,785,247,11,2792,1043
943,25021417602,758,103,60,2694,921
944,25021417701,1355,34,30,2930,1419
945,25021417702,337,101,52,1484,490
946,25021417801,365,24,11,2890,400
947,25021417802,192,0,10,1444,202
948,25021417901,968,210,61,3405,1239
949,25021417902,593,140,9,2161,742
950,25021418002,1277,33,111,4343,1421
951,25021418003,282,6,39,1824,327
952,25021418004,682,40,13,2614,735
953,25021418101,823,68,44,2562,935
954,25021418102,418,44,80,1978,542
955,25021418200,615,93,268,3840,976
956,25021419100,559,51,0,3338,610
957,25021419200,316,23,41,2689,380
958,25021419300,386,28,26,2207,440
959,25021419400,172,20,36,1726,228
960,25021419500,189,16,18,1545,223
961,25021419600,449,0,37,3604,486
962,25021419700,375,22,58,2262,455
963,25021419800,255,60,59,2280,374
964,25021420100,414,45,0,4469,459
965,25021420201,319,2,19,2015,340
966,25021420202,373,1,32,3637,406
967,25021420301,201,114,95,3396,410
968,25021420302,436,27,0,4397,463
969,25021421100,486,0,16,2534,502
970,25021421200,339,31,21,2955,391
971,25021422100,183,70,0,3146,253
972,25021422200,294,33,17,4217,344
973,25021422301,153,0,24,1763,177
974,25021422302,280,81,57,4192,418
975,25021422400,306,124,27,3930,457
976,25021422501,264,50,44,2741,358
977,25021422502,250,137,15,2962,402
978,25021422600,392,21,0,4057,413
979,25021422700,302,44,0,2033,346
980,25021422800,255,19,0,2334,274
981,25021423100,805,21,37,3922,863
982,25021440100,120,13,113,5188,246
983,25021441202,100,0,18,1616,118
984,25021441203,101,0,12,2010,113
985,25021441204,253,16,34,2598,303
986,25021442101,186,189,13,3110,388
987,25021442102,219,41,44,4397,304
988,25021442103,206,7,0,3817,213
989,25021442201,171,38,43,2301,252
990,25021442202,216,49,73,4405,338
991,25021443101,19,91,112,4413,222
992,25021443102,214,112,52,5639,378
993,25021456101,145,0,18,2214,163
994,25021456102,261,121,20,2830,402
995,25021456200,98,48,46,2407,192
996,25021456301,116,40,6,954,162
997,25021456302,174,69,21,2794,264
998,25021456401,181,37,0,1529,218
999,25021456402,232,16,11,3015,259
1000,25021457100,177,31,0,2569,208
1001,25021457200,344,52,46,3012,442
1002,25023500101,297,62,21,2342,380
1003,25023500103,97,0,0,1109,97
1004,25023500104,304,63,26,2470,393
1005,25023501101,243,10,28,1584,281
1006,25023501102,875,68,0,4321,943
1007,25023501201,332,0,14,1841,346
1008,25023501202,573,0,19,2897,592
1009,25023502101,146,28,113,3746,287
1010,25023502102,197,0,0,3141,197
1011,25023502200,156,9,1,3092,166
1012,25023503101,257,0,0,3729,257
1013,25023503102,156,38,33,3564,227
1014,25023504101,212,42,24,2738,278
1015,25023504102,290,22,31,2837,343
1016,25023505101,262,35,82,3507,379
1017,25023505102,354,33,10,2609,397
1018,25023505200,324,126,15,3477,465
1019,25023506101,261,0,33,3758,294
1020,25023506102,129,68,13,3000,210
1021,25023506202,34,22,0,1266,56
1022,25023506203,50,0,36,2706,86
1023,25023506204,74,43,0,2534,117
1024,25023507101,104,26,7,2589,137
1025,25023507103,169,35,17,2024,221
1026,25023507104,112,37,17,2607,166
1027,25023508101,71,15,0,3973,86
1028,25023508102,135,9,0,3015,144
1029,25023508200,174,100,0,3363,274
1030,25023509101,125,0,46,3889,171
1031,25023509102,85,0,48,3177,133
1032,25023510100,193,0,32,2641,225
1033,25023510200,213,0,14,3375,227
1034,25023510300,296,11,0,1988,307
1035,25023510400,193,45,107,1677,345
1036,25023510501,160,39,23,1565,222
1037,25023510502,303,153,74,2694,530
1038,25023510503,0,71,61,1955,132
1039,25023510600,124,27,0,1589,151
1040,25023510700,106,16,12,2774,134
1041,25023510800,252,72,184,3424,508
1042,25023510900,62,69,11,663,142
1043,25023511000,74,11,68,1349,153
1044,25023511100,190,72,82,3070,344
1045,25023511200,189,92,98,2413,379
1046,25023511301,168,89,78,2388,335
1047,25023511302,109,24,11,1348,144
1048,25023511400,76,24,82,1870,182
1049,25023511500,175,34,173,2543,382
1050,25023511600,109,197,16,3506,322
1051,25023511701,87,0,13,2377,100
1052,25023511702,66,30,0,1254,96
1053,25023520100,614,0,19,3816,633
1054,25023520201,129,0,67,2454,196
1055,25023520202,300,0,0,3379,300
1056,25023521101,96,81,0,2544,177
1057,25023521102,78,50,0,1863,128
1058,25023521201,54,84,11,1892,149
1059,25023521202,69,14,0,2034,83
1060,25023522101,141,0,102,2727,243
1061,25023522102,212,21,34,3485,267
1062,25023523100,22,14,0,1742,36
1063,25023523201,55,11,5,1783,71
1064,25023523202,232,0,62,3872,294
1065,25023524101,67,0,8,1661,75
1066,25023524102,85,90,35,2043,210
1067,25023525101,87,206,12,4011,305
1068,25023525104,170,57,16,3485,243
1069,25023525203,127,20,48,2712,195
1070,25023525204,105,6,14,2530,125
1071,25023525300,0,0,0,0,0
1072,25023526100,197,32,0,4441,229
1073,25023530100,81,101,0,1893,182
1074,25023530200,194,48,57,1955,299
1075,25023530300,50,183,14,2319,247
1076,25023530400,73,0,27,3246,100
1077,25023530500,139,15,64,2674,218
1078,25023530600,102,21,0,3156,123
1079,25023530700,165,46,33,2408,244
1080,25023530801,141,19,99,3168,259
1081,25023530802,88,14,37,2517,139
1082,25023530901,67,0,28,4779,95
1083,25023530902,79,0,16,2475,95
1084,25023540101,100,7,42,2068,149
1085,25023540102,51,0,5,1398,56
1086,25023540103,65,0,20,2822,85
1087,25023541100,16,58,68,2755,142
1088,25023542101,130,0,29,4479,159
1089,25023542102,41,29,0,1382,70
1090,25023542200,35,0,49,3204,84
1091,25023542300,67,53,0,3787,120
1092,25023543100,67,8,6,1549,81
1093,25023544100,20,10,38,2982,68
1094,25023544200,12,49,15,2743,76
1095,25023545100,28,0,79,3535,107
1096,25023545200,44,87,85,3369,216
1097,25023545300,0,21,0,2094,21
1098,25023545400,47,0,0,2646,47
1099,25023560100,43,15,34,3453,92
1100,25023561100,83,21,0,2152,104
1101,25023561200,32,470,7,1833,509
1102,25023990003,0,0,0,0,0
1103,25025000100,727,222,183,3179,1132
1104,25025000201,716,57,115,2842,888
1105,25025000202,642,48,69,2440,759
1106,25025000301,656,74,23,1988,753
1107,25025000302,434,86,67,2115,587
1108,25025000401,1334,135,219,3681,1688
1109,25025000402,634,191,45,2110,870
1110,25025000502,1023,1049,94,3228,2166
1111,25025000503,627,165,46,1481,838
1112,25025000504,1239,221,160,2937,1620
1113,25025000601,643,190,109,2837,942
1114,25025000602,1079,266,229,2467,1574
1115,25025000701,1563,155,396,3554,2114
1116,25025000703,504,219,60,1149,783
1117,25025000704,1412,532,312,3199,2256
1118,25025000802,1561,552,326,4165,2439
1119,25025000803,423,1265,49,2051,1737
1120,25025010103,220,907,20,1415,1147
1121,25025010104,882,1213,116,2903,2211
1122,25025010203,710,1134,243,2688,2087
1123,25025010204,538,813,60,1832,1411
1124,25025010300,363,1579,15,2365,1957
1125,25025010403,517,691,104,1580,1312
1126,25025010404,645,869,170,2152,1684
1127,25025010405,694,1392,71,2538,2157
1128,25025010408,287,441,61,1039,789
1129,25025010500,567,463,59,1680,1089
1130,25025010600,487,739,81,1880,1307
1131,25025010701,532,626,145,1869,1303
1132,25025010702,437,702,92,1777,1231
1133,25025010801,292,783,91,1825,1166
1134,25025010802,449,894,149,2199,1492
1135,25025020101,626,1400,86,2925,2112
1136,25025020200,758,1554,120,2988,2432
1137,25025020301,291,699,67,1359,1057
1138,25025020302,125,408,30,727,563
1139,25025020303,464,842,146,2251,1452
1140,25025030100,467,814,28,1797,1309
1141,25025030200,256,831,0,1470,1087
1142,25025030300,595,1654,118,3165,2367
1143,25025030400,623,946,68,2054,1637
1144,25025030500,332,890,59,1883,1281
1145,25025040100,146,447,84,1581,677
1146,25025040200,194,122,0,864,316
1147,25025040300,938,328,206,2979,1472
1148,25025040401,541,242,71,1662,854
1149,25025040600,548,266,64,2245,878
1150,25025040801,693,359,93,2262,1145
1151,25025050101,1135,128,46,2698,1309
1152,25025050200,1624,301,63,3256,1988
1153,25025050300,415,26,13,868,454
1154,25025050400,1109,80,5,1718,1194
1155,25025050500,789,103,55,1354,947
1156,25025050600,1050,87,13,1724,1150
1157,25025050700,2281,178,41,3194,2500
1158,25025050901,1677,105,0,2790,1782
1159,25025051000,1083,58,34,2527,1175
1160,25025051101,2161,58,149,4267,2368
1161,25025051200,963,32,25,1710,1020
1162,25025060101,690,95,97,2420,882
1163,25025060200,734,117,46,1767,897
1164,25025060301,1134,181,162,2629,1477
1165,25025060400,1273,357,48,3904,1678
1166,25025060501,1175,223,174,3165,1572
1167,25025060600,633,967,157,2850,1757
1168,25025060700,373,70,10,781,453
1169,25025060800,1040,306,144,3121,1490
1170,25025061000,498,170,36,1438,704
1171,25025061101,324,101,19,700,444
1172,25025061200,1215,612,240,3514,2067
1173,25025070101,897,1716,130,3838,2743
1174,25025070200,398,1297,103,2411,1798
1175,25025070300,680,1189,278,3073,2147
1176,25025070402,236,354,55,1128,645
1177,25025070500,959,1164,235,3578,2358
1178,25025070600,346,500,110,1672,956
1179,25025070700,479,443,88,1620,1010
1180,25025070800,883,756,199,2633,1838
1181,25025070900,538,403,153,1716,1094
1182,25025071101,532,491,242,2116,1265
1183,25025071201,288,577,69,1600,934
1184,25025080100,283,152,13,838,448
1185,25025080300,432,118,17,1061,567
1186,25025080401,492,128,66,1177,686
1187,25025080500,558,130,16,1249,704
1188,25025080601,494,516,27,1536,1037
1189,25025080801,459,840,9,1809,1308
1190,25025080900,675,801,127,2148,1603
1191,25025081001,866,500,47,2279,1413
1192,25025081100,747,276,72,1988,1095
1193,25025081200,525,154,93,1383,772
1194,25025081300,1081,113,40,1956,1234
1195,25025081400,622,329,104,1736,1055
1196,25025081500,434,97,45,1136,576
1197,25025081700,544,113,10,1746,667
1198,25025081800,589,122,6,1403,717
1199,25025081900,859,126,30,1533,1015
1200,25025082000,522,23,0,1508,545
1201,25025082100,1088,163,47,2282,1298
1202,25025090100,825,112,0,2061,937
1203,25025090200,327,69,49,916,445
1204,25025090300,637,16,7,1370,660
1205,25025090400,612,242,135,2032,989
1206,25025090600,578,108,57,1368,743
1207,25025090700,1138,55,19,2286,1212
1208,25025090901,584,236,55,1631,875
1209,25025091001,730,81,24,1953,835
1210,25025091100,1042,170,98,2930,1310
1211,25025091200,435,66,77,1734,578
1212,25025091300,499,88,15,1266,602
1213,25025091400,580,55,34,1498,669
1214,25025091500,971,76,76,2465,1123
1215,25025091600,655,121,38,1671,814
1216,25025091700,740,28,64,1505,832
1217,25025091800,515,20,62,1486,597
1218,25025091900,657,50,36,1946,743
1219,25025092000,1037,89,5,2510,1131
1220,25025092101,1110,354,206,4040,1670
1221,25025092200,722,47,8,1760,777
1222,25025092300,491,59,37,1606,587
1223,25025092400,1081,0,204,2556,1285
1224,25025100100,1104,55,11,3222,1170
1225,25025100200,522,33,65,1547,620
1226,25025100300,649,39,65,1938,753
1227,25025100400,1269,113,116,2881,1498
1228,25025100500,1379,116,17,3087,1512
1229,25025100601,1464,193,205,3452,1862
1230,25025100603,196,82,40,1407,318
1231,25025100700,386,74,40,2277,500
1232,25025100800,1178,11,62,3889,1251
1233,25025100900,594,80,69,2364,743
1234,25025101001,1110,0,38,3024,1148
1235,25025101002,1070,152,0,2926,1222
1236,25025101101,629,0,56,1690,685
1237,25025101102,860,45,10,2539,915
1238,25025110103,1241,64,138,3529,1443
1239,25025110201,314,36,7,1200,357
1240,25025110301,405,23,68,1672,496
1241,25025110401,666,13,24,1965,703
1242,25025110403,672,0,77,2658,749
1243,25025110501,465,14,77,2240,556
1244,25025110502,751,115,179,3130,1045
1245,25025110601,238,1,57,1310,296
1246,25025110607,931,52,162,3164,1145
1247,25025120103,195,64,104,1050,363
1248,25025120104,513,52,154,1479,719
1249,25025120105,143,179,49,1229,371
1250,25025120201,961,51,203,2467,1215
1251,25025120301,1390,126,275,3450,1791
1252,25025120400,2117,76,120,4095,2313
1253,25025120500,832,71,160,1686,1063
1254,25025120600,1085,94,159,1964,1338
1255,25025120700,606,65,133,1457,804
1256,25025130100,655,26,74,3777,755
1257,25025130200,441,101,25,2989,567
1258,25025130300,392,30,35,2415,457
1259,25025130402,526,37,57,2898,620
1260,25025130404,326,45,53,1889,424
1261,25025130406,706,0,16,2909,722
1262,25025140102,496,43,39,2860,578
1263,25025140105,608,10,67,2392,685
1264,25025140106,294,4,33,1017,331
1265,25025140107,314,31,10,1604,355
1266,25025140201,336,7,0,1492,343
1267,25025140202,737,97,10,3689,844
1268,25025140300,805,137,53,3369,995
1269,25025140400,1404,50,22,4398,1476
1270,25025160101,1398,319,252,4702,1969
1271,25025160200,703,281,162,1998,1146
1272,25025160300,343,40,20,1236,403
1273,25025160400,696,230,7,2017,933
1274,25025160501,752,204,98,2956,1054
1275,25025160502,746,143,39,2676,928
1276,25025160601,602,81,43,2271,726
1277,25025160602,657,114,63,2770,834
1278,25025170100,477,144,44,3851,665
1279,25025170200,363,120,26,2160,509
1280,25025170300,684,148,32,4850,864
1281,25025170400,839,198,1,3107,1038
1282,25025170501,692,26,56,1913,774
1283,25025170502,251,33,0,1140,284
1284,25025170601,727,89,0,3105,816
1285,25025170701,500,70,29,1195,599
1286,25025170702,1461,152,73,3584,1686
1287,25025170800,1241,1,91,2867,1333
1288,25025180101,677,51,56,2649,784
1289,25025180200,550,120,21,2268,691
1290,25025180301,439,11,30,1519,480
1291,25025180400,250,41,8,1279,299
1292,25025180500,487,17,26,2553,530
1293,25025980101,44,3,0,71,47
1294,25025980300,10,9,0,62,19
1295,25025980700,0,0,0,0,0
1296,25025981000,0,0,0,0,0
1297,25025981100,40,0,0,121,40
1298,25025981201,0,0,0,0,0
1299,25025981202,0,69,0,33,69
1300,25025981300,106,20,0,296,126
1301,25025981501,0,0,0,0,0
1302,25025981502,0,0,0,0,0
1303,25025981600,0,0,0,0,0
1304,25025981700,0,0,0,0,0
1305,25025981800,0,0,0,12,0
1306,25025990101,67,0,0,67,67
1307,25027700100,43,104,14,3497,161
1308,25027701100,33,199,43,4584,275
1309,25027702200,0,35,45,1720,80
1310,25027703100,31,60,39,1990,130
1311,25027703200,36,7,0,1635,43
1312,25027703300,0,95,34,1804,129
1313,25027704200,21,27,7,1509,55
1314,25027705100,0,21,0,4415,21
1315,25027706100,17,18,0,2690,35
1316,25027707100,0,20,42,1932,62
1317,25027707200,23,83,27,933,133
1318,25027707300,76,220,82,2181,378
1319,25027707400,7,31,0,2405,38
1320,25027707500,0,0,29,2348,29
1321,25027708100,143,20,40,4135,203
1322,25027709100,49,0,21,2091,70
1323,25027709201,19,0,99,4031,118
1324,25027709202,37,0,38,3377,75
1325,25027709400,0,286,58,2220,344
1326,25027709501,26,6,6,1144,38
1327,25027709502,58,56,0,2947,114
1328,25027709600,8,9,74,1387,91
1329,25027709701,39,64,0,2682,103
1330,25027709702,40,45,34,1477,119
1331,25027710100,68,77,79,1850,224
1332,25027710200,65,44,31,3550,140
1333,25027710300,14,9,0,1592,23
1334,25027710400,0,19,12,1163,31
1335,25027710500,24,25,47,1333,96
1336,25027710600,103,108,210,3582,421
1337,25027710700,52,106,45,735,203
1338,25027710800,57,91,250,1909,398
1339,25027711000,45,35,0,1311,80
1340,25027711100,3,130,25,2346,158
1341,25027712101,18,0,43,3638,61
1342,25027712102,51,17,7,2275,75
1343,25027713100,58,66,75,3671,199
1344,25027715100,95,12,11,2772,118
1345,25027716100,10,0,80,4221,90
1346,25027716200,0,102,26,1597,128
1347,25027716300,23,111,16,2005,150
1348,25027717100,22,20,40,1667,82
1349,25027718100,17,84,58,2531,159
1350,25027719100,29,0,0,4237,29
1351,25027720100,10,8,20,1924,38
1352,25027721101,7,16,15,1025,38
1353,25027721102,0,0,0,4871,0
1354,25027722100,0,0,0,2996,0
1355,25027723100,3,90,10,1917,103
1356,25027724100,34,101,12,2018,147
1357,25027725100,41,93,0,2580,134
1358,25027726100,4,17,13,3435,34
1359,25027726200,29,183,26,3059,238
1360,25027727100,33,86,31,2546,150
1361,25027728100,0,7,17,2598,24
1362,25027728200,21,0,10,2339,31
1363,25027728300,20,42,37,2490,99
1364,25027728400,0,8,12,2691,20
1365,25027729100,11,51,40,1690,102
1366,25027729200,5,6,6,1163,17
1367,25027730100,90,2,0,3372,92
1368,25027730200,31,21,61,2678,113
1369,25027730300,32,88,41,2570,161
1370,25027730401,38,131,21,2314,190
1371,25027730402,59,21,7,1001,87
1372,25027730500,61,139,38,1801,238
1373,25027730600,58,161,47,4166,266
1374,25027730700,34,15,21,3504,70
1375,25027730801,32,14,50,1851,96
1376,25027730802,28,28,0,1113,56
1377,25027730901,66,41,13,1704,120
1378,25027730902,101,219,69,2295,389
1379,25027731001,12,29,0,1126,41
1380,25027731002,79,0,0,2656,79
1381,25027731101,41,88,34,1758,163
1382,25027731102,10,27,29,1373,66
1383,25027731202,33,232,17,599,282
1384,25027731203,127,338,193,2271,658
1385,25027731204,59,22,61,933,142
1386,25027731300,136,104,63,1418,303
1387,25027731400,69,212,68,1584,349
1388,25027731500,11,238,72,1819,321
1389,25027731600,142,864,35,2738,1041
1390,25027731700,164,242,21,1370,427
1391,25027731800,96,204,226,2698,526
1392,25027731900,149,74,56,1840,279
1393,25027732001,51,125,41,915,217
1394,25027732002,56,327,31,2162,414
1395,25027732201,6,184,46,1275,236
1396,25027732202,10,78,76,1860,164
1397,25027732203,0,81,83,1830,164
1398,25027732301,38,16,36,2700,90
1399,25027732302,67,0,29,1737,96
1400,25027732400,101,172,127,2990,400
1401,25027732500,33,74,48,651,155
1402,25027732600,119,144,19,1883,282
1403,25027732700,76,34,140,1526,250
1404,25027732801,24,52,0,2872,76
1405,25027732802,93,30,45,2086,168
1406,25027732901,48,86,31,3657,165
1407,25027732902,6,438,43,951,487
1408,25027733000,79,94,73,1657,246
1409,25027733101,0,20,33,1040,53
1410,25027733102,11,7,34,1242,52
1411,25027735100,40,73,13,3762,126
1412,25027735200,0,2,69,2642,71
1413,25027736100,0,34,6,1489,40
1414,25027736200,48,0,18,2110,66
1415,25027736300,0,5,0,1303,5
1416,25027736400,0,0,0,1645,0
1417,25027736500,4,29,0,2143,33
1418,25027737100,19,68,24,2588,111
1419,25027737200,32,48,54,1082,134
1420,25027737300,0,43,197,3828,240
1421,25027738100,109,1,33,2399,143
1422,25027738201,40,3,12,2099,55
1423,25027738202,192,13,0,3597,205
1424,25027739100,169,97,16,5194,282
1425,25027739200,88,36,12,3663,136
1426,25027739300,119,0,6,2023,125
1427,25027739400,184,38,29,4365,251
1428,25027739500,51,51,50,4103,152
1429,25027740101,51,25,24,3240,100
1430,25027740102,7,25,0,3334,32
1431,25027740200,34,69,0,1866,103
1432,25027741101,87,63,18,2352,168
1433,25027741102,165,54,8,2933,227
1434,25027742300,27,21,65,2265,113
1435,25027742401,46,31,28,2836,105
1436,25027742402,99,28,83,2052,210
1437,25027743100,52,1,58,4244,111
1438,25027744101,123,17,62,4487,202
1439,25027744102,42,0,126,2947,168
1440,25027744200,64,13,120,3973,197
1441,25027744300,0,67,100,2447,167
1442,25027744400,21,18,9,1938,48
1443,25027745100,116,47,82,3112,245
1444,25027746100,195,26,0,3501,221
1445,25027747101,27,13,0,3225,40
1446,25027747102,6,22,34,2364,62
1447,25027748100,49,0,55,1768,104
1448,25027749100,11,0,31,4402,42
1449,25027749200,0,12,37,3210,49
1450,25027750100,0,11,15,2932,26
1451,25027750200,39,29,91,4407,159
1452,25027750300,9,0,118,1518,127
1453,25027751101,14,141,72,3526,227
1454,25027751102,8,0,5,1754,13
1455,25027752100,26,39,77,5048,142
1456,25027753100,35,36,124,4502,195
1457,25027753200,17,16,15,3028,48
1458,25027754100,0,51,0,3107,51
1459,25027754200,35,62,16,1669,113
1460,25027754300,0,192,68,1734,260
1461,25027754400,0,7,22,2025,29
1462,25027755100,25,68,41,1636,134
1463,25027755200,6,165,58,4233,229
1464,25027756101,16,0,0,2366,16
1465,25027756102,0,14,0,4727,14
1466,25027757100,14,173,38,2312,225
1467,25027757200,3,99,52,1117,154
1468,25027757300,6,223,21,1100,250
1469,25027757400,0,71,6,1395,77
1470,25027757500,0,0,28,2364,28
1471,25027758101,6,12,24,762,42
1472,25027758102,19,16,1,3972,36
1473,25027759100,5,12,0,1267,17
1474,25027760100,2,15,10,1804,27
1475,25027761100,0,24,0,2673,24
1476,25027761200,142,32,38,2511,212
1477,25027761300,33,10,78,1931,121
1478,25027761400,172,51,7,2707,230
