name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type
Daddy Jones Bar,42.3969308,-71.1038585,"525 Medford Street, Somerville",OPERATIONAL,False,4.5,283,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment"
Courthouse Seafood,42.3715314,-71.0846084,"498 Cambridge Street, Cambridge",OPERATIONAL,False,4.6,354,GOOGLE,"restaurant,food,point_of_interest,establishment"
Casa B Tapas and Cocktail & Rum Bar,42.3797772,-71.09442829999999,"253 Washington Street, Somerville",OPERATIONAL,False,4.7,199,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
99 Restaurants,42.3938288,-71.0841757,"20 Cummings Street, Somerville",OPERATIONAL,False,4.1,814,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Gauchao Brazilian Cuisine,42.3874654,-71.08344,"102 Broadway, Somerville",OPERATIONAL,False,4.5,430,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pini's Pizzeria,42.39777530000001,-71.1050238,"511 Broadway, Somerville",OPERATIONAL,False,4.5,166,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Oriental,42.3966344,-71.1036073,"513 Medford Street, Somerville",OPERATIONAL,False,4.1,54,GOOGLE,"restaurant,food,point_of_interest,establishment"
Christina's Homemade Ice Cream,42.37354249999999,-71.0986034,"1255 Cambridge Street, Cambridge",OPERATIONAL,False,4.6,546,GOOGLE,"restaurant,food,point_of_interest,store,establishment"
China Delight,42.3830151,-71.1060909,"524 Somerville Avenue, Somerville",OPERATIONAL,False,4.1,204,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ebi sushi,42.3791303,-71.0946147,"290 Somerville Avenue, Somerville",OPERATIONAL,False,4.5,628,GOOGLE,"restaurant,food,point_of_interest,establishment"
Taqueria Montecristo Restaurant,42.38808359999999,-71.0850222,"146 Broadway, Somerville",OPERATIONAL,False,4.0,135,GOOGLE,"restaurant,food,point_of_interest,establishment"
Fat Hen,42.3878684,-71.08466159999999,"126 Broadway, Somerville",OPERATIONAL,False,4.6,145,GOOGLE,"restaurant,food,point_of_interest,establishment"
La Brasa,42.38777289999999,-71.0844509,"124 Broadway, Somerville",OPERATIONAL,False,4.3,365,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3914181,-71.08556450000002,"In Stop & Shop, 498 Mystic Avenue, Somerville",OPERATIONAL,False,3.4,10,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Subway,42.39159929999999,-71.0909923,"271 Broadway, Somerville",OPERATIONAL,False,3.6,56,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Squeeze Juice Co,42.3917504,-71.0788501,"393 Revolution Drive, Somerville",OPERATIONAL,False,4.2,51,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pikliz International Kitchen,42.3917495,-71.092294,"288 Broadway, Somerville",OPERATIONAL,False,4.4,184,GOOGLE,"restaurant,food,point_of_interest,establishment"
Mr B's Pizza Restaurant,42.38244999999999,-71.090102,"142 Cross Street, Somerville",OPERATIONAL,False,2.1,123,GOOGLE,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment"
Fuji at Assembly,42.3942941,-71.0800301,"320 Canal Street, Somerville",OPERATIONAL,False,4.4,623,GOOGLE,"restaurant,food,point_of_interest,establishment"
Gaya Pizzeria,42.384527,-71.093002,"8 Highland Avenue, Somerville",OPERATIONAL,False,4.2,83,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Southern Kin Cookhouse,42.3942972,-71.0794358,"500 Assembly Row, Somerville",OPERATIONAL,False,4.2,1283,GOOGLE,"restaurant,food,point_of_interest,establishment"
Caesar's Pizza & Subs,42.3817556,-71.1008889,"401 Somerville Avenue, Somerville",OPERATIONAL,False,4.7,169,GOOGLE,"restaurant,food,point_of_interest,establishment"
Outback Steakhouse,42.39532699999999,-71.08096309999999,"625 Grand Union Boulevard, Somerville",OPERATIONAL,False,4.1,1444,GOOGLE,"meal_takeaway,bar,restaurant,food,point_of_interest,establishment"
Highlander Café,42.3863498,-71.09544,"81 Highland Avenue, Somerville",OPERATIONAL,False,5.0,4,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sacco's Bowl Haven,42.3957606,-71.1238137,"45 Day Street, Somerville",OPERATIONAL,False,4.6,754,GOOGLE,"bowling_alley,restaurant,food,point_of_interest,establishment"
The Burren,42.3954382,-71.1217506,"247 Elm Street, Somerville",OPERATIONAL,False,4.5,1345,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Posto,42.3931193,-71.1202737,"187 Elm Street, Somerville",OPERATIONAL,False,4.5,689,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Flatbread Company,42.3957556,-71.12382219999999,"45 Day Street, Somerville",OPERATIONAL,False,4.7,745,GOOGLE,"restaurant,food,point_of_interest,establishment"
Christopher's Restaurant and Bar,42.3890581,-71.1200508,"1920 Massachusetts Avenue, Cambridge",CLOSED_TEMPORARILY,True,4.4,904,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Foundry On Elm,42.3956206,-71.12190319999999,"255 Elm Street, Somerville",OPERATIONAL,False,4.4,758,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Sound Bites Cafe,42.3997696,-71.1124275,"704 Broadway Ball Square, Somerville",OPERATIONAL,False,4.5,874,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ball Square Cafe,42.3998113,-71.11250869999999,"708 Broadway, Somerville",OPERATIONAL,False,4.6,780,GOOGLE,"restaurant,food,point_of_interest,establishment"
Cafe Mami,42.38722779999999,-71.11862219999999,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.6,224,GOOGLE,"restaurant,food,point_of_interest,establishment"
R.F. O'Sullivan & Son,42.3830196,-71.1124516,"282 Beacon Street, Somerville",OPERATIONAL,False,4.5,764,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Greek Corner Restaurant,42.39644609999999,-71.1294585,"2366 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.4,711,GOOGLE,"restaurant,food,point_of_interest,establishment"
Papa John's Pizza,42.38359800000001,-71.1100864,"622 Somerville Avenue, Somerville",OPERATIONAL,False,3.5,181,GOOGLE,"restaurant,food,point_of_interest,establishment"
Diva Indian Bistro,42.3953198,-71.1221493,"246 Elm Street, Somerville",OPERATIONAL,False,3.4,122,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Tampopo,42.3873591,-71.1184904,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.6,115,GOOGLE,"restaurant,food,point_of_interest,establishment"
Five Horses Tavern,42.39571029999999,-71.1208611,"400 Highland Avenue, Somerville",OPERATIONAL,False,4.4,1316,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Cafe Barada,42.394726,-71.126933,"2269 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,220,GOOGLE,"restaurant,food,point_of_interest,establishment"
Subway,42.40069500000001,-71.11760319999999,"860 Broadway, Somerville",OPERATIONAL,False,3.9,50,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Saloon,42.3955158,-71.12178829999999,"255 Elm Street, Somerville",OPERATIONAL,False,4.5,619,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Anna's Taqueria,42.3883571,-71.1183439,"822 Somerville Avenue, Cambridge",OPERATIONAL,False,4.2,537,GOOGLE,"restaurant,food,point_of_interest,establishment"
Summer Shack,42.3937391,-71.1411846,"149 Alewife Brook Parkway, Cambridge",OPERATIONAL,False,4.3,1309,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
QingDao Garden,42.39679199999999,-71.129926,"2382 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,177,GOOGLE,"restaurant,food,point_of_interest,establishment"
Frank's Steak House,42.3954089,-71.1282688,"2310 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,727,GOOGLE,"restaurant,food,point_of_interest,establishment"
Joe Sent Me,42.3968694,-71.12998329999999,"2388 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.2,155,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
The Painted Burro,42.3945972,-71.1211194,"219 Elm Street, Somerville",OPERATIONAL,False,4.4,1366,GOOGLE,"restaurant,food,point_of_interest,establishment"
Rosebud American Kitchen & Bar,42.3944452,-71.1208017,"381 Summer Street, Somerville",OPERATIONAL,False,4.4,1093,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Spoke Wine Bar,42.399013,-71.12423869999999,"89 Holland Street, Somerville",OPERATIONAL,False,4.7,217,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Newtowne Grille,42.3898106,-71.12008949999999,"1945 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.3,416,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Panera Bread,42.3893402,-71.1194217,"5 White Street, Cambridge",OPERATIONAL,False,3.8,328,GOOGLE,"cafe,bakery,meal_takeaway,restaurant,food,point_of_interest,store,establishment"
True Bistro,42.4034796,-71.12735169999999,"1153 Broadway, Somerville",CLOSED_TEMPORARILY,True,4.6,433,GOOGLE,"restaurant,food,point_of_interest,establishment"
Menotomy Grill & Tavern,42.4016425,-71.13671180000001,"25 Massachusetts Avenue #8602, Arlington",OPERATIONAL,False,4.3,708,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Mr. Crepe,42.3965778,-71.12272779999999,"51 Davis Square, Somerville",OPERATIONAL,False,4.3,794,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,store,establishment"
Passage To India,42.38875599999999,-71.1199184,"1900 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.1,211,GOOGLE,"restaurant,food,point_of_interest,establishment"
Anna's Taqueria,42.3949089,-71.1217692,"236 Elm Street, Somerville",OPERATIONAL,False,4.3,621,GOOGLE,"restaurant,food,point_of_interest,establishment"
Rudy's Cafe,42.403007,-71.127254,"248 Holland Street, Somerville",OPERATIONAL,False,4.3,329,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Mike's Food & Spirits,42.39617000000001,-71.122046,"9 Davis Square, Somerville",OPERATIONAL,False,4.1,685,GOOGLE,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,store,establishment"
Za Arlington,42.404113,-71.14055789999999,"138 Massachusetts Avenue, Arlington",OPERATIONAL,False,4.5,329,GOOGLE,"restaurant,food,point_of_interest,establishment"
Chipotle Mexican Grill,42.39590339999999,-71.12241879999999,"274 Elm Street, Somerville",OPERATIONAL,False,4.2,302,GOOGLE,"restaurant,food,point_of_interest,establishment"
Punjabi Grill,42.3948912,-71.1216956,"2935, 236 Elm Street, Somerville",CLOSED_TEMPORARILY,True,3.5,207,GOOGLE,"restaurant,food,point_of_interest,establishment"
Yume Wo Katare,42.38940799999999,-71.119699,"1923 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,810,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.395661,-71.122214,"260 Elm Street, Somerville",OPERATIONAL,False,4.4,436,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Ma Magoo's,42.38801209999999,-71.1424014,"6 Concord Lane, Cambridge",OPERATIONAL,False,4.4,702,GOOGLE,"restaurant,food,point_of_interest,establishment"
Sapporo Ramen,42.38736,-71.1185742,"1815 Massachusetts Avenue, Cambridge",OPERATIONAL,False,4.5,475,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3892797,-71.1195709,"1 White Street, Cambridge",OPERATIONAL,False,3.8,146,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Arlington Restaurant & Diner,42.40393269999999,-71.1402281,"134 Massachusetts Avenue, Arlington",OPERATIONAL,False,4.4,421,GOOGLE,"restaurant,food,point_of_interest,establishment"
Go Cafe LLC,42.38254209999999,-71.1199563,"1682 Massachusetts Avenue, Cambridge",OPERATIONAL,False,5.0,1,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3987117,-71.132182,"2480 Massachusetts Avenue, Cambridge",OPERATIONAL,False,3.9,187,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Masala,42.4032206,-71.12670179999999,"1127 Broadway, Somerville",OPERATIONAL,False,4.3,426,GOOGLE,"restaurant,food,point_of_interest,establishment"
il Casale,42.3974851,-71.1757878,"50 Leonard Street, Belmont",OPERATIONAL,False,4.5,272,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
STONE HEARTH PIZZA,42.3974161,-71.1751773,"57 Leonard Street, Belmont",OPERATIONAL,False,4.2,162,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.397253,-71.1754,"47 Leonard Street, Belmont",OPERATIONAL,False,4.2,89,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Nick's Place II,42.39664,-71.1753063,"6 Channing Road, Belmont",OPERATIONAL,False,4.2,111,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Mark & Toni's Coal Fired Pizza,42.3810713,-71.1755177,"121 Trapelo Road, Belmont",OPERATIONAL,False,4.3,145,GOOGLE,"meal_delivery,meal_takeaway,bar,restaurant,food,point_of_interest,establishment"
Spoodles Soup Factory,42.3857101,-71.1847227,"374 Trapelo Road, Belmont",OPERATIONAL,False,4.7,82,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3855398,-71.1834343,"353 Trapelo Road, Belmont",OPERATIONAL,False,4.1,155,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
city streets,42.3869789,-71.2009408,"411 Waverley Oaks Road, Waltham",OPERATIONAL,False,4.2,427,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
My Other Kitchen,42.3928004,-71.18193819999999,"762 Pleasant Street, Belmont",OPERATIONAL,False,4.7,324,GOOGLE,"restaurant,food,point_of_interest,establishment"
Ritcey East,42.3769181,-71.188369,"208 Waverley Avenue, Watertown",OPERATIONAL,False,4.7,197,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Comella's - Belmont,42.39719240000001,-71.1754558,"43 Leonard Street, Belmont",OPERATIONAL,False,4.3,184,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pho And Thai,42.3870156,-71.1889924,"63 White Street, Belmont",OPERATIONAL,False,4.1,147,GOOGLE,"restaurant,food,point_of_interest,establishment"
Gerry's Italian Kitchen,42.38228100000001,-71.197329,"1072 Belmont Street, Watertown",OPERATIONAL,False,4.0,166,GOOGLE,"restaurant,meal_delivery,meal_takeaway,food,point_of_interest,establishment"
Starburst Cafe,42.38452780000001,-71.2054194,"307 Waverley Oaks Road, Waltham",OPERATIONAL,False,3.5,24,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment"
Belmont Pizza,42.3858159,-71.1851339,"388 Trapelo Road, Belmont",OPERATIONAL,False,4.6,146,GOOGLE,"restaurant,food,point_of_interest,establishment"
Fit-Z's Bar & Grille,42.3710523,-71.1950028,"451 Main Street, Watertown",OPERATIONAL,False,4.4,73,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Domino's Pizza,42.3825529,-71.1804812,"240 Trapelo Road, Belmont",OPERATIONAL,False,4.2,92,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Savinos,42.3813244,-71.1751163,"449 Common Street, Belmont",OPERATIONAL,False,4.3,89,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Dunkin',42.38689799999999,-71.1909787,"52 Church Street, Belmont",OPERATIONAL,False,4.3,158,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Number One Taste Chinese Food,42.385697,-71.184798,"382 Trapelo Road, Belmont",OPERATIONAL,False,4.0,106,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Patou Thai,42.397595,-71.1745718,"69 Leonard Street, Belmont",OPERATIONAL,False,4.3,153,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pizza-Roma,42.37702279999999,-71.1883684,"212 Waverley Avenue, Watertown",OPERATIONAL,False,4.7,190,GOOGLE,"restaurant,food,point_of_interest,establishment"
Shine’s Fresh Asian,42.397017,-71.175919,"2519, 30 Leonard Street, Belmont",OPERATIONAL,False,4.2,147,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bruegger's Bagels,42.3970681,-71.1753666,"41 Leonard Street, Belmont",OPERATIONAL,False,3.8,119,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment"
Theo's Pizza,42.385977,-71.184517,"389 Trapelo Road, Belmont",OPERATIONAL,False,4.2,108,GOOGLE,"meal_takeaway,meal_delivery,restaurant,food,point_of_interest,establishment"
Lisa’s Family Pizzeria,42.38555700000001,-71.1843146,"368 Trapelo Road, Belmont",OPERATIONAL,False,4.5,68,GOOGLE,"restaurant,food,point_of_interest,establishment"
Gregory's House of Pizza,42.3968831,-71.17554419999999,"27 Leonard Street, Belmont",OPERATIONAL,False,4.2,75,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Starbucks,42.380712,-71.175345,"110 Trapelo Road, Belmont",OPERATIONAL,False,4.5,50,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Teddy's Kitchen,42.380917,-71.1746399,"462 Common Street, Belmont",OPERATIONAL,False,4.4,76,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Jamaica Jeffs,42.3974384,-71.1748741,"61 Leonard Street, Belmont",OPERATIONAL,False,4.5,87,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Wellington,42.3977375,-71.1744741,"75 Leonard Street, Belmont",OPERATIONAL,False,4.4,139,GOOGLE,"restaurant,food,point_of_interest,establishment"
Bellmont Caffè,42.3982056,-71.1749528,"80 Leonard Street, Belmont",OPERATIONAL,False,4.4,185,GOOGLE,"meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Mimi's Roast Beef & Seafood,42.3709687,-71.1949254,"447 Main Street, Watertown",OPERATIONAL,False,4.4,51,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3705618,-71.1952587,"448 Main Street, Watertown",OPERATIONAL,False,3.9,232,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
India Kitchen,42.3710523,-71.1950028,"45 Lexington Street, Watertown",OPERATIONAL,False,4.6,53,GOOGLE,"restaurant,food,point_of_interest,establishment"
Waltham Pizza,42.3821343,-71.23687269999999,"168 Lexington Street, Waltham",OPERATIONAL,False,3.7,163,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Dunkin',42.3787283,-71.2232834,"53 Linden Street, Waltham",OPERATIONAL,False,4.3,82,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Dunkin',42.3870692,-71.2205583,"175 Forest Street, Waltham",OPERATIONAL,False,4.8,4,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Gracie's Kitchen,42.3815009,-71.23834149999999,"39 Emerson Road, Waltham",OPERATIONAL,False,4.9,34,GOOGLE,"restaurant,food,point_of_interest,establishment"
Copper House Tavern,42.3974453,-71.257911,"380 Winter Street, Waltham",OPERATIONAL,False,4.1,1003,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Bertucci's Italian Restaurant,42.39832989999999,-71.2619215,"475 Winter Street, Waltham",OPERATIONAL,False,3.9,632,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Grille at Hobbs Brook,42.3959098,-71.2661707,"550 Winter Street, Waltham",OPERATIONAL,False,3.4,8,GOOGLE,"restaurant,food,point_of_interest,establishment"
Green Papaya,42.3980299,-71.2627931,"475 Winter Street, Waltham",OPERATIONAL,False,4.3,476,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.3950256,-71.2610529,"75 3rd Avenue, Waltham",OPERATIONAL,False,4.0,244,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Ruth's Chris Steak House,42.39659489999999,-71.259149,"500 Totten Pond Road, Waltham",OPERATIONAL,False,4.4,676,GOOGLE,"restaurant,food,point_of_interest,establishment"
The Bistro – Eat. Drink. Connect.®,42.3979189,-71.2592433,"387 Winter Street, Waltham",OPERATIONAL,False,4.3,11,GOOGLE,"restaurant,food,point_of_interest,establishment"
99 Restaurants,42.410772,-70.99690799999999,"121 Veterans Of Foreign Wars Parkway, Revere",OPERATIONAL,False,4.2,763,GOOGLE,"restaurant,bar,food,point_of_interest,establishment"
Domino's Pizza,42.4133837,-71.0104671,"570 Broadway, Revere",OPERATIONAL,False,3.5,492,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Luberto's Pastry Shop,42.40681739999999,-71.0146043,"208 Broadway, Revere",OPERATIONAL,False,4.5,599,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment"
Chili's Grill & Bar,42.40403010000001,-71.0219651,"1040 Revere Beach Parkway, Chelsea",OPERATIONAL,False,4.2,960,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Volare,42.410216,-71.012479,"388 Broadway, Revere",OPERATIONAL,False,4.2,300,GOOGLE,"restaurant,food,point_of_interest,establishment"
Margaritas Mexican Restaurant,42.4117176,-71.0009398,"85 American Legion Highway, Revere",OPERATIONAL,False,3.8,467,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment"
Dunkin',42.4095757,-70.99956670000002,"477 Beach Street, Revere",OPERATIONAL,False,4.2,486,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
SABROSO'S GRILL,42.4058387,-70.9916599,"63 Revere Beach Boulevard, Revere",CLOSED_TEMPORARILY,True,3.7,3,GOOGLE,"restaurant,food,point_of_interest,establishment"
Airport Diner,42.40177740000001,-71.0041075,"10 Furlong Drive, Revere",OPERATIONAL,False,4.4,396,GOOGLE,"restaurant,food,point_of_interest,establishment"
Flaming Grill and Buffet,42.39759610000001,-71.00103659999999,"31 Furlong Drive F, Revere",CLOSED_TEMPORARILY,True,4.2,2397,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pizza Days,42.4106,-71.0016694,"55 American Legion Highway, Revere",OPERATIONAL,False,3.4,134,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Monte Cristo Mexican Grill,42.40969,-71.01293,"364 Broadway, Revere",OPERATIONAL,False,3.9,127,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Beachmont Roast Beef,42.3976729,-70.99252589999999,"629 Winthrop Avenue, Revere",OPERATIONAL,False,4.2,182,GOOGLE,"restaurant,food,point_of_interest,establishment"
Happy Garden,42.4067451,-70.99162079999999,"80 Revere Beach Boulevard, Revere",OPERATIONAL,False,3.9,77,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.4008061,-71.0215375,"936 942 Broadway Tedeschis, Chelsea",OPERATIONAL,False,4.0,32,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
THMOR DA Restaurant,42.4079103,-70.9954185,"144 Shirley Avenue, Revere",OPERATIONAL,False,4.7,156,GOOGLE,"restaurant,food,point_of_interest,establishment"
Pizza Hut,42.4100211,-71.00037259999999,"5A Everett Street, Revere",OPERATIONAL,False,3.9,228,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
B.W.'s Grill,42.4182688,-71.00658059999999,"843 Broadway, Revere",OPERATIONAL,False,4.6,137,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.41147369999999,-71.00279359999999,"90 American Legion Highway, Revere",OPERATIONAL,False,4.1,103,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Papa Jacks,42.40881160000001,-71.0129092,"327 Broadway, Revere",OPERATIONAL,False,4.4,235,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Mandarin Buffet,42.4048119,-71.02371339999999,"1100 Revere Beach Parkway, Chelsea",OPERATIONAL,False,4.2,358,GOOGLE,"restaurant,food,point_of_interest,establishment"
Wendy's,42.3983984,-70.9998382,"42 Furlong Drive, Revere",OPERATIONAL,False,3.9,615,GOOGLE,"restaurant,food,point_of_interest,establishment"
Starbucks,42.3920407,-71.0132234,"430 William F McClellan Highway, East Boston",OPERATIONAL,False,4.2,588,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment"
Nick's Place,42.405715,-70.991632,"64 Revere Beach Boulevard, Revere",OPERATIONAL,False,4.0,220,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Revere House of Pizza,42.4095622,-71.0129273,"354 Broadway, Revere",OPERATIONAL,False,3.7,234,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Dunkin',42.3974353,-70.9922177,"1 Bennington Street, Revere",OPERATIONAL,False,3.9,98,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
DeMaino's Restaurant,42.41641,-71.0089639,"14 Malden Street, Revere",OPERATIONAL,False,4.5,333,GOOGLE,"restaurant,food,point_of_interest,establishment"
Peter Woo's,42.40993,-71.01273499999999,"374 Broadway, Revere",OPERATIONAL,False,4.4,198,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Pollo Royal,42.4125322,-71.0105059,"529 Broadway, Revere",OPERATIONAL,False,4.0,356,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Dimino's Subs,42.39910599999999,-70.994095,"190 Revere Beach Parkway, Revere",OPERATIONAL,False,4.3,208,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Donna's Restaurant,42.3869444,-71.0072222,"980 Saratoga Street, East Boston",OPERATIONAL,False,4.5,435,GOOGLE,"restaurant,food,point_of_interest,establishment"
Burger King,42.38622829999999,-71.009692,"944 Bennington Street, East Boston",OPERATIONAL,False,3.3,508,GOOGLE,"restaurant,food,point_of_interest,establishment"
Dunkin',42.4057652,-71.0149483,"145 Broadway, Revere",OPERATIONAL,False,3.7,353,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
La Fonda Colombiana Restaurante Bar,42.3871173,-71.0076638,"972 Saratoga Street, Boston",OPERATIONAL,False,4.1,273,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
Crown Fried Chicken & Pizza - Chelsea,42.3994756,-71.0223659,"895 Broadway, Chelsea",OPERATIONAL,False,3.9,152,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment"
Fajitas Sport Bar,42.4168053,-71.0072691,"46 Revere Street, Revere",OPERATIONAL,False,3.9,102,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
Dunkin',42.4079627,-70.99221469999999,"300 Ocean Ave MGH, First Floor, Revere",OPERATIONAL,False,4.0,54,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment"
Las Delicias Colombianas,42.4082444,-70.9974435,"86 Shirley Avenue, Revere",OPERATIONAL,False,4.2,406,GOOGLE,"bar,restaurant,food,point_of_interest,establishment"
MAK's Roast Beef & Pizza,42.41657350000001,-71.0076007,"35 Revere Street, Revere",OPERATIONAL,False,3.8,78,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment"
Luigi's,42.3980143,-70.9925057,"616 Winthrop Avenue, Revere",OPERATIONAL,False,4.4,245,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment"
