,name,lat,lng,vicinity,business_status,permanently_closed ,rating ,user_ratings_total ,source,type,volient_no,expired
149,Wingstop,42.2744873,-71.1154142,"950 American Legion Highway, Roslindale",OPERATIONAL,False,3.2,234,GOOGLE,"restaurant,food,point_of_interest,establishment",,
150,CAJUN CRAB SHACK (Roslindale Location),42.274187100000006,-71.11554930000001,"950 American Legion Highway, Roslindale",OPERATIONAL,False,4.2,2030,GOOGLE,"restaurant,food,point_of_interest,establishment",,
151,La Lechonera Restaurant,42.278809,-71.116017,"342 Cummins Highway, Roslindale",OPERATIONAL,False,4.5,527,GOOGLE,"restaurant,food,point_of_interest,establishment",60,False
152,R&S Jamaican Restaurant,42.278857,-71.11885190000001,"630 Hyde Park Avenue, Roslindale",OPERATIONAL,False,4.9,111,GOOGLE,"restaurant,food,point_of_interest,establishment",,
153,D Coal Pot,42.266046200000005,-71.12086790000001,"984 Hyde Park Avenue, Boston",OPERATIONAL,False,4.6,137,GOOGLE,"restaurant,food,point_of_interest,establishment",106,False
154,West On Centre,42.287077399999994,-71.1496454,"1732 Centre Street, West Roxbury",OPERATIONAL,False,4.4,537,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
155,Roche Bros. West Roxbury,42.2862365,-71.1519936,"1800 Centre Street, West Roxbury",OPERATIONAL,False,4.3,1151,GOOGLE,"supermarket,florist,bakery,grocery_or_supermarket,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
156,Delfino Restaurant,42.2870194,-71.1295,"754 South Street, Roslindale",OPERATIONAL,False,4.7,319,GOOGLE,"restaurant,food,point_of_interest,establishment",67,False
157,Pleasant Cafe,42.27871039999999,-71.13673849999998,"4515 Washington Street, Roslindale",OPERATIONAL,False,4.5,594,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",79,False
158,Domino's Pizza,42.275012700000005,-71.14004919999998,"4640 Washington Street, Roslindale",OPERATIONAL,False,2.7,145,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",824,True
159,Birch Street Bistro,42.28686939999999,-71.12995,"14 Birch Street, Roslindale",OPERATIONAL,False,4.5,192,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
160,Himalayan Bistro,42.28743120000001,-71.1497486,"1735 Centre Street, West Roxbury",OPERATIONAL,False,4.2,256,GOOGLE,"restaurant,food,point_of_interest,establishment",,
161,Village Sushi & Grill,42.2864926,-71.130048,"14 Corinth Street, Roslindale",OPERATIONAL,False,4.4,137,GOOGLE,"restaurant,food,point_of_interest,establishment",147,False
162,Sophia's Grotto,42.2866713,-71.1301665,"22 Birch Street, Roslindale",OPERATIONAL,False,4.5,324,GOOGLE,"restaurant,food,point_of_interest,establishment",,
163,Porter Cafe,42.287384,-71.149222,"1723 Centre Street, West Roxbury",OPERATIONAL,False,4.6,208,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
164,"Real Deal, LLC",42.2856569,-71.1555497,"1882 Centre Street, West Roxbury",OPERATIONAL,False,4.2,319,GOOGLE,"restaurant,food,point_of_interest,store,establishment",,
165,Corrib Pub & Restaurant,42.2808105,-71.1579412,"2030 Centre Street, West Roxbury",OPERATIONAL,False,4.3,331,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
166,Rox Diner,42.2860648,-71.15577929999998,"1881 Centre Street, West Roxbury",OPERATIONAL,False,4.6,411,GOOGLE,"restaurant,food,point_of_interest,establishment",233,False
167,I Love Nick's,42.276264000000005,-71.13890009999999,"4590 Washington Street, Roslindale",OPERATIONAL,False,3.7,131,GOOGLE,"restaurant,food,point_of_interest,establishment",,
168,Stash's Pizza,42.285871,-71.145228,"330 Belgrade Avenue, Roslindale",OPERATIONAL,False,4.0,223,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
169,Phu-Ket Thai Restaurant,42.28608729999999,-71.1545179,"1856 Centre Street #1901, West Roxbury",OPERATIONAL,False,4.4,110,GOOGLE,"restaurant,food,point_of_interest,establishment",,
170,Comella's Restaurants,42.286156,-71.15393159999998,"1844 Centre Street, Boston",OPERATIONAL,False,4.2,144,GOOGLE,"restaurant,food,point_of_interest,establishment",,
171,Blue Star,42.286434,-71.130365,"11 Corinth Street, Roslindale",OPERATIONAL,False,4.3,215,GOOGLE,"restaurant,food,point_of_interest,establishment",,
172,bp,42.287082299999994,-71.150483,"1744 Centre Street, Boston",OPERATIONAL,False,3.3,22,GOOGLE,"gas_station,atm,car_wash,convenience_store,finance,restaurant,food,point_of_interest,store,establishment",,
173,Hong Kong 888 Cafe,42.288581,-71.13436899999998,"888 South Street, Roslindale",OPERATIONAL,False,4.2,109,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",172,True
174,Somtum Modern Thai Cuisine,42.285380700000005,-71.15584820000001,"1894 Centre Street, West Roxbury",OPERATIONAL,False,4.5,82,GOOGLE,"restaurant,food,point_of_interest,establishment",52,False
175,Starbucks,42.287273,-71.15266700000001,"1810 Centre Street, West Roxbury",OPERATIONAL,False,4.3,204,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",66,True
176,DeNo's Pizza & Subs,42.280246000000005,-71.158057,"2040 Centre Street, West Roxbury",OPERATIONAL,False,3.9,159,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
177,Imperial Kitchen Inc,42.285847600000004,-71.12907890000001,"50 Corinth Street, Roslindale",OPERATIONAL,False,3.7,130,GOOGLE,"restaurant,food,point_of_interest,establishment",,
178,Westbury Restaurant,42.28628399999999,-71.15383,"1836 Centre Street, West Roxbury",OPERATIONAL,False,4.0,72,GOOGLE,"restaurant,food,point_of_interest,establishment",,
179,Christo's Pizza,42.28752980000001,-71.1507118,"1761 Centre Street, West Roxbury",OPERATIONAL,False,4.0,60,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
180,Burger King,42.2759781,-71.1391555,"4594 Washington Street, Roslindale",OPERATIONAL,False,3.3,599,GOOGLE,"restaurant,food,point_of_interest,establishment",819,True
181,Pu Pu Restaurant,42.27987549999999,-71.1582991,"3328, 2060 Centre Street, West Roxbury",OPERATIONAL,False,4.5,168,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",63,False
182,Mi Finca Mexican Food & Pizzeria - UNDER NEW MANAGEMENT,42.28572140000001,-71.1292568,"4249 Washington Street, Roslindale",OPERATIONAL,False,4.1,157,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
183,Dunkin',42.2752109,-71.1395608,"4610 Washington Street, Roslindale",OPERATIONAL,False,3.4,141,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
184,Golden House Chinese Restaurant in Roslindale,42.28162929999999,-71.13359390000001,"4403 Washington Street, Roslindale",OPERATIONAL,False,4.5,127,GOOGLE,"restaurant,food,point_of_interest,establishment",,
185,Checkmate Cafe,42.288455600000006,-71.1349111,"902 South Street, Roslindale",OPERATIONAL,False,4.3,139,GOOGLE,"cafe,meal_delivery,meal_takeaway,restaurant,food,point_of_interest,establishment",,
186,Tony's Market,42.28217599999999,-71.13295049999998,"4381 Washington Street, Roslindale",OPERATIONAL,False,4.7,62,GOOGLE,"grocery_or_supermarket,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
187,Shanti Restaurant - Roslindale,42.2871961,-71.12762059999999,"4197 Washington Street, Roslindale",OPERATIONAL,False,4.3,197,GOOGLE,"restaurant,food,point_of_interest,establishment",,
188,Thai Spice,42.28745019999999,-71.1502849,"1745 Centre Street, West Roxbury",OPERATIONAL,False,3.9,62,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",128,False
189,Bani Restaurant,42.278353,-71.13723499999998,"4541 Washington Street, Roslindale",OPERATIONAL,False,4.3,152,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",136,False
190,J.J. Brannelly's,42.280242,-71.13436779999998,"4432 Washington Street, Roslindale",OPERATIONAL,False,4.3,73,GOOGLE,"restaurant,bar,food,point_of_interest,establishment",,
191,Dunkin',42.2879119,-71.12699119999998,"4175 Washington Street, Roslindale",OPERATIONAL,False,4.2,306,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
192,Las Palmas Restaurant & Catering,42.283413,-71.13163399999998,"4337 Washington Street, Roslindale",OPERATIONAL,False,4.1,55,GOOGLE,"restaurant,food,point_of_interest,establishment",,
193,Roslindale House of Pizza,42.287854700000004,-71.12647179999998,"4168 Washington Street, Roslindale",OPERATIONAL,False,4.2,187,GOOGLE,"restaurant,food,point_of_interest,establishment",,
194,Obosa Restaurant,42.286097399999996,-71.13679090000001,"146 Belgrade Avenue, Roslindale",OPERATIONAL,False,4.7,57,GOOGLE,"restaurant,food,point_of_interest,establishment",,
195,Subway,42.2857982,-71.12849659999998,"4238-4244 Washington Street, Roslindale",OPERATIONAL,False,4.3,59,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
196,Los Amigos Taqueria,42.2874124,-71.15023029999998,"1743 Centre Street, West Roxbury",OPERATIONAL,False,4.4,289,GOOGLE,"restaurant,food,point_of_interest,establishment",,
197,Exodus Bagels,42.2862193,-71.14511970000001,"2 McCraw Street, Roslindale",OPERATIONAL,False,5.0,7,GOOGLE,"bakery,restaurant,food,point_of_interest,store,establishment",1,True
198,Exodus Bagels,42.2862193,-71.14511970000001,"2 McCraw Street, Boston",OPERATIONAL,False,4.7,246,GOOGLE,"restaurant,food,point_of_interest,establishment",1,True
199,West Garden,42.2854742,-71.15573640000002,"1890 Centre Street, West Roxbury",OPERATIONAL,False,3.6,67,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",64,True
200,Effie's Kitchen,42.28609399999999,-71.1289568,"37 Poplar Street, Boston",OPERATIONAL,False,4.6,140,GOOGLE,"restaurant,food,point_of_interest,establishment",20,False
201,Taco Bell,42.266767200000004,-71.16860439999998,"1560 VFW Parkway, West Roxbury",OPERATIONAL,False,3.5,722,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",10,False
202,Al Wadi,42.277152799999996,-71.17263259999999,"1249 VFW Parkway, West Roxbury",OPERATIONAL,False,4.3,426,GOOGLE,"restaurant,food,point_of_interest,establishment",,
203,Brickhouse Cafe,42.267931899999994,-71.17624459999998,"107 Bridge Street, Dedham",OPERATIONAL,False,4.5,312,GOOGLE,"cafe,restaurant,food,point_of_interest,establishment",,
204,Five Guys,42.2578755,-71.1677318,"170 Providence Highway, Dedham",OPERATIONAL,False,4.4,273,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",6,False
205,McDonald's,42.2644514,-71.16777640000001,"1650 VFW Parkway, West Roxbury",OPERATIONAL,False,3.4,587,GOOGLE,"cafe,restaurant,food,point_of_interest,store,establishment",824,True
206,Dunkin',42.2708062,-71.1726343,"1435-1445 VFW Parkway, West Roxbury",OPERATIONAL,False,3.9,223,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
207,KFC,42.2578874,-71.16079870000002,"5318 Washington Street, West Roxbury",OPERATIONAL,False,3.5,258,GOOGLE,"restaurant,food,point_of_interest,establishment",24,False
208,Sofia Italian Steakhouse,42.27089829999999,-71.17183949999998,"1430 VFW Parkway, West Roxbury",OPERATIONAL,False,4.3,411,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",138,False
209,Waterford's Restaurant & Pub,42.2705302,-71.1733975,"2 Bridge Street, Dedham",OPERATIONAL,False,4.3,214,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
210,Riverside Pizza,42.270419,-71.174269,"7 Needham Street, Dedham",OPERATIONAL,False,4.4,124,GOOGLE,"restaurant,food,point_of_interest,establishment",,
211,YellowBird Chicken,42.2615616,-71.15734640000001,"239 Grove Street, West Roxbury",OPERATIONAL,False,4.4,118,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
212,Chick-fil-A,42.2599684,-71.1683328,"140 Providence Highway, Dedham",OPERATIONAL,False,4.4,2060,GOOGLE,"restaurant,food,point_of_interest,establishment",,
213,Fairouz,42.259328000000004,-71.158847,"5268 Washington Street, West Roxbury",OPERATIONAL,False,4.3,135,GOOGLE,"restaurant,food,point_of_interest,establishment",,
214,Panda Express,42.25801879999999,-71.1677868,"166 Providence Highway, Dedham",OPERATIONAL,False,3.9,149,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
215,Target Pizza,42.261129,-71.156808,"5200 Washington Street, Boston",OPERATIONAL,False,4.1,93,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,store,establishment",79,True
216,Dunkin',42.276464600000004,-71.1667642,"155 Spring Street, West Roxbury",OPERATIONAL,False,4.0,203,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
217,Tony's Place Italian Restaurant and Pizza,42.2760112,-71.1672375,"188 Baker Street, West Roxbury",OPERATIONAL,False,4.1,238,GOOGLE,"restaurant,food,point_of_interest,establishment",,
218,Burger King,42.2659124,-71.1678893,"1610 VFW Parkway, West Roxbury",OPERATIONAL,False,3.4,296,GOOGLE,"restaurant,food,point_of_interest,establishment",819,True
219,Santoro's Sicilian Trattoria,42.264398799999995,-71.1774638,"211 Bridge Street, Dedham",OPERATIONAL,False,4.6,72,GOOGLE,"restaurant,food,point_of_interest,establishment",,
220,West Napoli Cafe,42.2836136,-71.15681,"1946 Centre Street, West Roxbury",OPERATIONAL,False,4.5,69,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
221,Chipotle Mexican Grill,42.2576406,-71.16761600000001,"176 Providence Highway, Dedham",OPERATIONAL,False,4.1,292,GOOGLE,"restaurant,food,point_of_interest,establishment",142,False
222,7 Chinese Restaurant,42.2617932,-71.15737259999999,"225 Grove Street A, Boston",OPERATIONAL,False,3.9,94,GOOGLE,"meal_delivery,restaurant,food,point_of_interest,establishment",,
223,Viva Mi Arepa,42.26144,-71.157251,"5197 Washington Street, West Roxbury",OPERATIONAL,False,4.5,417,GOOGLE,"restaurant,food,point_of_interest,establishment",,
224,Johnny's Takeaway,42.275732,-71.166949,"168 Spring Street, West Roxbury",OPERATIONAL,False,4.9,32,GOOGLE,"restaurant,food,point_of_interest,establishment",20,False
225,BONAPITA,42.2775722,-71.1639196,"75 Spring Street Space 500, West Roxbury",OPERATIONAL,False,4.7,134,GOOGLE,"restaurant,food,point_of_interest,establishment",,
226,Star's at West Roxbury,42.2787535,-71.1632757,"75-77 Spring Street, West Roxbury",OPERATIONAL,False,4.1,395,GOOGLE,"shopping_mall,grocery_or_supermarket,restaurant,food,point_of_interest,store,establishment",,
227,Joe's 320 Cafe,42.2717158,-71.17217109999999,"320 Spring Street, Boston",OPERATIONAL,False,4.7,206,GOOGLE,"restaurant,food,point_of_interest,establishment",,
228,Long John Silver's,42.2668348,-71.1685912,"1560 VFW Parkway, West Roxbury",OPERATIONAL,False,3.0,2,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
229,Popeyes Louisiana Kitchen,42.2650381,-71.1676653,"1630 VFW Parkway, West Roxbury",OPERATIONAL,False,3.9,98,GOOGLE,"restaurant,food,point_of_interest,establishment",,
230,Johnny's Pockets,42.284402299999996,-71.1695683,"419 Baker Street, West Roxbury",CLOSED_TEMPORARILY,True,4.8,16,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
231,Subway,42.2858069,-71.1548875,"1866 Centre Street, West Roxbury",OPERATIONAL,False,4.1,40,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",1578,True
232,Mary Ann's Breakfast & Lunch,42.2619211,-71.1574177,"223 Grove Street A, West Roxbury",OPERATIONAL,False,4.4,25,GOOGLE,"restaurant,food,point_of_interest,establishment",,
233,Los Antojitos Restaurant,42.259187299999994,-71.1592575,"5272 Washington Street, West Roxbury",OPERATIONAL,False,4.4,146,GOOGLE,"restaurant,food,point_of_interest,establishment",63,True
234,Maria's Kitchen,42.2869908,-71.15377529999998,"1829 Centre Street, Boston",OPERATIONAL,False,4.9,23,GOOGLE,"restaurant,food,point_of_interest,establishment",5,False
235,Dunkin',42.258602,-71.160663,"5305 Washington Street, West Roxbury",OPERATIONAL,False,4.3,107,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
236,BANH MI OI,42.2874794,-71.15064530000002,"1759 Centre Street, West Roxbury",OPERATIONAL,False,4.6,101,GOOGLE,"restaurant,food,point_of_interest,establishment",,
237,Dunkin',42.258672600000004,-71.16801819999998,"In Stop & Shop, 160 Providence Highway, Dedham",OPERATIONAL,False,4.0,4,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
238,Stardust: Inspired Mediterranean,42.2874865,-71.15045649999998,"1753 Centre Street, West Roxbury",OPERATIONAL,False,4.8,37,GOOGLE,"restaurant,food,point_of_interest,establishment",,
239,Local 338 Bagels & Coffee,42.28734399999999,-71.1493772,"1727 Centre Street, West Roxbury",OPERATIONAL,False,4.5,91,GOOGLE,"bakery,cafe,restaurant,food,point_of_interest,store,establishment",34,False
240,Oak Hill Pizza,42.291641,-71.18602299999999,"665 Saw Mill Brook Parkway, Newton",OPERATIONAL,False,4.4,80,GOOGLE,"meal_delivery,meal_takeaway,restaurant,food,point_of_interest,store,establishment",,
241,Dunkin',42.276252299999996,-71.21510099999998,"399 Great Plain Avenue, Needham",OPERATIONAL,False,3.3,58,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
242,Sweet Basil,42.28015,-71.23534099999998,"942 Great Plain Avenue, Needham",OPERATIONAL,False,4.6,393,GOOGLE,"restaurant,food,point_of_interest,establishment",,
243,Masala Art,42.28010769999999,-71.23651329999998,"990 Great Plain Avenue, Needham",OPERATIONAL,False,3.9,387,GOOGLE,"bar,restaurant,food,point_of_interest,establishment",,
244,Fuji Steak House Needham,42.281843,-71.23588099999998,"1430 Highland Avenue, Needham",OPERATIONAL,False,4.3,213,GOOGLE,"restaurant,food,point_of_interest,establishment",,
245,Dunkin',42.275740899999995,-71.23726979999998,"260 Chestnut Street, Needham",OPERATIONAL,False,3.7,75,GOOGLE,"bakery,meal_takeaway,cafe,restaurant,food,point_of_interest,store,establishment",,
246,The Rice Barn,42.280374,-71.237645,"1037 Great Plain Avenue, Needham",OPERATIONAL,False,3.9,149,GOOGLE,"restaurant,food,point_of_interest,establishment",,
247,The Farmhouse,42.2801015,-71.23605409999998,"970 Great Plain Avenue, Needham",OPERATIONAL,False,4.6,154,GOOGLE,"restaurant,food,point_of_interest,establishment",,
248,Bertucci's Italian Restaurant,42.2848195,-71.2361449,"1257 Highland Avenue, Needham",OPERATIONAL,False,4.0,220,GOOGLE,"restaurant,food,point_of_interest,establishment",,
249,Hearth Pizzeria,42.28005199999999,-71.23613,"974 Great Plain Avenue, Needham",OPERATIONAL,False,4.3,151,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
250,Cook Needham,42.281025,-71.23702209999998,"109 Chapel Street, Needham",OPERATIONAL,False,4.3,195,GOOGLE,"restaurant,food,point_of_interest,establishment",,
251,Ray's New Garden,42.2756445,-71.23868420000001,"40 Chestnut Place, Needham",OPERATIONAL,False,4.3,192,GOOGLE,"night_club,bar,restaurant,food,point_of_interest,establishment",,
252,Sweet Tomatoes Neapolitan Pizza,42.2745805,-71.23755940000001,"320 Chestnut Street, Needham",OPERATIONAL,False,4.5,76,GOOGLE,"meal_takeaway,restaurant,food,point_of_interest,establishment",,
