GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJWME001
"G25001703837001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3837, Middlesex County, Massachusetts",,,827
"G25001703837002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3837, Middlesex County, Massachusetts",,,736
"G25001703837003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3837, Middlesex County, Massachusetts",,,2164
"G25001703837004","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3837, Middlesex County, Massachusetts",,,1247
"G25001703838001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3838, Middlesex County, Massachusetts",,,1464
"G25001703838002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3838, Middlesex County, Massachusetts",,,1010
"G25001703838003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3838, Middlesex County, Massachusetts",,,879
"G25001703838004","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3838, Middlesex County, Massachusetts",,,1599
"G25001703838005","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383800","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 3838, Middlesex County, Massachusetts",,,1037
"G25001703839011","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3839.01, Middlesex County, Massachusetts",,,965
"G25001703839012","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3839.01, Middlesex County, Massachusetts",,,974
"G25001703839013","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3839.01, Middlesex County, Massachusetts",,,1494
"G25001703839014","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3839.01, Middlesex County, Massachusetts",,,1321
"G25001703839015","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 3839.01, Middlesex County, Massachusetts",,,1679
"G25001703839016","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383901","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 3839.01, Middlesex County, Massachusetts",,,1759
"G25001703839021","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383902","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3839.02, Middlesex County, Massachusetts",,,2499
"G25001703839022","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383902","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3839.02, Middlesex County, Massachusetts",,,1442
"G25001703839023","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"383902","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3839.02, Middlesex County, Massachusetts",,,1470
"G25001703840011","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"384001","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3840.01, Middlesex County, Massachusetts",,,1531
"G25001703840021","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"384002","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3840.02, Middlesex County, Massachusetts",,,2301
"G25001703840022","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"384002","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3840.02, Middlesex County, Massachusetts",,,764
"G25001703840023","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"384002","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3840.02, Middlesex County, Massachusetts",,,2428
"G25001703851001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3851, Middlesex County, Massachusetts",,,1717
"G25001703851002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3851, Middlesex County, Massachusetts",,,4274
"G25001703851003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3851, Middlesex County, Massachusetts",,,1154
"G25001703852011","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385201","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3852.01, Middlesex County, Massachusetts",,,1769
"G25001703852012","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385201","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3852.01, Middlesex County, Massachusetts",,,807
"G25001703852021","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385202","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3852.02, Middlesex County, Massachusetts",,,2542
"G25001703852022","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385202","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3852.02, Middlesex County, Massachusetts",,,2846
"G25001703852023","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385202","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3852.02, Middlesex County, Massachusetts",,,1017
"G25001703852024","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"385202","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3852.02, Middlesex County, Massachusetts",,,1450
"G25001703861001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"386100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3861, Middlesex County, Massachusetts",,,989
"G25001703861002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"386100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3861, Middlesex County, Massachusetts",,,1923
"G25001703861003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"386100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3861, Middlesex County, Massachusetts",,,1389
"G25001703871001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3871, Middlesex County, Massachusetts",,,828
"G25001703871002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3871, Middlesex County, Massachusetts",,,759
"G25001703871003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3871, Middlesex County, Massachusetts",,,1915
"G25001703871004","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3871, Middlesex County, Massachusetts",,,669
"G25001703872011","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387201","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3872.01, Middlesex County, Massachusetts",,,3293
"G25001703872012","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387201","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3872.01, Middlesex County, Massachusetts",,,769
"G25001703872013","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387201","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3872.01, Middlesex County, Massachusetts",,,853
"G25001703872014","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387201","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3872.01, Middlesex County, Massachusetts",,,1261
"G25001703872021","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387202","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3872.02, Middlesex County, Massachusetts",,,1379
"G25001703872022","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387202","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3872.02, Middlesex County, Massachusetts",,,787
"G25001703872023","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"387202","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3872.02, Middlesex County, Massachusetts",,,2121
"G25001703881001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3881, Middlesex County, Massachusetts",,,2780
"G25001703881002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3881, Middlesex County, Massachusetts",,,1587
"G25001703881003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3881, Middlesex County, Massachusetts",,,1427
"G25001703882001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3882, Middlesex County, Massachusetts",,,906
"G25001703882002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3882, Middlesex County, Massachusetts",,,3030
"G25001703882003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3882, Middlesex County, Massachusetts",,,3662
"G25001703883001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3883, Middlesex County, Massachusetts",,,1705
"G25001703883002","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3883, Middlesex County, Massachusetts",,,1460
"G25001703883003","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3883, Middlesex County, Massachusetts",,,2239
"G25001703883004","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"388300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3883, Middlesex County, Massachusetts",,,800
"G25001709800001","2014-2018",,,"Massachusetts","25","Middlesex County","017",,,"980000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9800, Middlesex County, Massachusetts",,,0
"G25001909501001","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9501, Nantucket County, Massachusetts",,,1000
"G25001909501002","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9501, Nantucket County, Massachusetts",,,448
"G25001909502001","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Nantucket County, Massachusetts",,,1381
"G25001909502002","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Nantucket County, Massachusetts",,,1361
"G25001909502003","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9502, Nantucket County, Massachusetts",,,1701
"G25001909502004","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9502, Nantucket County, Massachusetts",,,777
"G25001909503071","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950307","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503.07, Nantucket County, Massachusetts",,,510
"G25001909504001","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9504, Nantucket County, Massachusetts",,,1698
"G25001909504002","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9504, Nantucket County, Massachusetts",,,1109
"G25001909505001","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9505, Nantucket County, Massachusetts",,,429
"G25001909505002","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"950500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9505, Nantucket County, Massachusetts",,,687
"G25001909900000","2014-2018",,,"Massachusetts","25","Nantucket County","019",,,"990000","0",,,,,,,,,,,,,,,,,,,,,,,"Block Group 0, Census Tract 9900, Nantucket County, Massachusetts",,,0
"G25002104001001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4001, Norfolk County, Massachusetts",,,820
"G25002104001002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4001, Norfolk County, Massachusetts",,,960
"G25002104001003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4001, Norfolk County, Massachusetts",,,2088
"G25002104001004","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4001, Norfolk County, Massachusetts",,,1437
"G25002104002001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4002, Norfolk County, Massachusetts",,,1602
"G25002104002002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4002, Norfolk County, Massachusetts",,,3132
"G25002104002003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4002, Norfolk County, Massachusetts",,,1517
"G25002104003001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4003, Norfolk County, Massachusetts",,,1246
"G25002104003002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4003, Norfolk County, Massachusetts",,,1643
"G25002104003003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4003, Norfolk County, Massachusetts",,,1405
"G25002104004001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4004, Norfolk County, Massachusetts",,,2021
"G25002104004002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4004, Norfolk County, Massachusetts",,,2548
"G25002104004003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4004, Norfolk County, Massachusetts",,,996
"G25002104005001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4005, Norfolk County, Massachusetts",,,2148
"G25002104005002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4005, Norfolk County, Massachusetts",,,1386
"G25002104005003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400500","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4005, Norfolk County, Massachusetts",,,1594
"G25002104006001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4006, Norfolk County, Massachusetts",,,1232
"G25002104006002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4006, Norfolk County, Massachusetts",,,3244
"G25002104006003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4006, Norfolk County, Massachusetts",,,807
"G25002104007001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4007, Norfolk County, Massachusetts",,,1064
"G25002104007002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4007, Norfolk County, Massachusetts",,,1488
"G25002104007003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4007, Norfolk County, Massachusetts",,,925
"G25002104008001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4008, Norfolk County, Massachusetts",,,1101
"G25002104008002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4008, Norfolk County, Massachusetts",,,1762
"G25002104008003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4008, Norfolk County, Massachusetts",,,2618
"G25002104009001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400900","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4009, Norfolk County, Massachusetts",,,1696
"G25002104009002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400900","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4009, Norfolk County, Massachusetts",,,537
"G25002104009003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"400900","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4009, Norfolk County, Massachusetts",,,1931
"G25002104010001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4010, Norfolk County, Massachusetts",,,854
"G25002104010002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4010, Norfolk County, Massachusetts",,,715
"G25002104010003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401000","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4010, Norfolk County, Massachusetts",,,1804
"G25002104011001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4011, Norfolk County, Massachusetts",,,1371
"G25002104011002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4011, Norfolk County, Massachusetts",,,985
"G25002104011003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4011, Norfolk County, Massachusetts",,,1677
"G25002104012001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4012, Norfolk County, Massachusetts",,,1927
"G25002104012002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4012, Norfolk County, Massachusetts",,,1238
"G25002104012003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4012, Norfolk County, Massachusetts",,,1723
"G25002104012004","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"401200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4012, Norfolk County, Massachusetts",,,1992
"G25002104021011","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4021.01, Norfolk County, Massachusetts",,,632
"G25002104021012","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4021.01, Norfolk County, Massachusetts",,,992
"G25002104021013","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4021.01, Norfolk County, Massachusetts",,,537
"G25002104021014","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402101","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4021.01, Norfolk County, Massachusetts",,,1324
"G25002104021021","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4021.02, Norfolk County, Massachusetts",,,909
"G25002104021022","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4021.02, Norfolk County, Massachusetts",,,1281
"G25002104021023","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402102","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4021.02, Norfolk County, Massachusetts",,,865
"G25002104021024","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402102","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4021.02, Norfolk County, Massachusetts",,,1283
"G25002104022001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4022, Norfolk County, Massachusetts",,,874
"G25002104022002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4022, Norfolk County, Massachusetts",,,1419
"G25002104023001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4023, Norfolk County, Massachusetts",,,868
"G25002104023002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4023, Norfolk County, Massachusetts",,,1272
"G25002104023003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4023, Norfolk County, Massachusetts",,,2397
"G25002104024001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4024, Norfolk County, Massachusetts",,,1742
"G25002104024002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4024, Norfolk County, Massachusetts",,,529
"G25002104024003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4024, Norfolk County, Massachusetts",,,814
"G25002104024004","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4024, Norfolk County, Massachusetts",,,611
"G25002104024005","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4024, Norfolk County, Massachusetts",,,596
"G25002104024006","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402400","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4024, Norfolk County, Massachusetts",,,2285
"G25002104025001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4025, Norfolk County, Massachusetts",,,1346
"G25002104025002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"402500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4025, Norfolk County, Massachusetts",,,2801
"G25002104031001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4031, Norfolk County, Massachusetts",,,888
"G25002104031002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4031, Norfolk County, Massachusetts",,,987
"G25002104031003","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4031, Norfolk County, Massachusetts",,,792
"G25002104031004","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 4031, Norfolk County, Massachusetts",,,1338
"G25002104031005","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 4031, Norfolk County, Massachusetts",,,934
"G25002104031006","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 4031, Norfolk County, Massachusetts",,,1099
"G25002104031007","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403100","7",,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 4031, Norfolk County, Massachusetts",,,825
"G25002104033001","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4033, Norfolk County, Massachusetts",,,1244
"G25002104033002","2014-2018",,,"Massachusetts","25","Norfolk County","021",,,"403300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4033, Norfolk County, Massachusetts",,,1119
