GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME,BTTRA,BTBGA,AJWME001
"G25000506002033","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"600203","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6002.03, Bristol County, Massachusetts",,,2966
"G25000506002041","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"600204","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6002.04, Bristol County, Massachusetts",,,1656
"G25000506002042","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"600204","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6002.04, Bristol County, Massachusetts",,,2346
"G25000506101001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6101, Bristol County, Massachusetts",,,1789
"G25000506101002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6101, Bristol County, Massachusetts",,,2009
"G25000506101003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6101, Bristol County, Massachusetts",,,1766
"G25000506102021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610202","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6102.02, Bristol County, Massachusetts",,,1937
"G25000506102022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610202","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6102.02, Bristol County, Massachusetts",,,1318
"G25000506102023","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610202","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6102.02, Bristol County, Massachusetts",,,1200
"G25000506102024","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610202","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6102.02, Bristol County, Massachusetts",,,944
"G25000506102031","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610203","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6102.03, Bristol County, Massachusetts",,,1279
"G25000506102032","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610203","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6102.03, Bristol County, Massachusetts",,,1143
"G25000506102033","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610203","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6102.03, Bristol County, Massachusetts",,,3147
"G25000506102034","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610203","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6102.03, Bristol County, Massachusetts",,,1299
"G25000506102041","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610204","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6102.04, Bristol County, Massachusetts",,,2262
"G25000506102042","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610204","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6102.04, Bristol County, Massachusetts",,,1911
"G25000506102043","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"610204","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6102.04, Bristol County, Massachusetts",,,1757
"G25000506111011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6111.01, Bristol County, Massachusetts",,,3412
"G25000506111012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6111.01, Bristol County, Massachusetts",,,1787
"G25000506111021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6111.02, Bristol County, Massachusetts",,,2899
"G25000506111022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6111.02, Bristol County, Massachusetts",,,2512
"G25000506112011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611201","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6112.01, Bristol County, Massachusetts",,,911
"G25000506112012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611201","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6112.01, Bristol County, Massachusetts",,,1952
"G25000506112021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611202","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6112.02, Bristol County, Massachusetts",,,3306
"G25000506112022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611202","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6112.02, Bristol County, Massachusetts",,,1618
"G25000506112023","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"611202","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6112.02, Bristol County, Massachusetts",,,1237
"G25000506121001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6121, Bristol County, Massachusetts",,,1020
"G25000506121002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6121, Bristol County, Massachusetts",,,2848
"G25000506121003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6121, Bristol County, Massachusetts",,,788
"G25000506122001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6122, Bristol County, Massachusetts",,,2862
"G25000506122002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6122, Bristol County, Massachusetts",,,1399
"G25000506122003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6122, Bristol County, Massachusetts",,,3404
"G25000506122004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"612200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6122, Bristol County, Massachusetts",,,1689
"G25000506131001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6131, Bristol County, Massachusetts",,,1591
"G25000506131002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6131, Bristol County, Massachusetts",,,1733
"G25000506131003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6131, Bristol County, Massachusetts",,,2169
"G25000506131004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6131, Bristol County, Massachusetts",,,1291
"G25000506133001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6133, Bristol County, Massachusetts",,,1734
"G25000506133002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6133, Bristol County, Massachusetts",,,1969
"G25000506133003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6133, Bristol County, Massachusetts",,,1617
"G25000506133004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6133, Bristol County, Massachusetts",,,1648
"G25000506134001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6134, Bristol County, Massachusetts",,,1837
"G25000506134002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6134, Bristol County, Massachusetts",,,1786
"G25000506136001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6136, Bristol County, Massachusetts",,,2657
"G25000506136002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6136, Bristol County, Massachusetts",,,1337
"G25000506137001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6137, Bristol County, Massachusetts",,,2226
"G25000506137002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6137, Bristol County, Massachusetts",,,1982
"G25000506138001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6138, Bristol County, Massachusetts",,,987
"G25000506138002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6138, Bristol County, Massachusetts",,,2463
"G25000506138003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6138, Bristol County, Massachusetts",,,962
"G25000506138004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6138, Bristol County, Massachusetts",,,680
"G25000506139011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613901","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6139.01, Bristol County, Massachusetts",,,1180
"G25000506139012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613901","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6139.01, Bristol County, Massachusetts",,,1363
"G25000506139021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613902","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6139.02, Bristol County, Massachusetts",,,1778
"G25000506139022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613902","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6139.02, Bristol County, Massachusetts",,,1716
"G25000506139023","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"613902","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6139.02, Bristol County, Massachusetts",,,1614
"G25000506140001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614000","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6140, Bristol County, Massachusetts",,,2123
"G25000506140002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614000","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6140, Bristol County, Massachusetts",,,2705
"G25000506141011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6141.01, Bristol County, Massachusetts",,,3120
"G25000506141012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6141.01, Bristol County, Massachusetts",,,1625
"G25000506141013","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6141.01, Bristol County, Massachusetts",,,2386
"G25000506141021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6141.02, Bristol County, Massachusetts",,,2440
"G25000506141022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6141.02, Bristol County, Massachusetts",,,2094
"G25000506141023","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"614102","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6141.02, Bristol County, Massachusetts",,,2150
"G25000506151001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"615100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6151, Bristol County, Massachusetts",,,920
"G25000506151002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"615100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6151, Bristol County, Massachusetts",,,1816
"G25000506151003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"615100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6151, Bristol County, Massachusetts",,,1598
"G25000506151004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"615100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6151, Bristol County, Massachusetts",,,1088
"G25000506151005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"615100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6151, Bristol County, Massachusetts",,,2149
"G25000506161001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"616100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6161, Bristol County, Massachusetts",,,2117
"G25000506161002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"616100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6161, Bristol County, Massachusetts",,,2807
"G25000506161003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"616100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6161, Bristol County, Massachusetts",,,1755
"G25000506171011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6171.01, Bristol County, Massachusetts",,,1228
"G25000506171012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6171.01, Bristol County, Massachusetts",,,1037
"G25000506171013","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617101","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6171.01, Bristol County, Massachusetts",,,1071
"G25000506171014","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617101","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6171.01, Bristol County, Massachusetts",,,1627
"G25000506171015","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617101","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6171.01, Bristol County, Massachusetts",,,0
"G25000506171021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6171.02, Bristol County, Massachusetts",,,2069
"G25000506171022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"617102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6171.02, Bristol County, Massachusetts",,,2219
"G25000506301011","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630101","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6301.01, Bristol County, Massachusetts",,,936
"G25000506301012","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630101","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6301.01, Bristol County, Massachusetts",,,1968
"G25000506301021","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630102","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6301.02, Bristol County, Massachusetts",,,1182
"G25000506301022","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630102","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6301.02, Bristol County, Massachusetts",,,895
"G25000506301023","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630102","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6301.02, Bristol County, Massachusetts",,,1271
"G25000506301024","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630102","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6301.02, Bristol County, Massachusetts",,,944
"G25000506302001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6302, Bristol County, Massachusetts",,,1011
"G25000506302002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6302, Bristol County, Massachusetts",,,2060
"G25000506302003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6302, Bristol County, Massachusetts",,,845
"G25000506302004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6302, Bristol County, Massachusetts",,,1209
"G25000506302005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6302, Bristol County, Massachusetts",,,2930
"G25000506303001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6303, Bristol County, Massachusetts",,,1868
"G25000506303002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6303, Bristol County, Massachusetts",,,4102
"G25000506303003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6303, Bristol County, Massachusetts",,,1740
"G25000506303004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630300","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6303, Bristol County, Massachusetts",,,1167
"G25000506304001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6304, Bristol County, Massachusetts",,,1386
"G25000506304002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6304, Bristol County, Massachusetts",,,1325
"G25000506304003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"630400","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6304, Bristol County, Massachusetts",,,2277
"G25000506311001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6311, Bristol County, Massachusetts",,,863
"G25000506311002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6311, Bristol County, Massachusetts",,,611
"G25000506311003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6311, Bristol County, Massachusetts",,,1508
"G25000506311004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6311, Bristol County, Massachusetts",,,772
"G25000506311005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6311, Bristol County, Massachusetts",,,1666
"G25000506311006","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 6311, Bristol County, Massachusetts",,,1360
"G25000506311007","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631100","7",,,,,,,,,,,,,,,,,,,,,,,"Block Group 7, Census Tract 6311, Bristol County, Massachusetts",,,924
"G25000506312001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6312, Bristol County, Massachusetts",,,1425
"G25000506312002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6312, Bristol County, Massachusetts",,,755
"G25000506312003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6312, Bristol County, Massachusetts",,,1559
"G25000506312004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6312, Bristol County, Massachusetts",,,1985
"G25000506312005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6312, Bristol County, Massachusetts",,,2173
"G25000506313001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631300","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6313, Bristol County, Massachusetts",,,1824
"G25000506313002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631300","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6313, Bristol County, Massachusetts",,,1523
"G25000506313003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631300","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6313, Bristol County, Massachusetts",,,1436
"G25000506314001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631400","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6314, Bristol County, Massachusetts",,,1771
"G25000506314002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631400","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6314, Bristol County, Massachusetts",,,1097
"G25000506315001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631500","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6315, Bristol County, Massachusetts",,,1975
"G25000506315002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631500","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6315, Bristol County, Massachusetts",,,1035
"G25000506316001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631600","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6316, Bristol County, Massachusetts",,,1921
"G25000506316002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631600","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6316, Bristol County, Massachusetts",,,941
"G25000506316003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631600","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6316, Bristol County, Massachusetts",,,1017
"G25000506317001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631700","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6317, Bristol County, Massachusetts",,,1218
"G25000506317002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631700","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6317, Bristol County, Massachusetts",,,1295
"G25000506317003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631700","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6317, Bristol County, Massachusetts",,,2295
"G25000506317004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631700","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6317, Bristol County, Massachusetts",,,2016
"G25000506318001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631800","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6318, Bristol County, Massachusetts",,,2774
"G25000506318002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631800","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6318, Bristol County, Massachusetts",,,1332
"G25000506318003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631800","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6318, Bristol County, Massachusetts",,,2242
"G25000506318004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"631800","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6318, Bristol County, Massachusetts",,,1235
"G25000506321001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6321, Bristol County, Massachusetts",,,1463
"G25000506321002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6321, Bristol County, Massachusetts",,,1154
"G25000506321003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6321, Bristol County, Massachusetts",,,771
"G25000506321004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6321, Bristol County, Massachusetts",,,621
"G25000506321005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6321, Bristol County, Massachusetts",,,897
"G25000506321006","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632100","6",,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 6321, Bristol County, Massachusetts",,,1923
"G25000506322001","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632200","1",,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6322, Bristol County, Massachusetts",,,1593
"G25000506322002","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632200","2",,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6322, Bristol County, Massachusetts",,,2213
"G25000506322003","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632200","3",,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 6322, Bristol County, Massachusetts",,,1863
"G25000506322004","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632200","4",,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 6322, Bristol County, Massachusetts",,,1268
"G25000506322005","2014-2018",,,"Massachusetts","25","Bristol County","005",,,"632200","5",,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 6322, Bristol County, Massachusetts",,,1444
