,DATE,TIME,NUM,ADDRESS,LAT,LONG,SEX,RACE,AGE,PRECISION,Ethnicity,OfficerID,OfficerFirstName,OfficerLastName,OfficerDesignation
4440,20150630,1519,15-255-FI,"75 N SIXTH ST, New Bedford, MA",41.6363877,-70.92824949999999,M,W,22  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4441,20150630,1519,15-255-FI,"75 N SIXTH ST, New Bedford, MA",41.6363877,-70.92824949999999,M,B,24  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4442,20150630,1519,15-255-FI,"75 N SIXTH ST, New Bedford, MA",41.6363877,-70.92824949999999,M,B,25  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
4443,20150630,1519,15-255-FI,"75 N SIXTH ST, New Bedford, MA",41.6363877,-70.92824949999999,M,B,25  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
800,20150701,1617,15-256-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,F,W,21  ,Exact,H,3986,George,Lozado,(1B-3986)
801,20150701,1617,15-256-FI,"126 ACUSHNET AVE, New Bedford, MA",41.625418700000004,-70.9232725,M,W,28  ,Exact,H,3986,George,Lozado,(1B-3986)
2759,20150701,1933,15-257-FI,"31 SALISBURY ST, New Bedford, MA",41.6145279,-70.9161958,M,B,40  ,Exact,N,4009,Jared,Lucas,(5C-4009)
2900,20150702,2341,15-258-FI,"329 N FRONT ST, New Bedford, MA",41.659742,-70.9262323,M,B,18  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
2901,20150702,2341,15-258-FI,"329 N FRONT ST, New Bedford, MA",41.659742,-70.9262323,M,W,20  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2902,20150702,2341,15-258-FI,"329 N FRONT ST, New Bedford, MA",41.659742,-70.9262323,M,B,23  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
3712,20150119,2117,15-26-FI,"536 N FRONT ST, New Bedford, MA",41.6673862,-70.92718149999999,F,B,28  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
3713,20150119,2117,15-26-FI,"536 N FRONT ST, New Bedford, MA",41.6673862,-70.92718149999999,F,W,32  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
932,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,B,15  ,Exact,H,3875,Gene,Fortes,(2C-3875)
931,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,W,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
933,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,B,16  ,Exact,N,3875,Gene,Fortes,(2C-3875)
936,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,B,17  ,Exact,N,3875,Gene,Fortes,(2C-3875)
934,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,W,17  ,Exact,H,3875,Gene,Fortes,(2C-3875)
935,20150703,2212,15-260-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,W,17  ,Exact,H,3875,Gene,Fortes,(2C-3875)
1801,20150703,1821,15-261-FI,"174 ASHLEY BLVD, New Bedford, MA",41.6592537,-70.92942109999998,M,B,30  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
1978,20150704,1250,15-262-FI,"189 STATE ST, New Bedford, MA",41.648658399999995,-70.9307562,F,W,29  ,Exact,N,3883,Christian,Gomes,(0B-3883)
1979,20150704,1250,15-262-FI,"189 STATE ST, New Bedford, MA",41.648658399999995,-70.9307562,M,W,33  ,Exact,H,3883,Christian,Gomes,(0B-3883)
1980,20150704,1250,15-262-FI,"189 STATE ST, New Bedford, MA",41.648658399999995,-70.9307562,M,W,41  ,Exact,N,3883,Christian,Gomes,(0B-3883)
1981,20150704,1250,15-262-FI,"189 STATE ST, New Bedford, MA",41.648658399999995,-70.9307562,M,B,52  ,Exact,N,3883,Christian,Gomes,(0B-3883)
1982,20150704,1250,15-262-FI,"189 STATE ST, New Bedford, MA",41.648658399999995,-70.9307562,M,B,54  ,Exact,N,3883,Christian,Gomes,(0B-3883)
3887,20150706,2245,15-263-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,12  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3888,20150706,2245,15-263-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,F,B,15  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3889,20150706,2245,15-263-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,16  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3890,20150706,2245,15-263-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,17  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3891,20150706,2245,15-263-FI,"616 S FIRST ST, New Bedford, MA",41.6208437,-70.92088609999999,M,B,30  ,Exact,N,3875,Gene,Fortes,(2C-3875)
4108,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,12  ,Exact,N,4020,Brian,Rei,(5B-4020)
4109,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,16  ,Exact,N,4020,Brian,Rei,(5B-4020)
4110,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,W,16  ,Exact,N,4020,Brian,Rei,(5B-4020)
4111,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,17  ,Exact,N,4020,Brian,Rei,(5B-4020)
4112,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,19  ,Exact,N,4020,Brian,Rei,(5B-4020)
4113,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,19  ,Exact,N,4020,Brian,Rei,(5B-4020)
4114,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,21  ,Exact,N,4020,Brian,Rei,(5B-4020)
4115,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,W,22  ,Exact,N,4020,Brian,Rei,(5B-4020)
4116,20150707,200,15-264-FI,"662 S FIRST ST, New Bedford, MA",41.6198181,-70.92072420000001,M,B,23  ,Exact,N,4020,Brian,Rei,(5B-4020)
2996,20150707,1517,15-265-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,W,14  ,Exact,U,4001,Clint,Medas,(2C-4001)
2997,20150707,1517,15-265-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,W,17  ,Exact,H,4001,Clint,Medas,(2C-4001)
2998,20150707,1517,15-265-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,B,21  ,Exact,N,4001,Clint,Medas,(2C-4001)
2999,20150707,1517,15-265-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,B,22  ,Exact,N,4001,Clint,Medas,(2C-4001)
3000,20150707,1517,15-265-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,B,27  ,Exact,N,4001,Clint,Medas,(2C-4001)
155,20150708,2230,15-266-FI," S FIRST ST, New Bedford, MA",41.619606700000006,-70.9208056,M,B,21  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
156,20150708,2230,15-266-FI," S FIRST ST, New Bedford, MA",41.619606700000006,-70.9208056,M,B,21  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
157,20150708,2230,15-266-FI," S FIRST ST, New Bedford, MA",41.619606700000006,-70.9208056,M,B,23  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
158,20150708,2230,15-266-FI," S FIRST ST, New Bedford, MA",41.619606700000006,-70.9208056,M,P,32  ,Estimate,H,3875,Gene,Fortes,(2C-3875)
159,20150708,2230,15-266-FI," S FIRST ST, New Bedford, MA",41.619606700000006,-70.9208056,M,B,39  ,Estimate,N,3875,Gene,Fortes,(2C-3875)
2321,20150709,146,15-267-FI,"213 COUNTY ST, New Bedford, MA",41.622648,-70.924926,M,B,31  ,Exact,N,4020,Brian,Rei,(5B-4020)
2322,20150709,146,15-267-FI,"213 COUNTY ST, New Bedford, MA",41.622648,-70.924926,M,W,35  ,Exact,H,4020,Brian,Rei,(5B-4020)
702,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,17  ,Exact,N,4020,Brian,Rei,(5B-4020)
703,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,19  ,Exact,N,4020,Brian,Rei,(5B-4020)
704,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,20  ,Exact,N,4020,Brian,Rei,(5B-4020)
705,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,21  ,Exact,N,4020,Brian,Rei,(5B-4020)
706,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,22  ,Exact,N,4020,Brian,Rei,(5B-4020)
708,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,F,W,25  ,Exact,N,4020,Brian,Rei,(5B-4020)
707,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,25  ,Exact,H,4020,Brian,Rei,(5B-4020)
709,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,B,30  ,Exact,N,4020,Brian,Rei,(5B-4020)
710,20150710,119,15-268-FI,"120 COUNTY ST, New Bedford, MA",41.6193534,-70.9231299,M,W,31  ,Exact,N,4020,Brian,Rei,(5B-4020)
2151,20150710,1323,15-269-FI,"200 UNION ST, New Bedford, MA",41.6340928,-70.92636759999999,M,W,37  ,Exact,N,3942,Jason,Hill,(1B-3942)
2152,20150710,1323,15-269-FI,"200 UNION ST, New Bedford, MA",41.6340928,-70.92636759999999,M,B,47  ,Exact,N,3942,Jason,Hill,(1B-3942)
2153,20150710,1323,15-269-FI,"200 UNION ST, New Bedford, MA",41.6340928,-70.92636759999999,M,W,50  ,Exact,N,3942,Jason,Hill,(1B-3942)
2308,20150713,1723,15-272-FI,"212 UNION ST, New Bedford, MA",41.634066,-70.92662800000001,M,B,22  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
2309,20150713,1723,15-272-FI,"212 UNION ST, New Bedford, MA",41.634066,-70.92662800000001,M,W,27  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
2310,20150713,1723,15-272-FI,"212 UNION ST, New Bedford, MA",41.634066,-70.92662800000001,M,B,50  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
1404,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,13  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1407,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,17  ,Exact,H,3875,Gene,Fortes,(2C-3875)
1405,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,W,17  ,Exact,H,3875,Gene,Fortes,(2C-3875)
1406,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,W,17  ,Exact,H,3875,Gene,Fortes,(2C-3875)
1408,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1409,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1410,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,22  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1411,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,23  ,Exact,N,3875,Gene,Fortes,(2C-3875)
1412,20150715,1411,15-273-FI,"153 PLEASANT ST, New Bedford, MA",41.626881299999994,-70.9255929,M,B,23  ,Exact,N,3875,Gene,Fortes,(2C-3875)
3001,20150715,1507,15-274-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,W,14  ,Exact,U,4001,Clint,Medas,(2C-4001)
3002,20150715,1507,15-274-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,B,16  ,Exact,N,4001,Clint,Medas,(2C-4001)
3003,20150715,1507,15-274-FI,"350 PURCHASE ST, New Bedford, MA",41.6269284,-70.92438829999999,M,B,27  ,Exact,N,4001,Clint,Medas,(2C-4001)
937,20150718,2129,15-276-FI,"129 PLEASANT ST, New Bedford, MA",41.626416,-70.9255279,M,B,15  ,Exact,H,4000,Matthew,Rodrigues,(0B-4000)
3557,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,W,16  ,Exact,N,4001,Clint,Medas,(2C-4001)
3558,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,B,19  ,Exact,N,4001,Clint,Medas,(2C-4001)
3559,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,B,19  ,Exact,N,4001,Clint,Medas,(2C-4001)
3560,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,W,20  ,Exact,N,4001,Clint,Medas,(2C-4001)
3561,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,B,21  ,Exact,N,4001,Clint,Medas,(2C-4001)
3562,20150719,1340,15-277-FI,"49 ACUSHNET AVE, New Bedford, MA",41.6205366,-70.92295809999999,M,W,22  ,Exact,N,4001,Clint,Medas,(2C-4001)
4530,20150721,259,15-278-FI,"80 FREDERICK ST, New Bedford, MA",41.610129799999996,-70.9088063,M,W,17  ,Exact,N,4020,Brian,Rei,(5B-4020)
4531,20150721,259,15-278-FI,"80 FREDERICK ST, New Bedford, MA",41.610129799999996,-70.9088063,M,B,20  ,Exact,N,4020,Brian,Rei,(5B-4020)
31,20150721,1513,15-279-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,26  ,Estimate,N,4001,Clint,Medas,(2C-4001)
32,20150721,1513,15-279-FI,"  , New Bedford, MA",41.6362152,-70.934205,M,B,27  ,Estimate,N,4001,Clint,Medas,(2C-4001)
2937,20150120,214,15-28-FI,"34 GIFFORD ST, New Bedford, MA",41.6177929,-70.91890090000001,M,W,30  ,Exact,N,4011,Jason,Orlando,(1A-4011)
4660,20150724,218,15-280-FI,"84 PLEASANT ST, New Bedford, MA",41.625363,-70.92511,M,B,29  ,Exact,H,4038,Jordan,Ferreira,(4C-4038)
3468,20150725,1928,15-281-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,16  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3469,20150725,1928,15-281-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,B,32  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3470,20150725,1928,15-281-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,46  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
2526,20150731,227,15-282-FI,"250 ASHLEY BLVD, New Bedford, MA",41.6622919,-70.9299161,M,B,30  ,Exact,N,4028,Craig,Ribeiro,(1C-4028)
3682,20150801,1749,15-284-FI,"520 S SECOND ST, New Bedford, MA",41.6194434,-70.9214397,M,B,23  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
3683,20150801,1749,15-284-FI,"520 S SECOND ST, New Bedford, MA",41.6194434,-70.9214397,M,W,24  ,Exact,N,3967,Antonio,Pereira,(3B-3967)
3041,20150802,2159,15-285-FI,"362 KEMPTON ST, New Bedford, MA",41.636968700000004,-70.93419399999999,F,B,18  ,Exact,N,3986,George,Lozado,(1B-3986)
3788,20150804,1727,15-286-FI,"562 COUNTY ST, New Bedford, MA",41.6392432,-70.93101329999999,M,W,23  ,Exact,N,4018,Timothy,Soares,(5C-4018)
2013,20150806,1722,15-289-FI,"193 CHANCERY ST, New Bedford, MA",41.6364109,-70.9377022,M,B,15  ,Exact,H,3875,Gene,Fortes,(2C-3875)
2014,20150806,1722,15-289-FI,"193 CHANCERY ST, New Bedford, MA",41.6364109,-70.9377022,M,B,20  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2015,20150806,1722,15-289-FI,"193 CHANCERY ST, New Bedford, MA",41.6364109,-70.9377022,F,B,23  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2040,20150120,1754,15-29-FI,"197 ASHLEY BLVD, New Bedford, MA",41.6601503,-70.92992170000001,M,B,22  ,Exact,H,4001,Clint,Medas,(2C-4001)
2041,20150120,1754,15-29-FI,"197 ASHLEY BLVD, New Bedford, MA",41.6601503,-70.92992170000001,M,W,24  ,Exact,H,4001,Clint,Medas,(2C-4001)
1164,20150806,2159,15-290-FI,"140 WILLOW ST, New Bedford, MA",41.6470099,-70.9408512,M,B,33  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
1165,20150806,2159,15-290-FI,"140 WILLOW ST, New Bedford, MA",41.6470099,-70.9408512,M,W,41  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
1166,20150806,2159,15-290-FI,"140 WILLOW ST, New Bedford, MA",41.6470099,-70.9408512,F,W,67  ,Exact,N,4022,Roberto,Nunes,(3C-4022)
4161,20150807,1615,15-291-FI,"674 S SECOND ST, New Bedford, MA",41.6167222,-70.9210148,M,W,14  ,Exact,N,4009,Jared,Lucas,(5C-4009)
4162,20150807,1615,15-291-FI,"674 S SECOND ST, New Bedford, MA",41.6167222,-70.9210148,M,B,15  ,Exact,N,4009,Jared,Lucas,(5C-4009)
4163,20150807,1615,15-291-FI,"674 S SECOND ST, New Bedford, MA",41.6167222,-70.9210148,M,B,16  ,Exact,N,4009,Jared,Lucas,(5C-4009)
4164,20150807,1615,15-291-FI,"674 S SECOND ST, New Bedford, MA",41.6167222,-70.9210148,M,W,16  ,Exact,N,4009,Jared,Lucas,(5C-4009)
4165,20150807,1615,15-291-FI,"674 S SECOND ST, New Bedford, MA",41.6167222,-70.9210148,M,B,20  ,Exact,N,4009,Jared,Lucas,(5C-4009)
1742,20150810,1105,15-293-FI,"170 W RODNEY FRENCH BLVD, New Bedford, MA",41.609725,-70.91726,F,W,29  ,Exact,N,3950,Macaila,Saunders,(5B-3950)
1743,20150810,1105,15-293-FI,"170 W RODNEY FRENCH BLVD, New Bedford, MA",41.609725,-70.91726,M,W,35  ,Exact,N,3950,Macaila,Saunders,(5B-3950)
1817,20150817,1653,15-295-FI,"175 CHANCERY ST, New Bedford, MA",41.6359062,-70.9375115,M,W,15  ,Exact,N,4001,Clint,Medas,(2C-4001)
1818,20150817,1653,15-295-FI,"175 CHANCERY ST, New Bedford, MA",41.6359062,-70.9375115,M,B,16  ,Exact,N,4001,Clint,Medas,(2C-4001)
1819,20150817,1653,15-295-FI,"175 CHANCERY ST, New Bedford, MA",41.6359062,-70.9375115,M,W,18  ,Exact,N,4001,Clint,Medas,(2C-4001)
1820,20150817,1653,15-295-FI,"175 CHANCERY ST, New Bedford, MA",41.6359062,-70.9375115,M,W,22  ,Exact,N,4001,Clint,Medas,(2C-4001)
1821,20150817,1653,15-295-FI,"175 CHANCERY ST, New Bedford, MA",41.6359062,-70.9375115,F,W,37  ,Exact,N,4001,Clint,Medas,(2C-4001)
3471,20150818,130,15-296-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,16  ,Exact,N,4020,Brian,Rei,(5B-4020)
3472,20150818,130,15-296-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,B,20  ,Exact,N,4020,Brian,Rei,(5B-4020)
3473,20150818,130,15-296-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,21  ,Exact,N,4020,Brian,Rei,(5B-4020)
3474,20150818,130,15-296-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,B,25  ,Exact,N,4020,Brian,Rei,(5B-4020)
1931,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,B,14  ,Exact,N,4001,Clint,Medas,(2C-4001)
1932,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,B,17  ,Exact,N,4001,Clint,Medas,(2C-4001)
1933,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,W,19  ,Exact,H,4001,Clint,Medas,(2C-4001)
1934,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,B,21  ,Exact,N,4001,Clint,Medas,(2C-4001)
1935,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,B,39  ,Exact,N,4001,Clint,Medas,(2C-4001)
1936,20150818,1528,15-297-FI,"183 CHANCERY ST, New Bedford, MA",41.635839399999995,-70.937608,M,B,52  ,Exact,N,4001,Clint,Medas,(2C-4001)
284,20150819,2017,15-298-FI,"101 ASHLEY BLVD, New Bedford, MA",41.6565058,-70.9293397,M,B,15  ,Exact,N,3986,George,Lozado,(1B-3986)
2406,20150819,2018,15-299-FI,"23 INDEPENDENT ST, New Bedford, MA",41.6202211,-70.9247622,M,B,16  ,Exact,N,3986,George,Lozado,(1B-3986)
818,20150104,1145,15-3-FI,"1279 PLEASANT ST, New Bedford, MA",41.6475468,-70.9293515,M,B,18  ,Exact,H,3939,Trevor,Sylvia,(5C-3939)
819,20150104,1145,15-3-FI,"1279 PLEASANT ST, New Bedford, MA",41.6475468,-70.9293515,M,B,26  ,Exact,H,3939,Trevor,Sylvia,(5C-3939)
820,20150104,1145,15-3-FI,"1279 PLEASANT ST, New Bedford, MA",41.6475468,-70.9293515,M,W,38  ,Exact,H,3939,Trevor,Sylvia,(5C-3939)
2415,20150121,235,15-30-FI,"23 SCOTT ST, New Bedford, MA",41.6163555,-70.922887,M,W,23  ,Exact,N,4029,Daniel,Duclos,(2C-4029)
1891,20150819,2022,15-300-FI,"177 CEDAR ST, New Bedford, MA",41.6402468,-70.9358166,M,W,16  ,Exact,H,3986,George,Lozado,(1B-3986)
2739,20150819,2052,15-301-FI,"305 AUSTIN ST, New Bedford, MA",41.6478408,-70.94026070000001,M,W,20  ,Exact,N,3986,George,Lozado,(1B-3986)
4476,20150819,2059,15-302-FI,"760 COGGESHALL ST, New Bedford, MA",41.653133200000006,-70.9435782,M,W,17  ,Exact,N,3986,George,Lozado,(1B-3986)
3754,20150819,2114,15-303-FI,"550 KEMPTON ST, New Bedford, MA",41.636349100000004,-70.93974449999999,M,W,15  ,Exact,N,3986,George,Lozado,(1B-3986)
219,20150823,1733,15-306-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,B,14  ,Exact,N,4016,Jonathan,Alexandre,(1C-4016)
220,20150823,1733,15-306-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,B,15  ,Exact,H,4016,Jonathan,Alexandre,(1C-4016)
221,20150823,1733,15-306-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,W,17  ,Exact,H,4016,Jonathan,Alexandre,(1C-4016)
3964,20150823,1852,15-307-FI,"640 S FIRST ST, New Bedford, MA",41.620317299999996,-70.92075729999999,M,B,15  ,Exact,H,3986,George,Lozado,(1B-3986)
3475,20150824,1836,15-308-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,16  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3476,20150824,1836,15-308-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,B,20  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3477,20150824,1836,15-308-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,21  ,Exact,N,3974,Roberto,DaCunha,(4B-3974)
3478,20150824,1836,15-308-FI,"47 ACUSHNET AVE, New Bedford, MA",41.6204552,-70.9229071,M,W,24  ,Exact,H,3974,Roberto,DaCunha,(4B-3974)
2522,20150825,7,15-309-FI,"25 S WATER ST, New Bedford, MA",41.633959600000004,-70.9235027,F,W,47  ,Exact,N,3980,Scott,Conceicao,(2B-3980)
4324,20150122,1016,15-31-FI,"7 S SIXTH ST, New Bedford, MA",41.633469,-70.927655,M,W,30  ,Exact,N,3883,Christian,Gomes,(0B-3883)
4325,20150122,1016,15-31-FI,"7 S SIXTH ST, New Bedford, MA",41.633469,-70.927655,F,W,52  ,Exact,N,3883,Christian,Gomes,(0B-3883)
222,20150829,1707,15-312-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,B,17  ,Exact,H,4001,Clint,Medas,(2C-4001)
223,20150829,1707,15-312-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,W,18  ,Exact,H,4001,Clint,Medas,(2C-4001)
224,20150829,1707,15-312-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,W,18  ,Exact,H,4001,Clint,Medas,(2C-4001)
225,20150829,1707,15-312-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,B,22  ,Exact,N,4001,Clint,Medas,(2C-4001)
226,20150829,1707,15-312-FI,"1 WING ST, New Bedford, MA",41.627340000000004,-70.923938,M,B,24  ,Exact,N,4001,Clint,Medas,(2C-4001)
2705,20150831,43,15-313-FI,"293 COFFIN AVE, New Bedford, MA",41.6620463,-70.92922850000001,F,W,15  ,Exact,H,4028,Craig,Ribeiro,(1C-4028)
2706,20150831,43,15-313-FI,"293 COFFIN AVE, New Bedford, MA",41.6620463,-70.92922850000001,M,B,18  ,Exact,N,4028,Craig,Ribeiro,(1C-4028)
2707,20150831,43,15-313-FI,"293 COFFIN AVE, New Bedford, MA",41.6620463,-70.92922850000001,M,B,30  ,Exact,N,4028,Craig,Ribeiro,(1C-4028)
4500,20150831,359,15-314-FI,"775 BROCK AVE, New Bedford, MA",41.6114156,-70.9145351,M,W,28  ,Exact,N,3892,Jason,Viera,(5A-3892)
4470,20150831,1324,15-315-FI,"76 DIVISION ST, New Bedford, MA",41.618057,-70.9223265,M,B,19  ,Exact,N,3875,Gene,Fortes,(2C-3875)
4471,20150831,1324,15-315-FI,"76 DIVISION ST, New Bedford, MA",41.618057,-70.9223265,M,B,21  ,Exact,N,3875,Gene,Fortes,(2C-3875)
2712,20150901,56,15-317-FI,"297 COFFIN AVE, New Bedford, MA",41.6620421,-70.92940279999999,M,B,20  ,Exact,N,4026,Sabrina,Hinchey,(1B-4026)
1260,20150901,405,15-318-FI,"1499 ACUSHNET AVE, New Bedford, MA",41.66191,-70.928044,M,B,25  ,Exact,N,4026,Sabrina,Hinchey,(1B-4026)
1261,20150901,405,15-318-FI,"1499 ACUSHNET AVE, New Bedford, MA",41.66191,-70.928044,F,W,35  ,Exact,H,4026,Sabrina,Hinchey,(1B-4026)
