,Unnamed: 0,Business Name,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,973,Americano Espresso Bar,East Boston,americano espresso bar,sg:ba3ab7f62fee4456a178ce2b4daaaa7e,Americano Espresso Bar,155 Meridian St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,250,178,"[11,6,5,9,11,8,6,6,8,8,9,7,9,10,7,2,6,7,11,7,16,12,7,7,7,7,12,8,6,6,9]",250250506001.0,"{""250250505001"":8,""250250507002"":5,""250250502002"":5,""250214192002"":4,""250214195002"":4,""330110028001"":4,""250250503001"":4,""250251606011"":4,""250092084004"":4,""250092055001"":4,""250251102011"":4,""250250512003"":4,""250251801013"":4,""250251703004"":4,""250250510003"":4,""250092061001"":4,""250250509013"":4,""250250502001"":4,""250277106002"":4,""250250501011"":4,""250251601012"":4,""250250509012"":4,""250250502003"":4,""250250509011"":4,""250251704002"":4,""250250507001"":4,""250251601013"":4,""250250507003"":4,""250250806011"":4,""250250506002"":4,""250173411013"":4,""250250501013"":4,""250250502004"":4,""250250511013"":4,""250092062001"":4,""250173424002"":4}","{""250250505001"":6,""250251605022"":5,""250250509012"":5,""250251708001"":5,""250173424004"":5,""250250509013"":5,""250250502004"":5,""250250512003"":4,""250250504002"":4,""250214192002"":4,""250250503001"":4,""250251606011"":4,""450510405002"":4,""250250502001"":4,""250092061001"":4,""250173688001"":4,""250092021022"":4,""250250605015"":4,""250251708004"":4,""250250510003"":4,""250250906001"":4,""250250203011"":4,""250092084004"":4,""250173425003"":4,""250235111004"":4,""360110421001"":4,""250250507003"":4,""250251701007"":4,""250250501013"":4,""250251707022"":4,""250250507002"":4,""250173165004"":4,""250250506002"":4,""250250507001"":4}",{},"{""US"":166}",3525.0,12.5,"{""<5"":10,""5-20"":156,""21-60"":41,""61-240"":27,"">240"":16}","{""Burger King"":16,""Chuck E. Cheese's"":14,""Planet Fitness"":12,""Dunkin'"":12,""Sears Home Services"":11}","{""Dunkin'"":59,""Market Basket"":38,""Shaw's"":31,""Mobil"":29,""McDonald's"":28,""Walgreens"":26,""Burger King"":26,""The Home Depot"":25,""Target"":25,""BJ's Wholesale Club"":24,""CVS"":24,""Stop & Shop"":23,""Starbucks"":23,""Walmart"":22,""7-Eleven"":21,""Dollar Tree"":19,""Simon mall"":18,""Wendy's"":16,""Speedway"":15,""T.J. Maxx"":14}","[9,9,7,6,5,8,9,26,14,22,30,41,32,37,26,35,34,36,38,18,23,20,16,14]","{""Monday"":35,""Tuesday"":32,""Wednesday"":36,""Thursday"":36,""Friday"":40,""Saturday"":42,""Sunday"":29}","{""android"":94,""ios"":84}"
1,988,Cafe Gigu,East Boston,cafe gigu,sg:8b1e1784ee514d1bbf25d08847375594,Cafe Gigu,102 Meridian St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,169,120,"[11,6,6,4,6,5,8,5,2,4,7,7,5,4,7,5,5,12,2,4,10,6,3,5,8,1,2,4,3,4,8]",250250503001.0,"{""250250501012"":6,""250250503001"":5,""250250504002"":4,""250250507001"":4,""250251703006"":4,""250173426001"":4,""250173398022"":4,""250250502001"":4,""250173686003"":4,""250250504001"":4,""250251701003"":4,""250251707021"":4,""250251705011"":4,""250250511012"":4,""250250506002"":4,""250250503002"":4,""250250509011"":4,""250251701005"":4,""250251708001"":4,""250250804012"":4,""250251602003"":4}","{""250250506002"":5,""250250502002"":4,""250250506001"":4,""250250509012"":4,""250250504001"":4,""250250106001"":4,""250214011001"":4,""250092055001"":4,""250250810011"":4,""250250509011"":4,""250251603002"":4,""250250505001"":4,""250173704002"":4,""250251602003"":4,""250250507003"":4,""250250507001"":4,""250251604002"":4,""250092081012"":4,""250250503001"":4,""250251707024"":4}",{},"{""US"":104}",3515.0,21.0,"{""<5"":3,""5-20"":81,""21-60"":42,""61-240"":24,"">240"":19}","{""Simon mall"":20,""Market Basket"":12,""Target"":11,""McDonald's"":9}","{""Dunkin'"":44,""Market Basket"":40,""CVS"":21,""Mobil"":20,""Walgreens"":19,""Starbucks"":17,""BJ's Wholesale Club"":17,""Shaw's"":17,""Stop & Shop"":16,""Simon mall"":15,""Target"":14,""McDonald's"":13,""Burger King"":13,""Subway"":13,""The Home Depot"":13,""Shell Oil"":12,""Wingstop"":10,""7-Eleven"":10,""Sunoco"":10,""Burlington"":9}","[15,15,16,16,18,16,21,19,22,24,26,24,25,26,23,30,31,33,27,20,19,18,14,13]","{""Monday"":28,""Tuesday"":31,""Wednesday"":16,""Thursday"":16,""Friday"":26,""Saturday"":32,""Sunday"":20}","{""android"":74,""ios"":45}"
2,992,chinese dragon,East Boston,chinese dragon,sg:51040e76fd124501b785fe088c966c2d,Chinese Dragon,380 Chelsea St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,90,67,"[2,2,3,1,3,1,5,3,4,2,1,2,4,3,7,4,3,2,2,3,6,4,4,2,3,3,2,3,3,1,2]",250250509011.0,"{""250251603002"":5,""250092021022"":4,""250250502003"":4,""250092056001"":4,""250250510003"":4,""250250509011"":4,""250251605011"":4,""420490025002"":4,""250250504001"":4,""250251605021"":4,""250251805002"":4,""250251706014"":4,""250250505001"":4,""250251801013"":4,""250251606025"":4,""250250503001"":4,""250173514031"":4,""250250202001"":4}","{""250250509011"":8,""330019653002"":8,""250250610003"":4,""250173115002"":4,""330150550012"":4,""250251605011"":4,""250251801013"":4,""250250202001"":4,""250092021022"":4}",{},"{""US"":59}",4162.0,31.0,"{""<5"":3,""5-20"":34,""21-60"":21,""61-240"":16,"">240"":16}","{""KFC"":50,""Taco Bell"":16}","{""Dunkin'"":50,""Mobil"":31,""McDonald's"":29,""Starbucks"":26,""Market Basket"":25,""CVS"":24,""Burger King"":24,""Simon mall"":22,""The Home Depot"":21,""Dollar Tree"":21,""BJ's Wholesale Club"":20,""7-Eleven"":20,""Sunoco"":17,""Walmart"":16,""Target"":15,""Wendy's"":15,""Stop & Shop"":15,""Speedway"":14,""IHOP"":14,""Marshalls"":13}","[9,8,8,7,7,7,11,12,15,20,18,20,19,18,17,12,11,14,8,11,15,14,10,9]","{""Monday"":12,""Tuesday"":7,""Wednesday"":10,""Thursday"":10,""Friday"":17,""Saturday"":19,""Sunday"":15}","{""android"":43,""ios"":26}"
3,998,Corner Stalk Farm,East Boston,corner stalk farm,sg:9bd2baa0ab2948cda8821a882a50c474,Corner Stalk Farm,100 Hanover St,Boston,MA,2108,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,2,2,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0]",250250303003.0,{},{},{},{},,20.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":0,"">240"":0}",{},"{""Dunkin'"":97,""Target"":93,""Boston Sports Clubs"":50,""Barneys New York"":50,""Samsonite"":50,""Neiman Marcus"":50,""Freshii"":50,""California Pizza Kitchen"":50,""Music & Arts"":50,""sweetgreen"":50,""Extra Space Storage"":50,""REI"":50,""Which Wich"":50,""Hilton International"":50,""Nike"":50,""9Round"":50,""Comfort Inn"":50,""Whole Foods Market"":50,""True Value Hardware"":50,""Krispy Krunchy Chicken"":50}","[0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":1,""Sunday"":0}","{""android"":4,""ios"":0}"
4,1020,House of Nails,East Boston,house of nails,sg:acceb69f66bb485d94d63dbdbb3f77aa,House of Nails,1020 Bennington St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,9,9,"[0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0]",250250511011.0,"{""250251705022"":4,""250251805001"":4}","{""250251803013"":4}",{},"{""US"":7}",2863.0,10.0,"{""<5"":1,""5-20"":7,""21-60"":1,""61-240"":0,"">240"":0}",{},"{""Dunkin'"":63,""Stop & Shop"":44,""BJ's Wholesale Club"":33,""Marshalls"":33,""Planet Fitness"":32,""Burger King"":29,""Primark Stores EU"":22,""Get Air"":22,""Shaw's"":22,""sweetgreen"":22,""CVS"":18,""Wendy's"":18,""Subway"":17,""The Home Depot"":17,""Starbucks"":15,""Target"":15,""Petro Home Services"":11,""Boston Sports Clubs"":11,""Roche Brothers Supermarket"":11,""Bruegger's"":11}","[0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,5,1,0,1,0,0,0,0]","{""Monday"":1,""Tuesday"":0,""Wednesday"":1,""Thursday"":4,""Friday"":1,""Saturday"":0,""Sunday"":2}","{""android"":5,""ios"":4}"
5,1022,Italian express pizzeria,East Boston,italian express pizzeria,sg:1071f84255b64f56b21d234ec93b6e1b,Italian Express Pizzeria,336 Sumner St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,95,51,"[3,3,1,3,1,7,7,1,0,2,3,7,6,3,2,1,4,4,1,5,7,3,1,6,2,3,2,1,2,0,4]",250250504002.0,"{""250173426003"":6,""250250408011"":4,""250250512003"":4,""120110905024"":4,""040190040631"":4,""250250512002"":4,""060376503005"":4,""361190058001"":4,""250251403001"":4}","{""060376503005"":5,""250250504002"":5,""471470801043"":4,""250173823002"":4,""120110905024"":4,""250250512003"":4,""250173513001"":4,""390610221011"":4,""211110115051"":4,""250173426003"":4,""250250408011"":4,""250250506002"":4,""250250510003"":4}",{},"{""US"":44}",5862.0,53.0,"{""<5"":3,""5-20"":22,""21-60"":25,""61-240"":33,"">240"":12}","{""Embassy Suites Hotels"":25,""Mobil"":25}","{""Dunkin'"":40,""CVS"":23,""Stop & Shop"":21,""McDonald's"":19,""Market Basket"":18,""Mobil"":17,""Gulf Oil"":15,""Target"":14,""Costco Wholesale Corp."":14,""Shaw's"":14,""Wendy's"":13,""BJ's Wholesale Club"":13,""Starbucks"":13,""The Home Depot"":12,""Speedway"":12,""Walmart"":11,""Walgreens"":11,""Ocean State Job Lot"":10,""Burger King"":9,""Dollar Tree"":9}","[9,9,9,9,9,8,10,12,14,15,14,13,8,11,15,13,14,13,13,10,32,32,30,28]","{""Monday"":17,""Tuesday"":12,""Wednesday"":12,""Thursday"":20,""Friday"":18,""Saturday"":11,""Sunday"":5}","{""android"":29,""ios"":22}"
6,1030,La Chiva Restaurant,East Boston,la chiva restaurant,sg:c67877c51f64478188edad8a68fc7f3e,La Chiva Restaurant,259 Bennington St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,288,170,"[13,8,6,14,12,8,7,8,2,8,7,9,11,8,10,9,9,8,8,12,12,10,13,8,13,3,8,15,12,6,11]",250250502004.0,"{""250250507003"":9,""250250510001"":7,""250092063001"":5,""482150221032"":5,""250250507002"":5,""250250509011"":5,""250250502004"":4,""250173102003"":4,""250250509013"":4,""250250502003"":4,""250250511011"":4,""250250707001"":4,""250250512001"":4,""250092060002"":4,""250251602002"":4,""250235117012"":4,""250251705011"":4,""250250002024"":4,""250214412041"":4,""250251703003"":4,""250251702003"":4,""250092521013"":4,""250250502001"":4,""440070014001"":4,""250251707025"":4,""250250511012"":4,""250173414005"":4,""330150560001"":4,""250251705022"":4,""250092064001"":4,""250173424002"":4}","{""250250507002"":8,""250250509011"":6,""250235105024"":5,""250173118002"":4,""250250502003"":4,""250251701002"":4,""250173422012"":4,""250251606011"":4,""250092056001"":4,""250251706012"":4,""482150221032"":4,""250250707001"":4,""250251605021"":4,""250250506002"":4,""250250507003"":4,""250250509012"":4,""250250511012"":4,""250173704002"":4,""250250502004"":4,""250173521021"":4,""250250509013"":4,""250173507004"":4,""250235061012"":4,""250250511011"":4,""250250510001"":4}",{},"{""US"":150}",3902.0,19.0,"{""<5"":12,""5-20"":145,""21-60"":78,""61-240"":25,"">240"":28}","{""Starbucks"":18,""Restaurant Depot"":17,""Holiday Inn"":17,""McKinnons Market"":14,""Cumberland Farms"":14,""Expressions Shoes "":8,""Pollo Campero"":8,""Shaw's"":8,""Texas Roadhouse"":7}","{""Dunkin'"":53,""Market Basket"":38,""Burger King"":23,""The Home Depot"":22,""Mobil"":22,""Walgreens"":22,""McDonald's"":22,""Stop & Shop"":21,""CVS"":20,""Target"":20,""BJ's Wholesale Club"":18,""Subway"":18,""7-Eleven"":17,""Sunoco"":15,""Dollar Tree"":15,""Gulf Oil"":14,""Wendy's"":14,""Starbucks"":13,""Shaw's"":13,""Speedway"":12}","[21,14,14,16,13,29,37,37,42,43,47,34,33,38,39,20,20,20,21,13,25,24,27,21]","{""Monday"":42,""Tuesday"":42,""Wednesday"":32,""Thursday"":39,""Friday"":42,""Saturday"":53,""Sunday"":38}","{""android"":86,""ios"":84}"
7,1038,Little Asia Restaurant,East Boston,little asia restaurant,sg:c6815256d0c348ac84c9da5467e88b7c,Little Asia Restaurant,991 Bennington St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,95,53,"[4,2,0,2,2,7,0,7,4,5,1,4,2,0,4,2,2,2,7,4,5,3,4,3,3,5,2,0,3,2,4]",250250511011.0,"{""250251802001"":5,""250250511013"":5,""250235306005"":4,""250250503002"":4,""250250510002"":4,""250250510001"":4,""250250511014"":4,""230190030001"":4,""250214133001"":4,""250214176023"":4}","{""250250503002"":4,""250214211001"":4,""250250203011"":4,""250250511012"":4,""250250404011"":4,""230190030001"":4,""250250903003"":4,""250250511011"":4,""250250510002"":4,""250092082003"":4,""250250511013"":4}",{},"{""US"":45}",3313.0,41.0,"{""<5"":1,""5-20"":34,""21-60"":25,""61-240"":27,"">240"":8}","{""Pearle Vision"":33,""Subway"":32,""Starbucks"":31,""Fairfield Inn & Suites by Marriott"":25,""Comfort Inn"":25}","{""Dunkin'"":55,""Burger King"":35,""Market Basket"":32,""Starbucks"":29,""CVS"":26,""Mobil"":24,""Stop & Shop"":24,""BJ's Wholesale Club"":20,""Target"":17,""Shaw's"":17,""Subway"":15,""Shell Oil"":14,""Marshalls"":13,""Speedway"":11,""McDonald's"":10,""The Home Depot"":10,""Simon mall"":9,""sweetgreen"":9,""United States Postal Service (USPS)"":9,""Honda"":9}","[1,1,1,1,1,2,2,4,6,11,12,16,26,18,15,14,18,19,21,16,7,7,5,2]","{""Monday"":14,""Tuesday"":8,""Wednesday"":18,""Thursday"":15,""Friday"":5,""Saturday"":21,""Sunday"":14}","{""android"":36,""ios"":19}"
8,1048,Mexicali Sushi Bar,East Boston,mexicali sushi bar,sg:22f6650f6a6040fba9b1bfbe97453c39,Mexicali Sushi Bar,199 Sumner St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,212,139,"[6,10,11,9,8,12,3,4,8,8,5,7,8,5,3,6,6,4,10,6,10,9,3,4,6,8,7,8,7,7,4]",250250503002.0,"{""250173401004"":6,""250250511014"":6,""250250506002"":5,""330110114022"":4,""250251605015"":4,""060650427402"":4,""250092021023"":4,""250251704001"":4,""250250503002"":4,""250250507003"":4,""250250708003"":4,""250251708001"":4,""250173513001"":4,""250277471021"":4,""250251805002"":4,""250251705021"":4,""250250818001"":4,""250250510003"":4,""440070130021"":4,""250250507002"":4,""250251707025"":4,""250250920004"":4,""250250505001"":4,""250250511011"":4,""250250507001"":4,""250214171005"":4}","{""250250503002"":7,""250214171005"":6,""250173504002"":6,""250214194003"":5,""250092058003"":5,""250214201004"":4,""250173524001"":4,""250092021011"":4,""250173399001"":4,""440070130021"":4,""250250507002"":4,""250173426001"":4,""250173737003"":4,""250250504002"":4,""250092033013"":4,""250092021024"":4,""250173531012"":4,""250250511014"":4,""250173419025"":4,""250251704001"":4,""250173401004"":4,""250250503001"":4,""250250510001"":4,""250250506002"":4,""330151041021"":4,""250251708001"":4,""250251702002"":4,""250251708002"":4}",{},"{""US"":120}",4167.0,14.0,"{""<5"":11,""5-20"":114,""21-60"":32,""61-240"":27,"">240"":28}","{""Marshalls"":33,""BJ's Wholesale Club"":25,""Dunkin'"":16,""Burger King"":13,""Wingstop"":12,""IHOP"":12,""Dollar Tree"":12,""CVS"":7}","{""Dunkin'"":42,""Market Basket"":20,""Starbucks"":20,""Burger King"":16,""Stop & Shop"":15,""Shaw's"":14,""Target"":13,""Marshalls"":12,""7-Eleven"":12,""CVS"":12,""BJ's Wholesale Club"":11,""The Home Depot"":10,""Mobil"":10,""McDonald's"":10,""T.J. Maxx"":9,""Planet Fitness"":8,""Simon mall"":8,""Walgreens"":8,""sweetgreen"":7,""Loyal Companion"":6}","[19,18,21,21,21,24,29,24,35,31,36,39,42,36,33,33,31,30,28,16,14,15,17,18]","{""Monday"":33,""Tuesday"":24,""Wednesday"":33,""Thursday"":33,""Friday"":26,""Saturday"":29,""Sunday"":34}","{""android"":97,""ios"":42}"
9,1055,Pazza On Porter,East Boston,pazza on porter,sg:b4342bd2284e4f488a5542bc0814bd87,Pazza on Porter,107 Porter St,Boston,MA,2128,,,2020-08-01T00:00:00-04:00,2020-09-01T00:00:00-04:00,174,101,"[3,3,7,9,9,7,10,9,2,6,4,4,4,3,8,6,3,2,1,3,5,6,10,5,3,10,2,9,13,3,5]",250250506001.0,"{""250250507003"":6,""250250505001"":6,""250250701017"":4,""250235116001"":4,""250092109003"":4,""250277284003"":4,""250250511013"":4,""250214022001"":4,""250251707011"":4,""250173652012"":4,""250250504001"":4,""250250002013"":4,""250250503001"":4,""250251705022"":4,""250250501011"":4,""250173364023"":4,""250092101001"":4,""250173372011"":4}","{""250250505001"":6,""250250506002"":5,""250173514041"":4,""250251701003"":4,""250250503002"":4,""250173671001"":4,""250251707011"":4,""250250507003"":4,""360594154011"":4,""250251603001"":4,""250092173003"":4,""250173364023"":4,""250214006002"":4,""250214022001"":4,""250173413002"":4,""250250511013"":4,""250214421022"":4,""250250510001"":4,""250250507002"":4,""250251705022"":4,""250173361002"":4,""250173505002"":4,""250250504001"":4}",{},"{""US"":88}",5821.0,42.0,"{""<5"":3,""5-20"":52,""21-60"":51,""61-240"":59,"">240"":9}","{""YMCA"":33,""The Home Depot"":32}","{""Dunkin'"":40,""Target"":22,""Market Basket"":19,""CVS"":18,""Shaw's"":17,""Starbucks"":16,""Mobil"":16,""McDonald's"":14,""Burger King"":14,""Stop & Shop"":12,""The Home Depot"":11,""Dollar Tree"":11,""Walgreens"":11,""Sunoco"":11,""Wendy's"":10,""Speedway"":10,""CrossFit"":9,""T.J. Maxx"":9,""Simon mall"":8,""Planet Fitness"":8}","[11,10,10,9,9,9,10,11,8,5,15,29,30,26,16,10,15,27,31,32,28,22,14,12]","{""Monday"":26,""Tuesday"":18,""Wednesday"":24,""Thursday"":16,""Friday"":27,""Saturday"":39,""Sunday"":24}","{""android"":39,""ios"":62}"
