,Unnamed: 0,Business Name,Business Zip Code,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,93,Biddy Hair Salon,2128.0,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,4,3,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0]",250250502001.0,{},{},"{""250250909012"":4}","{""US"":4}",,99.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":2,"">240"":0}","{""The Home Depot"":99}","{""McDonald's"":54,""Walmart"":48,""Bosselman Boss Shop"":33,""Not Your Average Joe's"":33,""Monkey Joe's"":33,""Hugo Boss"":33,""FleetPride"":33,""Loyal Companion"":33,""WinWholesale"":33,""VCA Animal Hospitals"":33,""Shaw's"":33,""C Town Supermarkets"":33,""iLoveKickboxing"":33,""Roady's"":33,""PPG Pittsburgh Paints"":33,""Quiznos"":33,""Modell's Sporting Goods"":33,""Mercedes Benz"":33,""Cinnabon"":33,""Holiday Inn"":33}","[0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,1,1,1,0,0,0,0,0]","{""Monday"":1,""Tuesday"":0,""Wednesday"":0,""Thursday"":1,""Friday"":0,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":4}"
1,162,buco trattoria,2210.0,South Boston Waterfront,buco trattoria,sg:30606d85e3d64bb0b39eec1c60208a02,Buco Trattoria,300 Summer St,Boston,MA,2210,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,315,125,"[0,11,7,1,1,7,14,14,15,11,3,0,22,15,12,16,15,3,4,3,17,17,10,9,1,3,20,11,29,14,10]",250250606001.0,"{""250173422011"":5,""250173400001"":4,""250214142004"":4,""340350538034"":4,""330150600001"":4,""250235114004"":4,""440010307004"":4,""340350502002"":4,""060855084033"":4,""250173361004"":4,""250214196004"":4,""250092505003"":4,""250173152003"":4,""250251007001"":4,""250250907002"":4,""250250610001"":4,""250173102003"":4,""250173839012"":4,""250250005032"":4,""440070008003"":4,""500070031002"":4,""250173564007"":4,""250173531021"":4,""250092114022"":4,""250251204004"":4,""250092108003"":4,""250173825002"":4}","{""250250612001"":9,""250250606001"":9,""250173222002"":5,""330150600001"":5,""250250302001"":4,""250173531021"":4,""250250701018"":4,""250092544011"":4,""250173418004"":4,""250173525002"":4,""250235001031"":4,""250173422011"":4,""250173424001"":4,""250250007031"":4,""250173351002"":4,""250251204004"":4,""250173507002"":4,""250173361004"":4}","{""250250606001"":20,""250250612001"":11,""400272012033"":8,""250214006003"":4,""250259812021"":4,""250173515001"":4,""250250701011"":4,""250173586002"":4,""440090512024"":4}","{""US"":113}",19850.0,148.0,"{""<5"":4,""5-20"":61,""21-60"":34,""61-240"":104,"">240"":112}","{""DoubleTree by Hilton"":14,""Dunkin'"":14,""sweetgreen"":9,""Pink Taco"":8,""Buick"":7,""Chipotle Mexican Grill"":7,""Saks Off Fifth"":7,""Trader Joe's"":7,""BJ's Wholesale Club"":7,""CrossFit"":6}","{""sweetgreen"":44,""Dunkin'"":38,""Starbucks"":27,""CVS"":19,""Stop & Shop"":17,""Market Basket"":14,""Target"":9,""Whole Foods Market"":9,""Simon mall"":9,""Mobil"":9,""Chipotle Mexican Grill"":9,""CrossFit"":8,""Speedway"":8,""BJ's Wholesale Club"":7,""Walgreens"":7,""Sunoco"":7,""Five Guys"":6,""Legal Sea Foods"":6,""7-Eleven"":6,""The Home Depot"":6}","[8,8,9,9,7,8,9,15,65,115,138,149,159,148,139,116,109,89,35,19,21,12,8,8]","{""Monday"":52,""Tuesday"":57,""Wednesday"":72,""Thursday"":66,""Friday"":52,""Saturday"":8,""Sunday"":8}","{""android"":66,""ios"":61}"
2,202,Chickadee,2210.0,South Boston Waterfront,chickadee,sg:6d82cc83e94f451f8967b528a668d940,Chickadee,21 Drydock Ave,Boston,MA,2210,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,104,57,"[0,2,9,5,1,4,5,3,5,3,0,1,4,5,4,7,6,1,1,1,9,6,4,1,1,0,2,3,5,4,2]",250259812021.0,"{""250251402023"":4,""420171052071"":4,""250173353021"":4,""250173832001"":4,""250250007012"":4,""250235411001"":4,""500259679004"":4,""250214225012"":4,""250092201014"":4,""250235442002"":4,""250250007011"":4,""090034621015"":4}","{""250173547001"":6,""250259812021"":5,""250251404007"":4,""250173419021"":4,""250173851002"":4,""250173353021"":4,""250173513002"":4,""250214225012"":4,""250173832001"":4,""250277323013"":4,""250235082002"":4,""110010107001"":4,""250056322002"":4,""330150039011"":4,""250250007011"":4}","{""250259812021"":12,""250259813002"":4,""250173833001"":4}","{""US"":54}",32220.0,127.5,"{""<5"":2,""5-20"":21,""21-60"":12,""61-240"":36,"">240"":33}","{""Renaissance Hotels"":20,""Mobil"":16}","{""sweetgreen"":35,""Dunkin'"":34,""CrossFit"":27,""Target"":20,""CVS"":18,""Starbucks"":16,""Mobil"":16,""Stop & Shop"":15,""Legal Sea Foods"":14,""McDonald's"":14,""Market Basket"":14,""Cumberland Farms"":14,""Simon mall"":14,""The Home Depot"":13,""Lowe's"":10,""Sunoco"":9,""T.J. Maxx"":9,""B.GOOD"":7,""Sports Clubs Network"":7,""Walgreens"":7}","[10,3,3,2,2,5,22,28,24,28,29,31,32,37,30,28,23,22,11,25,24,20,15,13]","{""Monday"":11,""Tuesday"":22,""Wednesday"":18,""Thursday"":22,""Friday"":21,""Saturday"":7,""Sunday"":3}","{""android"":35,""ios"":21}"
3,233,Covet,2127.0,South Boston,covet,sg:e44fc887cac5495195d4b267e6955a13,Covet,391 W Broadway,Boston,MA,2127,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,92,82,"[1,2,6,3,3,3,3,5,3,4,5,2,2,3,3,3,0,5,1,4,0,4,4,5,5,1,4,4,1,2,1]",250250608003.0,"{""250250607001"":6,""250214162002"":4,""360610121002"":4,""250250608004"":4,""250250907002"":4,""250173731002"":4,""250214111003"":4,""250250511011"":4,""250251805002"":4,""250250821002"":4,""250250601011"":4,""250250602002"":4,""250092045002"":4,""250250608002"":4,""250250608003"":4,""250235081023"":4,""250010132002"":4,""250250604003"":4,""450790028003"":4,""250250610001"":4}","{""250235401032"":5,""250250605013"":5,""360610121002"":5,""250250607001"":5,""250250606001"":5,""250173171032"":4,""330110012001"":4,""250173531022"":4,""250173154022"":4,""250250608003"":4,""250214151023"":4,""250250602002"":4,""250173531012"":4,""250214041001"":4,""250251801013"":4,""250173672003"":4,""250092045002"":4,""250250907002"":4}","{""250250701011"":5,""250214151023"":4,""250250502001"":4,""250250812002"":4,""250250608001"":4,""250250606001"":4,""250173531022"":4,""250251103011"":4}","{""US"":76}",6435.0,29.5,"{""<5"":0,""5-20"":35,""21-60"":34,""61-240"":22,"">240"":1}",{},"{""Dunkin'"":59,""Starbucks"":33,""CVS"":33,""Stop & Shop"":31,""sweetgreen"":28,""Target"":22,""Loyal Companion"":18,""Market Basket"":16,""T.J. Maxx"":14,""Burger King"":13,""BJ's Wholesale Club"":13,""Simon mall"":11,""Star Market"":11,""Mobil"":10,""Trader Joe's"":8,""Planet Fitness"":8,""Speedway"":8,""7-Eleven"":7,""McDonald's"":7,""Chipotle Mexican Grill"":7}","[1,1,1,1,1,1,1,2,6,7,13,21,13,18,11,9,8,12,13,7,4,4,3,1]","{""Monday"":13,""Tuesday"":10,""Wednesday"":14,""Thursday"":14,""Friday"":16,""Saturday"":18,""Sunday"":7}","{""android"":27,""ios"":54}"
4,233,Covet,2127.0,South Boston,covet,sg:f4547dd11e2d4d1faa807b05ed0e94a2,Covet,109 Charles St,Boston,MA,2114,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,13,3,"[1,0,0,0,1,2,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0]",250250201014.0,{},{},{},{},,20.0,"{""<5"":0,""5-20"":7,""21-60"":5,""61-240"":1,"">240"":0}","{""Equinox Fitness Clubs"":100}","{""Marriott Hotels"":66,""Wagamama"":33,""Boloco"":33,""Barry's Bootcamp"":33,""B.GOOD"":33,""Pressed Juicery"":33,""Juice Press"":33,""The Ritz-Carlton"":33,""Equinox Fitness Clubs"":33,""Ben & Jerry's"":33,""sweetgreen"":33,""Fit4Mom"":33,""Toyota"":33,""Simon mall"":31,""Dunkin'"":30,""Burger King"":29,""Target"":27,""Starbucks"":25}","[0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,7,0,0,2,0,0]","{""Monday"":3,""Tuesday"":1,""Wednesday"":4,""Thursday"":0,""Friday"":2,""Saturday"":2,""Sunday"":1}","{""android"":0,""ios"":4}"
5,301,Drydock Cafe,2210.0,South Boston,drydock cafe,sg:5127581f66df4a8c8eac090669e06335,Drydock Cafe,7 Drydock Ave,Boston,MA,2210,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,86,49,"[1,2,5,1,1,1,4,2,5,2,0,1,4,6,4,8,4,2,1,3,0,2,3,3,3,0,3,4,2,2,7]",250259812021.0,"{""250251004003"":4,""250214223012"":4,""330110023001"":4,""250250918002"":4,""250250902003"":4}","{""250250606001"":5,""250250915003"":4,""250250910014"":4,""250173411024"":4,""250259812021"":4,""250250924005"":4,""250250902003"":4,""330110023001"":4,""250214203021"":4,""120990078352"":4,""250214201004"":4}","{""250250606001"":7,""250259812021"":5,""250092091005"":4,""250092221003"":4,""040136164004"":4,""440070031003"":4,""250250008021"":4}","{""US"":42}",7287.0,120.5,"{""<5"":5,""5-20"":26,""21-60"":9,""61-240"":15,"">240"":31}","{""Gyu-Kaku"":50}","{""Dunkin'"":50,""Starbucks"":20,""Mobil"":17,""Stop & Shop"":14,""Burger King"":12,""BJ's Wholesale Club"":12,""True Value Hardware"":10,""sweetgreen"":10,""7-Eleven"":10,""T.J. Maxx"":8,""Legal Sea Foods"":8,""Speedway"":8,""B.GOOD"":8,""D'Angelo Sandwich Shops"":8,""Loyal Companion"":8,""The Home Depot"":8,""Market Basket"":8,""Hyatt Place"":8,""Dollar Tree"":7,""Walgreens"":7}","[9,8,6,4,4,11,13,17,17,22,30,26,28,23,15,8,5,3,3,12,14,17,14,14]","{""Monday"":11,""Tuesday"":14,""Wednesday"":11,""Thursday"":20,""Friday"":21,""Saturday"":6,""Sunday"":3}","{""android"":20,""ios"":32}"
6,303,Eagle Hill Cafe,2128.0,East Boston,eagle hill cafe,sg:42f881d1a5b34823977df97bd5656cc4,Eagle Hill Cafe,1 Marion St,Boston,MA,2128,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,803,286,"[16,29,20,30,16,26,34,40,33,33,36,14,23,23,28,22,24,22,14,30,36,28,34,20,15,23,31,21,28,30,24]",250250501013.0,"{""250250501011"":29,""250250501012"":25,""250250501013"":24,""250250502001"":10,""250250509012"":7,""250251605023"":6,""250251601014"":5,""250250507003"":5,""250250506001"":5,""250251601012"":5,""250173399005"":5,""250251605021"":5,""250251703006"":4,""250173372013"":4,""250250819004"":4,""250251701005"":4,""250250504002"":4,""250173398013"":4,""250251707012"":4,""250250303004"":4,""250214180024"":4,""250250402001"":4,""250251805004"":4,""250251708001"":4,""250250505001"":4,""250173426002"":4,""250250506002"":4,""250251706012"":4,""250214172001"":4,""250250510002"":4,""250250913001"":4,""250251707024"":4}","{""250250501013"":24,""250250501011"":21,""250250501012"":17,""250250509012"":8,""250277323011"":6,""250251601014"":5,""250251601012"":5,""250250512002"":4,""250250703001"":4,""250092526022"":4,""250092101002"":4,""250092072001"":4,""250250510003"":4,""250251602003"":4,""250250506002"":4,""250173503003"":4,""250235212021"":4,""250251202011"":4,""250214172001"":4,""250173825001"":4,""250251605011"":4,""250250502001"":4,""250250510002"":4,""250250507003"":4,""250250502004"":4,""010730100012"":4,""250250505001"":4,""250250701011"":4,""250173163003"":4,""250250408011"":4,""250250510001"":4,""250173334004"":4,""090035105001"":4,""250251606024"":4,""250250506001"":4,""250251704004"":4,""250173411022"":4,""250250303002"":4}","{""250250806012"":6,""250250501013"":5,""250251605022"":5,""518100454074"":4,""250250603013"":4,""250250702001"":4,""250251605021"":4,""250250501011"":4,""250251604001"":4,""250250506001"":4}","{""US"":248}",1412.0,49.0,"{""<5"":27,""5-20"":253,""21-60"":165,""61-240"":215,"">240"":143}","{""Market Basket"":9,""Burlington"":8,""Subway"":6,""Dunkin'"":5}","{""Dunkin'"":43,""Market Basket"":26,""Mobil"":23,""Burger King"":21,""McDonald's"":17,""CVS"":15,""7-Eleven"":15,""Pollo Campero"":15,""Shaw's"":13,""Subway"":12,""BJ's Wholesale Club"":12,""The Home Depot"":10,""Starbucks"":10,""Stop & Shop"":9,""Speedway"":9,""Expressions Shoes "":9,""10 Spot/MadRag"":9,""Planet Fitness"":8,""Dollar Tree"":8,""T.J. Maxx"":7}","[133,129,119,115,118,117,121,144,169,192,192,161,156,146,121,110,116,116,99,117,140,154,133,133]","{""Monday"":110,""Tuesday"":114,""Wednesday"":140,""Thursday"":148,""Friday"":121,""Saturday"":103,""Sunday"":67}","{""android"":164,""ios"":122}"
7,304,East side hair salon,2128.0,South Boston,east side hair salon,sg:f41aa1df974a479c9c51153f03cc9b3c,East Side Hair Salon,92 P St,Boston,MA,2127,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,363,130,"[10,15,17,19,7,12,14,9,12,15,14,10,10,13,19,14,15,8,17,7,16,11,15,15,13,7,7,8,4,6,4]",250250601013.0,"{""250250601013"":24,""250251008005"":6,""250173736002"":5,""250235211014"":4,""060855094043"":4,""230310061013"":4,""250251006012"":4,""250214181012"":4,""330151061014"":4,""250173501044"":4,""250250604005"":4,""250250702001"":4,""250250603012"":4,""250173398022"":4,""250250605011"":4,""250214178013"":4,""250250601012"":4,""250173392001"":4,""250250605012"":4,""250250910011"":4,""230310370003"":4}","{""250250601013"":7,""250251007003"":6,""250214135001"":5,""440070170004"":5,""230310370003"":4,""250173822002"":4,""250250701013"":4,""250250910011"":4,""250173392001"":4,""330151061021"":4,""250173501044"":4,""250250303003"":4,""250250601012"":4,""250173736002"":4,""250214061022"":4,""250214227003"":4,""360470413001"":4,""421010213003"":4,""170190004022"":4,""250235051015"":4,""250251006012"":4}","{""250250103002"":5,""250250806012"":4,""250235012023"":4,""250250612002"":4,""250250820003"":4,""230110106001"":4,""250250701018"":4,""250250608002"":4,""250250303002"":4,""250250106001"":4,""440010305003"":4,""250250611012"":4,""250214192002"":4}","{""US"":109}",6886.0,87.0,"{""<5"":7,""5-20"":71,""21-60"":73,""61-240"":85,"">240"":127}","{""C2 Pilates"":14,""Starbucks"":10,""Work 'N Gear"":9}","{""Dunkin'"":34,""Stop & Shop"":24,""Starbucks"":23,""Loyal Companion"":16,""CVS"":15,""sweetgreen"":14,""Simon mall"":11,""Market Basket"":10,""Target"":10,""Speedway"":9,""Wendy's"":8,""T.J. Maxx"":7,""Walgreens"":7,""Panera Bread"":7,""BJ's Wholesale Club"":6,""McDonald's"":6,""Mobil"":6,""7-Eleven"":6,""Gulf Oil"":6,""Whole Foods Market"":6}","[92,95,94,92,93,94,100,98,90,95,100,86,86,68,63,59,62,53,50,73,85,88,105,96]","{""Monday"":36,""Tuesday"":51,""Wednesday"":53,""Thursday"":62,""Friday"":66,""Saturday"":54,""Sunday"":41}","{""android"":41,""ios"":88}"
8,305,East Side Yoga and Fitness,2127.0,South Boston,east side yoga and fitness,sg:972439a20287446da346134e01550083,East Side Yoga and Fitness,584 E Broadway,Boston,MA,2127,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,164,88,"[4,2,8,14,3,5,3,4,4,6,5,5,5,10,5,4,5,6,5,1,7,5,12,8,5,2,4,4,5,5,3]",250250605012.0,"{""250250605012"":6,""250250602002"":5,""250056121003"":4,""420293055002"":4,""250251705011"":4,""250214562001"":4,""250250604002"":4,""250250612002"":4,""250277442005"":4,""250214112002"":4,""250250604001"":4,""250173549003"":4,""250250604005"":4,""250250608004"":4}","{""250250605012"":6,""250250605013"":5,""250250604001"":4,""250251201051"":4,""250250602002"":4,""420293055002"":4,""250251401071"":4,""250277442005"":4,""250250701011"":4}","{""250250701011"":4,""250214012002"":4,""250250303003"":4,""250250907001"":4,""250250001001"":4}","{""US"":76}",4039.0,57.0,"{""<5"":1,""5-20"":32,""21-60"":55,""61-240"":57,"">240"":19}",{},"{""Dunkin'"":42,""Stop & Shop"":30,""Starbucks"":29,""CVS"":17,""sweetgreen"":17,""Simon mall"":12,""Loyal Companion"":11,""Target"":11,""Speedway"":10,""7-Eleven"":9,""Cumberland Farms"":9,""Burger King"":8,""Walgreens"":8,""Gulf Oil"":6,""T.J. Maxx"":6,""Star Market"":6,""CrossFit"":6,""Market Basket"":6,""BJ's Wholesale Club"":5,""Panera Bread"":5}","[18,17,16,13,13,11,17,22,15,20,25,21,24,23,21,23,25,29,28,21,23,17,18,21]","{""Monday"":15,""Tuesday"":24,""Wednesday"":23,""Thursday"":27,""Friday"":30,""Saturday"":30,""Sunday"":15}","{""android"":30,""ios"":56}"
9,382,Gray's Hall,2127.0,South Boston,gray's hall,sg:ce3691f6179f43dd8183a44eafb5cf82,Gray's Hall,615 E Broadway,Boston,MA,2127,,,2020-01-01T00:00:00-05:00,2020-02-01T00:00:00-05:00,16,11,"[0,2,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0]",250250603013.0,"{""250250605012"":4,""250250602002"":4,""230050026001"":4}","{""250250605012"":4,""250173214002"":4}",{},"{""US"":8}",530.0,899.0,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":3,"">240"":13}",{},"{""Starbucks"":37,""Dunkin'"":24,""Target"":21,""LongHorn Steakhouse"":17,""Chipotle Mexican Grill"":16,""Planet Fitness"":16,""CVS"":14,""Healthworks Fitness"":9,""Max Brenner"":9,""Peter Millar"":9,""Star Market"":9,""House of Blues"":9,""Barry's Bootcamp"":9,""Blick Art Materials"":9,""Loyal Companion"":9,""Ten Thousand Villages"":9,""The Paper Store"":9,""SoulCycle"":9,""Jos. A. Bank Clothiers"":9,""Pier 1 Imports"":9}","[12,12,13,13,13,13,13,13,13,12,11,8,6,6,4,2,2,3,3,5,9,10,9,11]","{""Monday"":0,""Tuesday"":3,""Wednesday"":1,""Thursday"":3,""Friday"":5,""Saturday"":3,""Sunday"":1}","{""android"":4,""ios"":5}"
