,Unnamed: 0,Business Name,Business Zip Code,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,93,Biddy Hair Salon,2128.0,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,3,3,"[0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",250250502001.0,{},"{""517600609001"":4}",{},"{""US"":4}",,171.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":2,"">240"":0}",{},"{""Market Basket"":100,""Ramada"":67,""Shell Oil"":61,""McDonald's"":55,""10 Spot/MadRag"":33,""Famous Footwear"":33,""Marshalls"":33,""BJ's Wholesale Club"":33,""Exxon Mobil"":31,""Dunkin'"":30,""Burger King"":30,""Dollar Tree"":29,""Subway"":28,""Dollar General"":27,""Walmart"":14}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":2,""Sunday"":1}","{""android"":4,""ios"":0}"
1,162,buco trattoria,2210.0,South Boston Waterfront,buco trattoria,sg:30606d85e3d64bb0b39eec1c60208a02,Buco Trattoria,300 Summer St,Boston,MA,2210,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,107,69,"[0,9,15,4,5,8,4,1,14,8,7,8,7,0,0,3,4,1,0,2,0,0,0,3,0,1,0,0,0,2,1]",250250606001.0,"{""250251004004"":4,""250251706014"":4,""250173397003"":4,""250214412031"":4,""250214202023"":4,""250250201011"":4,""330150600001"":4,""250056102043"":4,""250056311007"":4,""250173591003"":4}","{""250250612001"":6,""250250606001"":5,""250214151012"":4,""330150600001"":4,""250056102043"":4,""360630236003"":4,""250251202012"":4,""250251708002"":4,""360594120003"":4,""171978804202"":4,""250173565003"":4}","{""250250701013"":4,""250250606001"":4}","{""US"":66}",18359.0,119.0,"{""<5"":1,""5-20"":30,""21-60"":16,""61-240"":26,"">240"":34}","{""The Home Depot"":32,""Dunkin'"":14,""Family Dollar Stores"":12,""Gulf Oil"":8,""Starbucks"":5}","{""Dunkin'"":38,""sweetgreen"":32,""Starbucks"":23,""Market Basket"":22,""The Home Depot"":16,""Mobil"":14,""CVS"":14,""Walgreens"":13,""McDonald's"":13,""Gulf Oil"":11,""Stop & Shop"":11,""Loyal Companion"":10,""Speedway"":10,""BJ's Wholesale Club"":9,""7-Eleven"":9,""Burger King"":9,""Chipotle Mexican Grill"":9,""Pret A Manger"":9,""Shaw's"":9,""Sunoco"":8}","[0,1,0,0,1,3,3,5,26,34,43,47,55,51,39,39,29,22,7,4,0,0,0,1]","{""Monday"":28,""Tuesday"":31,""Wednesday"":12,""Thursday"":14,""Friday"":17,""Saturday"":4,""Sunday"":1}","{""android"":29,""ios"":40}"
2,202,Chickadee,2210.0,South Boston Waterfront,chickadee,sg:6d82cc83e94f451f8967b528a668d940,Chickadee,21 Drydock Ave,Boston,MA,2210,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,49,24,"[0,3,1,5,5,1,3,2,1,3,4,4,3,0,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,1,1]",250259812021.0,"{""250173332001"":4,""250173538003"":4,""250214572003"":4,""482015410032"":4,""250173735002"":4}","{""250092081012"":4,""250173538003"":4,""250259812021"":4}","{""250173531012"":4}","{""US"":22}",31631.0,291.0,"{""<5"":1,""5-20"":4,""21-60"":5,""61-240"":13,"">240"":26}","{""Dunkin'"":24}","{""Dunkin'"":43,""Market Basket"":29,""CVS"":29,""sweetgreen"":25,""Stop & Shop"":20,""Shell Oil"":19,""Whole Foods Market"":16,""Mobil"":15,""Loyal Companion"":12,""99 Restaurants"":12,""Gulf Oil"":12,""The Home Depot"":12,""Hampton"":12,""Petco"":12,""CrossFit"":12,""Sunoco"":11,""Target"":10,""Starbucks"":9,""McDonald's"":9,""B.GOOD"":8}","[2,2,2,2,2,5,14,19,23,28,30,31,26,25,27,25,23,17,10,8,5,3,3,3]","{""Monday"":7,""Tuesday"":9,""Wednesday"":11,""Thursday"":11,""Friday"":6,""Saturday"":3,""Sunday"":2}","{""android"":9,""ios"":16}"
3,233,Covet,2127.0,South Boston,covet,sg:e44fc887cac5495195d4b267e6955a13,Covet,391 W Broadway,Boston,MA,2127,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,62,46,"[2,0,2,4,5,3,3,6,5,4,4,3,3,1,1,3,3,2,1,1,0,0,0,0,0,0,1,2,1,1,1]",250250608003.0,"{""482014128001"":5,""370210022041"":4,""250250608003"":4,""250251304021"":4,""250250608001"":4,""250092105003"":4,""250250607001"":4}","{""250235041013"":5,""250250612001"":5,""250250608003"":4,""250214202023"":4,""250250806013"":4,""250277071002"":4,""250250605012"":4,""250250601014"":4,""250250711012"":4,""250250601011"":4,""482014128001"":4,""250250605013"":4,""250214177014"":4,""250250907002"":4}","{""250250809001"":5,""250250702003"":4}","{""US"":41}",7276.0,21.0,"{""<5"":0,""5-20"":26,""21-60"":19,""61-240"":15,"">240"":2}","{""Dunkin'"":24}","{""CVS"":35,""Dunkin'"":32,""Starbucks"":30,""sweetgreen"":24,""Stop & Shop"":21,""Trader Joe's"":19,""Speedway"":16,""Loyal Companion"":15,""Market Basket"":13,""Walgreens"":12,""Shell Oil"":12,""Cumberland Farms"":11,""BJ's Wholesale Club"":10,""Planet Fitness"":9,""Mobil"":9,""Target"":9,""Wendy's"":9,""7-Eleven"":9,""T.J. Maxx"":7,""Burger King"":7}","[0,0,0,0,1,1,1,1,2,6,7,13,11,9,11,10,7,14,12,2,0,2,1,2]","{""Monday"":9,""Tuesday"":10,""Wednesday"":10,""Thursday"":9,""Friday"":8,""Saturday"":6,""Sunday"":10}","{""android"":11,""ios"":35}"
4,233,Covet,2127.0,South Boston,covet,sg:f4547dd11e2d4d1faa807b05ed0e94a2,Covet,109 Charles St,Boston,MA,2114,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,2,2,"[0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",250250201014.0,"{""480410020122"":4}",{},{},{},,61.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":1,"">240"":0}","{""Veggie Grill"":50}","{""Marriott Hotels"":100,""Chick-fil-A"":95,""Athleta"":50,""Veggie Grill"":50,""Ten Thousand Villages"":50,""Clean Juice"":50,""The Bar Method"":50,""VCA Animal Hospitals"":50,""Mission BBQ"":50,""Clarion"":50,""Torchy's Tacos"":50,""TownePlace Suites by Marriott"":50,""Topgolf"":50,""Cinemark Theatres"":50,""First Watch Restaurants"":50,""Jewel-Osco"":50,""Courtyard by Marriott"":50,""Waffle House"":49,""H-E-B"":49,""Mobil"":48}","[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0]","{""Monday"":2,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
5,301,Drydock Cafe,2210.0,South Boston,drydock cafe,sg:5127581f66df4a8c8eac090669e06335,Drydock Cafe,7 Drydock Ave,Boston,MA,2210,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,58,37,"[0,3,4,3,2,6,1,2,3,5,4,1,2,0,0,4,0,3,1,3,1,1,3,2,0,2,1,0,0,1,0]",250259812021.0,"{""250250002011"":8,""250214222003"":4,""250173524002"":4,""250235251014"":4,""250214201004"":4,""250173871002"":4,""250214163001"":4}","{""250251010016"":4,""250173372013"":4,""330110131001"":4,""250250916001"":4,""250214201004"":4}","{""250259812021"":7,""250250606001"":4,""250056508003"":4}","{""US"":34}",19427.0,161.0,"{""<5"":2,""5-20"":14,""21-60"":7,""61-240"":14,"">240"":21}","{""True Value Hardware"":50,""Anytime Fitness"":33}","{""Dunkin'"":48,""CVS"":25,""Stop & Shop"":24,""Market Basket"":21,""Target"":21,""Walmart"":19,""True Value Hardware"":19,""Mobil"":17,""Dollar Tree"":17,""7-Eleven"":17,""Gulf Oil"":16,""Shell Oil"":16,""Burger King"":15,""Starbucks"":14,""T.J. Maxx"":12,""Simon mall"":12,""Speedway"":12,""Papa Gino's"":11,""Loyal Companion"":11,""Walgreens"":11}","[3,3,3,2,1,2,2,8,12,16,22,23,36,30,26,25,15,4,1,1,3,4,3,2]","{""Monday"":14,""Tuesday"":11,""Wednesday"":10,""Thursday"":6,""Friday"":12,""Saturday"":2,""Sunday"":3}","{""android"":16,""ios"":23}"
6,303,Eagle Hill Cafe,2128.0,East Boston,eagle hill cafe,sg:42f881d1a5b34823977df97bd5656cc4,Eagle Hill Cafe,1 Marion St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,512,169,"[14,14,20,20,18,16,10,8,25,18,15,22,14,11,16,39,31,16,14,9,18,20,19,15,10,6,18,20,6,17,13]",250250501013.0,"{""250250501011"":23,""250250501013"":8,""250250502001"":8,""250250501012"":8,""250056441013"":4,""060610225001"":4,""250250509013"":4,""250250504001"":4,""250251601011"":4,""250092069001"":4,""250250506002"":4,""250173689021"":4,""250250920003"":4,""250251606023"":4,""250251601015"":4,""250251704004"":4,""250251606011"":4,""250251605023"":4,""250092083001"":4,""250235051015"":4,""250173527002"":4,""250251601012"":4,""250251606012"":4,""250173335022"":4,""250250505001"":4,""250251705011"":4,""250235011013"":4,""250251701001"":4}","{""250250501011"":23,""250250501013"":14,""250250501012"":11,""500279655012"":5,""250251606011"":5,""250251801011"":4,""250250506002"":4,""250092055001"":4,""250250509012"":4,""250250507003"":4,""250250502004"":4,""250173681022"":4,""250251606023"":4,""060610225001"":4,""250250510003"":4,""250235212021"":4,""250250001001"":4,""250251602002"":4,""250250506001"":4,""250250505001"":4,""250250502001"":4,""250092072001"":4,""250250920003"":4,""250251707023"":4,""250092114023"":4,""250251606012"":4,""250251606021"":4,""250250504001"":4,""250251701001"":4,""250173422012"":4,""250251601012"":4,""250092069002"":4,""250251704004"":4}","{""250250921013"":4,""250092071001"":4,""250173507002"":4,""250173546002"":4,""250250501012"":4}","{""US"":138}",1286.0,46.0,"{""<5"":17,""5-20"":159,""21-60"":105,""61-240"":164,"">240"":67}","{""Subway"":19,""Shell Oil"":13,""Mobil"":11,""Pollo Campero"":8,""Shaw's"":8,""Dunkin'"":8}","{""Dunkin'"":38,""Market Basket"":37,""Burger King"":22,""Mobil"":21,""McDonald's"":21,""Pollo Campero"":15,""Subway"":14,""The Home Depot"":13,""CVS"":13,""BJ's Wholesale Club"":12,""Shaw's"":12,""Target"":11,""10 Spot/MadRag"":11,""Stop & Shop"":10,""Expressions Shoes "":10,""7-Eleven"":10,""Wingstop"":10,""Family Dollar Stores"":9,""Walgreens"":9,""Starbucks"":8}","[43,50,50,51,52,56,67,74,66,68,78,83,95,116,112,91,92,92,74,67,64,61,54,49]","{""Monday"":114,""Tuesday"":97,""Wednesday"":61,""Thursday"":60,""Friday"":57,""Saturday"":59,""Sunday"":64}","{""android"":81,""ios"":87}"
7,304,East side hair salon,2128.0,South Boston,east side hair salon,sg:f41aa1df974a479c9c51153f03cc9b3c,East Side Hair Salon,92 P St,Boston,MA,2127,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,183,82,"[8,5,9,6,7,14,19,10,4,5,3,9,12,9,8,6,5,5,3,5,3,3,7,2,0,5,4,2,1,3,1]",250250601013.0,"{""250250601014"":4,""250092111002"":4,""250250601013"":4,""391034050002"":4,""250214173001"":4,""250173398023"":4,""250214201004"":4,""250250603012"":4,""250173574003"":4,""250250612002"":4,""250250604005"":4,""250092065003"":4,""250250608002"":4,""250173501044"":4,""250235251042"":4,""250214007002"":4,""250250913001"":4,""250214181012"":4,""250251006031"":4,""250214227001"":4,""250173392001"":4,""250250504002"":4}","{""250250601013"":6,""250251008005"":4,""250250601014"":4,""250250601011"":4,""250250612001"":4,""250214181012"":4,""250277531003"":4,""330151003011"":4,""250250601012"":4,""250214196002"":4,""250250612002"":4,""250250604005"":4,""250251704001"":4,""250092059003"":4,""250173574003"":4,""250250005024"":4}","{""250092042005"":4,""250214011002"":4,""391535306032"":4,""250259812021"":4,""250173324002"":4,""250250303004"":4,""250250604003"":4,""250250612001"":4}","{""US"":66}",9221.0,68.0,"{""<5"":4,""5-20"":51,""21-60"":33,""61-240"":45,"">240"":50}","{""Burlington"":33,""CrossFit"":20,""CVS"":8}","{""Dunkin'"":34,""Starbucks"":27,""Stop & Shop"":23,""CVS"":19,""Target"":17,""Market Basket"":16,""7-Eleven"":15,""Cumberland Farms"":12,""The Home Depot"":11,""T.J. Maxx"":11,""sweetgreen"":11,""Mobil"":11,""Sunoco"":11,""Shaw's"":10,""Chipotle Mexican Grill"":10,""Speedway"":9,""Star Market"":9,""Simon mall"":8,""CITGO"":8,""Shell Oil"":8}","[30,33,33,34,34,34,32,37,42,41,45,47,49,39,34,40,32,30,33,32,28,28,30,33]","{""Monday"":25,""Tuesday"":22,""Wednesday"":14,""Thursday"":24,""Friday"":35,""Saturday"":33,""Sunday"":30}","{""android"":27,""ios"":53}"
8,305,East Side Yoga and Fitness,2127.0,South Boston,east side yoga and fitness,sg:972439a20287446da346134e01550083,East Side Yoga and Fitness,584 E Broadway,Boston,MA,2127,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,113,41,"[1,7,7,4,6,3,9,4,0,5,0,5,8,6,2,3,3,3,4,6,1,1,3,1,3,2,5,3,1,4,3]",250250605012.0,"{""250250907001"":4,""250251702002"":4,""250250404011"":4,""250173734001"":4,""250250605012"":4}","{""250250605012"":4,""250251702002"":4,""250250705004"":4,""250250406002"":4,""250173837002"":4,""250277442005"":4,""250250603011"":4,""250250603013"":4,""250250602002"":4}","{""250259817001"":4}","{""US"":37}",4718.0,111.0,"{""<5"":0,""5-20"":23,""21-60"":19,""61-240"":42,"">240"":29}","{""Starbucks"":32}","{""Dunkin'"":34,""Stop & Shop"":24,""Starbucks"":17,""Walgreens"":12,""BJ's Wholesale Club"":11,""CVS"":10,""Legal Sea Foods"":10,""Bertucci's"":10,""Market Basket"":10,""Subway"":9,""Planet Fitness"":8,""Sunoco"":8,""Goodwill Industries"":8,""Dollar Tree"":8,""Star Market"":7,""sweetgreen"":7,""Boys & Girls Clubs of America"":7,""Shell Oil"":6,""CrossFit"":6,""Kohl's"":6}","[8,8,8,7,7,8,12,22,22,25,19,25,24,28,22,25,30,27,27,25,15,15,14,11]","{""Monday"":17,""Tuesday"":19,""Wednesday"":10,""Thursday"":17,""Friday"":22,""Saturday"":19,""Sunday"":9}","{""android"":8,""ios"":34}"
9,382,Gray's Hall,2127.0,South Boston,gray's hall,sg:ce3691f6179f43dd8183a44eafb5cf82,Gray's Hall,615 E Broadway,Boston,MA,2127,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,8,4,"[0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0]",250250603013.0,"{""250250605012"":4}","{""250250605012"":4}",{},"{""US"":4}",,902.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":8}",{},"{""Barneys New York"":25,""Furla"":25,""DelFrisco's Double Eagle Steakhouse"":25,""The Capital Grille"":25,""Giordano's"":25,""Aloft Hotels"":25,""Hilton International"":25,""Boys & Girls Clubs of America"":25,""Stop & Shop"":24,""BJ's Wholesale Club"":24,""Rite Aid"":24,""Simon mall"":24,""Planet Fitness"":24,""Walgreens"":20,""Starbucks"":18,""Walmart"":6}","[8,8,8,8,8,8,8,8,8,8,7,4,4,3,3,2,1,1,0,1,6,8,8,8]","{""Monday"":2,""Tuesday"":0,""Wednesday"":1,""Thursday"":0,""Friday"":1,""Saturday"":3,""Sunday"":1}","{""android"":6,""ios"":0}"
