,Unnamed: 0,Business Name,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,972,AMAZING EYEBROW THREADING,East Boston,amazing eyebrow threading,sg:1778f7ea768f49e08955854106288d87,Amazing Eyebrow Threading,174 Sumner St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,151,69,"[8,6,7,2,5,7,12,5,6,1,9,10,5,8,3,4,3,3,4,5,6,3,4,6,2,6,2,0,1,3,5]",250250504001.0,"{""250250503002"":8,""250092604012"":8,""250173421011"":4,""250251706011"":4,""250250903001"":4,""250250509012"":4,""250251703004"":4,""250092051003"":4,""250251606012"":4,""250251705022"":4,""250251802003"":4,""250250509011"":4,""250251701001"":4,""250250502002"":4,""250251403001"":4,""250173422012"":4,""250251703005"":4}","{""250250503002"":9,""250250501012"":4,""250173411011"":4,""250173684003"":4,""250251701001"":4,""250251708004"":4,""250250502001"":4,""250251011024"":4,""250251703005"":4,""250250702003"":4,""250251706011"":4}","{""250250906002"":4,""250250502001"":4,""250092104004"":4,""250250305001"":4,""250251604001"":4}","{""US"":66}",5949.0,30.0,"{""<5"":4,""5-20"":52,""21-60"":38,""61-240"":30,"">240"":27}","{""Cumberland Farms"":14,""Dunkin'"":14,""CVS"":13}","{""Dunkin'"":49,""Mobil"":25,""Market Basket"":24,""Burger King"":22,""Starbucks"":20,""Subway"":20,""BJ's Wholesale Club"":20,""7-Eleven"":18,""Stop & Shop"":17,""Target"":17,""McDonald's"":16,""Shell Oil"":14,""CVS"":14,""Dollar Tree"":11,""Speedway"":11,""Wingstop"":11,""Wendy's"":10,""Family Dollar Stores"":10,""Simon mall"":9,""Cumberland Farms"":8}","[13,13,15,13,12,14,15,19,22,20,30,28,27,25,27,21,25,29,28,23,14,17,13,12]","{""Monday"":23,""Tuesday"":22,""Wednesday"":16,""Thursday"":25,""Friday"":19,""Saturday"":26,""Sunday"":20}","{""android"":34,""ios"":35}"
1,973,Americano Espresso Bar,East Boston,americano espresso bar,sg:ba3ab7f62fee4456a178ce2b4daaaa7e,Americano Espresso Bar,155 Meridian St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,295,200,"[7,9,14,14,15,16,13,13,15,10,15,12,20,18,7,11,11,9,7,3,6,2,10,6,0,5,7,4,6,2,8]",250250506001.0,"{""250250505001"":13,""250250501011"":8,""250250503001"":7,""250250504002"":6,""250250507001"":6,""250250503002"":5,""250250506001"":5,""250250507002"":5,""250251601013"":4,""250251703005"":4,""250250507003"":4,""250250502003"":4,""250251801013"":4,""250251705011"":4,""250250501013"":4,""250250510003"":4,""250251605022"":4,""250250502001"":4,""250092105003"":4,""250251708004"":4,""250250509012"":4,""250251605011"":4,""250251601012"":4,""250250509011"":4,""250250810012"":4,""250250501012"":4,""250092081023"":4,""250173425003"":4,""250250511012"":4,""250250510002"":4,""250251704003"":4,""250092101001"":4,""250251604002"":4,""250250701018"":4,""250250510001"":4,""250251604001"":4,""250250512002"":4,""250251601015"":4,""250251605012"":4,""250251804001"":4}","{""250251704003"":10,""250250505001"":9,""250251705011"":9,""250250501012"":7,""250250507001"":7,""250173411023"":6,""250250509012"":5,""250251708001"":5,""250250511012"":5,""250250504002"":4,""250250507003"":4,""250251601013"":4,""250010135004"":4,""160270215001"":4,""250250105001"":4,""250250506001"":4,""250251601012"":4,""250250705001"":4,""250251601015"":4,""250251804001"":4,""250250503002"":4,""250250510002"":4,""250250703001"":4,""250250704021"":4,""250092105003"":4,""250250501011"":4,""250173591004"":4,""250251605023"":4,""250092081012"":4,""250250408012"":4,""250250502001"":4,""250251602003"":4,""250251604001"":4,""250250512002"":4,""250251004004"":4,""250251006011"":4,""250250502004"":4,""250250503001"":4,""250173422012"":4,""250250105003"":4,""250173513001"":4,""250250501013"":4,""250173662021"":4}","{""250173550002"":6,""250250506001"":6,""250250203032"":5,""250250502002"":4,""250173531012"":4,""250250404012"":4,""250173515002"":4,""250251603001"":4,""250250502004"":4,""250251604001"":4,""250092055001"":4,""250173521011"":4,""250214008001"":4}","{""US"":194}",1781.0,12.0,"{""<5"":16,""5-20"":184,""21-60"":54,""61-240"":18,"">240"":23}","{""Whole Foods Market"":50,""Panera Bread"":25,""Dunkin'"":19,""Eaton Apothecary"":17,""Marshalls"":14,""Starbucks"":12,""Gulf Oil"":8,""Anna's Taqueria"":7,""Mobil"":6}","{""Dunkin'"":58,""Market Basket"":57,""Subway"":33,""Burger King"":25,""Target"":25,""McDonald's"":24,""Mobil"":24,""CVS"":23,""Shaw's"":22,""BJ's Wholesale Club"":21,""Starbucks"":20,""Stop & Shop"":19,""Speedway"":15,""Dollar Tree"":14,""The Home Depot"":13,""7-Eleven"":13,""Walgreens"":13,""Shell Oil"":11,""T.J. Maxx"":11,""Expressions Shoes "":11}","[10,17,11,9,7,6,3,12,21,29,46,51,40,43,39,47,35,29,35,14,15,13,8,10]","{""Monday"":47,""Tuesday"":49,""Wednesday"":38,""Thursday"":39,""Friday"":46,""Saturday"":41,""Sunday"":35}","{""android"":120,""ios"":80}"
2,979,Biddy Hair Salon,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,3,3,"[0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",250250502001.0,{},"{""517600609001"":4}",{},"{""US"":4}",,171.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":2,"">240"":0}",{},"{""Market Basket"":100,""Ramada"":67,""Shell Oil"":61,""McDonald's"":55,""10 Spot/MadRag"":33,""Famous Footwear"":33,""Marshalls"":33,""BJ's Wholesale Club"":33,""Exxon Mobil"":31,""Dunkin'"":30,""Burger King"":30,""Dollar Tree"":29,""Subway"":28,""Dollar General"":27,""Walmart"":14}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":2,""Sunday"":1}","{""android"":4,""ios"":0}"
3,988,Cafe Gigu,East Boston,cafe gigu,sg:8b1e1784ee514d1bbf25d08847375594,Cafe Gigu,102 Meridian St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,166,137,"[3,10,12,12,13,8,8,10,11,13,9,5,8,4,4,5,5,3,4,7,1,1,0,3,2,1,1,2,0,0,1]",250250503001.0,"{""250250501011"":6,""250251605022"":5,""250251802001"":5,""250259813002"":4,""250251605012"":4,""250251606011"":4,""250251708002"":4,""250173549003"":4,""250250502002"":4,""250250507003"":4,""250250501013"":4,""250250503002"":4,""250250509012"":4,""330150500002"":4,""250251605023"":4,""250251705022"":4,""250173412002"":4,""250251701004"":4,""250250503001"":4,""250214175021"":4,""250250804012"":4,""250250506001"":4,""250251708001"":4,""250250510001"":4,""250173162023"":4,""250250505001"":4,""250092067001"":4}","{""250250502002"":6,""250250506001"":5,""250251701007"":5,""250173732002"":5,""250251702002"":5,""250173687001"":4,""250251802001"":4,""250250503002"":4,""250250702003"":4,""250250505001"":4,""250251706012"":4,""250251606011"":4,""250250203032"":4,""250251708001"":4,""250250701012"":4,""250250501011"":4,""250251801013"":4,""250250507003"":4,""250251604002"":4,""250092053001"":4,""250251602001"":4,""250251605022"":4,""250250503001"":4,""250250507002"":4,""250251605021"":4,""250250501012"":4,""250092031005"":4,""250250913002"":4,""250214175021"":4,""250251707012"":4,""250251606012"":4}","{""250250503001"":4,""250259813002"":4,""250251606021"":4,""250250203032"":4,""250092058001"":4,""250250507003"":4,""250250303001"":4}","{""US"":130}",4024.0,16.0,"{""<5"":7,""5-20"":86,""21-60"":25,""61-240"":36,"">240"":12}","{""Pollo Campero"":33,""Shell Oil"":32,""Starbucks"":16,""Hampton"":12,""BJ's Wholesale Club"":12}","{""Dunkin'"":50,""Market Basket"":44,""BJ's Wholesale Club"":26,""Starbucks"":25,""CVS"":22,""Burger King"":20,""Subway"":19,""Mobil"":19,""Stop & Shop"":18,""Shaw's"":17,""McDonald's"":17,""Target"":15,""Planet Fitness"":14,""The Home Depot"":14,""sweetgreen"":12,""Walgreens"":12,""Expressions Shoes "":12,""7-Eleven"":11,""Dollar Tree"":11,""T.J. Maxx"":10}","[8,7,7,8,7,9,11,17,14,16,19,20,24,26,18,28,30,28,16,10,15,16,15,12]","{""Monday"":26,""Tuesday"":34,""Wednesday"":26,""Thursday"":23,""Friday"":24,""Saturday"":15,""Sunday"":18}","{""android"":81,""ios"":52}"
4,992,chinese dragon,East Boston,chinese dragon,sg:51040e76fd124501b785fe088c966c2d,Chinese Dragon,380 Chelsea St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,142,75,"[9,4,8,5,4,5,6,7,2,6,4,3,9,5,6,3,3,7,2,4,3,5,2,1,1,5,8,2,5,4,4]",250250509011.0,"{""250250510001"":4,""250251703003"":4,""250251604002"":4,""250251705022"":4,""250214196004"":4,""250092021022"":4,""330130310012"":4,""250250509011"":4,""250250506001"":4,""250092508005"":4,""250250007013"":4,""250173413002"":4,""250250506002"":4,""250250509012"":4,""250235113014"":4}","{""250250509011"":7,""250250509012"":5,""250250506001"":4,""250092021022"":4,""250250501011"":4,""250092508005"":4,""250250007013"":4,""330130310012"":4,""250173514044"":4,""250251703003"":4,""250092066002"":4,""250251705011"":4}","{""250250504001"":4,""250259813002"":4,""250092213002"":4}","{""US"":67}",3809.0,33.5,"{""<5"":4,""5-20"":49,""21-60"":34,""61-240"":27,"">240"":28}","{""Dunkin'"":24,""Courtyard by Marriott"":14}","{""Dunkin'"":40,""Market Basket"":29,""Mobil"":26,""McDonald's"":22,""Subway"":20,""Burger King"":19,""BJ's Wholesale Club"":18,""Shaw's"":16,""CVS"":15,""Walgreens"":15,""The Home Depot"":14,""Shell Oil"":13,""Stop & Shop"":13,""Starbucks"":13,""Pollo Campero"":12,""Wingstop"":12,""Target"":10,""Walmart"":9,""Speedway"":9,""Dollar Tree"":9}","[26,25,31,17,13,13,17,19,20,27,32,35,29,31,19,20,23,20,17,13,19,24,24,28]","{""Monday"":15,""Tuesday"":22,""Wednesday"":17,""Thursday"":14,""Friday"":26,""Saturday"":16,""Sunday"":32}","{""android"":45,""ios"":35}"
5,1020,House of Nails,East Boston,house of nails,sg:acceb69f66bb485d94d63dbdbb3f77aa,House of Nails,1020 Bennington St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,24,23,"[0,1,0,1,0,1,1,1,3,3,3,2,3,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0]",250250511011.0,"{""250250510001"":5,""250251703002"":4,""250251803012"":4,""250250503001"":4,""250251708003"":4,""250250511012"":4}","{""250173401006"":7,""250250303003"":4,""250250924001"":4,""250250903003"":4,""250251003004"":4,""250250511012"":4}",{},"{""US"":21}",2484.0,7.5,"{""<5"":2,""5-20"":18,""21-60"":1,""61-240"":1,"">240"":2}",{},"{""Burger King"":40,""Starbucks"":28,""Dunkin'"":27,""Subway"":25,""CVS"":22,""BJ's Wholesale Club"":17,""PriceRite"":13,""Market Basket"":13,""PetSmart"":12,""Target"":11,""7-Eleven"":11,""Expressions Shoes "":9,""Au Bon Pain"":8,""Hilton Garden Inn"":8,""Marshalls"":8,""Stop & Shop"":8,""Five Below"":8,""Ace Hardware"":8,""Chipotle Mexican Grill"":7,""McDonald's"":6}","[2,1,1,1,1,3,4,2,3,7,1,3,4,3,3,2,2,1,3,1,1,2,1,2]","{""Monday"":6,""Tuesday"":3,""Wednesday"":4,""Thursday"":3,""Friday"":5,""Saturday"":2,""Sunday"":1}","{""android"":13,""ios"":10}"
6,1022,Italian express pizzeria,East Boston,italian express pizzeria,sg:1071f84255b64f56b21d234ec93b6e1b,Italian Express Pizzeria,336 Sumner St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,99,61,"[3,4,5,3,4,6,7,1,4,4,6,4,2,8,2,5,1,1,3,3,1,1,5,1,3,2,3,2,1,1,3]",250250504002.0,"{""250250504002"":8,""250173515002"":6,""250251703003"":4,""250251605012"":4,""250214044005"":4,""250251801013"":4,""250250501013"":4,""250251705022"":4,""250251001007"":4,""250250511014"":4,""250250512002"":4}","{""250250504002"":6,""484910206033"":5,""250173681011"":4,""250250506002"":4,""250251801013"":4,""250251703003"":4,""250250303003"":4,""250250512002"":4,""250214044005"":4,""250251605012"":4}",{},"{""US"":51}",6600.0,41.0,"{""<5"":3,""5-20"":36,""21-60"":15,""61-240"":30,"">240"":15}","{""CVS"":33,""Starbucks"":18,""Dunkin'"":16}","{""Dunkin'"":30,""Mobil"":26,""Starbucks"":26,""Market Basket"":21,""CVS"":18,""Stop & Shop"":16,""Shell Oil"":14,""Target"":12,""McDonald's"":11,""Speedway"":10,""Walgreens"":9,""The Home Depot"":9,""Expressions Shoes "":8,""Sunoco"":8,""Burger King"":8,""CrossFit"":7,""Shaw's"":6,""Restaurant Depot"":6,""Cumberland Farms"":6,""Goodwill Industries"":6}","[17,16,16,15,15,14,15,21,16,16,15,19,20,15,16,14,12,7,19,23,32,32,33,33]","{""Monday"":19,""Tuesday"":14,""Wednesday"":13,""Thursday"":13,""Friday"":14,""Saturday"":18,""Sunday"":8}","{""android"":26,""ios"":37}"
7,1030,La Chiva Restaurant,East Boston,la chiva restaurant,sg:c67877c51f64478188edad8a68fc7f3e,La Chiva Restaurant,259 Bennington St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,365,180,"[11,11,25,14,18,11,11,17,25,17,19,14,15,9,16,13,9,11,10,14,10,8,8,5,5,7,12,7,7,3,3]",250250502004.0,"{""250214182004"":6,""250250502004"":6,""250250512002"":6,""250250501013"":5,""250250509013"":5,""250250509011"":5,""250251707023"":4,""250251701006"":4,""250173426001"":4,""250250506002"":4,""250251703003"":4,""250251706011"":4,""250251010021"":4,""250250505001"":4,""250250502001"":4,""250173118002"":4,""250250511012"":4,""250251707025"":4,""250250914001"":4,""330110106001"":4,""250250507001"":4,""250173418002"":4,""250277331011"":4,""250250502003"":4,""250251403004"":4,""250173831022"":4,""250251703005"":4,""250251605013"":4,""250092526022"":4,""250092067003"":4,""250250402001"":4,""250251708004"":4,""250250510001"":4,""250250512001"":4,""250259813002"":4,""250250507003"":4}","{""250251707023"":9,""250250509011"":7,""250251603002"":7,""250250502004"":6,""250250507003"":6,""250250511013"":6,""250250510002"":5,""250250507002"":5,""250250505001"":5,""250251703003"":5,""250250502003"":4,""250250511012"":4,""250251708003"":4,""330150560001"":4,""250251605013"":4,""250092055002"":4,""250092114022"":4,""250250918001"":4,""250250512001"":4,""250250501012"":4,""250251703002"":4,""250277331011"":4,""330110106001"":4,""250092512001"":4,""250092063001"":4,""250251708004"":4,""250092081024"":4,""250173534002"":4,""250251701005"":4,""250214412041"":4,""250250501013"":4,""250173131024"":4,""250092069002"":4,""250250509013"":4,""250250502002"":4,""250250510001"":4,""250251706011"":4,""250251605011"":4,""250092543012"":4,""250173418002"":4,""250251605012"":4,""250235261002"":4,""250250507001"":4}","{""250173413002"":5,""250251703004"":4,""250173336003"":4,""250173521012"":4,""250251601012"":4,""250251604001"":4,""250250501013"":4,""250277191001"":4,""250251705012"":4}","{""US"":171}",3898.0,30.0,"{""<5"":15,""5-20"":133,""21-60"":76,""61-240"":50,"">240"":91}","{""Dollar Tree"":16,""Mobil"":12,""Speedway"":11,""T.J. Maxx"":9,""BP"":8,""Fresenius Kidney Care"":7,""Kia Motors"":7}","{""Dunkin'"":56,""Market Basket"":43,""CVS"":23,""Burger King"":22,""Stop & Shop"":21,""BJ's Wholesale Club"":20,""Target"":20,""Mobil"":19,""McDonald's"":19,""Subway"":16,""Shaw's"":14,""Walgreens"":14,""The Home Depot"":14,""7-Eleven"":13,""Starbucks"":12,""Dollar Tree"":11,""Expressions Shoes "":11,""T.J. Maxx"":10,""CrossFit"":10,""Wendy's"":9}","[42,41,51,46,40,62,60,70,84,96,98,96,97,104,94,93,78,71,65,55,57,47,48,43]","{""Monday"":60,""Tuesday"":59,""Wednesday"":49,""Thursday"":49,""Friday"":52,""Saturday"":37,""Sunday"":59}","{""android"":99,""ios"":82}"
8,1038,Little Asia Restaurant,East Boston,little asia restaurant,sg:c6815256d0c348ac84c9da5467e88b7c,Little Asia Restaurant,991 Bennington St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,86,51,"[8,3,3,8,4,2,5,4,3,2,2,7,3,3,4,8,2,3,1,3,0,2,2,0,0,1,0,2,0,1,0]",250250511011.0,"{""250250511013"":8,""250251801011"":7,""250251707025"":5,""250173131024"":4,""250251704003"":4,""250251802004"":4,""250251106011"":4,""250251802002"":4,""250250511011"":4,""250250503002"":4}","{""250173131024"":4,""250250511011"":4,""250259813002"":4,""250251802002"":4,""250251708004"":4,""250250511013"":4,""250251801011"":4,""250251704003"":4,""250251704002"":4,""250251803013"":4,""250173351005"":4}","{""250250511013"":4}","{""US"":47}",2654.0,39.0,"{""<5"":3,""5-20"":32,""21-60"":18,""61-240"":19,"">240"":14}","{""Subway"":99,""Miracle-Ear"":25,""sweetgreen"":25,""Simon mall"":14}","{""Dunkin'"":56,""Target"":31,""Starbucks"":30,""Market Basket"":27,""Stop & Shop"":27,""CVS"":25,""Mobil"":16,""7-Eleven"":15,""Burger King"":14,""BJ's Wholesale Club"":13,""Planet Fitness"":12,""Subway"":12,""Gulf Oil"":11,""Walgreens"":10,""Sunoco"":10,""Speedway"":10,""McDonald's"":10,""Get Air"":10,""The Home Depot"":9,""CrossFit"":9}","[1,0,2,0,0,0,0,5,2,3,14,18,22,19,16,16,20,23,22,15,8,10,7,6]","{""Monday"":17,""Tuesday"":7,""Wednesday"":13,""Thursday"":13,""Friday"":8,""Saturday"":10,""Sunday"":18}","{""android"":27,""ios"":30}"
9,1059,Pockets Billiard Club,East Boston,pockets billiard club,sg:dd6d92bfd75c4351b76525f503aea580,Pockets Billiard Club,981 Bennington St,Boston,MA,2128,,,2020-03-01T00:00:00-05:00,2020-04-01T00:00:00-04:00,122,90,"[3,7,8,5,7,9,6,7,1,4,2,2,8,4,1,7,3,4,2,8,3,3,2,2,3,2,1,2,1,2,3]",250250511011.0,"{""250250510003"":7,""250250503001"":4,""250251801011"":4,""250251705011"":4,""250173543001"":4,""250092062003"":4,""250251801013"":4,""250250511013"":4,""250251605012"":4,""250250502004"":4,""250092682001"":4,""250214181021"":4,""250251707011"":4,""250250511011"":4,""250251606011"":4,""250250503002"":4,""250250502001"":4,""250250511014"":4}","{""250250511011"":7,""250251801013"":5,""250173421024"":4,""250250511013"":4,""250092051004"":4,""250250507002"":4,""250251703002"":4,""250010144022"":4,""250250502001"":4,""250250501013"":4,""250251705011"":4,""250251803014"":4,""250250503002"":4,""250251605021"":4,""250250510002"":4,""250251708002"":4,""250251707024"":4}","{""250173311012"":4,""250250509011"":4,""250092071003"":4,""440070169001"":4,""250250104051"":4}","{""US"":84}",2844.0,39.5,"{""<5"":1,""5-20"":34,""21-60"":45,""61-240"":33,"">240"":9}","{""Subway"":32,""Get Air"":20,""Kohl's"":20,""Ten Thousand Villages"":12}","{""Dunkin'"":54,""Market Basket"":34,""Burger King"":21,""Stop & Shop"":21,""7-Eleven"":20,""McDonald's"":19,""Mobil"":18,""CVS"":18,""Starbucks"":17,""Subway"":16,""Planet Fitness"":15,""Sunoco"":13,""BJ's Wholesale Club"":12,""The Home Depot"":11,""CrossFit"":10,""sweetgreen"":10,""Target"":9,""Family Dollar Stores"":9,""Walgreens"":9,""Dollar Tree"":9}","[5,5,4,2,2,2,6,10,6,11,15,16,22,30,25,21,18,18,18,14,17,10,8,8]","{""Monday"":19,""Tuesday"":20,""Wednesday"":14,""Thursday"":13,""Friday"":26,""Saturday"":15,""Sunday"":15}","{""android"":44,""ios"":43}"
