,Unnamed: 0,Business Name,Business Zip Code,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,93,Biddy Hair Salon,2128.0,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4,3,"[0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",250250502001.0,{},{},{},"{""US"":5}",,45.0,"{""<5"":0,""5-20"":1,""21-60"":1,""61-240"":2,"">240"":0}","{""The Home Depot"":99}","{""Dunkin'"":63,""The Home Depot"":61,""Subway"":61,""Rexel"":33,""Loyal Companion"":33,""EagleRider"":33,""Hyatt Regency"":33,""Shaw's"":33,""Market Basket"":33,""Wegmans Food Markets"":33,""BJ's Wholesale Club"":33,""Advance Auto Parts"":32,""Texas Roadhouse"":32,""Panera Bread"":32,""PetSmart"":32,""CVS"":29,""Sonic"":29,""Target"":26,""Starbucks"":26,""Shell Oil"":26}","[0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":2,""Friday"":0,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":4}"
1,162,buco trattoria,2210.0,South Boston Waterfront,buco trattoria,sg:30606d85e3d64bb0b39eec1c60208a02,Buco Trattoria,300 Summer St,Boston,MA,2210,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,34,22,"[2,1,0,0,1,1,1,0,1,2,0,0,3,3,2,1,1,1,0,2,0,2,2,2,0,0,0,2,2,1,1]",250250606001.0,"{""250214177023"":4,""250250304002"":4}","{""250092114022"":4,""250092105002"":4,""250214161012"":4,""250214123002"":4,""250251001001"":4}",{},"{""US"":21}",14348.0,64.5,"{""<5"":5,""5-20"":7,""21-60"":4,""61-240"":6,"">240"":12}","{""Trader Joe's"":33}","{""Dunkin'"":60,""sweetgreen"":36,""The Home Depot"":35,""Shell Oil"":33,""Speedway"":29,""Starbucks"":29,""McDonald's"":18,""Cumberland Farms"":18,""Walgreens"":17,""Mobil"":16,""Target"":15,""Legal Sea Foods"":14,""Mastro's Restaurants"":14,""Loyal Companion"":14,""A.C. Moore"":14,""Market Basket"":14,""Burger King"":13,""Residence Inn by Marriott"":13,""Dollar Tree"":13,""Stop & Shop"":13}","[2,1,1,2,1,0,0,11,13,12,14,16,12,10,9,6,2,2,1,1,1,4,3,1]","{""Monday"":6,""Tuesday"":6,""Wednesday"":8,""Thursday"":6,""Friday"":6,""Saturday"":1,""Sunday"":1}","{""android"":17,""ios"":10}"
2,202,Chickadee,2210.0,South Boston Waterfront,chickadee,sg:6d82cc83e94f451f8967b528a668d940,Chickadee,21 Drydock Ave,Boston,MA,2210,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,183,61,"[8,5,3,2,1,3,8,6,12,6,2,1,9,11,16,7,8,1,1,6,9,9,6,8,7,1,2,2,10,10,3]",250259812021.0,"{""250173332001"":5,""250092651022"":4,""250214042012"":4,""250092525021"":4,""340130218033"":4,""250251104011"":4,""250235001041"":4}","{""250173851003"":6,""250110414002"":6,""250235442002"":5,""250092651022"":4,""250251704001"":4,""250092033022"":4,""250259812021"":4,""250092062003"":4,""250173372022"":4,""250010132003"":4,""250092525021"":4,""250173632023"":4}",{},"{""US"":49}",21313.0,108.0,"{""<5"":2,""5-20"":23,""21-60"":34,""61-240"":77,"">240"":47}","{""Get Air"":25}","{""Dunkin'"":36,""sweetgreen"":23,""CrossFit"":19,""Mobil"":17,""Stop & Shop"":16,""The Home Depot"":15,""T.J. Maxx"":13,""CITGO"":10,""Market Basket"":10,""Irving Oil"":10,""99 Restaurants"":8,""Cumberland Farms"":8,""Whole Foods Market"":8,""Courtyard by Marriott"":8,""Gulf Oil"":8,""7-Eleven"":7,""Shell Oil"":7,""Ace Hardware"":7,""Burger King"":7,""Legal Sea Foods"":7}","[0,0,0,0,0,4,21,38,39,51,57,71,84,66,45,43,40,35,26,19,14,9,5,1]","{""Monday"":20,""Tuesday"":30,""Wednesday"":49,""Thursday"":40,""Friday"":28,""Saturday"":12,""Sunday"":4}","{""android"":30,""ios"":32}"
3,233,Covet,2127.0,South Boston,covet,sg:e44fc887cac5495195d4b267e6955a13,Covet,391 W Broadway,Boston,MA,2127,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,32,27,"[2,2,1,0,0,2,1,2,1,1,3,0,0,1,0,0,1,1,3,2,0,0,0,0,1,2,1,1,2,0,2]",250250608003.0,"{""250214178015"":4,""250250817002"":4,""250250820001"":4,""250250813002"":4,""250092105003"":4,""250056141013"":4,""250214164006"":4,""250250907002"":4}","{""250250907003"":4,""250214042022"":4,""250250606001"":4,""250235061011"":4,""440070008001"":4}",{},"{""US"":20}",9755.0,32.5,"{""<5"":0,""5-20"":9,""21-60"":14,""61-240"":9,"">240"":0}",{},"{""Dunkin'"":45,""Target"":37,""Loyal Companion"":30,""Market Basket"":26,""Stop & Shop"":25,""Starbucks"":18,""BJ's Wholesale Club"":18,""CVS"":18,""The Home Depot"":16,""Cumberland Farms"":15,""Mobil"":12,""McDonald's"":12,""sweetgreen"":11,""Ocean State Job Lot"":11,""Edible Arrangements"":11,""Wegmans Food Markets"":11,""Old Navy"":11,""Marshalls"":10,""Petco"":10,""Applebee's"":10}","[0,0,0,0,0,0,1,3,2,4,5,6,8,8,8,7,1,2,3,2,1,1,1,0]","{""Monday"":5,""Tuesday"":3,""Wednesday"":6,""Thursday"":3,""Friday"":5,""Saturday"":5,""Sunday"":5}","{""android"":9,""ios"":18}"
4,301,Drydock Cafe,2210.0,South Boston,drydock cafe,sg:5127581f66df4a8c8eac090669e06335,Drydock Cafe,7 Drydock Ave,Boston,MA,2210,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,110,40,"[4,5,2,0,0,4,6,4,6,3,0,1,3,7,5,5,7,3,0,2,4,3,5,4,1,1,4,5,4,6,6]",250259812021.0,"{""250173578004"":8,""250214201004"":4,""090012110002"":4,""250250916002"":4,""250235051011"":4,""250250904002"":4,""250235105032"":4,""250235221012"":4}","{""120830026023"":10,""250173748002"":7,""250235105032"":5,""250259812021"":5,""250010138001"":4,""080690025012"":4,""250250916002"":4,""440070018004"":4,""250251707025"":4,""090012110002"":4,""400272023012"":4}",{},"{""US"":35}",15968.0,281.5,"{""<5"":4,""5-20"":14,""21-60"":14,""61-240"":20,"">240"":58}","{""Mobil"":25,""Dollar Tree"":19}","{""Dunkin'"":29,""Mobil"":23,""Starbucks"":22,""Stop & Shop"":20,""CVS"":18,""Market Basket"":17,""Sunoco"":15,""Target"":13,""Shell Oil"":12,""sweetgreen"":12,""The Home Depot"":12,""Gulf Oil"":10,""AutoZone"":8,""T.J. Maxx"":8,""Speedway"":8,""Shaw's"":7,""True Value Hardware"":7,""Lowe's"":7,""Toyota"":7,""BJ's Wholesale Club"":7}","[3,1,1,1,0,6,8,21,54,62,69,69,73,62,56,32,34,10,7,8,9,4,3,3]","{""Monday"":13,""Tuesday"":22,""Wednesday"":20,""Thursday"":27,""Friday"":22,""Saturday"":4,""Sunday"":2}","{""android"":26,""ios"":14}"
5,303,Eagle Hill Cafe,2128.0,East Boston,eagle hill cafe,sg:42f881d1a5b34823977df97bd5656cc4,Eagle Hill Cafe,1 Marion St,Boston,MA,2128,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,473,159,"[13,13,12,5,15,19,13,15,18,14,8,10,14,22,13,11,16,28,11,14,25,17,14,22,14,19,13,25,10,13,17]",250250501013.0,"{""250250501011"":17,""250092072001"":9,""250250501012"":8,""250250501013"":7,""250251605012"":6,""250250509011"":5,""250250503002"":4,""361031462011"":4,""250251606021"":4,""090091503001"":4,""250251606011"":4,""250092062003"":4,""090035106003"":4,""250092610003"":4,""250092051001"":4,""250251604002"":4,""250092055002"":4,""250173745004"":4,""250277329015"":4,""250092059001"":4,""250250509012"":4,""250250507003"":4,""250250507001"":4}","{""250250501011"":15,""250250501012"":8,""250250502001"":5,""250251702002"":4,""250092051001"":4,""250092072001"":4,""250250511013"":4,""250092515004"":4,""250250509011"":4,""250235422002"":4,""250173416001"":4,""250250503002"":4,""250250502003"":4,""250250501013"":4,""250251606021"":4,""250251704002"":4,""250250504001"":4,""250214181022"":4,""250251304061"":4,""250250203032"":4,""250092532032"":4}",{},"{""US"":129}",2045.0,49.0,"{""<5"":8,""5-20"":142,""21-60"":112,""61-240"":122,"">240"":89}","{""Market Basket"":23,""Dunkin'"":19,""Target"":16,""PriceRite"":8,""Planet Fitness"":7,""Mercedes Benz"":6,""Loyal Companion"":6,""Sally Beauty Supply"":5}","{""Dunkin'"":37,""Mobil"":28,""Market Basket"":20,""Burger King"":20,""The Home Depot"":19,""McDonald's"":18,""Shaw's"":18,""CVS"":15,""7-Eleven"":15,""Stop & Shop"":13,""Speedway"":13,""BJ's Wholesale Club"":13,""Walgreens"":11,""Subway"":10,""Target"":10,""Dollar Tree"":10,""Marshalls"":9,""Shell Oil"":9,""Wendy's"":8,""Loyal Companion"":8}","[75,67,68,70,72,71,68,70,72,86,97,100,110,119,99,87,88,95,86,70,69,89,86,79]","{""Monday"":60,""Tuesday"":85,""Wednesday"":68,""Thursday"":69,""Friday"":81,""Saturday"":55,""Sunday"":55}","{""android"":94,""ios"":64}"
6,304,East side hair salon,2128.0,South Boston,east side hair salon,sg:f41aa1df974a479c9c51153f03cc9b3c,East Side Hair Salon,92 P St,Boston,MA,2127,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,208,72,"[8,5,5,5,2,3,5,5,10,5,6,7,13,13,6,9,10,7,4,6,9,12,15,10,3,4,9,6,1,4,1]",250250601013.0,"{""250250007012"":4,""250214228002"":4,""250250601014"":4,""250250602002"":4,""250250603013"":4,""250250601013"":4,""250251702001"":4,""170318011003"":4}","{""250250602002"":7,""551010028003"":4,""250214225011"":4,""250173509003"":4,""250214180041"":4,""170318011003"":4,""250251702001"":4,""250250603013"":4,""250251006012"":4,""250214174003"":4,""250250601013"":4}",{},"{""US"":57}",8997.0,106.0,"{""<5"":3,""5-20"":37,""21-60"":40,""61-240"":50,"">240"":78}",{},"{""Dunkin'"":26,""Stop & Shop"":25,""CVS"":18,""Loyal Companion"":15,""7-Eleven"":14,""Cumberland Farms"":9,""Target"":8,""Speedway"":7,""sweetgreen"":7,""Burger King"":6,""Simon mall"":6,""Walgreens"":6,""CITGO"":6,""Ocean State Job Lot"":5,""Market Basket"":5,""The Home Depot"":5,""Courtyard by Marriott"":5,""Trader Joe's"":5}","[41,42,42,41,42,39,44,51,64,67,69,72,83,82,75,66,59,65,56,40,34,41,40,46]","{""Monday"":31,""Tuesday"":33,""Wednesday"":32,""Thursday"":43,""Friday"":31,""Saturday"":21,""Sunday"":17}","{""android"":24,""ios"":44}"
7,305,East Side Yoga and Fitness,2127.0,South Boston,east side yoga and fitness,sg:972439a20287446da346134e01550083,East Side Yoga and Fitness,584 E Broadway,Boston,MA,2127,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,54,46,"[1,4,3,2,0,1,2,6,2,0,0,0,0,1,0,2,0,0,3,2,2,1,2,0,3,1,2,0,1,9,4]",250250605012.0,"{""250250820001"":4,""250250707001"":4,""250250603011"":4,""250250606001"":4,""250214151011"":4,""250250605012"":4,""250277442005"":4,""250250403003"":4,""250250603013"":4,""250250907001"":4,""250214112002"":4}","{""250250602002"":4,""250250907001"":4,""250214151011"":4,""250092651022"":4,""250250107021"":4,""250251703003"":4}",{},"{""US"":36}",4619.0,42.0,"{""<5"":3,""5-20"":13,""21-60"":17,""61-240"":15,"">240"":6}","{""The Home Depot"":49}","{""Dunkin'"":33,""Stop & Shop"":28,""CVS"":24,""Target"":23,""Starbucks"":23,""Loyal Companion"":17,""Mobil"":15,""Gulf Oil"":15,""McDonald's"":15,""T.J. Maxx"":11,""sweetgreen"":11,""Ocean State Job Lot"":9,""Market Basket"":9,""Speedway"":8,""Residence Inn by Marriott"":8,""Cumberland Farms"":8,""BJ's Wholesale Club"":8,""Petco"":8,""Kohl's"":7,""Equinox Fitness Clubs"":7}","[4,3,3,3,4,3,4,4,5,9,8,8,12,11,12,12,10,11,4,3,7,9,4,4]","{""Monday"":5,""Tuesday"":5,""Wednesday"":9,""Thursday"":19,""Friday"":7,""Saturday"":5,""Sunday"":4}","{""android"":9,""ios"":34}"
8,382,Gray's Hall,2127.0,South Boston,gray's hall,sg:ce3691f6179f43dd8183a44eafb5cf82,Gray's Hall,615 E Broadway,Boston,MA,2127,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,10,6,"[1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0]",250250603013.0,"{""250250605012"":4}","{""250250603013"":4}",{},{},,1225.5,"{""<5"":0,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":10}","{""Shake Shack"":100}","{""Btone Fitness"":17,""Shake Shack"":17}","[10,10,10,10,10,10,10,10,10,10,9,8,7,7,7,7,6,5,2,1,7,8,10,10]","{""Monday"":1,""Tuesday"":2,""Wednesday"":2,""Thursday"":1,""Friday"":0,""Saturday"":3,""Sunday"":1}","{""android"":0,""ios"":6}"
9,413,Headquarters Hair Salon,2127.0,South Boston,headquarters hair salon,sg:00885eea2cde4337b90df4c2cfd76481,Headquarters Hair Salon,545 E Broadway,Boston,MA,2127,,,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",250250604001.0,{},{},{},"{""US"":4}",,8.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":0,"">240"":0}",{},"{""BluePearl Veterinary Partners"":100,""The Paper Store"":100,""A.C. Moore"":100,""Wegmans Food Markets"":100,""CVS"":96,""Dollar Tree"":95}","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":0,""ios"":0}"
