,Unnamed: 0,Business Name,Business Zip Code,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,93,Biddy Hair Salon,2128.0,East Boston,biddy hair salon,sg:034a50053bbf4751b4f5de195c214e02,Biddy Hair Salon,273 Meridian St,Boston,MA,2128,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,3,2,"[0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0]",250250502001.0,{},"{""481130178055"":4}",{},{},,128.0,"{""<5"":0,""5-20"":0,""21-60"":1,""61-240"":2,"">240"":0}",{},"{""Mobil"":48}","[0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,1,1,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":1,""Thursday"":0,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":4,""ios"":0}"
1,162,buco trattoria,2210.0,South Boston Waterfront,buco trattoria,sg:30606d85e3d64bb0b39eec1c60208a02,Buco Trattoria,300 Summer St,Boston,MA,2210,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,21,14,"[0,0,1,1,0,0,0,2,1,0,1,1,0,0,2,1,0,0,1,0,0,2,2,0,2,3,0,0,1,0]",250250606001.0,"{""250173424001"":4,""250056311007"":4,""250214123002"":4,""250092544011"":4,""250250901001"":4}","{""250092544011"":4,""250173501031"":4,""090138601004"":4}",{},"{""US"":14}",29946.0,82.0,"{""<5"":0,""5-20"":7,""21-60"":1,""61-240"":8,"">240"":5}",{},"{""McDonald's"":43,""The Home Depot"":36,""Dunkin'"":32,""sweetgreen"":28,""BJ's Wholesale Club"":28,""T.J. Maxx"":26,""CVS"":24,""Burger King"":24,""Dollar Tree"":23,""Lowe's"":22,""Starbucks"":21,""Shell Oil"":21,""Mobil"":19,""Wendy's"":16,""Walgreens"":15,""McKinnons Market"":14,""Ocean State Job Lot"":14,""Pet Supplies Plus"":14,""Courtyard by Marriott"":14,""Stop & Shop"":14}","[2,2,2,2,2,2,1,3,3,5,5,7,5,7,5,3,0,2,2,1,1,2,2,2]","{""Monday"":7,""Tuesday"":4,""Wednesday"":1,""Thursday"":4,""Friday"":5,""Saturday"":0,""Sunday"":0}","{""android"":9,""ios"":5}"
2,202,Chickadee,2210.0,South Boston Waterfront,chickadee,sg:6d82cc83e94f451f8967b528a668d940,Chickadee,21 Drydock Ave,Boston,MA,2210,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,21,13,"[0,1,1,1,1,0,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,2,0,3,3,1,0,0,0,2]",250259812021.0,"{""250173332001"":5,""250092033022"":4,""250173683004"":4}","{""250056002042"":4,""250092082004"":4}","{""250259812021"":4}","{""US"":12}",23264.0,70.0,"{""<5"":0,""5-20"":3,""21-60"":3,""61-240"":11,"">240"":4}",{},"{""Dunkin'"":66,""sweetgreen"":38,""Mobil"":36,""CrossFit"":30,""CVS"":26,""Legal Sea Foods"":23,""Shaw's"":23,""The Home Depot"":16,""Cumberland Farms"":15,""Stop & Shop"":15,""Ace Hardware"":14,""Simon mall"":13,""T.J. Maxx"":13,""AutoZone"":13,""7-Eleven"":13,""Lowe's"":8,""Rosa Mexicano"":8,""Davio's Northern Italian Steakhouse"":8,""Fairmont Hotels & Resorts"":8,""Tender Greens"":8}","[0,0,1,0,1,3,5,3,5,6,5,4,4,4,5,4,4,2,3,3,3,4,1,0]","{""Monday"":2,""Tuesday"":4,""Wednesday"":5,""Thursday"":4,""Friday"":5,""Saturday"":1,""Sunday"":0}","{""android"":8,""ios"":5}"
3,233,Covet,2127.0,South Boston,covet,sg:f4547dd11e2d4d1faa807b05ed0e94a2,Covet,109 Charles St,Boston,MA,2114,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,2,2,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0]",250250201014.0,{},{},{},"{""US"":5}",,67.0,"{""<5"":0,""5-20"":1,""21-60"":0,""61-240"":1,"">240"":0}",{},"{""Chipotle Mexican Grill"":98,""Sal's Pizza"":50,""National Car Rental"":50,""Graybar"":50,""The Paper Store"":50,""sweetgreen"":50,""FedEx"":50,""Boys & Girls Clubs of America"":50,""Stop & Shop"":50,""Planet Fitness"":49,""7-Eleven"":47,""Dunkin'"":46,""CVS"":45,""Burger King"":45,""Wendy's"":45,""Subway"":44,""Chick-fil-A"":43,""Starbucks"":42,""Walmart"":28}","[0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":1,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}"
4,233,Covet,2127.0,South Boston,covet,sg:e44fc887cac5495195d4b267e6955a13,Covet,391 W Broadway,Boston,MA,2127,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,38,35,"[0,1,0,1,3,0,0,0,0,1,2,3,3,0,1,2,1,3,2,1,0,3,2,1,3,2,1,0,1,1]",250250608003.0,"{""440030210011"":4,""250214181012"":4,""250250607001"":4,""250250610002"":4,""250250612001"":4,""250235081023"":4,""250250610001"":4,""250250611011"":4}","{""250092105003"":4,""250250607001"":4,""250250612001"":4,""250250907004"":4,""250214181012"":4,""250250608003"":4,""250173741003"":4,""360870112001"":4}","{""250250612001"":4,""250250606001"":4}","{""US"":33}",4269.0,30.5,"{""<5"":1,""5-20"":13,""21-60"":12,""61-240"":9,"">240"":3}","{""Costco Wholesale Corp."":99,""Dollar Tree"":99}","{""Dunkin'"":39,""Stop & Shop"":34,""Loyal Companion"":23,""7-Eleven"":20,""Dollar Tree"":17,""BJ's Wholesale Club"":16,""CVS"":15,""Target"":15,""Mobil"":15,""Au Bon Pain"":14,""Starbucks"":12,""Wendy's"":12,""sweetgreen"":11,""Ocean State Job Lot"":11,""Marshalls"":11,""Costco Wholesale Corp."":10,""Simon mall"":10,""Sunoco"":9,""Speedway"":9,""Market Basket"":8}","[2,1,0,0,0,0,1,1,1,5,7,7,10,11,11,6,3,3,3,4,2,2,0,1]","{""Monday"":5,""Tuesday"":6,""Wednesday"":3,""Thursday"":9,""Friday"":10,""Saturday"":5,""Sunday"":0}","{""android"":16,""ios"":18}"
5,301,Drydock Cafe,2210.0,South Boston,drydock cafe,sg:5127581f66df4a8c8eac090669e06335,Drydock Cafe,7 Drydock Ave,Boston,MA,2210,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,75,30,"[2,1,3,1,3,2,0,2,3,4,3,2,4,0,2,4,4,3,5,1,1,3,2,3,5,4,1,0,4,3]",250259812021.0,"{""250173871002"":5,""250250603012"":4,""250250605013"":4,""250092516002"":4,""440050401035"":4}","{""250250904002"":4,""250250603012"":4,""250138131011"":4}","{""250259812021"":4}","{""US"":25}",31741.0,328.0,"{""<5"":2,""5-20"":18,""21-60"":2,""61-240"":7,"">240"":46}","{""Restaurant Depot"":33,""Shoppers World"":20}","{""Dunkin'"":36,""Stop & Shop"":26,""CVS"":19,""The Home Depot"":16,""BJ's Wholesale Club"":16,""Wendy's"":15,""Shaw's"":13,""sweetgreen"":13,""Market Basket"":13,""Cumberland Farms"":13,""Starbucks"":12,""T.J. Maxx"":11,""Subway"":10,""Star Market"":10,""Ocean State Job Lot"":10,""Irving Oil"":10,""Hampton"":9,""McDonald's"":9,""Shell Oil"":9,""Planet Fitness"":9}","[2,2,1,0,1,6,10,15,35,38,40,40,48,39,38,35,23,13,12,8,2,2,3,2]","{""Monday"":13,""Tuesday"":13,""Wednesday"":14,""Thursday"":12,""Friday"":14,""Saturday"":8,""Sunday"":1}","{""android"":15,""ios"":14}"
6,303,Eagle Hill Cafe,2128.0,East Boston,eagle hill cafe,sg:42f881d1a5b34823977df97bd5656cc4,Eagle Hill Cafe,1 Marion St,Boston,MA,2128,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,390,145,"[16,14,12,15,17,13,14,9,14,29,23,8,16,8,13,12,11,9,6,11,13,17,9,15,10,10,9,9,15,13]",250250501013.0,"{""250250501011"":14,""250250509012"":8,""250250502001"":8,""250250501013"":7,""250214024003"":5,""250056141013"":5,""440050417011"":4,""250250509011"":4,""250092051001"":4,""250251706012"":4,""250250505001"":4,""250250501012"":4,""250251605012"":4,""250092610003"":4,""250092063003"":4,""250251606011"":4,""250251605021"":4,""250251010013"":4,""250092532032"":4,""250250202002"":4,""250251605011"":4,""250250512002"":4,""250251805001"":4}","{""250250501011"":15,""250250501012"":6,""250251605011"":6,""250250501013"":5,""250250510002"":4,""250214222005"":4,""250173415003"":4,""250251602003"":4,""250173425002"":4,""250250506002"":4,""250250701018"":4,""250250509013"":4,""250092051001"":4,""250173531022"":4,""250092217002"":4,""250250503002"":4,""250250202002"":4,""250173426001"":4,""250092067001"":4,""250250502001"":4,""440050417011"":4,""250250507001"":4,""250173426003"":4,""250251601014"":4}","{""250250203021"":4,""250173501032"":4,""250092543012"":4,""250250201012"":4}","{""US"":122}",2223.0,35.0,"{""<5"":14,""5-20"":133,""21-60"":97,""61-240"":92,"">240"":54}","{""Shell Oil"":15,""Dollar Tree"":10,""Speedway"":9,""Sunoco"":8,""Domino's Pizza"":7}","{""Dunkin'"":37,""Mobil"":24,""Market Basket"":23,""The Home Depot"":19,""CVS"":18,""Shaw's"":18,""7-Eleven"":15,""Burger King"":14,""Shell Oil"":13,""Target"":12,""Sunoco"":12,""Marshalls"":11,""Pollo Campero"":11,""Subway"":11,""Stop & Shop"":11,""McDonald's"":10,""BJ's Wholesale Club"":10,""Family Dollar Stores"":8,""CrossFit"":8,""Speedway"":8}","[46,39,41,40,41,43,50,44,48,55,68,73,82,86,88,86,93,79,67,58,46,45,48,42]","{""Monday"":70,""Tuesday"":62,""Wednesday"":67,""Thursday"":57,""Friday"":41,""Saturday"":49,""Sunday"":44}","{""android"":85,""ios"":57}"
7,304,East side hair salon,2128.0,South Boston,east side hair salon,sg:f41aa1df974a479c9c51153f03cc9b3c,East Side Hair Salon,92 P St,Boston,MA,2127,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,111,56,"[1,8,0,2,3,8,4,5,8,2,5,2,5,1,3,7,2,1,7,1,2,1,2,6,5,7,4,2,2,5]",250250601013.0,"{""250214431022"":4,""250250602002"":4,""250173335011"":4,""250251006012"":4,""250250601013"":4}","{""250251006032"":4,""250214221003"":4,""250173336003"":4,""250250602002"":4,""250251304022"":4,""250092213002"":4,""250214005001"":4,""250214002001"":4,""250250601013"":4,""250250910012"":4}","{""250250711012"":5,""330150570003"":4}","{""US"":41}",8618.0,61.0,"{""<5"":1,""5-20"":31,""21-60"":23,""61-240"":25,"">240"":31}","{""Ramada"":20,""Subway"":19}","{""Dunkin'"":39,""Stop & Shop"":25,""Cumberland Farms"":18,""Starbucks"":17,""CVS"":15,""Loyal Companion"":14,""The Home Depot"":14,""BJ's Wholesale Club"":13,""Simon mall"":12,""McDonald's"":12,""Sunoco"":10,""Speedway"":10,""Shell Oil"":10,""7-Eleven"":10,""Target"":10,""CrossFit"":10,""Ocean State Job Lot"":9,""Market Basket"":9,""Irving Oil"":9,""Dollar Tree"":9}","[13,13,12,13,12,12,14,19,26,29,27,28,29,28,31,34,29,23,25,12,6,9,12,14]","{""Monday"":12,""Tuesday"":30,""Wednesday"":10,""Thursday"":13,""Friday"":19,""Saturday"":18,""Sunday"":9}","{""android"":17,""ios"":37}"
8,305,East Side Yoga and Fitness,2127.0,South Boston,east side yoga and fitness,sg:972439a20287446da346134e01550083,East Side Yoga and Fitness,584 E Broadway,Boston,MA,2127,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,62,42,"[3,1,1,2,2,2,2,1,0,5,1,2,1,1,2,2,1,5,3,2,1,4,5,4,1,0,4,4,0,0]",250250605012.0,"{""250250403003"":9,""250250608003"":4,""250250603013"":4,""250250605012"":4,""250250604005"":4,""250173621001"":4,""250250902003"":4,""250250604003"":4}","{""250277442005"":4,""250250604001"":4,""250250004014"":4,""250235082002"":4,""250235011013"":4,""250250604005"":4,""250173621001"":4}",{},"{""US"":28}",5155.0,58.5,"{""<5"":1,""5-20"":8,""21-60"":24,""61-240"":15,"">240"":14}",{},"{""Dunkin'"":32,""CVS"":24,""Stop & Shop"":23,""Starbucks"":18,""Loyal Companion"":17,""T.J. Maxx"":14,""Walgreens"":13,""Market Basket"":12,""Cumberland Farms"":12,""Target"":11,""Mobil"":9,""Goodwill Industries"":9,""BJ's Wholesale Club"":9,""Shell Oil"":9,""Speedway"":7,""Wegmans Food Markets"":7,""Gulf Oil"":7,""Dollar Tree"":6,""Michaels Stores"":6,""PetSmart"":5}","[9,8,7,7,7,7,8,11,11,13,15,16,15,20,21,17,15,11,8,7,11,13,11,10]","{""Monday"":10,""Tuesday"":8,""Wednesday"":11,""Thursday"":9,""Friday"":7,""Saturday"":9,""Sunday"":8}","{""android"":12,""ios"":32}"
9,382,Gray's Hall,2127.0,South Boston,gray's hall,sg:ce3691f6179f43dd8183a44eafb5cf82,Gray's Hall,615 E Broadway,Boston,MA,2127,,,2020-06-01T00:00:00-04:00,2020-07-01T00:00:00-04:00,11,7,"[0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1]",250250603013.0,"{""260937446001"":4}","{""250010131004"":4}",{},"{""US"":4}",4567.0,1039.0,"{""<5"":1,""5-20"":0,""21-60"":0,""61-240"":0,"">240"":10}",{},"{""AC Hotel"":29,""Dunkin'"":25,""CVS"":24,""Davio's Northern Italian Steakhouse"":14,""Amorino Gelato"":14,""Fresh City"":14,""UBS"":14,""Timberland"":14,""Star Market"":14,""Fairway Market"":14,""Equinox Fitness Clubs"":14,""Sports Clubs Network"":14,""Loyal Companion"":14,""Leo's Coney Island"":14,""Olympia Sports"":14,""Westin Hotels & Resorts"":14,""iLoveKickboxing"":14,""Peet's Coffee and Tea"":14,""sweetgreen"":14,""Pacific Sales"":14}","[8,9,9,9,9,9,9,9,10,9,8,6,6,5,5,5,5,4,4,3,6,5,6,7]","{""Monday"":2,""Tuesday"":1,""Wednesday"":1,""Thursday"":1,""Friday"":2,""Saturday"":2,""Sunday"":2}","{""android"":0,""ios"":5}"
