,Unnamed: 0,Business Name,Neighborhood,name_lower,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
0,972,AMAZING EYEBROW THREADING,East Boston,amazing eyebrow threading,sg:1778f7ea768f49e08955854106288d87,Amazing Eyebrow Threading,174 Sumner St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,77,41,"[4,3,1,0,1,2,1,4,0,3,2,3,2,3,1,2,6,3,3,2,3,4,6,1,1,3,4,3,2,4]",250250504001.0,"{""250173422012"":5,""250251001005"":4,""250250510002"":4,""250251401022"":4,""250214401005"":4,""250235103002"":4,""250092081012"":4}","{""080590120451"":5,""250250107021"":4,""250173162023"":4,""250235103002"":4,""250250503002"":4}","{""250250503001"":4}","{""US"":37}",7018.0,29.0,"{""<5"":1,""5-20"":28,""21-60"":23,""61-240"":16,"">240"":9}","{""United States Postal Service (USPS)"":99}","{""Market Basket"":34,""Dunkin'"":26,""Walmart"":19,""Stop & Shop"":19,""Mobil"":18,""Target"":18,""CVS"":17,""McDonald's"":16,""The Home Depot"":15,""Burger King"":13,""BJ's Wholesale Club"":11,""Speedway"":10,""Wendy's"":10,""Pollo Campero"":10,""Starbucks"":9,""Domino's Pizza"":8,""Sunoco"":8,""Star Market"":7,""Embassy Suites Hotels"":7,""PriceRite"":7}","[6,6,6,6,5,5,6,5,12,10,15,15,13,19,17,21,14,14,14,9,4,3,5,4]","{""Monday"":10,""Tuesday"":10,""Wednesday"":15,""Thursday"":15,""Friday"":11,""Saturday"":6,""Sunday"":10}","{""android"":20,""ios"":21}"
1,973,Americano Espresso Bar,East Boston,americano espresso bar,sg:ba3ab7f62fee4456a178ce2b4daaaa7e,Americano Espresso Bar,155 Meridian St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,160,122,"[6,5,7,10,3,2,5,6,0,6,7,2,2,5,6,4,9,6,4,6,5,11,5,5,8,6,8,7,2,2]",250250506001.0,"{""250250505001"":5,""250251701006"":5,""250250507001"":5,""250250507003"":4,""250250511014"":4,""250250512002"":4,""250251605014"":4,""250251601012"":4,""250173241023"":4,""250250506002"":4,""250250507002"":4,""250250502001"":4,""250250002013"":4,""250092081011"":4,""250250903001"":4,""250092067001"":4,""250214180041"":4,""250250512003"":4,""250250509011"":4,""250251703007"":4,""250251707024"":4}","{""250250507001"":7,""250251704003"":6,""250250507003"":5,""250250505001"":5,""250250510003"":5,""250250506001"":4,""250251602001"":4,""250251601012"":4,""250251801011"":4,""250251701005"":4,""250251703001"":4,""250092058002"":4,""250250512002"":4,""250250511012"":4,""250250503001"":4,""250250511011"":4,""250250510001"":4,""250250510002"":4,""250056131004"":4,""250010135004"":4,""250251703003"":4,""250251601015"":4,""250251602003"":4,""250250502001"":4,""250092081011"":4,""250250701011"":4,""250251004004"":4,""250250511014"":4,""250250509011"":4,""250251801013"":4}","{""250173101001"":4,""250250507003"":4,""250250506002"":4}","{""US"":118}",2741.0,13.0,"{""<5"":8,""5-20"":104,""21-60"":32,""61-240"":10,"">240"":6}","{""Pizza Hut"":28,""Target"":13}","{""Dunkin'"":45,""Market Basket"":36,""Burger King"":26,""Stop & Shop"":23,""Subway"":23,""Mobil"":21,""BJ's Wholesale Club"":20,""CVS"":17,""Shaw's"":17,""Target"":16,""The Home Depot"":15,""Speedway"":15,""McDonald's"":14,""7-Eleven"":13,""Expressions Shoes "":11,""Wendy's"":10,""Pollo Campero"":10,""Shell Oil"":9,""Walgreens"":9,""Dollar Tree"":8}","[1,2,3,3,3,2,2,5,11,20,17,20,24,25,25,17,23,26,11,7,8,3,4,1]","{""Monday"":18,""Tuesday"":22,""Wednesday"":31,""Thursday"":16,""Friday"":27,""Saturday"":31,""Sunday"":15}","{""android"":79,""ios"":42}"
2,988,Cafe Gigu,East Boston,cafe gigu,sg:8b1e1784ee514d1bbf25d08847375594,Cafe Gigu,102 Meridian St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,48,41,"[3,2,1,2,1,1,1,0,1,0,2,1,2,5,2,1,0,1,1,0,1,1,4,2,2,0,3,3,4,1]",250250503001.0,"{""250251705011"":4,""250250501013"":4,""250250502001"":4,""250251703005"":4,""250251605013"":4,""250250503001"":4,""250250505001"":4,""250251604002"":4,""250251708002"":4,""250173421013"":4}","{""250251605022"":4,""250250509012"":4,""250250511011"":4,""250251705011"":4,""250250501013"":4,""250173424003"":4,""250251007003"":4,""250250507002"":4,""250251604002"":4,""250250506001"":4}",{},"{""US"":35}",3469.0,18.5,"{""<5"":2,""5-20"":23,""21-60"":12,""61-240"":6,"">240"":5}","{""Expressions Shoes "":33,""CrossFit"":33}","{""Dunkin'"":56,""CVS"":27,""Market Basket"":27,""Burger King"":20,""Stop & Shop"":19,""Mobil"":18,""McDonald's"":16,""BJ's Wholesale Club"":14,""The Home Depot"":13,""Wendy's"":12,""Walgreens"":11,""Dollar Tree"":7,""Expressions Shoes "":7,""Papa Gino's"":7,""Pollo Campero"":7,""PriceRite"":7,""sweetgreen"":7,""TownePlace Suites by Marriott"":7,""Subway"":7,""Shaw's"":7}","[6,5,5,5,5,7,6,7,8,7,11,12,10,11,12,13,8,9,8,5,4,7,7,6]","{""Monday"":6,""Tuesday"":10,""Wednesday"":10,""Thursday"":9,""Friday"":3,""Saturday"":7,""Sunday"":3}","{""android"":24,""ios"":15}"
3,992,chinese dragon,East Boston,chinese dragon,sg:51040e76fd124501b785fe088c966c2d,Chinese Dragon,380 Chelsea St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,82,39,"[0,1,2,2,4,1,2,1,1,1,1,1,2,2,2,5,6,4,8,6,7,1,0,4,1,6,4,2,1,4]",250250509011.0,"{""250250506002"":4,""250251705022"":4,""250251605022"":4,""250250509012"":4,""250250502001"":4,""250251707023"":4,""250250006021"":4,""250250904002"":4,""250250509011"":4}","{""250250509011"":5,""250250509012"":5,""250092069002"":4,""250251705022"":4,""250251706011"":4,""250251605022"":4,""250092058002"":4}","{""250250503001"":4}","{""US"":31}",2652.0,23.0,"{""<5"":1,""5-20"":34,""21-60"":28,""61-240"":15,"">240"":4}","{""Mobil"":50,""Wendy's"":16}","{""Dunkin'"":46,""Market Basket"":31,""Burger King"":21,""Subway"":21,""Pollo Campero"":20,""Mobil"":19,""The Home Depot"":19,""Wendy's"":18,""Shaw's"":18,""McDonald's"":18,""BJ's Wholesale Club"":17,""Target"":14,""CVS"":13,""Stop & Shop"":12,""Walmart"":11,""Speedway"":11,""KFC"":11,""Irving Oil"":10,""Kohl's"":10,""Domino's Pizza"":9}","[11,4,4,2,2,2,4,4,3,3,3,5,6,10,14,11,15,10,7,5,10,16,13,9]","{""Monday"":13,""Tuesday"":13,""Wednesday"":5,""Thursday"":11,""Friday"":13,""Saturday"":8,""Sunday"":19}","{""android"":21,""ios"":16}"
4,1020,House of Nails,East Boston,house of nails,sg:acceb69f66bb485d94d63dbdbb3f77aa,House of Nails,1020 Bennington St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,7,7,"[0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0]",250250511011.0,"{""250250511011"":4}","{""250251707023"":4}",{},"{""US"":6}",2605.0,8.0,"{""<5"":1,""5-20"":6,""21-60"":0,""61-240"":0,"">240"":0}","{""Starbucks"":48}","{""Dunkin'"":40,""Subway"":38,""Target"":36,""McDonald's"":30,""Stop & Shop"":28,""AutoZone"":27,""Family Dollar Stores"":25,""Burger King"":24,""Wendy's"":24,""CVS"":24,""Starbucks"":23,""Neiman Marcus"":14,""Lamborghini"":14,""Rolls‑Royce Motor Cars"":14,""Pride"":14,""Town Fair Tire"":14,""XFINITY by Comcast"":14,""HD Supply"":14,""Maserati"":14,""Alfa Romeo"":14}","[0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0]","{""Monday"":2,""Tuesday"":1,""Wednesday"":1,""Thursday"":1,""Friday"":2,""Saturday"":0,""Sunday"":0}","{""android"":4,""ios"":4}"
5,1022,Italian express pizzeria,East Boston,italian express pizzeria,sg:1071f84255b64f56b21d234ec93b6e1b,Italian Express Pizzeria,336 Sumner St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,59,39,"[3,3,1,1,2,3,1,1,2,4,4,1,1,2,1,2,1,4,2,2,0,1,1,5,2,0,0,3,4,2]",250250504002.0,"{""250250512002"":6,""250092121003"":4,""250251401072"":4,""250251704001"":4,""250250506002"":4,""250092064003"":4,""250250512003"":4,""250250506001"":4}","{""440070174003"":4,""250092083003"":4,""250250504002"":4,""250250507002"":4}",{},"{""US"":34}",1385.0,30.0,"{""<5"":2,""5-20"":22,""21-60"":7,""61-240"":7,"">240"":21}","{""Wingstop"":100,""Burger King"":49,""Taco Bell"":24,""McDonald's"":21}","{""Dunkin'"":41,""Burger King"":32,""CVS"":26,""Market Basket"":23,""McDonald's"":23,""Mobil"":22,""Shaw's"":18,""Wendy's"":16,""7-Eleven"":16,""Stop & Shop"":15,""Target"":14,""Pollo Campero"":13,""BJ's Wholesale Club"":12,""Subway"":10,""sweetgreen"":10,""KFC"":8,""Regina Pizzeria"":8,""Expressions Shoes "":8,""10 Spot/MadRag"":8,""Ocean State Job Lot"":8}","[18,19,19,19,18,17,17,18,17,18,20,19,18,15,16,12,7,7,11,7,11,13,16,19]","{""Monday"":6,""Tuesday"":6,""Wednesday"":10,""Thursday"":10,""Friday"":11,""Saturday"":11,""Sunday"":5}","{""android"":22,""ios"":15}"
6,1030,La Chiva Restaurant,East Boston,la chiva restaurant,sg:c67877c51f64478188edad8a68fc7f3e,La Chiva Restaurant,259 Bennington St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,159,91,"[7,3,2,5,3,4,8,2,6,6,6,3,6,4,9,6,7,7,5,8,8,4,8,6,6,3,9,2,1,5]",250250502004.0,"{""250250506002"":5,""250092055002"":5,""250251707023"":5,""250250510002"":4,""250251703003"":4,""250251606025"":4,""250250509013"":4,""250250502001"":4,""250250505001"":4,""250250512002"":4,""250251703005"":4,""250250502004"":4,""250250509012"":4,""250250507001"":4,""250259813002"":4,""250250507003"":4,""250173400002"":4,""250250510001"":4,""250251701007"":4,""360811621004"":4,""250251703002"":4,""250250507002"":4,""250251601013"":4}","{""250250502004"":6,""250250507002"":5,""250250510001"":4,""250250509013"":4,""250092055002"":4,""250251606025"":4,""250056002033"":4,""250250512002"":4,""250250506002"":4,""250250511012"":4,""250251708001"":4,""250250507003"":4,""250251703001"":4,""250250502001"":4,""250250509011"":4,""250214182004"":4}","{""250173512042"":4}","{""US"":86}",2784.0,13.0,"{""<5"":5,""5-20"":83,""21-60"":29,""61-240"":27,"">240"":15}","{""Dunkin'"":33,""Market Basket"":20,""Fastenal"":12,""AutoZone"":12}","{""Dunkin'"":50,""Market Basket"":35,""Burger King"":24,""Stop & Shop"":24,""BJ's Wholesale Club"":22,""The Home Depot"":22,""McDonald's"":20,""Target"":20,""Mobil"":19,""7-Eleven"":19,""CVS"":17,""Walgreens"":13,""Wendy's"":12,""Dollar Tree"":12,""Subway"":12,""Pollo Campero"":11,""Shaw's"":10,""Expressions Shoes "":8,""Loyal Companion"":8,""PriceRite"":8}","[3,2,3,3,4,10,12,20,20,20,18,20,20,15,14,12,18,20,34,35,19,10,8,5]","{""Monday"":27,""Tuesday"":22,""Wednesday"":23,""Thursday"":28,""Friday"":21,""Saturday"":24,""Sunday"":14}","{""android"":56,""ios"":35}"
7,1038,Little Asia Restaurant,East Boston,little asia restaurant,sg:c6815256d0c348ac84c9da5467e88b7c,Little Asia Restaurant,991 Bennington St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,37,24,"[0,1,1,2,3,4,3,0,2,1,0,1,0,1,0,5,0,1,1,1,1,1,2,1,2,1,1,1,0,0]",250250511011.0,"{""250251706014"":4,""250092052003"":4,""250251804001"":4,""250251706011"":4}","{""250250511013"":4,""250214162005"":4,""250250511011"":4,""250251707012"":4,""250251708001"":4}",{},"{""US"":21}",2643.0,12.0,"{""<5"":2,""5-20"":20,""21-60"":6,""61-240"":5,"">240"":4}",{},"{""Dunkin'"":43,""CVS"":29,""Stop & Shop"":24,""Subway"":20,""Mobil"":19,""Starbucks"":19,""Burger King"":12,""Market Basket"":12,""7-Eleven"":10,""TownePlace Suites by Marriott"":8,""IHOP"":8,""CrossFit"":8,""BJ's Wholesale Club"":8,""Domino's Pizza"":7,""Ace Hardware"":7,""Sunoco"":7,""Target"":6}","[3,2,2,2,2,2,3,4,7,9,9,7,5,5,6,8,5,8,2,1,1,2,2,2]","{""Monday"":6,""Tuesday"":6,""Wednesday"":1,""Thursday"":10,""Friday"":3,""Saturday"":5,""Sunday"":6}","{""android"":14,""ios"":8}"
8,1059,Pockets Billiard Club,East Boston,pockets billiard club,sg:dd6d92bfd75c4351b76525f503aea580,Pockets Billiard Club,981 Bennington St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,34,28,"[0,0,0,0,1,3,1,0,1,2,1,2,2,1,0,0,2,1,1,2,4,1,3,1,1,0,0,1,1,2]",250250511011.0,"{""250092081022"":5,""250250510003"":4,""250251801013"":4,""250250511013"":4,""250251805003"":4}","{""250251605012"":6,""250173344005"":4,""250251703002"":4,""250092066001"":4,""250250510001"":4,""250250511013"":4,""250092083003"":4,""250250107021"":4}","{""250092083004"":4}","{""US"":27}",3073.0,22.0,"{""<5"":3,""5-20"":12,""21-60"":8,""61-240"":9,"">240"":2}","{""Target"":98,""CVS"":49}","{""Dunkin'"":58,""CVS"":38,""Target"":33,""BJ's Wholesale Club"":31,""Stop & Shop"":28,""Market Basket"":25,""Burger King"":24,""Walmart"":21,""Edible Arrangements"":18,""Dollar Tree"":17,""7-Eleven"":16,""Shell Oil"":15,""Wendy's"":13,""McDonald's"":12,""The Home Depot"":11,""Ocean State Job Lot"":11,""Costco Wholesale Corp."":10,""Subway"":9,""Mobil"":9,""Speedway"":9}","[2,2,2,2,2,2,2,5,5,4,3,7,2,8,8,10,4,1,2,0,5,2,2,2]","{""Monday"":7,""Tuesday"":7,""Wednesday"":2,""Thursday"":6,""Friday"":5,""Saturday"":3,""Sunday"":4}","{""android"":19,""ios"":7}"
9,1060,POLLOS A LA BRASA BETOS,East Boston,pollos a la brasa betos,sg:fd403b9a282b42319fb3f7e48f986708,Pollos A La Brasa Betos,69 Bennington St,Boston,MA,2128,,,2020-04-01T00:00:00-04:00,2020-05-01T00:00:00-04:00,103,36,"[8,2,2,1,3,3,3,6,3,3,1,4,2,4,5,3,3,3,2,4,5,6,4,3,3,1,2,5,4,5]",250250507001.0,"{""250250506001"":4,""250214152002"":4,""250251705011"":4}","{""250173353012"":4,""250251605023"":4,""250251707011"":4,""250250502004"":4,""250250507001"":4,""250214152002"":4}",{},"{""US"":22}",2481.0,55.0,"{""<5"":0,""5-20"":24,""21-60"":31,""61-240"":23,"">240"":25}","{""7-Eleven"":49,""Starbucks"":32,""Speedway"":25}","{""Dunkin'"":19,""Market Basket"":19,""Speedway"":15,""Burger King"":12,""sweetgreen"":11,""T.J. Maxx"":11,""Stop & Shop"":11,""Mobil"":10,""Subway"":9,""Hilton International"":8,""Cumberland Farms"":8,""Goodwill Industries"":7,""AutoZone"":6,""7-Eleven"":6,""Ten Thousand Villages"":6,""Paper Source"":6,""Pollo Campero"":6,""Shaw's"":5,""Boston Market"":5,""Walgreens"":5}","[22,20,20,19,20,21,8,11,12,12,13,17,15,10,11,12,23,28,16,8,12,20,22,21]","{""Monday"":11,""Tuesday"":17,""Wednesday"":29,""Thursday"":17,""Friday"":11,""Saturday"":8,""Sunday"":10}","{""android"":20,""ios"":15}"
