parloc_id,muni,TransitFriendlyScore
F_754755_2969862,Cambridge,78.5
F_754603_2968630,Cambridge,75.5
F_782506_2970319,Chelsea,76.0
F_356083_2878980,Chicopee,55.5
F_356147_2879035,Chicopee,55.5
F_365153_2903311,Chicopee,44.5
F_354888_2894240,Chicopee,41.5
F_351260_2887923,Chicopee,34.0
F_748344_2917890,Dedham,52.0
F_748246_2917892,Dedham,52.0
F_748124_2917806,Dedham,48.0
F_748204_2917557,Dedham,48.0
F_748287_2917617,Dedham,48.0
F_748285_2917432,Dedham,48.0
F_748365_2917776,Dedham,48.0
F_748340_2917518,Dedham,48.0
F_743270_2924020,Dedham,45.5
F_750155_2915815,Dedham,44.6272461456672
F_751406_2914698,Dedham,36.5
F_751987_2915153,Dedham,34.5
F_751741_2914338,Dedham,34.5
F_1030317_2707843,Dennis,41.97373737373738
F_1030165_2707779,Dennis,41.97373737373738
F_1030261_2707734,Dennis,41.97373737373738
F_708159_3070862,Dracut,41.47373737373738
F_707658_3071085,Dracut,29.973737373737375
M_165969_865444,Dudley,41.47373737373738
F_807965_2836307,East Bridgewater,24.973737373737375
M_250361_821350,Fairhaven,51.47373737373738
M_249247_822261,Fairhaven,38.97373737373738
M_249270_822266,Fairhaven,38.47373737373738
M_175260_926137,Fitchburg,57.5
M_175253_926125,Fitchburg,57.5
M_178445_922543,Fitchburg,33.5
M_159809_925360,Gardner,52.97373737373738
M_158724_924258,Gardner,40.47373737373738
M_160436_926093,Gardner,31.973737373737375
M_268964_929717,Gloucester,63.0
M_268971_929761,Gloucester,63.0
M_268185_930850,Gloucester,36.5
M_268163_930834,Gloucester,36.5
M_267987_930829,Gloucester,32.5
F_637336_3048465,Groton,34.47373737373738
F_638900_3059381,Groton,19.973737373737375
M_110631_900003,Hadley,40.97373737373738
F_835095_2822550,Halifax,37.97373737373738
F_826213_2822603,Halifax,21.973737373737375
F_840488_2833893,Halifax,20.473737373737375
M_121875_867599,Hampden,39.47373737373738
F_771616_3107821,Haverhill,51.0
F_789946_2870856,Holbrook,39.97373737373738
F_789648_2871312,Holbrook,39.47373737373738
F_789568_2871438,Holbrook,39.47373737373738
F_560262_2953024,Holden,40.47373737373738
M_203306_883360,Holliston,21.473737373737375
M_203302_883244,Holliston,20.973737373737375
M_203297_883306,Holliston,20.973737373737375
M_227979_939687,Lawrence,71.5
M_227903_940350,Lawrence,65.0
M_227922_938813,Lawrence,60.97373737373738
F_589062_3016443,Leominster,53.5
F_588943_3016481,Leominster,53.5
F_589981_3015174,Leominster,45.5
F_590718_3017032,Leominster,44.5
F_583826_3019569,Leominster,33.5
F_707203_3058431,Lowell,75.0
F_704703_3060561,Lowell,71.0
F_705137_3061234,Lowell,71.0
F_704913_3055021,Lowell,69.5
F_705215_3056787,Lowell,69.5
F_704530_3061254,Lowell,69.5
F_704497_3061288,Lowell,69.5
F_704439_3061306,Lowell,69.5
F_704468_3061353,Lowell,69.5
F_704654_3061336,Lowell,69.5
F_704601_3061320,Lowell,69.5
F_704490_3061393,Lowell,69.5
F_704609_3061385,Lowell,69.5
F_704493_3061428,Lowell,69.5
F_704565_3061392,Lowell,69.5
F_704545_3061441,Lowell,69.5
F_704517_3061468,Lowell,69.5
F_704870_3061512,Lowell,69.5
F_708107_3056581,Lowell,68.0
F_708527_3062682,Lowell,64.0
F_708581_3062741,Lowell,64.0
F_709738_3054829,Lowell,54.5
F_708005_3053077,Lowell,52.5
F_708449_3064570,Lowell,50.5
F_708507_3064544,Lowell,50.5
F_708524_3064628,Lowell,50.5
F_709053_3049514,Lowell,36.0
F_708987_3049795,Lowell,36.0
F_709446_3049523,Lowell,34.5
F_709505_3049540,Lowell,34.5
F_709440_3049640,Lowell,34.5
F_709503_3049665,Lowell,34.5
F_709467_3050119,Lowell,33.0
F_709566_3049565,Lowell,31.5
F_709629_3049591,Lowell,31.5
F_709693_3049617,Lowell,31.5
F_709760_3049631,Lowell,31.5
F_709822_3049640,Lowell,31.5
F_709559_3049688,Lowell,31.5
F_709621_3049710,Lowell,31.5
F_709686_3049731,Lowell,31.5
F_709748_3049746,Lowell,31.5
F_709811_3049762,Lowell,31.5
F_709875_3049761,Lowell,31.5
F_709888_3049824,Lowell,31.5
F_709860_3049886,Lowell,31.5
F_709792_3049569,Lowell,31.5
F_709751_3049930,Lowell,31.5
F_710285_3050040,Lowell,30.5
F_710212_3050145,Lowell,30.5
F_710280_3050160,Lowell,30.5
F_710193_3050219,Lowell,30.5
F_710253_3050235,Lowell,30.5
F_710318_3050257,Lowell,30.5
F_710243_3050348,Lowell,30.5
F_710219_3050423,Lowell,30.5
F_710235_3050487,Lowell,30.5
F_709984_3049711,Lowell,28.5
F_710009_3049774,Lowell,28.5
F_710335_3049817,Lowell,28.5
F_710007_3049838,Lowell,28.5
F_709986_3049892,Lowell,28.5
F_710272_3049807,Lowell,28.5
F_710225_3050026,Lowell,28.5
F_710342_3050055,Lowell,27.0
F_710698_3050154,Lowell,27.0
F_710346_3050180,Lowell,27.0
F_710463_3050217,Lowell,27.0
F_710528_3050239,Lowell,27.0
F_710602_3050257,Lowell,27.0
F_710424_3050297,Lowell,27.0
F_710490_3050319,Lowell,27.0
F_710557_3050341,Lowell,27.0
F_710691_3050377,Lowell,27.0
F_710564_3050296,Lowell,27.0
F_710438_3050418,Lowell,27.0
F_710502_3050447,Lowell,27.0
F_710557_3050463,Lowell,27.0
F_710673_3050491,Lowell,27.0
F_710356_3050508,Lowell,27.0
F_710412_3050496,Lowell,27.0
F_710532_3049794,Lowell,25.5
F_710399_3049801,Lowell,25.5
F_710469_3049799,Lowell,25.5
F_710380_3049915,Lowell,25.5
F_710465_3049927,Lowell,25.5
F_710515_3049954,Lowell,25.5
F_710594_3049950,Lowell,25.5
F_710758_3050167,Lowell,25.5
F_710797_3050199,Lowell,25.5
F_710827_3050255,Lowell,25.5
F_710848_3050313,Lowell,25.5
F_710860_3050370,Lowell,25.5
F_710861_3050431,Lowell,25.5
F_710748_3050505,Lowell,25.5
F_710640_3049981,Lowell,25.5
M_118065_880332,Ludlow,42.47373737373738
M_117526_880423,Ludlow,28.973737373737375
M_244854_912995,Lynn,68.5
M_244271_912101,Lynn,65.0
F_757449_2976882,Medford,62.5
F_756593_2977988,Medford,61.0
F_764909_2974772,Medford,46.0
F_737359_3089577,Methuen,50.47373737373738
F_788387_3040593,Middleton,34.47373737373738
M_117922_925590,Montague,28.473737373737375
M_117873_925590,Montague,26.473737373737375
F_1067422_2552853,Nantucket,44.6272461456672
F_1040689_2559236,Nantucket,38.47373737373738
F_1041325_2558677,Nantucket,35.47373737373738
F_1040412_2558742,Nantucket,34.97373737373738
F_1040508_2558923,Nantucket,34.97373737373738
F_1040953_2558931,Nantucket,34.47373737373738
F_1046724_2554258,Nantucket,20.473737373737375
F_1046464_2554354,Nantucket,20.473737373737375
M_212678_892245,Natick,60.47373737373738
M_209770_892295,Natick,48.47373737373738
M_212088_891729,Natick,42.47373737373738
M_211861_891758,Natick,35.47373737373738
M_212022_891577,Natick,34.47373737373738
F_814072_2690519,New Bedford,61.5
F_813898_2690658,New Bedford,61.5
F_811000_2687802,New Bedford,58.0
F_814480_2686901,New Bedford,56.5
F_814082_2704656,New Bedford,56.5
F_814709_2686604,New Bedford,55.0
F_814719_2686671,New Bedford,55.0
F_814667_2686972,New Bedford,55.0
F_810301_2699715,New Bedford,51.5
F_813280_2697024,New Bedford,49.0
F_813556_2696482,New Bedford,47.5
F_807235_2698169,New Bedford,40.5
F_807216_2698205,New Bedford,40.5
F_807155_2698273,New Bedford,40.5
F_807181_2698223,New Bedford,40.5
F_807068_2698099,New Bedford,38.5
F_807009_2698353,New Bedford,38.5
F_808301_2715887,New Bedford,35.5
F_809238_2717546,New Bedford,35.0
F_809007_2717325,New Bedford,34.0
F_808920_2717349,New Bedford,34.0
F_808952_2717454,New Bedford,34.0
F_809275_2717859,New Bedford,31.5
F_808803_2717717,New Bedford,30.0
F_808732_2717874,New Bedford,30.0
F_808822_2718052,New Bedford,30.0
F_808987_2717772,New Bedford,30.0
F_809187_2718207,New Bedford,27.5
F_809208_2718130,New Bedford,27.5
F_808990_2718178,New Bedford,25.0
F_806617_2709612,New Bedford,23.0
F_433490_3008970,New Salem,44.6272461456672
F_433345_3008906,New Salem,21.473737373737375
F_734787_2936321,Newton,31.0
F_702417_2814654,North Attleborough,49.97373737373738
F_704497_2818945,North Attleborough,49.47373737373738
F_704691_2818755,North Attleborough,48.47373737373738
F_704843_2818611,North Attleborough,43.97373737373738
F_704463_2817307,North Attleborough,34.97373737373738
M_151562_891516,North Brookfield,42.47373737373738
M_277710_800413,Oak Bluffs,34.47373737373738
F_1072604_2752233,Orleans,31.473737373737375
F_802212_3009198,Peabody,27.473737373737375
F_181904_2993821,Pittsfield,63.0
F_181599_2994008,Pittsfield,58.0
F_184818_3002517,Pittsfield,30.5
F_189388_3000144,Pittsfield,16.5
F_189543_3000533,Pittsfield,16.5
F_727138_2772452,Rehoboth,28.973737373737375
M_104055_926332,Shelburne,19.473737373737375
F_767417_2961666,Somerville,79.5
F_767687_2961357,Somerville,79.5
F_766526_2961779,Somerville,77.5
F_766289_2961936,Somerville,76.5
F_765826_2963260,Somerville,75.5
F_768375_2962293,Somerville,75.0
F_766100_2962242,Somerville,74.0
F_522110_2913762,Spencer,54.97373737373738
F_522063_2913659,Spencer,53.97373737373738
F_811178_2999121,Swampscott,55.47373737373738
F_765710_2790181,Taunton,59.97373737373738
F_765072_2788706,Taunton,54.47373737373738
F_746878_2788687,Taunton,18.973737373737375
F_722966_2882332,Walpole,38.97373737373738
F_722271_2881406,Walpole,32.47373737373738
F_722365_2881461,Walpole,32.47373737373738
F_722268_2881534,Walpole,32.47373737373738
M_228017_902074,Watertown,63.97373737373738
M_227981_902058,Watertown,63.97373737373738
M_227967_901911,Watertown,63.97373737373738
M_227953_901907,Watertown,63.97373737373738
M_227961_901911,Watertown,63.97373737373738
M_227972_901901,Watertown,63.97373737373738
M_227950_901890,Watertown,63.97373737373738
M_323997_852857,Wellfleet,25.473737373737375
M_324735_851457,Wellfleet,24.973737373737375
M_323979_854004,Wellfleet,24.473737373737375
M_324143_854006,Wellfleet,23.473737373737375
M_325004_851298,Wellfleet,22.973737373737375
F_317793_2873968,Westfield,62.97373737373738
F_316071_2871877,Westfield,60.47373737373738
F_316148_2871892,Westfield,60.47373737373738
M_224935_922649,Wilmington,25.973737373737375
M_224894_922614,Wilmington,25.473737373737375
M_230061_927015,Wilmington,22.973737373737375
M_230044_927096,Wilmington,21.973737373737375
M_230037_927064,Wilmington,21.973737373737375
F_576165_2924522,Worcester,54.5
