parloc_id,muni,TransitFriendlyScore
F_979144_2707324,Barnstable,32.47373737373738
F_969002_2700727,Barnstable,30.473737373737375
F_957941_2700994,Barnstable,29.473737373737375
F_981104_2696171,Barnstable,28.473737373737375
F_982682_2694447,Barnstable,27.973737373737375
F_943453_2697511,Barnstable,27.473737373737375
F_955448_2702524,Barnstable,25.473737373737375
F_978920_2706563,Barnstable,24.973737373737375
F_959886_2704264,Barnstable,24.473737373737375
F_955732_2703513,Barnstable,23.973737373737375
F_955501_2703116,Barnstable,23.473737373737375
F_955785_2703064,Barnstable,23.473737373737375
F_955694_2702731,Barnstable,23.473737373737375
F_944905_2700475,Barnstable,22.973737373737375
F_981876_2713520,Barnstable,22.473737373737375
F_962277_2709281,Barnstable,20.973737373737375
F_957290_2709292,Barnstable,19.973737373737375
F_945242_2709454,Barnstable,19.473737373737375
F_956803_2709428,Barnstable,19.473737373737375
F_964883_2708362,Barnstable,18.973737373737375
F_966616_2709311,Barnstable,18.973737373737375
M_150743_903886,Barre,27.973737373737375
M_150201_909025,Barre,26.973737373737375
F_718521_3002426,Bedford,44.47373737373738
F_715143_3001978,Bedford,42.97373737373738
M_124811_891516,Belchertown,39.97373737373738
M_125817_892521,Belchertown,38.97373737373738
M_126083_892029,Belchertown,35.47373737373738
M_124335_893265,Belchertown,34.97373737373738
F_658652_2833575,Bellingham,47.97373737373738
F_662001_2857560,Bellingham,39.47373737373738
F_660423_2834186,Bellingham,34.97373737373738
F_661187_2834069,Bellingham,29.973737373737375
F_663001_2839994,Bellingham,22.473737373737375
F_739075_2965770,Belmont,60.0
F_738536_2967398,Belmont,56.0
F_742817_2968050,Belmont,54.0
F_742739_2968054,Belmont,54.0
F_742584_2968060,Belmont,54.0
F_742729_2968098,Belmont,54.0
F_742814_2968114,Belmont,54.0
F_742614_2968105,Belmont,54.0
F_742596_2968153,Belmont,54.0
F_742724_2968148,Belmont,54.0
F_742579_2968196,Belmont,54.0
F_742713_2968208,Belmont,54.0
F_742557_2968237,Belmont,54.0
F_742703_2968260,Belmont,54.0
F_742104_2968140,Belmont,54.0
F_742685_2968305,Belmont,54.0
F_742673_2968355,Belmont,54.0
F_742628_2968429,Belmont,54.0
F_738901_2967166,Belmont,52.5
F_742483_2968151,Belmont,51.5
F_742321_2968172,Belmont,51.5
F_742463_2968188,Belmont,51.5
F_742436_2968224,Belmont,51.5
F_742407_2968268,Belmont,51.5
F_742539_2968281,Belmont,51.5
F_742458_2968302,Belmont,51.5
F_742509_2968327,Belmont,51.5
F_742224_2967721,Belmont,50.5
F_742283_2967750,Belmont,50.5
F_742176_2967743,Belmont,50.5
F_742337_2967779,Belmont,50.5
F_742377_2967814,Belmont,50.5
F_742409_2967854,Belmont,50.5
F_742441_2967888,Belmont,50.5
F_742207_2967900,Belmont,50.5
F_742260_2967895,Belmont,50.5
F_742477_2967925,Belmont,50.5
F_742175_2967951,Belmont,50.5
F_742296_2967931,Belmont,50.5
F_742321_2967973,Belmont,50.5
F_742356_2968000,Belmont,50.5
F_742180_2968006,Belmont,50.5
F_742397_2968036,Belmont,50.5
F_742223_2968033,Belmont,50.5
F_742251_2968065,Belmont,50.5
F_742381_2968083,Belmont,50.5
F_742526_2968074,Belmont,50.5
F_742356_2968117,Belmont,50.5
F_742499_2968113,Belmont,50.5
F_742278_2968106,Belmont,50.5
F_742130_2967786,Belmont,44.5
F_742091_2967831,Belmont,44.5
F_742055_2967878,Belmont,44.5
F_742038_2967922,Belmont,44.5
F_742037_2973803,Belmont,24.5
F_823114_3025779,Beverly,66.97373737373738
F_823378_3027896,Beverly,65.47373737373738
F_822397_3029202,Beverly,62.97373737373738
F_822093_3029139,Beverly,62.47373737373738
F_822283_3029175,Beverly,62.47373737373738
F_822979_3029564,Beverly,61.47373737373738
F_823698_3030702,Beverly,53.47373737373738
F_823485_3031101,Beverly,50.97373737373738
F_823520_3031175,Beverly,50.97373737373738
F_823697_3031409,Beverly,50.47373737373738
F_823588_3031346,Beverly,50.47373737373738
F_825754_3028062,Beverly,49.47373737373738
F_820845_3031109,Beverly,49.47373737373738
F_826006_3030300,Beverly,46.97373737373738
F_820412_3031631,Beverly,45.97373737373738
F_817339_3026962,Beverly,43.97373737373738
F_823687_3032474,Beverly,39.97373737373738
F_827304_3031229,Beverly,39.47373737373738
M_217230_925999,Billerica,48.47373737373738
M_216710_926065,Billerica,44.47373737373738
M_217444_926359,Billerica,42.47373737373738
M_222482_920305,Billerica,41.97373737373738
M_222544_919551,Billerica,41.47373737373738
M_216800_926502,Billerica,41.47373737373738
M_217675_924706,Billerica,40.97373737373738
M_220363_921329,Billerica,40.47373737373738
M_222892_924817,Billerica,32.47373737373738
M_218082_925594,Billerica,30.973737373737375
M_219765_920997,Billerica,24.973737373737375
M_223751_921450,Billerica,24.973737373737375
M_223577_921025,Billerica,23.473737373737375
M_223641_921053,Billerica,23.473737373737375
F_645792_2832399,Blackstone,44.47373737373738
M_275490_832141,Bourne,38.97373737373738
M_275501_832101,Bourne,38.97373737373738
M_275550_832076,Bourne,38.97373737373738
M_275042_834075,Bourne,37.47373737373738
M_275708_832083,Bourne,36.47373737373738
M_273658_827259,Bourne,36.47373737373738
M_273491_827224,Bourne,34.47373737373738
M_279907_837440,Bourne,33.97373737373738
M_279914_837402,Bourne,33.97373737373738
M_275796_831888,Bourne,33.97373737373738
M_279955_837422,Bourne,32.97373737373738
M_280004_837377,Bourne,32.97373737373738
M_280045_837348,Bourne,32.97373737373738
M_275928_831836,Bourne,32.97373737373738
M_279878_837462,Bourne,32.47373737373738
M_275593_832039,Bourne,32.47373737373738
M_280078_837301,Bourne,29.473737373737375
M_240682_883755,Braintree,57.97373737373738
M_243578_885682,Braintree,51.47373737373738
M_241553_887077,Braintree,51.0
M_243559_886816,Braintree,50.47373737373738
M_241517_886140,Braintree,44.47373737373738
M_240502_880009,Braintree,42.97373737373738
M_239929_881024,Braintree,35.47373737373738
M_241792_884778,Braintree,32.47373737373738
M_317346_834728,Brewster,31.473737373737375
M_317357_834456,Brewster,26.973737373737375
M_243446_859764,Bridgewater,56.47373737373738
M_243796_859530,Bridgewater,48.97373737373738
M_243059_859335,Bridgewater,44.47373737373738
M_243141_859288,Bridgewater,44.47373737373738
M_242805_860611,Bridgewater,43.47373737373738
M_242948_860924,Bridgewater,41.97373737373738
M_242878_860791,Bridgewater,40.97373737373738
M_243066_861868,Bridgewater,22.473737373737375
M_240650_855596,Bridgewater,20.973737373737375
F_785727_2856138,Brockton,67.5
F_786200_2853506,Brockton,65.5
F_786260_2853514,Brockton,65.5
F_786238_2853681,Brockton,65.5
F_785756_2856863,Brockton,65.5
F_785826_2856893,Brockton,65.5
F_785946_2856897,Brockton,65.5
F_785690_2856852,Brockton,65.0
F_785383_2856924,Brockton,65.0
F_785666_2857046,Brockton,65.0
F_785232_2855394,Brockton,64.0
F_784998_2855538,Brockton,64.0
F_784508_2855828,Brockton,63.0
F_785055_2857067,Brockton,63.0
F_785901_2857411,Brockton,63.0
F_785839_2857412,Brockton,63.0
F_785782_2857417,Brockton,63.0
F_786033_2857476,Brockton,63.0
F_785884_2857481,Brockton,63.0
F_785795_2857530,Brockton,63.0
F_786008_2857544,Brockton,63.0
F_786032_2857669,Brockton,63.0
F_785822_2857909,Brockton,63.0
F_785519_2857537,Brockton,62.0
F_785332_2857664,Brockton,62.0
F_785245_2857872,Brockton,60.5
F_788246_2855385,Brockton,60.0
F_785839_2858599,Brockton,59.5
F_785185_2858115,Brockton,59.0
F_784396_2855805,Brockton,58.5
F_784260_2855614,Brockton,57.0
F_787066_2849268,Brockton,55.5
F_786909_2850899,Brockton,55.5
F_787779_2848730,Brockton,55.0
F_787249_2848792,Brockton,54.5
F_786751_2850712,Brockton,54.5
F_786937_2848862,Brockton,54.0
F_786679_2848962,Brockton,54.0
F_786848_2860070,Brockton,53.0
F_786020_2862063,Brockton,52.5
F_783903_2865032,Brockton,51.5
F_784011_2865328,Brockton,51.5
F_786542_2861714,Brockton,51.0
F_792025_2855721,Brockton,50.0
F_788627_2846633,Brockton,49.5
F_783654_2861965,Brockton,49.0
F_787250_2846889,Brockton,48.5
F_785348_2849975,Brockton,47.0
F_785821_2847702,Brockton,46.5
F_785557_2849660,Brockton,46.0
F_785070_2850381,Brockton,45.5
F_785071_2859796,Brockton,45.5
F_787510_2863847,Brockton,45.5
F_784361_2851380,Brockton,45.0
F_785054_2850218,Brockton,42.5
F_780644_2857096,Brockton,42.0
F_795066_2854811,Brockton,41.5
F_782051_2858899,Brockton,39.5
F_783747_2860172,Brockton,39.5
F_788694_2862315,Brockton,38.5
F_781967_2859435,Brockton,37.5
F_781057_2859810,Brockton,33.5
M_97899_928842,Buckland,47.47373737373738
M_224204_918614,Burlington,48.97373737373738
M_225478_916696,Burlington,47.47373737373738
M_225444_916794,Burlington,47.47373737373738
M_225446_916637,Burlington,42.97373737373738
M_222993_916499,Burlington,36.97373737373738
M_225441_914489,Burlington,33.97373737373738
M_223848_920677,Burlington,21.473737373737375
F_760463_2960277,Cambridge,89.0
F_760580_2960038,Cambridge,89.0
F_762905_2959195,Cambridge,86.0
F_762005_2959794,Cambridge,85.0
F_763902_2959267,Cambridge,84.5
F_764291_2958881,Cambridge,84.5
F_756679_2969618,Cambridge,83.5
F_758029_2967695,Cambridge,83.5
F_764765_2959967,Cambridge,83.5
F_760865_2958587,Cambridge,83.5
F_756459_2969756,Cambridge,83.5
F_761749_2962676,Cambridge,83.0
F_761844_2962290,Cambridge,83.0
F_762942_2957138,Cambridge,83.0
F_763772_2961644,Cambridge,83.0
F_765197_2958308,Cambridge,82.5
F_761328_2957761,Cambridge,82.5
F_760367_2958260,Cambridge,82.0
F_761203_2957675,Cambridge,82.0
F_760901_2957487,Cambridge,82.0
F_769121_2960256,Cambridge,82.0
F_757556_2964988,Cambridge,81.5
F_770235_2957824,Cambridge,81.5
F_761732_2956906,Cambridge,81.0
F_761644_2956759,Cambridge,81.0
F_760486_2964190,Cambridge,80.5
F_765598_2957868,Cambridge,80.5
F_756810_2967203,Cambridge,80.0
F_767715_2961120,Cambridge,80.0
F_767870_2960425,Cambridge,80.0
F_767138_2957677,Cambridge,79.5
F_766164_2960582,Cambridge,79.0
F_765749_2958278,Cambridge,79.0
F_755586_2971165,Cambridge,78.5
F_756973_2963845,Cambridge,78.5
F_766600_2961521,Cambridge,78.5
F_766327_2961370,Cambridge,78.5
F_754757_2969813,Cambridge,78.0
F_762654_2956705,Cambridge,77.5
F_754548_2971127,Cambridge,77.0
F_754486_2969497,Cambridge,76.0
F_754592_2968243,Cambridge,75.5
F_754647_2968609,Cambridge,75.5
F_754799_2968603,Cambridge,74.5
F_753646_2970788,Cambridge,69.5
F_753532_2970622,Cambridge,69.5
F_749720_2962487,Cambridge,67.5
F_749563_2963176,Cambridge,64.0
F_751458_2962899,Cambridge,62.5
F_762317_2954771,Cambridge,61.97373737373738
F_752027_2881926,Canton,51.97373737373738
F_752044_2880422,Canton,49.47373737373738
F_751633_2877692,Canton,48.97373737373738
F_752692_2883412,Canton,47.47373737373738
F_750440_2881091,Canton,44.47373737373738
F_753593_2883243,Canton,42.47373737373738
F_753813_2883273,Canton,42.47373737373738
F_753768_2883381,Canton,42.47373737373738
F_753544_2883440,Canton,42.47373737373738
F_753564_2883343,Canton,42.47373737373738
F_753732_2883577,Canton,39.97373737373738
F_753611_2883871,Canton,39.97373737373738
F_753690_2883786,Canton,39.97373737373738
F_753498_2883732,Canton,39.97373737373738
F_753509_2883635,Canton,39.97373737373738
F_753525_2883538,Canton,39.97373737373738
F_753713_2883678,Canton,39.97373737373738
F_753749_2883479,Canton,39.97373737373738
F_749895_2877607,Canton,35.47373737373738
F_758765_2890281,Canton,25.973737373737375
F_855901_2786076,Carver,35.97373737373738
F_845426_2793747,Carver,32.97373737373738
F_540463_2894517,Charlton,18.973737373737375
F_540459_2894340,Charlton,18.973737373737375
F_1075568_2716277,Chatham,44.97373737373738
F_1075720_2716399,Chatham,44.97373737373738
F_1075485_2716738,Chatham,43.47373737373738
F_1075370_2716805,Chatham,43.47373737373738
F_1066307_2713070,Chatham,35.47373737373738
F_781885_2969340,Chelsea,78.0
F_782494_2970465,Chelsea,76.0
F_782135_2970523,Chelsea,74.0
F_783665_2967100,Chelsea,70.0
F_785512_2972017,Chelsea,61.5
F_783421_2973563,Chelsea,58.5
F_783883_2972726,Chelsea,56.0
F_783550_2973683,Chelsea,56.0
F_783263_2974528,Chelsea,55.0
F_783412_2974336,Chelsea,55.0
F_787623_2971924,Chelsea,49.0
F_356425_2881013,Chicopee,60.0
F_356028_2878926,Chicopee,55.5
F_362502_2883120,Chicopee,47.5
F_354735_2894113,Chicopee,41.5
F_352832_2888443,Chicopee,32.0
F_607469_2977406,Clinton,57.97373737373738
F_606175_2975946,Clinton,57.47373737373738
F_607629_2976627,Clinton,53.47373737373738
F_603505_2978274,Clinton,43.47373737373738
F_609556_2977798,Clinton,38.47373737373738
F_602691_2977986,Clinton,35.97373737373738
M_62806_915616,Dalton,39.47373737373738
M_63903_915521,Dalton,37.47373737373738
F_807618_3032183,Danvers,61.47373737373738
F_809264_3032829,Danvers,58.47373737373738
F_805406_3029505,Danvers,49.97373737373738
F_804295_3029944,Danvers,49.47373737373738
F_811331_3027716,Danvers,46.97373737373738
F_804538_3027054,Danvers,45.97373737373738
F_810748_3027938,Danvers,45.47373737373738
F_802648_3030561,Danvers,39.47373737373738
F_800681_3040091,Danvers,37.97373737373738
F_806292_3027983,Danvers,37.47373737373738
F_802277_3030505,Danvers,35.97373737373738
F_806548_3034903,Danvers,29.473737373737375
F_797728_2695077,Dartmouth,44.47373737373738
F_798033_2695251,Dartmouth,42.97373737373738
F_810097_2679686,Dartmouth,37.47373737373738
F_747731_2916139,Dedham,49.5
F_748222_2917687,Dedham,48.0
F_749469_2915563,Dedham,45.5
F_743238_2923945,Dedham,45.5
F_743153_2923941,Dedham,45.5
F_743210_2924094,Dedham,45.5
F_743138_2924107,Dedham,45.5
F_743797_2921575,Dedham,42.0
F_743080_2923956,Dedham,41.5
F_743006_2923971,Dedham,41.5
F_742931_2923987,Dedham,41.5
F_742858_2923998,Dedham,41.5
F_742784_2924026,Dedham,41.5
F_743066_2924120,Dedham,41.5
F_742991_2924133,Dedham,41.5
F_742918_2924149,Dedham,41.5
F_742825_2924159,Dedham,41.5
F_750944_2915809,Dedham,40.0
F_751598_2914604,Dedham,36.5
F_751651_2914694,Dedham,36.5
F_750867_2915679,Dedham,36.5
F_751582_2914475,Dedham,34.5
F_751686_2914494,Dedham,34.5
F_751469_2914520,Dedham,34.5
F_751772_2914551,Dedham,34.5
F_751863_2914611,Dedham,34.5
F_751686_2914634,Dedham,34.5
F_751955_2914671,Dedham,34.5
F_751775_2914691,Dedham,34.5
F_752043_2914727,Dedham,34.5
F_751863_2914748,Dedham,34.5
F_751738_2914755,Dedham,34.5
F_751949_2914805,Dedham,34.5
F_751826_2914813,Dedham,34.5
F_752031_2914864,Dedham,34.5
F_751914_2914870,Dedham,34.5
F_752001_2914930,Dedham,34.5
F_752140_2914787,Dedham,32.5
F_752160_2914882,Dedham,32.5
F_752136_2915003,Dedham,32.5
F_1030883_2705019,Dennis,42.47373737373738
F_1030219_2707886,Dennis,41.97373737373738
F_1025187_2712949,Dennis,38.97373737373738
F_1026468_2709199,Dennis,33.47373737373738
F_1028096_2709072,Dennis,32.97373737373738
F_1025041_2712844,Dennis,31.973737373737375
F_1021381_2726593,Dennis,27.473737373737375
F_1021668_2720093,Dennis,25.973737373737375
F_1016795_2722252,Dennis,24.973737373737375
F_1024142_2723044,Dennis,20.973737373737375
F_760413_2764640,Dighton,27.473737373737375
F_758349_2774050,Dighton,21.473737373737375
F_706467_3067663,Dracut,54.97373737373738
F_704327_3067820,Dracut,53.47373737373738
F_705357_3067560,Dracut,53.47373737373738
F_705174_3067756,Dracut,53.47373737373738
F_705368_3067762,Dracut,53.47373737373738
F_705311_3068020,Dracut,53.47373737373738
F_705118_3068038,Dracut,53.47373737373738
F_702527_3066614,Dracut,52.47373737373738
F_702383_3066635,Dracut,52.47373737373738
F_705267_3068210,Dracut,48.47373737373738
F_702051_3067598,Dracut,47.47373737373738
F_694156_3074430,Dracut,44.97373737373738
F_700413_3072175,Dracut,41.47373737373738
F_700674_3069609,Dracut,39.97373737373738
F_698651_3065454,Dracut,38.97373737373738
F_708399_3072300,Dracut,35.97373737373738
F_696481_3071023,Dracut,33.47373737373738
F_693355_3076511,Dracut,32.97373737373738
F_696818_3076305,Dracut,26.973737373737375
M_165895_865421,Dudley,41.47373737373738
M_167657_865164,Dudley,32.97373737373738
F_877895_2834490,Duxbury,43.97373737373738
F_877345_2835408,Duxbury,43.97373737373738
F_877904_2834759,Duxbury,43.97373737373738
F_873796_2843021,Duxbury,22.973737373737375
F_859148_2850998,Duxbury,22.473737373737375
F_803613_2837660,East Bridgewater,41.97373737373738
F_374916_2856238,East Longmeadow,57.97373737373738
F_374116_2855712,East Longmeadow,56.97373737373738
F_376383_2855184,East Longmeadow,54.47373737373738
F_375651_2854251,East Longmeadow,46.47373737373738
F_382359_2848399,East Longmeadow,40.97373737373738
F_380021_2854724,East Longmeadow,39.97373737373738
F_379270_2855990,East Longmeadow,39.47373737373738
F_382441_2847814,East Longmeadow,35.97373737373738
F_392784_2855286,East Longmeadow,21.473737373737375
M_325898_846148,Eastham,42.47373737373738
M_325862_846335,Eastham,40.97373737373738
M_325628_848540,Eastham,34.47373737373738
M_326786_842936,Eastham,34.47373737373738
M_325568_848553,Eastham,34.47373737373738
M_325647_847285,Eastham,33.47373737373738
M_325785_846316,Eastham,31.5
M_325501_848464,Eastham,29.973737373737375
M_325472_848535,Eastham,29.973737373737375
M_325488_848499,Eastham,29.973737373737375
M_324886_847128,Eastham,23.973737373737375
M_327498_845030,Eastham,21.473737373737375
M_325001_847980,Eastham,21.473737373737375
M_232747_868234,Easton,46.47373737373738
M_232492_868333,Easton,44.97373737373738
M_233225_867746,Easton,38.47373737373738
M_233311_867600,Easton,32.97373737373738
M_230518_864222,Easton,29.973737373737375
M_281809_794216,Edgartown,49.47373737373738
M_281788_794207,Edgartown,49.47373737373738
M_281764_794197,Edgartown,49.47373737373738
M_281742_794192,Edgartown,49.47373737373738
M_258805_931669,Essex,45.47373737373738
F_779317_2977092,Everett,69.5
F_779325_2974905,Everett,69.0
F_779038_2974972,Everett,69.0
F_779150_2974931,Everett,69.0
F_779213_2974925,Everett,69.0
F_779313_2975031,Everett,69.0
F_779286_2974314,Everett,68.5
F_779246_2974391,Everett,68.5
F_779273_2974500,Everett,68.5
F_779027_2974815,Everett,68.5
F_779140_2974824,Everett,68.5
F_779167_2974739,Everett,68.5
F_779208_2974816,Everett,68.5
F_779330_2974783,Everett,68.5
F_779289_2974598,Everett,68.5
F_779502_2976836,Everett,68.5
F_779560_2976643,Everett,68.5
F_779606_2976871,Everett,68.5
F_779654_2976837,Everett,68.5
F_778092_2977027,Everett,67.5
F_779961_2976312,Everett,67.5
F_779791_2976467,Everett,67.5
F_779390_2974336,Everett,67.0
F_778042_2977159,Everett,67.0
F_779546_2977048,Everett,67.0
F_779604_2977407,Everett,67.0
F_780123_2976610,Everett,65.5
F_779989_2976597,Everett,65.5
F_779885_2976917,Everett,65.5
F_780272_2976863,Everett,64.5
F_779978_2977067,Everett,64.5
M_250337_821309,Fairhaven,44.97373737373738
M_250338_821213,Fairhaven,44.97373737373738
M_250034_821872,Fairhaven,44.47373737373738
M_249334_822584,Fairhaven,39.97373737373738
M_249319_822487,Fairhaven,38.97373737373738
M_249247_822309,Fairhaven,38.97373737373738
M_249478_822611,Fairhaven,38.47373737373738
F_750198_2714336,Fall River,68.5
F_750086_2714405,Fall River,68.5
F_750228_2714397,Fall River,68.5
F_750170_2714290,Fall River,68.5
F_750247_2714358,Fall River,68.5
F_750195_2714154,Fall River,68.5
F_750051_2714362,Fall River,68.5
F_750358_2714479,Fall River,68.5
F_749299_2714540,Fall River,68.5
F_750024_2714507,Fall River,68.0
F_750001_2714457,Fall River,68.0
F_748593_2716417,Fall River,67.0
F_749696_2713961,Fall River,66.5
F_749679_2713880,Fall River,66.5
F_749593_2713963,Fall River,65.5
F_749528_2717435,Fall River,65.5
F_746566_2715367,Fall River,62.0
F_755272_2713857,Fall River,59.5
F_755386_2714366,Fall River,58.5
F_748732_2709454,Fall River,58.0
F_749066_2709318,Fall River,57.5
F_748892_2709119,Fall River,57.5
F_752323_2719288,Fall River,57.5
F_749433_2709291,Fall River,56.5
F_756851_2711395,Fall River,56.5
F_746922_2708983,Fall River,55.0
F_749397_2709029,Fall River,54.5
F_755056_2716983,Fall River,53.0
F_757504_2710791,Fall River,52.5
F_752598_2711416,Fall River,52.0
F_747037_2707244,Fall River,51.0
F_755485_2716582,Fall River,50.5
F_755934_2716404,Fall River,50.0
F_747488_2706070,Fall River,48.5
F_754692_2721595,Fall River,46.0
F_755956_2721149,Fall River,45.0
F_753267_2708326,Fall River,44.0
F_744064_2708343,Fall River,43.5
F_752149_2724823,Fall River,43.5
F_758479_2719781,Fall River,42.5
F_756732_2717953,Fall River,41.0
F_742293_2709599,Fall River,36.0
F_760689_2729669,Fall River,19.0
F_756574_2727189,Fall River,18.5
F_756928_2727566,Fall River,18.5
F_757112_2727430,Fall River,18.0
F_901169_2662837,Falmouth,53.47373737373738
F_901947_2665551,Falmouth,50.47373737373738
F_901136_2661878,Falmouth,50.47373737373738
F_899198_2665743,Falmouth,49.97373737373738
F_899088_2665686,Falmouth,49.97373737373738
F_902904_2667689,Falmouth,45.47373737373738
F_914647_2672153,Falmouth,44.47373737373738
F_904986_2666371,Falmouth,43.47373737373738
F_905464_2666840,Falmouth,41.47373737373738
F_906184_2666728,Falmouth,37.97373737373738
F_912935_2675488,Falmouth,35.97373737373738
F_905940_2668224,Falmouth,34.97373737373738
F_904968_2665762,Falmouth,33.97373737373738
F_910094_2673949,Falmouth,32.47373737373738
F_918172_2672142,Falmouth,32.47373737373738
F_913451_2676337,Falmouth,31.473737373737375
F_918075_2671506,Falmouth,27.973737373737375
F_920175_2673026,Falmouth,26.973737373737375
F_920599_2673074,Falmouth,25.973737373737375
F_899794_2675504,Falmouth,25.473737373737375
F_909808_2681952,Falmouth,24.973737373737375
F_906180_2674246,Falmouth,24.473737373737375
F_908991_2679776,Falmouth,23.973737373737375
F_908191_2675487,Falmouth,22.473737373737375
F_912785_2684021,Falmouth,21.973737373737375
F_921459_2684065,Falmouth,21.973737373737375
F_908129_2678675,Falmouth,21.973737373737375
F_919208_2671021,Falmouth,21.973737373737375
F_910494_2669453,Falmouth,21.973737373737375
