parloc_id,muni,TransitFriendlyScore
M_246786_956533,Amesbury,48.0
F_751955_3065768,Andover,57.5
F_751647_3065350,Andover,56.0
F_746653_3049859,Andover,47.475638446588704
F_751349_3063765,Andover,47.0
F_752376_3067911,Andover,42.5
F_750295_3073434,Andover,37.0
F_752181_3069893,Andover,36.5
F_751645_3071198,Andover,33.0
F_750476_3062073,Andover,30.0
F_747733_3053990,Andover,29.5
F_747872_3052573,Andover,28.5
F_751545_3071516,Andover,28.0
F_749577_3060360,Andover,20.5
F_750964_3072337,Andover,20.0
F_747595_3054616,Andover,20.0
F_747923_3057154,Andover,18.0
F_748694_3058706,Andover,16.5
F_746413_3044459,Andover,10.0
F_757322_3049391,Andover,6.5
F_747800_3051020,Andover,5.5
F_744166_3050646,Andover,5.0
F_746887_3050262,Andover,2.5
F_746853_3047827,Andover,1.5
F_746644_3046363,Andover,0.5
M_140129_927140,Athol,41.5
M_218062_854927,Attleboro,63.143884892086334
M_217950_854668,Attleboro,61.5
M_218210_855217,Attleboro,59.5
M_218217_855281,Attleboro,59.5
M_218346_855171,Attleboro,59.0
M_218179_855220,Attleboro,58.5
M_217717_854268,Attleboro,56.5
M_217738_854440,Attleboro,56.5
M_218288_855366,Attleboro,56.0
M_217601_854150,Attleboro,54.5
M_217515_853870,Attleboro,51.5
M_211611_849648,Attleboro,49.0
M_217367_853663,Attleboro,45.0
M_212741_849862,Attleboro,37.643884892086334
M_210326_849334,Attleboro,36.0
M_218576_855971,Attleboro,35.0
M_218512_855781,Attleboro,35.0
M_218601_855949,Attleboro,35.0
M_215071_850491,Attleboro,25.0
M_218691_856112,Attleboro,22.5
M_217095_853028,Attleboro,22.0
M_216891_852755,Attleboro,14.0
M_216651_852299,Attleboro,14.0
M_216782_852569,Attleboro,13.5
M_221643_855155,Attleboro,13.0
M_216252_851473,Attleboro,13.0
M_215701_850426,Attleboro,13.0
M_216419_851795,Attleboro,10.5
M_215744_850657,Attleboro,8.0
M_219717_858316,Attleboro,0.0
F_990309_2700345,Barnstable,60.143884892086334
F_990026_2702434,Barnstable,60.143884892086334
F_990694_2701306,Barnstable,58.643884892086334
F_990481_2700515,Barnstable,57.143884892086334
M_65372_893271,Becket,27.33175355450237
F_715826_3002117,Bedford,48.643884892086334
F_739726_2966365,Belmont,62.5
F_740295_2966856,Belmont,61.5
F_739167_2966119,Belmont,59.0
F_739239_2966210,Belmont,59.0
F_742671_2969080,Belmont,56.5
F_741007_2967382,Belmont,55.5
F_748572_2969552,Belmont,55.0
F_745535_2969453,Belmont,53.5
F_742902_2969241,Belmont,53.0
F_745895_2969528,Belmont,52.0
F_742473_2968699,Belmont,51.0
F_742419_2968679,Belmont,51.0
F_746749_2969456,Belmont,49.5
F_821787_3024384,Beverly,61.5
F_822036_3038256,Beverly,53.5
F_822040_3038375,Beverly,53.5
F_826091_3030433,Beverly,45.0
F_787856_2856267,Brockton,65.0
F_787831_2856558,Brockton,65.0
F_788475_2846190,Brockton,53.0
F_788414_2846232,Brockton,53.0
F_788471_2846295,Brockton,53.0
F_788752_2846276,Brockton,50.0
F_759077_2965017,Cambridge,86.0
F_759086_2966769,Cambridge,84.5
F_756426_2969964,Cambridge,83.5
F_752912_2968915,Cambridge,72.5
F_752877_2969413,Cambridge,70.5
F_530338_2882965,Charlton,29.14388489208633
F_530427_2883152,Charlton,29.14388489208633
F_530283_2882485,Charlton,28.64388489208633
F_509408_2874703,Charlton,27.14388489208633
F_509742_2874713,Charlton,27.14388489208633
F_527051_2880634,Charlton,26.14388489208633
F_512898_2875906,Charlton,25.64388489208633
F_515495_2878328,Charlton,21.64388489208633
F_516774_2878904,Charlton,21.14388489208633
F_517060_2879029,Charlton,21.14388489208633
F_752466_2904929,Dedham,16.5
F_1026410_2715020,Dennis,35.643884892086334
M_274896_793817,Edgartown,28.64388489208633
F_775845_2971664,Everett,68.0
F_777871_2970688,Everett,67.5
F_773438_2970482,Everett,58.0
F_782265_2976782,Everett,57.0
M_249503_820540,Fairhaven,45.143884892086334
F_750015_2715642,Fall River,70.0
F_750591_2715344,Fall River,69.5
F_752375_2709483,Fall River,50.0
M_208221_892248,Framingham,45.5
M_208610_870368,Franklin,54.0
M_207939_869784,Franklin,47.0
M_205087_871135,Franklin,25.5
M_204998_871003,Franklin,25.5
M_210464_871972,Franklin,24.64388489208633
M_160187_924252,Gardner,50.5
M_270520_931402,Gloucester,22.5
